All ^abn++++=All
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
thing ^nn++++=thing
and ^cc++++=and
enduring ^jj+++xvbg+=enduring
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
another ^dt++++=another.
. ^zz++++=EXTRAWORD
A ^at++++=A
whistle ^nn++++=whistle
sounded ^vbd+++xvbn+=sounded
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
head ^nn++++=head
lifted ^vbd+++xvbn+=lifted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family's
's ^$++++=EXTRAWORD
paper ^nn++++=paper
flag ^nn++++=flag
sprang ^vbd+++xvbn+=sprang
into ^in++++=into
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
felt ^vbd+vprv+tht0+xvbn+=felt
his ^pp$+pp3+++=his
heart ^nn++++=heart
give ^vb++++=give
one ^cd1++++=one
huge ^jj++++=huge
bound ^jj+++xvbn+=bound,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
dog ^nn++++=dog
against ^in++++=against
a ^at++++=a
chain ^nn++++=chain.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
moving ^vbg+++xvbgx+=moving,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
somebody ^pn++++=somebody
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
The ^ati++++=The
liner ^nn++++=liner's
's ^vbz+bez+vrb++0=EXTRAWORD
black ^jj+atrb+++=black
flank ^nn++++=flank
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
slide ^vbi++++=slide
across ^in+pl+++=across
the ^ati++++=the
harbour ^nn++++=harbour
without ^in++++=without
disturbing ^xvbg+++xvbg+=disturbing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Smoke ^vb++++=Smoke
unrolled ^vbd+++xvbn+=unrolled
from ^in++++=from
the ^ati++++=the
funnels ^nns+++??+=funnels
and ^cc++++=and
flattened ^vpsv++agls+xvbn+=flattened
beneath ^in+pl+++=beneath
the ^ati++++=the
low ^jj+atrb+++=low
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
specks ^nns+++??+=specks
at ^rb++++=at
the ^ati++++=the
rail ^nn++++=rail
grew ^vbd+++xvbn+=grew
into ^in++++=into
heads ^nns++++=heads,
, ^zz++++=EXTRAWORD
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
handkerchief ^nn++++=handkerchief
flashed ^vbd+++xvbn+=flashed,
, ^zz++++=EXTRAWORD
disappeared ^j+++xvbn+=disappeared,
, ^zz++++=EXTRAWORD
flashed ^j+++xvbn+=flashed
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
stepped ^vbd+++xvbn+=stepped
beyond ^in++++=beyond
the ^ati++++=the
painted ^jj+atrb++xvbn+=painted
line ^nn++++=line.
. ^zz++++=EXTRAWORD
" ^zz++++="Back,
back ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
please ^uh++++=please,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
back ^jjb+pred+++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
over ^in++++=over
the ^ati++++=the
line ^nn++++=line."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
retreated ^vbd+++xvbnx+=retreated
half ^abn++++=half
a ^at++++=a
pace ^nn++++=pace,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
official ^nn++++=official
did ^vbd+dod+aux++=did
not ^xnot++not++=not
laugh ^vb++++=laugh.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
wrong ^jj+pred+++=wrong
with ^in++++=with
these ^dt+dem+++=these
people ^nns++++=people?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
they ^pp3a+pp3+++=they
imagine ^vb+vprv+++=imagine
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
returned ^vbd+++xvbn+=returned
every ^at++++=every
Tuesday ^nr++++=Tuesday?
? ^zz++++=EXTRAWORD
The ^ati++++=The
ship ^nn++++=ship
approached ^vbd+++xvbn+=approached
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
cruelly ^rb++++=cruelly
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
ropes ^nns++++=ropes
flew ^vbd+++xvbn+=flew.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
below ^in+pl+++=below
caught ^vwbn+++xvbn+=caught
them ^pp3o+pp3+++=them
and ^cc++++=and
ran ^vbd+++xvbn+=ran,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
almost ^rb+hdg+++=almost
double ^jj++++=double,
, ^zz++++=EXTRAWORD
like ^in++++=like
insects ^nns++++=insects
hauling ^nn+nom+++=hauling
at ^in++++=at
the ^ati++++=the
leg ^nn++++=leg
of ^in++++=of
some ^dti++++=some
enormous ^jj+atrb+++=enormous
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
Orders ^nns++++=Orders
rang ^vbd+++xvbn+=rang
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
slapped ^vbd+++xvbn+=slapped
between ^in++++=between
the ^ati++++=the
hull ^nn++++=hull
and ^cc++++=and
the ^ati++++=the
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
The ^ati++++=The
*ardent* ^nn+++??+=*Ardent*
gave ^vbd+++xvbn+=gave
a ^at++++=a
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
exhausted ^jj+atrb++xvbn+=exhausted
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
searched ^vbd+++xvbn+=searched
the ^ati++++=the
crowded ^jj+atrb++xvbn+=crowded
decks ^nns++++=decks.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
in ^in++++=in
red ^jj++++=red
no ^at++++=no.
. ^zz++++=EXTRAWORD
A ^at++++=A
tall ^jj+atrb+++=tall
woman ^nn++++=woman
holding ^vwbg+++xvbg+=holding
a ^at++++=a
child ^nn++++=child
no ^rb++++=no.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
veil ^nn++++=veil,
, ^zz++++=EXTRAWORD
a ^at++++=a
black ^jj+atrb+++=black
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
lady ^nn++++=lady
with ^in++++=with
field ^nn++++=field
glasses ^nns++++=glasses.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
said ^vprf++tht0+xvbnx+=said
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+vrb++=be
on ^in++++=on
the ^ati++++=the
port ^nn++++=port
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
muddled ^vprf+++xvbn+=muddled
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
port ^nn++++=port
side ^nn++++=side
entering ^vwbg+++xvbg+=entering
harbour ^npl++++=harbour
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
Unless ^cs+cnd+++=Unless
" ^zz++++="port"
port ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
meant ^vbd+vprv++xvbn+=meant
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
from ^in++++=from
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Damn ^vb++++=Damn
nautical ^jj+atrb+++=nautical
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
a ^rb++++=a
little ^rb"++++=little
apart ^rp++++=apart
beneath ^in+pl+++=beneath
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
lifeboats ^nns+++??+=lifeboats,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
grey ^np++++=grey
travelling ^vwbg+++xvbg+=travelling
coat ^nn++++=coat
and ^cc++++=and
a ^at++++=a
close ^jj+atrb+++=close
dark ^jj+atrb+++=dark
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hands ^nns++++=hands
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
waving ^vbg+++xvbg+=waving.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
so ^pn+emph+++=so
small ^jj++++=small
against ^in++++=against
the ^ati++++=the
towering ^jj+atrb++xvbg+=towering
white ^jj+atrb+++=white
ship ^nn++++=ship
that ^tht+rel+subj++=that
fear ^vb++++=fear
went ^vbd+++xvbn+=went
through ^in++++=through
him ^pp3o+pp3+++=him
not ^xnot++not++=not
fear ^vb++++=fear
of ^in++++=of
anything ^pn++++=anything
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
of ^in++++=of
the ^ati++++=the
mere ^jjb+atrb+++=mere
fact ^nn++++=fact
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
existed ^vprf+++xvbnx+=existed
there ^rn+pl+++=there
without ^in++++=without
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
high ^jj++++=high
above ^jjb++++=above
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
among ^in++++=among
all ^abn++++=all
those ^dt+dem+++=those
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
" ^zz++++="Janey!"
janey ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
cracked ^vbd+++xvbn+=cracked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
care ^nn++++=care.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
lit ^vbd+++xvbn+=lit
not ^xnot++not++=not
wildly ^rb+cnj+++=wildly,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
with ^in++++=with
lifted ^xvbn+++xvbn+=lifted
hands ^nns++++=hands
or ^cc++++=or
tears ^nns++++=tears,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
a ^at++++=a
clear ^jj+atrb+++=clear
brightness ^nns+nom+++=brightness
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
travel ^vbi++++=travel
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
towards ^in++++=towards
him ^pp3o+pp3+++=him
and ^cc++++=and
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="John!"
john ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
waved ^vbd+++xvbnx+=waved
his ^pp$+pp3+++=his
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
both ^abx++++=both
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
cheered ^vbd+++xvbn+=cheered,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
for ^in++++=for
their ^pp$+pp3+++=their
aunt ^nn++++=aunt
or ^cc++++=or
for ^in++++=for
Janey ^np+++??+=Janey
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
and ^cc+phrs+++=and
shouted ^vbd+vpub++xvbn+=shouted
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Janey!
janey ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^cs+sub+++=As
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
could ^md+pos+++=could
fail ^vb++++=fail
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
As ^cs+sub+++=As
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
standing ^vbg+++xvbgx+=standing
for ^in+ppvb+++=for
months ^nns++++=months
at ^in++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gangway ^nn++++=gangway
took ^vbd+++xvbn+=took
another ^dt++++=another
age ^nn++++=age.
. ^zz++++=EXTRAWORD
A ^at++++=A
steward ^nn++++=steward
came ^vbd+++xvbn+=came
down ^rp++++=down,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
two ^cd++++=two
officials ^nns+nom+++=officials
went ^vbd+++xvbn+=went
up ^rp++++=up,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
nobody ^pn++++=nobody
moved ^vbd+++xvbn+=moved
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Passengers ^nns+nom+++=Passengers
leaned ^vbd+++xvbn+=leaned
over ^in++++=over
the ^ati++++=the
rail ^nn++++=rail
and ^cc++++=and
called ^jj+atrb++xvbn+=called
impossible ^jj+atrb+++=impossible
questions ^nns+nom+++=questions
to ^in++++=to
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
get ^vb++++=get
my ^pp$+pp1+++=my
telegram ^nn++++=telegram?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Mother ^nn++++=Mother?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
the ^ati++++=the
green ^jj+atrb+++=green
case ^nn++++=case
" ^zz++++="
Janey ^np+++??+=Janey
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
had ^vb+hv+vrb++=had
she ^pp3a+pp3+++=she
gone ^vbd+++xvbnx+=gone?
? ^zz++++=EXTRAWORD
Luggage ^nn+nom+++=Luggage,
, ^zz++++=EXTRAWORD
naturally ^rb++++=naturally.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
some ^dti++++=some
final ^jj+atrb+++=final
absurdity ^nn+nom+++=absurdity.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Hammond ^np++++=Hammond's
's ^$++++=EXTRAWORD
happiness ^nns+nom+++=happiness
faltered ^vbd+++xvbn+=faltered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
opening ^jj+++xvbg+=opening
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
passengers ^nns+nom+++=passengers
would ^md+prd+++=would
emerge ^vb++++=emerge.
. ^zz++++=EXTRAWORD
One ^pn++++=One
by ^in++++=by
one ^cd1++++=one
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came:
: ^zz++++=EXTRAWORD
an ^at++++=an
elderly ^jj+atrb+++=elderly
clergyman ^nn+nom+++=clergyman
blinking ^vwbg+++xvbg+=blinking
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind;
; ^zz++++=EXTRAWORD
a ^at++++=a
girl ^nn++++=girl
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
cage ^nn++++=cage
covered ^vbd+++xvbn+=covered
with ^in++++=with
cloth ^nn++++=cloth;
; ^zz++++=EXTRAWORD
two ^cd++++=two
businessmen ^nns++++=businessmen
already ^rb++++=already
arguing ^vbg+vpub++xvbg+=arguing;
; ^zz++++=EXTRAWORD
a ^at++++=a
pale ^nn++++=pale
mother ^nn++++=mother
with ^in++++=with
three ^cd++++=three
children ^nns++++=children
tethered ^vbd+++xvbn+=tethered
to ^in++++=to
her ^pp$+pp3+++=her
by ^in++++=by
ribbons ^nns++++=ribbons,
, ^zz++++=EXTRAWORD
bags ^nns++++=bags
and ^cc++++=and
anxious ^jj+atrb+++=anxious
glances ^nns+nom+++=glances.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
embraced ^vpsv++agls+xvbnx+=embraced,
, ^zz++++=EXTRAWORD
claimed ^j+++xvbn+=claimed,
, ^zz++++=EXTRAWORD
led ^j+++xvbn+=led
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
reunion ^nn++++=reunion
made ^vbd+++xvbn+=made
Janey ^np++++=Janey's
's ^$++++=EXTRAWORD
absence ^nn+nom+++=absence
more ^rbr++++=more
extraordinary ^jj++++=extraordinary.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
appeared ^vbd+seem++xvbnx+=appeared
at ^rb++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
gangway ^nn++++=gangway.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
nothing ^pn++++=nothing
but ^cc++++=but
a ^rb++++=a
little ^rb"++++=little
leather ^nn++++=leather
case ^nn++++=case.
. ^zz++++=EXTRAWORD
A ^at++++=A
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
doctor ^nn++++=doctor
walked ^vbd+++xvbn+=walked
beside ^in+pl+++=beside
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
bareheaded ^j+++xvbn+=bareheaded,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cap ^nn++++=cap
tucked ^vbd+++xvbn+=tucked
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
lean ^jj++++=lean,
, ^zz++++=EXTRAWORD
tired ^j+++xvbn+=tired-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
younger ^jjr++++=younger
than ^in++++=than
Hammond ^np++++=Hammond
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
a ^at++++=a
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
doctor ^nn++++=doctor
to ^to++++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Janey ^np+++??+=Janey
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
him ^pp3o+pp3+++=him
gravely ^rb++++=gravely.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
gravely ^np++++=gravely?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
walk ^nn++++=walk
with ^in++++=with
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
pushed ^vwbn+++xvbn+=pushed
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="Janey!"
janey ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
down ^in++++=down
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
gloved ^jj+atrb+++=gloved
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
rope ^nn++++=rope
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
Halfway ^rb++++=Halfway
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
and ^cc++++=and
smiled ^vbd+++xvbn+=smiled
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
hurry ^nn++++=hurry.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
hurry ^np++++=hurry
on ^in++++=on
that ^dt+dem+++=that
infernal ^jj++++=infernal
plank ^vb++++=plank.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
hovered ^vbd+++xvbn+=hovered
at ^rb++++=at
her ^pp3o+pp3+++=her
elbow ^npl++++=elbow
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
might ^md+pos+++=might
need ^vb++++=need
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
bottom ^jjb++++=bottom
Hammond ^np++++=Hammond
seized ^vbd+++xvbn+=seized
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
darling ^nn+nom+++=darling
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
girl ^nn++++=girl
at ^rb++++=at
last ^rb"++++=last!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kissed ^vbd+++xvbnx+=kissed
her ^pp$+pp3+++=her
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
other ^ap++++=other
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cool ^vb++++=cool
edge ^nn++++=edge
of ^in++++=of
her ^pp$+pp3+++=her
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
her ^pp$+pp3+++=her
body ^nn++++=body
yielded ^vbd+++xvbn+=yielded
lightly ^rb++++=lightly
to ^in++++=to
his ^pp$+pp3+++=his
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
Lightly ^rb++++=Lightly
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
word ^nn++++=word.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
weigh ^vbi++++=weigh
nothing ^pn++++=nothing
after ^in++++=after
all ^abn++++=all
his ^pp$+pp3+++=his
waiting ^nvbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
" ^zz++++="John,"
john ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^jj+atrb+++=EXTRAWORD
John ^np++++=John."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
held ^vbd+vprv++xvbnx+=held
her ^pp$+pp3+++=her
away ^rp+pl+++=away
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
thin ^jj+pred+++=thin."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
are ^vb+ber+aux++=aren't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
wearing ^vbg+++xvbg+=wearing
the ^ati++++=the
fur ^nn++++=fur
collar ^nn++++=collar?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
