# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Many ^ap++++=Many
, ^zz++++=EXTRAWORD
pinched ^j+++xvbn+=pinched
a ^at++++=a
moth ^nn++++=moth
between ^in++++=between
finger ^nn++++=finger
and ^cc++++=and
thumb ^nn++++=thumb,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
groaned ^vbd+++xvbn+=groaned
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
pinched ^vprf+++xvbnx+=pinched
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
read ^vbd+vprv++xvbnx+=read
secretly ^rb++++=secretly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
Sunday ^nr++++=Sunday
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
Sunday ^nr++++=Sunday
of ^in++++=of
the ^ati++++=the
Great ^jj++++=Great
Fast ^rb+cnj+++=Fast,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
cathedral ^npl+nom+++=cathedral
commemorated ^vwbn+++xvbn+=commemorated
the ^ati++++=the
triumph ^nn++++=triumph
of ^in++++=of
Orthodoxy ^nn++++=Orthodoxy
and ^cc++++=and
condemned ^vbd+++xvbn+=condemned
those ^dt+pdem+++=those
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
through ^in++++=through
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
perversity ^nn+nom+++=perversity,
, ^zz++++=EXTRAWORD
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
German ^jj+atrb+++=German
philosophy ^nn++++=philosophy,
, ^zz++++=EXTRAWORD
Latin ^jj+atrb+++=Latin
corruption ^nn+nom+++=corruption,
, ^zz++++=EXTRAWORD
Armenian ^np+++??+=Armenian
stubbornness ^nns+nom+++=stubbornness,
, ^zz++++=EXTRAWORD
Jewish ^jj+atrb+++=Jewish
deceit ^nn++++=deceit,
, ^zz++++=EXTRAWORD
Mohammedan ^np+nom++??+=Mohammedan
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
materialist ^nn+nom+++=materialist
arrogance ^nn+nom+++=arrogance,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
simple ^jj+atrb+++=simple
failure ^nn++++=failure
to ^to+ncmp+++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
instructions ^nns+nom+++=instructions
of ^in++++=of
their ^pp$+pp3+++=their
ecclesiastical ^jj+atrb+++=ecclesiastical
superiors ^nns++++=superiors,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
departed ^vprf+++xvbnx+=departed
from ^in++++=from
correct ^jj+atrb+++=correct
belief ^nn++++=belief.
. ^zz++++=EXTRAWORD
The ^ati++++=The
service ^nn++++=service
was ^vbd+bedz+vrb++=was
popular ^jj+pred+++=popular.
. ^zz++++=EXTRAWORD
People ^nns++++=People
who ^whp+rel+subj++=who
neglected ^xvbn+++xvbn+=neglected
matins ^nns++++=matins,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept
through ^in++++=through
sermons ^nns++++=sermons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
distinguished ^vprf+++xvbnx+=distinguished
Arius ^np+++??+=Arius
from ^in++++=from
a ^at++++=a
railway ^nn++++=railway
inspector ^nn++++=inspector
came ^vbd+++xvbn+=came
eagerly ^rb++++=eagerly
to ^to++++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
anathemas ^nns+++??+=anathemas.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
grandeur ^nn++++=grandeur
in ^in++++=in
public ^jj+atrb+++=public
damnation ^nn+nom+++=damnation
that ^tht+rel+subj++=that
attracts ^vbz++++=attracts
even ^rb++++=even
the ^ati++++=the
lukewarm ^nn+++??+=lukewarm.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
sang ^vbd+++xvbn+=sang.
. ^zz++++=EXTRAWORD
By ^in++++=By
nine ^cd++++=nine
o'clock ^rb++++=o'clock
the ^ati++++=the
cathedral ^nn+nom+++=cathedral
was ^vbd+bedz+aux++=was
crowded ^vpsv++agls+xvbnx+=crowded.
. ^zz++++=EXTRAWORD
Fur ^nn++++=Fur
collars ^nns++++=collars
steamed ^vbd+++xvbn+=steamed.
. ^zz++++=EXTRAWORD
Boots ^nns++++=Boots
creaked ^vbd+++xvbn+=creaked.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
women ^nns++++=women
pressed ^vbd+++xvbn+=pressed
their ^pp$+pp3+++=their
foreheads ^nns++++=foreheads
against ^in++++=against
pillars ^nns++++=pillars.
. ^zz++++=EXTRAWORD
Civil ^jj+atrb+++=Civil
servants ^nns+nom+++=servants
with ^in++++=with
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
fasting ^nvbg+++xvbg+=fasting
faces ^nns++++=faces
stood ^vbd+++xvbn+=stood
near ^in+pl+++=near
the ^ati++++=the
governor ^nn++++=governor's
's ^$++++=EXTRAWORD
pew ^nn+++??+=pew,
, ^zz++++=EXTRAWORD
arranging ^vbg+vsua++xvbg+=arranging
their ^pp$+pp3+++=their
expressions ^nns++++=expressions
in ^in++++=in
accordance ^nn+nom+++=accordance
with ^in"++++=with
rank ^nn++++=rank.
. ^zz++++=EXTRAWORD
Wax ^nn++++=Wax
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
the ^ati++++=the
tall ^jj+atrb+++=tall
candles ^nns++++=candles
in ^in++++=in
yellow ^jj+atrb+++=yellow
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
the ^ati++++=the
choir ^nn++++=choir
leader ^nn++++=leader,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Piskunov ^np++++=Piskunov,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
a ^at++++=a
tuning ^jj+atrb++xvbg+=tuning
fork ^nn++++=fork
against ^in++++=against
his ^pp$+pp3+++=his
thumbnail ^nn+++??+=thumbnail.
. ^zz++++=EXTRAWORD
" ^zz++++="Doh,"
doh ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
answered ^vbd+vpub++xvbn+=answered
softly ^rb++++=softly:
: ^zz++++=EXTRAWORD
" ^zz++++="Doh
doh ^nn+++??+=EXTRAWORD
" ^zz++++="
The ^ati++++=The
tuning ^jj+atrb++xvbg+=tuning
fork ^nn++++=fork
seemed ^vbd+seem++xvbn+=seemed
ashamed ^jj++++=ashamed
of ^in++++=of
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
so ^rb+emph+++=so
low ^jj++++=low,
, ^zz++++=EXTRAWORD
Father ^nn++++=Father.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
Eminence ^nn+nom+++=Eminence
asked ^vbd+vsua++xvbn+=asked
for ^in+ppvb+++=for
restraint ^nn++++=restraint."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Restraint?"
restraint ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
year ^nn++++=year
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came
in ^in++++=in
under ^in++++=under
the ^ati++++=the
basses ^nns++++=basses
and ^cc++++=and
frightened ^jj+++xvbn+=frightened
Archpriest ^np+++??+=Archpriest
Vassily ^np+++??+=Vassily."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
should ^md+nec+++=should
not ^xnot++not++=not
frighten ^vb++++=frighten
so ^rb++++=so
easily ^rb++++=easily."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
heart ^nn++++=heart
complaint ^nn++++=complaint."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
stomach ^nn++++=stomach
complaint ^nn++++=complaint."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Please,
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Father ^nn++++=Father.
. ^zz++++=EXTRAWORD
Begin ^vb++++=Begin
on ^in++++=on
re ^in+strn+++=re."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Olympus ^np+++??+=Olympus
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
choir ^nn++++=choir
leader ^nn++++=leader
with ^in++++=with
sleepy ^jj+atrb+++=sleepy
contempt ^nn++++=contempt.
. ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
was ^vbd+bedz+vrb++=was
a ^at++++=a
narrow ^jj++++=narrow,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
person ^nn++++=person
who ^whp+rel+subj++=who
used ^vbd+++xvbn+=used
cocaine ^nn++++=cocaine
for ^in++++=for
his ^pp$+pp3+++=his
nose ^nn++++=nose
and ^cc++++=and
believed ^vbd+vprv++xvbn+=believed
all ^abn++++=all
sacred ^jj+atrb+++=sacred
music ^nn++++=music
could ^md+pos+++=could
be ^vb+be+aux++=be
improved ^vpsv++by+xvbnx+=improved
by ^in++++=by
increasing ^xvbg+++xvbg+=increasing
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
rehearsals ^nns+nom+++=rehearsals.
. ^zz++++=EXTRAWORD
At ^rb++++=At
every ^at++++=every
service ^nn++++=service
he ^pp3a+pp3+++=he
fluttered ^vbd+++xvbnx+=fluttered
his ^pp$+pp3+++=his
hands ^nns++++=hands
as ^cs+sub+++=as
though ^cs+sub+++=though
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
dry ^vbi++++=dry
ten ^cd++++=ten
handkerchiefs ^nns+++??+=handkerchiefs
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="Re,"
re ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Olympus ^np+++??+=Olympus.
. ^zz++++=EXTRAWORD
" ^zz++++="Higher."
higher ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Re!"
re ^in+strn+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
louder ^jjr++++=louder.
. ^zz++++=EXTRAWORD
Higher ^jjr++++=Higher."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil
take ^vb++++=take
your ^pp$+pp2+++=your
higher ^jjr++++=higher,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
deacon ^np++++=deacon
thought ^vbd+++xvbn+=thought,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
aloud ^rb++++=aloud
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
meekly ^rb+cnj+++=meekly,
, ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
bells ^nns++++=bells
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
procession ^nn++++=procession
entered ^vbd+++xvbn+=entered
in ^in++++=in
gold ^nn++++=gold
and ^cc++++=and
white ^jj++++=white.
. ^zz++++=EXTRAWORD
First ^rb++++=First
came ^vbd+++xvbn+=came
the ^ati++++=the
candle ^nn++++=candle-bearers,
- ^zz++++=EXTRAWORD
bearers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
solemn ^jj++++=solemn
because ^cs+cos+++=because
their ^pp$+pp3+++=their
sleeves ^nns++++=sleeves
were ^vbd+bed+vrb++=were
too ^ql++++=too
long ^rb++++=long;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
subdeacons ^nns+++??+=subdeacons,
, ^zz++++=EXTRAWORD
priests ^nns++++=priests,
, ^zz++++=EXTRAWORD
archpriests ^nns+++??+=archpriests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
the ^ati++++=the
Archbishop ^nn++++=Archbishop,
, ^zz++++=EXTRAWORD
a ^at++++=a
tall ^jj+atrb+++=tall
old ^jj+atrb+++=old
man ^nn++++=man
with ^in++++=with
a ^at++++=a
delicate ^jj+atrb+++=delicate
nose ^nn++++=nose
and ^cc++++=and
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
one ^cd1++++=one
perpetually ^rb++++=perpetually
correcting ^vbg+++xvbg+=correcting
a ^at++++=a
punctuation ^nn+nom+++=punctuation
mark ^nn++++=mark.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
Eminence ^nn+nom+++=Eminence
was ^vbd+bedz+aux++=was
learned ^vpsv++agls+xvbnx+=learned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
many ^ap++++=many
angels ^nns++++=angels
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
to ^to+vcmp+++=to
Saint ^vbi++++=Saint
So ^ql++++=So-and-so
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
so ^rb++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
714 ^cd++++=714
from ^in++++=from
the ^ati++++=the
Creation ^nn+nom+++=Creation,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
council ^nn++++=council
had ^vbd+hvd+aux++=had
condemned ^vprf+++xvbnx+=condemned
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
three ^cd++++=three
fingers ^nns+nom+++=fingers
by ^in++++=by
persons ^nns++++=persons
of ^in++++=of
suspicious ^jj+atrb+++=suspicious
nationality ^nn+nom+++=nationality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whether ^cs+who+++=whether
a ^at++++=a
certain ^jj++++=certain
fourth ^od++++=fourth-century
- ^zz++++=EXTRAWORD
century ^nn++++=EXTRAWORD
bishop ^npt++++=bishop
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
" ^zz++++="essence"
essence ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
said ^vbd+vpub++xvbn+=said
" ^zz++++="substance."
substance ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
therefore ^rb+cnj+splt++=therefore
considered ^vpsv++agls+xvbnx+=considered
a ^at++++=a
great ^jj+atrb+++=great
shepherd ^nn++++=shepherd
of ^in++++=of
souls ^nns++++=souls.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chanting ^nn++++=chanting
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
performed ^vwbn+++xvbn+=performed
magnificently ^rb++++=magnificently
and ^cc++++=and
without ^in++++=without
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
service ^nn++++=service
better ^jjr++++=better
than ^in++++=than
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
breathed ^vbd+++xvbnx+=breathed,
, ^zz++++=EXTRAWORD
expanded ^j+++xvbn+=expanded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
released ^vbd+++xvbn+=released
sound ^jj++++=sound.
. ^zz++++=EXTRAWORD
The ^ati++++=The
notes ^nn++++=notes
rolled ^vbd+++xvbn+=rolled
under ^in++++=under
the ^ati++++=the
arches ^nns++++=arches,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
the ^ati++++=the
pillars ^nns++++=pillars,
, ^zz++++=EXTRAWORD
entered ^j+++xvbn+=entered
the ^ati++++=the
dome ^nn++++=dome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
descended ^vpsv++agls+xvbn+=descended
upon ^in++++=upon
the ^ati++++=the
congregation ^nn+nom+++=congregation
in ^in++++=in
invisible ^jj+atrb+++=invisible
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
Heads ^vbz++++=Heads
bowed ^vwbn+++xvbn+=bowed.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
voice ^nn++++=voice
seemed ^vbd+seem++xvbn+=seemed
too ^ql++++=too
enormous ^jj++++=enormous
to ^to++++=to
belong ^vbi++++=belong
to ^to++++=to
one ^cd1++++=one
man ^nn++++=man;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ancient ^jj+atrb+++=ancient
darkness ^nns+nom+++=darkness
behind ^in+pl+++=behind
the ^ati++++=the
icons ^nns++++=icons.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Creed ^nn++++=Creed
was ^vbd+bedz+aux++=was
proclaimed ^vpsv++agls+xvbnx+=proclaimed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
affirmations ^nns+nom+++=affirmations,
, ^zz++++=EXTRAWORD
the ^ati++++=the
memorials ^nns+nom+++=memorials,
, ^zz++++=EXTRAWORD
the ^ati++++=the
long ^jj+atrb+++=long
declarations ^nns+nom+++=declarations
that ^tht+ncmp+obj++=that
the ^ati++++=the
Church ^npl++++=Church
preserved ^vwbn+++xvbn+=preserved
truth ^nn++++=truth
pure ^jj++++=pure
and ^cc+phrs+++=and
inviolate ^jj++++=inviolate,
, ^zz++++=EXTRAWORD
as ^in++++=as
received ^nn++++=received
from ^in++++=from
apostles ^nns++++=apostles,
, ^zz++++=EXTRAWORD
fathers ^nns+nom+++=fathers,
, ^zz++++=EXTRAWORD
councils ^nns++++=councils,
, ^zz++++=EXTRAWORD
martyrs ^nns++++=martyrs,
, ^zz++++=EXTRAWORD
ascetics ^nns++++=ascetics,
, ^zz++++=EXTRAWORD
wonder ^vb++++=wonder-workers,
- ^zz++++=EXTRAWORD
workers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
patriarchs ^nns++++=patriarchs,
, ^zz++++=EXTRAWORD
teachers ^nns+nom+++=teachers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pious ^jj+atrb+++=pious
sovereigns ^nns++++=sovereigns.
. ^zz++++=EXTRAWORD
" ^zz++++="Eternal
eternal ^jj+atrb+++=EXTRAWORD
memory ^nn++++=memory!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sang ^nc+++xvbn+=sang
Father ^npt++++=Father
Olympus ^np+++??+=Olympus.
. ^zz++++=EXTRAWORD
The ^ati++++=The
choir ^nn++++=choir
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="Eternal
eternal ^jj+atrb+++=EXTRAWORD
memory ^nn++++=memory!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Piskunov ^np++++=Piskunov's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
trembled ^vbd+++xvbn+=trembled
with ^in++++=with
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
deacon ^np++++=deacon
advanced ^vbd+++xvbn+=advanced
to ^in++++=to
the ^ati++++=the
ambo ^nn+++??+=ambo
holding ^vwbg+vprv++xvbg+=holding
a ^at++++=a
lighted ^jj+atrb++xvbn+=lighted
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
Silence ^nn+nom+++=Silence
gathered ^vbd+++xvbn+=gathered
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
babies ^nns++++=babies
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
understand ^vbi+vprv+++=understand
that ^tht+vcmp+++=that
the ^ati++++=the
agreeable ^jj+atrb+++=agreeable
part ^nn++++=part
was ^vbd+bedz+aux++=was
beginning ^vbg+++xvbgx+=beginning.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
unrolled ^vbd+++xvbnx+=unrolled
the ^ati++++=the
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
deny ^vb+vpub+++=deny
the ^ati++++=the
existence ^nn+nom+++=existence
of ^in++++=of
God ^np++++=God
and ^cc++++=and
affirm ^vb+++??+=affirm
that ^tht+vcmp+obj++=that
this ^dt+dem+++=this
world ^nn++++=world
is ^vbz+bez+vrb++=is
self ^nn++++=self-existing,
- ^zz++++=EXTRAWORD
existing ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
all ^abn++++=all
things ^nns++++=things
in ^in++++=in
it ^pp3+it+++=it
occur ^vb++++=occur
by ^in++++=by
chance ^nn++++=chance
and ^cc++++=and
not ^xnot++not++=not
by ^in++++=by
the ^ati++++=the
providence ^nn+nom+++=providence
of ^in++++=of
God ^np++++=God
" ^zz++++="
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
" ^zz++++="Anathema!"
anathema ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
black ^jj++++=black
and ^cc+phrs+++=and
vast ^jj++++=vast.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
struck ^vbd+++xvbn+=struck
the ^ati++++=the
far ^rb+pl+++=far
wall ^nn++++=wall
and ^cc++++=and
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="Anathema!"
anathema ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
choir ^nn++++=choir.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
God ^np++++=God
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
spirit ^nn++++=spirit
but ^cc++++=but
flesh ^nn++++=flesh;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
righteous ^jj++++=righteous,
, ^zz++++=EXTRAWORD
merciful ^jj++++=merciful,
, ^zz++++=EXTRAWORD
wise ^jj++++=wise,
, ^zz++++=EXTRAWORD
all ^abn++++=all-knowing,
- ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
all ^abn++++=all
change ^nn++++=change
" ^zz++++="
" ^zz++++="Anathema!"
anathema ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
dare ^vb++++=dare
to ^to+vcmp+++=to
declare ^vbi+vpub+++=declare
that ^tht+vcmp+++=that
the ^ati++++=the
Son ^nn++++=Son
of ^in++++=of
God ^nn++++=God
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
consubstantial ^jj++++=consubstantial
with ^in++++=with
the ^ati++++=the
Father ^nn++++=Father,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^tht+vcmp+++=that
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Ghost ^nn++++=Ghost
does ^vbz+doz+aux++=does
not ^xnot++not++=not
proceed ^vb++++=proceed
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
doctrine ^nn++++=doctrine
faithfully ^rb++++=faithfully
received ^vbd+++xvbn+=received
" ^zz++++="
" ^zz++++="Anathema!
anathema ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Anathema ^np+++??+=Anathema!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
names ^nns++++=names
followed ^vbd+vprv++xvbn+=followed:
: ^zz++++=EXTRAWORD
Arius ^np+++??+=Arius,
, ^zz++++=EXTRAWORD
Macedonius ^np+++??+=Macedonius,
, ^zz++++=EXTRAWORD
Nestorius ^np+++??+=Nestorius,
, ^zz++++=EXTRAWORD
Eutyches ^np+++??+=Eutyches,
, ^zz++++=EXTRAWORD
Dioscorus ^np+++??+=Dioscorus;
; ^zz++++=EXTRAWORD
ancient ^jj+atrb+++=ancient
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dust ^nn++++=dust
for ^in++++=for
fifteen ^cd++++=fifteen
centuries ^nns++++=centuries
but ^cc+cls+++=but
whose ^whp+who+++=whose
errors ^nns++++=errors
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
in ^in++++=in
ecclesiastical ^jj+atrb+++=ecclesiastical
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
distressingly ^jj++++=distressingly
fresh ^jj++++=fresh.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
