# ^zz++++=##
# ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
short ^jj+pred+++=short
more ^rbr++++=more
than ^cs+sub+++=than
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
observed ^vbd+++xvbn+=observed.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
affair ^nn++++=affair."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
for ^in++++=for
the ^ati++++=the
present ^jj+atrb+++=present."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Truslow ^np++++=Truslow's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
months ^nns++++=months
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
invincible ^jj++++=invincible.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
crushed ^vprf+++xvbnx+=crushed
wheat ^nn++++=wheat
to ^to++++=to
sixty ^cd++++=sixty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
cents ^nns++++=cents
and ^cc++++=and
cleared ^vbd+++xvbn+=cleared,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
over ^in++++=over
a ^at++++=a
million ^cd++++=million.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
the ^ati++++=the
Bull ^np++++=Bull
had ^vbd+hvd+aux++=had
caught ^vprf+++xvbnx+=caught
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
cent ^nnu"++++=cent
of ^in++++=of
advance ^nn++++=advance
meant ^vbd+vprv++xvbn+=meant
another ^dt++++=another
loss ^nn++++=loss
upon ^in++++=upon
his ^pp$+pp3+++=his
outstanding ^jj+atrb+++=outstanding
contracts ^nns++++=contracts.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
pay ^vb++++=pay
your ^pp$+pp2+++=your
price ^nn++++=price,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
ten ^cd++++=ten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
ten ^cd++++=ten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
took ^vbd+++xvbn+=took
the ^ati++++=the
stogie ^nn+++??+=stogie
from ^in++++=from
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in++++=EXTRAWORD
one ^cd1++++=one
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wheat ^nn++++=wheat
goes ^vbz++++=goes
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
country ^nn++++=country."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
difference ^nn+nom+++=difference
does ^vbz+doz+aux++=does
that ^dt+dem+++=that
make ^nn++++=make
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
the ^ati++++=the
difference ^nn+nom+++=difference
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
selling ^nvbg+++xvbg+=selling
you ^pp2+pp2+++=you
ammunition ^nn+nom+++=ammunition
to ^in++++=to
fire ^nn++++=fire
back ^rp++++=back
at ^rb++++=at
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Truslow ^np+++??+=Truslow
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below,
, ^zz++++=EXTRAWORD
the ^ati++++=the
traffic ^nn++++=traffic
of ^in++++=of
the ^ati++++=the
street ^npl++++=street
passed ^vbd+++xvbn+=passed
in ^in++++=in
an ^at++++=an
indistinct ^nn+++??+=indistinct
roar ^nn++++=roar.
. ^zz++++=EXTRAWORD
" ^zz++++="Export
export ^nn++++=EXTRAWORD
it ^pp3+it+++=it
where ^wrb+who+++=where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Liverpool,
liverpool ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Glasgow ^np++++=Glasgow,
, ^zz++++=EXTRAWORD
Antwerp ^np++++=Antwerp
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
export ^nn++++=export
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Bills ^nns++++=Bills
of ^in++++=of
lading ^xvbg+++xvbg+=lading
to ^to++++=to
be ^vbi+vbi+aux++=be
deposited ^vpsv++agls+xvbnx+=deposited
with ^in++++=with
my ^pp$+pp1+++=my
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
Party ^nn++++=Party
of ^in++++=of
the ^ati++++=the
First ^od++++=First
Part ^nn++++=Part
guarantees ^nns+nom+++=guarantees
that ^tht+vcmp+subj++=that
said ^vbd+vpub+tht0+xvbn+=said
grain ^nn++++=grain
shall ^md+prd+++=shall
not ^xnot++not++=not
be ^vb+be+aux++=be
redelivered ^vpsv++agls+xvbnx+=redelivered
at ^rb++++=at
any ^dti++++=any
domestic ^jj+atrb+++=domestic
market ^nn++++=market."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
want ^vb++++=want
the ^ati++++=the
ocean ^npl++++=ocean
thrown ^vwbn+++xvbn+=thrown
into ^in++++=into
the ^ati++++=the
contract ^nn++++=contract."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
Great ^nn++++=Great
Bear ^vb+vprv+++=Bear
remained ^vbd+++xvbn+=remained
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
appeared ^vbd+seem++xvbnx+=appeared
beaten ^vbd+++xvbn+=beaten,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
in ^in++++=in
his ^pp$+pp3+++=his
stillness ^nns+nom+++=stillness
that ^tht+rel+obj++=that
Hornung ^np+++??+=Hornung
did ^vbd+dod+aux++=did
not ^xnot++not++=not
like ^vb++++=like.
. ^zz++++=EXTRAWORD
A ^at++++=A
desperate ^jj+atrb+++=desperate
bear ^nn++++=bear,
, ^zz++++=EXTRAWORD
even ^rb++++=even
with ^in++++=with
the ^ati++++=the
dogs ^nns++++=dogs
upon ^in++++=upon
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
claws ^nns++++=claws.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
Truslow ^np+++??+=Truslow
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Draw
draw ^vb++++=EXTRAWORD
your ^pp$+pp2+++=your
papers ^nns++++=papers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
contract ^nn++++=contract
was ^vbd+bedz+aux++=was
prepared ^vpsv++agls+xvbnx+=prepared.
. ^zz++++=EXTRAWORD
Truslow ^np+++??+=Truslow
delivered ^vwbn+++xvbn+=delivered
a ^at++++=a
certified ^nn++++=certified
check ^vb+vprv+++=check
for ^in++++=for
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars;
; ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
surrendered ^vbd+++xvbn+=surrendered
the ^ati++++=the
warehouse ^nn++++=warehouse
receipts ^nns++++=receipts.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
evening ^nn++++=evening
the ^ati++++=the
wheat ^nn++++=wheat
was ^vbd+bedz+aux++=was
loaded ^vpsv++agls+xvbnx+=loaded
into ^in++++=into
cars ^nns++++=cars
ostensibly ^rb++++=ostensibly
consigned ^vbd+++xvbn+=consigned
to ^in++++=to
an ^at++++=an
Atlantic ^np++++=Atlantic
port ^nn++++=port.
. ^zz++++=EXTRAWORD
" ^zz++++="Watch
watch ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
told ^vbd+vpub++xvbn+=told
his ^pp$+pp3+++=his
secretary ^nn+nom+++=secretary.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
busted ^vpsv++agls+xvbnx+=busted,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Pit ^nn++++=PIT
Three ^cd++++=Three
days ^nns++++=days
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
at ^rb++++=at
ten ^cd++++=ten
minutes ^nns++++=minutes
after ^in++++=after
eleven ^cd++++=eleven,
, ^zz++++=EXTRAWORD
an ^at++++=an
unknown ^jj+atrb+++=unknown
broker ^nn++++=broker
began ^vbd+++xvbn+=began
selling ^nvbg+++xvbg+=selling
May ^md+pos+++=May
wheat ^vb++++=wheat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sold ^vbd+++xvbnx+=sold
ten ^cd++++=ten
thousand ^cd++++=thousand
bushels ^nns+++??+=bushels
at ^rb++++=at
a ^at++++=a
dollar ^nn++++=dollar
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sold ^vbd+++xvbnx+=sold
ten ^cd++++=ten
thousand ^cd++++=thousand
more ^rbr++++=more
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
eleven ^cd++++=eleven
and ^cc++++=and
seven ^cd++++=seven-eighths.
- ^zz++++=EXTRAWORD
eighths ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
men ^nns++++=men
bought ^vbd+++xvbn+=bought,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sold ^vbd+++xvbnx+=sold
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Pit ^nn++++=Pit,
, ^zz++++=EXTRAWORD
already ^rb++++=already
turbulent ^jj++++=turbulent,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
convulsed ^jj+++xvbn+=convulsed.
. ^zz++++=EXTRAWORD
A ^at++++=A
hundred ^cd++++=hundred
mouths ^nns++++=mouths
opened ^vbd+++xvbn+=opened;
; ^zz++++=EXTRAWORD
a ^at++++=a
hundred ^cd++++=hundred
hands ^nns++++=hands
sprang ^vbd+++xvbn+=sprang
above ^jjb++++=above
the ^ati++++=the
ring ^nn++++=ring;
; ^zz++++=EXTRAWORD
hats ^nns++++=hats
were ^vbd+bed+aux++=were
crushed ^vpsv++agls+xvbnx+=crushed,
, ^zz++++=EXTRAWORD
coats ^nns++++=coats
torn ^vbd+++xvbn+=torn
open ^jj++++=open,
, ^zz++++=EXTRAWORD
collars ^nns++++=collars
twisted ^vbd+++xvbn+=twisted.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
leaned ^vbd+++xvbn+=leaned
shoulder ^nn+nom+++=shoulder
to ^in++++=to
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
yelling ^vbg+nom++xvbg+=yelling
into ^in++++=into
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
faces ^nns++++=faces.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
bought ^vbd+++xvbnx+=bought
with ^in++++=with
thrust ^nn+++xvbn+=thrust-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
sold ^xvbn+++xvbn+=sold
with ^in++++=with
fists ^nns++++=fists
flung ^vbd+++xvbn+=flung
downward ^jjb++++=downward;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
climbed ^vbd+++xvbnx+=climbed
upon ^in++++=upon
the ^ati++++=the
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
slipped ^j+++xvbn+=slipped,
, ^zz++++=EXTRAWORD
recovered ^j+++xvbn+=recovered,
, ^zz++++=EXTRAWORD
drove ^j+++xvbn+=drove
forward ^rb++++=forward
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floor ^nn++++=floor
under ^in++++=under
them ^pp3o+pp3+++=them
shook ^vbd+++xvbn+=shook
with ^in++++=with
the ^ati++++=the
grind ^nn+++??+=grind
of ^in++++=of
their ^pp$+pp3+++=their
heels ^nns++++=heels.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
at ^rb++++=at
twelve ^cd++++=twelve!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sold!"
sold ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ten
ten ^cd++++=EXTRAWORD
at ^in++++=at
eleven ^cd++++=eleven
seven ^cd++++=seven!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sold!
sold ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
Sold ^xvbn+++xvbn+=Sold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
unknown ^jj+atrb+++=unknown
broker ^nn++++=broker
stood ^vbd+++xvbn+=stood
near ^in+pl+++=near
the ^ati++++=the
centre ^nn++++=centre,
, ^zz++++=EXTRAWORD
red ^jj++++=red-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
perspiring ^vbg+++xvbg+=perspiring,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
orders ^vbz++++=orders
folded ^vwbn+++xvbn+=folded
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
the ^ati++++=the
market ^nn++++=market
rallied ^vbd+++xvbn+=rallied,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty
thousand ^cd++++=thousand
thirty ^cd++++=thirty
thousand ^cd++++=thousand
fifty ^cd++++=fifty
thousand ^cd++++=thousand
bushels ^vbz+++??+=bushels
poured ^vbd+++xvbn+=poured
upon ^in++++=upon
the ^ati++++=the
Pit ^nn++++=Pit.
. ^zz++++=EXTRAWORD
In ^in++++=In
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
booth ^nn++++=booth
the ^ati++++=the
telephone ^nn++++=telephone
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
without ^in++++=without
pause ^nn++++=pause.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vwbn+vsua++xvbn+=demanded
Going ^vbg+++xvbg+=Going,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
chief ^jjb+atrb+++=chief
broker ^nn++++=broker.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
find ^vb+vprv+++=find
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
much ^rb++++=much
has ^vbz+hvz+aux++=has
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Blamed
blamed ^vbd+++xvbn+=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
acts ^nns++++=acts
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
a ^at++++=a
million ^cd++++=million."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Going ^xvbg+++xvbg+=Going
seized ^vbd+++xvbn+=seized
the ^ati++++=the
transmitter ^nn+nom+++=transmitter.
. ^zz++++=EXTRAWORD
" ^zz++++="Wire
wire ^nn++++=EXTRAWORD
the ^ati++++=the
Chief ^nn++++=Chief.
. ^zz++++=EXTRAWORD
Say ^vb+vpub+tht0++=Say
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
wheat ^nn++++=wheat
coming ^vwbg+++xvbg+=coming
from ^in++++=from
somewhere ^rb++++=somewhere.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+aux++0=EXTRAWORD
supporting ^vbg+++xvbgx+=supporting
at ^rb++++=at
eleven ^cd++++=eleven
and ^cc++++=and
a ^at++++=a
half ^nn++++=half."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
message ^nn+nom+++=message
reached ^vbd+++xvbn+=reached
Hornung ^np+++??+=Hornung
in ^in++++=in
his ^pp$+pp3+++=his
office ^nn++++=office.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
during ^in++++=during
the ^ati++++=the
campaign ^nn++++=campaign
the ^ati++++=the
Bull ^np++++=Bull
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
By ^in++++=By
every ^at++++=every
report ^nn++++=report,
, ^zz++++=EXTRAWORD
every ^at++++=every
warehouse ^nn++++=warehouse
statement ^nn+nom+++=statement,
, ^zz++++=EXTRAWORD
every ^at++++=every
railway ^nn++++=railway
return ^nn++++=return,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
controlled ^vbd+++xvbnx+=controlled
the ^ati++++=the
supply ^nn++++=supply.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
wheat ^nn++++=wheat
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
offered ^vbd+++xvbn+=offered
real ^jj+atrb+++=real
wheat ^nn++++=wheat,
, ^zz++++=EXTRAWORD
apparently ^rb+cnj+++=apparently,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
merely ^rb+down+++=merely
short ^jj+atrb+++=short
contracts ^nns++++=contracts.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
an ^at++++=an
unsuspected ^jj+atrb+++=unsuspected
reserve ^nn++++=reserve
existed ^vbd+++xvbn+=existed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
corner ^nn++++=corner
might ^md+pos+++=might
be ^vb+be+vrb++=be
no ^at++++=no
corner ^npl++++=corner
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
" ^zz++++="Buy
buy ^vb++++=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered.
. ^zz++++=EXTRAWORD
" ^zz++++="Buy
buy ^vb++++=EXTRAWORD
every ^at++++=every
bushel ^nn+++??+=bushel.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
find ^vb+vprv+++=find
where ^wrb+who+whcl++=where
it ^pp3+it+++=it
comes ^vbz++++=comes
from ^in+ppvb+++=from."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Back ^jjb++++=Back
in ^in++++=in
the ^ati++++=the
Pit ^nn++++=Pit
the ^ati++++=the
battle ^nn++++=battle
swelled ^vbd+++xvbn+=swelled.
. ^zz++++=EXTRAWORD
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
brokers ^nns+nom+++=brokers
supported ^vbd+++xvbn+=supported
the ^ati++++=the
market ^nn++++=market
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
eleven ^cd++++=eleven,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
ten ^cd++++=ten
and ^cc++++=and
three ^cd++++=three-quarters.
- ^zz++++=EXTRAWORD
quarters ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
sellers ^nns+nom+++=sellers
came ^vbd+++xvbn+=came
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Bear ^nn++++=Bear
was ^vbd+bedz+aux++=was
attacking ^vbg+++xvbgx+=attacking
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
driving ^nvbg+++xvbg+=driving
with ^in++++=with
his ^pp$+pp3+++=his
head ^jjb++++=head
down ^rp++++=down,
, ^zz++++=EXTRAWORD
ripping ^vbg+++xvbg+=ripping
at ^in++++=at
the ^ati++++=the
Bull ^np++++=Bull's
's ^$++++=EXTRAWORD
flank ^nn++++=flank.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
fraction ^nn+nom+++=fraction
lost ^vbd+++xvbn+=lost
meant ^vbd+vprv++xvbn+=meant
panic ^vb++++=panic
among ^in++++=among
the ^ati++++=the
smaller ^jjr+atrb+++=smaller
followers ^nns+nom+++=followers
of ^in++++=of
the ^ati++++=the
bull ^nn++++=bull
clique ^nn++++=clique.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
broke ^vbd+++xvbn+=broke
ranks ^nns++++=ranks
and ^cc++++=and
sold ^vbd+++xvbn+=sold;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Wheat ^nn++++=Wheat
touched ^vbd+++xvbn+=touched
a ^at++++=a
dollar ^nn++++=dollar
ten ^cd++++=ten.
. ^zz++++=EXTRAWORD
Going ^np++++=Going's
's ^$++++=EXTRAWORD
face ^nn++++=face
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
grey ^np++++=grey.
. ^zz++++=EXTRAWORD
" ^zz++++="Support
support ^nn++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
ten ^cd++++=ten
for ^in++++=for
May ^md+pos+++=May!
! ^zz++++=EXTRAWORD
One ^cd1++++=One
ten ^cd++++=ten!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
all ^rb++++=all
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All?"
all ^abn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All!"
all ^abn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sold
sold ^vbd+++xvbn+=EXTRAWORD
twenty ^cd++++=twenty-five!"
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sold
sold ^vbd+++xvbn+=EXTRAWORD
fifty ^cd++++=fifty!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sold
sold ^vbd+++xvbn+=EXTRAWORD
a ^at++++=a
hundred ^cd++++=hundred!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
repeated ^vbd+++xvbn+=repeated
itself ^ppl++++=itself
from ^in++++=from
mouth ^nn++++=mouth
to ^in++++=to
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
enormous ^jj+atrb+++=enormous
detonation ^nn+nom+++=detonation
" ^zz++++="Sold!
sold ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
Sold ^xvbn+++xvbn+=Sold!
! ^zz++++=EXTRAWORD
Sold ^xvbn+++xvbn+=Sold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Pit ^nn++++=Pit
ceased ^vbd+++xvbn+=ceased
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
gathering ^jj+++xvbg+=gathering
of ^in++++=of
men ^nns++++=men.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
beast ^nn++++=beast,
, ^zz++++=EXTRAWORD
many ^ap++++=many-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
blind ^jj++++=blind,
, ^zz++++=EXTRAWORD
roaring ^nvbg+++xvbg+=roaring
over ^in++++=over
its ^pp$+it+++=its
food ^nn++++=food.
. ^zz++++=EXTRAWORD
At ^in++++=At
noon ^nn++++=noon
a ^at++++=a
messenger ^np+nom+++=messenger
forced ^vwbn+++xvbn+=forced
his ^pp$+pp3+++=his
way ^nn++++=way
into ^in++++=into
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
office ^nn++++=office
with ^in++++=with
three ^cd++++=three
