I ^pp1a+pp1+++=I
she ^pp3a+pp3+++=she
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
tired ^vpsv++agls+xvbnx+=tired."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everybody
everybody ^pn++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
tired ^vpsv++agls+xvbnx+=tired!
! ^zz++++=EXTRAWORD
The ^ati++++=The
doctors ^nns++++=doctors
say ^vb+vpub+tht0++=say
she ^pp3a+pp3+++=she
must ^md+nec+++=must
be ^vb+be+aux++=be
amused ^vpsv++agls+xvbnx+=amused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
refuses ^vbz++++=refuses
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
can ^md+pos+++=can
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do?
? ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
sharp ^jj+pred+++=sharp,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
wife ^nn++++=wife
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
angry ^jj++++=angry
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Hush,"
hush ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
may ^md+pos+++=may
hear ^vb+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
and ^cc++++=and
covered ^vbd+++xvbn+=covered
his ^pp$+pp3+++=his
face ^nn++++=face
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
night ^nn++++=night
Nadya ^np+++??+=Nadya
slept ^vbd+++xvbn+=slept
badly ^rb++++=badly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
dreamed ^vbd+vprv++xvbnx+=dreamed
of ^in++++=of
a ^at++++=a
long ^rb++++=long
grey ^np++++=grey
road ^npl++++=road
under ^in++++=under
a ^at++++=a
grey ^jj+atrb+++=grey
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
grew ^vbd+++xvbn+=grew
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
No ^at++++=No
birds ^nns++++=birds
flew ^vbd+++xvbn+=flew
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
her ^pp$+pp3+++=her
feet ^nns++++=feet
were ^vbd+bed+vrb++=were
heavy ^jj+pred+++=heavy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somewhere ^rb++++=somewhere
far ^rb+pl+++=far
away ^rp+pl+++=away
a ^at++++=a
bell ^nn++++=bell
sounded ^vbd+++xvbn+=sounded
in ^in++++=in
the ^ati++++=the
mist ^nn++++=mist.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
awoke ^vbd+++xvbnx+=awoke,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
pillow ^nn++++=pillow
was ^vbd+bedz+vrb++=was
damp ^nn++++=damp.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
bad ^jj+atrb+++=bad
dream ^nn++++=dream,
, ^zz++++=EXTRAWORD
darling ^np+nom+++=darling?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
her ^pp$+pp3+++=her
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Anna ^np++++=Anna
came ^vbd+++xvbn+=came
with ^in++++=with
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
Grandmother ^nn+nom+++=Grandmother
sent ^vbd+++xvbn+=sent
a ^at++++=a
basket ^nn++++=basket
of ^in++++=of
pears ^nns+++??+=pears.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
from ^in++++=from
the ^ati++++=the
house ^npl++++=house
opposite ^jj++++=opposite
stood ^vbd+++xvbn+=stood
below ^rb++++=below
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
called ^vbd+++xvbn+=called
up ^in+cmpx+++=up
to ^in++++=to
Nadya ^np+++??+=Nadya,
, ^zz++++=EXTRAWORD
offering ^vbg+++xvbg+=offering
to ^to++++=to
show ^vbi+vprv+++=show
her ^pp3o+pp3+++=her
a ^at++++=a
kitten ^nn++++=kitten.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
boy ^nn++++=boy
even ^rb++++=even
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
a ^at++++=a
snowdrift ^nn+++??+=snowdrift
while ^cs+sub+++=while
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
lift ^vbi++++=lift
it ^pp3+it+++=it
high ^np++++=high
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Nadya ^np+++??+=Nadya
only ^rb+down+++=only
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
the ^ati++++=the
kitten ^nn++++=kitten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
drew ^vbd+++xvbn+=drew
the ^ati++++=the
curtains ^nns++++=curtains
and ^cc++++=and
wept ^vbd+++xvbn+=wept
quietly ^rb++++=quietly
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Iii ^np+++??+=III
On ^in++++=On
the ^ati++++=the
following ^jj+atrb++xvbg+=following
morning ^nn++++=morning
Nadya ^np++++=Nadya's
's ^$++++=EXTRAWORD
father ^nn++++=father
sat ^vbd+++xvbn+=sat
at ^rb++++=at
her ^pp3o+pp3+++=her
bedside ^nn++++=bedside.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept
badly ^rb++++=badly.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
red ^jj+pred+++=red,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
his ^pp$+pp3+++=his
collar ^nn++++=collar
was ^vbd+bedz+aux++=was
folded ^vpsv++agls+xvbnx+=folded
under ^in+strn+++=under.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
knees ^nns++++=knees
lay ^vbd+++xvbn+=lay
a ^at++++=a
large ^jj+atrb+++=large
catalogue ^nn++++=catalogue
from ^in++++=from
a ^at++++=a
famous ^jj+atrb+++=famous
toy ^nn++++=toy
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Nadyusha ^np+++??+=Nadyusha,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
choose ^vb++++=choose
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
hundreds ^cds++++=hundreds
of ^in++++=of
things ^nns++++=things
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
need ^nn++++=need
only ^rb+down+++=only
point ^nn++++=point
with ^in++++=with
your ^pp$+pp2+++=your
finger ^nn++++=finger."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
showed ^vbd+vprv++xvbnx+=showed
her ^pp3o+pp3+++=her
a ^at++++=a
doll ^nn++++=doll's
's ^$++++=EXTRAWORD
house ^nn++++=house
with ^in++++=with
twelve ^cd++++=twelve
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
tiny ^jj+atrb+++=tiny
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
tiny ^jj+atrb+++=tiny
curtains ^nns++++=curtains,
, ^zz++++=EXTRAWORD
tiny ^jj+atrb+++=tiny
knives ^nns++++=knives
and ^cc++++=and
forks ^nns++++=forks.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
boat ^nn++++=boat
with ^in++++=with
a ^at++++=a
sail ^nn++++=sail.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
magic ^jj+atrb+++=magic
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
toy ^nn++++=toy
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
real ^jj+atrb+++=real
carriage ^nn+nom+++=carriage?
? ^zz++++=EXTRAWORD
A ^at++++=A
pony ^nn++++=pony?
? ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
house ^nn++++=house
in ^in++++=in
the ^ati++++=the
country ^nn++++=country?
? ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nadya ^np+++??+=Nadya
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
large ^jj+atrb+++=large
eyes ^nns++++=eyes
seemed ^vbd+seem++xvbn+=seemed
darker ^jjr++++=darker
than ^in++++=than
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
dream ^nn++++=dream,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
dream ^nn++++=dream?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dreamed ^vbd+vprv++xvbnx+=dreamed
about ^in++++=about
an ^at++++=an
elephant ^nn+nom+++=elephant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
elephant ^nn+nom+++=elephant?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
room ^nn++++=room
and ^cc++++=and
stood ^vpsv++agls+xvbn+=stood
near ^in+pl+++=near
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
big ^jj++++=big,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
his ^pp$+pp3+++=his
ears ^nns++++=ears
and ^cc++++=and
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
his ^pp$+pp3+++=his
trunk ^nn++++=trunk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
leaned ^vbd+++xvbn+=leaned
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
like ^in++++=like
an ^at++++=an
elephant ^nn+nom+++=elephant?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
many ^ap++++=many
days ^nns++++=days
a ^at++++=a
faint ^jj+atrb+++=faint
colour ^nn++++=colour
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
father ^nn++++=father
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Excellent!
excellent ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Splendid ^jj++++=Splendid!
! ^zz++++=EXTRAWORD
An ^at++++=An
elephant ^nn+nom+++=elephant
it ^pp3+it+++=it
shall ^md+prd+++=shall
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon
a ^at++++=a
servant ^nn+nom+++=servant
arrived ^vbd+++xvbn+=arrived
from ^in++++=from
the ^ati++++=the
best ^jjt+atrb+++=best
toy ^nn++++=toy
shop ^nn++++=shop
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
wooden ^jj+atrb+++=wooden
box ^nn++++=box
so ^rb+emph+++=so
large ^jj++++=large
that ^cs+sub+++=that
two ^cd++++=two
men ^nns++++=men
had ^md"++pmd"++=had
to ^md+nec+++=to
lift ^vb++++=lift
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Inside ^in+pl+++=Inside
stood ^vbd+++xvbn+=stood
a ^at++++=a
grey ^jj+atrb+++=grey
mechanical ^jj+atrb+++=mechanical
elephant ^nn+nom+++=elephant.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
as ^in++++=as
tall ^nn++++=tall
as ^in++++=as
the ^ati++++=the
nursery ^nn+nom+++=nursery
table ^nn++++=table.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
glass ^nn++++=glass
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
a ^at++++=a
red ^jj+atrb+++=red
cloth ^nn++++=cloth
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
key ^nn++++=key
in ^in++++=in
its ^pp$+it+++=its
side ^nn++++=side.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
wound ^nn+++xvbn+=wound,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
walked ^vbd+++xvbn+=walked
six ^cd++++=six
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
its ^pp$+it+++=its
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
uttered ^vbd+++xvbn+=uttered
a ^at++++=a
trumpet ^nn++++=trumpet-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
father ^npt++++=father
arranged ^vwbn+vsua++xvbn+=arranged
it ^pp3+it+++=it
before ^in++++=before
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="There!
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
of ^in++++=of
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nadya ^np+++??+=Nadya
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
toy ^nn++++=toy
gravely ^rb++++=gravely.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
good ^jj+atrb+++=good
elephant ^nn+nom+++=elephant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
like ^vb++++=like
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
the ^ati++++=the
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wanted ^vbd+++xvbnx+=wanted
a ^at++++=a
living ^jj+atrb++xvbg+=living
elephant ^nn+nom+++=elephant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
living ^jj+atrb++xvbg+=living
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
papa ^npt++++=papa.
. ^zz++++=EXTRAWORD
A ^at++++=A
real ^jj+atrb+++=real
elephant ^nn+nom+++=elephant
that ^tht+rel+subj++=that
eats ^vbz++++=eats
and ^cc++++=and
breathes ^nns+++??+=breathes
and ^cc++++=and
knows ^vbz+vprv+++=knows
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
closed ^j+++xvbn+=closed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lowered ^vbd+++xvbnx+=lowered
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
child ^nn++++=child,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
" ^zz++++="elephants
elephants ^nns+nom+++=EXTRAWORD
are ^vb+ber+vrb++=are
extremely ^rb+amp+++=extremely
large ^jj+pred+++=large."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
live ^vb++++=live
in ^in++++=in
hot ^jj+atrb+++=hot
countries ^nns++++=countries."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
menagerie ^nn++++=menagerie,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Nadya ^np+++??+=Nadya.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
weeks ^nns++++=weeks
a ^at++++=a
travelling ^jj+atrb++xvbg+=travelling
menagerie ^nn++++=menagerie
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
performing ^vbg+++xvbgx+=performing
in ^in++++=in
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
coloured ^jj+atrb++xvbn+=coloured
bills ^nns++++=bills
showed ^vbd+vprv++xvbn+=showed
lions ^nns++++=lions,
, ^zz++++=EXTRAWORD
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
monkeys ^nns++++=monkeys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
enormous ^jj+atrb+++=enormous
elephant ^nn+nom+++=elephant
named ^vbd+++xvbn+=named
Tommy ^np++++=Tommy.
. ^zz++++=EXTRAWORD
Nadya ^np+++??+=Nadya
turned ^vbd+++xvbn+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
cannot ^md+pos+not++=cannot
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
words ^nns++++=words,
, ^zz++++=EXTRAWORD
spoken ^j+++xvbn+=spoken
so ^pn++++=so
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
frightened ^j+++xvbn+=frightened
her ^pp3o+pp3+++=her
father ^npt++++=father
more ^ql++++=more
than ^cs+sub+++=than
tears ^nns++++=tears
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bent ^vbd+++xvbnx+=bent
down ^rp++++=down
and ^cc++++=and
kissed ^vprf+++xvbn+=kissed
her ^pp$+pp3+++=her
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait
wait ^vb++++=EXTRAWORD
for ^in++++=for
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
see ^vb+vprv+++=see
what ^wdt+who+++=what
may ^md+pos+++=may
be ^vb+be+aux++=be
arranged ^vpsv++agls+xvbnx+=arranged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iv ^np+++??+=IV
The ^ati++++=The
menagerie ^nn++++=menagerie
occupied ^vbd+++xvbn+=occupied
a ^at++++=a
wooden ^jj++++=wooden
building ^jj+++xvbg+=building
near ^in+pl+++=near
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
from ^in++++=from
the ^ati++++=the
street ^nn++++=street
Nadya ^np++++=Nadya's
's ^$++++=EXTRAWORD
father ^nn++++=father
could ^md+pos+++=could
hear ^vb+vprv+++=hear
a ^at++++=a
lion ^nn++++=lion
roaring ^vwbg+++xvbg+=roaring
and ^cc++++=and
a ^at++++=a
brass ^nn++++=brass
band ^nn++++=band
practising ^vwbg+++xvbg+=practising
the ^ati++++=the
same ^ap++++=same
march ^nn++++=march
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
straw ^nn++++=straw,
, ^zz++++=EXTRAWORD
sawdust ^nn++++=sawdust,
, ^zz++++=EXTRAWORD
animals ^nns+nom+++=animals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
oranges ^nns++++=oranges.
. ^zz++++=EXTRAWORD
A ^at++++=A
monkey ^nn++++=monkey
in ^in++++=in
a ^at++++=a
red ^jj+atrb+++=red
coat ^nn++++=coat
rattled ^vwbn+++xvbn+=rattled
the ^ati++++=the
bars ^nns++++=bars
of ^in++++=of
its ^pp$+it+++=its
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
white ^jj+atrb+++=white
horses ^nns++++=horses
stood ^vbd+++xvbn+=stood
with ^in++++=with
their ^pp$+pp3+++=their
heads ^nns++++=heads
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
far ^rb+pl+++=far
end ^nn++++=end,
, ^zz++++=EXTRAWORD
under ^in++++=under
a ^at++++=a
row ^nn++++=row
of ^in++++=of
lamps ^nns++++=lamps,
, ^zz++++=EXTRAWORD
an ^at++++=an
elephant ^nn+nom+++=elephant
was ^vbd+bedz+aux++=was
eating ^vbg+++xvbgx+=eating
hay ^nn++++=hay.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manager ^nn++++=manager
was ^vbd+bedz+vrb++=was
a ^at++++=a
stout ^jj+atrb+++=stout
German ^jj+atrb+++=German
named ^jj+++xvbn+=named
