Even ^rb++++=Even
less ^rbr++++=less
resentful ^jj++++=resentful
than ^in++++=than
bewildered ^vbd+++xvbn+=bewildered,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
hand ^nn++++=hand
which ^whp+rel+subj++=which
smote ^vbd+++xvbn+=smote
him ^pp3o+pp3+++=him
must ^md+nec+++=must
remain ^vb++++=remain
sacred ^jj++++=sacred
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
master ^nn++++=master's.
's. ^nn+++??+=EXTRAWORD
The ^ati++++=The
wound ^nn++++=wound
healed ^vbd+++xvbn+=healed
favourably ^rb++++=favourably.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
a ^at++++=a
month ^nn++++=month
Neranya ^np+++??+=Neranya
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
duties ^nns++++=duties,
, ^zz++++=EXTRAWORD
awkward ^jj++++=awkward
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
remarkably ^rb++++=remarkably
adroit ^jj++++=adroit
with ^in++++=with
the ^ati++++=the
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
something ^pn++++=something
in ^in++++=in
him ^pp3o+pp3+++=him
had ^vbd+hvd+aux++=had
altered ^vprf+++xvbnx+=altered.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
obedience ^nn+nom+++=obedience
persisted ^vbd+++xvbn+=persisted,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
rigid ^jj++++=rigid
and ^cc+phrs+++=and
mechanical ^jj++++=mechanical;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
moments ^nns+nom+++=moments
I ^pp1a+pp1+++=I
detected ^vbd+++xvbnx+=detected
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
a ^at++++=a
smouldering ^jj+atrb++xvbg+=smouldering
interrogation ^nn+nom+++=interrogation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
catastrophe ^nn++++=catastrophe
followed ^vbd+vprv++xvbn+=followed
soon ^rb+tm+++=soon
afterward ^rb++++=afterward.
. ^zz++++=EXTRAWORD
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh,
, ^zz++++=EXTRAWORD
irritated ^xvbn+++xvbn+=irritated
by ^in++++=by
some ^dti++++=some
trifling ^jj+atrb+++=trifling
omission ^nn++++=omission,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
Neranya ^np+++??+=Neranya
across ^in+pl+++=across
the ^ati++++=the
mouth ^nn++++=mouth
before ^in++++=before
the ^ati++++=the
assembled ^jj+atrb++xvbn+=assembled
servants ^nns+nom+++=servants.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fellow ^jjb++++=fellow
staggered ^jj+++xvbn+=staggered,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
still ^rb++++=still
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
sprang ^vbd+++xvbn+=sprang.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
remaining ^jj+atrb++xvbg+=remaining
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
upon ^in++++=upon
the ^ati++++=the
Rajah ^np++++=Rajah's
's ^$++++=EXTRAWORD
throat ^nn++++=throat
with ^in++++=with
such ^abl++++=such
force ^nn++++=force
that ^tht+rel+++=that
two ^cd++++=two
guards ^nns++++=guards
could ^md+pos+++=could
not ^xnot++not++=not
loosen ^vb++++=loosen
the ^ati++++=the
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thrust ^vbd+++xvbnx+=thrust
my ^pp$+pp1+++=my
thumb ^nn++++=thumb
beneath ^in+pl+++=beneath
the ^ati++++=the
constricting ^jj+atrb++xvbg+=constricting
tendons ^nns++++=tendons
and ^cc++++=and
forced ^vbd+++xvbn+=forced
the ^ati++++=the
grip ^nn++++=grip
apart ^in+strn+++=apart.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rajah ^np+++??+=Rajah
was ^vbd+bedz+vrb++=was
uninjured ^jj+pred+++=uninjured
save ^in++++=save
for ^in++++=for
bruises ^nns++++=bruises;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Neranya ^np++++=Neranya's
's ^$++++=EXTRAWORD
last ^rb++++=last
arm ^vb++++=arm
was ^vbd+bedz+aux++=was
condemned ^vpsv++agls+xvbnx+=condemned.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
I ^pp1a+pp1+++=I
pleaded ^vbd+vpub++xvbnx+=pleaded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
my ^pp$+pp1+++=my
pleading ^xvbg+++xvbg+=pleading
served ^vprf+++xvbn+=served
only ^rb+down+++=only
to ^to++++=to
ensure ^vbi+vprv+++=ensure
that ^tht+vcmp+++=that
the ^ati++++=the
barbarity ^nn+nom+++=barbarity
should ^md+nec+++=should
be ^vb+be+aux++=be
cleanly ^rb++splt++=cleanly
accomplished ^vpsv++agls+xvbnx+=accomplished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
amputation ^nn+nom+++=amputation
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
at ^rb++++=at
the ^ati++++=the
corresponding ^jj+atrb++xvbg+=corresponding
point ^nn++++=point.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
time ^nn++++=time
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
rest ^nn++++=rest
upon ^in++++=upon
his ^pp$+pp3+++=his
master ^nn++++=master
with ^in++++=with
devotion ^nn+nom+++=devotion.
. ^zz++++=EXTRAWORD
Hatred ^nn++++=Hatred
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
it ^pp3+it+++=it
hatred ^nn++++=hatred
pure ^jj++++=pure,
, ^zz++++=EXTRAWORD
concentrated ^j+++xvbn+=concentrated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
almost ^rb+hdg+++=almost
luminous ^jj++++=luminous.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
delirium ^nn+++??+=delirium,
, ^zz++++=EXTRAWORD
mania ^nn++++=mania,
, ^zz++++=EXTRAWORD
hydrophobia ^nn+++??+=hydrophobia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
furious ^jj+atrb+++=furious
despair ^nn++++=despair
of ^in++++=of
men ^nns++++=men
condemned ^vbd+++xvbn+=condemned
to ^in++++=to
death ^nn++++=death;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
seen ^vbd+vprv++xvbnx+=seen
any ^dti++++=any
passion ^nn++++=passion
burn ^nn++++=burn
with ^in++++=with
so ^ql+emph+++=so
steady ^jj++++=steady
and ^cc+phrs+++=and
terrible ^jj++++=terrible
a ^at++++=a
brightness ^nns+nom+++=brightness.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
recovered ^vbd+++xvbnx+=recovered,
, ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
was ^vbd+bedz+aux++=was
retained ^vpsv++agls+xvbnx+=retained
within ^in++++=within
the ^ati++++=the
palace ^nn++++=palace.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
receive ^vb++++=receive
his ^pp$+pp3+++=his
liberty ^nn++++=liberty
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
feared ^vbd+++xvbn+=feared
him ^pp3o+pp3+++=him
even ^rb++++=even
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
found ^vbd+vprv++xvbn+=found
an ^at++++=an
agreeable ^jj+atrb+++=agreeable
piquancy ^nn+++??+=piquancy
in ^in++++=in
compelling ^xvbg+++xvbg+=compelling
the ^ati++++=the
service ^nn++++=service
of ^in++++=of
the ^ati++++=the
being ^jj+++xvbg+=being
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
mutilated ^jj++++=mutilated.
. ^zz++++=EXTRAWORD
A ^at++++=A
broad ^jj+atrb+++=broad
leather ^nn++++=leather
strap ^nn++++=strap
was ^vbd+bedz+aux++=was
buckled ^vprf+++xvbn+=buckled
about ^in++++=about
Neranya ^np++++=Neranya's
's ^$++++=EXTRAWORD
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
a ^at++++=a
loop ^nn++++=loop
attached ^vbd+++xvbn+=attached
to ^in++++=to
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
light ^jj+atrb+++=light
objects ^nns++++=objects.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
learned ^vbd+vprv++xvbnx+=learned
to ^to+vcmp+++=to
open ^vbi++++=open
doors ^nns++++=doors
with ^in++++=with
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
to ^to++++=to
lift ^vbi++++=lift
vessels ^nns++++=vessels
between ^in++++=between
his ^pp$+pp3+++=his
chin ^nn++++=chin
and ^cc++++=and
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
astonishing ^jj++++=astonishing
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
to ^to++++=to
employ ^vbi++++=employ
his ^pp$+pp3+++=his
feet ^nns++++=feet
as ^ql++++=as
substitutes ^nns++++=substitutes
for ^in++++=for
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
legs ^nns++++=legs
were ^vbd+bed+vrb++=were
unusually ^rb++++=unusually
flexible ^jj+pred+++=flexible,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
toes ^nns++++=toes
long ^jj++++=long
and ^cc+phrs+++=and
separated ^jj+++xvbn+=separated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
abdominal ^jj+atrb+++=abdominal
muscles ^nns++++=muscles
of ^in++++=of
extraordinary ^jj+atrb+++=extraordinary
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
By ^in++++=By
lying ^nn++++=lying
upon ^in++++=upon
his ^pp$+pp3+++=his
back ^jjb++++=back
he ^pp3a+pp3+++=he
could ^md+pos+++=could
raise ^vb++++=raise
either ^dtx++++=either
foot ^nn++++=foot
to ^in++++=to
his ^pp$+pp3+++=his
mouth ^nn++++=mouth;
; ^zz++++=EXTRAWORD
by ^in++++=by
bracing ^xvbg+++xvbg+=bracing
himself ^ppl+pp3+++=himself
against ^in++++=against
a ^at++++=a
wall ^nn++++=wall
he ^pp3a+pp3+++=he
could ^md+pos+++=could
pick ^vb++++=pick
up ^rp++++=up
a ^at++++=a
key ^jjb++++=key,
, ^zz++++=EXTRAWORD
turn ^nn++++=turn
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
it ^pp3+it+++=it
down ^rp++++=down
without ^in++++=without
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
once ^cs+tm+++=once
watched ^vprf+++xvbn+=watched
him ^pp3o+pp3+++=him
thread ^nn++++=thread
a ^at++++=a
cord ^nn++++=cord
through ^in++++=through
a ^at++++=a
ring ^nn++++=ring
with ^in++++=with
his ^pp$+pp3+++=his
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
performance ^nn+nom+++=performance
filled ^vbd+++xvbn+=filled
me ^pp1o+pp1+++=me
with ^in++++=with
admiration ^nn+nom+++=admiration,
, ^zz++++=EXTRAWORD
followed ^j+++xvbn+=followed
immediately ^rb+tm+++=immediately
by ^in++++=by
dread ^nn++++=dread.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
warned ^vbd+vpub++xvbnx+=warned
the ^ati++++=the
Rajah ^np+++??+=Rajah
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
nurturing ^vbg+++xvbgx+=nurturing
an ^at++++=an
unheard ^jj++++=unheard-of
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
power ^nn++++=power
for ^in++++=for
mischief ^nn++++=mischief.
. ^zz++++=EXTRAWORD
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
snake ^nn++++=snake
without ^in++++=without
fangs ^nns++++=fangs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="may
may ^md+pos+++=EXTRAWORD
still ^rb++splt++=still
practise ^vb++++=practise
its ^pp$+it+++=its
coil ^nn++++=coil."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
were ^vbd+bed+vrb++=were
almost ^rb+hdg+++=almost
the ^ati++++=the
only ^ap+down+++=only
words ^nns++++=words
spoken ^vbd+++xvbn+=spoken
in ^in++++=in
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence
which ^whp+rel+subj++=which
remain ^vb++++=remain
precisely ^rb++++=precisely
in ^in++++=in
my ^pp$+pp1+++=my
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rajah ^np++++=Rajah's
's ^$++++=EXTRAWORD
sole ^jjb+atrb+++=sole
unselfish ^jj+atrb+++=unselfish
affection ^nn+nom+++=affection
was ^vbd+bedz+aux++=was
centred ^vpsv++agls+xvbnx+=centred
in ^in++++=in
his ^pp$+pp3+++=his
son ^nn++++=son,
, ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
Amrat ^np+++??+=Amrat,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
of ^in++++=of
eleven ^cd++++=eleven.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
was ^vbd+bedz+vrb++=was
gentle ^jj+pred+++=gentle,
, ^zz++++=EXTRAWORD
fearless ^jj++++=fearless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^ap++++=much
given ^jj+++xvbn+=given
to ^to++++=to
wandering ^vbi++++=wandering
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
forbidden ^vpsv++agls+xvbnx+=forbidden.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
showed ^vbd+vprv++xvbnx+=showed
Neranya ^np+++??+=Neranya
neither ^dt++neg++=neither
cruelty ^nn++++=cruelty
nor ^cc++neg++=nor
kindness ^nns+nom+++=kindness,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
careless ^jj+atrb+++=careless
curiosity ^nn+nom+++=curiosity
with ^in++++=with
which ^whp+rel+pied++=which
children ^nns++++=children
regard ^nn++++=regard
deformity ^nn+nom+++=deformity.
. ^zz++++=EXTRAWORD
More ^ql++++=More
than ^cs+sub+++=than
once ^rb+tm+++=once
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
him ^pp3o+pp3+++=him
command ^vb++++=command
the ^ati++++=the
armless ^jj+atrb+++=armless
servant ^nn+nom+++=servant
to ^to++++=to
exhibit ^vbi++++=exhibit
some ^dti++++=some
feat ^nn++++=feat
with ^in++++=with
his ^pp$+pp3+++=his
feet ^nns++++=feet;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Neranya ^np+++??+=Neranya
complied ^vprf+++xvbn+=complied,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
terrible ^jj+atrb+++=terrible
eyes ^nns++++=eyes
would ^md+prd+++=would
travel ^vb++++=travel
from ^in++++=from
the ^ati++++=the
boy ^nn++++=boy
to ^in++++=to
the ^ati++++=the
father ^nn++++=father
with ^in++++=with
a ^at++++=a
significance ^nn+nom+++=significance
that ^tht+rel+++=that
chilled ^jj+++xvbn+=chilled
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening
Amrat ^np+++??+=Amrat
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
palace ^nn++++=palace
was ^vbd+bedz+aux++=was
searched ^vpsv++agls+xvbnx+=searched
from ^in++++=from
roof ^nn++++=roof
to ^in++++=to
cellar ^nn++++=cellar.
. ^zz++++=EXTRAWORD
At ^rb++++=At
dawn ^nn++++=dawn
his ^pp$+pp3+++=his
body ^nn++++=body
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
a ^at++++=a
disused ^jj+atrb++xvbn+=disused
bathing ^jj+atrb++xvbg+=bathing
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
with ^in++++=with
ceremonial ^jj+atrb+++=ceremonial
neatness ^nns+nom+++=neatness
upon ^in++++=upon
a ^at++++=a
marble ^nn++++=marble
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
care ^vb++++=care
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
little ^ap++++=little
of ^in++++=of
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
The ^ati++++=The
throat ^nn++++=throat
was ^vbd+bedz+aux++=was
compressed ^vpsv++agls+xvbnx+=compressed,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
cut ^vb+++xvbn+=cut;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
bruises ^nns++++=bruises
about ^in++++=about
the ^ati++++=the
ankles ^nns++++=ankles;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
arms ^nns++++=arms
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
severed ^vpsv++agls+xvbnx+=severed
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
shoulders ^nns+nom+++=shoulders
after ^in++++=after
death ^nn++++=death.
. ^zz++++=EXTRAWORD
No ^at++++=No
weapon ^nn++++=weapon
lay ^vbd+++xvbn+=lay
near ^rb++++=near
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
door ^nn++++=door
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fastened ^vpsv++agls+xvbnx+=fastened
from ^in++++=from
within ^in++++=within
by ^in++++=by
a ^at++++=a
low ^jj+atrb+++=low
wooden ^jj+atrb+++=wooden
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
Suspicion ^nn++++=Suspicion
fell ^vbd+++xvbn+=fell
first ^rb++++=first
upon ^in++++=upon
a ^at++++=a
wandering ^jj+++xvbg+=wandering
ascetic ^jj++++=ascetic
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
seen ^vpsv++agls+xvbnx+=seen
near ^in+pl+++=near
the ^ati++++=the
gardens ^nns++++=gardens.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
chamber ^nn++++=chamber
and ^cc++++=and
rejected ^vprf+++xvbn+=rejected
that ^dt+dem+++=that
theory ^nn++++=theory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dust ^nn++++=dust
upon ^in++++=upon
the ^ati++++=the
outer ^jjb+atrb+++=outer
sill ^nn++++=sill
was ^vbd+bedz+vrb++=was
undisturbed ^jj+pred+++=undisturbed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
bar ^nn++++=bar
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
moved ^vpsv++agls+xvbnx+=moved
from ^in++++=from
without ^in+strn+++=without;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
a ^at++++=a
copper ^nn++++=copper
basin ^nn++++=basin
I ^pp1a+pp1+++=I
discovered ^vbd+vprv++xvbnx+=discovered
a ^at++++=a
narrow ^jj++++=narrow-bladed
- ^zz++++=EXTRAWORD
bladed ^jj+atrb++xvbn+=EXTRAWORD
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
handle ^vb++++=handle
wrapped ^vbd+++xvbn+=wrapped
in ^in++++=in
cord ^nn++++=cord.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
loops ^nns++++=loops
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
tied ^vpsv++agls+xvbnx+=tied
into ^in++++=into
that ^dt+dem+++=that
cord ^nn++++=cord
at ^in++++=at
distances ^nns+nom+++=distances
exactly ^rb++++=exactly
suited ^vbd+++xvbn+=suited
to ^in++++=to
the ^ati++++=the
great ^jj++++=great
and ^cc++++=and
second ^od++++=second
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
other ^ap++++=other
proofs ^nns++++=proofs.
. ^zz++++=EXTRAWORD
A ^at++++=A
smear ^nn++++=smear
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor
showed ^vbd+vprv++xvbn+=showed
where ^wrb+who+whcl++=where
a ^at++++=a
bare ^jj+atrb+++=bare
heel ^nn++++=heel,
, ^zz++++=EXTRAWORD
scarred ^j+++xvbn+=scarred
upon ^in++++=upon
its ^pp$+it+++=its
outer ^jjb+atrb+++=outer
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
rested ^vprf+++xvbnx+=rested
in ^in++++=in
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
possessed ^vbd+++xvbn+=possessed
such ^abl++++=such
a ^at++++=a
scar ^nn++++=scar.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bruises ^nns++++=bruises
upon ^in++++=upon
the ^ati++++=the
dead ^jj+atrb+++=dead
child ^nn++++=child's
's ^$++++=EXTRAWORD
ankles ^nns++++=ankles
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
finger ^nn++++=finger-marks;
- ^zz++++=EXTRAWORD
marks ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
the ^ati++++=the
oval ^jj+atrb+++=oval
pressures ^nns++++=pressures
of ^in++++=of
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confronted ^vbd+++xvbnx+=confronted
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
the ^ati++++=the
Rajah ^np+++??+=Rajah.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
neither ^dt++neg++=neither
denied ^jj+++xvbn+=denied
nor ^cc++neg++=nor
acknowledged ^vbd+vpub++xvbn+=acknowledged
his ^pp$+pp3+++=his
guilt ^nn++++=guilt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
empty ^jj+atrb+++=empty
sleeves ^nns++++=sleeves
folded ^vbd+++xvbn+=folded
and ^cc+phrs+++=and
pinned ^vbd+++xvbn+=pinned
against ^in++++=against
his ^pp$+pp3+++=his
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
bent ^vbd+++xvbn+=bent
over ^rp++++=over
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
grief ^nn++++=grief
so ^rb+emph+++=so
profound ^jj++++=profound
that ^cs+sub+++=that
for ^in++++=for
several ^ap++++=several
moments ^nns+nom+++=moments
it ^pp3+it+++=it
robbed ^vbd+++xvbn+=robbed
him ^pp3o+pp3+++=him
even ^rb++++=even
of ^in++++=of
rage ^nn++++=rage.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
Rajah ^np+++??+=Rajah
began ^vbd+++xvbn+=began
to ^to++++=to
describe ^vbi++++=describe
the ^ati++++=the
death ^nn++++=death
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
for ^in++++=for
the ^ati++++=the
murderer ^nn+nom+++=murderer.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
prolonged ^vpsv++agls+xvbnx+=prolonged
over ^in++++=over
seven ^cd++++=seven
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Heat ^nn++++=Heat,
, ^zz++++=EXTRAWORD
thirst ^nn++++=thirst,
, ^zz++++=EXTRAWORD
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
insects ^nns++++=insects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sleeplessness ^nns+nom+++=sleeplessness
were ^vbd+bed+aux++=were
to ^to++++=to
succeed ^vbi++++=succeed
one ^cd1++++=one
another ^dt++++=another
with ^in++++=with
a ^at++++=a
fiendish ^jj+atrb+++=fiendish
ingenuity ^nn+nom+++=ingenuity
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
believed ^vprf+++xvbn+=believed
him ^pp3o+pp3+++=him
capable ^jj++++=capable.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
conclusion ^nn++++=conclusion
Neranya ^np+++??+=Neranya
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
trampled ^vpsv++by+xvbnx+=trampled
by ^in++++=by
elephants ^nns+nom+++=elephants,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
before ^cs+sub+++=before
every ^at++++=every
bone ^nn++++=bone
below ^in+pl+++=below
the ^ati++++=the
neck ^nn++++=neck
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
separately ^rb++++=separately
broken ^jj+++xvbn+=broken.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
opposed ^vbd+++xvbnx+=opposed
him ^pp3o+pp3+++=him
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
authority ^nn+nom+++=authority
gratitude ^nn++++=gratitude
