At ^in++++=At
were ^vbd+bed+aux++=were
carved ^vpsv++agls+xvbnx+=carved
beneath ^in+pl+++=beneath
the ^ati++++=the
inscription ^nn+nom+++=inscription.
. ^zz++++=EXTRAWORD
The ^ati++++=The
widow ^nn++++=widow
she ^pp3a+pp3+++=she
could ^md+pos+++=could
only ^rb+down+++=only
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
widow ^nn++++=widow
made ^vbd+++xvbn+=made
a ^at++++=a
slight ^jj+atrb+++=slight
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
sob ^nn++++=sob
had ^vbd+hvd+aux++=had
shaken ^vprf+++xvbnx+=shaken
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
ashamed ^jj++++=ashamed
of ^in++++=of
my ^pp$+pp1+++=my
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
wavering ^jj++++=wavering,
, ^zz++++=EXTRAWORD
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands
extended ^vbd+++xvbn+=extended
before ^in++++=before
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
head ^jjb++++=head
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
the ^ati++++=the
veil ^nn++++=veil
rather ^rb++++=rather
than ^in++++=than
the ^ati++++=the
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
lifted ^vbd+++xvbnx+=lifted
her ^pp$+pp3+++=her
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
face ^nn++++=face
of ^in++++=of
remarkable ^jj+atrb+++=remarkable
delicacy ^nn+nom+++=delicacy,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
white ^np++++=white,
, ^zz++++=EXTRAWORD
with ^in++++=with
closed ^jj+atrb++xvbn+=closed
eyelids ^nns++++=eyelids
and ^cc++++=and
a ^at++++=a
small ^jj+atrb+++=small
sorrowful ^nn+nom+++=sorrowful
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
one ^cd1++++=one
near ^rb++++=near
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
A ^at++++=A
gardener ^nn+nom+++=gardener
was ^vbd+bedz+aux++=was
raking ^vbg+++xvbgx+=raking
leaves ^nns++++=leaves
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
avenue ^nn++++=avenue,
, ^zz++++=EXTRAWORD
too ^ql++++=too
far ^rb+pl+++=far
away ^rp+pl+++=away
to ^to++++=to
hear ^vbi+vprv+++=hear.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
loosened ^vbd+++xvbnx+=loosened
the ^ati++++=the
ribbons ^nns++++=ribbons
at ^rb++++=at
her ^pp3o+pp3+++=her
throat ^nn++++=throat
and ^cc++++=and
called ^vbd+++xvbn+=called:
: ^zz++++=EXTRAWORD
" ^zz++++="'Madame!
' ^zz++++=EXTRAWORD
madame ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Madame ^npt++++=Madame!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
supported ^vbd+++xvbnx+=supported
her ^pp$+pp3+++=her
against ^in++++=against
my ^pp$+pp1+++=my
breast ^nn++++=breast
and ^cc++++=and
felt ^vbd+vprv++xvbn+=felt,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
admit ^vb+vpub+++=admit,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
providence ^nn+nom+++=providence
sometimes ^rb++++=sometimes
arranges ^vbz++++=arranges
its ^pp$+it+++=its
accidents ^nns++++=accidents
with ^in++++=with
considerable ^jj+atrb+++=considerable
elegance ^nn+nom+++=elegance.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
last ^rb"++++=last
she ^pp3a+pp3+++=she
sighed ^vbd+++xvbnx+=sighed.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened
blue ^np++++=blue
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
uncertain ^jj++++=uncertain
and ^cc+phrs+++=and
frightened ^jj+++xvbn+=frightened.
. ^zz++++=EXTRAWORD
" ^zz++++="'Where
' ^zz++++=EXTRAWORD
where ^wrb+who+++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
fainted ^vbd+++xvbn+=fainted,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
tomb ^nn++++=tomb
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
tremble ^vbi++++=tremble.
. ^zz++++=EXTRAWORD
" ^zz++++="'Ah!
' ^zz++++=EXTRAWORD
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember.
. ^zz++++=EXTRAWORD
Forgive ^vb++++=Forgive
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
ashamed ^jj+pred+++=ashamed.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'There
' ^zz++++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
to ^to++++=to
forgive ^vbi++++=forgive.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
stand ^vb++++=stand?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
attempted ^vbd+++xvbnx+=attempted
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
failed ^j+++xvbn+=failed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaned ^vbd+++xvbn+=leaned
heavily ^rb++++=heavily
upon ^in++++=upon
my ^pp$+pp1+++=my
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="'My
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
maid ^nn++++=maid,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
' ^zz++++='She
she ^pp3a+pp3+++=EXTRAWORD
should ^md+nec+++=should
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
ill ^jj+pred+++=ill.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
come ^vbi++++=come
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
come ^vb++++=come.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
anniversary ^nn+nom+++=anniversary.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Then,
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
toward ^in++++=toward
the ^ati++++=the
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added:
: ^zz++++=EXTRAWORD
" ^zz++++="'My
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
husband ^nn++++=husband.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
bowed ^vbd+++xvbnx+=bowed
with ^in++++=with
the ^ati++++=the
gravity ^nn+nom+++=gravity
demanded ^vwbn+vsua++xvbn+=demanded
by ^in++++=by
officers ^nns+nom+++=officers
killed ^vbd+++xvbn+=killed
in ^in++++=in
distant ^jj+atrb+++=distant
colonies ^nns++++=colonies.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
remain ^vb++++=remain
here ^rn+pl+++=here,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
air ^nn++++=air
is ^vbz+bez+vrb++=is
cold ^jj+pred+++=cold.
. ^zz++++=EXTRAWORD
Permit ^vb++++=Permit
me ^pp1o+pp1+++=me
to ^to++++=to
take ^vbi++++=take
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
gate ^nn++++=gate.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
very ^ap+amp+++=very
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
causing ^vbg+++xvbgx+=causing
you ^pp2+pp2+++=you
great ^jj+atrb+++=great
trouble ^nn++++=trouble.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'On
' ^zz++++=EXTRAWORD
on ^in++++=EXTRAWORD
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
walked ^vbd+++xvbnx+=walked
with ^in++++=with
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
At ^rb++++=At
every ^at++++=every
few ^ap++++=few
steps ^nns++++=steps
she ^pp3a+pp3+++=she
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
closed ^j+++xvbn+=closed
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and
breathed ^vbd+++xvbn+=breathed
deeply ^rb++++=deeply.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hand ^nn++++=hand
rested ^vbd+++xvbn+=rested
on ^in++++=on
my ^pp$+pp1+++=my
sleeve ^nn++++=sleeve,
, ^zz++++=EXTRAWORD
light ^jj++++=light
but ^cc++++=but
confiding ^nn++++=confiding.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
we ^pp1a+pp1+++=we
traversed ^vbd+++xvbn+=traversed
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
the ^ati++++=the
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
like ^in++++=like
two ^cd++++=two
affectionate ^jj+atrb+++=affectionate
mourners ^nns+nom+++=mourners;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious
that ^tht+jcmp+++=that
several ^ap++++=several
old ^jj+atrb+++=old
women ^nns++++=women
regarded ^vwbn+++xvbn+=regarded
me ^pp1o+pp1+++=me
with ^in++++=with
sympathy ^nn++++=sympathy,
, ^zz++++=EXTRAWORD
already ^rb++++=already
assigning ^vbg+++xvbg+=assigning
me ^pp1o+pp1+++=me
some ^dti++++=some
honorable ^jj+atrb+++=honorable
relationship ^nn+nom+++=relationship
to ^in++++=to
the ^ati++++=the
deceased ^jj+atrb+++=deceased
captain ^nn++++=captain.
. ^zz++++=EXTRAWORD
" ^zz++++="Outside
outside ^jjb++++=EXTRAWORD
the ^ati++++=the
gate ^nn++++=gate
stood ^vbd+++xvbn+=stood
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
restaurants ^nns+nom+++=restaurants
where ^wrb+who+++=where
families ^nns++++=families
celebrate ^nn+nom+++=celebrate
funerals ^nns+nom+++=funerals
with ^in++++=with
veal ^nn++++=veal,
, ^zz++++=EXTRAWORD
wine ^nn++++=wine
and ^cc++++=and
loud ^jj+atrb+++=loud
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
gives ^vbz++++=gives
an ^at++++=an
appetite ^nn++++=appetite;
; ^zz++++=EXTRAWORD
tears ^nns++++=tears
dry ^jj++++=dry
quickly ^rb++++=quickly
in ^in++++=in
the ^ati++++=the
odor ^nn++++=odor
of ^in++++=of
sauces ^nns++++=sauces.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
proposed ^vbd+vsua++xvbnx+=proposed
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
take ^vb++++=take
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
resisted ^vbd+++xvbnx+=resisted.
. ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
abused ^vprf+++xvbnx+=abused
your ^pp$+pp2+++=your
kindness ^nns+nom+++=kindness.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
faint ^vb++++=faint
again ^rb+tm+++=again.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
feel ^vb+vprv+++=feel
stronger ^jjr++++=stronger.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
nearly ^rb+down+++=nearly
fell ^vbd+++xvbn+=fell
as ^ql++++=as
she ^pp3a+pp3+++=she
spoke ^vbd+++xvbnx+=spoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
argument ^nn+nom+++=argument
was ^vbd+bedz+vrb++=was
decisive ^jj+pred+++=decisive.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
entered ^vbd+++xvbn+=entered
a ^at++++=a
small ^jj+atrb+++=small
private ^jj+atrb+++=private
room ^nn++++=room,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
public ^jj+atrb+++=public
dining ^jj+atrb++xvbg+=dining
room ^nn++++=room
was ^vbd+bedz+aux++=was
occupied ^vpsv++by+xvbnx+=occupied
by ^in++++=by
a ^at++++=a
funeral ^nn++++=funeral
party ^nn++++=party
whose ^whp+rel+obj++=whose
chief ^jjb++++=chief
mourner ^jjr++++=mourner
was ^vbd+bedz+vrb++=was
carving ^nn++++=carving
a ^at++++=a
chicken ^nn++++=chicken.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ordered ^vbd+vsua++xvbnx+=ordered
tea ^nn++++=tea
and ^cc++++=and
rum ^nn++++=rum.
. ^zz++++=EXTRAWORD
The ^ati++++=The
widow ^nn++++=widow
raised ^vbd+++xvbn+=raised
her ^pp3o+pp3+++=her
veil ^nn++++=veil.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
even ^rb++++=even
prettier ^jjr+pred+++=prettier
than ^in++++=than
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
twenty ^cd++++=twenty-six,
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
fragile ^jj+atrb+++=fragile
complexion ^nn++++=complexion
which ^whp+rel+subj++=which
appears ^vbz+seem+++=appears
made ^vprf+++xvbn+=made
for ^in+ppvb+++=for
tears ^nns++++=tears
and ^cc++++=and
recovers ^nns+nom+++=recovers
from ^in++++=from
them ^pp3o+pp3+++=them
admirably ^rb++++=admirably.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
drank ^vbd+++xvbnx+=drank
a ^rb++++=a
little ^rb"++++=little
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^rb++++=a
little ^rb"++++=little
rum ^nn++++=rum,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
color ^nn++++=color
returned ^vbd+++xvbn+=returned
to ^in++++=to
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
thank ^vb++++=thank
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='Without
without ^in++++=EXTRAWORD
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
remained ^vprf+++xvbnx+=remained
there ^rn+pl+++=there
until ^in++++=until
night ^nn++++=night.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Someone
' ^zz++++=EXTRAWORD
someone ^pn++++=EXTRAWORD
else ^rb+cnj+++=else
would ^md+prd+++=would
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Perhaps.
' ^zz++++=EXTRAWORD
perhaps ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
kindness ^nns+nom+++=kindness
is ^vbz+bez+vrb++=is
rare ^jj+pred+++=rare
in ^in++++=in
Paris ^np++++=Paris.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
compliment ^nn+nom+++=compliment,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
commonplace ^nn++++=commonplace,
, ^zz++++=EXTRAWORD
pleased ^j+++xvbn+=pleased
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
exchanged ^vbd+++xvbn+=exchanged
names ^nns++++=names.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
herself ^ppl+pp3+++=herself
Madame ^npt++++=Madame
de ^&fw++++=de
Varnet ^np+++??+=Varnet
and ^cc++++=and
lived ^vpsv++agls+xvbn+=lived
in ^in++++=in
the ^ati++++=the
Rue ^nn++++=Rue
de ^&fw++++=de
Douai ^np+++??+=Douai.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
fourteen ^cd++++=fourteen
months ^nns++++=months.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
no ^at++++=no
children ^nns++++=children,
, ^zz++++=EXTRAWORD
few ^ap++++=few
relations ^nns+nom+++=relations
and ^cc++++=and
scarcely ^rb+down+++=scarcely
any ^dti++++=any
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
family ^nn++++=family,
, ^zz++++=EXTRAWORD
military ^jj++++=military
and ^cc+phrs+++=and
provincial ^jj++++=provincial,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
disapproved ^vprf+++xvbnx+=disapproved
of ^in++++=of
the ^ati++++=the
marriage ^nn+nom+++=marriage.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
own ^ap++++=own
parents ^nns++++=parents
were ^vbd+bed+vrb++=were
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="Alone!
alone ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
word ^nn++++=word
a ^at++++=a
pretty ^jj+atrb+++=pretty
woman ^nn++++=woman
pronounces ^nns+++??+=pronounces
with ^in++++=with
greater ^jjr+atrb+++=greater
effect ^nn++++=effect
before ^cs+sub+++=before
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
the ^ati++++=the
captain ^nn++++=captain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
brave ^jj++++=brave,
, ^zz++++=EXTRAWORD
severe ^jj++++=severe,
, ^zz++++=EXTRAWORD
jealous ^jj++++=jealous,
, ^zz++++=EXTRAWORD
adored ^xvbn+++xvbn+=adored
by ^in++++=by
his ^pp$+pp3+++=his
soldiers ^nns+nom+++=soldiers
and ^cc++++=and
feared ^vpsv++by+xvbn+=feared
by ^in++++=by
his ^pp$+pp3+++=his
servants ^nns+nom+++=servants.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
married ^jj+atrb++xvbn+=married
life ^nn++++=life
had ^vbd+hvd+aux++=had
lasted ^vprf+++xvbnx+=lasted
two ^cd++++=two
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Tonquin ^np+++??+=Tonquin
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
her ^pp$+pp3+++=her
with ^in++++=with
a ^at++++=a
modest ^jj+atrb+++=modest
income ^nn++++=income
and ^cc++++=and
an ^at++++=an
immensity ^nn+nom+++=immensity
of ^in++++=of
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot
imagine ^vb+vprv+++=imagine,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='what
what ^wdt+who+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
live ^vbi++++=live
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
always ^rb++++=always
alone ^jj++++=alone,
, ^zz++++=EXTRAWORD
to ^to++++=to
return ^vbi++++=return
to ^to++++=to
empty ^vbi++++=empty
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
to ^to++++=to
hear ^vbi+vprv+++=hear
no ^at++++=no
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi++vrb++=have
no ^at++++=no
one ^cd1++++=one
who ^whp+rel+subj++=who
notices ^vbz++++=notices
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
sad ^jj+pred+++=sad
or ^cc+phrs+++=or
ill ^jj++++=ill.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
imagine ^vb+vprv+tht0++=imagine
it ^pp3+it+++=it
very ^ql+amp+++=very
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
alone ^rb++++=alone
for ^in++++=for
twenty ^cd++++=twenty
years ^nns++++=years
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it
delightful ^jj++++=delightful;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
solitude ^nn++++=solitude
of ^in++++=of
a ^at++++=a
bachelor ^nn++++=bachelor
is ^vbz+bez+aux++=is
considered ^vpsv++agls+xvbnx+=considered
independence ^nn+nom+++=independence,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
solitude ^nn++++=solitude
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
widow ^nn++++=widow
is ^vbz+bez+vrb++=is
a ^at++++=a
misfortune ^nn++++=misfortune.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
respected ^vbd+++xvbnx+=respected
the ^ati++++=the
distinction ^nn+nom+++=distinction.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
sufficiently ^rb++splt++=sufficiently
restored ^vpsv++agls+xvbnx+=restored,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
cab ^nn++++=cab.
