For ^in++++=For
snuff ^nn++++=snuff
and ^cc++++=and
old ^jj+atrb+++=old
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
the ^ati++++=the
sacred ^jj+atrb+++=sacred
vessels ^nns++++=vessels
ciborium ^nn+++??+=ciborium,
, ^zz++++=EXTRAWORD
monstrance ^nn+nom+++=monstrance,
, ^zz++++=EXTRAWORD
pyx ^nn+++??+=pyx
his ^pp$+pp3+++=his
voice ^nn++++=voice
became ^vbd+++xvbn+=became
low ^jj++++=low
and ^cc+phrs+++=and
careful ^jj++++=careful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
words ^nns++++=words
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
belong ^vbi++++=belong
not ^xnot++not++=not
to ^in++++=to
speech ^nn++++=speech
but ^cc++++=but
to ^in++++=to
some ^dti++++=some
cabinet ^nn++++=cabinet
of ^in++++=of
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
shining ^vbg+++xvbg+=shining
instruments ^nns+nom+++=instruments.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
taught ^vbd+vsua++xvbnx+=taught
me ^pp1o+pp1+++=me
the ^ati++++=the
divisions ^nns++++=divisions
of ^in++++=of
sin ^nn++++=sin,
, ^zz++++=EXTRAWORD
the ^ati++++=the
conditions ^nns+nom+++=conditions
necessary ^jj++++=necessary
for ^in++++=for
a ^at++++=a
valid ^jj+atrb+++=valid
confession ^nn++++=confession,
, ^zz++++=EXTRAWORD
the ^ati++++=the
colours ^nns++++=colours
proper ^jj++++=proper
to ^in++++=to
each ^dt++++=each
season ^nn++++=season.
. ^zz++++=EXTRAWORD
White ^jj++++=White
for ^in++++=for
joy ^nn++++=joy
and ^cc++++=and
glory ^nn++++=glory,
, ^zz++++=EXTRAWORD
red ^jj++++=red
for ^in++++=for
blood ^nn++++=blood
and ^cc++++=and
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
violet ^jj++++=violet
for ^in++++=for
penance ^nn+nom+++=penance,
, ^zz++++=EXTRAWORD
black ^jj++++=black
for ^in++++=for
the ^ati++++=the
offices ^nns++++=offices
of ^in++++=of
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
liked ^vbd+++xvbnx+=liked
the ^ati++++=the
exactness ^nns+nom+++=exactness
of ^in++++=of
these ^dt+dem+++=these
distinctions ^nns+nom+++=distinctions.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
suggested ^vbd+vpub++xvbnx+=suggested
that ^tht+vcmp+++=that
every ^at++++=every
act ^nn++++=act,
, ^zz++++=EXTRAWORD
even ^rb++++=even
the ^ati++++=the
secret ^nn++++=secret
ones ^pn++++=ones,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
measured ^vpsv++agls+xvbnx+=measured
and ^cc+phrs+++=and
placed ^vpsv++agls+xvbn+=placed
in ^in++++=in
its ^pp$+it+++=its
proper ^jj+atrb+++=proper
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^rb++++=at
times ^nns++++=times
he ^pp3a+pp3+++=he
would ^md+prd+++=would
cease ^vb++++=cease
speaking ^nvbg+++xvbg+=speaking
and ^cc++++=and
stare ^nn++++=stare
toward ^in++++=toward
the ^ati++++=the
fireplace ^nn++++=fireplace.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
wait ^vb++++=wait
with ^in++++=with
the ^ati++++=the
catechism ^nn+nom+++=catechism
open ^nn++++=open
upon ^in++++=upon
my ^pp$+pp1+++=my
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
would ^md+prd+++=would
grow ^vb++++=grow
so ^ql++++=so
quiet ^nn++++=quiet
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
soft ^jj+atrb+++=soft
workings ^nns++++=workings
of ^in++++=of
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="Father?"
father ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
would ^md+prd+++=would
start ^vb++++=start,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me
suspiciously ^rb+cnj+++=suspiciously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
what ^wdt+who+++=what
question ^nn+nom+++=question
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
I ^pp1a+pp1+++=I
dreamed ^vbd+vprv+tht0+xvbnx+=dreamed
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
country ^nn++++=country
where ^wrb+who+++=where
all ^rb++++=all
the ^ati++++=the
houses ^nns++++=houses
were ^vbd+bed+vrb++=were
chapels ^nns++++=chapels.
. ^zz++++=EXTRAWORD
A ^at++++=A
priest ^nn++++=priest
sat ^vbd+++xvbn+=sat
behind ^in+pl+++=behind
a ^at++++=a
pierced ^jj+atrb++xvbn+=pierced
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
knelt ^vbd+++xvbnx+=knelt
I ^pp1a+pp1+++=I
could ^md+pos+++=could
remember ^nn+nom+++=remember
no ^at++++=no
sin ^nn++++=sin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
whispered ^vbd+vpub+tht0+xvbn+=whispered
my ^pp$+pp1+++=my
name ^nn++++=name.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face
through ^in++++=through
the ^ati++++=the
lattice ^nn++++=lattice,
, ^zz++++=EXTRAWORD
immense ^jj++++=immense
and ^cc+phrs+++=and
grey ^jj++++=grey,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
lips ^nns++++=lips
moved ^vbd+++xvbn+=moved
in ^in++++=in
a ^at++++=a
smile ^nn++++=smile
which ^whp+rel+subj++=which
begged ^vbd+++xvbn+=begged
me ^pp1o+pp1+++=me
to ^to++++=to
understand ^vbi+vprv+++=understand
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
him ^pp3o+pp3+++=him
burned ^vbd+++xvbn+=burned
a ^at++++=a
red ^jj+atrb+++=red
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
confess ^nns+nom+++=confess
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
authority ^nn+nom+++=authority
to ^to+ncmp+++=to
hear ^vbi+vprv+++=hear
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
woke ^vbd+++xvbnx+=woke,
, ^zz++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark
and ^cc++++=and
my ^pp$+pp1+++=my
hands ^nns++++=hands
were ^vbd+bed+aux++=were
clasped ^vpsv++agls+xvbnx+=clasped
upon ^in++++=upon
my ^pp$+pp1+++=my
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
On ^in++++=On
Friday ^nr++++=Friday
evening ^nn++++=evening
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
said ^vbd+vpub+tht0+xvbn+=said
we ^pp1a+pp1+++=we
must ^md+nec+++=must
pay ^vb++++=pay
our ^pp$+pp1+++=our
respects ^nns++++=respects.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
wrapped ^vprf+++xvbnx+=wrapped
herself ^ppl+pp3+++=herself
in ^in++++=in
her ^pp$+pp3+++=her
good ^jj+atrb+++=good
black ^jj+atrb+++=black
shawl ^nn++++=shawl
and ^cc++++=and
carried ^vbd+++xvbn+=carried
a ^at++++=a
small ^jj+atrb+++=small
bunch ^nn++++=bunch
of ^in++++=of
white ^jj+atrb+++=white
flowers ^nns+nom+++=flowers
folded ^vbd+++xvbn+=folded
in ^in++++=in
damp ^jj+atrb+++=damp
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming.
. ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
call ^vb++++=call
tomorrow ^nr+tm+++=tomorrow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Men
men ^nns++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
these ^dt+dem+++=these
things ^nns++++=things
in ^in++++=in
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
walked ^vbd+++xvbn+=walked
after ^in++++=after
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
pavements ^nns+nom+++=pavements
black ^jj++++=black
and ^cc+phrs+++=and
shining ^jj+++xvbg+=shining.
. ^zz++++=EXTRAWORD
Warm ^jj++++=Warm
light ^jj++++=light
spilled ^jj+++xvbn+=spilled
from ^in++++=from
the ^ati++++=the
public ^jj+atrb+++=public
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^in++++=through
an ^at++++=an
open ^jj+atrb+++=open
door ^nn++++=door
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
laughter ^nn+nom+++=laughter
and ^cc++++=and
the ^ati++++=the
clatter ^nn++++=clatter
of ^in++++=of
glasses ^nns++++=glasses.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
strange ^jj++++=strange
that ^tht+jcmp+++=that
people ^nns++++=people
could ^md+pos+++=could
be ^vb+be+aux++=be
drinking ^vbg+++xvbgx+=drinking
within ^in++++=within
a ^ap++++=a
few ^ap"++++=few
yards ^nns++++=yards
of ^in++++=of
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
corner ^nn++++=corner
a ^at++++=a
fishmonger ^jjr++++=fishmonger
was ^vbd+bedz+aux++=was
washing ^vbg+++xvbgx+=washing
his ^pp$+pp3+++=his
slabs ^nns++++=slabs,
, ^zz++++=EXTRAWORD
sending ^vbg+++xvbg+=sending
pinkish ^jj+atrb+++=pinkish
water ^nn++++=water
along ^in++++=along
the ^ati++++=the
gutter ^nn++++=gutter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shop ^nn++++=shop
below ^rb++++=below
Father ^nn++++=Father
Flynn ^np++++=Flynn's
's ^$++++=EXTRAWORD
rooms ^nns++++=rooms
was ^vbd+bedz+aux++=was
shut ^vpsv++agls+xvbnx+=shut.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
old ^jj+atrb+++=old
lettering ^jj+atrb++xvbg+=lettering
Tea ^nn++++=TEA,
, ^zz++++=EXTRAWORD
Wine ^nn++++=WINE
And ^cc++++=AND
Provisions ^nns++++=PROVISIONS
showed ^vbd+vprv++xvbn+=showed
faintly ^rb++++=faintly
beneath ^in+pl+++=beneath
the ^ati++++=the
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^npt++++=aunt
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
delay ^nn++++=delay
we ^pp1a+pp1+++=we
heard ^vbd+vprv++xvbn+=heard
slow ^jj+atrb+++=slow
steps ^nns++++=steps
descending ^vwbg+++xvbg+=descending,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
bolts ^nns++++=bolts
withdrawn ^vwbn+++xvbn+=withdrawn
one ^pn++++=one
by ^in++++=by
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Nannie ^np+++??+=Nannie
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
smaller ^jjr+pred+++=smaller
than ^in++++=than
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
and ^cc+phrs+++=and
wore ^vbd+++xvbn+=wore
a ^at++++=a
black ^jj+atrb+++=black
dress ^nn++++=dress
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
too ^ql++++=too
heavy ^jj++++=heavy
for ^in++++=for
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
my ^pp$+pp1+++=my
aunt ^nn++++=aunt's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
between ^in++++=between
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
red ^jj+pred+++=red
at ^rb++++=at
the ^ati++++=the
rims ^nns++++=rims,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
face ^nn++++=face
had ^vb+hv+vrb++=had
the ^ati++++=the
blank ^jj+atrb+++=blank,
, ^zz++++=EXTRAWORD
polished ^jj+atrb+++=polished
look ^nn++++=look
of ^in++++=of
someone ^pn++++=someone
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
repeated ^vprf+++xvbnx+=repeated
the ^ati++++=the
same ^ap++++=same
greetings ^nns++++=greetings
all ^abn++++=all
day ^nn++++=day.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
followed ^vbd+vprv+tht0+xvbn+=followed
her ^pp$+pp3+++=her
upstairs ^jjb++++=upstairs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
passage ^nn+nom+++=passage
smelt ^vbd+++xvbn+=smelt
of ^in++++=of
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
candle ^nn++++=candle
grease ^nn++++=grease
and ^cc++++=and
shut ^xvbn+++xvbn+=shut
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
landing ^jj+++xvbg+=landing
a ^at++++=a
door ^nn++++=door
stood ^vbd+++xvbn+=stood
open ^jj++++=open.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
candles ^nns++++=candles
burned ^vbd+++xvbn+=burned
beside ^in+pl+++=beside
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
flames ^nns++++=flames
pale ^nn++++=pale
in ^in++++=in
the ^ati++++=the
brown ^jj++++=brown
light ^jj++++=light.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^npt++++=aunt
touched ^vbd+++xvbn+=touched
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
guided ^vbd+++xvbn+=guided
me ^pp1o+pp1+++=me
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Flynn ^np+++??+=Flynn
lay ^vbd+++xvbn+=lay
in ^in++++=in
a ^at++++=a
polished ^jj+atrb+++=polished
coffin ^nn++++=coffin
raised ^vbd+++xvbn+=raised
upon ^in++++=upon
supports ^nns++++=supports.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
his ^pp$+pp3+++=his
vestments ^nns+nom+++=vestments,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
fitted ^vbd+++xvbnx+=fitted
stiffly ^rb++++=stiffly
across ^in+pl+++=across
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
folded ^vpsv++agls+xvbnx+=folded
around ^rp++++=around
a ^at++++=a
chalice ^nn++++=chalice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
metal ^nn++++=metal
looked ^vbd+++xvbn+=looked
cold ^jj++++=cold
and ^cc+phrs+++=and
useless ^jj++++=useless
between ^in++++=between
his ^pp$+pp3+++=his
swollen ^jj+atrb+++=swollen
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
him ^pp3o+pp3+++=him
hold ^vb+vprv+++=hold
a ^at++++=a
chalice ^nn++++=chalice
at ^in++++=at
Mass ^nn++++=Mass,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
it ^pp3+it+++=it
with ^in++++=with
such ^abl++++=such
deliberation ^nn+nom+++=deliberation
that ^tht+rel+obj++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
congregation ^nn+nom+++=congregation
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
rise ^vbi++++=rise
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
sideways ^jjb++++=sideways
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
might ^md+pos+++=might
slip ^vb++++=slip
but ^cc++++=but
would ^md+prd+++=would
never ^rb++++=never
be ^vb+be+aux++=be
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
fall ^vb++++=fall.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
larger ^jjr+pred+++=larger
in ^in++++=in
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheeks ^nns++++=cheeks
had ^vbd+hvd+aux++=had
settled ^vprf+++xvbnx+=settled
heavily ^rb+cnj+++=heavily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
nostrils ^nns++++=nostrils
were ^vbd+bed+vrb++=were
black ^jj++++=black
above ^jjb++++=above
the ^ati++++=the
white ^jj+atrb+++=white
moustache ^nn++++=moustache.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
closed ^vprf+++xvbnx+=closed
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
giving ^jj+++xvbg+=giving
him ^pp3o+pp3+++=him
an ^at++++=an
expression ^nn++++=expression
of ^in++++=of
stern ^jj+atrb+++=stern
patience ^nn+nom+++=patience.
. ^zz++++=EXTRAWORD
Powder ^nn++++=Powder
dulled ^vwbn+++xvbn+=dulled
the ^ati++++=the
marks ^nns++++=marks
upon ^in++++=upon
his ^pp$+pp3+++=his
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
a ^at++++=a
faint ^jj+atrb+++=faint
discolouration ^nn+nom+++=discolouration
showed ^vbd+vprv++xvbn+=showed
near ^in+pl+++=near
the ^ati++++=the
temple ^nn++++=temple.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
imposing ^jj+++xvbg+=imposing,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
peaceful ^jj++++=peaceful.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
enduring ^vbg+++xvbgx+=enduring
the ^ati++++=the
prayers ^nns+nom+++=prayers
around ^rp++++=around
him ^pp3o+pp3+++=him
rather ^rb++++=rather
than ^in++++=than
receiving ^xvbg+++xvbg+=receiving
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Nannie ^np+++??+=Nannie
knelt ^vbd+++xvbn+=knelt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
knelt ^vbd+++xvbn+=knelt
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
the ^ati++++=the
remaining ^jj+atrb++xvbg+=remaining
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boards ^nns++++=boards
pressed ^vbd+++xvbn+=pressed
sharply ^rb++++=sharply
through ^in++++=through
my ^pp$+pp1+++=my
trousers ^nns+nom+++=trousers.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
prayers ^nns+nom+++=prayers
in ^in++++=in
whispers ^nns+nom+++=whispers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
all ^rb++++=all
the ^ati++++=the
responses ^nns++++=responses,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
once ^rb+tm+++=once
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered
too ^ql++++=too
soon ^rb+tm+++=soon
and ^cc++++=and
heard ^vbd+vprv+tht0+xvbn+=heard
my ^pp$+pp1+++=my
own ^ap++++=own
voice ^nn++++=voice
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
prayed ^vbd+vsua++xvbn+=prayed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
chalice ^nn++++=chalice.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
one ^pn++++=one
from ^in++++=from
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Catherine ^np++++=Catherine's.
's. ^nn+++??+=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
light ^nn++++=light-looking,
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
borrowed ^jj+++xvbn+=borrowed
for ^in++++=for
the ^ati++++=the
purpose ^nn++++=purpose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn+++xvbn+=thought
disturbed ^vbd+++xvbn+=disturbed
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
A ^at++++=A
priest ^nn++++=priest
should ^md+nec+++=should
not ^xnot++not++=not
be ^vb+be+aux++=be
buried ^vpsv++agls+xvbnx+=buried
holding ^vbg+vprv++xvbg+=holding
an ^at++++=an
imitation ^nn+nom+++=imitation,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
why ^wrb+who+whcl++=why.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lowered ^vbd+++xvbnx+=lowered
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
afraid ^jj++++=afraid
he ^pp3a+pp3+++=he
might ^md+pos+++=might
open ^vb++++=open
his ^pp$+pp3+++=his.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
prayers ^nns+nom+++=prayers
ended ^vbd+++xvbn+=ended,
, ^zz++++=EXTRAWORD
Nannie ^np+++??+=Nannie
led ^vbd+++xvbn+=led
us ^pp1o+pp1+++=us
into ^in++++=into
the ^ati++++=the
room ^nn++++=room
across ^in+pl+++=across
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
Eliza ^np++++=Eliza
was ^vbd+bedz+aux++=was
seated ^vpsv++agls+xvbnx+=seated
at ^rb++++=at
a ^at++++=a
round ^jj+atrb+++=round
table ^nn++++=table
on ^in++++=on
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
sherry ^nn++++=sherry,
, ^zz++++=EXTRAWORD
several ^ap++++=several
small ^jj+atrb+++=small
glasses ^nns++++=glasses
and ^cc++++=and
a ^at++++=a
plate ^nn++++=plate
of ^in++++=of
pale ^jj+atrb+++=pale
crackers ^nns+nom+++=crackers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose
with ^in++++=with
effort ^nn++++=effort
and ^cc++++=and
embraced ^vbd+++xvbn+=embraced
my ^pp$+pp1+++=my
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
broad ^jj+pred+++=broad
and ^cc+phrs+++=and
high ^jj++++=high-coloured,
- ^zz++++=EXTRAWORD
coloured ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
wisps ^nns++++=wisps
of ^in++++=of
grey ^jj+atrb+++=grey
hair ^nn++++=hair
