Even ^rb++++=Even
deceiving ^xvbg+++xvbg+=deceiving
their ^pp$+pp3+++=their
neighbours ^nns++++=neighbours,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
actually ^rb+amp+++=actually
be ^vb+be+aux++=be
offended ^vpsv++agls+xvbnx+=offended
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them
so ^rb++++=so.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
law ^nn++++=law
were ^vbd+bed+aux++=were
suspended ^vpsv++agls+xvbnx+=suspended
in ^in++++=in
London ^np++++=London
for ^in++++=for
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
during ^in++++=during
which ^whp+rel+pied++=which
time ^nn++++=time
none ^rb++++=none
of ^in++++=of
us ^pp1o+pp1+++=us
would ^md+prd+++=would
be ^vb+be+aux++=be
held ^vpsv++agls+xvbnx+=held
answerable ^jj++++=answerable
for ^in++++=for
any ^dti++++=any
deed ^nn++++=deed
then ^rn+tm+++=then
done ^vbd+++xvbn+=done,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
many ^ap++++=many
of ^in++++=of
us ^pp1o+pp1+++=us
would ^md+prd+++=would
be ^vb+be+vrb++=be
alive ^jj+pred+++=alive
next ^ap++++=next
morning ^nn++++=morning?
? ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
us ^pp1o+pp1+++=us
would ^md+prd+++=would
go ^vb++++=go
out ^rp+pl+++=out
to ^in++++=to
pot ^nn++++=pot
some ^dti++++=some
favourite ^jjb+atrb+++=favourite
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
doubtless ^rb++++=doubtless
be ^vb+be+aux++=be
potted ^vpsv++agls+xvbnx+=potted
ourselves ^ppls+pp1+++=ourselves
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
safely ^rb++++=safely
home ^nr++++=home
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
law ^nn++++=law,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj++++=great
restrainer ^jjr++++=restrainer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
helps ^vbz++++=helps
to ^to+vcmp+++=to
keep ^vbi++++=keep
the ^ati++++=the
deathrate ^nn+nom+++=deathrate
from ^in++++=from
reaching ^xvbg+++xvbg+=reaching
excessive ^jj+atrb+++=excessive
proportions ^nns+nom+++=proportions.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
department ^nn+nom+++=department
of ^in++++=of
the ^ati++++=the
law ^nn++++=law
crushed ^vwbn+++xvbn+=crushed
out ^rp+pl+++=out
the ^ati++++=the
remnant ^nn+nom+++=remnant
of ^in++++=of
the ^ati++++=the
business ^nns+nom+++=business
of ^in++++=of
Messrs ^npts++++=Messrs.
. ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
and ^cc++++=and
Strong ^jj++++=Strong,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
firm ^jj+atrb+++=firm
bankrupt ^nn++++=bankrupt,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
another ^dt++++=another
department ^nn+nom+++=department
of ^in++++=of
the ^ati++++=the
law ^nn++++=law
prevented ^vbd+++xvbn+=prevented
either ^dtx++++=either
of ^in++++=of
the ^ati++++=the
partners ^nns+nom+++=partners
taking ^vwbg+++xvbg+=taking
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Strong ^jj++++=Strong
found ^vbd+vprv++xvbn+=found
himself ^ppl+pp3+++=himself
penniless ^jj++++=penniless,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cursed ^vbd+++xvbnx+=cursed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
habit ^nn++++=habit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wrote ^vpsv++agls+xvbn+=wrote
to ^in++++=to
a ^at++++=a
friend ^nn++++=friend
in ^in++++=in
Texas ^np++++=Texas
asking ^vwbg+vsua++xvbg+=asking
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
get ^vb++++=get
anything ^pn++++=anything
to ^to++++=to
do ^vbi++++=do
over ^rb+phrv+++=over
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
tired ^vpsv++agls+xvbnx+=tired
of ^in++++=of
a ^at++++=a
country ^nn++++=country
of ^in++++=of
law ^nn++++=law
and ^cc++++=and
order ^nn++++=order,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
as ^in++++=as
complimentary ^nn++++=complimentary
to ^in++++=to
Texas ^np++++=Texas
as ^ql++++=as
it ^pp3+it+++=it
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
remark ^nn++++=remark
only ^rb+down+++=only
goes ^vbz++++=goes
to ^to++++=to
show ^vbi+vprv+++=show
what ^wdt+who+whcl++=what
extraordinary ^jj+atrb+++=extraordinary
ideas ^nns++++=ideas
Englishmen ^nn++++=Englishmen
have ^vb+hv+vrb++=have
of ^in++++=of
foreign ^jj+atrb+++=foreign
parts ^nns++++=parts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
answer ^nn++++=answer
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
very ^ql+amp+++=very
encouraging ^jj++++=encouraging,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
nevertheless ^rb+cnj+++=nevertheless,
, ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
got ^vbd+++xvbn+=got
himself ^ppl+pp3+++=himself
out ^rp+pl+++=out
there ^rn+pl+++=there
somehow ^rb+cnj+++=somehow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
course ^nn++++=course
of ^in++++=of
time ^nn++++=time
became ^vbd+++xvbn+=became
a ^at++++=a
cowboy ^nn++++=cowboy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
grew ^vbd+++xvbnx+=grew
reasonably ^rb++++=reasonably
expert ^jj++++=expert
with ^in++++=with
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver
and ^cc++++=and
rode ^vbd+++xvbn+=rode
a ^at++++=a
mustang ^nn+++??+=mustang
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
could ^md+pos+++=could
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected,
, ^zz++++=EXTRAWORD
considering ^vbg+++xvbg+=considering
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
such ^abl++++=such
an ^at++++=an
animal ^nn++++=animal
in ^in++++=in
London ^np++++=London,
, ^zz++++=EXTRAWORD
even ^rb++++=even
at ^rb++++=at
the ^ati++++=the
Zoo ^nn++++=Zoo.
. ^zz++++=EXTRAWORD
The ^ati++++=The
life ^nn++++=life
of ^in++++=of
a ^at++++=a
cowboy ^nn++++=cowboy
on ^in++++=on
a ^at++++=a
Texas ^np++++=Texas
ranch ^nn++++=ranch
leads ^nns++++=leads
to ^in++++=to
the ^ati++++=the
forgetting ^nn++++=forgetting
of ^in++++=of
such ^abl++++=such
things ^nns++++=things
as ^in++++=as
linen ^nn++++=linen
shirts ^nns++++=shirts
and ^cc++++=and
paper ^nn++++=paper
collars ^nns++++=collars.
. ^zz++++=EXTRAWORD
Strong ^np++++=Strong's
's ^$++++=EXTRAWORD
hatred ^nn++++=hatred
of ^in++++=of
Danby ^np+++??+=Danby
never ^rb++++=never
ceased ^vbd+++xvbn+=ceased,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
him ^pp3o+pp3+++=him
less ^rbr++++=less
often ^rb++++=often.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
least ^ql++++=least
expected ^jj+++xvbn+=expected
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
subject ^nn++++=subject
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
to ^rb+phrv+++=to
his ^pp$+pp3+++=his
mind ^nn++++=mind
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
that ^tht+rel+++=that
startled ^jj+++xvbn+=startled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
Galveston ^np+++??+=Galveston
ordering ^vwbg+++xvbg+=ordering
supplies ^nns++++=supplies
for ^in++++=for
the ^ati++++=the
ranch ^nn++++=ranch,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
in ^in++++=in
passing ^xvbg+++xvbg+=passing
a ^at++++=a
shop ^nn++++=shop
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
called ^vprf+++xvbnx+=called
a ^at++++=a
draper ^jjr+atrb+++=draper's,
's, ^nn+++??+=EXTRAWORD
but ^cc+cls+++=but
which ^whp+who+++=which
was ^vbd+bedz+aux++=was
there ^ex+pex+++=there
designated ^vbd+++xvbn+=designated
as ^ql++++=as
dealing ^jj+++xvbg+=dealing
in ^in++++=in
dry ^jj+atrb+++=dry
goods ^nns++++=goods,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
amazed ^jj++agls+xvbnx+=amazed
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
the ^ati++++=the
name ^nn++++=name
" ^zz++++="Danby
danby ^nn+++??+=EXTRAWORD
and ^cc++++=and
Strong ^jj++++=Strong"
" ^zz++++=EXTRAWORD
in ^in++++=in
big ^jj+atrb+++=big
letters ^nns+nom+++=letters
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
a ^at++++=a
huge ^jj+atrb+++=huge
pile ^nn++++=pile
of ^in++++=of
small ^jj+atrb+++=small
cardboard ^nn++++=cardboard
boxes ^nns++++=boxes
that ^tht+rel+++=that
filled ^jj+++xvbn+=filled
the ^ati++++=the
whole ^jj+atrb+++=whole
window ^nn++++=window.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
the ^ati++++=the
name ^nn++++=name
merely ^rb+down+++=merely
struck ^vbd+++xvbn+=struck
him ^pp3o+pp3+++=him
as ^in++++=as
familiar ^jj++++=familiar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
near ^in+pl+++=near
asking ^xvbg+++xvbg+=asking
himself ^ppl+pp3+++=himself
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
have ^vb+hv+vrb++=have
I ^pp1a+pp1+++=I
seen ^vbd+vprv++xvbnx+=seen
that ^tht+vcmp+++=that
before ^in++++=before?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
some ^dti++++=some
moments ^nns+nom+++=moments
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
realised ^vbd+vprv++xvbnx+=realised
that ^tht+vcmp+++=that
the ^ati++++=the
Strong ^nn++++=Strong
stood ^vbd+++xvbn+=stood
for ^in+ppvb+++=for
the ^ati++++=the
man ^nn++++=man
gazing ^vwbg+++xvbg+=gazing
stupidly ^rb++++=stupidly
in ^in++++=in
at ^in++++=at
the ^ati++++=the
plate ^nn++++=plate-glass
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
the ^ati++++=the
boxes ^nns++++=boxes
were ^vbd+bed+vrb++=were
all ^abn++++=all
guaranteed ^jj+++xvbn+=guaranteed
to ^to+jcmp+++=to
contain ^vbi++++=contain
the ^ati++++=the
famous ^jj+atrb+++=famous
Piccadilly ^np++++=Piccadilly
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
read ^vbd+vprv++xvbnx+=read
in ^in++++=in
a ^at++++=a
dazed ^jj+atrb++xvbn+=dazed
manner ^nn++++=manner
a ^at++++=a
large ^nn++++=large
printed ^vbd+++xvbn+=printed
bill ^np++++=bill
which ^whp+rel+subj++=which
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
pile ^nn++++=pile
of ^in++++=of
boxes ^nns++++=boxes.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
collars ^nns++++=collars
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
warranted ^vpsv++agls+xvbnx+=warranted
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
genuine ^jj+atrb+++=genuine
Danby ^np+++??+=Danby
and ^cc++++=and
Strong ^jj+atrb+++=Strong
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
public ^nn++++=public
was ^vbd+bedz+aux++=was
warned ^vpsv++agls+xvbnx+=warned
against ^in++++=against
imitations ^nns+nom+++=imitations.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
asserted ^vpsv++agls+xvbnx+=asserted
to ^to++++=to
be ^vbi+vbi+aux++=be
London ^np++++=London
made ^vbd+++xvbn+=made
and ^cc++++=and
linen ^nn++++=linen
faced ^vwbn+++xvbn+=faced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gratifying ^jj+atrb+++=gratifying
information ^nn+nom+++=information
was ^vbd+bedz+aux++=was
added ^vpsv++agls+xvbnx+=added
that ^tht+vcmp+++=that
once ^rb+tm+++=once
a ^at++++=a
person ^nn++++=person
wore ^vbd+++xvbn+=wore
the ^ati++++=the
D ^zz++++=D.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
S ^zz++++=S.
. ^zz++++=EXTRAWORD
collar ^nn++++=collar
he ^pp3a+pp3+++=he
never ^rb++++=never
afterwards ^rb+tm+++=afterwards
relapsed ^jj+++xvbn+=relapsed
into ^in++++=into
wearing ^xvbg+++xvbg+=wearing
any ^dti++++=any
inferior ^jj+atrb+++=inferior
brand ^nn++++=brand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
price ^nn++++=price
of ^in++++=of
each ^dt++++=each
box ^nn++++=box
was ^vbd+bedz+vrb++=was
fifteen ^cd++++=fifteen
cents ^nns++++=cents,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
two ^cd++++=two
boxes ^nns++++=boxes
for ^in++++=for
a ^at++++=a
quarter ^nn++++=quarter.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
making ^vbg+++xvbg+=making
a ^at++++=a
mental ^jj+atrb+++=mental
calculation ^nn+nom+++=calculation
which ^whp+rel+subj++=which
resulted ^vbd+++xvbn+=resulted
in ^in++++=in
turning ^xvbg+++xvbg+=turning
this ^dt+dem+++=this
notation ^nn+nom+++=notation
into ^in++++=into
English ^jj+atrb+++=English
money ^nn++++=money.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
there ^rn+pl+++=there
a ^at++++=a
new ^jj+atrb+++=new
interest ^nn++++=interest
began ^vbd+++xvbn+=began
to ^to++++=to
fill ^vbi++++=fill
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
the ^ati++++=the
firm ^nn++++=firm
being ^xvbg+++xvbg+=being
carried ^vpsv++agls+xvbn+=carried
on ^in++++=on
under ^in++++=under
the ^ati++++=the
old ^jj+atrb+++=old
name ^nn++++=name
by ^in++++=by
some ^dti++++=some
one ^cd1++++=one
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
did ^vbd+dod+vrb++=did
this ^dt+dem+++=this
lot ^nn++++=lot
of ^in++++=of
collars ^nns++++=collars
represent ^vb++++=represent
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
stock ^nn++++=stock?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
no ^at++++=no
news ^nn++++=news
from ^in++++=from
home ^nr++++=home
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bitter ^jj+atrb+++=bitter
thought ^nn+++xvbn+=thought
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
perhaps ^rb++++=perhaps
Danby ^np+++??+=Danby
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
somebody ^pn++++=somebody
with ^in++++=with
capital ^nn++++=capital
to ^in++++=to
aid ^nn++++=aid
him ^pp3o+pp3+++=him
in ^in++++=in
resuscitating ^xvbg+++xvbg+=resuscitating
the ^ati++++=the
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
resolved ^vbd+vsua++xvbnx+=resolved
to ^to+vcmp+++=to
go ^vbi++++=go
inside ^jjb++++=inside
and ^cc++++=and
get ^vb++++=get
some ^dti++++=some
information ^nn+nom+++=information.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
have ^vbi++++=have
a ^at++++=a
very ^ql+amp+++=very
large ^jj+atrb+++=large
stock ^nn++++=stock
of ^in++++=of
those ^dt+dem+++=those
collars ^nns++++=collars
on ^in++++=on
hand ^nn++++=hand,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
evidently ^rb++++=evidently
the ^ati++++=the
proprietor ^nn++++=proprietor.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
the ^ati++++=the
State ^nn++++=State
agents ^nns++++=agents
for ^in++++=for
this ^dt+dem+++=this
make ^nn++++=make.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
supply ^nn++++=supply
the ^ati++++=the
country ^nn++++=country
dealers ^nns+nom+++=dealers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
the ^ati++++=the
firm ^nn++++=firm
of ^in++++=of
Danby ^np+++??+=Danby
and ^cc++++=and
Strong ^jj++++=Strong
still ^rb++++=still
in ^in++++=in
existence ^nn+nom+++=existence?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understood ^vbd+vprv+tht0+xvbnx+=understood
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
suspended ^vprf+++xvbnx+=suspended."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
supply ^nn++++=supply
us ^pp1o+pp1+++=us
all ^abn++++=all
right ^jj++++=right
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
know ^vb+vprv+tht0++=know
nothing ^pn++++=nothing
about ^in++++=about
the ^ati++++=the
firm ^nn++++=firm,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
they ^pp3a+pp3+++=they
turn ^vb++++=turn
out ^rb+phrv+++=out
a ^at++++=a
firstclass ^nns+++??+=firstclass
article ^nn++++=article.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
in ^in++++=in
any ^dti++++=any
way ^nn++++=way
responsible ^jj++++=responsible
for ^in++++=for
Danby ^np+++??+=Danby
and ^cc++++=and
Strong ^jj++++=Strong;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
merely ^rb+down+++=merely
agents ^nns++++=agents
for ^in++++=for
the ^ati++++=the
State ^nn++++=State
of ^in++++=of
Texas ^np++++=Texas,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
added ^vbd+vpub++xvbn+=added,
, ^zz++++=EXTRAWORD
with ^in++++=with
sudden ^jj+atrb+++=sudden
caution ^nn+nom+++=caution.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
against ^in++++=against
the ^ati++++=the
firm ^nn++++=firm,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Strong ^jj++++=Strong.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
once ^rb+tm+++=once
knew ^vbd+vprv++xvbn+=knew
some ^dti++++=some
members ^nns+nom+++=members
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
wondering ^vbg+++xvbgx+=wondering
how ^wrb+who+++=how
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
along ^in+strn+++=along."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
case ^nn++++=case
you ^pp2+pp2+++=you
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
see ^vb+vprv+++=see
the ^ati++++=the
American ^jj+atrb+++=American
representative ^nn++++=representative.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
this ^dt+dem+++=this
week ^nn++++=week
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
why ^wrb+who+++=why
we ^pp1a+pp1+++=we
make ^vb++++=make
such ^abl++++=such
a ^at++++=a
display ^nn++++=display
in ^in++++=in
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
always ^rb++++=always
pleases ^vbz++++=pleases
the ^ati++++=the
agent ^nn++++=agent
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
now ^rn+tm+++=now
working ^vbg+++xvbgx+=working
up ^rp++++=up
the ^ati++++=the
State ^nn++++=State
and ^cc++++=and
will ^md+prd+++=will
be ^vb+be+vrb++=be
back ^jjb+pred+++=back
in ^in++++=in
Galveston ^np+++??+=Galveston
before ^cs+sub+++=before
the ^ati++++=the
month ^nn++++=month
is ^vbz+bez+vrb++=is
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
his ^pp$+pp3+++=his
name ^nn++++=name?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Danby.
danby ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
George ^np++++=George
Danby ^np+++??+=Danby,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here's
's ^vbz+bez+vrb++0=EXTRAWORD
his ^pp$+pp3+++=his
card ^nn++++=card.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
John ^np++++=John
Danby ^np+++??+=Danby
is ^vbz+bez+vrb++=is
the ^ati++++=the
name ^nn++++=name.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
George ^np++++=George.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
Englishmen ^nn++++=Englishmen
are ^vb+ber+vrb++=are
George ^np++++=George,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
looked ^jj+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
card ^nn++++=card,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
lettering ^nn++++=lettering
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
waver ^vbi++++=waver
before ^in++++=before
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
