Sir ^npt++++=Sir
, ^zz++++=EXTRAWORD
generous ^jj+atrb+++=generous
face ^nn++++=face
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
takes ^vbz++++=takes
the ^ati++++=the
world ^nn++++=world
as ^in++++=as
in ^in"++++=in
a ^at++++=a
fairy ^nn++++=fairy
story ^nn++++=story.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
care ^nn++++=care
and ^cc++++=and
anxiety ^nn++++=anxiety
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
furtive ^jj+atrb+++=furtive
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
lad ^nn++++=lad's
's ^$++++=EXTRAWORD
dream ^nn++++=dream
of ^in++++=of
life ^nn++++=life
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
some ^dti++++=some
rude ^jj+atrb+++=rude
awakening ^nn++++=awakening.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
moment ^nn++++=moment
the ^ati++++=the
door ^nn++++=door
behind ^in+pl+++=behind
my ^pp$+pp1+++=my
father ^nn++++=father
and ^cc++++=and
Lewis ^np++++=Lewis
was ^vbd+bedz+aux++=was
thrown ^vpsv++agls+xvbnx+=thrown
violently ^rb++++=violently
open ^jj++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
man ^nn++++=man
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
person ^nn++++=person
with ^in++++=with
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
a ^at++++=a
barrister ^nn+nom+++=barrister,
, ^zz++++=EXTRAWORD
precise ^jj++++=precise
and ^cc+phrs+++=and
dapper ^jj++++=dapper;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
pink ^jj+atrb+++=pink
face ^nn++++=face,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
close ^jj++++=close-cropped
- ^zz++++=EXTRAWORD
cropped ^jj+atrb++xvbn+=EXTRAWORD
beard ^nn++++=beard
that ^tht+rel+subj++=that
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
the ^ati++++=the
hard ^jj+atrb+++=hard
lines ^nns++++=lines
of ^in++++=of
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bustled ^vbd+++xvbnx+=bustled
to ^in++++=to
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
down ^rp++++=down
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
portfolio ^nn++++=portfolio
that ^tht+rel+subj++=that
held ^vprf+++xvbn+=held
an ^at++++=an
inkpot ^nn+++??+=inkpot,
, ^zz++++=EXTRAWORD
a ^at++++=a
writing ^jj+++xvbg+=writing-pad
- ^zz++++=EXTRAWORD
pad ^nn++++=EXTRAWORD
and ^cc++++=and
pens ^nns++++=pens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drew ^vbd+++xvbn+=drew
up ^rb+phrv+++=up
a ^at++++=a
chair ^nn++++=chair
like ^in++++=like
one ^cd1++++=one
about ^md"++pmd"++=about
to ^md+prd+++=to
take ^vb++++=take
the ^ati++++=the
minutes ^nns++++=minutes
of ^in++++=of
a ^at++++=a
meeting ^nvbg+++xvbg+=meeting.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
the ^ati++++=the
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
apologized ^vbd+++xvbnx+=apologized
for ^in++++=for
his ^pp$+pp3+++=his
delay ^nn++++=delay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
important ^jj+atrb+++=important
letters ^nns+nom+++=letters
to ^to++++=to
get ^vbi++++=get
off ^rb+phrv+++=off
in ^in++++=in
the ^ati++++=the
post ^nn++++=post,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
make ^vbi++++=make
sure ^jj++++=sure,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
tavern ^npl++++=tavern
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
sirs ^nns+++??+=sirs,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
get ^vb++++=get
about ^in++++=about
this ^dt+dem+++=this
business ^nns+nom+++=business,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
finished ^vbd+++xvbnx+=finished,
, ^zz++++=EXTRAWORD
like ^in++++=like
one ^cd1++++=one
who ^whp+rel+subj++=who
calls ^vbz++++=calls
his ^pp$+pp3+++=his
assistants ^nns+nom+++=assistants
to ^to+vcmp+++=to
a ^at++++=a
labor ^nn++++=labor:
: ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
turned ^vbd+++xvbn+=turned
about ^in++++=about
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
your ^pp$+pp2+++=your
name ^nn++++=name
Gosford ^np+++??+=Gosford?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
in ^in++++=in
his ^pp$+pp3+++=his
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
level ^nn++++=level
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
" ^zz++++="
Anthony ^np++++=Anthony
Gosford ^np+++??+=Gosford."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Anthony ^np++++=Anthony
Gosford ^np+++??+=Gosford,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="kindly
kindly ^rb++++=EXTRAWORD
close ^jj++++=close
the ^ati++++=the
door ^nn++++=door
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
opened ^vprf+++xvbnx+=opened."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lewis ^np++++=Lewis
plucked ^vbd+++xvbn+=plucked
out ^rp+pl+++=out
his ^pp$+pp3+++=his
snuffbox ^nn+++??+=snuffbox
and ^cc++++=and
trumpeted ^vpsv++agls+xvbn+=trumpeted
in ^in++++=in
his ^pp$+pp3+++=his
many ^ap++++=many-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
handkerchief ^nn++++=handkerchief
to ^to++++=to
hide ^vbi++++=hide
his ^pp$+pp3+++=his
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
thrown ^xvbn+++xvbn+=thrown
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
patronizing ^jj+atrb+++=patronizing
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
hesitated ^j+++xvbn+=hesitated,
, ^zz++++=EXTRAWORD
closed ^j+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
bidden ^vpsv++agls+xvbnx+=bidden
and ^cc++++=and
could ^md+pos+++=could
not ^xnot++not++=not
regain ^vb++++=regain
his ^pp$+pp3+++=his
fine ^jj+atrb+++=fine
air ^nn++++=air.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father
went ^vbd+++xvbn+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
this ^dt+dem+++=this
room ^nn++++=room
violated ^vbd+++xvbn+=violated
as ^ql++++=as
we ^pp1a+pp1+++=we
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+aux++=was
searched ^vpsv++agls+xvbnx+=searched
for ^in++++=for
Peyton ^np+++??+=Peyton
Marshall ^np++++=Marshall's
's ^$++++=EXTRAWORD
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
Marshall ^np++++=Marshall
had ^vb+hv+aux++=had
a ^at++++=a
will ^md+prd+++=will?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
him ^pp3o+pp3+++=him
write ^vb++++=write
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
the ^ati++++=the
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
" ^zz++++="here
here ^rn+pl+++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
very ^ap+amp+++=very
room ^nn++++=room,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
eighteenth ^od++++=eighteenth
day ^nn++++=day
of ^in++++=of
October ^nr++++=October,
, ^zz++++=EXTRAWORD
1854 ^cd+date+++=1854."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
two ^cd++++=two
years ^nns++++=years
ago ^rb+cnj+++=ago,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+aux++=EXTRAWORD
the ^ati++++=the
will ^md+prd+++=will
here ^rn+pl+++=here
at ^in++++=at
Marshall ^np++++=Marshall's
's ^$++++=EXTRAWORD
death ^nn++++=death?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
on ^in++++=on
his ^pp$+pp3+++=his
deathbed ^nn++++=deathbed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Englishman ^nn+nom+++=Englishman.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
this ^dt+pdem+++=this
will ^md+prd+++=will
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone
unless ^cs+cnd+++=unless
you ^pp2+pp2+++=you
also ^rb++++=also
know ^vb+vprv+++=know
precisely ^rb++++=precisely
where ^wrb+who+++=where
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
know ^vb+vprv+++=know
precisely ^rb++++=precisely
where ^wrb+who+++=where
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
row ^nn++++=row
of ^in++++=of
drawers ^nns+nom+++=drawers
on ^in++++=on
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
where ^wrb+who+++=where
you ^pp2+pp2+++=you
stand ^vb++++=stand
the ^ati++++=the
second ^od++++=second
drawer ^nn++++=drawer
from ^in++++=from
the ^ati++++=the
top ^nn++++=top.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marshall ^np++++=Marshall
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
there ^rn+pl+++=there
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
wrote ^vbd+vprv+tht0+xvbnx+=wrote
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
on ^in++++=on
his ^pp$+pp3+++=his
deathbed ^nn++++=deathbed
that ^tht+rel+obj++=that
it ^pp3+it+++=it
remained ^vbd+++xvbn+=remained
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
drawer ^nn++++=drawer
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
rifled ^vpsv++agls+xvbnx+=rifled."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
looked ^vbd+++xvbn+=looked
casually ^rb++++=casually
at ^in++++=at
the ^ati++++=the
row ^nn++++=row
of ^in++++=of
mahogany ^nn++++=mahogany
drawers ^nns+nom+++=drawers
rising ^vwbg+++xvbg+=rising
along ^in++++=along
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
bookcase ^nn++++=bookcase.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
one ^cd1++++=one
and ^cc++++=and
the ^ati++++=the
one ^cd1++++=one
above ^jjb++++=above
were ^vbd+bed+vrb++=were
open ^jj+pred+++=open;
; ^zz++++=EXTRAWORD
the ^ati++++=the
others ^aps++++=others
below ^in+pl+++=below
were ^vbd+bed+aux++=were
closed ^vpsv++agls+xvbnx+=closed.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+vrb++=have
some ^dti++++=some
interest ^nn++++=interest
in ^in++++=in
this ^dt+pdem+++=this
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
to ^to++++=to
know ^vbi+vprv+++=know
about ^in++++=about
it ^pp3+it+++=it
so ^rb++++=so
precisely ^rb++++=precisely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
left ^vbd+++xvbn+=left
me ^pp1o+pp1+++=me
a ^at++++=a
sum ^nn++++=sum
of ^in++++=of
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
large ^jj+atrb+++=large
sum ^nn++++=sum?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
very ^ql+amp+++=very
large ^jj+atrb+++=large
sum ^nn++++=sum,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Anthony ^np++++=Anthony
Gosford ^np+++??+=Gosford,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
what ^wdt+who+++=what
purpose ^nn++++=purpose
did ^vbd+dod+vrb++=did
Peyton ^np+++??+=Peyton
Marshall ^np++++=Marshall
bequeath ^nn+++??+=bequeath
you ^pp2+pp2+++=you
a ^at++++=a
large ^jj+atrb+++=large
sum ^nn++++=sum
of ^in++++=of
money ^nn++++=money?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
no ^at++++=no
kin ^nns++++=kin;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
in ^in++++=in
your ^pp$+pp2+++=your
debt ^nn++++=debt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Englishman ^nn+nom+++=Englishman
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
and ^cc++++=and
put ^vb+++xvbn+=put
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
together ^nn+nom+++=together
with ^in++++=with
a ^at++++=a
judicial ^jj+atrb+++=judicial
air ^nn++++=air.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir,"
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
not ^xnot++not++=not
advised ^vprf+++xvbn+=advised
that ^tht+vcmp+++=that
the ^ati++++=the
purpose ^nn++++=purpose
of ^in++++=of
a ^at++++=a
bequest ^jjt++++=bequest
is ^vbz+bez+vrb++=is
relevant ^jj+pred+++=relevant,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
bequest ^jjt++++=bequest
is ^vbz+bez+vrb++=is
direct ^jj+pred+++=direct
and ^cc+phrs+++=and
unencumbered ^jj+++xvbn+=unencumbered
by ^in++++=by
the ^ati++++=the
testator ^nn++++=testator
with ^in++++=with
any ^dti++++=any
indicatory ^nn++++=indicatory
words ^nns++++=words
of ^in++++=of
trust ^nn++++=trust
or ^cc++++=or
uses ^nns++++=uses.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
will ^md+prd+++=will
bequeathes ^vb+++??+=bequeathes
me ^pp1o+pp1+++=me
a ^at++++=a
sum ^nn++++=sum
of ^in++++=of
money ^nn++++=money.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
not ^xnot++not++=not
required ^vpsv++by+xvbn+=required
by ^in++++=by
any ^dti++++=any
provision ^nn++++=provision
of ^in++++=of
the ^ati++++=the
law ^nn++++=law
to ^to++++=to
show ^vbi+vprv+++=show
the ^ati++++=the
reasons ^nns++++=reasons
moving ^vwbg+++xvbg+=moving
the ^ati++++=the
testator ^nn++++=testator.
. ^zz++++=EXTRAWORD
Doubtless ^rb+cnj+++=Doubtless,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peyton ^np++++=Peyton
Marshall ^np++++=Marshall
had ^vb+hv+vrb++=had
reasons ^nns++++=reasons
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
deemed ^vbd+++xvbnx+=deemed
excellent ^jj++++=excellent
for ^in++++=for
this ^dt+dem+++=this
course ^nn++++=course,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
entombed ^j+++xvbn+=entombed
in ^in++++=in
the ^ati++++=the
grave ^nn++++=grave
with ^in++++=with
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
looked ^vbd+++xvbn+=looked
steadily ^rb++++=steadily
at ^in++++=at
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
consider ^nn+nom+++=consider
his ^pp$+pp3+++=his
explanation ^nn+nom+++=explanation,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
to ^to++++=to
go ^vbi++++=go
any ^dti++++=any
further ^jjb++++=further
on ^in++++=on
that ^dt+dem+++=that
line ^nn++++=line.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
another ^ppls++++=another
who ^whp+who+++=who
would ^md+prd+++=would
know ^vb+vprv+++=know
about ^in++++=about
this ^dt+pdem+++=this
will ^md+prd+++=will?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
effeminate ^jj+atrb+++=effeminate
son ^nn++++=son
would ^md+prd+++=would
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Gosford ^np+++??+=Gosford,
, ^zz++++=EXTRAWORD
a ^at++++=a
sneer ^nn++++=sneer
in ^in++++=in
the ^ati++++=the
epithet ^nn++++=epithet,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
no ^at++++=no
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Marshall ^np++++=Marshall
wrote ^vbd+vprv++xvbn+=wrote
the ^ati++++=the
testament ^nn+nom+++=testament
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
without ^in++++=without
witnesses ^nns+nom+++=witnesses,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
the ^ati++++=the
legal ^jj+atrb+++=legal
right ^nn++++=right
to ^to+ncmp+++=to
do ^vbi++++=do
under ^in++++=under
the ^ati++++=the
laws ^nns++++=laws
of ^in++++=of
Virginia ^np++++=Virginia.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lawyer ^nn++++=lawyer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Lewis ^np++++=Lewis,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
confirm ^vb+vpub+++=confirm
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
legality ^nn+nom+++=legality
of ^in++++=of
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
law ^nn++++=law,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lewis ^np++++=Lewis.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
may ^md+pos+++=may
draw ^vb++++=draw
up ^rb+phrv+++=up
a ^at++++=a
holograph ^nn+++??+=holograph
will ^md+prd+++=will
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
likes ^nns++++=likes,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
valid ^jj+pred+++=valid
without ^in++++=without
a ^at++++=a
witness ^nns+nom+++=witness
in ^in++++=in
this ^dt+dem+++=this
State ^nn++++=State,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
law ^nn++++=law
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
so ^ql++++=so
run ^vb+++xvbn+=run
in ^in++++=in
every ^at++++=every
commonwealth ^nn++++=commonwealth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
