That ^dt+dem+++=That
the ^ati++++=the
reader ^nn++++=reader's
's ^$++++=EXTRAWORD
faith ^nn++++=faith,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
be ^vb+be+vrb++=be
content ^jj++++=content
to ^to+jcmp+++=to
bear ^vbi+vprv+++=bear
the ^ati++++=the
stigma ^nn++++=stigma
of ^in++++=of
a ^at++++=a
fiction ^nn+nom+++=fiction-monger.
- ^zz++++=EXTRAWORD
monger ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
four ^cd++++=four
guests ^nns++++=guests
heard ^vbd+vprv++xvbn+=heard
him ^pp3o+pp3+++=him
talk ^nn++++=talk
of ^in++++=of
his ^pp$+pp3+++=his
proposed ^vbd+vsua++xvbn+=proposed
experiment ^nn+nom+++=experiment,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
anticipated ^vbd+vprv+tht0+xvbnx+=anticipated
nothing ^pn++++=nothing
more ^rbr++++=more
wonderful ^jj++++=wonderful
than ^in++++=than
the ^ati++++=the
murder ^nn++++=murder
of ^in++++=of
a ^at++++=a
mouse ^nn++++=mouse
in ^in++++=in
an ^at++++=an
air ^nn++++=air-pump
- ^zz++++=EXTRAWORD
pump ^nn++++=EXTRAWORD
or ^cc++++=or
the ^ati++++=the
examination ^nn+nom+++=examination
of ^in++++=of
a ^at++++=a
cobweb ^nn+++??+=cobweb
by ^in++++=by
the ^ati++++=the
microscope ^nn++++=microscope,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
similiar ^nn+++??+=similiar
nonsense ^nn++++=nonsense,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
constantly ^rb++++=constantly
in ^in++++=in
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
pestering ^xvbg+++xvbg+=pestering
his ^pp$+pp3+++=his
intimates ^nns+nom+++=intimates.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
without ^in++++=without
waiting ^xvbg+++xvbg+=waiting
for ^in++++=for
a ^at++++=a
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger
hobbled ^vbd+++xvbn+=hobbled
across ^in+pl+++=across
the ^ati++++=the
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
ponderous ^jj+atrb+++=ponderous
folio ^nn++++=folio,
, ^zz++++=EXTRAWORD
bound ^xvbn+++xvbn+=bound
in ^in++++=in
black ^jj+atrb+++=black
leather ^nn++++=leather,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
common ^jj++++=common
report ^vb++++=report
affirmed ^vbd+++xvbn+=affirmed
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
book ^nn++++=book
of ^in++++=of
magic ^nn++++=magic.
. ^zz++++=EXTRAWORD
Undoing ^nn++++=Undoing
the ^ati++++=the
silver ^nn++++=silver
clasps ^nns+++??+=clasps,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
volume ^nn++++=volume,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vpsv++agls+xvbn+=took
from ^in++++=from
among ^in++++=among
its ^pp$+it+++=its
black ^jj++++=black-letter
- ^zz++++=EXTRAWORD
letter ^nn++++=EXTRAWORD
pages ^nns++++=pages
a ^at++++=a
rose ^nn+++xvbn+=rose,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
once ^rb+tm+++=once
a ^at++++=a
rose ^nn+++xvbn+=rose,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
now ^rn+tm+++=now
the ^ati++++=the
green ^nn++++=green
leaves ^nns++++=leaves
and ^cc++++=and
crimson ^nn+++??+=crimson
petals ^nns++++=petals
had ^vbd+hvd+aux++=had
assumed ^vprf+++xvbnx+=assumed
one ^cd1++++=one
brownish ^jj+atrb+++=brownish
hue ^nn++++=hue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ancient ^jj+atrb+++=ancient
flower ^nn++++=flower
seemed ^vbd+seem++xvbn+=seemed
ready ^jj++++=ready
to ^to+jcmp+++=to
crumble ^vbi++++=crumble
to ^in++++=to
dust ^nn++++=dust
in ^in++++=in
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
rose ^nn+++xvbn+=rose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+dem+++=EXTRAWORD
same ^ap++++=same
withered ^jj+atrb++xvbn+=withered
and ^cc+phrs+++=and
crumbling ^jj+atrb++xvbg+=crumbling
flower ^nn++++=flower,
, ^zz++++=EXTRAWORD
blossomed ^j+++xvbn+=blossomed
five ^cd++++=five
and ^cc++++=and
fifty ^cd++++=fifty
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
me ^pp1o+pp1+++=me
by ^in++++=by
Sylvia ^np++++=Sylvia
Ward ^np++++=Ward,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
portrait ^nn++++=portrait
hangs ^vbz++++=hangs
yonder ^jjb++++=yonder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
wear ^vbi++++=wear
it ^pp3+it+++=it
in ^in++++=in
my ^pp$+pp1+++=my
bosom ^nn++++=bosom
at ^in++++=at
our ^pp$+pp1+++=our
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
and ^cc++++=and
fifty ^cd++++=fifty
years ^nns++++=years
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
treasured ^vpsv++agls+xvbnx+=treasured
between ^in++++=between
the ^ati++++=the
leaves ^nns++++=leaves
of ^in++++=of
this ^dt+dem+++=this
old ^jj+atrb+++=old
volume ^nn++++=volume.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you
deem ^vb+++??+=deem
it ^pp3+it+++=it
possible ^jj++++=possible
that ^tht+jcmp+++=that
this ^dt+dem+++=this
rose ^nn+++xvbn+=rose
of ^in++++=of
half ^nn++++=half
a ^at++++=a
century ^nn++++=century
could ^md+pos+++=could
ever ^rb++++=ever
bloom ^nn++++=bloom
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nonsense!"
nonsense ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Widow ^nn++++=Widow
Wycherley ^np+++??+=Wycherley,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
peevish ^jj+atrb+++=peevish
toss ^nn++++=toss
of ^in++++=of
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
might ^md+pos+++=might
as ^rb++splt++=as
well ^rb++++=well
ask ^vb++++=ask
whether ^cs+who+++=whether
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
wrinkled ^vwbn+++xvbn+=wrinkled
face ^nn++++=face
could ^md+pos+++=could
ever ^rb++++=ever
bloom ^nn++++=bloom
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="See!"
see ^vb+vprv+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
uncovered ^vbd+++xvbnx+=uncovered
the ^ati++++=the
vase ^nn++++=vase,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
rose ^nn+++xvbn+=rose
into ^in++++=into
the ^ati++++=the
water ^nn++++=water
which ^whp+rel+obj++=which
it ^pp3+it+++=it
contained ^vbd+++xvbn+=contained.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
lightly ^rb++++=lightly
on ^in++++=on
the ^ati++++=the
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
fluid ^nn++++=fluid,
, ^zz++++=EXTRAWORD
appearing ^vbg+seem++xvbg+=appearing
to ^to+vcmp+++=to
imbibe ^vb+++??+=imbibe
none ^pn++++=none
of ^in++++=of
its ^pp$+it+++=its
moisture ^nn++++=moisture.
. ^zz++++=EXTRAWORD
Soon ^rb+cnj+++=Soon,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
a ^at++++=a
singular ^nn++++=singular
change ^nn++++=change
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi++vrb++=be
visible ^jj+pred+++=visible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crushed ^jj+atrb++xvbn+=crushed
and ^cc+phrs+++=and
dried ^jj+atrb++xvbn+=dried
petals ^nns++++=petals
stirred ^vbd+++xvbn+=stirred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
assumed ^vbd+vprv++xvbn+=assumed
a ^at++++=a
deepening ^nn++++=deepening
tinge ^nn++++=tinge
of ^in++++=of
crimson ^nn+++??+=crimson,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
flower ^nn++++=flower
were ^vbd+bed+aux++=were
reviving ^vbg+++xvbgx+=reviving
from ^in++++=from
a ^at++++=a
death ^nn++++=death-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
slumber ^jjr++++=slumber;
; ^zz++++=EXTRAWORD
the ^ati++++=the
slender ^nn++++=slender
stalk ^vb++++=stalk
and ^cc++++=and
twigs ^nns++++=twigs
of ^in++++=of
foliage ^nn+nom+++=foliage
became ^vbd+++xvbn+=became
green ^nn++++=green;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
rose ^nn+++xvbn+=rose
of ^in++++=of
half ^nn++++=half
a ^at++++=a
century ^nn++++=century,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
as ^ql++++=as
fresh ^jj++++=fresh
as ^ql++++=as
when ^wrb+who+++=when
Sylvia ^np++++=Sylvia
Ward ^nn++++=Ward
had ^vb+hv+aux++=had
first ^od++++=first
given ^vbd+++xvbn+=given
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her
lover ^nn++++=lover.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
full ^jj++++=full
blown ^jj+++xvbn+=blown;
; ^zz++++=EXTRAWORD
for ^in++++=for
some ^dti++++=some
of ^in++++=of
its ^pp$+it+++=its
delicate ^jj+atrb+++=delicate
red ^jj+atrb+++=red
leaves ^nns++++=leaves
curled ^vbd+++xvbn+=curled
modestly ^jj++++=modestly
around ^rp++++=around
its ^pp$+it+++=its
moist ^jj+atrb+++=moist
bosom ^nn++++=bosom,
, ^zz++++=EXTRAWORD
within ^in++++=within
which ^whp+rel+pied++=which
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
dewdrops ^nns+++??+=dewdrops
were ^vbd+bed+vrb++=were
sparkling ^jj+pred+++=sparkling.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
certainly ^rb++++=certainly
a ^at++++=a
very ^ql+amp+++=very
pretty ^rb++++=pretty
deception ^nn+nom+++=deception,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
friends ^nns++++=friends;
; ^zz++++=EXTRAWORD
careless ^jj++++=careless,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
witnessed ^vprf+++xvbnx+=witnessed
greater ^jjr+atrb+++=greater
miracles ^nns++++=miracles
at ^in++++=at
a ^at++++=a
conjurer ^jjr+atrb+++=conjurer's
's ^vbz+bez+vrb++0=EXTRAWORD
show ^nn++++=show;
; ^zz++++=EXTRAWORD
" ^zz++++="pray
pray ^vb+vsua+++=EXTRAWORD
how ^wrb+who+++=how
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
effected ^vbd+++xvbn+=effected?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
ever ^rb++++=ever
hear ^vb+vprv+++=hear
of ^in++++=of
the ^ati++++=the
' ^zz++++='Fountain
fountain ^npl++++=EXTRAWORD
of ^in++++=of
Youth, ^np+++??+=Youth,'"
'" ^vb+++??+=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger,
, ^zz++++=EXTRAWORD
" ^zz++++="which
which ^whp+who+++=EXTRAWORD
Ponce ^np+++??+=Ponce
de ^&fw++++=de
Leon ^np++++=Leon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Spanish ^jj+atrb+++=Spanish
adventurer ^nn+nom+++=adventurer,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
in ^in++++=in
search ^in"++++=search
of ^in"++++=of,
, ^zz++++=EXTRAWORD
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
centuries ^nns++++=centuries
ago ^rb++++=ago?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
did ^vbd+dod+vrb++=did
Ponce ^np+++??+=Ponce
de ^&fw++++=de
Leon ^np++++=Leon
ever ^rb++++=ever
find ^vb+vprv+++=find
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Widow ^nn++++=Widow
Wycherley ^np+++??+=Wycherley.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
he ^pp3a+pp3+++=he
never ^rb++++=never
sought ^vbd+++xvbn+=sought
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
right ^jj+atrb+++=right
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
famous ^jj+atrb+++=famous
Fountain ^nn++++=Fountain
of ^in++++=of
Youth ^nn++++=Youth,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
rightly ^rb++splt++=rightly
informed ^vpsv++agls+xvbnx+=informed,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
situated ^vpsv++agls+xvbnx+=situated
in ^in++++=in
the ^ati++++=the
southern ^jj+atrb+++=southern
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
Floridian ^np+++??+=Floridian
peninsula ^nn++++=peninsula,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
Lake ^nn++++=Lake
Macaco ^np+++??+=Macaco.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
source ^nn++++=source
is ^vbz+bez+aux++=is
overshadowed ^vpsv++by+xvbnx+=overshadowed
by ^in++++=by
several ^ap++++=several
magnolias ^nns++++=magnolias,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
numberless ^jj+atrb+++=numberless
centuries ^nns++++=centuries
old ^jj++++=old,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
kept ^vpsv++agls+xvbnx+=kept
as ^ql++++=as
fresh ^jj++++=fresh
as ^ql++++=as
violets ^nns+nom+++=violets,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
virtues ^nns++++=virtues
of ^in++++=of
this ^dt+dem+++=this
wonderful ^jj+atrb+++=wonderful
water ^nn++++=water.
. ^zz++++=EXTRAWORD
An ^at++++=An
acquaintance ^nn+nom+++=acquaintance
of ^in++++=of
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
my ^pp$+pp1+++=my
curiosity ^nn+nom+++=curiosity
in ^in++++=in
such ^abl++++=such
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
sent ^vprf+++xvbnx+=sent
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
in ^in++++=in
the ^ati++++=the
vase ^nn++++=vase."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ahem!"
ahem ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Colonel ^npt++++=Colonel
Killigrew ^np+++??+=Killigrew,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
believed ^vbd+vprv++xvbn+=believed
not ^xnot++not++=not
a ^at++++=a
word ^nn++++=word
of ^in++++=of
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
story ^nn++++=story;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
may ^md+pos+++=may
be ^vb+be+vrb++=be
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
this ^dt+dem+++=this
fluid ^nn++++=fluid
on ^in++++=on
the ^ati++++=the
human ^jj+atrb+++=human
frame ^nn++++=frame?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
judge ^vb++++=judge
for ^in++++=for
yourself ^ppl+pp2+++=yourself,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^uh++++=dear
Colonel ^nn++++=Colonel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
all ^rb++++=all
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
respected ^jj+atrb++xvbn+=respected
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
welcome ^jj+pred+++=welcome
to ^to+jcmp+++=to
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
this ^dt+dem+++=this
admirable ^jj+atrb+++=admirable
fluid ^nn++++=fluid
as ^ql++++=as
may ^md+pos+++=may
restore ^vb++++=restore
to ^in++++=to
you ^pp2+pp2+++=you
the ^ati++++=the
bloom ^nn++++=bloom
of ^in++++=of
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
own ^ap++++=own
part ^nn++++=part,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
had ^vb+hv+vrb++=had
much ^ap++++=much
trouble ^nn++++=trouble
in ^in++++=in
growing ^xvbg+++xvbg+=growing
old ^jj++++=old,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
in ^in++++=in
no ^at++++=no
hurry ^np++++=hurry
to ^to++++=to
grow ^vbi++++=grow
young ^jj++++=young
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
With ^in++++=With
your ^pp$+pp2+++=your
permission ^nn++++=permission,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
merely ^rb+down+splt++=merely
watch ^vb++++=watch
the ^ati++++=the
progress ^nns+nom+++=progress
of ^in++++=of
the ^ati++++=the
experiment ^nn+nom+++=experiment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
filling ^nvbg+++xvbg+=filling
the ^ati++++=the
four ^cd++++=four
champagne ^nn++++=champagne
glasses ^nns++++=glasses
with ^in++++=with
the ^ati++++=the
water ^nn++++=water
of ^in++++=of
the ^ati++++=the
Fountain ^nn++++=Fountain
of ^in++++=of
Youth ^nn++++=Youth.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
apparently ^rb++splt++=apparently
impregnated ^vpsv++agls+xvbnx+=impregnated
with ^in++++=with
an ^at++++=an
effervescent ^jj+atrb+++=effervescent
gas ^nn++++=gas;
; ^zz++++=EXTRAWORD
for ^in++++=for
little ^jj+atrb+++=little
bubbles ^nns++++=bubbles
were ^vbd+bed+aux++=were
continually ^rb++splt++=continually
ascending ^vbg+++xvbgx+=ascending
from ^in++++=from
the ^ati++++=the
depths ^nns++++=depths
of ^in++++=of
the ^ati++++=the
glasses ^nns++++=glasses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bursting ^nvbg+++xvbg+=bursting
in ^in++++=in
silvery ^jj+atrb+++=silvery
spray ^nn++++=spray
at ^in++++=at
the ^ati++++=the
surface ^nn++++=surface.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
liquor ^nn++++=liquor
diffused ^vbd+++xvbn+=diffused
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
perfume ^nn++++=perfume,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
people ^nns++++=people
doubted ^vbd+vprv++xvbn+=doubted
now ^rn+tm+++=now
that ^cs+sub+++=that
it ^pp3+it+++=it
possessed ^vbd+++xvbn+=possessed
cordial ^jj+atrb+++=cordial
and ^cc+phrs+++=and
comfortable ^jj+atrb+++=comfortable
properties ^nns++++=properties;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
utter ^jjb+atrb+++=utter
sceptics ^nns++++=sceptics
as ^in++++=as
to ^in"++++=to
its ^pp$+it+++=its
rejuvenescent ^jj+atrb+++=rejuvenescent
power ^nn++++=power,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
inclined ^jj++agls+xvbnx+=inclined
to ^to+jcmp+++=to
swallow ^vbi++++=swallow
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger
besought ^vprf+++xvbn+=besought
them ^pp3o+pp3+++=them
to ^to++++=to
stay ^vbi++++=stay
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^cs+sub+++=EXTRAWORD
you ^pp2+pp2+++=you
drink ^vb++++=drink,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
respectable ^jj+atrb+++=respectable
old ^jj+atrb+++=old
friends ^nns++++=friends,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
well ^rb++++=well
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
experience ^nn+nom+++=experience
of ^in++++=of
a ^at++++=a
lifetime ^nn++++=lifetime
to ^to++++=to
direct ^vbi+vpub+tht0++=direct
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
draw ^vb++++=draw
up ^rb+phrv+++=up
a ^ap++++=a
few ^ap"++++=few
general ^jj+atrb+++=general
rules ^nns++++=rules
for ^in++++=for
your ^pp$+pp2+++=your
guidance ^nn+nom+++=guidance,
, ^zz++++=EXTRAWORD
in ^in++++=in
passing ^xvbg+++xvbg+=passing
a ^at++++=a
second ^od++++=second
time ^nn++++=time
through ^in++++=through
the ^ati++++=the
perils ^nns++++=perils
of ^in++++=of
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
what ^wdt+who+whcl++=what
a ^in++++=a
sin ^in"++++=sin
and ^cc++++=and
shame ^nn++++=shame
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
with ^in++++=with
your ^pp$+pp2+++=your
peculiar ^jj+atrb+++=peculiar
advantages ^nns+nom+++=advantages,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
not ^xnot++not++=not
become ^vb++++=become
patterns ^nns++++=patterns
of ^in++++=of
virtue ^nn++++=virtue
and ^cc++++=and
wisdom ^nn++++=wisdom
to ^in++++=to
all ^abn++++=all
the ^ati++++=the
young ^jj+atrb+++=young
people ^nns++++=people
of ^in++++=of
the ^ati++++=the
age ^nn++++=age!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
four ^cd++++=four
venerable ^jj+atrb+++=venerable
friends ^nns++++=friends
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
no ^at++++=no
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
except ^in++++=except
by ^in++++=by
a ^at++++=a
feeble ^jj+atrb+++=feeble
and ^cc+phrs+++=and
tremulous ^jj+atrb+++=tremulous
laugh ^nn++++=laugh;
; ^zz++++=EXTRAWORD
so ^ql++++=so
very ^ql+amp+++=very
ridiculous ^jj++++=ridiculous
