One ^cd1++++=One
often ^rb++++=often
had ^md"++pmd"++=had
to ^md+nec+++=to
go ^vb++++=go
to ^in++++=to
bed ^nn++++=bed
without ^in++++=without
any ^dti++++=any
supper ^nn++++=supper
but ^cc++++=but
a ^ap++++=a
few ^ap"++++=few
dried ^jj+atrb++xvbn+=dried
pears ^nns+++??+=pears
or ^cc++++=or
some ^dti++++=some
hard ^jj+atrb+++=hard
nuts ^nns++++=nuts.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
extremely ^rb+amp+++=extremely
lonely ^jj+pred+++=lonely,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
Miller ^nn++++=Miller
never ^rb++++=never
came ^vbd+++xvbn+=came
to ^to++++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
" ^zz++++="'There
' ^zz++++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
good ^nn++++=good
in ^in++++=in
my ^pp$+pp1+++=my
going ^md"++pmd"++=going
to ^md+prd+++=to
see ^vb+vprv+++=see
little ^ap++++=little
Hans ^np++++=Hans
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
the ^ati++++=the
snow ^nn++++=snow
lasts ^vbz++++=lasts,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
the ^ati++++=the
Miller ^np++++=Miller
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
' ^zz++++='for
for ^in++++=EXTRAWORD
when ^wrb+who+++=when
people ^nns++++=people
are ^vb+ber+vrb++=are
in ^in++++=in
trouble ^nn++++=trouble
they ^pp3a+pp3+++=they
should ^md+nec+++=should
be ^vb+be+aux++=be
left ^vpsv++agls+xvbnx+=left
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
be ^vb+be+aux++=be
bothered ^vpsv++by+xvbnx+=bothered
by ^in++++=by
visitors ^nns++++=visitors.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
at ^rb++++=at
least ^rb"++++=least
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
idea ^nn++++=idea
about ^in++++=about
friendship ^nn+nom+++=friendship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
wait ^vb++++=wait
till ^cs+sub+++=till
the ^ati++++=the
spring ^nn++++=spring
comes ^vbz++++=comes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
pay ^vb++++=pay
him ^pp3o+pp3+++=him
a ^at++++=a
visit ^nn++++=visit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
will ^md+prd+++=will
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
give ^vb++++=give
me ^pp1o+pp1+++=me
a ^at++++=a
large ^jj+atrb+++=large
basket ^nn++++=basket
of ^in++++=of
primroses ^nns++++=primroses
and ^cc++++=and
that ^dt+pdem+++=that
will ^md+prd+++=will
make ^vb++++=make
him ^pp3o+pp3+++=him
so ^rb+emph+++=so
happy ^jj++++=happy.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
certainly ^rb++++=certainly
very ^ql+amp+++=very
thoughtful ^jj++++=thoughtful
about ^rp++++=about
others ^aps++++=others,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
Wife ^nn++++=Wife,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
in ^in++++=in
her ^pp$+pp3+++=her
comfortable ^jj+atrb+++=comfortable
armchair ^nn++++=armchair
by ^in++++=by
the ^ati++++=the
big ^jj+atrb+++=big
pinewood ^nn+++??+=pinewood
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
' ^zz++++='very
very ^ql+amp+++=EXTRAWORD
thoughtful ^jj++++=thoughtful
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
quite ^rb++++=quite
a ^at++++=a
treat ^nn++++=treat
to ^to++++=to
hear ^vbi+vprv+tht0++=hear
you ^pp2+pp2+++=you
talk ^nn++++=talk
about ^in++++=about
friendship ^nn+nom+++=friendship.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
the ^ati++++=the
clergyman ^nn+nom+++=clergyman
himself ^ppl+pp3+++=himself
could ^md+pos+++=could
not ^xnot++not++=not
say ^vb+vpub+++=say
such ^abl++++=such
beautiful ^jj+atrb+++=beautiful
things ^nns++++=things
as ^ql++++=as
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=does
live ^vb++++=live
in ^in++++=in
a ^at++++=a
three ^cd++++=three-storied
- ^zz++++=EXTRAWORD
storied ^vbd+++xvbn+=EXTRAWORD
house ^npl++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wear ^vb++++=wear
a ^at++++=a
gold ^nn++++=gold
ring ^nn++++=ring
on ^in++++=on
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
finger ^nn++++=finger.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'But
' ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
could ^md+pos+++=could
we ^pp1a+pp1+++=we
not ^xnot++not++=not
ask ^vb++++=ask
little ^jj+atrb+++=little
Hans ^np++++=Hans
up ^rp++++=up
here ^rn+pl+++=here?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Miller ^np++++=Miller's
's ^$++++=EXTRAWORD
youngest ^jjt+atrb+++=youngest
son ^nn++++=son.
. ^zz++++=EXTRAWORD
' ^zz++++='If
if ^cs+cnd+++=EXTRAWORD
poor ^jj+atrb+++=poor
Hans ^np++++=Hans
is ^vbz+bez+vrb++=is
in ^in++++=in
trouble ^nn++++=trouble
I ^pp1a+pp1+++=I
will ^md+prd+++=will
give ^vb++++=give
him ^pp3o+pp3+++=him
half ^abn++++=half
my ^pp$+pp1+++=my
porridge ^nn++++=porridge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
show ^nn++++=show
him ^pp3o+pp3+++=him
my ^pp$+pp1+++=my
white ^jj+atrb+++=white
rabbits ^nns++++=rabbits.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'What
' ^zz++++=EXTRAWORD
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
silly ^jj+atrb+++=silly
boy ^nn++++=boy
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are'!
'! ^nn+++??+=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
Miller ^nn++++=Miller;
; ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
really ^rb+emph+++=really
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
sending ^xvbg+++xvbg+=sending
you ^pp2+pp2+++=you
to ^in++++=to
school ^nn++++=school.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
seem ^vb+seem+++=seem
not ^xnot++not++=not
to ^to++++=to
learn ^vbi+vprv+++=learn
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
little ^ap++++=little
Hans ^np++++=Hans
came ^vbd+++xvbn+=came
up ^rp++++=up
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
our ^pp$+pp1+++=our
warm ^jj+atrb+++=warm
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
good ^jj+atrb+++=good
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
great ^jj+atrb+++=great
cask ^nn+++??+=cask
of ^in++++=of
red ^jj+atrb+++=red
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
get ^vb++++=get
envious ^jj++++=envious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
envy ^nn++++=envy
is ^vbz+bez+vrb++=is
a ^at++++=a
most ^ql+emph+++=most
terrible ^jj+atrb+++=terrible
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
spoil ^vb++++=spoil
anybody ^pn++++=anybody's
's ^vbz+bez+vrb++0=EXTRAWORD
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
certainly ^rb++++=certainly
will ^md+prd+++=will
not ^xnot++not++=not
allow ^vb++++=allow
Hans ^np++++=Hans'
' ^zz++++=EXTRAWORD
nature ^nn++++=nature
to ^to++++=to
be ^vbi+vbi+aux++=be
spoiled ^vpsv++agls+xvbnx+=spoiled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
always ^rb++splt++=always
watch ^vb++++=watch
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
not ^xnot++not++=not
led ^vwbn+++xvbn+=led
into ^in++++=into
any ^dti++++=any
temptations ^nns+nom+++=temptations.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
Hans ^np++++=Hans
came ^vbd+++xvbn+=came
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
ask ^vb++++=ask
me ^pp1o+pp1+++=me
to ^to++++=to
let ^vbi++++=let
him ^pp3o+pp3+++=him
have ^vb+hv+vrb++=have
some ^dti++++=some
flour ^nn++++=flour
on ^in++++=on
credit ^nn++++=credit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
Flour ^nn++++=Flour
is ^vbz+bez+vrb++=is
one ^cd1++++=one
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
friendship ^nn+nom+++=friendship
is ^vbz+bez+vrb++=is
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
should ^md+nec+++=should
not ^xnot++not++=not
be ^vb+be+aux++=be
confused ^vpsv++agls+xvbnx+=confused.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
the ^ati++++=the
words ^nns++++=words
are ^vb+ber+aux++=are
spelt ^vpsv++agls+xvbnx+=spelt
differently ^rb+cnj+++=differently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mean ^jj++++=mean
quite ^rb++++=quite
different ^jj+atrb+++=different
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'How
' ^zz++++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
well ^rb++++=well
you ^pp2+pp2+++=you
talk ^nn++++=talk'!
'! ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Miller ^np++++=Miller's
's ^$++++=EXTRAWORD
Wife ^nn++++=Wife,
, ^zz++++=EXTRAWORD
pouring ^vbg+++xvbg+=pouring
herself ^ppl+pp3+++=herself
out ^rp+pl+++=out
a ^at++++=a
large ^jj+atrb+++=large
glass ^nn++++=glass
of ^in++++=of
warm ^jj+atrb+++=warm
ale ^nn++++=ale;
; ^zz++++=EXTRAWORD
' ^zz++++='really
really ^rb+emph+++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
quite ^rb++++=quite
drowsy ^jj++++=drowsy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
like ^in++++=like
being ^nn++++=being
in ^in++++=in
church ^nn++++=church.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Lots
' ^zz++++=EXTRAWORD
lots ^nns++++=EXTRAWORD
of ^in++++=of
people ^nns++++=people
act ^nn++++=act
well ^rb+cnj+++=well,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
Miller ^nn++++=Miller;
; ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
very ^ql+amp+++=very
few ^ap++++=few
people ^nns++++=people
talk ^nn++++=talk
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
shows ^vbz+vprv+++=shows
that ^dt+dem+++=that
talking ^vbg+++xvbg+=talking
is ^vbz+bez+vrb++=is
much ^ap++++=much
the ^ati++++=the
more ^rbr++++=more
difficult ^jj+atrb+++=difficult
thing ^nn++++=thing
of ^in++++=of
the ^ati++++=the
two ^cd++++=two,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^rb++++=much
the ^ati++++=the
finer ^jjr+atrb+++=finer
thing ^nn++++=thing
also ^rb++++=also';
'; ^jj+++??+0=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
sternly ^rb++++=sternly
across ^in+pl+++=across
the ^ati++++=the
table ^nn++++=table
at ^in++++=at
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
son ^nn++++=son,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
felt ^vbd+vprv++xvbn+=felt
so ^ql+emph+++=so
ashamed ^jj++++=ashamed
of ^in++++=of
himself ^ppl+pp3+++=himself
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
hung ^vbd+++xvbnx+=hung
his ^pp$+pp3+++=his
head ^jjb++++=head
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grew ^vbd+++xvbn+=grew
quite ^rb++++=quite
scarlet ^jj++++=scarlet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
cry ^vbi++++=cry
into ^in++++=into
his ^pp$+pp3+++=his
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
young ^jj++++=young
that ^cs+sub+++=that
you ^pp2+pp2+++=you
must ^md+nec+++=must
excuse ^vb++++=excuse
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
story ^nn++++=story?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
Water ^nn++++=Water-rat.
- ^zz++++=EXTRAWORD
rat ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
Linnet ^np+++??+=Linnet,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
quite ^abl++++=quite
behind ^rp+pl+++=behind
the ^ati++++=the
age ^nn++++=age,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Water ^nn++++=Water-rat.
- ^zz++++=EXTRAWORD
rat ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Every
every ^at++++=EXTRAWORD
good ^jj+atrb+++=good
story ^nn++++=story-teller
- ^zz++++=EXTRAWORD
teller ^nn++++=EXTRAWORD
nowadays ^rb+tm+++=nowadays
starts ^vbz++++=starts
with ^in++++=with
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
goes ^vbz++++=goes
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
concludes ^vbz+vprv+++=concludes
with ^in++++=with
the ^ati++++=the
middle ^nn++++=middle.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
the ^ati++++=the
new ^jj+atrb+++=new
method ^nn++++=method.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it
the ^ati++++=the
other ^ap++++=other
day ^nn++++=day
from ^in++++=from
a ^at++++=a
critic ^nn++++=critic
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
round ^rb++++=round
the ^ati++++=the
pond ^nn++++=pond
with ^in++++=with
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
the ^ati++++=the
matter ^nn++++=matter
at ^rb++++=at
great ^jj++++=great
length ^rb+cnj+++=length,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
right ^jj++++=right,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
blue ^jj+atrb+++=blue
spectacles ^nns++++=spectacles
and ^cc++++=and
a ^at++++=a
bald ^jj+atrb+++=bald
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whenever ^nn+nom+++=whenever
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
made ^vbd+++xvbn+=made
any ^dti++++=any
remark ^nn++++=remark,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
always ^rb++++=always
answered ^vbd+vpub++xvbn+=answered
' ^zz++++='Pooh!'
pooh ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But
pray ^vb+vsua+++=pray
go ^vb++++=go
on ^in++++=on
with ^in++++=with
your ^pp$+pp2+++=your
story ^nn++++=story.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
the ^ati++++=the
Miller ^nn++++=Miller
immensely ^rb++++=immensely.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
all ^abn++++=all
kinds ^nns++++=kinds
of ^in++++=of
beautiful ^jj+atrb+++=beautiful
sentiments ^nns+nom+++=sentiments
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
so ^ql++++=so
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj+atrb+++=great
sympathy ^nn++++=sympathy
between ^in++++=between
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Linnet ^np+++??+=Linnet,
, ^zz++++=EXTRAWORD
hopping ^jj+++xvbg+=hopping
now ^rn+tm+++=now
on ^in++++=on
one ^cd1++++=one
leg ^nn++++=leg
and ^cc++++=and
now ^rn+tm+++=now
on ^in++++=on
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
" ^zz++++="as
as ^ql++++=EXTRAWORD
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
winter ^nn++++=winter
was ^vbd+bedz+vrb++=was
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
primroses ^nns++++=primroses
began ^vbd+++xvbn+=began
to ^to++++=to
open ^vbi++++=open
their ^pp$+pp3+++=their
pale ^nn++++=pale
yellow ^jj+atrb+++=yellow
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Miller ^np++++=Miller
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
go ^vb++++=go
down ^rp++++=down
and ^cc++++=and
see ^vb+vprv+++=see
little ^jj+atrb+++=little
Hans ^np++++=Hans.
. ^zz++++=EXTRAWORD
" ^zz++++="'Why,
' ^zz++++=EXTRAWORD
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
good ^jj+atrb+++=good
heart ^nn++++=heart
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have'!
'! ^nn+++??+=EXTRAWORD
cried ^vbd+++xvbn+=cried
his ^pp$+pp3+++=his
Wife ^nn++++=Wife;
; ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
always ^rb++splt++=always
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
others ^aps++++=others.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
mind ^nn++++=mind
you ^pp2+pp2+++=you
take ^vb++++=take
the ^ati++++=the
big ^jj+atrb+++=big
basket ^nn++++=basket
with ^in++++=with
you ^pp2+pp2+++=you
for ^in++++=for
the ^ati++++=the
flowers ^nns+nom+++=flowers.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="So
so ^cs+sub+++=EXTRAWORD
the ^ati++++=the
Miller ^np++++=Miller
tied ^vbd+++xvbn+=tied
the ^ati++++=the
sails ^nns++++=sails
of ^in++++=of
the ^ati++++=the
windmill ^nn++++=windmill
together ^nn+nom+++=together
with ^in++++=with
a ^at++++=a
strong ^jj+atrb+++=strong
iron ^nn++++=iron
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
down ^in++++=down
the ^ati++++=the
hill ^nn++++=hill
with ^in++++=with
the ^ati++++=the
basket ^nn++++=basket
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="'Good
' ^zz++++=EXTRAWORD
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
little ^ap++++=little
Hans ^np++++=Hans,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Miller ^nn++++=Miller.
. ^zz++++=EXTRAWORD
" ^zz++++="'Good
' ^zz++++=EXTRAWORD
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Hans ^np++++=Hans,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
on ^in++++=on
his ^pp$+pp3+++=his
spade ^nn++++=spade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiling ^jj+++xvbg+=smiling
from ^in++++=from
ear ^nn++++=ear
to ^in++++=to
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
" ^zz++++="'And
' ^zz++++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
been ^vprf+ben+vrb+xvbn+=been
all ^abn++++=all
the ^ati++++=the
winter ^nn++++=winter?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Miller ^nn++++=Miller.
. ^zz++++=EXTRAWORD
" ^zz++++="'Well,
' ^zz++++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
really ^rb+cnj+++=really,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Hans ^np++++=Hans,
, ^zz++++=EXTRAWORD
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
good ^jj++++=good
of ^in++++=of
you ^pp2+pp2+++=you
to ^to++++=to
ask ^vbi++++=ask,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
good ^jj++++=good
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
rather ^rb++++=rather
a ^at++++=a
hard ^jj+atrb+++=hard
time ^nn++++=time
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
the ^ati++++=the
spring ^nn++++=spring
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
quite ^rb++++=quite
