We ^pp1a+pp1+++=We
with ^in++++=with
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
unwinking ^jj+atrb+++=unwinking
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
sucked ^vpsv++agls+xvbnx+=sucked
in ^in++++=in
at ^in++++=at
the ^ati++++=the
leisure ^nn++++=leisure
of ^in++++=of
his ^pp$+pp3+++=his
captor ^nn++++=captor.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
immense ^jj+atrb+++=immense
sympathy ^nn++++=sympathy,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
excited ^j+++xvbn+=excited
for ^in++++=for
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
circle ^nn++++=circle;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
voted ^vpsv++agls+xvbnx+=voted
that ^dt+dem+++=that
a ^at++++=a
snake ^nn++++=snake
which ^whp+rel+subj++=which
indulged ^vprf+++xvbn+=indulged
in ^in++++=in
such ^abl++++=such
very ^ql+amp+++=very
disagreeable ^jj+atrb+++=disagreeable
modes ^nns++++=modes
of ^in++++=of
eating ^xvbg+++xvbg+=eating
his ^pp$+pp3+++=his
dinner ^nn++++=dinner
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
tolerated ^vpsv++agls+xvbnx+=tolerated
in ^in++++=in
our ^pp$+pp1+++=our
vicinity ^nn+nom+++=vicinity.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
reason ^nn++++=reason
to ^to++++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
meal ^nn++++=meal.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
of ^in++++=of
our ^pp$+pp1+++=our
wild ^jj+atrb+++=wild
woodland ^nn++++=woodland
neighbours ^nns++++=neighbours
made ^vbd+++xvbn+=made
us ^pp1o+pp1+++=us
some ^dti++++=some
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
other ^ap++++=other
than ^in++++=than
a ^at++++=a
veritable ^jj+atrb+++=veritable
woodchuck ^nn+++??+=woodchuck,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
hole ^nn++++=hole
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
often ^rb++splt++=often
wondered ^vprf+++xvbnx+=wondered
at ^rb++++=at
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
scrambling ^nn+nom+++=scrambling
through ^in++++=through
the ^ati++++=the
underbrush ^nn+++??+=underbrush
after ^cs+sub+++=after
spring ^vb++++=spring
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hole ^nn++++=hole
was ^vbd+bedz+vrb++=was
about ^in++++=about
the ^ati++++=the
size ^nn++++=size
of ^in++++=of
a ^at++++=a
peck ^np++++=peck-measure,
- ^zz++++=EXTRAWORD
measure ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
two ^cd++++=two
openings ^nns++++=openings
about ^in++++=about
six ^cd++++=six
feet ^nns++++=feet
apart ^in+strn+++=apart.
. ^zz++++=EXTRAWORD
The ^ati++++=The
occupant ^nn+nom+++=occupant
was ^vbd+bedz+vrb++=was
a ^at++++=a
gentleman ^nn+nom+++=gentleman
we ^pp1a+pp1+++=we
never ^rb++++=never
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
the ^ati++++=the
pleasure ^nn++++=pleasure
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
soon ^rb+tm+++=soon
learned ^vbd+vprv+tht0+xvbn+=learned
his ^pp$+pp3+++=his
existence ^nn+nom+++=existence
from ^in++++=from
his ^pp$+pp3+++=his
ravages ^nns+nom+++=ravages
in ^in++++=in
our ^pp$+pp1+++=our
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
taste ^nn++++=taste,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
very ^ql+amp+++=very
kind ^rb++++=kind
of ^rb"++++=of
things ^nns++++=things
we ^pp1a+pp1+++=we
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
eat ^vbi++++=eat
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
helped ^vbd+++xvbn+=helped
himself ^ppl+pp3+++=himself
without ^in++++=without
asking ^nn++++=asking.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+vrb++=had
a ^at++++=a
row ^nn++++=row
of ^in++++=of
fine ^jj+atrb+++=fine,
, ^zz++++=EXTRAWORD
crisp ^jj+atrb+++=crisp
heads ^nns++++=heads
of ^in++++=of
lettuce ^nn++++=lettuce,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
the ^ati++++=the
pride ^nn++++=pride
of ^in++++=of
our ^pp$+pp1+++=our
gardening ^nvbg+++xvbg+=gardening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
of ^in++++=of
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
would ^md+prd+++=would
from ^in++++=from
day ^nn++++=day
to ^in++++=to
day ^nn++++=day
select ^vb++++=select
for ^in++++=for
his ^pp$+pp3+++=his
table ^nn++++=table
just ^rb+emph+++=just
the ^ati++++=the
plants ^nns++++=plants
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
marked ^vprf+++xvbnx+=marked
for ^in++++=for
ours ^pp$$++++=ours.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
also ^rb++++=also
nibbled ^vbd+++xvbn+=nibbled
our ^pp$+pp1+++=our
young ^jj+atrb+++=young
beans ^nns++++=beans;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
at ^rb++++=at
last ^rb"++++=last
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
reluctantly ^rb++splt++=reluctantly
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
let ^vbi++++=let
John ^np++++=John
Gardiner ^np+nom++??+=Gardiner
set ^vbd+++xvbn+=set
a ^at++++=a
trap ^nn++++=trap
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
old ^jj+atrb+++=old
simpleminded ^jj+atrb++xvbn+=simpleminded
hermit ^nn++++=hermit,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
too ^ql++++=too
artless ^jj++++=artless
for ^in++++=for
this ^dt+dem+++=this
world ^nn++++=world!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
caught ^vpsv++agls+xvbnx+=caught
at ^rb++++=at
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
snap ^vb++++=snap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv++xvbn+=found
dead ^jj++++=dead
in ^in++++=in
the ^ati++++=the
trap, ^nn+++??+=trap,--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
agitation ^nn+nom+++=agitation
and ^cc++++=and
distress ^nns+nom+++=distress
having ^xvbg+++xvbg+=having
broken ^vprf+++xvbn+=broken
his ^pp$+pp3+++=his
poor ^jj+atrb+++=poor
woodland ^nn++++=woodland
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
killed ^vbd+++xvbn+=killed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
grieved ^vpsv++agls+xvbnx+=grieved
to ^in++++=to
the ^ati++++=the
very ^ap+amp+++=very
soul ^nn++++=soul
when ^wrb+who+++=when
the ^ati++++=the
poor ^jj+atrb+++=poor
fat ^nn++++=fat
old ^jj++++=old
fellow ^jjb++++=fellow
was ^vbd+bedz+aux++=was
dragged ^vpsv++agls+xvbnx+=dragged
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
useless ^jj+atrb+++=useless
paws ^nns+++??+=paws
standing ^vwbg+++xvbg+=standing
up ^rp++++=up
stiff ^jj++++=stiff
and ^cc+phrs+++=and
imploring ^jj+++xvbg+=imploring.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
Denis ^np++++=Denis,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
pig ^nn++++=pig,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
single ^jj+atrb+++=single
scruple ^nn++++=scruple
of ^in++++=of
delicacy ^nn+nom+++=delicacy,
, ^zz++++=EXTRAWORD
ate ^j+++xvbn+=ate
him ^pp3o+pp3+++=him
up ^rp++++=up
as ^in++++=as
thoroughly ^rb+amp+++=thoroughly
as ^ql++++=as
he ^pp3a+pp3+++=he
ate ^vbd+++xvbnx+=ate
up ^rp++++=up
the ^ati++++=the
lettuce ^nn++++=lettuce.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
business ^nns+nom+++=business
of ^in++++=of
eating ^xvbg+++xvbg+=eating,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
go ^vb++++=go
on ^in++++=on
all ^abn++++=all
through ^in++++=through
creation ^nn+nom+++=creation.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
eat ^vb++++=eat
ducks ^nns++++=ducks,
, ^zz++++=EXTRAWORD
turkeys ^nns+++??+=turkeys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chickens ^nns++++=chickens,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
swallow ^vb++++=swallow
them ^pp3o+pp3+++=them
whole ^nn++++=whole,
, ^zz++++=EXTRAWORD
feathers ^nns+nom+++=feathers
and ^cc++++=and
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
four ^cd++++=four-footed
- ^zz++++=EXTRAWORD
footed ^jj+atrb++xvbn+=EXTRAWORD
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
civilized ^jj++++=civilized,
, ^zz++++=EXTRAWORD
take ^vb++++=take
things ^nns++++=things
with ^in++++=with
more ^rbr++++=more
directness ^nns+nom+++=directness
and ^cc++++=and
simplicity ^nn+nom+++=simplicity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chew ^vb++++=chew
each ^dt++++=each
other ^ap++++=other
up ^rp++++=up
without ^in++++=without
ceremony ^nn++++=ceremony,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
swallow ^vb++++=swallow
each ^dt++++=each
other ^ap++++=other
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
these ^dt+dem+++=these
unceremonious ^jj+atrb+++=unceremonious
habits ^nns++++=habits
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
other ^ap++++=other
instances ^nns+nom+++=instances.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
house ^npl++++=house
had ^vb+hv+vrb++=had
a ^at++++=a
central ^jj+atrb+++=central
court ^nn++++=court
on ^in++++=on
the ^ati++++=the
southern ^jj+atrb+++=southern
side ^nn++++=side,
, ^zz++++=EXTRAWORD
into ^in++++=into
which ^whp+rel+pied++=which
looked ^vbd+++xvbn+=looked
the ^ati++++=the
library ^nn+nom+++=library,
, ^zz++++=EXTRAWORD
dining ^nvbg+++xvbg+=dining-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
front ^jjb+atrb+++=front
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
several ^ap++++=several
of ^in++++=of
the ^ati++++=the
upper ^jjb++++=upper
chambers ^nns+nom+++=chambers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
designed ^vpsv++agls+xvbnx+=designed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
closed ^vpsv++agls+xvbnx+=closed
in ^in++++=in
with ^in++++=with
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
to ^to++++=to
serve ^vbi++++=serve
as ^in++++=as
a ^at++++=a
conservatory ^nn++++=conservatory
in ^in++++=in
winter ^nn++++=winter;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
meanwhile ^rb++++=meanwhile
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
filled ^vprf+++xvbnx+=filled
it ^pp3+it+++=it
with ^in++++=with
splendid ^jj+atrb+++=splendid
plumy ^nn+++??+=plumy
ferns ^nns+++??+=ferns,
, ^zz++++=EXTRAWORD
taken ^xvbn+++xvbn+=taken
up ^rb+phrv+++=up
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
centre ^nn++++=centre
was ^vbd+bedz+vrb++=was
a ^at++++=a
fountain ^npl++++=fountain
surrounded ^vwbn+++xvbn+=surrounded
by ^in++++=by
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
shells ^nns++++=shells,
, ^zz++++=EXTRAWORD
mosses ^nns+++??+=mosses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
various ^jj+atrb+++=various
water ^nn++++=water-plants.
- ^zz++++=EXTRAWORD
plants ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
bought ^vprf+++xvbnx+=bought
three ^cd++++=three
little ^jj+atrb+++=little
goldfish ^nn++++=goldfish
to ^to++++=to
swim ^vbi++++=swim
in ^in++++=in
our ^pp$+pp1+++=our
basin ^nn++++=basin;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
spray ^nn++++=spray
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
rose ^vbd+++xvbn+=rose
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
and ^cc++++=and
rippled ^vbd+++xvbn+=rippled
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
pleasantest ^jjt+atrb+++=pleasantest
possible ^jj+atrb+++=possible
sound ^nn++++=sound
of ^in++++=of
a ^at++++=a
hot ^jj+atrb+++=hot
day ^nn++++=day.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
used ^md"++pmd"++=used
to ^to++++=to
lie ^vb++++=lie
on ^in++++=on
the ^ati++++=the
sofa ^nn++++=sofa
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
look ^nn++++=look
into ^in++++=into
the ^ati++++=the
court ^nn++++=court,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fancy ^nn++++=fancy
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
some ^dti++++=some
scene ^nn++++=scene
of ^in++++=of
fairy ^nn++++=fairy-land,
- ^zz++++=EXTRAWORD
land ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
water ^nn++++=water-sprites
- ^zz++++=EXTRAWORD
sprites ^nns++++=EXTRAWORD
coming ^vwbg+++xvbg+=coming
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
fountain ^nn++++=fountain.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
a ^at++++=a
new ^jj++++=new-comer
- ^zz++++=EXTRAWORD
comer ^jjr+atrb+++=EXTRAWORD
presented ^jj+atrb++xvbn+=presented
himself, ^nn+++??+=himself,--no
-- ^--+clp+++=EXTRAWORD
no ^at++++=EXTRAWORD
other ^ap++++=other
than ^in++++=than
an ^at++++=an
immense ^jj+atrb+++=immense
bull ^nn++++=bull-frog,
- ^zz++++=EXTRAWORD
frog ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
hopped ^vprf+++xvbnx+=hopped
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
river ^nn++++=river,
, ^zz++++=EXTRAWORD
apparently ^rb++++=apparently
with ^in++++=with
a ^at++++=a
view ^nn++++=view
to ^to++++=to
making ^vbi++++=making
a ^at++++=a
permanent ^jj+atrb+++=permanent
settlement ^nn+nom+++=settlement
in ^in++++=in
and ^cc++++=and
about ^in++++=about
our ^pp$+pp1+++=our
fountain ^nn++++=fountain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
often ^rb++++=often
for ^in++++=for
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
reflectively ^rb++++=reflectively
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
the ^ati++++=the
broad ^jj+atrb+++=broad
shadow ^nn++++=shadow
of ^in++++=of
the ^ati++++=the
calla ^nn+++??+=calla-leaves.
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
sometimes ^rb++++=sometimes
missed ^vbd+++xvbn+=missed
thence ^rb+cnj+++=thence,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
under ^in++++=under
the ^ati++++=the
ample ^jj+atrb+++=ample
shield ^nn++++=shield
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
bignonia ^nn+++??+=bignonia,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
striped ^jj+atrb+++=striped
leaves ^nns++++=leaves
grew ^vbd+++xvbn+=grew
hard ^jj++++=hard
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family
were ^vbd+bed+aux++=were
prejudiced ^vpsv++agls+xvbnx+=prejudiced
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
want ^vb++++=want
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
surely ^rb++++=surely
some ^dti++++=some
sinister ^jj+atrb+++=sinister
motive ^nn++++=motive
impelled ^vwbn+++xvbn+=impelled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
probably ^rb++splt++=probably
watching ^vbg+++xvbgx+=watching
for ^in+ppvb+++=for
an ^at++++=an
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
gobble ^vb+++??+=gobble
up ^rp++++=up
the ^ati++++=the
goldfish ^nn++++=goldfish.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
took ^vbd+++xvbn+=took
his ^pp$+pp3+++=his
part ^nn++++=part,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strenuously ^jj++++=strenuously
defended ^jj+++xvbn+=defended
his ^pp$+pp3+++=his
moral ^jj+atrb+++=moral
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
patronized ^vprf+++xvbn+=patronized
him ^pp3o+pp3+++=him
in ^in++++=in
all ^abn++++=all
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Unke ^np+++??+=Unke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
maintained ^vprf+++xvbn+=maintained
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
well ^rb++++=well-conducted,
- ^zz++++=EXTRAWORD
conducted ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
philosophical ^jj+atrb+++=philosophical
old ^jj+atrb+++=old
watersprite ^nn++++=watersprite,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
showed ^vbd+vprv++xvbn+=showed
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
taste ^nn++++=taste
in ^in++++=in
wanting ^vb+++xvbg+=wanting
to ^to+vcmp+++=to
take ^vbi++++=take
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
abode ^nn++++=abode
in ^in++++=in
our ^pp$+pp1+++=our
conservatory ^nn++++=conservatory.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
even ^cs+sub+++=even
defended ^vprf+++xvbn+=defended
his ^pp$+pp3+++=his
personal ^jj+atrb+++=personal
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
praised ^j+++xvbn+=praised
the ^ati++++=the
invisible ^jj++++=invisible-green
- ^zz++++=EXTRAWORD
green ^nn++++=EXTRAWORD
coat ^nn++++=coat
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
gray ^np++++=gray
vest ^nn++++=vest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
solemn ^jj+atrb+++=solemn
gold ^nn++++=gold
spectacles ^nns++++=spectacles;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
always ^rb++++=always
felt ^vbd+vprv++xvbn+=felt
remarkably ^rb++++=remarkably
slimy ^jj++++=slimy
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
touched ^vbd+++xvbn+=touched
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
would ^md+prd+++=would
sit ^vb++++=sit
still ^jj+pred+++=still
and ^cc++++=and
allow ^vb++++=allow
us ^pp1o+pp1+++=us
to ^in++++=to
stroke ^nn++++=stroke
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
pat ^np++++=pat
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
concluded ^vbd+vprv+tht0+xvbn+=concluded
his ^pp$+pp3+++=his
social ^jj+atrb+++=social
feelings ^nns+nom+++=feelings
might ^md+pos+++=might
be ^vb+be+vrb++=be
warm ^jj+pred+++=warm,
, ^zz++++=EXTRAWORD
notwithstanding ^rb+cnj+++=notwithstanding
a ^at++++=a
cold ^jj+atrb+++=cold
exterior ^nn++++=exterior.
. ^zz++++=EXTRAWORD
Who ^whp+who+++=Who
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
young ^jj+atrb+++=young
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
enchanted ^j+++xvbn+=enchanted
there ^rn+pl+++=there
till ^cs+sub+++=till
the ^ati++++=the
princess ^nns+nom+++=princess
should ^md+nec+++=should
come ^vb++++=come
to ^to++++=to
drop ^vbi++++=drop
the ^ati++++=the
golden ^jj+atrb+++=golden
ball ^nn++++=ball
into ^in++++=into
the ^ati++++=the
fountain ^nn++++=fountain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
give ^vb++++=give
him ^pp3o+pp3+++=him
a ^at++++=a
chance ^nn++++=chance
to ^to+ncmp+++=to
marry ^vbi++++=marry
her ^pp$+pp3+++=her
and ^cc++++=and
turn ^nn++++=turn
into ^in++++=into
a ^at++++=a
man ^nn++++=man
again ^rb+tm+++=again?
? ^zz++++=EXTRAWORD
Such ^abl++++=Such
things ^nns++++=things,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
credibly ^jj++++=credibly
informed ^jj+++xvbn+=informed,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
matters ^nns+nom+++=matters
of ^in++++=of
frequent ^jj+atrb+++=frequent
occurrence ^nn+nom+++=occurrence
in ^in++++=in
Germany ^np++++=Germany.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
not ^xnot++not++=not
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
By ^in++++=By-and-by
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
there ^rn+pl+++=there
came ^vbd+++xvbn+=came
to ^in++++=to
our ^pp$+pp1+++=our
fountain ^npl++++=fountain
another ^ppls++++=another
visitor, ^nn+++??+=visitor,--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
frisky ^jj++++=frisky,
, ^zz++++=EXTRAWORD
green ^nn++++=green
young ^jj+atrb+++=young
frog ^nn+++??+=frog
of ^in++++=of
the ^ati++++=the
identical ^jj+atrb+++=identical
kind ^nn++++=kind
spoken ^vbd+++xvbn+=spoken
of ^in++++=of
by ^in++++=by
the ^ati++++=the
poet ^nn++++=poet
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
frog ^nn+++??+=frog
lived ^vbd+++xvbn+=lived
in ^in++++=in
a ^at++++=a
well,rig ^nn+++??+=well,Rig
dum ^nn+++??+=dum
pully ^jj+atrb+++=pully
metakimo ^nn+++??+=metakimo."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
thoughtless ^jj+atrb+++=thoughtless,
, ^zz++++=EXTRAWORD
dapper ^jj+atrb+++=dapper
