One ^cd1++++=One
Merritt ^np+++??+=Merritt,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
removed ^vprf+++xvbnx+=removed
the ^ati++++=the
covers ^nns++++=covers
from ^in++++=from
a ^at++++=a
number ^nn++++=number
of ^in++++=of
league ^nn++++=league
balls ^nns++++=balls
and ^cc++++=and
sewed ^vbd+++xvbn+=sewed
them ^pp3o+pp3+++=them
on ^in++++=on
rubber ^nn++++=rubber
balls ^nns++++=balls
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
making ^nvbg+++xvbg+=making.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
distinguished ^vpsv++agls+xvbnx+=distinguished
from ^in++++=from
the ^ati++++=the
regular ^jj+atrb+++=regular
article ^nn++++=article,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
by ^in++++=by
an ^at++++=an
experienced ^jj+++xvbn+=experienced
professional ^jj++++=professional--until
-- ^--+clp+++=EXTRAWORD
until ^cs+sub+++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
hit ^vpsv++agls+xvbnx+=hit.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then!
! ^zz++++=EXTRAWORD
The ^ati++++=The
fact ^nn++++=fact
that ^tht+ncmp+++=that
after ^in++++=after
every ^at++++=every
bounce ^nn++++=bounce
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
rubber ^nn++++=rubber
balls ^nns++++=balls
bounded ^vwbn+++xvbn+=bounded
swifter ^jjr++++=swifter
and ^cc+phrs+++=and
higher ^jjr++++=higher
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
it ^pp3+it+++=it
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
` ^zz++++=``rabbit.''
` ^zz++++=EXTRAWORD
rabbit. ^nn+++??+=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
Many ^ap++++=Many
a ^at++++=a
game ^nn++++=game
had ^vb+hv+vrb++=had
the ^ati++++=the
` ^zz++++=``rabbit''
` ^zz++++=EXTRAWORD
rabbit ^nn++++=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
won ^vbd+++xvbn+=won
for ^in++++=for
us ^pp1o+pp1+++=us
at ^in++++=at
critical ^jj+atrb+++=critical
stages ^nns++++=stages.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
against ^in++++=against
the ^ati++++=the
rules ^nns++++=rules
of ^in++++=of
the ^ati++++=the
league ^nn++++=league,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in+emph+++=of
course ^nn+emph"+++=course
every ^at++++=every
player ^nn++++=player
in ^in++++=in
the ^ati++++=the
league ^nn++++=league
knew ^vbd+vprv++xvbn+=knew
about ^in++++=about
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
judiciously ^jj+pred+++=judiciously
and ^cc++++=and
cleverly ^rb++++=cleverly
brought ^vbd+++xvbn+=brought
into ^in++++=into
a ^at++++=a
close ^jj+atrb+++=close
game ^nn++++=game,
, ^zz++++=EXTRAWORD
the ^ati++++=the
` ^zz++++=``rabbit''
` ^zz++++=EXTRAWORD
rabbit ^nn++++=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
play ^nn++++=play,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
probably ^rb++++=probably
over ^in++++=over
the ^ati++++=the
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
opposing ^jj+++xvbg+=opposing
captain ^npt++++=captain
could ^md+pos+++=could
learn ^vb+vprv+++=learn
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
alone ^rb++++=alone
appeal ^vb++++=appeal
to ^in++++=to
the ^ati++++=the
umpire ^nn++++=umpire.
. ^zz++++=EXTRAWORD
` ^zz++++=``Fellars,
` ^zz++++=EXTRAWORD
fellars ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
that ^dt+dem+++=that
guy ^np++++=guy
who ^whp+rel+subj++=who's
's ^vbz+bez+vrb++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^in++++=to
pitch, ^nn+++??+=pitch,''
'' ^nn+++??+=EXTRAWORD
suddenly ^rb++++=suddenly
spoke ^vbd+++xvbn+=spoke
up ^rp++++=up
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
team ^nn++++=team.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
as ^ql++++=as
were ^vbd+bed+vrb++=were
the ^ati++++=the
country ^nn++++=country
players ^nns+nom+++=players
whom ^whp+rel+obj++=whom
we ^pp1a+pp1+++=we
seasoned ^jj+atrb+++=seasoned
and ^cc+phrs+++=and
traveled ^jj+atrb++xvbn+=traveled
professionals ^nns+nom+++=professionals
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
across ^in+ppvb+++=across,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
twirler ^jjr++++=twirler
outclassed ^jj+++xvbn+=outclassed
them ^pp3o+pp3+++=them
for ^in++++=for
remarkable ^jj+atrb+++=remarkable
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
put ^vbd+++xvbn+=put
an ^at++++=an
entirely ^rb+amp+++=entirely
different ^jj+atrb+++=different
tinge ^nn++++=tinge
to ^in++++=to
our ^pp$+pp1+++=our
momentary ^jj+atrb+++=momentary
humor ^nn++++=humor
was ^vbd+bedz+vrb++=was
the ^ati++++=the
discovery ^nn+nom+++=discovery
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
wild ^jj++++=wild
as ^in++++=as
a ^at++++=a
March ^nr++++=March
hare ^nn++++=hare
and ^cc++++=and
could ^md+pos+++=could
throw ^vb++++=throw
a ^at++++=a
ball ^nn++++=ball
so ^ql++++=so
fast ^rb++++=fast
that ^dt+dem+++=that
it ^pp3+it+++=it
resembled ^vbd+++xvbn+=resembled
a ^at++++=a
pea ^nn++++=pea
shot ^vbd+++xvbn+=shot
from ^in++++=from
a ^at++++=a
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
air ^nn++++=air
gun ^nn++++=gun.
. ^zz++++=EXTRAWORD
Deerfoot ^np+++??+=Deerfoot
led ^vbd+++xvbn+=led
our ^pp$+pp1+++=our
batting ^nn++++=batting
list ^nn++++=list,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
the ^ati++++=the
first ^rb++++=first
pitched ^vbd+++xvbn+=pitched
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
ticked ^vbd+++xvbn+=ticked
his ^pp$+pp3+++=his
shirt ^nn++++=shirt
as ^ql++++=as
it ^pp3+it+++=it
shot ^vbd+++xvbn+=shot
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
to ^in++++=to
us ^pp1o+pp1+++=us
with ^in++++=with
an ^at++++=an
expression ^vb++++=expression
that ^tht+vcmp+subj++=that
made ^vprf+++xvbn+=made
us ^pp1o+pp1+++=us
groan ^vb++++=groan
inwardly ^rb++++=inwardly.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Deerfoot ^np+++??+=Deerfoot
looked ^vbd+++xvbn+=looked
that ^dt+dem+++=that
way ^nn++++=way
it ^pp3+it+++=it
meant ^vbd+vprv+tht0+xvbn+=meant
the ^ati++++=the
pitcher ^nn++++=pitcher
was ^vbd+bedz+vrb++=was
dangerous ^jj+pred+++=dangerous.
. ^zz++++=EXTRAWORD
Deerfoot ^np+++??+=Deerfoot
made ^vbd+++xvbn+=made
no ^at++++=no
effort ^nn++++=effort
to ^to+ncmp+++=to
swing ^vbi++++=swing
at ^in++++=at
the ^ati++++=the
next ^ap++++=next
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
promptly ^rb++splt++=promptly
called ^vpsv++agls+xvbnx+=called
out ^rp+pl+++=out
on ^in++++=on
strikes ^nn++++=strikes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
second ^od++++=second
at ^in++++=at
bat ^nn++++=bat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
up ^rb+phrv+++=up
with ^in+ppvb+++=with
some ^dti++++=some
reluctance ^nn+nom+++=reluctance.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
happened ^vbd+++xvbnx+=happened
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
leading ^vbg+++xvbgx+=leading
the ^ati++++=the
league ^nn++++=league
in ^in++++=in
both ^abx++++=both
long ^jj+atrb+++=long
distance ^nn+nom+++=distance
and ^cc++++=and
safe ^jj+atrb+++=safe
hitting ^nvbg+++xvbg+=hitting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
doted ^vbd+++xvbnx+=doted
on ^in++++=on
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
having ^xvbg+++xvbg+=having
stopped ^vprf+++xvbn+=stopped
many ^ap++++=many
mean ^jj+atrb+++=mean
inshoots ^nns+++??+=inshoots
with ^in++++=with
various ^jj+atrb+++=various
parts ^nns++++=parts
of ^in++++=of
my ^pp$+pp1+++=my
anatomy ^nn++++=anatomy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
rather ^rb++++=rather
squeamish ^jj+pred+++=squeamish
about ^in++++=about
facing ^xvbg+++xvbg+=facing
backwoods ^nns++++=backwoods
yaps ^nns+++??+=yaps
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
no ^at++++=no
control ^nn++++=control.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
his ^pp$+pp3+++=his
pitches ^nns+++??+=pitches,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
umpire ^nn++++=umpire
called ^vbd+++xvbn+=called
strikes ^nns++++=strikes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
credit ^nn++++=credit
for ^in++++=for
as ^ql++++=as
much ^ap++++=much
speed ^nn++++=speed
as ^ql++++=as
Rusie ^np+++??+=Rusie.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
balls ^nns++++=balls
were ^vbd+bed+vrb++=were
as ^ql++++=as
straight ^jj++++=straight
as ^ql++++=as
a ^at++++=a
string ^nn++++=string,
, ^zz++++=EXTRAWORD
singularly ^rb++++=singularly
without ^in++++=without
curve ^nn++++=curve,
, ^zz++++=EXTRAWORD
jump ^vb++++=jump,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
variation ^nn+nom+++=variation
of ^in++++=of
any ^dti++++=any
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lined ^vbd+++xvbnx+=lined
the ^ati++++=the
next ^ap++++=next
one ^cd1++++=one
so ^ql+emph+++=so
hard ^jj++++=hard
at ^rb++++=at
the ^ati++++=the
shortstop ^nn+++??+=shortstop
that ^tht+rel+obj++=that
it ^pp3+it+++=it
cracked ^vbd+++xvbn+=cracked
like ^in++++=like
a ^at++++=a
pistol ^nn++++=pistol
as ^ql++++=as
it ^pp3+it+++=it
struck ^vbd+++xvbn+=struck
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
whirled ^jj+++xvbn+=whirled
him ^pp3o+pp3+++=him
half ^abn++++=half
off ^in+pl+++=off
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
he ^pp3a+pp3+++=he
hung ^vbd+++xvbnx+=hung
to ^in++++=to
the ^ati++++=the
ball ^nn++++=ball
and ^cc++++=and
gave ^vbd+++xvbn+=gave
opportunity ^nn+nom+++=opportunity
for ^in++++=for
the ^ati++++=the
first ^od++++=first
crash ^nn++++=crash
of ^in++++=of
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
` ^zz++++=``Boys,
` ^zz++++=EXTRAWORD
boys ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
trifle ^nn++++=trifle
wild, ^nn+++??+=wild,''
'' ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
teammates ^nns+nom+++=teammates,
, ^zz++++=EXTRAWORD
` ^zz++++=``but
` ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
the ^ati++++=the
most ^ql+emph+++=most
beautiful ^jj+atrb+++=beautiful
ball ^nn++++=ball
to ^to++++=to
hit ^vbi++++=hit
you ^pp2+pp2+++=you
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
he ^pp3a+pp3+++=he
uses ^vbz++++=uses
a ^at++++=a
curve ^nn++++=curve,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
once ^rb+tm+++=once
time ^nn++++=time
that ^tht+rel+++=that
speed ^nn++++=speed
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
kill ^vb++++=kill
it. ^nn+++??+=it.''
'' ^nn+++??+=EXTRAWORD
Next ^ap++++=Next
inning ^nvbg+++xvbg+=inning,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
old ^jj+atrb+++=old
man ^nn++++=man
Hathaway ^np+++??+=Hathaway
had ^vbd+hvd+aux++=had
baffled ^vprf+++xvbn+=baffled
the ^ati++++=the
Canadians ^nn++++=Canadians
with ^in++++=with
his ^pp$+pp3+++=his
wide ^jj+atrb+++=wide,
, ^zz++++=EXTRAWORD
tantalizing ^jj+atrb+++=tantalizing
curves ^nns++++=curves,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
predictions ^nns+nom+++=predictions
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
verified ^vpsv++agls+xvbnx+=verified.
. ^zz++++=EXTRAWORD
Snead ^np+++??+=Snead
rapped ^vbd+++xvbn+=rapped
one ^cd1++++=one
high ^jj++++=high
and ^cc++++=and
far ^rb+pl+++=far
to ^in++++=to
deep ^jj+atrb+++=deep
right ^jj+atrb+++=right
field ^nn++++=field.
. ^zz++++=EXTRAWORD
To ^in++++=To
our ^pp$+pp1+++=our
infinite ^jj+atrb+++=infinite
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
right ^jj++++=right
fielder ^jjr++++=fielder
ran ^vbd+++xvbn+=ran
with ^in++++=with
fleetness ^nns+nom+++=fleetness
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
our ^pp$+pp1+++=our
own ^ap++++=own
Deerfoot ^np+++??+=Deerfoot
seem ^vb+seem+++=seem
slow ^jj++++=slow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
under ^in++++=under
the ^ati++++=the
ball ^nn++++=ball
and ^cc++++=and
caught ^vbd+++xvbn+=caught
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Doran ^np+++??+=Doran
sent ^vbd+++xvbn+=sent
a ^at++++=a
sizzling ^nn+nom+++=sizzling
grasscutter ^jjr++++=grasscutter
down ^rp++++=down
toward ^in++++=toward
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lanky ^jj++++=lanky
third ^od++++=third
baseman ^jj++++=baseman
darted ^jj+++xvbn+=darted
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
dived ^j+++xvbn+=dived
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
exhibited ^j+++xvbn+=exhibited
the ^ati++++=the
power ^nn++++=power
of ^in++++=of
a ^at++++=a
throwing ^nn++++=throwing
arm ^vb++++=arm
that ^cs+sub+++=that
made ^vprf+++xvbn+=made
as ^ql++++=as
all ^abn++++=all
green ^npl++++=green
with ^in++++=with
envy ^nn++++=envy.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
catcher ^nn++++=catcher
chased ^vbd+++xvbn+=chased
a ^at++++=a
foul ^nn++++=foul
fly ^vb++++=fly
somewhere ^rb++++=somewhere
back ^jjb++++=back
in ^in++++=in
the ^ati++++=the
crowd ^nn++++=crowd
and ^cc++++=and
caught ^vbd+++xvbn+=caught
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
began ^vbd+++xvbn+=began
to ^to++++=to
take ^vbi++++=take
notice ^vb+vprv+++=notice.
. ^zz++++=EXTRAWORD
` ^zz++++=``Lucky
` ^zz++++=EXTRAWORD
lucky ^jj+atrb+++=EXTRAWORD
stabs! ^nn+++??+=stabs!''
'' ^vb+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Merritt ^np+++??+=Merritt
cheerfully ^rb++++=cheerfully.
. ^zz++++=EXTRAWORD
` ^zz++++=``They
` ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
keep ^vb++++=keep
that ^dt+pdem+++=that
up ^rp++++=up.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
drive ^vb++++=drive
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
woods ^nns++++=woods
next ^ap++++=next
time. ^nn+++??+=time.''
'' ^nn+++??+=EXTRAWORD
But ^cc++++=But
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
keep ^vb++++=keep
it ^pp3+it+++=it
up ^rp++++=up;
; ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
became ^vbd+++xvbnx+=became
more ^rbr++++=more
brilliant ^jj++++=brilliant
as ^in++++=as
the ^ati++++=the
game ^nn++++=game
progressed ^vprf+++xvbn+=progressed.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
with ^in++++=with
Hathaway ^np++++=Hathaway's
's ^$++++=EXTRAWORD
heady ^jj++++=heady
pitching ^jj+++xvbg+=pitching
we ^pp1a+pp1+++=we
soon ^rb+tm+++=soon
disposed ^jj+++xvbn+=disposed
of ^in+ppvb+++=of
them ^pp3o+pp3+++=them
when ^wrb+who+++=when
at ^in++++=at
the ^ati++++=the
bat ^nn++++=bat;
; ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
turns ^nns++++=turns,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
fielding ^nn++++=fielding
of ^in++++=of
these ^dt+dem+++=these
backwoodsmen ^jj+++xvbn+=backwoodsmen,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
also ^rb++++=also
fruitless ^jj+pred+++=fruitless.
. ^zz++++=EXTRAWORD
Merritt ^np+++??+=Merritt,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
mind ^nn++++=mind
ever ^rb++++=ever
on ^in++++=on
the ^ati++++=the
slice ^nn++++=slice
of ^in++++=of
gate ^nn++++=gate
money ^nn++++=money
coming ^vwbg+++xvbg+=coming
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
won ^vbd+++xvbn+=won,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
fidget ^vbi+++??+=fidget
and ^cc++++=and
fume ^nn+++??+=fume
and ^cc++++=and
find ^vb+vprv+++=find
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
` ^zz++++=``You're
` ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
a ^rb++++=a
swell ^rb"++++=swell
lot ^nn++++=lot
of ^in++++=of
champions ^nns++++=champions,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
you? ^nn+++??+=you?''
'' ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
observed ^vbd+vprv++xvbnx+=observed
between ^in++++=between
innings ^nns++++=innings.
. ^zz++++=EXTRAWORD
All ^abn++++=All
baseball ^nn++++=baseball
players ^nns+nom+++=players
like ^vb++++=like
to ^to+vcmp+++=to
bat ^vbi++++=bat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
pleases ^vbz++++=pleases
them ^pp3o+pp3+++=them
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
base ^nn++++=base
hits ^nns++++=hits;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
is ^vbz+bez+vrb++=is
quite ^abl++++=quite
so ^ql+emph+++=so
painful ^jj++++=painful
as ^in++++=as
to ^in"++++=to
send ^vb++++=send
out ^rp+pl+++=out
hard ^jj+atrb+++=hard
liners ^nns++++=liners
only ^rb+down+++=only
to ^to++++=to
see ^vbi+vprv+tht0++=see
them ^pp3o+pp3+++=them
caught ^vbd+++xvbn+=caught.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
every ^at++++=every
man ^nn++++=man
on ^in++++=on
our ^pp$+pp1+++=our
team ^nn++++=team
connected ^vbd+++xvbn+=connected
with ^in++++=with
that ^dt+dem+++=that
lanky ^jj++++=lanky
twirler ^jjr++++=twirler's
's ^vbz+bez+vrb++0=EXTRAWORD
fast ^rb++++=fast
high ^jj+atrb+++=high
ball ^nn++++=ball
and ^cc++++=and
hit ^vpsv++agls+xvbn+=hit
with ^in++++=with
the ^ati++++=the
force ^nn++++=force
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
the ^ati++++=the
bat ^nn++++=bat
spring ^vb++++=spring
only ^rb+down+++=only
to ^in++++=to
have ^vbi++vrb++=have
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
rubes ^nns+++??+=rubes
get ^vb++++=get
his ^pp$+pp3+++=his
big ^jj+atrb+++=big
hands ^nns++++=hands
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Considering ^vbg+++xvbg+=Considering
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
in ^in++++=in
no ^at++++=no
angelic ^jj+atrb+++=angelic
frame ^nn++++=frame
of ^in++++=of
mind ^nn++++=mind
before ^cs+sub+++=before
the ^ati++++=the
game ^nn++++=game
started ^vbd+++xvbn+=started,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
view ^in"++++=view
of ^in"++++=of
Merritt ^np++++=Merritt's
's ^$++++=EXTRAWORD
persistently ^rb++++=persistently
increasing ^jj+atrb++xvbg+=increasing
ill ^jj+atrb+++=ill
humor ^nn++++=humor,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
failure ^nn++++=failure
of ^in++++=of
ours ^pp$$++++=ours
to ^to++++=to
hit ^vbi++++=hit
a ^at++++=a
ball ^nn++++=ball
safely ^rb++++=safely
gradually ^rb++++=gradually
worked ^vbd+++xvbn+=worked
us ^pp1o+pp1+++=us
into ^in++++=into
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
frenzy ^nn++++=frenzy.
. ^zz++++=EXTRAWORD
From ^in++++=From
indifference ^nn+nom+++=indifference
we ^pp1a+pp1+++=we
passed ^vbd+++xvbn+=passed
to ^in++++=to
determination ^nn+nom+++=determination,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
that ^cs+sub+++=that
to ^in++++=to
sheer ^jjb+atrb+++=sheer
passionate ^jj+atrb+++=passionate
purpose ^nn++++=purpose.
. ^zz++++=EXTRAWORD
Luck ^nn++++=Luck
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
turning ^vbg+++xvbgx+=turning
in ^rb+phrv+++=in
the ^ati++++=the
sixth ^od++++=sixth
inning ^nvbg+++xvbg+=inning.
. ^zz++++=EXTRAWORD
With ^in++++=With
one ^cd1++++=one
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Lake ^npl++++=Lake
hit ^vbd+++xvbn+=hit
a ^at++++=a
beauty ^nn++++=beauty
to ^in++++=to
right ^nn++++=right.
. ^zz++++=EXTRAWORD
Doran ^np+++??+=Doran
beat ^vbd+++xvbn+=beat
an ^at++++=an
infield ^nn+++??+=infield
grounder ^jjr++++=grounder
and ^cc+phrs+++=and
reached ^jj+++xvbn+=reached
first ^rb++++=first.
. ^zz++++=EXTRAWORD
Hathaway ^np+++??+=Hathaway
struck ^vbd+++xvbn+=struck
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
With ^in++++=With
Browning ^np+++??+=Browning
up ^rp++++=up
and ^cc++++=and
me ^pp1o+pp1+++=me
next ^rb+cnj+++=next,
, ^zz++++=EXTRAWORD
the ^ati++++=the
situation ^nn+nom+++=situation
looked ^vbd+++xvbn+=looked
rather ^rb++++=rather
precarious ^jj++++=precarious
for ^in++++=for
the ^ati++++=the
Canadians ^nn++++=Canadians.
. ^zz++++=EXTRAWORD
` ^zz++++=``Say,
` ^zz++++=EXTRAWORD
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Deerfoot, ^np+++??+=Deerfoot,''
'' ^nn+++??+=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
