We ^pp1a+pp1+++=We
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
admitted ^vpsv++agls+xvbnx+=admitted
that ^tht+vcmp+++=that
the ^ati++++=the
parliamentary ^jj+atrb+++=parliamentary
genius ^nn++++=genius
of ^in++++=of
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
would ^md+prd+++=would
be ^vb+be+vrb++=be
quite ^rb++++=quite
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
reconcile ^vb++++=reconcile
such ^abl++++=such
small ^jj+atrb+++=small
discrepancies ^nns++++=discrepancies
as ^ql++++=as
these ^dt+pdem+++=these;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
remained ^vprf+++xvbn+=remained
the ^ati++++=the
additional ^jj+atrb+++=additional
difficulty ^nn++++=difficulty
that ^tht+rel+obj++=that
each ^ppls++++=each
of ^in++++=of
the ^ati++++=the
twelve ^cd++++=twelve
made ^vprf+++xvbn+=made
entirely ^rb+amp+++=entirely
different ^jj+atrb+++=different
statements ^nns+nom+++=statements
at ^in++++=at
different ^jj+atrb+++=different
places ^nns++++=places,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
all ^abn++++=all
the ^ati++++=the
twelve ^cd++++=twelve
called ^vwbn+++xvbn+=called
everything ^pn++++=everything
visible ^jj++++=visible
and ^cc+phrs+++=and
invisible ^jj++++=invisible,
, ^zz++++=EXTRAWORD
sacred ^jj++++=sacred
and ^cc+phrs+++=and
profane ^jj++++=profane,
, ^zz++++=EXTRAWORD
to ^in++++=to
witness ^nns+nom+++=witness,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
a ^at++++=a
perfectly ^rb+amp+++=perfectly
impregnable ^jj+atrb+++=impregnable
phalanx ^nn+++??+=phalanx
of ^in++++=of
unanimity ^nn+nom+++=unanimity.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
apprehended ^vpsv++agls+xvbnx+=apprehended,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
stumbling ^jj++++=stumbling-block
- ^zz++++=EXTRAWORD
block ^nn++++=EXTRAWORD
to ^in++++=to
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
The ^ati++++=The
difficulty ^nn++++=difficulty
came ^vbd+++xvbn+=came
before ^in++++=before
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
down ^rp++++=down
to ^in++++=to
Verbosity ^np+nom++??+=Verbosity
to ^to++++=to
meet ^vbi++++=meet
his ^pp$+pp3+++=his
free ^jj+atrb+++=free
and ^cc+phrs+++=and
independent ^jj+atrb+++=independent
constituents ^nns++++=constituents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
render ^vbi++++=render
an ^at++++=an
account ^nn++++=account
( ^zz++++=(as
as ^ql++++=EXTRAWORD
he ^pp3a+pp3+++=he
informed ^vbd+++xvbnx+=informed
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
local ^jj+atrb+++=local
papers ^nns++++=papers)
) ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
trust ^nn++++=trust
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
confided ^vprf+++xvbnx+=confided
to ^in++++=to
his ^pp$+pp3+++=his
hands ^nns++++=hands
that ^tht+rel+subj++=that
trust ^vb+vprv+++=trust
which ^wdt+who+whcl++=which
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
proudest ^jjt+atrb+++=proudest
privileges ^nns++++=privileges
of ^in++++=of
an ^at++++=an
Englishman ^nn+nom+++=Englishman
to ^to++++=to
possess ^nns+nom+++=possess
that ^dt+dem+++=that
trust ^nn+vprv+++=trust
which ^wdt+who+whcl++=which
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
proudest ^jjt+atrb+++=proudest
privilege ^nn++++=privilege
of ^in++++=of
an ^at++++=an
Englishman ^nn+nom+++=Englishman
to ^to++++=to
hold ^vbi+vprv+++=hold.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
be ^vb+be+aux++=be
mentioned ^vpsv++agls+xvbnx+=mentioned
as ^ql++++=as
a ^at++++=a
proof ^nn++++=proof
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
general ^jj+atrb+++=general
interest ^nn++++=interest
attaching ^vwbg+++xvbg+=attaching
to ^in++++=to
the ^ati++++=the
contest ^nn++++=contest,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
Lunatic ^jj++++=Lunatic
whom ^whp+wpor+++=whom
nobody ^pn++++=nobody
employed ^vbd+++xvbn+=employed
or ^cc+phrs+++=or
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
down ^rp++++=down
to ^in++++=to
Verbosity ^np+nom++??+=Verbosity
with ^in++++=with
several ^ap++++=several
thousand ^cd++++=thousand
pounds ^nns++++=pounds
in ^in++++=in
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
determined ^j+++xvbn+=determined
to ^to+jcmp+++=to
give ^vbi++++=give
the ^ati++++=the
whole ^nn++++=whole
away ^rp+pl+++=away
which ^whp+who+++=which
he ^pp3a+pp3+++=he
actually ^rb+amp+++=actually
did ^vbd+dod+vrb++=did;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
all ^abn++++=all
the ^ati++++=the
publicans ^nns+nom+++=publicans
opened ^vbd+++xvbn+=opened
their ^pp$+pp3+++=their
houses ^nns++++=houses
for ^in++++=for
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Likewise ^rb+cnj+++=Likewise,
, ^zz++++=EXTRAWORD
several ^ap++++=several
fighting ^jj+atrb++xvbg+=fighting
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
patriotic ^jj+atrb+++=patriotic
group ^nn++++=group
of ^in++++=of
burglars ^nns+++??+=burglars
sportively ^jj++++=sportively
armed ^jj+++xvbn+=armed
with ^in++++=with
life ^nn++++=life-preservers,
- ^zz++++=EXTRAWORD
preservers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
proceeded ^j+++xvbn+=proceeded
( ^zz++++=(in
in ^in++++=EXTRAWORD
barouches ^nns+++??+=barouches
and ^cc++++=and
very ^ql+amp+++=very
drunk ^jj+++xvbn+=drunk)
) ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
action ^nn++++=action
at ^in++++=at
their ^pp$+pp3+++=their
own ^ap++++=own
expense ^nn++++=expense;
; ^zz++++=EXTRAWORD
these ^dt+dem+++=these
children ^nns++++=children
of ^in++++=of
nature ^nn++++=nature
having ^xvbg+++xvbg+=having
conceived ^vprf+++xvbn+=conceived
a ^at++++=a
warm ^jj+atrb+++=warm
attachment ^nn+nom+++=attachment
to ^in++++=to
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
intending ^nvbg+++xvbg+=intending,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
artless ^jj+atrb+++=artless
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
to ^to++++=to
testify ^vbi+vpub+++=testify
it ^pp3+it+++=it
by ^in++++=by
knocking ^xvbg+++xvbg+=knocking
the ^ati++++=the
voters ^nns++++=voters
in ^in++++=in
the ^ati++++=the
opposite ^jj+atrb+++=opposite
interest ^nn++++=interest
on ^in++++=on
the ^ati++++=the
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
being ^xvbg+++xvbg+=being
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
his ^pp$+pp3+++=his
constituents ^nns++++=constituents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
having ^xvbg+++xvbg+=having
professed ^vbd+++xvbn+=professed
with ^in++++=with
great ^jj+atrb+++=great
suavity ^nn+nom+++=suavity
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
delighted ^jj++agls+xvbnx+=delighted
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
friend ^nn++++=friend
Tipkisson ^np+++??+=Tipkisson
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
working ^vbg+++xvbg+=working-dress
- ^zz++++=EXTRAWORD
dress ^nn++++=EXTRAWORD
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
friend ^nn++++=friend
Tipkisson ^np+++??+=Tipkisson
being ^vwbg+beg++xvbg+=being
an ^at++++=an
inveterate ^jj++++=inveterate
saddler ^jjr++++=saddler,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
always ^rb++++=always
opposes ^vbz++++=opposes
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
whom ^whp+rel+pied++=whom
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
a ^at++++=a
mortal ^jj+atrb+++=mortal
hatred ^nn++++=hatred
made ^vbd+++xvbn+=made
them ^pp3o+pp3+++=them
a ^at++++=a
brisk ^jj++++=brisk,
, ^zz++++=EXTRAWORD
ginger ^nn++++=ginger-beery
- ^zz++++=EXTRAWORD
beery ^nn++++=EXTRAWORD
sort ^rb+hdg+++=sort
of ^rb"+hdg"+++=of
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
showed ^vbd+vprv++xvbnx+=showed
them ^pp3o+pp3+++=them
how ^wrb+who+++=how
the ^ati++++=the
dozen ^cd++++=dozen
noblemen ^nns++++=noblemen
and ^cc++++=and
gentlemen ^nns++++=gentlemen
had ^vb+hv+vrb++=had
( ^zz++++=(in
in ^in++++=EXTRAWORD
exactly ^rb++++=exactly
ten ^cd++++=ten
days ^nns++++=days
from ^in++++=from
their ^pp$+pp3+++=their
coming ^nvbg+++xvbg+=coming
in ^in++++=in)
) ^zz++++=EXTRAWORD
exercised ^vbd+++xvbn+=exercised
a ^at++++=a
surprisingly ^rb++++=surprisingly
beneficial ^jj+atrb+++=beneficial
effect ^nn++++=effect
on ^in++++=on
the ^ati++++=the
whole ^jj+atrb+++=whole
financial ^jj+atrb+++=financial
condition ^nn+nom+++=condition
of ^in++++=of
Europe ^np++++=Europe,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
altered ^vprf+++xvbnx+=altered
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
the ^ati++++=the
exports ^nns++++=exports
and ^cc++++=and
imports ^nns++++=imports
for ^in++++=for
the ^ati++++=the
current ^jj++++=current
half ^abn++++=half-year,
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
prevented ^vprf+++xvbnx+=prevented
the ^ati++++=the
drain ^nn++++=drain
of ^in++++=of
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
all ^abn++++=all
that ^dt+dem+++=that
matter ^nn++++=matter
right ^jj++++=right
about ^in++++=about
the ^ati++++=the
glut ^nn+++??+=glut
of ^in++++=of
the ^ati++++=the
raw ^jj+atrb+++=raw
material ^nn++++=material,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
restored ^vprf+++xvbnx+=restored
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
balances ^nns+nom+++=balances
with ^in++++=with
which ^whp+rel+pied++=which
the ^ati++++=the
superseded ^jj+atrb++xvbn+=superseded
noblemen ^nns++++=noblemen
and ^cc++++=and
gentlemen ^nns++++=gentlemen
had ^vbd+hvd+aux++=had
played ^vprf+++xvbnx+=played
the ^ati++++=the
deuce ^nn+++??+=deuce
and ^cc++++=and
all ^rb++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
with ^in++++=with
wheat ^nn++++=wheat
at ^rb++++=at
so ^ql++++=so
much ^ap++++=much
a ^at++++=a
quarter ^nn++++=quarter,
, ^zz++++=EXTRAWORD
gold ^nn++++=gold
at ^rb++++=at
so ^ql++++=so
much ^ap++++=much
an ^at++++=an
ounce ^nn++++=ounce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Bank ^nn++++=Bank
of ^in++++=of
England ^np++++=England
discounting ^vwbg+++xvbg+=discounting
good ^jj+atrb+++=good
bills ^nns++++=bills
at ^rb++++=at
so ^ql++++=so
much ^ap++++=much
per ^nnu++++=per
cent ^nnu"++++=cent.!
. ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
be ^vb+be+aux++=be
asked ^vpsv++agls+xvbnx+=asked,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
observed ^vbd+vprv++xvbnx+=observed
in ^in++++=in
a ^at++++=a
peroration ^nn+nom+++=peroration
of ^in++++=of
great ^jj+atrb+++=great
power ^nn++++=power,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
were ^vbd+bed+aux++=were
his ^pp$+pp3+++=his
principles ^nns++++=principles?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles
were ^vbd+bed+vrb++=were
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
always ^rb++++=always
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles
were ^vbd+bed+aux++=were
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
the ^ati++++=the
countenances ^nns+nom++??+=countenances
of ^in++++=of
the ^ati++++=the
lion ^nn++++=lion
and ^cc++++=and
unicorn ^nn++++=unicorn;
; ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
stamped ^vpsv++agls+xvbnx+=stamped
indelibly ^rb++++=indelibly
upon ^in++++=upon
the ^ati++++=the
royal ^jj+atrb+++=royal
shield ^nn++++=shield
which ^whp+rel+obj++=which
those ^dt+dem+++=those
grand ^jj+atrb+++=grand
animals ^nns+nom+++=animals
supported ^vbd+++xvbn+=supported,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
the ^ati++++=the
free ^jj+atrb+++=free
words ^nns++++=words
of ^in++++=of
fire ^nn++++=fire
which ^whp+rel+obj++=which
that ^dt+dem+++=that
shield ^nn++++=shield
bore ^vbd+++xvbn+=bore.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
Britannia ^np++++=Britannia
and ^cc++++=and
her ^pp$+pp3+++=her
sea ^nn++++=sea-king
- ^zz++++=EXTRAWORD
king ^npt++++=EXTRAWORD
trident ^jj++++=trident!
! ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
prosperity ^nn+nom+++=prosperity
co ^nn++++=co-existently
- ^zz++++=EXTRAWORD
existently ^jj++++=EXTRAWORD
with ^in++++=with
perfect ^jj++++=perfect
and ^cc+phrs+++=and
profound ^jj+atrb+++=profound
agricultural ^jj+atrb+++=agricultural
contentment ^nn+nom+++=contentment;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
short ^jj++++=short
of ^in++++=of
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
would ^md+prd+++=would
never ^rb++splt++=never
stop ^vb++++=stop.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
addition ^nn+nom+++=addition
of ^in++++=of
his ^pp$+pp3+++=his
colours ^nns++++=colours
nailed ^vwbn+++xvbn+=nailed
to ^in++++=to
the ^ati++++=the
mast ^nn++++=mast,
, ^zz++++=EXTRAWORD
every ^at++++=every
man ^nn++++=man's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
in ^in++++=in
the ^ati++++=the
right ^jj+atrb+++=right
place ^nn++++=place,
, ^zz++++=EXTRAWORD
every ^at++++=every
man ^nn++++=man's
's ^$++++=EXTRAWORD
eye ^nn++++=eye
open ^nn++++=open,
, ^zz++++=EXTRAWORD
every ^at++++=every
man ^nn++++=man's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
ready ^jj++++=ready,
, ^zz++++=EXTRAWORD
every ^at++++=every
man ^nn++++=man's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
on ^in++++=on
the ^ati++++=the
alert ^nn++++=alert.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles
were ^vbd+bed+vrb++=were
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
concurrently ^rb++++=concurrently
with ^in++++=with
a ^at++++=a
general ^jj+atrb+++=general
revision ^nn++++=revision
of ^in++++=of
something ^pn++++=something
speaking ^vbg+++xvbg+=speaking
generally ^rb+down+++=generally
and ^cc++++=and
a ^at++++=a
possible ^jj+atrb+++=possible
readjustment ^nn+nom+++=readjustment
of ^in++++=of
something ^pn++++=something
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
mentioned ^vpsv++agls+xvbnx+=mentioned
more ^rbr++++=more
particularly ^rb++++=particularly.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
principles ^nns++++=principles,
, ^zz++++=EXTRAWORD
to ^in++++=to
sum ^nn++++=sum
up ^rp++++=up
all ^rb++++=all
in ^in++++=in
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
Hearths ^np+++??+=Hearths
and ^cc++++=and
Altars ^nns++++=Altars,
, ^zz++++=EXTRAWORD
Labour ^nn++++=Labour
and ^cc++++=and
Capital ^nn++++=Capital,
, ^zz++++=EXTRAWORD
Crown ^nn++++=Crown
and ^cc++++=and
Sceptre ^np+++??+=Sceptre,
, ^zz++++=EXTRAWORD
Elephant ^nn+nom+++=Elephant
and ^cc++++=and
Castle ^nn++++=Castle.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
friend ^nn++++=friend
Tipkisson ^np+++??+=Tipkisson
required ^vbd+++xvbn+=required
any ^dti++++=any
further ^jjb+atrb+++=further
explanation ^nn+nom+++=explanation
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
( ^zz++++=(our
our ^pp$+pp1+++=EXTRAWORD
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend)
) ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
willing ^jj++++=willing
and ^cc+phrs+++=and
ready ^jj++++=ready
to ^to+jcmp+++=to
give ^vbi++++=give
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
all ^abn++++=all
this ^dt+dem+++=this
time ^nn++++=time
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
conspicuous ^jj++++=conspicuous
in ^in++++=in
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
arms ^nns++++=arms
folded ^vbd+++xvbn+=folded
and ^cc++++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
intently ^rb++++=intently
fastened ^vprf+++xvbn+=fastened
on ^in++++=on
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend:
: ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
throughout ^rb++++=throughout
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
address ^nns+nom+++=address
had ^vb+hv+vrb++=had
not ^xnot++not++=not
relaxed ^jj+++xvbn+=relaxed
a ^at++++=a
muscle ^nn++++=muscle
of ^in++++=of
his ^pp$+pp3+++=his
visage ^nn++++=visage,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
wholly ^rb++++=wholly
unaffected ^jj++++=unaffected
by ^in++++=by
the ^ati++++=the
torrent ^nn++++=torrent
of ^in++++=of
eloquence ^nn+nom+++=eloquence:
: ^zz++++=EXTRAWORD
an ^at++++=an
object ^nn++++=object
of ^in++++=of
contempt ^nn++++=contempt
and ^cc++++=and
scorn ^nn++++=scorn
to ^in++++=to
mankind ^nn++++=mankind
( ^zz++++=(by
by ^in++++=EXTRAWORD
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
supporters ^nns+nom+++=supporters
of ^in++++=of
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson
now ^rn+tm+++=now
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
plain ^jj+atrb+++=plain
man ^nn++++=man
( ^zz++++=(Cries
cries ^nns++++=EXTRAWORD
of ^in++++=of
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
indeed! ^nn+++??+=indeed!'),
'), ^nn+++??+=EXTRAWORD
and ^cc++++=and
that ^dt+pdem+++=that
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
and ^cc++++=and
the ^ati++++=the
dozen ^cd++++=dozen
noblemen ^nns++++=noblemen
and ^cc++++=and
gentlemen ^nns++++=gentlemen
were ^vbd+bed+aux++=were
driving ^vbg+++xvbgx+=driving
at ^rb++++=at?
? ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
immediately ^rb+tm+++=immediately
replied ^vbd+vpub++xvbn+=replied,
, ^zz++++=EXTRAWORD
' ^zz++++='At
at ^rb++++=EXTRAWORD
the ^ati++++=the
illimitable ^jj+atrb+++=illimitable
perspective ^nn++++=perspective.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
considered ^vpsv++by+xvbnx+=considered
by ^in++++=by
the ^ati++++=the
whole ^jj+atrb+++=whole
assembly ^nn++++=assembly
that ^tht+rel+obj++=that
this ^dt+dem+++=this
happy ^jj+atrb+++=happy
statement ^nn+nom+++=statement
of ^in++++=of
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend's
's ^vbz+bez+vrb++0=EXTRAWORD
political ^jj+atrb+++=political
views ^nns++++=views
ought ^md+nec+++=ought,
, ^zz++++=EXTRAWORD
immediately ^rb+cnj+++=immediately,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi+vbi+aux++=have
settled ^vprf+++xvbnx+=settled
Tipkisson ^np++++=Tipkisson's
's ^$++++=EXTRAWORD
business ^nns+nom+++=business
and ^cc++++=and
covered ^jj+++xvbn+=covered
him ^pp3o+pp3+++=him
with ^in++++=with
confusion ^nn++++=confusion;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
implacable ^jj+atrb+++=implacable
person ^nn++++=person,
, ^zz++++=EXTRAWORD
regardless ^rb++++=regardless
of ^in++++=of
the ^ati++++=the
execrations ^nns+nom+++=execrations
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
heaped ^vpsv++agls+xvbnx+=heaped
upon ^in++++=upon
him ^pp3o+pp3+++=him
from ^in++++=from
all ^abn++++=all
sides ^nns++++=sides
( ^zz++++=(by
by ^in++++=EXTRAWORD
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
from ^in++++=from
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
side ^nn++++=side),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
persisted ^j+++xvbn+=persisted
in ^in++++=in
retaining ^xvbg+++xvbg+=retaining
an ^at++++=an
unmoved ^jj+atrb+++=unmoved
countenance ^nn+nom+++=countenance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
obstinately ^rb++++=obstinately
retorted ^vprf+++xvbn+=retorted
that ^dt+dem+++=that
if ^cs+cnd+++=if
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
meant ^vbd+vprv+tht0+xvbn+=meant
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
That ^dt+pdem+++=THAT
meant ^vbd+vprv++xvbn+=meant?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
repelling ^nn+nom+++=repelling
this ^dt+dem+++=this
most ^ql+emph+++=most
objectionable ^jj+atrb+++=objectionable
and ^cc+phrs+++=and
indecent ^jj+atrb+++=indecent
opposition ^nn+nom+++=opposition,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
displayed ^vbd+++xvbn+=displayed
his ^pp$+pp3+++=his
