If ^cs+cnd+++=If
Doughnut ^np+++??+=Doughnut,
, ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Bella ^&fw++++=Bella,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Joe ^np++++=Joe,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mabel ^np+++??+=Mabel,
, ^zz++++=EXTRAWORD
the ^ati++++=the
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
slapstick ^nn++++=slapstick
adventures ^nns++++=adventures.
. ^zz++++=EXTRAWORD
Pa ^npt++++=Pa,
, ^zz++++=EXTRAWORD
Ma ^npt++++=Ma
and ^cc++++=and
Aunt ^nn++++=Aunt
Bella ^&fw++++=Bella
are ^vb+ber+vrb++=are
pure ^jj+atrb+++=pure
gargoyles ^nns+++??+=gargoyles;
; ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Joe ^np++++=Joe
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more
nearly ^rb+down+++=nearly
semi ^nn+++??+=semi-human,
- ^zz++++=EXTRAWORD
human ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mabel ^np+++??+=Mabel
is ^vbz+bez+vrb++=is
a ^at++++=a
perfect ^jj+atrb+++=perfect
darling ^np+nom+++=darling.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
often ^rb++splt++=often
wondered ^vprf+++xvbnx+=wondered
who ^whp+who+++=who
did ^vbd+dod+vrb++=did
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
unsigned ^vpsv++agls+xvbnx+=unsigned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
often ^rb++splt++=often
thought ^vprf+++xvbnx+=thought
what ^wdt+who+++=what
a ^at++++=a
deuced ^jj+atrb++xvbn+=deuced
brainy ^nn+++??+=brainy
fellow ^jjb++++=fellow
the ^ati++++=the
chap ^nn++++=chap
must ^md+nec+++=must
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
old ^jj+atrb+++=old
Archie ^np++++=Archie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stammered ^vbd+++xvbnx+=stammered
as ^ql++++=as
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
congratulate ^nn+nom+++=congratulate
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
winced ^vbd+++xvbnx+=winced.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
gargle ^nn++++=gargle,
, ^zz++++=EXTRAWORD
Reggie ^np+++??+=Reggie,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj++++=good
fellow ^jjb++++=fellow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
nerves ^nns++++=nerves
are ^vb+ber+vrb++=are
all ^abn++++=all
on ^in++++=on
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
the ^ati++++=the
Doughnuts ^np+++??+=Doughnuts.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
or ^cc++++=or
starvation ^nn+nom+++=starvation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
the ^ati++++=the
idea ^nn++++=idea
one ^cd1++++=one
night ^nn++++=night
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
toothache ^nn++++=toothache,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
next ^ap++++=next
day ^nn++++=day
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
some ^dti++++=some
specimens ^nns++++=specimens
round ^nn++++=round
to ^in++++=to
an ^at++++=an
editor ^nn++++=editor.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rolled ^vbd+++xvbnx+=rolled
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
to ^to++++=to
start ^vbi++++=start
in ^in++++=in
and ^cc++++=and
go ^vb++++=go
on ^in++++=on
till ^cs+sub+++=till
further ^jjb+atrb+++=further
notice ^nn++++=notice.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
them ^pp3o+pp3+++=them
without ^in++++=without
a ^at++++=a
break ^nn++++=break.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
go ^vb++++=go
on ^in++++=on
drawing ^xvbg+++xvbg+=drawing
these ^dt+dem+++=these
infernal ^nn+nom+++=infernal
things ^nns++++=things,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
penniless ^jj+pred+++=penniless.
. ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
you ^pp2+pp2+++=you
must ^md+nec+++=must
tell ^vb++++=tell
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Reggie ^np+++??+=Reggie.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
ever ^rb++++=ever
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
Eunice ^np+++??+=Eunice
Nugent ^np+++??+=Nugent?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
knowledge ^nn++++=knowledge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
she ^pp3a+pp3+++=she
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
sprint ^nn++++=sprint
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
joyway ^nn+++??+=joyway
at ^rb++++=at
the ^ati++++=the
Hippodrome ^np++++=Hippodrome,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
would ^md+prd+++=would."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
this ^dt+dem+++=this
rather ^rb++++=rather
uncalled ^jj+++xvbn+=uncalled-for,
- ^zz++++=EXTRAWORD
for ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv+tht0+xvbg+=seeing
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
scarcely ^rb+down+++=scarcely
know ^vb+vprv+++=know
a ^at++++=a
dozen ^cd++++=dozen
of ^in++++=of
the ^ati++++=the
Hippodrome ^np++++=Hippodrome
chorus ^nn++++=chorus,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
allowances ^nns+nom+++=allowances
for ^in++++=for
his ^pp$+pp3+++=his
state ^nn++++=state
of ^in++++=of
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
poetess ^nns+nom+++=poetess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
her ^pp$+pp3+++=her
work ^nn++++=work
has ^vbz+hvz+aux++=has
appeared ^vprf+++xvbnx+=appeared
in ^in++++=in
lots ^nns++++=lots
of ^in++++=of
good ^jj+atrb+++=good
magazines ^nns++++=magazines.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
idea ^nn++++=idea
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+aux++=be
utterly ^rb+amp+splt++=utterly
horrified ^vpsv++agls+xvbnx+=horrified
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
never ^rb++++=never
be ^vb+be+vrb++=be
quite ^rb++++=quite
the ^ati++++=the
same ^ap++++=same
to ^in++++=to
me ^pp1o+pp1+++=me
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
meet ^vbi++++=meet
her ^pp$+pp3+++=her
and ^cc++++=and
judge ^nn++++=judge
for ^in++++=for
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
just ^rb+emph+++=just
possible ^jj++++=possible
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
taking ^vbg+++xvbgx+=taking
too ^ql++++=too
morbid ^jj++++=morbid
a ^at++++=a
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
want ^vb++++=want
an ^at++++=an
unprejudiced ^jj+atrb++xvbn+=unprejudiced
outside ^jjb+atrb+++=outside
opinion ^nn++++=opinion.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
and ^cc++++=and
lunch ^nn++++=lunch
with ^in++++=with
us ^pp1o+pp1+++=us
at ^in++++=at
the ^ati++++=the
Piccadilly ^np++++=Piccadilly
tomorrow ^nr+tm+++=tomorrow,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
absolutely ^rb+amp+++=absolutely
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
glance ^nn++++=glance
at ^in++++=at
Miss ^npt++++=Miss
Nugent ^np++++=Nugent
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
the ^ati++++=the
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
boy ^nn++++=boy
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
the ^ati++++=the
correct ^jj+atrb+++=correct
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hardly ^rb+down+++=hardly
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
describe ^vbi++++=describe
the ^ati++++=the
impression ^nn++++=impression
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
on ^rp++++=on
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
Pic ^np++++=Pic,
, ^zz++++=EXTRAWORD
Archie ^np++++=Archie
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
me ^pp1o+pp1+++=me
that ^dt+pdem+++=that
what ^wdt+who+++=what
first ^od++++=first
attracted ^vprf+++xvbn+=attracted
him ^pp3o+pp3+++=him
to ^in++++=to
her ^pp$+pp3+++=her
was ^vbd+bedz+vrb++=was
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
so ^ql++++=so
utterly ^rb+amp+++=utterly
unlike ^in++++=unlike
Mabel ^np+++??+=Mabel
Doughnut ^np+++??+=Doughnut;
; ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
had ^vb+hv+aux++=had
not ^xnot++not++=not
prepared ^vbd+++xvbn+=prepared
me ^pp1o+pp1+++=me
for ^in++++=for
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
intense ^jj++++=intense,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
mean ^vb+vprv+++=mean--kind
-- ^--+clp+++=EXTRAWORD
kind ^rb+hdg+++=EXTRAWORD
of ^rb"+hdg"+++=of
spiritual ^jj++++=spiritual.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
perfectly ^rb+amp+++=perfectly
pleasant ^jj+pred+++=pleasant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drew ^vbd+++xvbn+=drew
me ^pp1o+pp1+++=me
out ^rp+pl+++=out
about ^in++++=about
golf ^nn++++=golf
and ^cc++++=and
all ^abn++++=all
that ^dt+dem+++=that
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
considered ^vbd+vprv++xvbnx+=considered
me ^pp1o+pp1+++=me
an ^at++++=an
earthy ^jj+atrb+++=earthy
worm ^nn++++=worm
whose ^whp+rel+obj++=whose
loftier ^jjr+atrb+++=loftier
soul ^nn++++=soul-essence
- ^zz++++=EXTRAWORD
essence ^nn+nom+++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
carelessly ^rb++splt++=carelessly
left ^vpsv++agls+xvbn+=left
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
composition ^nn+nom+++=composition
at ^in++++=at
birth ^nn++++=birth.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
made ^vbd+++xvbnx+=made
me ^pp1o+pp1+++=me
wish ^vb+vprv+++=wish
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
a ^at++++=a
musical ^jj+atrb+++=musical
comedy ^nn++++=comedy
or ^cc++++=or
danced ^vpsv++agls+xvbn+=danced
on ^in++++=on
a ^at++++=a
supper ^nn++++=supper
table ^nn++++=table
on ^in++++=on
New ^jj+atrb+++=New
Year ^np++++=Year's
's ^$++++=EXTRAWORD
Eve ^nn++++=Eve.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
impression ^nn++++=impression
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
on ^rp++++=on
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
understand ^vb+vprv+++=understand
why ^wrb+who+whcl++=why
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
Archie ^np++++=Archie
jibbed ^vbd+++xvbn+=jibbed
at ^rb++++=at
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
bringing ^xvbg+++xvbg+=bringing
her ^pp3o+pp3+++=her
Funny ^jj+atrb+++=Funny
Slices ^nns++++=Slices,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pointing ^vbg+++xvbg+=pointing
at ^rb++++=at
the ^ati++++=the
Doughnuts ^np+++??+=Doughnuts
and ^cc++++=and
saying ^nvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="Me--I
me ^pp1o+pp1+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
notion ^nn++++=notion
was ^vbd+bedz+vrb++=was
absolutely ^rb+amp+++=absolutely
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shot ^nn+++xvbn+=shot
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
on ^in++++=on
the ^ati++++=the
board ^nn++++=board.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
Archie ^np++++=Archie
so ^rb++++=so
directly ^rb++++=directly
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="Old
old ^jj++++=EXTRAWORD
top ^jjb++++=top,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
keep ^vb++++=keep
it ^pp3+it+++=it
dark ^jj++++=dark."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
so ^rb++++=so.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
hate ^vb++++=hate
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
deceiving ^xvbg+++xvbg+=deceiving
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
get ^vb++++=get
used ^vbd+++xvbn+=used
to ^in++++=to
that ^dt+dem+++=that
now ^rn+tm+++=now
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
a ^at++++=a
married ^jj+atrb++xvbn+=married
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
trouble ^nn++++=trouble
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I
going ^vbg+++xvbg+=going
to ^in++++=to
account ^nn++++=account
for ^in++++=for
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
myself ^ppl+pp1+++=myself
pretty ^rb++++=pretty
well ^rb++++=well?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
her ^pp$+pp3+++=her
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
private ^jj+atrb+++=private
means ^nn++++=means,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
money ^nn++++=money
invested ^vbd+++xvbn+=invested
in ^in+strn+++=in?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Practically
practically ^rb+down+++=EXTRAWORD
all ^rb++++=all
of ^in++++=of
it ^pp3+it+++=it
in ^in++++=in
B ^zz++++=B.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
O ^zz++++=O.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Rails ^nns++++=Rails.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
devilish ^jj+atrb+++=devilish
good ^jj+atrb+++=good
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
A ^at++++=A
pal ^nn++++=pal
of ^in++++=of
mine ^pp$$++++=mine
put ^vbd+++xvbn+=put
me ^pp1o+pp1+++=me
onto ^in++++=onto
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
that ^cs+sub+++=that
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
pile ^nn++++=pile
of ^in++++=of
money ^nn++++=money
in ^in++++=in
B ^zz++++=B.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
O ^zz++++=O.
. ^zz++++=EXTRAWORD
P ^zz++++=P.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it
for ^in++++=for
granted ^vbd+vsua+tht0+xvbn+=granted
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
legacy ^nn++++=legacy.
. ^zz++++=EXTRAWORD
A ^at++++=A
spiritual ^jj+atrb+++=spiritual
girl ^nn++++=girl
like ^in++++=like
Miss ^npt++++=Miss
Nugent ^np++++=Nugent
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
likely ^jj++++=likely
to ^to+jcmp+++=to
inquire ^vbi++++=inquire
further ^jjb++++=further."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Reggie,
reggie ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
cuts ^vbz++++=cuts
both ^abx++++=both
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
spiritual ^jj+atrb+++=spiritual
gag ^nn++++=gag.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
held ^vbd+vprv++xvbnx+=held
the ^ati++++=the
towel ^nn++++=towel
for ^in++++=for
Archie ^np++++=Archie,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
spectacled ^jj+atrb+++=spectacled
girl ^nn++++=girl
with ^in++++=with
a ^at++++=a
mouth ^nn++++=mouth
like ^in++++=like
a ^at++++=a
rat ^nn++++=rat-trap,
- ^zz++++=EXTRAWORD
trap ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
something ^pn++++=something
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
the ^ati++++=the
Woman ^np++++=Woman's
's ^$++++=EXTRAWORD
Movement ^nn+nom+++=Movement,
, ^zz++++=EXTRAWORD
saw ^jj+atrb++xvbn+=saw
fair ^jj+atrb+++=fair
play ^nn++++=play
for ^in++++=for
Eunice ^np+++??+=Eunice.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
off ^rp+pl+++=off
to ^in++++=to
Scotland ^np++++=Scotland
for ^in++++=for
their ^pp$+pp3+++=their
honeymoon ^nn++++=honeymoon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wondered ^vbd+vprv++xvbnx+=wondered
how ^wrb+who+whcl++=how
the ^ati++++=the
Doughnuts ^np+++??+=Doughnuts
were ^vbd+bed+aux++=were
going ^md"++pmd"++=going
to ^md+prd+++=to
get ^vb++++=get
on ^in++++=on
in ^in++++=in
old ^jj+atrb+++=old
Archie ^np++++=Archie's
's ^$++++=EXTRAWORD
absence ^nn+nom+++=absence,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
buckled ^vprf+++xvbn+=buckled
down ^rp++++=down
to ^in++++=to
it ^pp3+it+++=it
and ^cc++++=and
