They ^pp3a+pp3+++=They
- ^zz++++=EXTRAWORD
nuts ^nns++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
ravenously ^jj++++=ravenously.
. ^zz++++=EXTRAWORD
The ^ati++++=The
purely ^rb++++=purely
animal ^jj+atrb+++=animal
instinct ^nn++++=instinct
satisfied ^vbd+++xvbn+=satisfied,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
borrowed ^vbd+++xvbn+=borrowed
from ^in++++=from
it ^pp3+it+++=it
a ^at++++=a
certain ^jj+atrb+++=certain
strength ^nn++++=strength
and ^cc++++=and
intuition ^nn+nom+++=intuition.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
limped ^vbd+++xvbnx+=limped
through ^in++++=through
the ^ati++++=the
thicket ^nn++++=thicket
not ^xnot++not++=not
unlike ^in++++=unlike
some ^dti++++=some
awkward ^jj+atrb+++=awkward,
, ^zz++++=EXTRAWORD
shy ^jj+atrb+++=shy
quadrumane ^nn+++??+=quadrumane,
, ^zz++++=EXTRAWORD
stopping ^vbg+++xvbg+=stopping
here ^rn+pl+++=here
and ^cc+phrs+++=and
there ^rn+pl+++=there
to ^to++++=to
peer ^vbi++++=peer
out ^rp+pl+++=out
through ^in++++=through
the ^ati++++=the
openings ^nns++++=openings
over ^in++++=over
the ^ati++++=the
marshes ^nns++++=marshes
that ^tht+rel+++=that
lay ^jjb+++xvbn+=lay
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
smell ^nn++++=smell
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
preternaturally ^rb++++=preternaturally
acute ^jj++++=acute.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
latter ^ap++++=latter
which ^whp+rel+subj++=which
suddenly ^rb++++=suddenly
arrested ^vbd+++xvbn+=arrested
his ^pp$+pp3+++=his
steps ^nns++++=steps
with ^in++++=with
the ^ati++++=the
odor ^nn++++=odor
of ^in++++=of
dried ^xvbn+++xvbn+=dried
fish ^nns++++=fish.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
a ^at++++=a
significance ^nn+nom+++=significance
beyond ^in++++=beyond
the ^ati++++=the
mere ^jjb+atrb+++=mere
instincts ^nns++++=instincts
of ^in++++=of
hunger ^nn++++=hunger--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
indicated ^vbd+vprv++xvbn+=indicated
the ^ati++++=the
contiguity ^nn+nom+++=contiguity
of ^in++++=of
some ^dti++++=some
Indian ^jj+atrb+++=Indian
encampment ^nn+nom+++=encampment.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^in++++=as
such ^abl++++=such--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
meant ^vbd+vprv++xvbn+=meant
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
torture ^nn++++=torture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
death ^nn++++=death.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
trembled ^j+++xvbn+=trembled
violently ^rb+cnj+++=violently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
collect ^vbi++++=collect
his ^pp$+pp3+++=his
scattered ^xvbn+++xvbn+=scattered
senses ^nns++++=senses.
. ^zz++++=EXTRAWORD
Redwood ^np+++??+=Redwood
Camp ^nn++++=Camp
had ^vbd+hvd+aux++=had
embroiled ^vprf+++xvbnx+=embroiled
itself ^ppl++++=itself
needlessly ^rb++++=needlessly
and ^cc+phrs+++=and
brutally ^rb++++=brutally
with ^in++++=with
the ^ati++++=the
surrounding ^jj+atrb++xvbg+=surrounding
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^ap+down+++=only
held ^vprf+++xvbn+=held
its ^pp$+it+++=its
own ^ap++++=own
against ^in++++=against
them ^pp3o+pp3+++=them
by ^in++++=by
reckless ^jj+atrb+++=reckless
courage ^nn+nom+++=courage
and ^cc++++=and
unerring ^jj+atrb+++=unerring
marksmanship ^nn+nom+++=marksmanship.
. ^zz++++=EXTRAWORD
The ^ati++++=The
frequent ^jj+atrb+++=frequent
use ^nn++++=use
of ^in++++=of
a ^at++++=a
casual ^nn++++=casual
wandering ^vwbg+++xvbg+=wandering
Indian ^jj++++=Indian
as ^ql++++=as
a ^at++++=a
target ^nn++++=target
for ^in++++=for
the ^ati++++=the
practising ^jj+atrb++xvbg+=practising
rifles ^nns++++=rifles
of ^in++++=of
its ^pp$+it+++=its
members ^nns+nom+++=members
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
up ^rb+phrv+++=up
an ^at++++=an
undying ^jj+atrb++xvbg+=undying
hatred ^nn++++=hatred
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
aborigines ^nns++++=aborigines
and ^cc++++=and
stimulated ^jj+++xvbn+=stimulated
them ^pp3o+pp3+++=them
to ^in++++=to
terrible ^jj+atrb+++=terrible
and ^cc+phrs+++=and
isolated ^jj+atrb++xvbn+=isolated
reprisals ^nns+nom+++=reprisals.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scalped ^jj+++xvbn+=scalped
and ^cc+phrs+++=and
skinned ^jj+atrb++xvbn+=skinned
dead ^jj+atrb+++=dead
body ^nn++++=body
of ^in++++=of
Jack ^np++++=Jack
Trainer ^np+++??+=Trainer,
, ^zz++++=EXTRAWORD
tied ^j+++xvbn+=tied
on ^in++++=on
his ^pp$+pp3+++=his
horse ^nn++++=horse
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
hideously ^rb++++=hideously
upright ^jj++++=upright
by ^in++++=by
a ^at++++=a
cross ^nn++++=cross
of ^in++++=of
wood ^nn++++=wood
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
night ^nn++++=night,
, ^zz++++=EXTRAWORD
a ^at++++=a
slow ^jj+atrb+++=slow
and ^cc+phrs+++=and
ghastly ^jj+atrb+++=ghastly
apparition ^nn+nom+++=apparition,
, ^zz++++=EXTRAWORD
into ^in++++=into
camp ^nn++++=camp;
; ^zz++++=EXTRAWORD
the ^ati++++=the
corpse ^nn++++=corpse
of ^in++++=of
Dick ^np++++=Dick
Ryner ^np+++??+=Ryner
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++agls+xvbnx+=found
anchored ^vprf+++xvbn+=anchored
on ^in++++=on
the ^ati++++=the
river ^nn++++=river-bed,
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
disembowelled ^j+++xvbn+=disembowelled
and ^cc+phrs+++=and
filled ^jj+++xvbn+=filled
with ^in++++=with
stone ^nn++++=stone
and ^cc++++=and
gravel ^nn++++=gravel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
solitary ^jj+atrb+++=solitary
and ^cc+phrs+++=and
unprotected ^jj+atrb+++=unprotected
member ^nn++++=member
of ^in++++=of
Redwood ^np+++??+=Redwood
Camp ^nn++++=Camp
who ^whp+rel+subj++=who
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
was ^vbd+bedz+aux++=was
doomed ^vpsv++agls+xvbnx+=doomed.
. ^zz++++=EXTRAWORD
Elijah ^np++++=Elijah
Martin ^np++++=Martin
remembered ^vwbn+vprv+tht0+xvbn+=remembered
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
fears ^nns++++=fears
gradually ^rb++++=gradually
began ^vbd+++xvbn+=began
to ^to++++=to
subside ^vbi++++=subside
in ^in++++=in
a ^at++++=a
certain ^jj+atrb+++=certain
apathy ^nn++++=apathy
of ^in++++=of
the ^ati++++=the
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
dulled ^xvbn+++xvbn+=dulled
his ^pp$+pp3+++=his
apprehensions ^nns++++=apprehensions
and ^cc++++=and
allowed ^vbd+++xvbn+=allowed
the ^ati++++=the
instinct ^nn++++=instinct
of ^in++++=of
hunger ^nn++++=hunger
to ^to++++=to
become ^vbi++++=become
again ^rb+tm+++=again
uppermost ^jj++++=uppermost.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
low ^jj+atrb+++=low
bark ^nn++++=bark
tents ^nns++++=tents,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
wigwams ^nns+++??+=wigwams,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Indians ^nn++++=Indians
were ^vbd+bed+aux++=were
hung ^vpsv++agls+xvbnx+=hung
with ^in++++=with
strips ^nns++++=strips
of ^in++++=of
dried ^jj+atrb++xvbn+=dried
salmon ^nn++++=salmon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
being ^nvbg+++xvbg+=being
was ^vbd+bedz+vrb++=was
new ^jj++++=new
centered ^jj+++xvbn+=centered
upon ^in++++=upon
an ^at++++=an
attempt ^nn++++=attempt
to ^to+ncmp+++=to
stealthily ^rb++splt++=stealthily
procure ^vbi++++=procure
a ^at++++=a
delicious ^jj+atrb+++=delicious
morsel ^nn+++??+=morsel.
. ^zz++++=EXTRAWORD
As ^ql++++=As
yet ^rb++++=yet
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
distinguished ^vprf+++xvbnx+=distinguished
no ^at++++=no
other ^ap++++=other
sign ^nn++++=sign
of ^in++++=of
life ^nn++++=life
or ^cc++++=or
habitation ^nn+nom+++=habitation;
; ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grown ^vprf+++xvbn+=grown
bolder ^jjr++++=bolder
with ^in++++=with
an ^at++++=an
animal ^nn++++=animal-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
trustfulness ^nns+nom+++=trustfulness
in ^in++++=in
his ^pp$+pp3+++=his
momentary ^jj+atrb+++=momentary
security ^nn+nom+++=security,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
crept ^vbd+++xvbnx+=crept
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
thicket ^nn++++=thicket
and ^cc++++=and
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
near ^in+pl+++=near
a ^at++++=a
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
low ^jj+atrb+++=low
mound ^nn+++??+=mound
or ^cc++++=or
burrow ^nn+++??+=burrow-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
structure ^nn++++=structure
of ^in++++=of
mud ^nn++++=mud
and ^cc++++=and
bark ^nn++++=bark
on ^in++++=on
the ^ati++++=the
river ^nn++++=river-bank.
- ^zz++++=EXTRAWORD
bank ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
single ^jj+atrb+++=single
narrow ^jj+atrb+++=narrow
opening ^nvbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
unlike ^in++++=unlike
the ^ati++++=the
entrance ^nn+nom+++=entrance
of ^in++++=of
an ^at++++=an
Esquimau ^np+++??+=Esquimau
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
upon ^in++++=upon
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Martin ^np++++=Martin
had ^vb+hv+vrb++=had
no ^at++++=no
difficulty ^nn++++=difficulty
in ^in++++=in
recognizing ^xvbg+++xvbg+=recognizing
the ^ati++++=the
character ^nn+nom+++=character
of ^in++++=of
the ^ati++++=the
building ^nvbg+++xvbg+=building.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
" ^zz++++="sweathouse,"
sweathouse ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
an ^at++++=an
institution ^nn+nom+++=institution
common ^jj++++=common
to ^in++++=to
nearly ^rb+down+++=nearly
all ^rb++++=all
the ^ati++++=the
aboriginal ^jj+atrb+++=aboriginal
tribes ^nns++++=tribes
of ^in++++=of
California ^np++++=California.
. ^zz++++=EXTRAWORD
Half ^abn++++=Half
a ^at++++=a
religious ^jj+atrb+++=religious
temple ^nn++++=temple,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
also ^rb++++=also
half ^rb++++=half
a ^at++++=a
sanitary ^jj+atrb+++=sanitary
asylum ^nn++++=asylum,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
Russian ^jj+atrb+++=Russian
bath ^nn++++=bath
or ^cc++++=or
superheated ^jj+atrb++xvbn+=superheated
vault ^nn++++=vault,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
braves ^nns++++=braves,
, ^zz++++=EXTRAWORD
sweltering ^jj+++xvbg+=sweltering
and ^cc+phrs+++=and
stifling ^jj++++=stifling
all ^rb++++=all
night ^nn++++=night,
, ^zz++++=EXTRAWORD
by ^in++++=by
smothered ^vbd+++xvbn+=smothered
fires ^nns++++=fires,
, ^zz++++=EXTRAWORD
at ^rb++++=at
early ^jj+atrb+++=early
dawn ^nn++++=dawn
plunged ^vwbn+++xvbn+=plunged,
, ^zz++++=EXTRAWORD
perspiring ^vbg+++xvbg+=perspiring,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
ice ^nn++++=ice-cold
- ^zz++++=EXTRAWORD
cold ^jj+atrb+++=EXTRAWORD
river ^nn++++=river.
. ^zz++++=EXTRAWORD
The ^ati++++=The
heat ^nn++++=heat
and ^cc++++=and
smoke ^nn++++=smoke
were ^vbd+bed+vrb++=were
further ^jjb++++=further
utilized ^jj+++xvbn+=utilized
to ^in++++=to
dry ^jj++++=dry
and ^cc++++=and
cure ^nn++++=cure
the ^ati++++=the
long ^jj+atrb+++=long
strips ^nns++++=strips
of ^in++++=of
fish ^nns++++=fish
hanging ^vwbg+++xvbg+=hanging
from ^in++++=from
the ^ati++++=the
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
through ^in++++=through
the ^ati++++=the
narrow ^jj+atrb+++=narrow
aperture ^nn++++=aperture
that ^tht+rel+subj++=that
served ^vprf+++xvbn+=served
as ^ql++++=as
a ^at++++=a
chimney ^nn++++=chimney
that ^tht+rel+obj++=that
the ^ati++++=the
odor ^nn++++=odor
escaped ^vbd+++xvbn+=escaped
which ^whp+who+++=which
Martin ^np++++=Martin
had ^vbd+hvd+aux++=had
detected ^vprf+++xvbnx+=detected.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
as ^ql++++=as
the ^ati++++=the
bathers ^nns+nom+++=bathers
only ^rb+down+++=only
occupied ^vwbn+++xvbn+=occupied
the ^ati++++=the
house ^nn++++=house
from ^in++++=from
midnight ^nn++++=midnight
to ^in++++=to
early ^jj++++=early
morn ^vwbn+++xvbn+=morn,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
probably ^rb++++=probably
empty ^jj++++=empty.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
advanced ^vbd+++xvbnx+=advanced
confidently ^rb++++=confidently
toward ^in++++=toward
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
surprised ^jj+++xvbn+=surprised
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
the ^ati++++=the
small ^jj+atrb+++=small
open ^jj+atrb+++=open
space ^nn++++=space
between ^in++++=between
it ^pp3+it+++=it
and ^cc++++=and
the ^ati++++=the
river ^nn++++=river
was ^vbd+bedz+aux++=was
occupied ^vpsv++by+xvbnx+=occupied
by ^in++++=by
a ^at++++=a
rude ^jj+atrb+++=rude
scaffolding ^nn++++=scaffolding,
, ^zz++++=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
on ^in++++=on
which ^whp+rel+pied++=which
certain ^jj+atrb+++=certain
tribes ^nns++++=tribes
exposed ^vbd+++xvbn+=exposed
their ^pp$+pp3+++=their
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
this ^dt+dem+++=this
instance ^nn+nom+++=instance
it ^pp3+it+++=it
only ^rb+down+++=only
contained ^vwbn+++xvbn+=contained
the ^ati++++=the
feathered ^jj+atrb+++=feathered
leggings ^nns++++=leggings,
, ^zz++++=EXTRAWORD
fringed ^jj+atrb++xvbn+=fringed
blanket ^nn++++=blanket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
eagle ^nn++++=eagle-plumed
- ^zz++++=EXTRAWORD
plumed ^jj+atrb+++=EXTRAWORD
head ^nn++++=head-dress
- ^zz++++=EXTRAWORD
dress ^nn++++=EXTRAWORD
of ^in++++=of
some ^dti++++=some
brave ^jj++++=brave.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
linger ^vb++++=linger
in ^in++++=in
this ^dt+dem+++=this
plainly ^rb++++=plainly
visible ^jj+atrb+++=visible
area ^nn++++=area,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
quickly ^rb++++=quickly
dropped ^vbd+++xvbn+=dropped
on ^in++++=on
all ^abn++++=all
fours ^cds++++=fours
and ^cc++++=and
crept ^vpsv++agls+xvbn+=crept
into ^in++++=into
the ^ati++++=the
interior ^nn++++=interior
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
he ^pp3a+pp3+++=he
completed ^vbd+++xvbnx+=completed
his ^pp$+pp3+++=his
feast ^nn++++=feast
with ^in++++=with
the ^ati++++=the
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
warmed ^vbd+++xvbn+=warmed
his ^pp$+pp3+++=his
chilled ^xvbn+++xvbn+=chilled
limbs ^nns++++=limbs
on ^in++++=on
the ^ati++++=the
embers ^nns++++=embers
of ^in++++=of
the ^ati++++=the
still ^rb+atrb+++=still
smouldering ^jj+atrb++xvbg+=smouldering
fires ^nns++++=fires.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
while ^cs+sub+++=while
drying ^nvbg+++xvbg+=drying
his ^pp$+pp3+++=his
tattered ^jj+atrb+++=tattered
clothes ^nns++++=clothes
and ^cc++++=and
shoeless ^jj+atrb+++=shoeless
feet ^nns++++=feet
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
of ^in++++=of
the ^ati++++=the
dead ^jj++++=dead
brave ^jj++++=brave's
's ^vbz+bez+vrb++0=EXTRAWORD
useless ^jj+atrb+++=useless
leggings ^nns++++=leggings
and ^cc++++=and
moccasins ^nns+++??+=moccasins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
less ^rbr++++=less
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
attract ^vbi++++=attract
the ^ati++++=the
Indians ^nn++++=Indians'
' ^zz++++=EXTRAWORD
attention ^nn+nom+++=attention
from ^in++++=from
a ^at++++=a
distance ^nn+nom+++=distance
and ^cc++++=and
provoke ^vb++++=provoke
a ^at++++=a
ready ^jj+atrb+++=ready
arrow ^nn++++=arrow,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
disguised ^vpsv++agls+xvbnx+=disguised
as ^ql++++=as
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Crawling ^jj+++xvbg+=Crawling
out ^rp+pl+++=out
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
quickly ^rb++++=quickly
secured ^vbd+++xvbn+=secured,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
only ^rb+down+++=only
the ^ati++++=the
leggings ^nns++++=leggings,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
blanket ^nn++++=blanket
and ^cc++++=and
head ^nn++++=head-dress,
- ^zz++++=EXTRAWORD
dress ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
putting ^jj+++xvbg+=putting
them ^pp3o+pp3+++=them
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
cast ^j+++xvbn+=cast
his ^pp$+pp3+++=his
own ^ap++++=own
clothes ^nns++++=clothes
into ^in++++=into
the ^ati++++=the
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
A ^at++++=A
bolder ^jjr++++=bolder,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
energetic ^jj++++=energetic,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
more ^rbr++++=more
provident ^jj+atrb+++=provident
man ^nn++++=man
would ^md+prd+++=would
have ^vb+hv+aux++=have
followed ^vprf+++xvbnx+=followed
the ^ati++++=the
act ^nn++++=act
by ^in++++=by
quickly ^rb++++=quickly
making ^vbg+++xvbg+=making
his ^pp$+pp3+++=his
way ^nn++++=way
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
thicket ^nn++++=thicket
to ^to++++=to
reconnoitre ^vbi++++=reconnoitre,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
with ^in++++=with
him ^pp3o+pp3+++=him
a ^at++++=a
supply ^nn++++=supply
of ^in++++=of
fish ^nn++++=fish
for ^in++++=for
future ^jjb+atrb+++=future
needs ^nns++++=needs.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Elijah ^np++++=Elijah
Martin ^np++++=Martin
succumbed ^vbd+++xvbn+=succumbed
again ^rb+tm+++=again
to ^in++++=to
the ^ati++++=the
recklessness ^nns+nom+++=recklessness
of ^in++++=of
inertia ^nn++++=inertia;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
yielded ^vbd+++xvbnx+=yielded
once ^rb+tm+++=once
more ^rbr++++=more
to ^in++++=to
the ^ati++++=the
animal ^nn++++=animal
instinct ^nn++++=instinct
of ^in++++=of
momentary ^jj+atrb+++=momentary
security ^nn+nom+++=security.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
interior ^nn++++=interior
of ^in++++=of
the ^ati++++=the
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
curled ^j+++xvbn+=curled
himself ^ppl+pp3+++=himself
again ^rb+tm+++=again
on ^in++++=on
the ^ati++++=the
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
weakly ^rb++++=weakly
resolving ^vb++++=resolving
to ^to+vcmp+++=to
sleep ^vbi++++=sleep
until ^cs+sub+++=until
moonrise ^vb++++=moonrise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
weakly ^rb++++=weakly
hesitating ^vbg+++xvbg+=hesitating,
, ^zz++++=EXTRAWORD
ended ^xvbn+++xvbn+=ended
by ^in++++=by
falling ^xvbg+++xvbg+=falling
into ^in++++=into
uneasy ^jj++++=uneasy
but ^cc+phrs+++=but
helpless ^jj++++=helpless
stupor ^&fw++++=stupor.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
awoke ^vbd+++xvbnx+=awoke,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rising ^jj+atrb++xvbg+=rising
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
level ^nn++++=level
with ^in++++=with
the ^ati++++=the
low ^jj+atrb+++=low
entrance ^nn+nom+++=entrance
to ^in++++=to
the ^ati++++=the
sweat ^nn++++=sweat-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
darting ^vbg+++xvbgx+=darting
its ^pp$+it+++=its
direct ^jj+atrb+++=direct
rays ^nns++++=rays
into ^in++++=into
the ^ati++++=the
interior ^nn++++=interior,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
searching ^vbg+++xvbg+=searching
it ^pp3+it+++=it
with ^in++++=with
fiery ^jj+atrb+++=fiery
spears ^nns++++=spears.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept
ten ^cd++++=ten
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose
tremblingly ^jj++++=tremblingly
to ^in++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet
without ^in+strn+++=without;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
yet ^rb++splt++=yet
escape ^vb++++=escape.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crawled ^vprf+++xvbn+=crawled
to ^in++++=to
the ^ati++++=the
opening ^nvbg+++xvbg+=opening.
. ^zz++++=EXTRAWORD
The ^ati++++=The
open ^jj+atrb+++=open
space ^nn++++=space
before ^cs+sub+++=before
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
scaffolding ^nn++++=scaffolding
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
