Into ^in++++=Into
. ^zz++++=EXTRAWORD
All ^abn++++=All
here ^rn+pl+++=here
must ^md+nec+++=must
serve ^vb++++=serve,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
song ^nn++++=song
is ^vbz+bez+vrb++=is
folly ^nn++++=folly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
Iranon ^np+++??+=Iranon
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
stable ^nn++++=stable
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
over ^in++++=over
the ^ati++++=the
narrow ^jj+atrb+++=narrow
stone ^nn++++=stone
streets ^nns++++=streets
between ^in++++=between
the ^ati++++=the
gloomy ^jj+atrb+++=gloomy
square ^nn++++=square
house ^npl++++=house
of ^in++++=of
granite ^nn++++=granite,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
something ^pn++++=something
green ^jj++++=green,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^rb++++=all
was ^vbd+bedz+vrb++=was
of ^in++++=of
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
faces ^nns++++=faces
of ^in++++=of
men ^nns++++=men
were ^vbd+bed+vrb++=were
frowns ^nns+++??+=frowns,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
the ^ati++++=the
stone ^nn++++=stone
embankment ^nn+nom+++=embankment
along ^in++++=along
the ^ati++++=the
sluggish ^jj+atrb+++=sluggish
river ^nn++++=river
Zuro ^np+++??+=Zuro
sat ^vbd+++xvbn+=sat
a ^at++++=a
young ^jj+atrb+++=young
boy ^nn++++=boy
with ^in++++=with
sad ^jj+atrb+++=sad
eyes ^nns++++=eyes
gazing ^vwbg+++xvbg+=gazing
into ^in++++=into
the ^ati++++=the
waters ^nns++++=waters
to ^to++++=to
spy ^vbi++++=spy
green ^nn++++=green
budding ^nn++++=budding
branches ^nns++++=branches
washed ^vwbn+++xvbn+=washed
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
hills ^nns++++=hills
by ^in++++=by
the ^ati++++=the
freshets ^nns+++??+=freshets.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
boy ^nn++++=boy
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
" ^zz++++="Art
art ^nn++++=EXTRAWORD
thou ^pp2+pp2+++=thou
not ^xnot++not++=not
indeed ^rb++++=indeed
he ^pp3a+pp3+++=he
of ^in++++=of
whom ^whp+rel+pied++=whom
the ^ati++++=the
archons ^nns+++??+=archons
tell ^vb++++=tell,
, ^zz++++=EXTRAWORD
who ^whp+who+++=who
seekest ^jjt++++=seekest
a ^at++++=a
far ^rb+pl+++=far
city ^nn++++=city
in ^in++++=in
a ^at++++=a
fair ^jj+atrb+++=fair
land ^nn++++=land?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
Romnod ^np+++??+=Romnod,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
borne ^vpsv++agls+xvbn+=borne
of ^in++++=of
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
Teloth ^np+++??+=Teloth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
am ^vb+bem+vrb++=am
not ^xnot++not++=not
old ^jj++++=old
in ^in++++=in
the ^ati++++=the
ways ^nns++++=ways
of ^in++++=of
the ^ati++++=the
granite ^nn++++=granite
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yearn ^nn++++=yearn
daily ^jj++++=daily
for ^in++++=for
the ^ati++++=the
warm ^jj+atrb+++=warm
groves ^np++++=groves
and ^cc++++=and
the ^ati++++=the
distant ^jj+atrb+++=distant
lands ^nns++++=lands
of ^in++++=of
beauty ^nn++++=beauty
and ^cc++++=and
song ^nn++++=song.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
Karthian ^np+++??+=Karthian
hills ^nns++++=hills
lieth ^vbz++++=lieth
Oonai ^np+++??+=Oonai,
, ^zz++++=EXTRAWORD
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
lutes ^nns+++??+=lutes
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
men ^nns++++=men
whisper ^nn++++=whisper
of ^in++++=of
and ^cc++++=and
say ^vb+vpub+++=say
is ^vbz+bez+vrb++=is
both ^abx++++=both
lovely ^jj++++=lovely
and ^cc+phrs+++=and
terrible.thither ^jjr++++=terrible.Thither
would ^md+prd+++=would
I ^pp1a+pp1+++=I
go ^vb++++=go
were ^vbd+bed+vrb++=were
I ^pp1a+pp1+++=I
old ^jj++++=old
enough ^qlp++++=enough
to ^to++++=to
find ^vbi+vprv+++=find
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thither ^rb++++=thither
shouldst ^nn+++??+=shouldst
thou ^pp2+pp2+++=thou
go ^vb++++=go
and ^cc++++=and
thou ^pp2+pp2+++=thou
wouldst ^nn+++??+=wouldst
sing ^vb++++=sing
and ^cc++++=and
have ^vb+hv+aux++=have
men ^nns++++=men
listen ^vb++++=listen
to ^in++++=to
thee ^pp2+pp2+++=thee.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
leave ^vb++++=leave
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
Teloth ^np+++??+=Teloth
and ^cc++++=and
fare ^nn++++=fare
together ^nn+nom+++=together
among ^in++++=among
the ^ati++++=the
hills ^nns++++=hills
of ^in++++=of
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Thou ^pp2+pp2+++=Thou
shalt ^md++++=shalt
shew ^vb++++=shew
me ^pp1o+pp1+++=me
the ^ati++++=the
ways ^nns++++=ways
of ^in++++=of
travel ^nn++++=travel
and ^cc++++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
attend ^vb++++=attend
thy ^pp$+pp2+++=thy
songs ^nns++++=songs
at ^in++++=at
evening ^nn++++=evening
when ^wrb+who+++=when
the ^ati++++=the
stars ^nns++++=stars
one ^pn++++=one
by ^in++++=by
one ^cd1++++=one
bring ^vb++++=bring
dreams ^nps++++=dreams
to ^in++++=to
the ^ati++++=the
minds ^nns++++=minds
of ^in++++=of
dreamers ^nns+nom+++=dreamers.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
peradventure ^nn+++??+=peradventure
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
that ^dt+dem+++=that
Oonai ^np+++??+=Oonai
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
lutes ^nns+++??+=lutes
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing
is ^vbz+bez+vrb++=is
even ^rb++++=even
the ^ati++++=the
fair ^jj+atrb+++=fair
Aira ^np+++??+=Aira
thou ^pp2+pp2+++=thou
seekest ^jjt++++=seekest,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
told ^vpsv++agls+xvbnx+=told
that ^tht+vcmp+++=that
thou ^pp2+pp2+++=thou
hast ^&fw++++=hast
not ^xnot++not++=not
known ^vbn+vprv++xvbn+=known
Aira ^np+++??+=Aira
since ^in++++=since
the ^ati++++=the
old ^jj+atrb+++=old
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
name ^nn++++=name
often ^rb++++=often
changeth ^vbz++++=changeth.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
go ^vb++++=go
to ^in++++=to
Oonai ^np+++??+=Oonai,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Iranon ^np+++??+=Iranon
of ^in++++=of
the ^ati++++=the
golden ^jj++++=golden
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
men ^nns++++=men
shall ^md+prd+++=shall
know ^vb+vprv+++=know
our ^pp$+pp1+++=our
longings ^nns++++=longings
and ^cc++++=and
welcome ^jj++++=welcome
us ^pp1o+pp1+++=us
as ^ql++++=as
brothers ^nns+nom+++=brothers,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
even ^rb++++=even
laugh ^nn++++=laugh
or ^cc++++=or
frown ^nn++++=frown
at ^in++++=at
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Iranon ^np+++??+=Iranon
answered ^vbd+vpub++xvbn+=answered:
: ^zz++++=EXTRAWORD
" ^zz++++="Be
be ^vb+be+vrb++=EXTRAWORD
it ^pp3+it+++=it
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
small ^jj+atrb+++=small
one ^pn++++=one;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
any ^dti++++=any
in ^in++++=in
this ^dt+dem+++=this
stone ^nn++++=stone
place ^nn++++=place
yearn ^nn++++=yearn
for ^in++++=for
beauty ^nn++++=beauty
he ^pp3a+pp3+++=he
must ^md+nec+++=must
seek ^vb++++=seek
the ^ati++++=the
mountains ^nns++++=mountains
and ^cc++++=and
beyond ^in+strn+++=beyond,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
leave ^vb++++=leave
thee ^pp2+pp2+++=thee
to ^in++++=to
pine ^nn++++=pine
by ^in++++=by
the ^ati++++=the
sluggish ^jj+atrb+++=sluggish
Zuro ^np+++??+=Zuro.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
think ^vb+vprv+++=think
not ^xnot++not++=not
that ^dt+dem+++=that
delight ^nn++++=delight
and ^cc++++=and
understanding ^xvbg+++xvbg+=understanding
dwell ^vb++++=dwell
just ^rb+emph+++=just
across ^in+pl+++=across
the ^ati++++=the
Karthian ^np+++??+=Karthian
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
in ^in++++=in
any ^dti++++=any
spot ^nn++++=spot
thou ^pp2+pp2+++=thou
canst ^nn+++??+=canst
find ^vb+vprv+++=find
in ^in++++=in
a ^at++++=a
day ^nn++++=day's,
's, ^nn+++??+=EXTRAWORD
or ^cc++++=or
a ^at++++=a
year ^nn++++=year's,
's, ^nn+++??+=EXTRAWORD
or ^cc++++=or
a ^at++++=a
lustrum ^nn+++??+=lustrum's
's ^$++++=EXTRAWORD
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
Behold ^vb++++=Behold,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small
like ^in++++=like
thee ^pp2+pp2+++=thee
I ^pp1a+pp1+++=I
dwelt ^vbd+++xvbnx+=dwelt
in ^in++++=in
the ^ati++++=the
valley ^nn++++=valley
of ^in++++=of
Narthos ^np+++??+=Narthos
by ^in++++=by
the ^ati++++=the
frigid ^jj+atrb+++=frigid
Xari ^np+++??+=Xari,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
none ^rb++++=none
would ^md+prd+++=would
listen ^vb++++=listen
to ^in++++=to
my ^pp$+pp1+++=my
dreams ^nps++++=dreams;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
myself ^ppl+pp1+++=myself
that ^dt+pdem+++=that
when ^wrb+who+++=when
older ^jjr++++=older
I ^pp1a+pp1+++=I
would ^md+prd+++=would
go ^vb++++=go
to ^in++++=to
Sinara ^np+++??+=Sinara
on ^in++++=on
the ^ati++++=the
southern ^jj+atrb+++=southern
slope ^nn++++=slope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sing ^vb++++=sing
to ^to++++=to
smiling ^vbi+nom++xvbg+=smiling
dromedary ^nn+nom+++=dromedary-men
- ^zz++++=EXTRAWORD
men ^nns++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
marketplace ^nn+++??+=marketplace.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
Sinara ^np+++??+=Sinara
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
dromedary ^nn+nom+++=dromedary-men
- ^zz++++=EXTRAWORD
men ^nns++++=EXTRAWORD
all ^rb++++=all
drunken ^jj++++=drunken
and ^cc+phrs+++=and
ribald ^jj++++=ribald,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
songs ^nns++++=songs
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
as ^ql++++=as
mine ^pp$$++++=mine,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
travelled ^vbd+++xvbnx+=travelled
in ^in++++=in
a ^at++++=a
barge ^nn++++=barge
down ^in++++=down
the ^ati++++=the
Xari ^np+++??+=Xari
to ^in++++=to
onyx ^nn+++??+=onyx-walled
- ^zz++++=EXTRAWORD
walled ^jj+atrb+++=EXTRAWORD
Jaren ^np+++??+=Jaren.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
at ^in++++=at
Jaren ^np+++??+=Jaren
laughed ^vbd+++xvbn+=laughed
at ^in+ppvb+++=at
me ^pp1o+pp1+++=me
and ^cc++++=and
drave ^nn+++??+=drave
me ^pp1o+pp1+++=me
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
wandered ^vbd+++xvbnx+=wandered
to ^in++++=to
many ^ap++++=many
cities ^nns++++=cities.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
Stethelos ^np+++??+=Stethelos
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
below ^in+pl+++=below
the ^ati++++=the
great ^jj+atrb+++=great
cataract ^nn++++=cataract,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
gazed ^vprf+++xvbnx+=gazed
on ^in++++=on
the ^ati++++=the
marsh ^nn++++=marsh
where ^wrb+who+++=where
Sarnath ^np+++??+=Sarnath
once ^cs+tm+++=once
stood ^vprf+++xvbn+=stood.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
Thraa ^np+++??+=Thraa,
, ^zz++++=EXTRAWORD
Ilarnek ^np+++??+=Ilarnek,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Kadatheron ^np+++??+=Kadatheron
on ^in++++=on
the ^ati++++=the
winding ^jj+++xvbg+=winding
river ^npl++++=river
Ai ^vb+hv+vrb++=Ai,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
dwelt ^vprf+++xvbnx+=dwelt
long ^rb++++=long
in ^in++++=in
Olathoe ^np+++??+=Olathoe
in ^in++++=in
the ^ati++++=the
land ^nn++++=land
of ^in++++=of
Lomar ^np+++??+=Lomar.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
listeners ^nns+nom+++=listeners
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
ever ^rb++splt++=ever
been ^vprf+ben+vrb+xvbnx+=been
few ^ap++++=few.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
welcome ^jj++++=welcome
shall ^md+prd+++=shall
wait ^vb++++=wait
me ^pp1o+pp1+++=me
only ^rb+down+++=only
in ^in++++=in
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
beryl ^np++++=beryl
where ^wrb+who+++=where
my ^pp$+pp1+++=my
father ^nn++++=father
once ^rb+tm+++=once
ruled ^vbd+vsua++xvbn+=ruled
as ^ql++++=as
King ^npt++++=King.
. ^zz++++=EXTRAWORD
So ^rb++++=So
for ^in++++=for
Aira ^np+++??+=Aira
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
seek ^vb++++=seek,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
well ^rb++++=well
to ^to++++=to
visit ^vbi++++=visit
distant ^jj++++=distant
and ^cc++++=and
lute ^nn+++??+=lute-blessed
- ^zz++++=EXTRAWORD
blessed ^jj+++xvbn+=EXTRAWORD
Oonai ^np+++??+=Oonai
across ^in+pl+++=across
the ^ati++++=the
Karthianhills ^np+++??+=Karthianhills,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
may ^md+pos+++=may
indeed ^rb++++=indeed
be ^vb+be+vrb++=be
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Aira ^np++++=Aira's
's ^$++++=EXTRAWORD
beauty ^nn++++=beauty
is ^vbz+bez+vrb++=is
past ^jjb+atrb+++=past
imagining ^nvbg+vprv++xvbg+=imagining,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
none ^rb++++=none
can ^md+pos+++=can
tell ^vb++++=tell
of ^in++++=of
it ^pp3+it+++=it
without ^in++++=without
rapture ^nn++++=rapture,
, ^zz++++=EXTRAWORD
whilist ^nn+nom+++=whilist
of ^in++++=of
Oonai ^np+++??+=Oonai
the ^ati++++=the
camel ^nn++++=camel-drivers
- ^zz++++=EXTRAWORD
drivers ^nns+nom+++=EXTRAWORD
whisper ^vb+vpub+++=whisper
leeringly ^jj++++=leeringly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
sunset ^nn++++=sunset
Iranon ^np+++??+=Iranon
and ^cc++++=and
small ^jj+atrb+++=small
Romnod ^np+++??+=Romnod
went ^vbd+++xvbn+=went
forth ^rp++++=forth
from ^in++++=from
Teloth ^np+++??+=Teloth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
long ^nn++++=long
wandered ^vbd+++xvbn+=wandered
amidst ^in++++=amidst
the ^ati++++=the
green ^nn++++=green
hills ^nns++++=hills
and ^cc++++=and
cool ^jj+atrb+++=cool
forests ^nns++++=forests.
. ^zz++++=EXTRAWORD
The ^ati++++=The
way ^nn++++=way
was ^vbd+bedz+vrb++=was
rough ^jj+pred+++=rough
and ^cc+phrs+++=and
obscure ^jj++++=obscure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
seem ^vb+seem+++=seem
nearer ^in+cmpx+++=nearer
to ^in++++=to
Oonai ^np+++??+=Oonai
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
lutes ^nns+++??+=lutes
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
dusk ^nn++++=dusk
as ^in++++=as
the ^ati++++=the
stars ^nns++++=stars
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
Iranon ^np+++??+=Iranon
would ^md+prd+++=would
sing ^vb++++=sing
of ^in++++=of
Aira ^np+++??+=Aira
and ^cc++++=and
its ^pp$+it+++=its
beauties ^nns++++=beauties
and ^cc++++=and
Romnod ^np+++??+=Romnod
would ^md+prd+++=would
listen ^vb++++=listen,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
both ^abx++++=both
happy ^jj++++=happy
after ^in++++=after
a ^at++++=a
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ate ^vbd+++xvbnx+=ate
plentifully ^rb++++=plentifully
of ^in++++=of
fruit ^nn++++=fruit
and ^cc++++=and
red ^jj+atrb+++=red
berries ^nns++++=berries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
marked ^jj+++xvbn+=marked
not ^xnot++not++=not
the ^ati++++=the
passing ^jj+++xvbg+=passing
of ^in++++=of
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
many ^ap++++=many
years ^nns++++=years
must ^md+nec+++=must
have ^vb+hv+aux++=have
slipped ^vprf+++xvbnx+=slipped
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Small ^jj+atrb+++=Small
Romnod ^np+++??+=Romnod
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
not ^xnot++not++=not
so ^rb+emph+++=so
small ^jj++++=small,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spoke ^vbd+++xvbn+=spoke
deeply ^rb++++=deeply
instead ^rb+cnj+++=instead
of ^in++++=of
shrilly ^jj++++=shrilly,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Iranon ^np+++??+=Iranon
was ^vbd+bedz+vrb++=was
always ^rb++++=always
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
decked ^vbd+++xvbn+=decked
his ^pp$+pp3+++=his
golden ^jj+atrb+++=golden
hair ^nn++++=hair
with ^in++++=with
vines ^nns++++=vines
and ^cc++++=and
fragrant ^jj++++=fragrant
resins ^vbz+++??+=resins
found ^vbd+vprv++xvbn+=found
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
to ^to++++=to
pass ^vbi++++=pass
that ^cs+sub+++=that
Romnod ^np+++??+=Romnod
seemed ^vbd+seem++xvbn+=seemed
older ^jjr++++=older
than ^in++++=than
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
very ^ql+amp+++=very
small ^jj++++=small
when ^wrb+who+++=when
Iranon ^np+++??+=Iranon
had ^vbd+hvd+aux++=had
found ^vprf++tht0+xvbnx+=found
him ^pp3o+pp3+++=him
watching ^vbg+++xvbg+=watching
for ^in+ppvb+++=for
green ^nn++++=green
budding ^nn++++=budding
branches ^nns++++=branches
in ^in++++=in
Teloth ^np+++??+=Teloth
beside ^in+pl+++=beside
the ^ati++++=the
sluggish ^jj+atrb+++=sluggish
stone ^nn++++=stone-banked
- ^zz++++=EXTRAWORD
banked ^vbd+++xvbn+=EXTRAWORD
Zuro ^np+++??+=Zuro.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
one ^cd1++++=one
night ^nn++++=night
when ^wrb+who+++=when
the ^ati++++=the
moon ^nn++++=moon
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
the ^ati++++=the
travellers ^nns+nom+++=travellers
came ^vbd+++xvbn+=came
to ^in++++=to
a ^at++++=a
mountain ^nn++++=mountain
crest ^nn++++=crest
and ^cc++++=and
looked ^vbd+++xvbn+=looked
down ^rp++++=down
upon ^in++++=upon
the ^ati++++=the
myriad ^nn++++=myriad
light ^nn++++=light
of ^in++++=of
Oonai ^np+++??+=Oonai.
. ^zz++++=EXTRAWORD
Peasants ^nns+nom+++=Peasants
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
them ^pp3o+pp3+++=them
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Iranon ^np+++??+=Iranon
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
city ^nn++++=city
of ^in++++=of
Aira ^np+++??+=Aira.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lights ^nns++++=lights
of ^in++++=of
Oonai ^np+++??+=Oonai
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
like ^in++++=like
those ^dt+dem+++=those
of ^in++++=of
Aira ^np+++??+=Aira;
; ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
harsh ^jj+pred+++=harsh
and ^cc+phrs+++=and
glaring ^jj++++=glaring,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
lights ^nns++++=lights
of ^in++++=of
Aira ^np+++??+=Aira
shine ^vb++++=shine
as ^in++++=as
softly ^rb++++=softly
and ^cc+phrs+++=and
magically ^rb++++=magically
as ^cs+sub+++=as
shone ^vbd+++xvbn+=shone
the ^ati++++=the
moonlight ^nn++++=moonlight
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
by ^in++++=by
the ^ati++++=the
window ^nn++++=window
where ^wrb+who+++=where
Iranon ^np++++=Iranon's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
once ^rb+tm+++=once
rocked ^vbd+++xvbn+=rocked
him ^pp3o+pp3+++=him
to ^to++++=to
sleep ^vbi++++=sleep
with ^in++++=with
song ^nn++++=song.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Oonai ^np+++??+=Oonai
was ^vbd+bedz+vrb++=was
a ^at++++=a
city ^nn++++=city
of ^in++++=of
lutes ^nns+++??+=lutes
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing,
, ^zz++++=EXTRAWORD
so ^ql++++=so
Iranon ^np+++??+=Iranon
and ^cc++++=and
Romnod ^np+++??+=Romnod
went ^vbd+++xvbn+=went
down ^in++++=down
the ^ati++++=the
steep ^jj+atrb+++=steep
slope ^nn++++=slope
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
might ^md+pos+++=might
find ^vb+vprv+++=find
men ^nns++++=men
to ^in++++=to
whom ^whp+wpor+++=whom
sings ^nns++++=sings
and ^cc++++=and
dreams ^nps++++=dreams
would ^md+prd+++=would
bring ^vb++++=bring
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
the ^ati++++=the
town ^nn++++=town
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
rose ^vbd+++xvbn+=rose-wreathed
- ^zz++++=EXTRAWORD
wreathed ^xvbn+++xvbn+=EXTRAWORD
revellers ^nns+nom+++=revellers
bound ^vwbn+++xvbn+=bound
from ^in++++=from
house ^npl++++=house
to ^in++++=to
house ^npl++++=house
and ^cc++++=and
leaning ^jj+++xvbg+=leaning
from ^in++++=from
windows ^nns++++=windows
and ^cc++++=and
balconies ^nns++++=balconies,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
listened ^vbd+++xvbn+=listened
to ^in++++=to
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
