They ^pp3a+pp3+++=They
eaten ^vprf+++xvbnx+=eaten
and ^cc+phrs+++=and
drank ^vbd+++xvbn+=drank,
, ^zz++++=EXTRAWORD
laughed ^j+++xvbn+=laughed
and ^cc+phrs+++=and
played ^jj+++xvbn+=played
and ^cc+phrs+++=and
gone ^jj+++xvbn+=gone
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
woke ^vbd+++xvbnx+=woke
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
from ^in++++=from
sheer ^jjb+atrb+++=sheer
restlessness ^nns+nom+++=restlessness.
. ^zz++++=EXTRAWORD
Clara ^np++++=Clara,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv+tht0+xvbg+=knowing
my ^pp$+pp1+++=my
weakness ^nns+nom+++=weakness,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
me ^pp1o+pp1+++=me
a ^at++++=a
fire ^nn++++=fire
in ^in++++=in
my ^pp$+pp1+++=my
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lit ^vbd+++xvbnx+=lit
a ^at++++=a
cigarette ^nn+nom+++=cigarette,
, ^zz++++=EXTRAWORD
played ^j+++xvbn+=played
with ^in++++=with
a ^at++++=a
book ^nn++++=book,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
purely ^rb++++=purely
from ^in++++=from
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
looked ^vbd+++xvbn+=looked
down ^rp++++=down
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
From ^in++++=From
my ^pp$+pp1+++=my
door ^nn++++=door
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
staircase ^nn++++=staircase
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance;
; ^zz++++=EXTRAWORD
the ^ati++++=the
opposite ^jj+atrb+++=opposite
wing ^nn++++=wing
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
passage ^nn+nom+++=passage
rather ^rb++++=rather
beyond ^in++++=beyond
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reason ^nn++++=reason
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
staircase ^nn++++=staircase
at ^rb++++=at
all ^abn++++=all
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
the ^ati++++=the
window ^nn++++=window
you ^pp2+pp2+++=you
pass ^vb++++=pass
coming ^vbg+++xvbg+=coming
downstairs ^jjb++++=downstairs
allowed ^jj+++xvbn+=allowed
the ^ati++++=the
moon ^nn++++=moon
to ^to++++=to
throw ^vbi++++=throw
an ^at++++=an
uncertain ^jj+atrb+++=uncertain
light ^nn++++=light
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
a ^at++++=a
weird ^jj+atrb+++=weird
light ^nn++++=light
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
stained ^jj+atrb++xvbn+=stained
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
arrested ^vpsv++by+xvbnx+=arrested
by ^in++++=by
the ^ati++++=the
curious ^jj+atrb+++=curious
effect ^nn++++=effect
of ^in++++=of
this ^dt+dem+++=this
patch ^nn++++=patch
of ^in++++=of
light ^nn++++=light
in ^in++++=in
so ^ql++++=so
much ^ap++++=much
darkness ^nns+nom+++=darkness
when ^wrb+who+++=when
suddenly ^rb++++=suddenly
someone ^pn++++=someone
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
downstairs ^jjb++++=downstairs.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
like ^in++++=like
a ^at++++=a
scene ^nn++++=scene
in ^in++++=in
a ^at++++=a
theater ^jjr++++=theater;
; ^zz++++=EXTRAWORD
something ^pn++++=something
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
happen ^vb+++??+=happen
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
to ^in++++=to
miss ^npt++++=miss.
. ^zz++++=EXTRAWORD
I ^np++++=I
ran ^vbd+++xvbnx+=ran
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
barefooted ^jj++++=barefooted,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
over ^in++++=over
the ^ati++++=the
banister ^nn+nom+++=banister.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
excited ^vpsv++agls+xvbnx+=excited,
, ^zz++++=EXTRAWORD
strung ^xvbn+++xvbn+=strung
up ^rp++++=up,
, ^zz++++=EXTRAWORD
too ^ql++++=too
strung ^vwbn+++xvbn+=strung
up ^rp++++=up
to ^to++++=to
feel ^vbi+vprv+++=feel
the ^ati++++=the
fright ^nn++++=fright
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
must ^md+nec+++=must
be ^vb+be+vrb++=be
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
the ^ati++++=the
sensation ^nn+nom+++=sensation
perfectly ^rb+amp+++=perfectly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
feel ^vb+vprv+++=feel
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in++++=EXTRAWORD
the ^ati++++=the
stairs ^nns++++=stairs
nothing ^pn++++=nothing
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^ap++++=little
hall ^npl++++=hall
down ^rp++++=down
here ^rn+pl+++=here
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
in ^in++++=in
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
over ^in++++=over
the ^ati++++=the
banister ^nn+nom+++=banister
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
facing ^vbg+++xvbgx+=facing
the ^ati++++=the
stained ^jj+atrb++xvbn+=stained
glass ^nn++++=glass
window ^nn++++=window.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
the ^ati++++=the
stairs ^nns++++=stairs
run ^vbd+++xvbn+=run
around ^rp++++=around
three ^cd++++=three
sides ^nns++++=sides
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall;
; ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
me ^pp1o+pp1+++=me
that ^dt+dem+++=that
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
halfway ^rb++++=halfway
down ^in++++=down
and ^cc++++=and
stood ^vpsv++agls+xvbn+=stood
under ^in++++=under
the ^ati++++=the
window ^nn++++=window
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
keep ^vb++++=keep
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs
in ^in++++=in
sight ^nn++++=sight
and ^cc++++=and
see ^vb+vprv+tht0++=see
anything ^pn++++=anything
that ^dt+pdem+++=that
might ^md+pos+++=might
happen ^vb+++??+=happen
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
crept ^vbd+++xvbnx+=crept
down ^rp++++=down
very ^ql+amp+++=very
cautiously ^rb++++=cautiously
and ^cc++++=and
waited ^vpsv++agls+xvbn+=waited
under ^in++++=under
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
First ^rb++++=First
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
suit ^nn++++=suit
of ^in++++=of
empty ^jj+atrb+++=empty
armor ^nn++++=armor
just ^rb+emph+++=just
outside ^jjb++++=outside
the ^ati++++=the
door ^nn++++=door
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
a ^at++++=a
thing ^nn++++=thing
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
stare ^nn++++=stare
at ^rb++++=at
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
poor ^jj+atrb+++=poor
light ^nn++++=light,
, ^zz++++=EXTRAWORD
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
move ^vbi++++=move;
; ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
sure ^jj++++=sure
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
illusion ^nn++++=illusion
was ^vbd+bedz+aux++=was
enhanced ^vpsv++by+xvbnx+=enhanced
by ^in++++=by
clouds ^nns++++=clouds
being ^xvbg+++xvbg+=being
blown ^vpsv++agls+xvbn+=blown
across ^in+pl+++=across
the ^ati++++=the
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
fire ^nn++++=fire
like ^in++++=like
this ^dt+dem+++=this
one ^cd1++++=one
can ^md+pos+++=can
talk ^vb++++=talk
of ^in++++=of
these ^dt+dem+++=these
things ^nns++++=things
rationally ^rb+cnj+++=rationally,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
dead ^nn++++=dead
of ^in++++=of
night ^nn++++=night
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
different ^jj+atrb+++=different
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
down ^in++++=down
a ^ap++++=a
few ^ap"++++=few
steps ^nns++++=steps
to ^to++++=to
make ^vbi++++=make
sure ^jj++++=sure
of ^in++++=of
that ^dt+dem+++=that
armor ^nn++++=armor,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
suddenly ^rb++++=suddenly
something ^pn++++=something
passed ^vbd+++xvbn+=passed
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
hear ^vb+vprv+++=hear
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sensed ^vbd+vprv+tht0+xvbnx+=sensed
it ^pp3+it+++=it
in ^in++++=in
no ^at++++=no
way ^nn++++=way,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
something ^pn++++=something
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
me ^pp1o+pp1+++=me
on ^in++++=on
its ^pp$+it+++=its
way ^nn++++=way
upstairs ^jjb++++=upstairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
realized ^vbd+vprv++xvbnx+=realized
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
retreat ^nn++++=retreat
was ^vbd+bedz+aux++=was
cut ^vpsv++agls+xvbnx+=cut
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
knowledge ^nn++++=knowledge
fear ^nn++++=fear
came ^vbd+++xvbn+=came
upon ^in+ppvb+++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
someone ^pn++++=someone
come ^vprf+++xvbn+=come
down ^rp++++=down
the ^ati++++=the
stairs ^nns++++=stairs;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
definite ^jj+pred+++=definite;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
ghost ^nn++++=ghost
is ^vbz+bez+vrb++=is
bad ^jj+pred+++=bad
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
ghost ^nn++++=ghost
that ^tht+rel+++=that
one ^cd1++++=one
can ^md+pos+++=can
see ^vb+vprv+++=see
is ^vbz+bez+vrb++=is
better ^jjr+pred+++=better
than ^in++++=than
one ^cd1++++=one
that ^cs+sub+++=that
one ^cd1++++=one
ca ^np++++=can't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
get ^vbi++++=get
past ^jjb++++=past
the ^ati++++=the
suit ^nn++++=suit
of ^in++++=of
armor ^nn++++=armor,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
feel ^vb+vprv+tht0++=feel
my ^pp$+pp1+++=my
way ^nn++++=way
to ^in++++=to
these ^dt+dem+++=these
double ^jj+atrb+++=double
doors ^nns++++=doors
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
indicated ^vbd+vprv++xvbnx+=indicated
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
doors ^nns++++=doors
by ^in++++=by
a ^at++++=a
curious ^jj+atrb+++=curious
wave ^nn++++=wave
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
look ^vb++++=look
toward ^in++++=toward
them ^pp3o+pp3+++=them
nor ^cc++neg++=nor
did ^vbd+dod+vrb++=did
any ^dti++++=any
of ^in++++=of
the ^ati++++=the
party ^nn++++=party.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
were ^vbd+bed+aux++=were
completely ^rb+amp+splt++=completely
absorbed ^vpsv++agls+xvbnx+=absorbed
in ^in++++=in
his ^pp$+pp3+++=his
story ^nn++++=story;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
mesmerized ^vpsv++by+xvbnx+=mesmerized
by ^in++++=by
the ^ati++++=the
earnestness ^nns+nom+++=earnestness
of ^in++++=of
his ^pp$+pp3+++=his
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
girl ^nn++++=girl
was ^vbd+bedz+vrb++=was
restless ^jj+pred+++=restless;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
an ^at++++=an
impression ^nn++++=impression
of ^in++++=of
impatience ^nn+nom+++=impatience
with ^in++++=with
the ^ati++++=the
slowness ^nns+nom+++=slowness
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
his ^pp$+pp3+++=his
point ^nn++++=point.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
would ^md+prd+++=would
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
apart ^in++++=apart
from ^in"++++=from
her ^pp$+pp3+++=her
fellows ^nns++++=fellows,
, ^zz++++=EXTRAWORD
an ^at++++=an
alien ^nn++++=alien
among ^in++++=among
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql+emph+++=EXTRAWORD
dense ^jj++++=dense
was ^vbd+bedz+vrb++=was
the ^ati++++=the
darkness ^nns+nom+++=darkness
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
sure ^jj++++=sure
of ^in++++=of
finding ^xvbg+++xvbg+=finding
the ^ati++++=the
first ^od++++=first
door ^nn++++=door
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
wide ^jj+atrb+++=wide
open ^nn++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
between ^in++++=between
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
the ^ati++++=the
other ^ap++++=other
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
literally ^rb++++=literally
in ^in++++=in
the ^ati++++=the
wall ^nn++++=wall
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
I ^pp1a+pp1+++=I
peered ^vbd+++xvbnx+=peered
into ^in++++=into
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
make ^vbi++++=make
out ^rp+pl+++=out
some ^dti++++=some
familiar ^jj+atrb+++=familiar
object ^nn++++=object,
, ^zz++++=EXTRAWORD
thoughts ^nns++++=thoughts
ran ^vbd+++xvbn+=ran
through ^rb+phrv+++=through
my ^pp$+pp1+++=my
mind ^nn++++=mind
of ^in++++=of
people ^nns++++=people
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
bricked ^vpsv++agls+xvbnx+=bricked
up ^rp++++=up
in ^in++++=in
walls ^nns++++=walls
and ^cc++++=and
left ^vwbn+++xvbn+=left
there ^rn+pl+++=there
to ^to++++=to
die ^vbi++++=die.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
the ^ati++++=the
inside ^nn++++=inside
of ^in++++=of
a ^at++++=a
thick ^jj+atrb+++=thick
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
suddenly ^rb++++=suddenly
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
sensation ^nn+nom+++=sensation
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
often ^rb++splt++=often
read ^vprf+++xvbnx+=read
about ^in++++=about
but ^cc++++=but
never ^rb++++=never
experienced ^vbd+++xvbn+=experienced
before ^in+strn+++=before:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
some ^dti++++=some
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+aux++=are
surprised ^vpsv++agls+xvbnx+=surprised,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
wait ^nn++++=wait!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
more ^ql++++=more:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
some ^dti++++=some
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious
of ^in++++=of
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
me ^pp1o+pp1+++=me
that ^dt+pdem+++=that
whoever ^whp+who+++=whoever
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
might ^md+pos+++=might
want ^vb++++=want
to ^to+vcmp+++=to
get ^vbi++++=get
out ^rb+phrv+++=out
of ^in++++=of
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
room ^nn++++=room
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
pass ^vbi++++=pass.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
sure ^jj++++=sure
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
feel ^vbi+vprv+++=feel
giddy ^nn+++??+=giddy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
deep ^jj++++=deep
and ^cc+phrs+++=and
clear ^jj++++=clear:
: ^zz++++=EXTRAWORD
" ^zz++++="'There
' ^zz++++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
some ^dti++++=some
one ^cd1++++=one
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
answered ^vbd+vpub++xvbnx+=answered
mechanically ^rb+cnj+++=mechanically,
, ^zz++++=EXTRAWORD
' ^zz++++='George
george ^np++++=EXTRAWORD
Grady ^np+++??+=Grady.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I'm
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
Joseph ^np++++=Joseph.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
match ^nn++++=match
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
across ^in+pl+++=across
a ^at++++=a
matchbox ^nn++++=matchbox,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
boy ^nn++++=boy
bending ^vwbg+++xvbg+=bending
over ^in++++=over
a ^at++++=a
candle ^nn++++=candle
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
wick ^np++++=wick
to ^to++++=to
catch ^vbi++++=catch.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
must ^md+nec+++=must
be ^vb+be+aux++=be
walking ^vbg+++xvbgx+=walking
in ^in++++=in
his ^pp$+pp3+++=his
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
to ^in++++=to
me ^pp1o+pp1+++=me
quite ^rb++++=quite
naturally ^rb++++=naturally
and ^cc++++=and
said ^vpsv++agls+xvbn+=said
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
boyish ^jj+atrb+++=boyish
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
" ^zz++++="'Lost
' ^zz++++=EXTRAWORD
lost ^xvbn+++xvbn+=EXTRAWORD
anything ^pn++++=anything?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
amazed ^vpsv++agls+xvbnx+=amazed
at ^in++++=at
the ^ati++++=the
lad ^nn++++=lad's
's ^vbz+bez+vrb++0=EXTRAWORD
complete ^jj+atrb+++=complete
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
share ^vbi++++=share
my ^pp$+pp1+++=my
fright ^nn++++=fright
with ^in++++=with
some ^dti++++=some
one ^pn++++=one,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
hide ^vb++++=hide
it ^pp3+it+++=it
from ^in++++=from
this ^dt+dem+++=this
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious
of ^in++++=of
a ^at++++=a
