Before ^cs+sub+++=Before
beholders ^nns+nom+++=beholders
are ^vb+ber+vrb++=are
like ^vb++++=like
to ^to+vcmp+++=to
die ^vbi++++=die
with ^in++++=with
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
that ^cs+sub+++=that
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
emerged ^vprf+++xvbnx+=emerged
from ^in++++=from
the ^ati++++=the
Cafe ^nn++++=Cafe
de ^&fw++++=de
l ^zz++++=l'Europe
'europe ^nn+++??+=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Haymarket ^np++++=Haymarket,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
dining ^vbg+++xvbgx+=dining
at ^in+cmpx+++=at
the ^in"++++=the
expense ^in"++++=expense
of ^in"++++=of
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
upon ^in++++=upon
town ^nn++++=town
with ^in++++=with
whom ^whp+rel+pied++=whom
he ^pp3a+pp3+++=he
shakes ^vbz++++=shakes
hands ^nns++++=hands
as ^ql++++=as
they ^pp3a+pp3+++=they
part ^nn++++=part
at ^in++++=at
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
tavern ^nn++++=tavern.
. ^zz++++=EXTRAWORD
The ^ati++++=The
affected ^jj+atrb++xvbn+=affected
warmth ^nn++++=warmth
of ^in++++=of
that ^dt+dem+++=that
shake ^nn++++=shake
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
the ^ati++++=the
courteous ^jj+atrb+++=courteous
nod ^nn++++=nod,
, ^zz++++=EXTRAWORD
the ^ati++++=the
obvious ^jj+atrb+++=obvious
recollection ^nn+nom+++=recollection
of ^in++++=of
the ^ati++++=the
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
the ^ati++++=the
savoury ^jj+atrb+++=savoury
flavour ^nn++++=flavour
of ^in++++=of
which ^whp+rel+pied++=which
still ^rb++++=still
hangs ^vbz++++=hangs
upon ^in++++=upon
his ^pp$+pp3+++=his
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
all ^abn++++=all
characteristics ^nns++++=characteristics
of ^in++++=of
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
prototype ^nn++++=prototype.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hobbles ^nns+++??+=hobbles
away ^rp+pl+++=away
humming ^nvbg+++xvbg+=humming
an ^at++++=an
opera ^nn++++=opera
tune ^nn++++=tune,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twirling ^vbg+nom++xvbg+=twirling
his ^pp$+pp3+++=his
cane ^nn++++=cane
to ^to++++=to
and ^cc++++=and
fro ^rb+cnj+++=fro,
, ^zz++++=EXTRAWORD
with ^in++++=with
affected ^jj+atrb++xvbn+=affected
carelessness ^nns+nom+++=carelessness.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
he ^pp3a+pp3+++=he
stops-- ^nn+++??+=stops--'tis
it ^pp3+it+++0=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
milliner ^jjr+atrb+++=milliner's
's ^vbz+bez+vrb++0=EXTRAWORD
window ^nn++++=window.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
peeps ^nns+++??+=peeps
through ^in++++=through
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
large ^jj+atrb+++=large
panes ^nns++++=panes
of ^in++++=of
glass ^nn++++=glass;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
within ^in++++=within
being ^nn+nn+aux++=being
obstructed ^vwbn+++xvbn+=obstructed
by ^in++++=by
the ^ati++++=the
India ^np++++=India
shawls ^nns+++??+=shawls,
, ^zz++++=EXTRAWORD
directs ^vbz+vpub+++=directs
his ^pp$+pp3+++=his
attentions ^nns+nom+++=attentions
to ^in++++=to
the ^ati++++=the
young ^jj+atrb+++=young
girl ^nn++++=girl
with ^in++++=with
the ^ati++++=the
band ^nn++++=band-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
gazing ^vbg+++xvbgx+=gazing
in ^in++++=in
at ^in++++=at
the ^ati++++=the
window ^nn++++=window
also ^rb++++=also.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See!
! ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
draws ^vbz++++=draws
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
coughs ^nns++++=coughs;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
turns ^vbz++++=turns
away ^rb+phrv+++=away
from ^in"++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
draws ^vbz++++=draws
near ^rb++++=near
her ^pp$+pp3+++=her
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
disregards ^vbz++++=disregards
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gleefully ^rb++++=gleefully
chucks ^nns+++??+=chucks
her ^pp$+pp3+++=her
under ^in++++=under
the ^ati++++=the
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
retreating ^jj++++=retreating
a ^ap++++=a
few ^ap"++++=few
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
nods ^nns+++??+=nods
and ^cc++++=and
beckons ^nns+++??+=beckons
with ^in++++=with
fantastic ^jj+atrb+++=fantastic
grimaces ^nns++++=grimaces,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
girl ^nn++++=girl
bestows ^vbz++++=bestows
a ^at++++=a
contemptuous ^jj+atrb+++=contemptuous
and ^cc+phrs+++=and
supercilious ^jj+atrb+++=supercilious
look ^nn++++=look
upon ^in++++=upon
his ^pp$+pp3+++=his
wrinkled ^vwbn+++xvbn+=wrinkled
visage ^nn++++=visage.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turns ^vbz++++=turns
away ^rb+phrv+++=away
with ^in++++=with
a ^at++++=a
flounce ^nn++++=flounce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
trots ^nns+++??+=trots
after ^in++++=after
her ^pp$+pp3+++=her
with ^in++++=with
a ^at++++=a
toothless ^jj+atrb+++=toothless
chuckle ^nn++++=chuckle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pantaloon ^nn+++??+=pantaloon
to ^in++++=to
the ^ati++++=the
life ^nn++++=life!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
close ^jj+atrb+++=close
resemblance ^nn+nom+++=resemblance
which ^whp+rel+obj++=which
the ^ati++++=the
clowns ^nns++++=clowns
of ^in++++=of
the ^ati++++=the
stage ^nn++++=stage
bear ^vb++++=bear
to ^to+vcmp+++=to
those ^dt+dem+++=those
of ^in++++=of
every ^at++++=every-day
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
life ^nn++++=life
is ^vbz+bez+vrb++=is
perfectly ^rb+amp+++=perfectly
extraordinary ^jj+pred+++=extraordinary.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
people ^nns++++=people
talk ^nn++++=talk
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh
of ^in++++=of
the ^ati++++=the
decline ^nn++++=decline
of ^in++++=of
pantomime ^nn++++=pantomime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
murmur ^nn++++=murmur
in ^in++++=in
low ^jj+atrb+++=low
and ^cc+phrs+++=and
dismal ^jj+atrb+++=dismal
tones ^nns++++=tones
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Grimaldi ^np+++??+=Grimaldi.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
mean ^jj++++=mean
no ^at++++=no
disparagement ^nn+nom+++=disparagement
to ^in++++=to
the ^ati++++=the
worthy ^jj++++=worthy
and ^cc+phrs+++=and
excellent ^jj+atrb+++=excellent
old ^jj+atrb+++=old
man ^nn++++=man
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
downright ^jjb+atrb+++=downright
nonsense ^nn++++=nonsense.
. ^zz++++=EXTRAWORD
Clowns ^np+++??+=Clowns
that ^tht+rel+++=that
beat ^nn+++xvbn+=beat
Grimaldi ^np+++??+=Grimaldi
all ^rb++++=all
to ^in++++=to
nothing ^pn++++=nothing
turn ^vb++++=turn
up ^rb+phrv+++=up
every ^at++++=every
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nobody ^pn++++=nobody
patronizes ^vbz++++=patronizes
them--more ^jj+atrb++??+=them--more's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
pity ^nn++++=pity!
! ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
who ^whp+wpr+whcl++=who
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
some ^dti++++=some
dirty ^jj++++=dirty-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
patron ^nn++++=patron
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Osbaldistone ^np++++=Osbaldistone's,
's, ^nn+++??+=EXTRAWORD
laying ^vwbg+++xvbg+=laying
down ^rp++++=down
the ^ati++++=the
Miscellany ^nn++++=Miscellany
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
got ^vprf+++xvbnx+=got
thus ^rb+cnj+++=thus
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bestowing ^jj+++xvbg+=bestowing
upon ^in++++=upon
vacancy ^nn++++=vacancy
a ^at++++=a
most ^ql+emph+++=most
knowing ^jj+atrb++xvbg+=knowing
glance ^nn++++=glance;
; ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
mean ^jj++++=mean
C ^zz++++=C.
. ^zz++++=EXTRAWORD
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
as ^ql++++=as
did ^vbd+dod+vrb++=did
Guy ^np++++=Guy
Fawkes ^np+++??+=Fawkes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
George ^np++++=George
Barnwell ^np++++=Barnwell
at ^in++++=at
the ^ati++++=the
Garden ^nn++++=Garden.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
dirty ^jj++++=dirty-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
gentleman ^nn+nom+++=gentleman
has ^vbz+hvz+aux++=has
hardly ^rb+down+splt++=hardly
uttered ^vprf+++xvbnx+=uttered
the ^ati++++=the
words ^nns++++=words,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
interrupted ^vpsv++by+xvbnx+=interrupted
by ^in++++=by
a ^at++++=a
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
in ^in++++=in
no ^at++++=no
shirt ^nn++++=shirt-collar
- ^zz++++=EXTRAWORD
collar ^nn++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
Petersham ^np+++??+=Petersham
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
' ^zz++++='No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman;
; ^zz++++=EXTRAWORD
' ^zz++++='he
he ^pp3a+pp3+++=EXTRAWORD
means ^nns++++=means
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
King ^npt++++=King,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gibson ^np+++??+=Gibson,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
' ^zz++++='Delphi.'
delphi ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now,
, ^zz++++=EXTRAWORD
with ^in++++=with
great ^jj+atrb+++=great
deference ^nn+nom+++=deference
both ^abx++++=both
to ^in++++=to
the ^ati++++=the
first ^od++++=first-named
- ^zz++++=EXTRAWORD
named ^jj+atrb++xvbn+=EXTRAWORD
gentleman ^nn+nom+++=gentleman
with ^in++++=with
the ^ati++++=the
dirty ^jj+atrb+++=dirty
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
last ^ap++++=last-named
- ^zz++++=EXTRAWORD
named ^jj+atrb++xvbn+=EXTRAWORD
gentleman ^nn+nom+++=gentleman
in ^in++++=in
the ^ati++++=the
non ^&fw++++=non-existing
- ^zz++++=EXTRAWORD
existing ^jj+atrb++xvbg+=EXTRAWORD
shirt ^nn++++=shirt-collar,
- ^zz++++=EXTRAWORD
collar ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
Not ^xnot++not++=NOT
mean ^vb+vprv+++=mean
either ^dtx++++=either
the ^ati++++=the
performer ^nn+nom+++=performer
who ^whp+rel+obj++=who
so ^rb++++=so
grotesquely ^rb++++=grotesquely
burlesqued ^vbd+++xvbn+=burlesqued
the ^ati++++=the
Popish ^jj+atrb+++=Popish
conspirator ^nn++++=conspirator,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
three ^cd++++=three
unchangeables ^nns+++??+=unchangeables
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
dancing ^vbg+++xvbgx+=dancing
the ^ati++++=the
same ^ap++++=same
dance ^nn++++=dance
under ^in++++=under
different ^jj+atrb+++=different
imposing ^jj+atrb++xvbg+=imposing
titles ^nns++++=titles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
doing ^vbg+++xvbg+=doing
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing
under ^in++++=under
various ^jj++++=various
high ^jj++++=high-sounding
- ^zz++++=EXTRAWORD
sounding ^vbg+++xvbg+=EXTRAWORD
names ^nns++++=names
for ^in++++=for
some ^dti++++=some
five ^cd++++=five
or ^cc++++=or
six ^cd++++=six
years ^nns++++=years
last ^ap++++=last
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
no ^at++++=no
sooner ^rbr++++=sooner
made ^vprf+++xvbn+=made
this ^dt+dem+++=this
avowal ^nn++++=avowal,
, ^zz++++=EXTRAWORD
than ^in++++=than
the ^ati++++=the
public ^nn++++=public,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
hitherto ^rb++splt++=hitherto
been ^vprf+ben+vrb+xvbnx+=been
silent ^jj+atrb+++=silent
witnesses ^nns+nom+++=witnesses
of ^in++++=of
the ^ati++++=the
dispute ^nn++++=dispute,
, ^zz++++=EXTRAWORD
inquire ^vb++++=inquire
what ^wdt+who+++=what
on ^in++++=on
earth ^nn++++=earth
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
we ^pp1a+pp1+++=we
Do ^vb+do+aux++=DO
mean ^vb+vprv+++=mean;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
becoming ^xvbg+++xvbg+=becoming
respect ^nn++++=respect,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
proceed ^vb++++=proceed
to ^to++++=to
tell ^vbi++++=tell
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
well ^rb++++=well
known ^vbd+vprv++xvbn+=known
to ^to+vcmp+++=to
all ^abn++++=all
playgoers ^nns+nom+++=playgoers
and ^cc++++=and
pantomime ^nn++++=pantomime-seers,
- ^zz++++=EXTRAWORD
seers ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
scenes ^nns++++=scenes
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
theatrical ^jj++++=theatrical
clown ^jj+++xvbn+=clown
is ^vbz+bez+vrb++=is
at ^rb++++=at
the ^ati++++=the
very ^ap+amp+++=very
height ^nn++++=height
of ^in++++=of
his ^pp$+pp3+++=his
glory ^nn++++=glory
are ^vb+ber+vrb++=are
those ^dt+pdem+++=those
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
described ^vpsv++agls+xvbnx+=described
in ^in++++=in
the ^ati++++=the
play ^nn++++=play-bills
- ^zz++++=EXTRAWORD
bills ^nns++++=EXTRAWORD
as ^in++++=as
' ^zz++++='Cheesemonger's
cheesemonger ^jjr+atrb+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
shop ^nn++++=shop
and ^cc++++=and
Crockery ^np+nom++??+=Crockery
warehouse ^nn++++=warehouse,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
or ^cc++++=or
' ^zz++++='Tailor's
tailor ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Queertable ^np++++=Queertable's
's ^$++++=EXTRAWORD
boarding ^nn++++=boarding-house,'
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
or ^cc++++=or
places ^nns++++=places
bearing ^vwbg+++xvbg+=bearing
some ^dti++++=some
such ^abl++++=such
title ^nn++++=title,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
great ^jj+atrb+++=great
fun ^nn++++=fun
of ^in++++=of
the ^ati++++=the
thing ^nn++++=thing
consists ^nns+nom+++=consists
in ^in++++=in
the ^ati++++=the
hero ^nn++++=hero's
's ^vbz+bez+aux++0=EXTRAWORD
taking ^vbg+++xvbgx+=taking
lodgings ^nns++++=lodgings
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
intention ^nn+nom+++=intention
of ^in++++=of
paying ^xvbg+++xvbg+=paying
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
obtaining ^jj+atrb++xvbg+=obtaining
goods ^nns++++=goods
under ^in++++=under
false ^jj+atrb+++=false
pretences ^nns+nom+++=pretences,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
abstracting ^nvbg+++xvbg+=abstracting
the ^ati++++=the
stock ^nn++++=stock-in-trade
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
trade ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
respectable ^jj+atrb+++=respectable
shopkeeper ^nn+nom+++=shopkeeper
next ^ap++++=next
door ^nn++++=door,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
robbing ^jj+atrb++xvbg+=robbing
warehouse ^nn++++=warehouse
porters ^nns+nom+++=porters
as ^ql++++=as
they ^pp3a+pp3+++=they
pass ^vb++++=pass
under ^in++++=under
his ^pp$+pp3+++=his
window ^nn++++=window,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
to ^to++++=to
shorten ^vbi++++=shorten
the ^ati++++=the
catalogue ^nn++++=catalogue,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
swindling ^nn+nom+++=swindling
everybody ^pn++++=everybody
he ^pp3a+pp3+++=he
possibly ^rb++++=possibly
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
only ^rb+down+++=only
remaining ^vbg+++xvbg+=remaining
to ^to++++=to
be ^vbi+vbi+aux++=be
observed ^vpsv++tht0+xvbnx+=observed
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^rbr++++=more
extensive ^jj++++=extensive
the ^ati++++=the
swindling ^nn+nom+++=swindling
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
more ^rbr++++=more
barefaced ^jj++++=barefaced
the ^ati++++=the
impudence ^nn+nom+++=impudence
of ^in++++=of
the ^ati++++=the
swindler ^jjr++++=swindler,
, ^zz++++=EXTRAWORD
the ^ati++++=the
greater ^jjr++++=greater
the ^ati++++=the
rapture ^nn++++=rapture
and ^cc++++=and
ecstasy ^nn++++=ecstasy
of ^in++++=of
the ^ati++++=the
audience ^nn+nom+++=audience.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
most ^ql+emph+++=most
remarkable ^jj+atrb+++=remarkable
fact ^nn++++=fact
that ^tht+ncmp+++=that
precisely ^rb++++=precisely
this ^dt+dem+++=this
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing
occurs ^vbz++++=occurs
in ^in++++=in
real ^jj+atrb+++=real
life ^nn++++=life
day ^nn++++=day
after ^in++++=after
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nobody ^pn++++=nobody
sees ^vbz+vprv+++=sees
the ^ati++++=the
humour ^nn++++=humour
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
illustrate ^nn+nom+++=illustrate
our ^pp$+pp1+++=our
position ^nn+nom+++=position
by ^in++++=by
detailing ^nn+nom+++=detailing
the ^ati++++=the
plot ^nn++++=plot
of ^in++++=of
this ^dt+dem+++=this
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
pantomime ^nn++++=pantomime--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
theatre ^nn++++=theatre,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Honourable ^jj+atrb+++=Honourable
Captain ^nn++++=Captain
Fitz ^np+++??+=Fitz-Whisker
- ^zz++++=EXTRAWORD
whisker ^jjr++++=EXTRAWORD
Fiercy ^np+++??+=Fiercy,
, ^zz++++=EXTRAWORD
attended ^xvbn+++xvbn+=attended
by ^in++++=by
his ^pp$+pp3+++=his
livery ^nn++++=livery
servant ^nn+nom+++=servant
Do ^vb+do+vrb++=Do'em--a
'em--a ^nn+++??+=EXTRAWORD
most ^ql+emph+++=most
respectable ^jj+atrb+++=respectable
servant ^nn+nom+++=servant
to ^to++++=to
look ^vbi++++=look
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
grown ^vprf+++xvbnx+=grown
grey ^np++++=grey
in ^in++++=in
the ^ati++++=the
service ^nn++++=service
of ^in++++=of
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
family ^nn++++=family--views,
-- ^--+clp+++=EXTRAWORD
views ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
treats ^vbz++++=treats
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ultimately ^rb++++=ultimately
obtains ^vbz++++=obtains
possession ^nn++++=possession
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
the ^ati++++=the
unfurnished ^jj+atrb+++=unfurnished
house ^nn++++=house,
, ^zz++++=EXTRAWORD
such ^abl++++=such
a ^at++++=a
number ^nn++++=number,
, ^zz++++=EXTRAWORD
such ^abl++++=such
a ^at++++=a
street ^nn++++=street.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
tradesmen ^nns++++=tradesmen
in ^in++++=in
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood
are ^vb+ber+vrb++=are
in ^in++++=in
agonies ^nns++++=agonies
of ^in++++=of
competition ^nn+nom+++=competition
for ^in++++=for
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
custom ^nn++++=custom;
; ^zz++++=EXTRAWORD
the ^ati++++=the
captain ^nn++++=captain
is ^vbz+bez+vrb++=is
a ^at++++=a
good ^jj++++=good-natured,
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
kind ^nn++++=kind-hearted,
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
, ^zz++++=EXTRAWORD
easy ^jj+atrb+++=easy
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
to ^to++++=to
avoid ^vbi++++=avoid
being ^vbg+beg++xvbg+=being
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
disappointment ^nn+nom+++=disappointment
to ^in++++=to
any ^dti++++=any,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
most ^ql+emph+++=most
handsomely ^rb++++=handsomely
gives ^vbz++++=gives
orders ^vb++++=orders
to ^to+vcmp+++=to
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Hampers ^nns+nom++??+=Hampers
of ^in++++=of
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
baskets ^nns++++=baskets
of ^in++++=of
provisions ^nns++++=provisions,
, ^zz++++=EXTRAWORD
cart ^nn++++=cart-loads
- ^zz++++=EXTRAWORD
loads ^nns++++=EXTRAWORD
of ^in++++=of
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
boxes ^nns++++=boxes
of ^in++++=of
jewellery ^nn+nom+++=jewellery,
, ^zz++++=EXTRAWORD
supplies ^nns++++=supplies
of ^in++++=of
luxuries ^nns++++=luxuries
of ^in++++=of
the ^ati++++=the
costliest ^jjt+atrb+++=costliest
description ^nn+nom+++=description,
, ^zz++++=EXTRAWORD
flock ^nn++++=flock
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
the ^ati++++=the
Honourable ^jj+atrb+++=Honourable
Captain ^nn++++=Captain
Fitz ^np+++??+=Fitz-Whisker
- ^zz++++=EXTRAWORD
whisker ^jjr++++=EXTRAWORD
Fiercy ^np+++??+=Fiercy,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
received ^vpsv++agls+xvbnx+=received
with ^in++++=with
the ^ati++++=the
