1 ^zz++++=1
. ^zz++++=EXTRAWORD
Them ^pp3o+pp3+++=Them
was ^vbd+bedz+vrb++=was
the ^ati++++=the
days ^nns++++=days
when ^wrb+who+++=when
beer ^nn++++=beer
was ^vbd+bedz+vrb++=was
a ^at++++=a
nickel ^nn++++=nickel
for ^in++++=for
a ^at++++=a
stein ^np++++=stein
a ^at++++=a
foot ^nn++++=foot
tall ^jj++++=tall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minute ^nn++++=minute
I ^pp1a+pp1+++=I
taste ^nn++++=taste
the ^ati++++=the
stuff ^nn++++=stuff
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
uncomfortable ^jj++++=uncomfortable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
dare ^vb++++=dare
not ^xnot++not++=not
drink ^vb++++=drink
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
fear ^nn++++=fear
the ^ati++++=the
gang ^nn++++=gang
would ^md+prd+++=would
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
ups ^nns"++++=ups
and ^cc++++=and
drinks ^nns++++=drinks
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
every ^at++++=every
drop ^nn++++=drop,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
it ^pp3+it+++=it
tastes ^nns++++=tastes
worse ^jjr++++=worse
and ^cc+phrs+++=and
worse ^jjr++++=worse.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
beer ^nn++++=beer
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
sicker ^jjr++++=sicker
than ^in++++=than
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
tried ^vprf+++xvbn+=tried
any ^dti++++=any
drink ^nn++++=drink
stronger ^jjr++++=stronger
than ^in++++=than
malted ^vbd+++xvbn+=malted
milk ^nn++++=milk
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
all ^abn++++=all
of ^in++++=of
twenty ^cd++++=twenty
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
a ^rb++++=a
little ^rb"++++=little
drinking ^nvbg+++xvbg+=drinking
a ^in++++=a
sin ^in"++++=sin.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
scared ^vpsv++agls+xvbnx+=scared;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
fellows ^nns++++=fellows
in ^in++++=in
the ^ati++++=the
rugs ^nns++++=rugs
drank ^vbd+++xvbn+=drank--till
-- ^--+clp+++=EXTRAWORD
till ^cs+sub+++=EXTRAWORD
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed
a ^at++++=a
law ^nn++++=law
against ^in++++=against
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
once ^cs+tm+++=once
seen ^vprf+++xvbn+=seen
Charley ^np++++=Charley
Freedman ^np+nom++??+=Freedman
sell ^vb++++=sell
a ^at++++=a
party ^nn++++=party
a ^at++++=a
genuine ^jj+atrb+++=genuine,
, ^zz++++=EXTRAWORD
expensive ^jj+atrb+++=expensive
Bergamo ^np+++??+=Bergamo
rug ^nn++++=rug
for ^in++++=for
two ^cd++++=two
dollars ^nns++++=dollars
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
pickled ^vpsv++agls+xvbnx+=pickled.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sober ^jj+pred+++=sober
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
better ^jjr+atrb+++=better
salesman ^nn+nom+++=salesman
in ^in++++=in
the ^ati++++=the
rugs ^nns++++=rugs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum
offered ^vbd+++xvbn+=offered
no ^at++++=no
comment ^nn+nom+++=comment;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
weighing ^vbg+++xvbgx+=weighing
the ^ati++++=the
cob ^nn+++??+=cob-webbed
- ^zz++++=EXTRAWORD
webbed ^jj+atrb++xvbn+=EXTRAWORD
bottle ^nn++++=bottle
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
holding ^nvbg+++xvbg+=holding
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
light ^nn++++=light
in ^in++++=in
a ^at++++=a
vain ^jj+atrb+++=vain
attempt ^nn++++=attempt
to ^to+ncmp+++=to
peer ^vbi++++=peer
through ^in++++=through
the ^ati++++=the
golden ^jj++++=golden-brown
- ^zz++++=EXTRAWORD
brown ^jj+atrb+++=EXTRAWORD
fluid ^nn++++=fluid.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy
went ^vbd+++xvbn+=went
on ^in+strn+++=on:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
timid ^jj++++=timid.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dunno ^np++++=dunno.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
join ^vbi++++=join
a ^at++++=a
lodge ^nn++++=lodge,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
scared ^vpsv++agls+xvbnx+=scared
of ^in++++=of
the ^ati++++=the
' ^zz++++='nitiation.
nitiation ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
move ^vbi++++=move
out ^rp+pl+++=out
to ^in++++=to
Jersey ^np++++=Jersey,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
all ^abn++++=all
by ^in++++=by
life ^nn++++=life
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
wanted ^vprf+++xvbnx+=wanted
to ^to+vcmp+++=to
take ^vbi++++=take
a ^at++++=a
Turkish ^jj+atrb+++=Turkish
bath ^nn++++=bath;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
somehow ^rb+cnj+++=somehow,
, ^zz++++=EXTRAWORD
every ^at++++=every
time ^nn++++=time
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
place ^nn++++=place
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
cold ^jj+atrb+++=cold
feet ^nns++++=feet
and ^cc++++=and
backed ^vbd+++xvbn+=backed
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
a ^at++++=a
raise ^vb++++=raise,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
golly ^uh++++=golly,
, ^zz++++=EXTRAWORD
between ^in++++=between
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
keep ^vb++++=keep
putting ^vbg+++xvbg+=putting
off ^rb+phrv+++=off
asking ^nn++++=asking
for ^in++++=for
it ^pp3+it+++=it
and ^cc++++=and
putting ^vbg+++xvbg+=putting
off ^rb+phrv+++=off
and ^cc++++=and
putting ^vbg+++xvbg+=putting
off ^rb+phrv+++=off----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
like ^in++++=like
that ^dt+pdem+++=that--once,"
-- ^--+clp+++=EXTRAWORD
once ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
pay ^vb++++=pay.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
still ^rb++++=still
be ^vb+be+aux++=be
selling ^nvbg+++xvbg+=selling
shoes ^nns++++=shoes
in ^in++++=in
the ^ati++++=the
Great ^jj+atrb+++=Great
Store ^nn++++=Store--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
thousands ^cds++++=thousands
of ^in++++=of
feet ^nns++++=feet
every ^at++++=every
day ^nn++++=day
and ^cc++++=and
saying ^nvbg+++xvbg+=saying
thousands ^cds++++=thousands
of ^in++++=of
times ^nns++++=times,
, ^zz++++=EXTRAWORD
' ^zz++++='Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
madam ^npt++++=madam,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
a ^at++++=a
three ^cd++++=three-A,
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
smart ^jj++++=smart,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
really ^rb+emph+++=really
a ^at++++=a
six ^cd++++=six-D
- ^zz++++=EXTRAWORD
d ^zz++++=EXTRAWORD
and ^cc++++=and
looks ^nns++++=looks
like ^in++++=like
hell ^nn++++=hell
on ^in++++=on
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
No ^at++++=No
wonder ^vb++++=wonder
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
a ^at++++=a
drink ^nn++++=drink
or ^cc++++=or
two ^cd++++=two
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
set ^vbd+++xvbnx+=set
down ^rb+phrv+++=down
the ^ati++++=the
bottle ^nn++++=bottle
and ^cc++++=and
flared ^vbd+++xvbn+=flared
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
sudden ^jj++++=sudden,
, ^zz++++=EXTRAWORD
fierce ^jj++++=fierce
bristling ^jj++++=bristling
of ^in++++=of
his ^pp$+pp3+++=his
mustaches ^nns+++??+=mustaches.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now
they ^pp3a+pp3+++=they
have ^md"++pmd"++=have
to ^md+nec+++=to
come ^vb++++=come
along ^in++++=along
and ^cc++++=and
take ^vb++++=take
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
liquor ^nn++++=liquor
away ^in+pl+++=away
from ^in"++++=from
him ^pp3o+pp3+++=him--drat
-- ^--+clp+++=EXTRAWORD
drat ^nn+++??+=EXTRAWORD
' ^zz++++='em!
em ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
our ^pp$+pp1+++=our
boys ^nns++++=boys
fight ^nn++++=fight
for ^in+strn+++=for?
? ^zz++++=EXTRAWORD
Liberty ^nn++++=Liberty,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
being ^xvbg+++xvbg+=being
mowed ^jj+++xvbn+=mowed
down ^rp++++=down
in ^in++++=in
France ^np++++=France,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
come ^vb++++=come
home ^nr++++=home
to ^to++++=to
find ^vbi+vprv+++=find
the ^ati++++=the
country ^nn++++=country
dry ^jj++++=dry!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
fair ^jj++++=fair,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
mind ^nn++++=mind
losing ^vwbg+++xvbg+=losing
the ^ati++++=the
licker ^nn++++=licker.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
could ^md+pos+++=could
take ^vb++++=take
it ^pp3+it+++=it
or ^cc++++=or
leave ^vb++++=leave
it ^pp3+it+++=it
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
hate ^vb++++=hate
is ^vbz+bez+aux++=is
having ^vbg+hvg++xvbg+=having
them ^pp3o+pp3+++=them
say ^vb+vpub+tht0++=say
a ^at++++=a
man ^nn++++=man
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
drink ^vb++++=drink
this ^dt+pdem+++=this
and ^cc++++=and
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
drink ^nn++++=drink
that ^tht+rel+++=that.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
getting ^vbg+++xvbgx+=getting
after ^cs+sub+++=after
our ^pp$+pp1+++=our
smokes ^vbz++++=smokes,
, ^zz++++=EXTRAWORD
next ^ap++++=next.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
in ^in++++=in
the ^ati++++=the
paper ^nn++++=paper
last ^jj+atrb+++=last
night ^nn++++=night
a ^at++++=a
piece ^nn++++=piece
that ^tht+rel+subj++=that
asked ^vbn+vsua+tht0+xvbn+=asked
something ^pn++++=something
that ^dt+pdem+++=that's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
on ^in++++=on
my ^pp$+pp1+++=my
mind ^nn++++=mind
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time:
: ^zz++++=EXTRAWORD
' ^zz++++='Whither
whither ^jjr++++=EXTRAWORD
are ^vb+ber+vrb++=are
we ^pp1a+pp1+++=we
drifting? ^nn+++??+=drifting?'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dunno ^np++++=dunno,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy.
. ^zz++++=EXTRAWORD
" ^zz++++="You'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
went ^vbd+++xvbn+=went
on ^in++++=on
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
heeding ^jj+++xvbg+=heeding,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
oppression ^nn++++=oppression
and ^cc++++=and
injustice ^nn++++=injustice
surged ^vbd+++xvbn+=surged
through ^in++++=through
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
liquor ^nn++++=liquor
harmed ^vwbn+++xvbn+=harmed
men ^nns++++=men.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
if ^cs+cnd+++=if
it ^pp3+it+++=it
harmed ^vbd+++xvbn+=harmed
anybody ^pn++++=anybody
but ^cc++++=but
the ^ati++++=the
drunkards ^nns+++??+=drunkards!
! ^zz++++=EXTRAWORD
Liquor ^nn++++=Liquor
never ^rb++++=never
hurt ^vb+++xvbn+=hurt
a ^at++++=a
successful ^jj+atrb+++=successful
man ^nn++++=man;
; ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
siree ^nn++++=siree.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy
looked ^vbd+++xvbn+=looked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum
make ^vb++++=make
the ^ati++++=the
speech ^nn++++=speech
that ^tht+rel+subj++=that
customarily ^rb++++=customarily
followed ^vbd+vprv++xvbn+=followed
this ^dt+dem+++=this
remark ^nn++++=remark
a ^at++++=a
number ^nn++++=number
of ^in++++=of
times ^nns++++=times,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
never ^rb++++=never
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
interest ^vbi++++=interest
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
at ^rb++++=at
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum,
, ^zz++++=EXTRAWORD
slapping ^jj+++xvbg+=slapping
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="Buyer
buyer ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
shoes ^nns++++=shoes
in ^in++++=in
the ^ati++++=the
Great ^jj+atrb+++=Great
Store ^nn++++=Store,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
ai ^nn+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
so ^ql+emph+++=so
worse ^jjr++++=worse,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
nerve ^nn++++=nerve
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
used ^md"++pmd"++=used
to ^to++++=to
get ^vb++++=get
a ^at++++=a
snootful ^nn+nom+++=snootful
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
self ^nn++++=self-confidence,
- ^zz++++=EXTRAWORD
confidence ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
did ^vbd+dod+vrb++=did
the ^ati++++=the
trick ^nn++++=trick.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
old ^jj+atrb+++=old
man ^nn++++=man
Briggs ^np++++=Briggs
croaked ^vbd+++xvbn+=croaked,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
that ^tht+vcmp+++=that
the ^ati++++=the
big ^jj+atrb+++=big
boss ^nn++++=boss
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
around ^rp++++=around
outside ^jjb++++=outside
the ^ati++++=the
store ^nn++++=store
for ^in++++=for
a ^at++++=a
man ^nn++++=man
to ^to++++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
place ^nn++++=place
as ^in++++=as
buyer ^nn++++=buyer
in ^in++++=in
the ^ati++++=the
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
goes ^vbz++++=goes
right ^nn++++=right
to ^to+ncmp+++=to
the ^ati++++=the
boss ^nn++++=boss,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Look
look ^vb++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Berger ^np++++=Berger,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
been ^vb+vbd+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
shoes ^nns++++=shoes
eighteen ^cd++++=eighteen
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
shoes ^nns++++=shoes
from ^in++++=from
A ^at++++=A
to ^in++++=to
Z ^zz++++=Z,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
back ^jjb++++=back
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
fill ^vb++++=fill
Briggs ^np++++=Briggs'
' ^zz++++=EXTRAWORD
shoes ^nns++++=shoes,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+pdem+++=that
gets ^vbz++++=gets
him ^pp3o+pp3+++=him
laughing ^nvbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+++=mean
it ^pp3+it+++=it
that ^dt+dem+++=that
way ^nn++++=way,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
humor ^nn++++=humor
has ^vbz+hvz+vrb++=has
any ^dti++++=any
place ^nn++++=place
in ^in++++=in
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
" ^zz++++="'Well,'
' ^zz++++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
certainly ^rb++++=certainly
got ^vbd+++xvbn+=got
confidence ^nn+nom+++=confidence
in ^in++++=in
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+vrb++=do
in ^in++++=in
Briggs ^np++++=Briggs'
' ^zz++++=EXTRAWORD
job ^nn++++=job.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
pay ^vb++++=pay
forty ^cd++++=forty
a ^at++++=a
week ^nn++++=week.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
old ^jj+atrb+++=old
Briggs ^np++++=Briggs
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
more ^rbr++++=more
than ^in++++=than
forty ^cd++++=forty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
Berger ^np+++??+=Berger
needed ^vwbn+++xvbn+=needed
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
spins ^nns++++=spins
on ^rp++++=on
him ^pp3o+pp3+++=him
and ^cc++++=and
I ^pp1a+pp1+++=I
laughs ^nns++++=laughs
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
' ^zz++++='Forty
forty ^cd++++=EXTRAWORD
popcorn ^jj+atrb++xvbn+=popcorn
balls ^nns++++=balls!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
' ^zz++++='Sixty
sixty ^cd++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
least ^ql++++=least
that ^dt+dem+++=that
job ^nn++++=job's
's ^$++++=EXTRAWORD
worth ^nn++++=worth,
