This ^dt+pdem+++=This
job ^nn++++=job
loomed ^vbd+++xvbn+=loomed
up ^rp++++=up
before ^cs+sub+++=before
Eddie ^np++++=Eddie's
's ^$++++=EXTRAWORD
dazzled ^vbd+++xvbn+=dazzled
eyes ^nns++++=eyes
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
least ^ql++++=least
expected ^jj+++xvbn+=expected
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
at ^rb++++=at
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
a ^at++++=a
particularly ^rb++++=particularly
hot ^jj+atrb+++=hot
day ^nn++++=day
when ^wrb+who+++=when
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
Eddie ^vbi++++=Eddie
that ^dt+dem+++=that
every ^at++++=every
one ^pn++++=one
in ^in++++=in
town ^nn++++=town
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
everything ^pn++++=everything
from ^in++++=from
birch ^nn++++=birch
beer ^nn++++=beer
to ^in++++=to
peach ^nn++++=peach
ice ^nn++++=ice
cream ^nn++++=cream.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
way ^nn++++=way
home ^nr++++=home
to ^in++++=to
supper ^nn++++=supper
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped
at ^rb++++=at
the ^ati++++=the
postoffice ^nn+++??+=postoffice
with ^in++++=with
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
letters ^nns+nom+++=letters
that ^tht+rel+++=that
old ^jj+atrb+++=old
man ^nn++++=man
Kunz ^np++++=Kunz
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
to ^in++++=to
mail ^nn++++=mail.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^vb+hv+vrb++=have
corn ^nn++++=corn
out ^rp+pl+++=out
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
garden ^nn++++=garden
for ^in++++=for
supper ^nn++++=supper
that ^tht+rel+++=that
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Eddie ^np++++=Eddie
was ^vbd+bedz+vrb++=was
in ^in++++=in
something ^pn++++=something
of ^in++++=of
a ^at++++=a
hurry ^nn++++=hurry.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
and ^cc++++=and
his ^pp$+pp3+++=his
mother ^nn++++=mother
were ^vbd+bed+vrb++=were
great ^jj+atrb+++=great
pals ^nns++++=pals.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^cd1++++=one
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
dim ^jj++++=dim
little ^ap++++=little
postoffice ^nn+++??+=postoffice
lobby ^nn++++=lobby
a ^at++++=a
man ^nn++++=man
was ^vbd+bedz+aux++=was
busily ^rb++splt++=busily
tacking ^vbg+++xvbgx+=tacking
up ^rp++++=up
posters ^nns+nom+++=posters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whitewashed ^jj+atrb++xvbn+=whitewashed
walls ^nns++++=walls
bloomed ^vbd+++xvbn+=bloomed
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
gay ^jj+pred+++=gay,
, ^zz++++=EXTRAWORD
attractive ^jj++++=attractive-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
posters ^nns+nom+++=posters,
, ^zz++++=EXTRAWORD
done ^xvbn+++xvbn+=done
in ^in++++=in
red ^jj++++=red
and ^cc++++=and
blue ^nn++++=blue
and ^cc++++=and
green ^nn++++=green,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
Eddie ^np++++=Eddie
had ^vbd+hvd+aux++=had
dumped ^vprf+++xvbnx+=dumped
his ^pp$+pp3+++=his
mail ^nn++++=mail
into ^in++++=into
the ^ati++++=the
slot ^nn++++=slot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="Hello,
hello ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jake ^np++++=Jake!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
stamp ^nn++++=stamp
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
back ^jjb++++=back
was ^vbd+bedz+aux++=was
turned ^vpsv++agls+xvbnx+=turned
to ^in++++=to
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
strolled ^vbd+++xvbnx+=strolled
idly ^rb++++=idly
over ^in++++=over
to ^to++++=to
where ^wrb+who+++=where
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+aux++=was
putting ^vbg+++xvbgx+=putting
the ^ati++++=the
finishing ^jj+atrb++xvbg+=finishing
touches ^nns++++=touches
to ^in++++=to
his ^pp$+pp3+++=his
work ^nn++++=work.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
in ^in++++=in
a ^at++++=a
sailor ^nn++++=sailor
suit ^nn++++=suit
of ^in++++=of
blue ^nn++++=blue,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
picturesque ^jj+atrb+++=picturesque
silk ^nn++++=silk
scarf ^nn++++=scarf
knotted ^jj++++=knotted
at ^rb++++=at
his ^pp$+pp3+++=his
hairy ^jj+atrb+++=hairy
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
right ^jj++++=right
on ^in++++=on
tacking ^xvbg+++xvbg+=tacking
posters ^nns+nom+++=posters.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
certainly ^rb++++=certainly
were ^vbd+bed+vrb++=were
attractive ^jj+atrb+++=attractive
pictures ^nns++++=pictures.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
showed ^jj+atrb++xvbn+=showed
groups ^nns++++=groups
of ^in++++=of
stalwart ^jj++++=stalwart,
, ^zz++++=EXTRAWORD
immaculately ^rb++++=immaculately
clad ^jj+atrb+++=clad
young ^jj+atrb+++=young
gods ^nns++++=gods
lolling ^vwbg+++xvbg+=lolling
indolently ^jj++++=indolently
on ^in++++=on
tropical ^jj+atrb+++=tropical
shores ^nns++++=shores,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
splendor ^nn++++=splendor
of ^in++++=of
palms ^nns++++=palms
overhead ^jjb++++=overhead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sparkling ^jj+atrb+++=sparkling
blue ^jj+atrb+++=blue
sea ^nn++++=sea
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
depicted ^jj+++xvbn+=depicted
a ^at++++=a
group ^nn++++=group
of ^in++++=of
white ^jj++++=white-clad
- ^zz++++=EXTRAWORD
clad ^jj+atrb+++=EXTRAWORD
men ^nns++++=men
wading ^vwbg+++xvbg+=wading
knee ^nn++++=knee-deep
- ^zz++++=EXTRAWORD
deep ^jj++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
surf ^nn++++=surf
as ^ql++++=as
they ^pp3a+pp3+++=they
laughingly ^rb++++=laughingly
landed ^vbd+++xvbn+=landed
a ^at++++=a
cutter ^np++++=cutter
on ^in++++=on
the ^ati++++=the
sandy ^np++++=sandy
beach ^npl++++=beach.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
particularly ^rb++++=particularly
fascinating ^jj+atrb+++=fascinating
one ^cd1++++=one
showing ^nvbg+++xvbg+=showing
two ^cd++++=two
barefooted ^jj+atrb+++=barefooted
young ^jj+atrb+++=young
chaps ^nns++++=chaps
on ^in++++=on
a ^at++++=a
wave ^nn++++=wave-swept
- ^zz++++=EXTRAWORD
swept ^vbd+++xvbn+=EXTRAWORD
raft ^nn++++=raft
engaged ^vwbn+++xvbn+=engaged
in ^cs+sub+++=in
that ^cs"++++=that
delightfully ^rb++++=delightfully
perilous ^jj+atrb+++=perilous
task ^nn++++=task
known ^vbd+vprv++xvbn+=known
as ^ql++++=as
signaling ^nn+nom+++=signaling.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
showed ^jj+++xvbn+=showed
the ^ati++++=the
keen ^jj++++=keen-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
gunners ^nns+nom+++=gunners
busy ^jj++++=busy
about ^in++++=about
the ^ati++++=the
big ^jj+atrb+++=big
guns ^nns++++=guns.
. ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
studied ^vbd+++xvbn+=studied
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
finished ^vbd+++xvbn+=finished
his ^pp$+pp3+++=his
task ^nn++++=task
and ^cc++++=and
looked ^vbd+++xvbn+=looked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
casually ^rb++++=casually.
. ^zz++++=EXTRAWORD
" ^zz++++="Hello,
hello ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
kid ^nn++++=kid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Hello,"
hello ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Eddie ^np++++=Eddie.
. ^zz++++=EXTRAWORD
Then--"that ^np++++=Then--"That's
's ^$++++=EXTRAWORD
some ^dti++++=some
picture ^nn++++=picture
gallery ^nn+nom+++=gallery
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
giving ^vbg+++xvbgx+=giving
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
sailor ^nn++++=sailor
suit ^nn++++=suit
fell ^vbd+++xvbn+=fell
back ^jjb++++=back
a ^at++++=a
pace ^nn++++=pace
or ^cc++++=or
two ^cd++++=two
and ^cc++++=and
surveyed ^vbd+++xvbn+=surveyed
his ^pp$+pp3+++=his
work ^nn++++=work
with ^in++++=with
a ^at++++=a
critical ^jj+atrb+++=critical
but ^cc+phrs+++=but
satisfied ^jj+atrb++xvbn+=satisfied
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
" ^zz++++="Pitchers,"
pitchers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it
justice ^nn++++=justice.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We've
've ^vb+hv+aux++0=EXTRAWORD
opened ^vprf+++xvbnx+=opened
a ^at++++=a
recruiting ^jj+atrb++xvbg+=recruiting
office ^nn++++=office
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
for ^in++++=for
young ^jj+atrb+++=young
men ^nns++++=men
with ^in++++=with
brains ^nns++++=brains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
muscle ^nn++++=muscle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ambition ^nn+nom+++=ambition.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
great ^jj+atrb+++=great
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
to ^to+vcmp+++=to
these ^dt+dem+++=these
here ^rn+pl+++=here
little ^jj+atrb+++=little
towns ^nns++++=towns
much ^rb++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
placed ^vbd+++xvbnx+=placed
a ^at++++=a
handbill ^nn+++??+=handbill
in ^in++++=in
Eddie ^np++++=Eddie's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
glanced ^vbd+++xvbn+=glanced
down ^rp++++=down
at ^rb++++=at
it ^pp3+it+++=it
sheepishly ^rb++++=sheepishly.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^cs+sub+++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
hard ^jj+atrb+++=hard
life ^nn++++=life."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
sailor ^nn++++=sailor
suit ^nn++++=suit
threw ^vbd+++xvbn+=threw
back ^jjb++++=back
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
displaying ^vbg+++xvbg+=displaying
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
hairy ^jj+atrb+++=hairy
throat ^nn++++=throat
and ^cc++++=and
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="Hard!"
hard ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
jeered ^vbd+++xvbnx+=jeered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slapped ^vbd+++xvbn+=slapped
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
gay ^jj++++=gay-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
posters ^nns+nom+++=posters
with ^in++++=with
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that!
! ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
exaggerated ^vbd+++xvbn+=exaggerated.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
bit ^nn++++=bit.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
only ^ap+down+++=only
life ^nn++++=life
for ^in++++=for
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
for ^in++++=for
a ^at++++=a
guy ^np++++=guy
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
town ^nn++++=town.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
chance ^nn++++=chance
here ^rn+pl+++=here
for ^in++++=for
a ^at++++=a
bright ^jj+atrb+++=bright
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
goes ^vbz++++=goes
to ^in++++=to
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
get ^vb++++=get?
? ^zz++++=EXTRAWORD
The ^ati++++=The
city ^npl++++=city's
's ^$++++=EXTRAWORD
jam ^nn++++=jam
full ^jj++++=full
of ^in++++=of
kids ^nns++++=kids
that ^tht+rel+obj++=that
flock ^nn++++=flock
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
spring ^nn++++=spring
and ^cc++++=and
fall ^nn++++=fall,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
for ^in++++=for
jobs ^nns++++=jobs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thinking ^nvbg+++xvbg+=thinking
the ^ati++++=the
city ^nn++++=city's
's ^$++++=EXTRAWORD
sittin ^nn+++??+=sittin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
waitin ^nn+++??+=waitin'
' ^zz++++=EXTRAWORD
for ^in++++=for
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
where ^wrb+who+whq++=where
do ^vb+do+vrb++=do
they ^pp3a+pp3+++=they
land ^nn++++=land?
? ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
dime ^nn+++??+=dime
lodging ^nn++++=lodging
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
navy ^nn++++=navy
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
cost ^nn++++=cost
you ^pp2+pp2+++=you
a ^at++++=a
cent ^nnu"++++=cent.
. ^zz++++=EXTRAWORD
A ^at++++=A
guy ^np++++=guy
is ^vbz+bez+vrb++=is
a ^at++++=a
fool ^jjb++++=fool
to ^to++++=to
bury ^vbi++++=bury
himself ^ppl+pp3+++=himself
alive ^jj++++=alive
in ^in++++=in
a ^at++++=a
hole ^nn++++=hole
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=could
be ^vb+be+aux++=be
seeing ^vbg+vprv++xvbgx+=seeing
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
traveling ^nn+nom+++=traveling
by ^in++++=by
sea ^nn++++=sea
from ^in++++=from
port ^nn++++=port
to ^in++++=to
port ^nn++++=port,
, ^zz++++=EXTRAWORD
from ^in++++=from
country ^nn++++=country
to ^in++++=to
country ^nn++++=country,
, ^zz++++=EXTRAWORD
from ^in++++=from
ocean ^nn++++=ocean
to ^in++++=to
ocean ^nn++++=ocean,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
ever ^rb++++=ever-changing
- ^zz++++=EXTRAWORD
changing ^jj+atrb++xvbg+=EXTRAWORD
scenery ^nn+nom+++=scenery
and ^cc++++=and
climatic ^jj+atrb+++=climatic
conditions ^nns+nom+++=conditions,
, ^zz++++=EXTRAWORD
to ^to++++=to
see ^vbi+vprv+++=see
and ^cc++++=and
study ^nn++++=study
the ^ati++++=the
habits ^nns++++=habits
and ^cc++++=and
conditions ^nns+nom+++=conditions
of ^in++++=of
the ^ati++++=the
strange ^jj+atrb+++=strange
races ^nns++++=races----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rolled ^vbd+++xvbn+=rolled
off ^in+pl+++=off
his ^pp$+pp3+++=his
tongue ^nn++++=tongue
with ^in++++=with
fascinating ^jj+atrb+++=fascinating
glibness ^nns+nom+++=glibness.
. ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
folder ^nn++++=folder
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
always ^rb++++=always
did ^vbd+dod+vrb++=did
like ^in++++=like
the ^ati++++=the
water ^nn++++=water,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Sure,"
sure ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
agreed ^vbd+vpub++xvbn+=agreed
the ^ati++++=the
hairy ^jj+atrb+++=hairy
man ^nn++++=man,
, ^zz++++=EXTRAWORD
heartily ^rb++++=heartily.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
young ^jj+atrb+++=young
feller ^nn++++=feller
do ^vb+do+vrb++=don't?
n't ^xnot++not++0=EXTRAWORD
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in++++=on
over ^in++++=over
to ^in++++=to
the ^ati++++=the
office ^nn++++=office
with ^in++++=with
me ^pp1o+pp1+++=me
and ^cc++++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
some ^dti++++=some
real ^jj+atrb+++=real
stuff ^nn++++=stuff."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
supper ^nn++++=supper
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
hesitated ^vbd+++xvbn+=hesitated
Eddie ^np++++=Eddie.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
not ^xnot++not++=not----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
supper ^nn++++=supper,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
laughed ^vbd+++xvbn+=laughed
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in++++=on
and ^cc++++=and
have ^vb+hv+vrb++=have
supper ^nn++++=supper
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
kid ^nn++++=kid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie's
's ^$++++=EXTRAWORD
pink ^jj+atrb+++=pink
cheeks ^nns++++=cheeks
went ^vbd+++xvbn+=went
three ^cd++++=three
shades ^nns++++=shades
pinker ^jjr++++=pinker.
. ^zz++++=EXTRAWORD
" ^zz++++="Gee!
gee ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That'd
'd ^md+prd+aux++0=EXTRAWORD
be ^vb+be+vrb++=be
great ^jj+pred+++=great.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
mother ^nn++++=mother--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is--she----"
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
sailor ^nn++++=sailor
suit ^nn++++=suit
laughed ^vbd+++xvbn+=laughed
again ^rb+tm+++=again--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
laugh ^nn++++=laugh
with ^in++++=with
a ^at++++=a
sting ^nn++++=sting
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
great ^jj+atrb+++=great
big ^jj+atrb+++=big
feller ^nn++++=feller
like ^in++++=like
you ^pp2+pp2+++=you
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
tied ^vpsv++agls+xvbn+=tied
to ^in++++=to
your ^pp$+pp2+++=your
ma ^npt++++=ma's
's ^$++++=EXTRAWORD
apron ^nn++++=apron
strings ^nns++++=strings
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
much ^rb++++=much
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
Eddie ^np++++=Eddie.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
telephone ^vb++++=telephone
her ^pp$+pp3+++=her
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
get ^vb++++=get
to ^to+vcmp+++=to
your ^pp$+pp2+++=your
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
such ^abl++++=such
fascinating ^jj+atrb+++=fascinating
things ^nns++++=things,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
new ^jj+atrb+++=new
booklets ^nns+nom+++=booklets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
man ^nn++++=man
had ^vb+hv+vrb++=had
such ^abl++++=such
marvelous ^jj+atrb+++=marvelous
tales ^nns++++=tales
to ^to++++=to
tell ^vbi++++=tell,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Eddie ^np++++=Eddie
forgot ^vbd+vprv++xvbn+=forgot
trifles ^nns++++=trifles
like ^in++++=like
supper ^nn++++=supper
and ^cc++++=and
