From ^in++++=FROM
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
her ^pp$+pp3+++=her
home ^nr++++=home
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
might ^md+pos+++=might
come ^vb++++=come
and ^cc++++=and
" ^zz++++="see
see ^vb+vprv+++=EXTRAWORD
again ^rb+tm+++=again
that ^dt+dem+++=that
slow ^jj+atrb+++=slow
Arabian ^jj+atrb+++=Arabian
smile ^nn++++=smile"?
" ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
nonsense ^nn++++=nonsense
what ^wdt+who+++=what
utter ^jjb+atrb+++=utter
nonsense ^nn++++=nonsense
and ^cc++++=and
yet ^rb++++=yet
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
at ^rb++++=at
the ^ati++++=the
time ^nn++++=time
a ^at++++=a
strange ^jj+atrb+++=strange
deep ^jj+atrb+++=deep
thrill ^nn++++=thrill
unlike ^in++++=unlike
anything ^pn++++=anything
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
felt ^vprf+++xvbnx+=felt
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="Coal!
coal ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Coal ^nn++++=Coal!
! ^zz++++=EXTRAWORD
Coal ^nn++++=Coal!
! ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
iron ^nn++++=iron!
! ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
iron ^nn++++=iron!
! ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
iron ^nn++++=iron!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sounded ^vbd+++xvbn+=sounded
from ^in++++=from
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
all ^abn++++=all
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
Understand ^vb+vprv+++=Understand
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
understood ^vprf+++xvbnx+=understood
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
ringing ^vbg+++xvbg+=ringing
her ^pp$+pp3+++=her
up ^rp++++=up
on ^in++++=on
a ^at++++=a
windy ^jj+atrb+++=windy
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
immensely ^rb++++=immensely
significant ^jj+pred+++=significant.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
he ^pp3a+pp3+++=he
understand ^vb+vprv+tht0++=understand
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
almost ^rb+hdg+++=almost
have ^vb+hv+aux++=have
laughed ^vprf+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
rang ^vbd+++xvbn+=rang
me ^pp1o+pp1+++=me
up ^rp++++=up
when ^wrb+who+++=when
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+subj++=who
understood ^vbd+vprv++xvbn+=understood
me ^pp1o+pp1+++=me
simply ^rb++++=simply
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
Marie ^np++++=Marie
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Monsieur
monsieur ^npt++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
vestibule ^nn++++=vestibule
in ^in++++=in
case ^nn++++=case
Madame ^npt++++=Madame
changed ^vbd+++xvbn+=changed
her ^pp3o+pp3+++=her
mind ^nn++++=mind,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Monica ^np++++=Monica
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
verbena ^nn+++??+=verbena,
, ^zz++++=EXTRAWORD
Marie ^np++++=Marie.
. ^zz++++=EXTRAWORD
Carnations ^nns+nom++??+=Carnations.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
handfuls ^nns+nom+++=handfuls."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
wild ^jj+atrb+++=wild
white ^jj+atrb+++=white
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
a ^at++++=a
tearing ^nvbg+++xvbg+=tearing,
, ^zz++++=EXTRAWORD
rocking ^vbg+++xvbg+=rocking
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Monica ^np++++=Monica
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
before ^in++++=before
the ^ati++++=the
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
The ^ati++++=The
maid ^nn++++=maid
combed ^vbd+++xvbn+=combed
back ^rp++++=back
her ^pp3o+pp3+++=her
dark ^jj+atrb+++=dark
hair ^nn++++=hair
combed ^vbd+++xvbn+=combed
it ^pp3+it+++=it
all ^abn++++=all
back ^jjb++++=back
and ^cc++++=and
her ^pp$+pp3+++=her
face ^nn++++=face
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
mask ^nn++++=mask,
, ^zz++++=EXTRAWORD
with ^in++++=with
pointed ^jj+atrb++xvbn+=pointed
eyelids ^nns++++=eyelids
and ^cc++++=and
dark ^jj+atrb+++=dark
red ^jj+atrb+++=red
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
herself ^ppl+pp3+++=herself
in ^in++++=in
the ^ati++++=the
blueish ^jj+atrb+++=blueish
shadowy ^jj+atrb+++=shadowy
glass ^nn++++=glass
she ^pp3a+pp3+++=she
suddenly ^rb++++=suddenly
felt ^vbd+vprv++xvbn+=felt
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
strangest ^jjt++++=strangest,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
tremendous ^jj+atrb+++=tremendous
excitement ^nn+nom+++=excitement
filling ^vwbg+++xvbg+=filling
her ^pp3o+pp3+++=her
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
fling ^vbi++++=fling
out ^rp+pl+++=out
her ^pp$+pp3+++=her
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
to ^to++++=to
laugh ^vbi++++=laugh,
, ^zz++++=EXTRAWORD
to ^to++++=to
scatter ^vbi++++=scatter
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
to ^in++++=to
shock ^nn++++=shock
Marie ^np++++=Marie,
, ^zz++++=EXTRAWORD
to ^to++++=to
cry ^vbi++++=cry:
: ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
free ^jj+pred+++=free.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
free ^jj+pred+++=free.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
free ^jj+pred+++=free
as ^in++++=as
the ^ati++++=the
wind ^nn++++=wind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
now ^rn+tm+++=now
all ^rb++++=all
this ^dt+dem+++=this
vibrating ^jj++++=vibrating,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling,
, ^zz++++=EXTRAWORD
exciting ^jj++++=exciting,
, ^zz++++=EXTRAWORD
flying ^vbg+++xvbg+=flying
world ^nn++++=world
was ^vbd+bedz+vrb++=was
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
her ^pp3o+pp3+++=her
kingdom ^npl+nom+++=kingdom.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
belonged ^vbd+++xvbnx+=belonged
to ^in++++=to
nobody ^pn++++=nobody
but ^cc++++=but
Life ^nn++++=Life.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
will ^md+prd+++=will
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
Marie ^np++++=Marie,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stammered ^vbd+++xvbnx+=stammered.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
get ^vb++++=get
me ^pp1o+pp1+++=me
a ^at++++=a
taxi ^nn++++=taxi."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
was ^vbd+bedz+aux++=was
she ^pp3a+pp3+++=she
going ^vbg+++xvbg+=going?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
stand ^vb++++=stand
this ^dt+dem+++=this
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
noiseless ^jj+atrb+++=noiseless
Marie ^np++++=Marie,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
ghostly ^jj+atrb+++=ghostly
quiet ^jj+atrb+++=quiet
feminine ^jj+atrb+++=feminine
interior ^nn++++=interior.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
must ^md+nec+++=must
be ^vb+be+vrb++=be
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
be ^vb+be+aux++=be
driving ^vbg+++xvbgx+=driving
quickly ^rb++++=quickly
anywhere ^rb+cnj+++=anywhere,
, ^zz++++=EXTRAWORD
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
taxi ^nn++++=taxi
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
pressed ^vbd+++xvbnx+=pressed
open ^jj++++=open
the ^ati++++=the
big ^jj+atrb+++=big
outer ^jjb+atrb+++=outer
doors ^nns++++=doors
of ^in++++=of
the ^ati++++=the
flats ^nns++++=flats
the ^ati++++=the
wild ^jj+atrb+++=wild
wind ^nn++++=wind
caught ^vbd+++xvbn+=caught
her ^pp$+pp3+++=her
and ^cc++++=and
floated ^vbd+++xvbn+=floated
her ^pp$+pp3+++=her
across ^in+pl+++=across
the ^ati++++=the
pavement ^nn+nom+++=pavement.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
to ^to++++=to?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
got ^vbd+++xvbnx+=got
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiling ^jj+++xvbg+=smiling
radiantly ^jj++++=radiantly
at ^rb++++=at
the ^ati++++=the
cross ^nn++++=cross,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
to ^in++++=to
her ^pp$+pp3+++=her
hairdresser ^nn+nom+++=hairdresser's.
's. ^nn+++??+=EXTRAWORD
What ^wdt+who+++=What
would ^md+prd+++=would
she ^pp3a+pp3+++=she
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
without ^in++++=without
her ^pp$+pp3+++=her
hairdresser ^nn+nom+++=hairdresser?
? ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
Monica ^np++++=Monica
had ^vb+hv+vrb++=had
nowhere ^rb+pl+++=nowhere
else ^rb+cnj+++=else
to ^to++++=to
go ^vbi++++=go
or ^cc++++=or
nothing ^pn++++=nothing
on ^in++++=on
earth ^nn++++=earth
to ^to++++=to
do ^vbi++++=do
she ^pp3a+pp3+++=she
drove ^vbd+++xvbnx+=drove
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
might ^md+pos+++=might
just ^rb+emph+++=just
have ^vb+hv+vrb++=have
her ^pp$+pp3+++=her
hair ^nn++++=hair
waved ^vbd+++xvbn+=waved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
that ^dt+dem+++=that
time ^nn++++=time
she ^pp3a+pp3+++0=she'd
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
out ^rp+pl+++=out
a ^at++++=a
plan ^nn++++=plan.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cross ^nn++++=cross,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
driver ^nn++++=driver
drove ^vbd+++xvbn+=drove
at ^in++++=at
a ^at++++=a
tremendous ^jj+atrb+++=tremendous
pace ^nn++++=pace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
let ^vbd+++xvbnx+=let
herself ^ppl+pp3+++=herself
be ^vb+be+aux++=be
hurled ^vpsv++agls+xvbnx+=hurled
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wished ^vbd+vprv+tht0+xvbnx+=wished
he ^pp3a+pp3+++=he
would ^md+prd+++=would
go ^vb++++=go
faster ^rbr++++=faster
and ^cc+phrs+++=and
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
free ^jj+pred+++=free
of ^in++++=of
Princes ^nns++++=Princes'
' ^zz++++=EXTRAWORD
at ^rb++++=at
one ^cd1++++=one-thirty,
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
being ^xvbg+++xvbg+=being
the ^ati++++=the
tiny ^jj+atrb+++=tiny
kitten ^nn++++=kitten
in ^in++++=in
the ^ati++++=the
swansdown ^jj+atrb++xvbn+=swansdown
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
of ^in++++=of
being ^xvbg+++xvbg+=being
the ^ati++++=the
Arabian ^jj++++=Arabian,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
delighted ^jj+atrb++xvbn+=delighted
child ^nn++++=child
and ^cc++++=and
the ^ati++++=the
little ^jj+atrb+++=little
wild ^jj+atrb+++=wild
creature ^nn++++=creature.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
" ^zz++++="Never
never ^rb++++=EXTRAWORD
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
clenching ^vbg+++xvbg+=clenching
her ^pp$+pp3+++=her
small ^jj+atrb+++=small
fist ^nn++++=fist.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
cab ^nn++++=cab
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
driver ^nn++++=driver
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
door ^nn++++=door
open ^nn++++=open
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hairdresser ^nn+nom+++=hairdresser's
's ^$++++=EXTRAWORD
shop ^nn++++=shop
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm
and ^cc+phrs+++=and
glittering ^jj++++=glittering.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
soap ^nn++++=soap
and ^cc++++=and
burnt ^jj+atrb++xvbn+=burnt
paper ^nn++++=paper
and ^cc++++=and
wallflower ^jjr+atrb+++=wallflower
brilliantine ^nn+++??+=brilliantine.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
Madame ^npt++++=Madame
behind ^in+pl+++=behind
the ^ati++++=the
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
white ^jj++++=white,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
head ^jjb++++=head
like ^in++++=like
a ^at++++=a
powder ^nn++++=powder-puff
- ^zz++++=EXTRAWORD
puff ^vb++++=EXTRAWORD
rolling ^vbg+nom++xvbg+=rolling
on ^in++++=on
a ^at++++=a
black ^jj+atrb+++=black
satin ^nn++++=satin
pin ^nn++++=pin-cushion.
- ^zz++++=EXTRAWORD
cushion ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Monica ^np++++=Monica
always ^rb++++=always
had ^vb+hv+vrb++=had
the ^ati++++=the
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
they ^pp3a+pp3+++=they
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her
in ^in++++=in
this ^dt+dem+++=this
shop ^nn++++=shop
and ^cc++++=and
understood ^vbd+vprv++xvbn+=understood
her ^pp$+pp3+++=her
the ^ati++++=the
real ^jj++++=real
her ^pp3o+pp3+++=her
far ^rb+pl+++=far
better ^jjr++++=better
than ^in++++=than
many ^ap++++=many
of ^in++++=of
her ^pp$+pp3+++=her
friends ^nns++++=friends
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
real ^jj+atrb+++=real
self ^nn++++=self
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
and ^cc++++=and
Madame ^npt++++=Madame
had ^vb+hv+aux++=had
often ^rb++splt++=often
talked ^vprf+++xvbnx+=talked
quite ^rb++++=quite
strangely ^rb++++=strangely
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
George ^np++++=George
who ^whp+rel+subj++=who
did ^vbd+dod+vrb++=did
her ^pp$+pp3+++=her
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
young ^jj++++=young,
, ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark,
, ^zz++++=EXTRAWORD
slender ^jj+atrb+++=slender
George ^np++++=George.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
fond ^jj+pred+++=fond
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
today ^nr+tm+++=to-day
how ^wrb+who+++=how
curious ^jj++++=curious!
! ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
hardly ^rb+down+++=hardly
greeted ^vbd+++xvbn+=greeted
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
was ^vbd+bedz+vrb++=was
whiter ^jjr+pred+++=whiter
than ^in++++=than
ever ^rb+cnj+++=ever,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rims ^nns++++=rims
of ^in++++=of
bright ^jj+atrb+++=bright
red ^nn++++=red
showed ^vbd+vprv++xvbn+=showed
round ^rb++++=round
her ^pp3o+pp3+++=her
blue ^jj+atrb+++=blue
bead ^nn++++=bead
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
the ^ati++++=the
rings ^nns++++=rings
on ^in++++=on
her ^pp$+pp3+++=her
pudgy ^nn+++??+=pudgy
fingers ^nns+nom+++=fingers
did ^vbd+dod+aux++=did
not ^xnot++not++=not
flash ^vb++++=flash.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
cold ^jj+pred+++=cold,
, ^zz++++=EXTRAWORD
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
like ^in++++=like
chips ^nns++++=chips
of ^in++++=of
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
called ^vbd+++xvbnx+=called
through ^in++++=through
the ^ati++++=the
wall ^nn++++=wall-telephone
- ^zz++++=EXTRAWORD
telephone ^nn++++=EXTRAWORD
to ^in++++=to
George ^np++++=George
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
note ^nn++++=note
in ^in++++=in
her ^pp$+pp3+++=her
voice ^nn++++=voice
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there
before ^in++++=before.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Monica ^np++++=Monica
would ^md+prd+++=would
not ^xnot++not++=not
believe ^vb+vprv+tht0++=believe
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
her ^pp$+pp3+++=her
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sniffed ^vbd+++xvbnx+=sniffed
greedily ^rb++++=greedily
the ^ati++++=the
warm ^jj+atrb+++=warm,
, ^zz++++=EXTRAWORD
scented ^jj+atrb++xvbn+=scented
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vpsv++agls+xvbn+=passed
behind ^in+pl+++=behind
the ^ati++++=the
velvet ^nn++++=velvet
curtain ^nn++++=curtain
into ^in++++=into
the ^ati++++=the
small ^jj+atrb+++=small
cubicle ^nn+++??+=cubicle.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hat ^nn++++=hat
and ^cc++++=and
jacket ^nn++++=jacket
were ^vbd+bed+vrb++=were
off ^in+pl+++=off
and ^cc++++=and
hanging ^nvbg+++xvbg+=hanging
from ^in++++=from
the ^ati++++=the
peg ^nn++++=peg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+atrb+++=still
George ^np++++=George
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
ever ^rb++++=ever
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
there ^rn+pl+++=there
to ^to++++=to
hold ^vbi+vprv+++=hold
the ^ati++++=the
chair ^nn++++=chair
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
hat ^nn++++=hat
and ^cc++++=and
hang ^vb++++=hang
up ^rp++++=up
her ^pp$+pp3+++=her
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
dangling ^vbg+nom++xvbg+=dangling
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
something ^pn++++=something
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
before ^in++++=before
something ^pn++++=something
fairy ^nn++++=fairy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
how ^wrb+who+++=how
quiet ^jj++++=quiet
the ^ati++++=the
shop ^nn++++=shop
was ^vbd+bedz+vrb++=was!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
sound ^jj++++=sound
even ^rb++++=even
from ^in++++=from
Madame ^npt++++=Madame.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
wind ^nn++++=wind
blew ^vbd+++xvbn+=blew,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
the ^ati++++=the
old ^jj+atrb+++=old
house ^nn++++=house;
; ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
hooted ^vbd+++xvbn+=hooted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
portraits ^nns++++=portraits
of ^in++++=of
Ladies ^nns++++=Ladies
of ^in++++=of
the ^ati++++=the
Pompadour ^np++++=Pompadour
Period ^nn++++=Period
looked ^vbd+++xvbn+=looked
down ^rp++++=down
and ^cc++++=and
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
cunning ^jj++++=cunning
and ^cc+phrs+++=and
sly ^jj++++=sly.
. ^zz++++=EXTRAWORD
Monica ^np++++=Monica
wished ^vbd+vprv+tht0+xvbn+=wished
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
mistake ^nn++++=mistake
to ^in++++=to
have ^vbi+vbi+aux++=have
come ^vprf+++xvbn+=come!
! ^zz++++=EXTRAWORD
