From ^in++++=From
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
re ^in++++=re-establish
- ^zz++++=EXTRAWORD
establish ^vb+vprv+++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
order ^nn++++=order
of ^in++++=of
things ^nns++++=things
at ^in++++=at
the ^ati++++=the
lodge ^nn++++=lodge?
? ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
half ^abn++++=half
wish ^vb+vprv+tht0++=wish
May ^md+pos+++=May
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
coming ^jj+++xvbg+=coming,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Rockett ^np++++=Rockett
after ^in++++=after
long ^rb++++=long
and ^cc++++=and
anxious ^jj+atrb+++=anxious
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
' ^zz++++='Last
last ^rb++++=EXTRAWORD
time ^nn++++=time
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
she ^pp3a+pp3+++=she
quite ^rb++++=quite
upset ^jj+++xvbn+=upset
me ^pp1o+pp1+++=me
with ^in++++=with
her ^pp$+pp3+++=her
strange ^jj+atrb+++=strange
talk ^nn++++=talk.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
funny ^jj+atrb+++=funny
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
truth ^nn++++=truth,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
Rockett ^np+++??+=Rockett
from ^in++++=from
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
leather ^nn++++=leather
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
full ^jj++++=full
in ^in++++=in
the ^ati++++=the
sunshine ^nn++++=sunshine
of ^in++++=of
the ^ati++++=the
kitchen ^nn++++=kitchen
window ^nn++++=window.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
a ^at++++=a
nice ^jj++++=nice
little ^jj++++=little
sitting ^jj+++xvbg+=sitting-room;
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
only ^rb+down+splt++=only
used ^vpsv++agls+xvbnx+=used
on ^in++++=on
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
particular ^jj+atrb+++=particular
idea ^nn++++=idea
of ^in++++=of
comfort ^nn++++=comfort
attached ^vbd+++xvbn+=attached
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
always ^rb++splt++=always
used ^vprf+++xvbnx+=used
the ^ati++++=the
sitting ^jj+++xvbg+=sitting-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
habits ^nns++++=habits
which ^whp+rel+subj++=which
emphasised ^vbd+vpub++xvbn+=emphasised
most ^ql+emph+++=most
strongly ^rb+amp+++=strongly
the ^ati++++=the
moral ^jj+atrb+++=moral
distance ^nn+nom+++=distance
between ^in++++=between
her ^pp$+pp3+++=her
and ^cc++++=and
her ^pp$+pp3+++=her
parents ^nns++++=parents.
. ^zz++++=EXTRAWORD
The ^ati++++=The
subject ^nn++++=subject
being ^vwbg+beg++xvbg+=being
full ^jj++++=full
of ^in++++=of
perplexity ^nn+nom+++=perplexity,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
very ^ql+amp+++=very
mixed ^jj+atrb++xvbn+=mixed
feelings ^nns+nom+++=feelings
awaited ^vbd+++xvbn+=awaited
their ^pp$+pp3+++=their
elder ^jjr+atrb+++=elder
daughter ^nn+nom+++=daughter's
's ^$++++=EXTRAWORD
arrival ^nn++++=arrival.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
days ^nns++++=days
later ^rbr+tm+++=later
a ^at++++=a
cab ^nn++++=cab
deposited ^vbd+++xvbn+=deposited
at ^rb++++=at
the ^ati++++=the
lodge ^nn++++=lodge
Miss ^npt++++=Miss
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
dress ^nn++++=dress-basket,
- ^zz++++=EXTRAWORD
basket ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
travelling ^vbg+nom++xvbg+=travelling-bag,
- ^zz++++=EXTRAWORD
bag ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
holdall ^nn+++??+=holdall,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
certain ^jj+atrb+++=certain
loose ^jj+atrb+++=loose
periodicals ^nns+nom+++=periodicals
and ^cc++++=and
a ^at++++=a
volume ^nn++++=volume
or ^cc++++=or
two ^cd++++=two
bearing ^nvbg+++xvbg+=bearing
the ^ati++++=the
yellow ^jj+atrb+++=yellow
label ^nn++++=label
of ^in++++=of
Mudie ^np+++??+=Mudie.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
lady ^nn++++=lady
was ^vbd+bedz+aux++=was
well ^rb++++=well
dressed ^vbd+++xvbn+=dressed
in ^in++++=in
a ^at++++=a
severely ^rb++++=severely
practical ^jj+atrb+++=practical
way ^nn++++=way;
; ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
unduly ^rb++++=unduly
feminine ^jj++++=feminine
marked ^jj+++xvbn+=marked
her ^pp3o+pp3+++=her
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
collar ^nn++++=collar
and ^cc++++=and
necktie ^nn+++??+=necktie
she ^pp3a+pp3+++=she
inclined ^jj+++xvbnx+=inclined
to ^to+jcmp+++=to
the ^ati++++=the
example ^nn++++=example
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
sex ^nn++++=sex;
; ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
soft ^jj+atrb+++=soft
complexion ^nn++++=complexion
and ^cc++++=and
bright ^jj+atrb+++=bright
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
well ^rb++++=well-turned
- ^zz++++=EXTRAWORD
turned ^vbd+++xvbn+=EXTRAWORD
figure ^nn++++=figure
and ^cc++++=and
light ^nn++++=light,
, ^zz++++=EXTRAWORD
quick ^jj+atrb+++=quick
movements ^nns+nom+++=movements,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
picturesque ^jj+atrb+++=picturesque
value ^nn++++=value
which ^whp+rel+obj++=which
Miss ^npt++++=Miss
May ^md+pos+++=May
certainly ^rb++++=certainly
did ^vbd+dod+aux++=did
not ^xnot++not++=not
ignore ^vb++++=ignore.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
manifested ^vbd+++xvbnx+=manifested
no ^at++++=no
excess ^nn++++=excess
of ^in++++=of
feeling ^xvbg+++xvbg+=feeling
when ^wrb+who+++=when
her ^pp3o+pp3+++=her
mother ^npt++++=mother
and ^cc++++=and
sister ^nn++++=sister
came ^vbd+++xvbn+=came
forth ^rp++++=forth
to ^to++++=to
welcome ^vbi++++=welcome
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
a ^at++++=a
nod ^nn++++=nod,
, ^zz++++=EXTRAWORD
a ^at++++=a
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
an ^at++++=an
offer ^nn++++=offer
of ^in++++=of
her ^pp$+pp3+++=her
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
pleasant ^jj+atrb+++=pleasant
exclamation ^nn+nom+++=exclamation,
, ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
people ^nns++++=people!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
carried ^vbd+++xvbn+=carried
her ^pp$+pp3+++=her
through ^in++++=through
this ^dt+dem+++=this
little ^jj+atrb+++=little
scene ^nn++++=scene
with ^in++++=with
becoming ^xvbg+++xvbg+=becoming
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
bring ^vb++++=bring
these ^dt+dem+++=these
things ^nns++++=things
inside ^jjb++++=inside,
, ^zz++++=EXTRAWORD
please ^uh++++=please,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
agreeable ^jj+atrb+++=agreeable
head ^nn++++=head-voice,
- ^zz++++=EXTRAWORD
voice ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
tone ^nn++++=tone
and ^cc++++=and
gesture ^nn++++=gesture
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
habitually ^rb++++=habitually
gives ^vbz++++=gives
orders ^nns++++=orders.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
with ^in++++=with
rheumatism ^nn+nom+++=rheumatism,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
awaiting ^jj+++xvbg+=awaiting
her ^pp$+pp3+++=her
just ^rb+emph+++=just
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
grasped ^vbd+vprv+tht0+xvbnx+=grasped
his ^pp$+pp3+++=his
hand ^nn++++=hand
cordially ^rb+cnj+++=cordially,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cried ^vpsv++agls+xvbn+=cried
on ^in++++=on
a ^at++++=a
cheery ^jj+atrb+++=cheery
note ^nn++++=note,
, ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
father ^nn++++=father,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
getting ^vbg+++xvbg+=getting
on ^in+strn+++=on?
? ^zz++++=EXTRAWORD
No ^at++++=No
worse ^nn++++=worse
than ^in++++=than
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
regarding ^in++++=regarding
him ^pp3o+pp3+++=him
with ^in++++=with
her ^pp$+pp3+++=her
head ^jjb++++=head
slightly ^rb+down+++=slightly
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
' ^zz++++='We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
have ^vb+hv+vrb++=have
a ^at++++=a
talk ^nn++++=talk
about ^in++++=about
your ^pp$+pp2+++=your
case ^nn++++=case.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
going ^vbg+++xvbgx+=going
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
for ^in++++=for
medicine ^nn++++=medicine
lately ^rb+tm+++=lately.
. ^zz++++=EXTRAWORD
No ^at++++=No
doubt ^nn++++=doubt
your ^pp$+pp2+++=your
country ^nn++++=country
medico ^nn++++=medico
is ^vbz+bez+vrb++=is
a ^at++++=a
duffer ^nn++++=duffer.
. ^zz++++=EXTRAWORD
Sit ^vb++++=Sit
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
sit ^vb++++=sit
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
yourself ^ppl+pp2+++=yourself
comfortable ^jj++++=comfortable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
disturb ^vbi++++=disturb
any ^dti++++=any
one ^pn++++=one.
. ^zz++++=EXTRAWORD
About ^in++++=About
teatime ^nn++++=teatime,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother?
? ^zz++++=EXTRAWORD
Tea ^nn++++=Tea
very ^ap+amp+++=very
weak ^jj++++=weak
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
please ^uh++++=please,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
slice ^nn++++=slice
of ^in++++=of
lemon ^nn++++=lemon
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
a ^at++++=a
mouthful ^nn+nom+++=mouthful
of ^in++++=of
dry ^jj+atrb+++=dry
toast ^nn++++=toast.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^ql+emph+++=So
unwilling ^jj++++=unwilling
was ^vbd+bedz+aux++=was
May ^md+pos+++=May
to ^to++++=to
disturb ^vbi++++=disturb
the ^ati++++=the
habits ^nns++++=habits
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour
after ^in++++=after
her ^pp3o+pp3+++=her
arrival ^nn++++=arrival,
, ^zz++++=EXTRAWORD
the ^ati++++=the
homely ^jj++++=homely
three ^cd++++=three
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
a ^at++++=a
state ^nn++++=state
of ^in++++=of
nervous ^jj+atrb+++=nervous
agitation ^nn+nom+++=agitation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
neither ^rb++splt++=neither
say ^vb+vpub+++=say
nor ^cc++neg++=nor
do ^vb+do+vrb++=do
anything ^pn++++=anything
natural ^jj++++=natural
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
a ^at++++=a
sudden ^jj++++=sudden
there ^ex+pex+++=there
sounded ^vprf+++xvbn+=sounded
a ^at++++=a
sharp ^jj++++=sharp
rapping ^jj+++xvbg+=rapping
at ^rb++++=at
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Rockett ^np++++=Rockett
and ^cc++++=and
Betsy ^np++++=Betsy
started ^vbd+++xvbn+=started
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Betsy ^np++++=Betsy
ran ^vbd+++xvbn+=ran
to ^in+ppvb+++=to
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
or ^cc++++=or
two ^cd++++=two
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
back ^jjb++++=back
with ^in++++=with
glowing ^xvbg+++xvbg+=glowing
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
bell ^nn++++=bell!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed
with ^in++++=with
compunction ^nn+nom+++=compunction.
. ^zz++++=EXTRAWORD
' ^zz++++='Miss
miss ^npt++++=EXTRAWORD
Shale ^np++++=Shale
had ^md"++pmd"++=had
to ^md+nec+++=to
get ^vb++++=get
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
bicycle ^nn++++=bicycle!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
she ^pp3a+pp3+++=she
who ^whp+who+++=who
hammered ^vbd+++xvbn+=hammered
at ^in++++=at
the ^ati++++=the
window ^nn++++=window?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
May ^md+pos+++=May
coldly ^rb++++=coldly.
. ^zz++++=EXTRAWORD
' ^zz++++='Yes--and
yes ^uh++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
annoyed ^jj++++=annoyed.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
do ^vb+do+vrb++=do
her ^pp$+pp3+++=her
good ^jj++++=good.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
anger ^nn++++=anger
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
is ^vbz+bez+vrb++=is
excellent ^jj+pred+++=excellent
for ^in++++=for
the ^ati++++=the
health ^nn++++=health.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
Miss ^npt++++=Miss
Rockett ^np++++=Rockett
sipped ^vbd+++xvbn+=sipped
her ^pp$+pp3+++=her
lemon ^nn++++=lemon-tinctured
- ^zz++++=EXTRAWORD
tinctured ^xvbn+++xvbn+=EXTRAWORD
tea ^nn++++=tea
with ^in++++=with
a ^at++++=a
smile ^nn++++=smile
of ^in++++=of
ineffable ^jj+atrb+++=ineffable
contempt ^nn++++=contempt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
others ^aps++++=others
went ^vbd+++xvbn+=went
to ^in++++=to
bed ^nn++++=bed
at ^in++++=at
ten ^cd++++=ten
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
but ^cc++++=but
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
made ^vprf+++xvbn+=made
herself ^ppl+pp3+++=herself
at ^rb++++=at
ease ^nn++++=ease
in ^in++++=in
the ^ati++++=the
sitting ^jj+++xvbg+=sitting-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
there ^rn+pl+++=there
reading ^nvbg+++xvbg+=reading
until ^in++++=until
after ^in++++=after
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
up ^rp++++=up
very ^ql+amp+++=very
early ^jj++++=early
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
going ^xvbg+++xvbg+=going
out ^rb+phrv+++=out
for ^in+ppvb+++=for
a ^at++++=a
sharp ^jj++++=sharp
little ^ap++++=little
walk ^vb++++=walk
( ^zz++++=(in
in ^in++++=EXTRAWORD
a ^at++++=a
heavy ^jj+atrb+++=heavy
shower ^nn++++=shower),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
precise ^jj+atrb+++=precise
directions ^nns+nom+++=directions
about ^rb++++=about
her ^pp3o+pp3+++=her
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wanted ^vbd+++xvbnx+=wanted
only ^rb+down+++=only
the ^ati++++=the
simplest ^jjt+atrb+++=simplest
things ^nns++++=things,
, ^zz++++=EXTRAWORD
prepared ^xvbn+++xvbn+=prepared
in ^in++++=in
the ^ati++++=the
simplest ^jjt+atrb+++=simplest
way ^nn++++=way,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
tone ^nn++++=tone
of ^in++++=of
her ^pp$+pp3+++=her
instructions ^nns+nom+++=instructions
vexed ^vbd+++xvbn+=vexed
and ^cc+phrs+++=and
perturbed ^vbd+++xvbn+=perturbed
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Rockett ^np++++=Rockett
sorely ^rb++++=sorely.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
breakfast ^nn++++=breakfast
the ^ati++++=the
young ^jj+atrb+++=young
lady ^npt++++=lady
made ^vbd+++xvbn+=made
a ^at++++=a
searching ^jj+atrb++xvbg+=searching
inquiry ^nn++++=inquiry
into ^in++++=into
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
health ^nn++++=health,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
diagnosed ^jj+++xvbn+=diagnosed
his ^pp$+pp3+++=his
ailments ^nns+nom+++=ailments
in ^in++++=in
such ^abl++++=such
learned ^jj+atrb++xvbn+=learned
words ^nns++++=words
that ^tht+rel+obj++=that
the ^ati++++=the
old ^jj+atrb+++=old
gardener ^nn+nom+++=gardener
began ^vbd+++xvbn+=began
to ^to++++=to
feel ^vbi+vprv+++=feel
worse ^jjr++++=worse
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
for ^in++++=for
many ^ap++++=many
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
then ^rn+tm+splt++=then
occupied ^vbd+++xvbn+=occupied
herself ^ppl+pp3+++=herself
with ^in++++=with
correspondence ^nn+nom+++=correspondence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
midday ^nn++++=midday
sent ^vbd+++xvbn+=sent
her ^pp$+pp3+++=her
sister ^nn++++=sister
out ^rp+pl+++=out
to ^in++++=to
post ^nn++++=post
nine ^cd++++=nine
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
going ^vbg+++xvbgx+=going
to ^in++++=to
rest ^nn++++=rest
yourself ^ppl+pp2+++=yourself?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
her ^pp$+pp3+++=her
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
in ^in++++=in
an ^at++++=an
irritable ^jj+atrb+++=irritable
voice ^nn++++=voice
quite ^rb++++=quite
unusual ^jj++++=unusual
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
' ^zz++++='Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
resting ^vbg+++xvbgx+=resting!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
May ^md+pos+++=May
exclaimed ^vbd+++xvbn+=exclaimed.
. ^zz++++=EXTRAWORD
' ^zz++++='If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
saw ^vbd+vprv+tht0+xvbn+=saw
my ^pp$+pp1+++=my
ordinary ^jj+atrb+++=ordinary
morning ^nn++++=morning's
's ^$++++=EXTRAWORD
work ^nn++++=work!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
London ^np++++=London
newspaper ^nn+nom+++=newspaper?
? ^zz++++=EXTRAWORD
No ^at++++=No?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
live ^vb++++=live
without ^in++++=without
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
run ^vb+++xvbn+=run
into ^in+ppvb+++=into
the ^ati++++=the
town ^nn++++=town
for ^in++++=for
one ^cd1++++=one
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
was ^vbd+bedz+vrb++=was
three ^cd++++=three
miles ^nns++++=miles
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
could ^md+pos+++=could
be ^vb+be+aux++=be
reached ^vpsv++by+xvbnx+=reached
by ^in++++=by
train ^nn++++=train
from ^in++++=from
the ^ati++++=the
village ^nn+nom+++=village
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
On ^in++++=On
reflection ^nn+nom+++=reflection,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Rockett ^np++++=Rockett
announced ^vbd+vpub++xvbn+=announced
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
use ^vb++++=use
this ^dt+dem+++=this
opportunity ^nn+nom+++=opportunity
for ^in++++=for
calling ^nn++++=calling
on ^in++++=on
a ^at++++=a
lady ^nn++++=lady
whose ^whp+rel+obj++=whose
acquaintance ^nn+nom+++=acquaintance
she ^pp3a+pp3+++=she
desired ^vbd+vsua++xvbnx+=desired
to ^to+vcmp+++=to
make ^vbi++++=make,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lindley ^np++++=Lindley,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
in ^in++++=in
social ^jj+atrb+++=social
position ^nn+nom+++=position
stood ^vbd+++xvbn+=stood
