Sir ^npt++++=SIR
of ^in++++=of
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
within ^in++++=within
jumping ^xvbg+++xvbg+=jumping
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
To ^to++++=To
go ^vbi++++=go
back ^jjb++++=back
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
dangerous ^jj++++=dangerous.
. ^zz++++=EXTRAWORD
An ^at++++=An
angler ^nn++++=angler
with ^in++++=with
a ^at++++=a
large ^jj+atrb+++=large
family ^nn++++=family
dependent ^jj++++=dependent
upon ^in++++=upon
him ^pp3o+pp3+++=him
for ^in++++=for
support ^nn++++=support
has ^vbz+hvz+vrb++=has
no ^at++++=no
right ^nn++++=right
to ^in+ncmp+++=to
incur ^jj+atrb++??+=incur
unnecessary ^jj+atrb+++=unnecessary
perils ^nns++++=perils.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fish ^nn++++=fish
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
me ^pp1o+pp1+++=me
at ^in++++=at
the ^ati++++=the
upper ^jjb+atrb+++=upper
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
pool ^nn++++=pool!
! ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
jumped ^vbd+++xvbnx+=jumped;
; ^zz++++=EXTRAWORD
landed ^j+++xvbn+=landed
on ^in++++=on
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
log ^&fo++++=log;
; ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
it ^pp3+it+++=it
settle ^vb++++=settle
slowly ^rb++++=slowly
down ^in+strn+++=down;
; ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
along ^in++++=along
it ^pp3+it+++=it
like ^in++++=like
a ^at++++=a
small ^jj+atrb+++=small
boy ^nn++++=boy
on ^in++++=on
a ^at++++=a
seesaw ^nn+++??+=seesaw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaped ^vbd+++xvbn+=leaped
off ^rp+pl+++=off
into ^in++++=into
shallow ^jj+atrb+++=shallow
water ^nn++++=water
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
log ^&fo++++=log
rolled ^vbd+++xvbn+=rolled
from ^in++++=from
the ^ati++++=the
ledge ^nn++++=ledge
and ^cc++++=and
lunged ^vbd+++xvbn+=lunged
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
went ^vbd+++xvbn+=went
wallowing ^vbg+++xvbg+=wallowing
through ^in++++=through
the ^ati++++=the
pool ^nn++++=pool
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
rapid ^nn++++=rapid
like ^in++++=like
a ^at++++=a
playful ^jj+atrb+++=playful
hippopotamus ^nns+++??+=hippopotamus.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
it ^pp3+it+++=it
with ^in++++=with
interest ^nn++++=interest
and ^cc++++=and
congratulated ^vbd+++xvbn+=congratulated
myself ^ppl+pp1+++=myself
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
no ^at++++=no
longer ^rbr++++=longer
embarked ^vprf+++xvbn+=embarked
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
that ^dt+dem+++=that
craft ^nn++++=craft
a ^at++++=a
voyage ^nn++++=voyage
down ^in++++=down
the ^ati++++=the
Unpronounceable ^jj+atrb+++=Unpronounceable
River ^nn++++=River
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
short ^jj++++=short
but ^cc++++=but
far ^rb+pl+++=far
from ^rb"++++=from
merry ^jj++++=merry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
" ^zz++++="all
all ^abn++++=EXTRAWORD
ashore ^rb+pl+++=ashore"
" ^zz++++=EXTRAWORD
bell ^nn++++=bell
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
rung ^vprf+++xvbn+=rung
early ^jj++++=early
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
got ^vbd+++xvbn+=got
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
with ^in++++=with
not ^xnot++not++=not
half ^rb++++=half
a ^at++++=a
second ^od++++=second
to ^to++++=to
spare ^vbi++++=spare.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
all ^rb++++=all
was ^vbd+bedz+vrb++=was
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
within ^in++++=within
reach ^nn++++=reach
of ^in++++=of
the ^ati++++=the
fish ^nn++++=fish.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
scrambling ^nn+nom+++=scrambling
over ^in++++=over
the ^ati++++=the
rocks ^nns++++=rocks
brought ^vbd+++xvbn+=brought
me ^pp1o+pp1+++=me
to ^in++++=to
a ^at++++=a
point ^nn++++=point
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
could ^md+pos+++=could
easily ^rb++++=easily
cast ^nn+++xvbn+=cast
over ^rp++++=over
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying
in ^in++++=in
a ^at++++=a
swift ^jj++++=swift,
, ^zz++++=EXTRAWORD
smooth ^jj+atrb+++=smooth,
, ^zz++++=EXTRAWORD
narrow ^jj+atrb+++=narrow
channel ^npl++++=channel
between ^in++++=between
two ^cd++++=two
large ^jj+atrb+++=large
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
snug ^nn++++=snug
resting ^vwbg+++xvbg+=resting-place,
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
doubt ^nn++++=doubt
he ^pp3a+pp3+++=he
would ^md+prd+++=would
remain ^vb++++=remain
there ^rn+pl+++=there
for ^in++++=for
some ^dti++++=some
time ^nn++++=time.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
out ^rp+pl+++=out
my ^pp$+pp1+++=my
fly ^vb++++=fly-book
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
and ^cc++++=and
prepared ^jj++agls+xvbn+=prepared
to ^to+jcmp+++=to
angle ^vb++++=angle
for ^in++++=for
him ^pp3o+pp3+++=him
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
approved ^jj+atrb++xvbn+=approved
rules ^nns++++=rules
of ^in++++=of
the ^ati++++=the
art ^nn++++=art.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
is ^vbz+bez+vrb++=is
more ^rbr++++=more
foolish ^jj+pred+++=foolish
in ^in++++=in
sport ^nn++++=sport
than ^in++++=than
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
precipitation ^nn+nom+++=precipitation.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
fault ^nn++++=fault
to ^to++++=to
which ^whp+who+++=which
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
singularly ^rb++++=singularly
subject ^nn++++=subject.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
in ^in++++=in
Brooklyn ^np+++??+=Brooklyn,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
came ^vbd+++xvbn+=came
in ^in++++=in
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
Capitoline ^np+++??+=Capitoline
Skating ^np+++??+=Skating
Pond ^nn++++=Pond,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
a ^at++++=a
long ^rb++++=long
ride ^vb++++=ride
in ^in++++=in
the ^ati++++=the
horse ^nn++++=horse-cars,
- ^zz++++=EXTRAWORD
cars ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
without ^in++++=without
breaking ^xvbg+++xvbg+=breaking
into ^in++++=into
a ^at++++=a
run ^nn++++=run
along ^in++++=along
the ^ati++++=the
board ^nn++++=board
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
buckling ^jj++++=buckling
on ^in++++=on
my ^pp$+pp1+++=my
skates ^nns++++=skates
in ^in++++=in
a ^at++++=a
furious ^jj+atrb+++=furious
hurry ^nn++++=hurry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flinging ^vbg+++xvbg+=flinging
myself ^ppl+pp1+++=myself
impetuously ^rb++++=impetuously
upon ^in++++=upon
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
feared ^vbd+vprv++xvbnx+=feared
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
melt ^vb++++=melt
away ^rp+pl+++=away
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
reach ^vb++++=reach
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
grievous ^jj+atrb+++=grievous
defect ^nn++++=defect,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
advancing ^jj+atrb++xvbg+=advancing
years ^nns++++=years
have ^vb+hv+aux++=have
not ^xnot++not++=not
entirely ^rb+amp+++=entirely
cured ^vbd+++xvbn+=cured;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it
necessary ^jj++++=necessary
to ^to+jcmp+++=to
take ^vbi++++=take
myself ^ppl+pp1+++=myself
firmly ^rb+cnj+++=firmly,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
mental ^jj+atrb+++=mental
coat ^nn++++=coat-collar,
- ^zz++++=EXTRAWORD
collar ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
resolve ^nn++++=resolve
not ^xnot++not++=not
to ^to++++=to
spoil ^vbi++++=spoil
the ^ati++++=the
chance ^nn++++=chance
of ^in++++=of
catching ^xvbg+++xvbg+=catching
the ^ati++++=the
only ^rb+down+++=only
ouananiche ^nn+++??+=ouananiche
in ^in++++=in
the ^ati++++=the
Unpronounceable ^jj+atrb+++=Unpronounceable
River ^nn++++=River
by ^in++++=by
undue ^jj+atrb+++=undue
haste ^nn++++=haste
in ^in++++=in
fishing ^xvbg+++xvbg+=fishing
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
carefully ^rb++++=carefully
tested ^vbd+++xvbn+=tested
a ^at++++=a
brand ^nn++++=brand-new
- ^zz++++=EXTRAWORD
new ^jj+atrb+++=EXTRAWORD
leader ^nn++++=leader,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
attached ^vwbn+++xvbn+=attached
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
line ^nn++++=line
with ^in++++=with
great ^jj+atrb+++=great
deliberation ^nn+nom+++=deliberation
and ^cc++++=and
the ^ati++++=the
proper ^jj+atrb+++=proper
knot ^nn++++=knot.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
my ^pp$+pp1+++=my
whole ^jj+atrb+++=whole
mind ^nn++++=mind
to ^in++++=to
the ^ati++++=the
important ^jj+atrb+++=important
question ^nn+nom+++=question
of ^in++++=of
a ^at++++=a
wise ^jj+atrb+++=wise
selection ^nn+nom+++=selection
of ^in++++=of
flies ^nns++++=flies.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
astonishing ^jj+pred+++=astonishing
how ^wrb+who+++=how
much ^ap++++=much
time ^nn++++=time
and ^cc++++=and
mental ^jj+atrb+++=mental
anxiety ^nn++++=anxiety
a ^at++++=a
man ^nn++++=man
can ^md+pos+++=can
spend ^vb++++=spend
on ^in++++=on
an ^at++++=an
apparently ^rb++++=apparently
simple ^jj+atrb+++=simple
question ^nn+nom+++=question
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
buying ^vbg+++xvbgx+=buying
flies ^nns++++=flies
in ^in++++=in
a ^at++++=a
shop ^nn++++=shop
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
never ^rb++++=never
had ^vb+hv+vrb++=had
half ^abn++++=half
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
keep ^vb++++=keep
on ^rb+phrv+++=on
picking ^xvbg+++xvbg+=picking
out ^rp+pl+++=out
a ^at++++=a
half ^abn++++=half-dozen
- ^zz++++=EXTRAWORD
dozen ^cd++++=EXTRAWORD
of ^in++++=of
each ^ppls++++=each
new ^np++++=new
variety ^nn++++=variety
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
the ^ati++++=the
enticing ^jj+atrb+++=enticing
salesman ^nn+nom+++=salesman
shows ^nns++++=shows
them ^pp3o+pp3+++=them
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
stroll ^nn++++=stroll
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets
of ^in++++=of
Montreal ^np+nom++??+=Montreal
or ^cc++++=or
Quebec ^np++++=Quebec
and ^cc++++=and
drop ^nn++++=drop
in ^in++++=in
at ^in++++=at
every ^at++++=every
fishing ^jj+++xvbg+=fishing-tackle
- ^zz++++=EXTRAWORD
tackle ^nn++++=EXTRAWORD
dealer ^nn++++=dealer's
's ^$++++=EXTRAWORD
to ^to++++=to
see ^vbi+vprv+++=see
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
can ^md+pos+++=can
find ^vb+vprv+++=find
a ^ap++++=a
few ^ap"++++=few
more ^rbr++++=more
good ^jj+atrb+++=good
flies ^nns++++=flies.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
come ^vb++++=come
to ^to++++=to
look ^vbi++++=look
over ^in++++=over
your ^pp$+pp2+++=your
collection ^nn+nom+++=collection
at ^in++++=at
the ^ati++++=the
critical ^jj+atrb+++=critical
moment ^nn++++=moment
on ^in++++=on
the ^ati++++=the
bank ^nn++++=bank
of ^in++++=of
a ^at++++=a
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
ten ^cd++++=ten
times ^nns++++=times
too ^ql++++=too
many ^ap++++=many.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
spite ^in"++++=spite
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
the ^ati++++=the
precise ^nn++++=precise
fly ^vb++++=fly
that ^dt+dem+++=that
you ^pp2+pp2+++=you
need ^vb++++=need
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
select ^vb++++=select
a ^at++++=a
couple ^nn++++=couple
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
fairly ^rb++++=fairly
good ^jj++++=good,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
them ^pp3o+pp3+++=them
down ^rp++++=down
beside ^in+pl+++=beside
you ^pp2+pp2+++=you
in ^in++++=in
the ^ati++++=the
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
go ^vb++++=go
on ^in++++=on
looking ^nn++++=looking
through ^in++++=through
the ^ati++++=the
book ^nn++++=book
for ^in++++=for
something ^pn++++=something
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
Failing ^vbg+nom++xvbg+=Failing
to ^to+vcmp+++=to
satisfy ^vbi++++=satisfy
yourself ^ppl+pp2+++=yourself,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
turn ^vb++++=turn
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
those ^dt+dem+++=those
that ^cs+sub+++=that
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
laid ^vprf+++xvbnx+=laid
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
find ^vb+vprv+++=find
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
mysteriously ^rb++splt++=mysteriously
vanished ^vprf+++xvbnx+=vanished
from ^in++++=from
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
you ^pp2+pp2+++=you
struggle ^nn++++=struggle
with ^in++++=with
naughty ^jj+atrb+++=naughty
words ^nns++++=words
and ^cc++++=and
relapse ^nn++++=relapse
into ^in++++=into
a ^at++++=a
condition ^nn+nom+++=condition
of ^in++++=of
mental ^jj+atrb+++=mental
palsy ^nn++++=palsy.
. ^zz++++=EXTRAWORD
Precipitation ^nn+nom+++=Precipitation
is ^vbz+bez+vrb++=is
a ^at++++=a
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
deliberation ^nn+nom+++=deliberation,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
person ^nn++++=person
of ^in++++=of
precipitate ^nn+nom+++=precipitate
disposition ^nn+nom+++=disposition,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
vice ^nn++++=vice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
best ^jjt+atrb+++=best
thing ^nn++++=thing
to ^to++++=to
do ^vbi++++=do
in ^in++++=in
such ^abl++++=such
a ^at++++=a
case ^nn++++=case
is ^vbz+bez+aux++=is
to ^to++++=to
adopt ^vbi++++=adopt
some ^dti++++=some
abstract ^jj+atrb+++=abstract
theory ^nn++++=theory
of ^in++++=of
action ^nn++++=action
without ^in++++=without
delay ^nn++++=delay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
into ^in++++=into
practice ^nn++++=practice
without ^in++++=without
hesitation ^nn+nom+++=hesitation.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
fail ^vb++++=fail,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
throw ^vb++++=throw
the ^ati++++=the
responsibility ^nn+nom+++=responsibility
on ^in++++=on
the ^ati++++=the
theory ^nn++++=theory.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
in ^in++++=in
regard ^in"++++=regard
to ^in++++=to
flies ^nns++++=flies
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
two ^cd++++=two
theories ^nns++++=theories.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old,
, ^zz++++=EXTRAWORD
conservative ^jj+atrb+++=conservative
theory ^nn++++=theory
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
on ^rp++++=on
a ^at++++=a
bright ^jj+atrb+++=bright
day ^nn++++=day
you ^pp2+pp2+++=you
should ^md+nec+++=should
use ^vb++++=use
a ^at++++=a
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
dull ^jj+atrb+++=dull
fly ^nn++++=fly,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
less ^rbr++++=less
conspicuous ^jj+pred+++=conspicuous.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
followed ^vbd+vprv++xvbnx+=followed
that ^tht+vcmp+++=that
theory ^nn++++=theory
first ^rb++++=first
and ^cc++++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
a ^at++++=a
Great ^jj+atrb+++=Great
Dun ^np+++??+=Dun
and ^cc++++=and
a ^at++++=a
Dark ^jj+atrb+++=Dark
Montreal ^np+nom++??+=Montreal.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cast ^vbd+++xvbnx+=cast
them ^pp3o+pp3+++=them
delicately ^rb++++=delicately
over ^in++++=over
the ^ati++++=the
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
look ^vb++++=look
at ^rb++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
perverted ^jj++++=perverted
myself ^ppl+pp1+++=myself
to ^in++++=to
the ^ati++++=the
new ^jj++++=new,
, ^zz++++=EXTRAWORD
radical ^nn++++=radical
theory ^nn++++=theory
which ^whp+rel+subj++=which
says ^vbz+vpub+++=says
that ^tht+vcmp+++=that
on ^rp++++=on
a ^at++++=a
bright ^jj+atrb+++=bright
day ^nn++++=day
you ^pp2+pp2+++=you
must ^md+nec+++=must
use ^vb++++=use
a ^at++++=a
light ^nn++++=light,
, ^zz++++=EXTRAWORD
gay ^jj++++=gay
fly ^vb++++=fly,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
more ^rbr++++=more
in ^in++++=in
harmony ^nn++++=harmony
with ^in++++=with
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
less ^rbr++++=less
noticeable ^jj++++=noticeable.
. ^zz++++=EXTRAWORD
Accordingly ^rb++++=Accordingly
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
a ^at++++=a
Professor ^nn++++=Professor
and ^cc++++=and
a ^at++++=a
Parmacheene ^np+++??+=Parmacheene
Belle ^np++++=Belle;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+dem+++=this
combination ^nn+nom+++=combination
of ^in++++=of
learning ^xvbg+++xvbg+=learning
and ^cc++++=and
beauty ^nn++++=beauty
had ^vb+hv+vrb++=had
no ^at++++=no
attraction ^nn+nom+++=attraction
for ^in++++=for
the ^ati++++=the
ouananiche ^nn+++??+=ouananiche.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell
back ^rb+phrv+++=back
on ^in+ppvb+++=on
a ^at++++=a
theory ^nn++++=theory
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
effect ^nn++++=effect
that ^tht+rel+obj++=that
the ^ati++++=the
ouananiche ^nn+++??+=ouananiche
have ^vb+hv+vrb++=have
an ^at++++=an
aversion ^nn++++=aversion
to ^in++++=to
red ^jj++++=red,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prefer ^vb+vprv+++=prefer
yellow ^jj++++=yellow
and ^cc+phrs+++=and
brown ^jj++++=brown.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
various ^jj+atrb+++=various
combinations ^nns+nom+++=combinations
of ^in++++=of
flies ^nns++++=flies
in ^in++++=in
which ^whp+rel+pied++=which
these ^dt+dem+++=these
colours ^nns++++=colours
predominated ^vbd+++xvbn+=predominated.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
abandoned ^vbd+++xvbnx+=abandoned
all ^abn++++=all
theories ^nns++++=theories
and ^cc++++=and
went ^vbd+++xvbn+=went
straight ^jj++++=straight
through ^in++++=through
my ^pp$+pp1+++=my
book ^nn++++=book,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
something ^pn++++=something
from ^in++++=from
every ^at++++=every
page ^nn++++=page,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
winding ^nvbg+++xvbg+=winding
up ^rb+phrv+++=up
with ^in+ppvb+++=with
that ^dt+dem+++=that
lure ^nn++++=lure
which ^whp+rel+obj++=which
the ^ati++++=the
guides ^nns++++=guides
consider ^nn+nom+++=consider
infallible ^jj++++=infallible,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
Jock ^np++++=Jock
of ^in++++0=o'
Scott ^np++++=Scott
that ^tht+rel+obj++=that
cost ^nn++++=cost
fifty ^cd++++=fifty
cents ^nns++++=cents
at ^in++++=at
Quebec ^np++++=Quebec."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
in ^rb++++=in
vain ^rb"++++=vain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
despair ^vbi++++=despair.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
psychological ^jj+atrb+++=psychological
moment ^nn++++=moment
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
behind ^rp+pl+++=behind
me ^pp1o+pp1+++=me
a ^at++++=a
voice ^nn++++=voice
of ^in++++=of
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
the ^ati++++=the
song ^nn++++=song
of ^in++++=of
a ^at++++=a
grasshopper ^nn+nom+++=grasshopper:
: ^zz++++=EXTRAWORD
not ^xnot++not++=not
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
fat ^nn++++=fat-legged,
- ^zz++++=EXTRAWORD
legged ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
green ^jj++++=green-winged
- ^zz++++=EXTRAWORD
winged ^jj+atrb+++=EXTRAWORD
imbeciles ^nns+++??+=imbeciles
that ^tht+rel+++=that
feebly ^rb++++=feebly
tumble ^nn++++=tumble
in ^in++++=in
the ^ati++++=the
summer ^nn++++=summer
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
game ^nn++++=game
grasshopper ^nn+nom+++=grasshopper,
, ^zz++++=EXTRAWORD
one ^pn++++=one
