As ^ql++++=As
more ^rbr++++=more
the ^ati++++=the
guidance ^nn+nom+++=guidance
of ^in++++=of
some ^dti++++=some
mysterious ^jj+atrb+++=mysterious
instinct ^nn++++=instinct
than ^in++++=than
any ^dti++++=any
apparent ^jj+atrb+++=apparent
volition ^nn+nom+++=volition
of ^in++++=of
our ^pp$+pp1+++=our
own ^ap++++=own,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
an ^at++++=an
indefinable ^jj+atrb+++=indefinable
charm ^nn++++=charm
of ^in++++=of
security ^nn+nom+++=security
to ^in++++=to
our ^pp$+pp1+++=our
journey ^nn++++=journey
that ^tht+rel+obj++=that
a ^at++++=a
moment ^nn++++=moment's
's ^$++++=EXTRAWORD
hesitation ^nn+nom+++=hesitation
or ^cc++++=or
indecision ^nn++++=indecision
on ^in+cmpx+++=on
the ^in"++++=the
part ^in"++++=part
of ^in"++++=of
the ^ati++++=the
driver ^nn++++=driver
would ^md+prd+++=would
have ^vb+hv+aux++=have
destroyed ^vprf+++xvbnx+=destroyed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
indulged ^vprf+++xvbn+=indulged
a ^at++++=a
hope ^vb++++=hope
that ^tht+vcmp+++=that
in ^in++++=in
the ^ati++++=the
empty ^jj+atrb+++=empty
vehicle ^nn++++=vehicle
I ^pp1a+pp1+++=I
might ^md+pos+++=might
obtain ^vb++++=obtain
that ^dt+dem+++=that
rest ^nn++++=rest
so ^ql++++=so
often ^rb++++=often
denied ^vbd+vpub++xvbn+=denied
me ^pp1o+pp1+++=me
in ^in++++=in
its ^pp$+it+++=its
crowded ^jj+atrb++xvbn+=crowded
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
weak ^jj+atrb+++=weak
delusion ^nn++++=delusion.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
stretched ^vbd+++xvbnx+=stretched
out ^rp+pl+++=out
my ^pp$+pp1+++=my
limbs ^nns++++=limbs
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
to ^to++++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
conveniences ^nns+nom+++=conveniences
for ^in++++=for
making ^xvbg+++xvbg+=making
several ^ap++++=several
people ^nns++++=people
distinctly ^rb++++=distinctly
uncomfortable ^jj++++=uncomfortable
were ^vbd+bed+aux++=were
distributed ^vpsv++agls+xvbnx+=distributed
throughout ^rb++++=throughout
my ^pp$+pp1+++=my
individual ^jj+atrb+++=individual
frame ^nn++++=frame.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
resting ^vbg+++xvbg+=resting
my ^pp$+pp1+++=my
arms ^nns++++=arms
on ^in++++=on
the ^ati++++=the
straps ^nns++++=straps,
, ^zz++++=EXTRAWORD
by ^in++++=by
dint ^in"++++=dint
of ^in"++++=of
much ^ap++++=much
gymnastic ^jj+atrb+++=gymnastic
effort ^nn++++=effort
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
sufficiently ^rb++++=sufficiently
composed ^vbd+++xvbn+=composed
to ^to++++=to
be ^vbi++vrb++=be
aware ^jj+pred+++=aware
of ^in++++=of
a ^at++++=a
more ^ap++++=more
refined ^jj+atrb++xvbn+=refined
species ^nns++++=species
of ^in++++=of
torture ^nn++++=torture.
. ^zz++++=EXTRAWORD
The ^ati++++=The
springs ^nns++++=springs
of ^in++++=of
the ^ati++++=the
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
and ^cc++++=and
falling ^nvbg+++xvbg+=falling
regularly ^rb+cnj+++=regularly,
, ^zz++++=EXTRAWORD
produced ^j+++xvbn+=produced
a ^at++++=a
rhythmical ^jj+atrb+++=rhythmical
beat ^nn+++xvbn+=beat
which ^whp+rel+subj++=which
began ^vbd+++xvbn+=began
to ^to++++=to
absorb ^vbi++++=absorb
my ^pp$+pp1+++=my
attention ^nn+nom+++=attention
painfully ^rb++++=painfully.
. ^zz++++=EXTRAWORD
Slowly ^rb++++=Slowly
this ^dt+dem+++=this
thumping ^xvbg+++xvbg+=thumping
merged ^vbd+++xvbn+=merged
into ^in++++=into
a ^at++++=a
senseless ^jj+atrb+++=senseless
echo ^nn++++=echo
of ^in++++=of
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
female ^nn++++=female
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel
parlor ^nn++++=parlor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shaped ^vbd+++xvbn+=shaped
itself ^ppl++++=itself
into ^in++++=into
this ^dt+dem+++=this
awful ^jj+atrb+++=awful
and ^cc+phrs+++=and
benumbing ^jj+atrb++xvbg+=benumbing
axiom ^nn++++=axiom--"Praise-to-the-face-isopen-disgrace.
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
praise ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
face ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
isope ^nn+++??+=EXTRAWORD
Praise ^nn++++=Praise-to-the-face-is-open-disgrace."
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
face ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
- ^zz++++=EXTRAWORD
open ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
disgr ^nn+++??+=EXTRAWORD
Inequalities ^nns+nom++??+=Inequalities
of ^in++++=of
the ^ati++++=the
road ^npl++++=road
only ^rb+down+++=only
quickened ^vbd+++xvbn+=quickened
its ^pp$+it+++=its
utterance ^nn+nom+++=utterance
or ^cc++++=or
drawled ^vbd+++xvbn+=drawled
it ^pp3+it+++=it
to ^in++++=to
an ^at++++=an
exasperating ^jj+atrb+++=exasperating
length ^nn++++=length.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
consider ^nn+nom+++=consider
the ^ati++++=the
statement ^nn+nom+++=statement
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
except ^cs+sub+++=except
to ^in++++=to
it ^pp3+it+++=it
indignantly ^rb++++=indignantly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
recall ^vbi+vprv+++=recall
the ^ati++++=the
many ^ap++++=many
instances ^nns+nom+++=instances
where ^wrb+who+++=where
praise ^nn++++=praise
to ^in++++=to
the ^ati++++=the
face ^nn++++=face
had ^vbd+hvd+aux++=had
redounded ^vprf+++xvbnx+=redounded
to ^in++++=to
the ^ati++++=the
everlasting ^jj+atrb+++=everlasting
honor ^nn++++=honor
of ^in++++=of
praiser ^jjr++++=praiser
and ^cc+phrs+++=and
bepraised ^jj+++xvbn+=bepraised;
; ^zz++++=EXTRAWORD
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
dwell ^vbi++++=dwell
sentimentally ^rb++++=sentimentally
on ^in++++=on
modest ^jj+atrb+++=modest
genius ^nn++++=genius
and ^cc++++=and
courage ^nn+nom+++=courage
lifted ^vbd+++xvbn+=lifted
up ^rp++++=up
and ^cc++++=and
strengthened ^vpsv++by+xvbn+=strengthened
by ^in++++=by
open ^jj+atrb+++=open
commendation ^nn+nom+++=commendation;
; ^zz++++=EXTRAWORD
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
except ^cs+sub+++=except
to ^in++++=to
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
female ^nn++++=female,
, ^zz++++=EXTRAWORD
to ^in++++=to
picture ^nn++++=picture
her ^pp$+pp3+++=her
as ^in++++=as
rearing ^nn++++=rearing
a ^at++++=a
thin ^jj++++=thin-blooded
- ^zz++++=EXTRAWORD
blooded ^jj+atrb++xvbn+=EXTRAWORD
generation ^nn+nom+++=generation
on ^in++++=on
selfish ^jj++++=selfish
and ^cc++++=and
mechanically ^rb++++=mechanically
repeated ^xvbn+++xvbn+=repeated
axioms ^nns++++=axioms--all
-- ^--+clp+++=EXTRAWORD
all ^abn++++=EXTRAWORD
this ^dt+dem+++=this
failed ^vb+++xvbn+=failed
to ^to+vcmp+++=to
counteract ^vbi++++=counteract
the ^ati++++=the
monotonous ^jj+atrb+++=monotonous
repetition ^nn+nom+++=repetition
of ^in++++=of
this ^dt+dem+++=this
sentence ^nn+nom+++=sentence.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do
but ^cc++++=but
to ^to++++=to
give ^vbi++++=give
in ^in+strn+++=in--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
accept ^vb+vprv+++=accept
it ^pp3+it+++=it
weakly ^rb+cnj+++=weakly,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
too ^rb++++=too
often ^rb++++=often
treat ^vb++++=treat
other ^ap++++=other
illusions ^nns++++=illusions
of ^in++++=of
darkness ^nns+nom+++=darkness
and ^cc++++=and
necessity ^nn+nom+++=necessity,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
time ^nn++++=time
being ^vwbg+beg++xvbg+=being,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
of ^in++++=of
some ^dti++++=some
other ^ap++++=other
annoyance ^nn+nom+++=annoyance
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
forcing ^vbg+++xvbgx+=forcing
itself ^ppl++++=itself
upon ^in++++=upon
me ^pp1o+pp1+++=me
for ^in++++=for
the ^ati++++=the
last ^rb++++=last
few ^ap++++=few
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
quiet ^jj++++=quiet
the ^ati++++=the
driver ^nn++++=driver
was ^vbd+bedz+aux++=was!
! ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
there ^rn+pl+++=there
any ^dti++++=any
driver ^nn++++=driver?
? ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
I ^pp1a+pp1+++=I
any ^dti++++=any
reason ^nn++++=reason
to ^to++++=to
suppose ^vbi+vprv+++=suppose
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
lying ^xvbg+++xvbg+=lying
gagged ^vprf+++xvbn+=gagged
and ^cc+phrs+++=and
bound ^vpsv++agls+xvbn+=bound
on ^in++++=on
the ^ati++++=the
roadside ^nn++++=roadside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
highwayman ^nn+nom+++=highwayman
with ^in++++=with
blackened ^jj+atrb+++=blackened
face ^nn++++=face
who ^whp+rel+subj++=who
did ^vbd+dod+vrb++=did
the ^ati++++=the
thing ^nn++++=thing
so ^rb++++=so
quietly ^rb++++=quietly
driving ^nvbg+++xvbg+=driving
me ^pp1o+pp1+++=me--whither?
-- ^--+clp+++=EXTRAWORD
whither ^jjr++++=EXTRAWORD
? ^zz++++=EXTRAWORD
The ^ati++++=The
thing ^nn++++=thing
is ^vbz+bez+vrb++=is
perfectly ^rb+amp+++=perfectly
feasible ^jj+pred+++=feasible.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
this ^dt+dem+++=this
fancy ^nn++++=fancy
now ^rn+tm+++=now
being ^xvbg+++xvbg+=being
jolted ^vbd+++xvbn+=jolted
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
A ^at++++=A
story ^nn++++=story?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
keep ^vbi++++=keep
it ^pp3+it+++=it
back ^rp++++=back-particularly
- ^zz++++=EXTRAWORD
particularly ^rb++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
abysmal ^jj+atrb+++=abysmal
vehicle ^nn++++=vehicle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
it ^pp3+it+++=it
comes ^vbz++++=comes:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
Marquis ^npt++++=Marquis--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
French ^jj+atrb+++=French
Marquis ^npt++++=Marquis;
; ^zz++++=EXTRAWORD
French ^jj++++=French,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
peerage ^nn+nom+++=peerage
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
so ^ql++++=so
well ^rb++++=well
known ^vbd+vprv++xvbn+=known,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
country ^nn++++=country
is ^vbz+bez+vrb++=is
better ^jjr++++=better
adapted ^jj+++xvbn+=adapted
to ^in++++=to
romantic ^jj+atrb+++=romantic
incident ^nn++++=incident-a
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
Marquis ^npt++++=Marquis,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
democratic ^jj+atrb+++=democratic
reader ^nn++++=reader
delights ^nns++++=delights
in ^in++++=in
the ^ati++++=the
nobility ^nn+nom+++=nobility.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
name ^nn++++=name
is ^vbz+bez+vrb++=is
something ^pn++++=something
Ligny ^np+++??+=LIGNY.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
coming ^vbg+++xvbgx+=coming
from ^in+ppvb+++=from
Paris ^np++++=Paris
to ^in++++=to
my ^pp$+pp1+++=my
country ^nn++++=country
seat ^nn++++=seat
at ^rb++++=at
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Germain ^np++++=Germain.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
dark ^jj+atrb+++=dark
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
fall ^nn++++=fall
asleep ^jj++++=asleep
and ^cc++++=and
tell ^vb++++=tell
my ^pp$+pp1+++=my
honest ^jj+atrb+++=honest
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
Andre ^np+++??+=Andre,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
disturb ^vbi++++=disturb
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dream ^nn++++=dream
of ^in++++=of
an ^at++++=an
angel ^nn++++=angel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carriage ^nn+nom+++=carriage
at ^rb++++=at
last ^rb"++++=last
stops ^vbz++++=stops
at ^rb++++=at
the ^ati++++=the
chateau ^npl++++=chateau.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
dark ^jj++++=dark
that ^dt+pdem+++=that
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
alight ^jj++++=alight
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
recognize ^vb+vprv+++=recognize
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
footman ^nn++++=footman
who ^whp+rel+subj++=who
holds ^vbz+vprv+++=holds
the ^ati++++=the
carriage ^nn+nom+++=carriage
door ^nn++++=door.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
of ^in++++=of
that? ^nn+++??+=that?--PESTE!
-- ^--+clp+++=EXTRAWORD
peste ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
heavy ^jj+pred+++=heavy
with ^in++++=with
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
obscurity ^nn+nom+++=obscurity
also ^rb++++=also
hides ^vbz++++=hides
the ^ati++++=the
old ^jj+atrb+++=old
familiar ^jj+atrb+++=familiar
indecencies ^nns+++??+=indecencies
of ^in++++=of
the ^ati++++=the
statues ^nns+++??+=statues
on ^in++++=on
the ^ati++++=the
terrace ^nn++++=terrace;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
opens ^vbz++++=opens
and ^cc++++=and
shuts ^nns+++??+=shuts
behind ^rp+pl+++=behind
me ^pp1o+pp1+++=me
smartly ^rb++++=smartly.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
find ^vb+vprv+tht0++=find
myself ^ppl+pp1+++=myself
in ^in++++=in
a ^at++++=a
trap ^nn++++=trap,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
the ^ati++++=the
brigand ^nn+++??+=brigand
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
quietly ^rb++splt++=quietly
gagged ^vprf+++xvbn+=gagged
poor ^jj+atrb+++=poor
Andre ^np+++??+=Andre
and ^cc++++=and
conducted ^vbd+++xvbn+=conducted
the ^ati++++=the
carriage ^nn+nom+++=carriage
thither ^rb++++=thither.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
gallant ^jj+atrb+++=gallant
French ^nn++++=French
Marquis ^npt++++=Marquis,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="PARBLEU!"
parbleu ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
draw ^vb++++=draw
my ^pp$+pp1+++=my
rapier ^np++++=rapier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
die ^vb++++=die
valorously ^jj++++=valorously!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
found ^vpsv++agls+xvbnx+=found
a ^at++++=a
week ^nn++++=week
or ^cc++++=or
two ^cd++++=two
after ^in++++=after
outside ^jjb++++=outside
a ^at++++=a
deserted ^jj+++xvbn+=deserted
cabaret ^np++++=cabaret
near ^in+pl+++=near
the ^ati++++=the
barrier ^nn++++=barrier,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
hole ^nn++++=hole
through ^in++++=through
my ^pp$+pp1+++=my
ruffled ^vbd+++xvbn+=ruffled
linen ^nn++++=linen
and ^cc++++=and
my ^pp$+pp1+++=my
pockets ^nns++++=pockets
stripped ^vbd+++xvbn+=stripped.
. ^zz++++=EXTRAWORD
No ^at++++=No;
; ^zz++++=EXTRAWORD
on ^rp++++=on
second ^od++++=second
thoughts ^nns++++=thoughts,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
rescued ^vpsv++agls+xvbnx+=rescued--rescued
-- ^--+clp+++=EXTRAWORD
rescued ^xvbn+++xvbn+=EXTRAWORD
by ^in++++=by
the ^ati++++=the
angel ^nn++++=angel
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
dreaming ^vbg+++xvbgx+=dreaming
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
the ^ati++++=the
assumed ^jj+atrb++xvbn+=assumed
daughter ^nn+nom+++=daughter
of ^in++++=of
the ^ati++++=the
brigand ^nn+++??+=brigand
but ^cc++++=but
the ^ati++++=the
real ^jj+atrb+++=real
daughter ^nn+nom+++=daughter
of ^in++++=of
an ^at++++=an
intimate ^jj+atrb+++=intimate
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
from ^in++++=from
the ^ati++++=the
window ^nn++++=window
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
vain ^jj+atrb+++=vain
hope ^nn++++=hope
of ^in++++=of
distinguishing ^xvbg+++xvbg+=distinguishing
the ^ati++++=the
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
growing ^vbg+++xvbgx+=growing
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
the ^ati++++=the
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
distant ^jj+atrb+++=distant
horizon ^nn++++=horizon,
, ^zz++++=EXTRAWORD
defined ^vpbn+vprv++xvbn+=defined
by ^in++++=by
India ^np++++=India-inky
- ^zz++++=EXTRAWORD
inky ^nn+++??+=EXTRAWORD
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
relieving ^jj+++xvbg+=relieving
a ^at++++=a
lighter ^jjr+atrb+++=lighter
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
stars ^nns++++=stars
widely ^rb++++=widely
spaced ^jj+++xvbn+=spaced
in ^in++++=in
this ^dt+dem+++=this
picture ^nn++++=picture
glimmered ^vbd+++xvbn+=glimmered
sadly ^rb++++=sadly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
again ^rb+tm+++=again
the ^ati++++=the
infinite ^jj+atrb+++=infinite
depth ^nn++++=depth
of ^in++++=of
patient ^nn++++=patient
sorrow ^nn++++=sorrow
in ^in++++=in
their ^pp$+pp3+++=their
serene ^jj+atrb+++=serene
faces ^nns++++=faces;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
hope ^vb++++=hope
that ^tht+vcmp+++=that
the ^ati++++=the
vandal ^nn++++=vandal
who ^whp+rel+obj++=who
first ^od++++=first
applied ^vbd+++xvbn+=applied
the ^ati++++=the
flippant ^jj++++=flippant
" ^zz++++="twinkle"
twinkle ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
to ^in++++=to
them ^pp3o+pp3+++=them
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+aux++=be
driven ^vpsv++agls+xvbnx+=driven
melancholy ^jj++++=melancholy-mad
- ^zz++++=EXTRAWORD
mad ^jj++++=EXTRAWORD
by ^in++++=by
their ^pp$+pp3+++=their
reproachful ^jj+atrb+++=reproachful
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
again ^rb+tm+++=again
the ^ati++++=the
mystic ^nn++++=mystic
charm ^nn++++=charm
of ^in++++=of
space ^nn++++=space
that ^tht+rel+subj++=that
imparts ^vbz++++=imparts
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
individual ^jj+atrb+++=individual
solitude ^nn++++=solitude
to ^in++++=to
each ^dt++++=each
integer ^nn++++=integer
of ^in++++=of
the ^ati++++=the
densest ^jjt+atrb+++=densest
constellation ^nn+nom+++=constellation,
, ^zz++++=EXTRAWORD
involving ^vbg+++xvbg+=involving
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
star ^nn++++=star
with ^in++++=with
immeasurable ^jj+atrb+++=immeasurable
loneliness ^nns+nom+++=loneliness.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
of ^in++++=of
this ^dt+dem+++=this
calm ^nn++++=calm
and ^cc++++=and
solitude ^nn++++=solitude
crept ^vbd+++xvbn+=crept
over ^rp++++=over
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
dozed ^vbd+++xvbnx+=dozed
in ^in++++=in
my ^pp$+pp1+++=my
gloomy ^jj+atrb+++=gloomy
cavern ^nn++++=cavern.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
awoke ^vbd+++xvbnx+=awoke
the ^ati++++=the
full ^jj+atrb+++=full
moon ^nn++++=moon
was ^vbd+bedz+aux++=was
rising ^vbg+++xvbgx+=rising.
. ^zz++++=EXTRAWORD
Seen ^j+++xvbn+=Seen
from ^in++++=from
my ^pp$+pp1+++=my
window ^nn++++=window,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
an ^at++++=an
indescribably ^rb++++=indescribably
unreal ^jj+atrb+++=unreal
and ^cc+phrs+++=and
theatrical ^jj+atrb+++=theatrical
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
full ^jj+atrb+++=full
moon ^nn++++=moon
of ^in++++=of
Norma ^np+++??+=NORMA--that
-- ^--+clp+++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
remarkable ^jj+atrb+++=remarkable
celestial ^jj+atrb+++=celestial
phenomenon ^nn++++=phenomenon
which ^whp+rel+subj++=which
rises ^vbz++++=rises
so ^ql++++=so
palpably ^rb++++=palpably
to ^in++++=to
a ^at++++=a
hushed ^jj+atrb+++=hushed
audience ^nn+nom+++=audience
and ^cc++++=and
a ^at++++=a
sublime ^jj+atrb+++=sublime
andante ^nn+++??+=andante
chorus ^nn++++=chorus,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
the ^ati++++=the
Casta ^np+++??+=CASTA
Diva ^np+++??+=DIVA
is ^vbz+bez+aux++=is
sung ^vpsv++agls+xvbnx+=sung--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
" ^zz++++="inconstant
inconstant ^jj+atrb+++=EXTRAWORD
moon ^nn++++=moon"
" ^zz++++=EXTRAWORD
that ^dt+dem+++=that
then ^rn+tm+++=then
and ^cc+phrs+++=and
thereafter ^nn+nom+++=thereafter
remains ^vbz++++=remains
fixed ^vbd+++xvbn+=fixed
in ^in++++=in
the ^ati++++=the
heavens ^nns++++=heavens
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
a ^at++++=a
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
