Two ^cd++++=Two
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat
down ^rb+phrv+++=down
I ^pp1a+pp1+++=I
remarked ^vbd+vpub++xvbnx+=remarked
quite ^rb++++=quite
innocently ^rb+cnj+++=innocently,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
you ^pp2+pp2+++=you
in ^in++++=in
Bond ^np++++=Bond
Street ^nn++++=Street
some ^dti++++=some
time ^nn++++=time
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Alroy ^np+++??+=Alroy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
grew ^vbd+++xvbnx+=grew
very ^ql+amp+++=very
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vpsv++agls+xvbn+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
" ^zz++++="Pray
pray ^vb+vsua+++=EXTRAWORD
do ^vb+do+vrb++=do
not ^xnot++not++=not
talk ^nn++++=talk
so ^ql+emph+++=so
loud ^jj++++=loud;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+aux++=be
overheard ^vprf+++xvbn+=overheard."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
miserable ^jj++++=miserable
at ^in++++=at
having ^nn+nn+aux++=having
made ^vbd+++xvbn+=made
such ^abl++++=such
a ^at++++=a
bad ^jj+atrb+++=bad
beginning ^nvbg+++xvbg+=beginning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plunged ^vbd+++xvbn+=plunged
recklessly ^rb++++=recklessly
into ^in++++=into
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
French ^jj+atrb+++=French
plays ^nns++++=plays.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spoke ^vbd+++xvbnx+=spoke
very ^ql+amp+++=very
little ^ap++++=little,
, ^zz++++=EXTRAWORD
always ^rb++++=always
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
low ^jj+atrb+++=low
musical ^jj+atrb+++=musical
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
some ^dti++++=some
one ^cd1++++=one
listening ^nvbg+++xvbg+=listening.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell
passionately ^rb+cnj+++=passionately,
, ^zz++++=EXTRAWORD
stupidly ^rb++++=stupidly
in ^in++++=in
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
indefinable ^jj+atrb+++=indefinable
atmosphere ^nn++++=atmosphere
of ^in++++=of
mystery ^nn+nom+++=mystery
that ^tht+rel+subj++=that
surrounded ^vwbn+++xvbn+=surrounded
her ^pp$+pp3+++=her
excited ^vbd+++xvbn+=excited
my ^pp$+pp1+++=my
most ^ap+emph+++=most
ardent ^jj+atrb+++=ardent
curiosity ^nn+nom+++=curiosity.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
very ^ql+amp+++=very
soon ^rb+tm+++=soon
after ^in++++=after
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua+tht0+xvbnx+=asked
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
might ^md+pos+++=might
call ^vb++++=call
and ^cc+phrs+++=and
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
hesitated ^vbd+++xvbnx+=hesitated
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
glanced ^jj+atrb++xvbn+=glanced
round ^nn++++=round
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
any ^dti++++=any
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Yes;
yes ^uh++++=EXTRAWORD
; ^zz++++=EXTRAWORD
tomorrow ^nr+tm+++=to-morrow
at ^in++++=at
a ^at++++=a
quarter ^nn++++=quarter
to ^to++++=to
five ^cd++++=five."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
begged ^vbd+++xvbnx+=begged
Madame ^npt++++=Madame
de ^&fw++++=de
Rastail ^np+++??+=Rastail
to ^to++++=to
tell ^vbi++++=tell
me ^pp1o+pp1+++=me
about ^in++++=about
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
all ^abn++++=all
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
learn ^vb+vprv+++=learn
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
window ^nn++++=window
with ^in++++=with
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
house ^nn++++=house
in ^in++++=in
Park ^npl++++=Park
Lane ^nn++++=Lane,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
some ^dti++++=some
scientific ^jj+atrb+++=scientific
bore ^nn+++xvbn+=bore
began ^vbd+++xvbn+=began
a ^at++++=a
dissertation ^nn+nom+++=dissertation
of ^in++++=of
widows ^nns++++=widows,
, ^zz++++=EXTRAWORD
as ^ql++++=as
exemplifying ^jj+++xvbg+=exemplifying
the ^ati++++=the
survival ^nn+nom+++=survival
of ^in++++=of
the ^ati++++=the
matrimonially ^rb++++=matrimonially
fittest ^jjt++++=fittest,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
home ^nr++++=home.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
next ^ap++++=next
day ^nn++++=day
I ^pp1a+pp1+++=I
arrived ^vbd+++xvbnx+=arrived
at ^rb++++=at
Park ^npl++++=Park
Lane ^nn++++=Lane
punctual ^jj++++=punctual
to ^in++++=to
the ^ati++++=the
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+aux++=was
told ^vpsv++by+xvbnx+=told
by ^in++++=by
the ^ati++++=the
butler ^np++++=butler
that ^tht+rel+obj++=that
Lady ^npt++++=Lady
Alroy ^np+++??+=Alroy
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
club ^nn++++=club
quite ^rb++++=quite
unhappy ^jj++++=unhappy
and ^cc++++=and
very ^ql+amp+++=very
much ^ap++++=much
puzzled ^jj+++xvbn+=puzzled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
long ^rb++++=long
consideration ^nn+nom+++=consideration
wrote ^vbd+vprv++xvbn+=wrote
her ^pp3o+pp3+++=her
a ^at++++=a
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
asking ^vbg+vsua++xvbg+=asking
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
might ^md+pos+++=might
be ^vb+be+aux++=be
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
try ^vb++++=try
my ^pp$+pp1+++=my
chance ^nn++++=chance
some ^dti++++=some
other ^ap++++=other
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
answer ^nn++++=answer
for ^in++++=for
several ^ap++++=several
days ^nns++++=days,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
last ^rb"++++=last
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
a ^rb++++=a
little ^rb"++++=little
note ^nn++++=note
saying ^vwbg+++xvbg+=saying
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+vrb++=be
at ^rb++++=at
home ^nr++++=home
on ^in++++=on
Sunday ^nr++++=Sunday
at ^in++++=at
four ^cd++++=four,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
this ^dt+dem+++=this
extraordinary ^jj+atrb+++=extraordinary
postscript ^nn++++=postscript:
: ^zz++++=EXTRAWORD
" ^zz++++="Please
please ^uh++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
write ^vb++++=write
to ^in++++=to
me ^pp1o+pp1+++=me
here ^rn+pl+++=here
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
explain ^vb+vpub+++=explain
when ^wrb+who+whcl++=when
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
On ^in++++=On
Sunday ^nr++++=Sunday
she ^pp3a+pp3+++=she
received ^vbd+++xvbnx+=received
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
perfectly ^rb+amp+splt++=perfectly
charming ^vbg+++xvbgx+=charming;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
away ^rp+pl+++=away
she ^pp3a+pp3+++=she
begged ^vbd+++xvbnx+=begged
of ^in++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
ever ^rb++++=ever
had ^vb+hv+vrb++=had
occasion ^nn++++=occasion
to ^to++++=to
write ^vbi++++=write
to ^in++++=to
her ^pp$+pp3+++=her
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
to ^in++++=to
address ^nns+nom+++=address
my ^pp$+pp1+++=my
letter ^nn++++=letter
to ^to++++=to
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Knox ^np++++=Knox,
, ^zz++++=EXTRAWORD
care ^nn++++=care
of ^in++++=of
Whittaker ^np+nom+++=Whittaker's
's ^$++++=EXTRAWORD
Library ^npl+nom+++=Library,
, ^zz++++=EXTRAWORD
Green ^nn++++=Green
Street ^nn++++=Street."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
reasons ^nns++++=reasons,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
receive ^vb++++=receive
letters ^nns+nom+++=letters
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='All
all ^abn++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
season ^nn++++=season
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
atmosphere ^nn++++=atmosphere
of ^in++++=of
mystery ^nn+nom+++=mystery
never ^rb++++=never
left ^vbd+++xvbn+=left
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
power ^nn++++=power
of ^in++++=of
some ^dti++++=some
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
so ^pn+emph+++=so
unapproachable ^jj++++=unapproachable
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
believe ^vb+vprv+++=believe
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
very ^ql+amp+++=very
difficult ^jj++++=difficult
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
come ^vbi++++=come
to ^in++++=to
any ^dti++++=any
conclusion ^nn++++=conclusion,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
like ^in++++=like
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
strange ^jj+atrb+++=strange
crystals ^nns+nom+++=crystals
that ^tht+rel+++=that
one ^cd1++++=one
sees ^vbz+vprv+++=sees
in ^in++++=in
museums ^nns++++=museums,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
at ^rb++++=at
one ^cd1++++=one
moment ^nn++++=moment
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
another ^dt++++=another
clouded ^jj+++xvbn+=clouded.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
I ^pp1a+pp1+++=I
determined ^jj+++xvbnx+=determined
to ^to+jcmp+++=to
ask ^vbi++++=ask
her ^pp$+pp3+++=her
to ^to++++=to
be ^vbi++vrb++=be
my ^pp$+pp1+++=my
wife ^nn++++=wife:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick
and ^cc+phrs+++=and
tired ^jj+++xvbn+=tired
of ^in++++=of
the ^ati++++=the
incessant ^jj+atrb+++=incessant
secrecy ^nn++++=secrecy
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
imposed ^vbd+++xvbnx+=imposed
on ^in++++=on
all ^abn++++=all
my ^pp$+pp1+++=my
visits ^nns++++=visits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
few ^ap++++=few
letters ^nns+nom+++=letters
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote
to ^in++++=to
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
library ^nn+nom+++=library
to ^to++++=to
ask ^vbi++++=ask
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me
the ^ati++++=the
following ^jj+atrb++xvbg+=following
Monday ^nr++++=Monday
at ^in++++=at
six ^cd++++=six.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
answered ^vbd+vpub++xvbnx+=answered
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
seventh ^nn++++=seventh
heaven ^nn++++=heaven
of ^in++++=of
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
infatuated ^vpsv++agls+xvbnx+=infatuated
with ^in++++=with
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
mystery ^nn+nom+++=mystery,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
then ^rn+tm+++=then
in ^rb++++=in
consequence ^nn+nom+++=consequence
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
No ^at++++=No;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
woman ^nn++++=woman
herself ^ppl+pp3+++=herself
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mystery ^nn+nom+++=mystery
troubled ^vbd+++xvbn+=troubled
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
maddened ^j+++xvbn+=maddened
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+aux++=did
chance ^nn++++=chance
put ^vbd+++xvbn+=put
me ^pp1o+pp1+++=me
in ^in++++=in
its ^pp$+it+++=its
track ^nn++++=track?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
discovered ^vbd+vprv++xvbn+=discovered
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
fear ^vb++++=fear
so ^ql++++=so,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
judge ^vb++++=judge
for ^in++++=for
yourself ^ppl+pp2+++=yourself.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='When
when ^wrb+who+++=EXTRAWORD
Monday ^nr++++=Monday
came ^vbd+++xvbn+=came
round ^rb++++=round
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
lunch ^nn++++=lunch
with ^in++++=with
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
four ^cd++++=four
o'clock ^rb++++=o'clock
found ^vbd+vprv+tht0+xvbn+=found
myself ^ppl+pp1+++=myself
in ^in++++=in
the ^ati++++=the
Marylebone ^np+++??+=Marylebone
Road ^nn++++=Road.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
lives ^nns++++=lives
in ^in++++=in
Regent ^np++++=Regent's
's ^$++++=EXTRAWORD
Park ^npl++++=Park.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
get ^vbi++++=get
to ^to+vcmp+++=to
Piccadilly ^vb++++=Piccadilly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
a ^at++++=a
short ^nn++++=short
cut ^vbd+++xvbn+=cut
through ^in++++=through
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
shabby ^jj+atrb+++=shabby
little ^jj+atrb+++=little
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
me ^pp1o+pp1+++=me
Lady ^npt++++=Lady
Alroy ^np+++??+=Alroy,
, ^zz++++=EXTRAWORD
deeply ^rb++++=deeply
veiled ^jj+++xvbn+=veiled
and ^cc+phrs+++=and
walking ^jj+++xvbg+=walking
very ^ql+amp+++=very
fast ^rb++++=fast.
. ^zz++++=EXTRAWORD
On ^in++++=On
coming ^nn++++=coming
to ^in++++=to
the ^ati++++=the
last ^rb++++=last
house ^npl++++=house
in ^in++++=in
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
up ^rp++++=up
the ^ati++++=the
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
out ^rp+pl+++=out
a ^at++++=a
latch ^nn++++=latch-key,
- ^zz++++=EXTRAWORD
key ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
herself ^ppl+pp3+++=herself
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
mystery ^nn+nom+++=mystery,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
myself ^ppl+pp1+++=myself;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
hurried ^vbd+++xvbnx+=hurried
on ^in++++=on
and ^cc++++=and
examined ^vbd+++xvbn+=examined
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
place ^nn++++=place
for ^in++++=for
letting ^xvbg+++xvbg+=letting
lodgings ^nns++++=lodgings.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
doorstep ^nn++++=doorstep
lay ^vbd+++xvbn+=lay
her ^pp$+pp3+++=her
handkerchief ^nn++++=handkerchief,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
dropped ^vprf+++xvbnx+=dropped.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
picked ^vbd+++xvbnx+=picked
it ^pp3+it+++=it
up ^rp++++=up
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
my ^pp$+pp1+++=my
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
consider ^nn+nom+++=consider
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
should ^md+nec+++=should
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
conclusion ^nn++++=conclusion
that ^tht+ncmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
spy ^vbi++++=spy
on ^in++++=on
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
drove ^vbd+++xvbnx+=drove
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
club ^nn++++=club.
. ^zz++++=EXTRAWORD
At ^rb++++=At
six ^cd++++=six
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
to ^to++++=to
see ^vbi+vprv+tht0++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying
on ^in++++=on
a ^at++++=a
sofa ^nn++++=sofa,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
tea ^nn++++=tea-gown
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
of ^in++++=of
silver ^nn++++=silver
tissue ^nn++++=tissue
looped ^vbd+++xvbn+=looped
up ^rp++++=up
by ^in++++=by
some ^dti++++=some
strange ^jj+atrb+++=strange
moonstones ^nns+++??+=moonstones
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
always ^rb++++=always
wore ^vbd+++xvbn+=wore.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
quite ^rb++++=quite
lovely ^jj++++=lovely.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
so ^ql+emph+++=so
glad ^jj++++=glad
to ^to+jcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
out ^rp+pl+++=out
all ^abn++++=all
day ^nn++++=day."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
her ^pp$+pp3+++=her
in ^in++++=in
amazement ^nn+nom+++=amazement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulling ^nvbg+++xvbg+=pulling
the ^ati++++=the
handkerchief ^nn++++=handkerchief
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
handed ^j+++xvbn+=handed
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
dropped ^vbd+++xvbn+=dropped
this ^dt+dem+++=this
in ^in++++=in
Cumnor ^np+++??+=Cumnor
Street ^nn++++=Street
this ^dt+dem+++=this
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Alroy ^np+++??+=Alroy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
very ^ql+amp+++=very
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me
in ^in++++=in
terror ^nn++++=terror,
