From ^in++++=From
the ^ati++++=the
wrong ^jj+atrb+++=wrong
direction ^nn+nom+++=direction
and ^cc++++=and
had ^vb+hv+aux++=had
somehow ^rb++splt++=somehow
got ^vprf+++xvbnx+=got
turned ^vbd+++xvbn+=turned
round ^rb+phrv+++=round.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
road ^nn++++=road
should ^md+nec+++=should
be ^vb+be+vrb++=be
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
in ^in++++=in
front ^nn++++=front.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
hurriedly ^rb++++=hurriedly
took ^vbd+++xvbn+=took
another ^dt++++=another
narrow ^jj+atrb+++=narrow
glade ^nn++++=glade
that ^tht+rel+subj++=that
lost ^vprf+++xvbn+=lost
itself ^ppl++++=itself
in ^in++++=in
greenness ^nns+nom+++=greenness
to ^in++++=to
the ^ati++++=the
right ^nn++++=right.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
trees ^nns++++=trees
has ^vbz+hvz+aux++=has
mixed ^vprf+++xvbnx+=mixed
me ^pp1o+pp1+++=me
up ^rp++++=up
a ^at++++=a
bit ^nn++++=bit,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems"
" ^zz++++=EXTRAWORD
then ^rn+tm+++=then
found ^vbd+vprv++xvbn+=found
himself ^ppl+pp3+++=himself
abruptly ^rb++++=abruptly
by ^in++++=by
the ^ati++++=the
gate ^nn++++=gate
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
first ^rb++splt++=first
climbed ^vprf+++xvbnx+=climbed
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
merely ^rb+down+splt++=merely
made ^vprf+++xvbnx+=made
a ^at++++=a
circle ^nn++++=circle.
. ^zz++++=EXTRAWORD
Surprise ^nn++++=Surprise
became ^vbd+++xvbn+=became
almost ^rb+hdg+++=almost
discomfiture ^nn+++??+=discomfiture
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
like ^in++++=like
a ^at++++=a
gamekeeper ^nn+nom+++=gamekeeper
in ^in++++=in
browny ^nn+++??+=browny
green ^nn++++=green,
, ^zz++++=EXTRAWORD
leaned ^j+++xvbn+=leaned
against ^in++++=against
the ^ati++++=the
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
hitting ^vbg+++xvbg+=hitting
his ^pp$+pp3+++=his
legs ^nns++++=legs
with ^in++++=with
a ^at++++=a
switch ^nn++++=switch.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
making ^vbg+++xvbgx+=making
for ^in+ppvb+++=for
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lumley ^np++++=Lumley's
's ^$++++=EXTRAWORD
farm ^nn++++=farm,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
the ^ati++++=the
walker ^nn++++=walker.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
his ^pp$+pp3+++=his
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
" ^zz++++="
then ^rn+tm+++=then
stopped ^vbd+++xvbn+=stopped
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
man ^nn++++=man
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
merely ^rb+down+++=merely
an ^at++++=an
effect ^nn++++=effect
of ^in++++=of
light ^nn++++=light
and ^cc++++=and
shade ^nn++++=shade
and ^cc++++=and
foliage ^nn+nom+++=foliage.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stepped ^vbd+++xvbnx+=stepped
back ^jjb++++=back
to ^to++++=to
reconstruct ^vbi++++=reconstruct
the ^ati++++=the
singular ^jj+atrb+++=singular
illusion ^nn++++=illusion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
wind ^nn++++=wind
shook ^vbd+++xvbn+=shook
the ^ati++++=the
branches ^nns++++=branches
roughly ^rb+down+++=roughly
here ^rn+pl+++=here
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood
and ^cc++++=and
the ^ati++++=the
foliage ^nn+nom+++=foliage
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
recon ^vb+++??+=recon
struct ^nn+++??+=struct
the ^ati++++=the
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
leaves ^nns++++=leaves
all ^abn++++=all
rustled ^jj+++xvbn+=rustled
strangely ^rb++++=strangely.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
just ^rb+emph+++=just
then ^rn+tm+++=then
the ^ati++++=the
sun ^nn++++=sun
went ^vbd+++xvbn+=went
behind ^in+pl+++=behind
a ^at++++=a
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
the ^ati++++=the
whole ^jj+atrb+++=whole
wood ^nn++++=wood
look ^vb++++=look
otherwise ^rb+cnj+++=otherwise.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
how ^wrb+who+++=how
the ^ati++++=the
mind ^nn++++=mind
could ^md+pos+++=could
be ^vb+be+aux++=be
thus ^rb+cnj+splt++=thus
doubly ^rb++++=doubly
deceived ^vbd+++xvbn+=deceived
was ^vbd+bedz+vrb++=was
indeed ^qlp++++=indeed
remarkable ^jj++++=remarkable,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
almost ^rb+hdg+++=almost
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
the ^ati++++=the
man ^nn++++=man
had ^vbd+hvd+aux++=had
answered ^vprf+++xvbnx+=answered,
, ^zz++++=EXTRAWORD
spoken ^j+++xvbn+=spoken
or ^cc++++=or
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
the ^ati++++=the
shuffling ^jj+atrb++xvbg+=shuffling
noise ^nn++++=noise
the ^ati++++=the
branches ^nns++++=branches
made ^vbd+++xvbn+=made
? ^zz++++=?
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
pointed ^vprf+++xvbnx+=pointed
with ^in++++=with
his ^pp$+pp3+++=his
switch ^nn++++=switch
to ^in++++=to
the ^ati++++=the
notice ^nn++++=notice-board
- ^zz++++=EXTRAWORD
board ^nn++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
rang ^vbd+++xvbn+=rang
on ^in++++=on
in ^in++++=in
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
of ^in+emph+++=of
course ^nn+emph"+++=course
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
them ^pp3o+pp3+++=them:
: ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
his ^pp$+pp3+++=his
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
ours ^pp$$++++=ours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
some ^dti++++=some
village ^nn+nom+++=village
wit ^nn++++=wit,
, ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
the ^ati++++=the
lettering ^nn++++=lettering
on ^in++++=on
the ^ati++++=the
weather ^nn++++=weather-beaten
- ^zz++++=EXTRAWORD
beaten ^jj+atrb++xvbn+=EXTRAWORD
board ^nn++++=board,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
read ^vbd+vprv++xvbn+=read
quite ^rb++++=quite
plainly ^rb+cnj+++=plainly,
, ^zz++++=EXTRAWORD
" ^zz++++="Trespassers
trespassers ^nns+nom+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+aux++=be
persecuted ^vpsv++agls+xvbnx+=persecuted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc+cls+++=And
while ^cs+sub+++=while
the ^ati++++=the
astonished ^jj+atrb++xvbn+=astonished
clerk ^nn++++=clerk
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
words ^nns++++=words
and ^cc++++=and
chuckled ^vbd+++xvbn+=chuckled,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
what ^wdt+who+++=what
a ^at++++=a
tale ^nn++++=tale
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
tell ^vb++++=tell
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
children ^nns++++=children
later ^rbr+tm+++=later
" ^zz++++="The
the ^ati++++=EXTRAWORD
blooming ^jj+++xvbg+=blooming
wood ^npl++++=wood
has ^vbz+hvz+aux++=has
tried ^vprf+++xvbnx+=tried
to ^to+vcmp+++=to
chuck ^vbi++++=chuck
me ^pp1o+pp1+++=me
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
in ^in++++=in
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
a ^at++++=a
square ^jj+atrb+++=square
acre ^nn++++=acre
at ^rb++++=at
most ^ql+emph+++=most.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
reach ^vbi++++=reach
the ^ati++++=the
fields ^nns++++=fields
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
keep ^vb++++=keep
straight ^jj++++=straight
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv+tht0+xvbnx+=remembered
his ^pp$+pp3+++=his
position ^nn+nom+++=position
in ^in++++=in
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
certain ^jj+atrb+++=certain
dignity ^nn+nom+++=dignity
to ^to++++=to
maintain ^vbi+vpub+++=maintain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cloud ^nn++++=cloud
passed ^vbd+++xvbn+=passed
from ^in++++=from
below ^in+pl+++=below
the ^ati++++=the
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
light ^nn++++=light
splashed ^vbd+++xvbn+=splashed
suddenly ^rb++++=suddenly
in ^in++++=in
all ^abn++++=all
manner ^nn++++=manner
of ^in++++=of
unlikely ^jj+atrb+++=unlikely
places ^nns++++=places.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
went ^vbd+++xvbn+=went
straight ^jj++++=straight
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
a ^at++++=a
touch ^nn++++=touch
of ^in++++=of
puzzling ^xvbg+++xvbg+=puzzling
con ^np++++=con
fusion ^nn++++=fusion
somewhere ^rb++++=somewhere;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
way ^nn++++=way
the ^ati++++=the
copse ^nn+++??+=copse
had ^vb+hv+vrb++=had
of ^in++++=of
shifting ^nn++++=shifting
from ^in++++=from
sunshine ^nn++++=sunshine
into ^in++++=into
shadow ^nn++++=shadow
doubtless ^rb++++=doubtless
troubled ^jj+atrb++xvbn+=troubled
sight ^nn++++=sight
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
To ^in++++=To
his ^pp$+pp3+++=his
relief ^nn++++=relief
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
a ^at++++=a
new ^jj+atrb+++=new
glade ^nn++++=glade
opened ^vbd+++xvbn+=opened
through ^in++++=through
the ^ati++++=the
trees ^nns++++=trees
and ^cc++++=and
disclosed ^vbd+vpub++xvbn+=disclosed
the ^ati++++=the
fields ^nns++++=fields
with ^in++++=with
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
the ^ati++++=the
red ^jj+atrb+++=red
house ^npl++++=house
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
at ^in++++=at
the ^ati++++=the
far ^rb+pl+++=far
end ^nn++++=end.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^rb++++=a
little ^rb"++++=little
wicket ^nn++++=wicket
gate ^nn++++=gate
that ^tht+rel+subj++=that
stood ^vbd+++xvbn+=stood
across ^in+pl+++=across
the ^ati++++=the
path ^nn++++=path
had ^vb+hv+vrb++=had
first ^rb++++=first
to ^to++++=to
be ^vbi+vbi+aux++=be
climbed ^vpsv++agls+xvbnx+=climbed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
scrambled ^vbd+++xvbnx+=scrambled
heavily ^rb++++=heavily
over ^rb++++=over
for ^in++++=for
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
open ^jj++++=open
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
the ^ati++++=the
astonishing ^nn++++=astonishing
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
it ^pp3+it+++=it
slid ^vbd+++xvbn+=slid
off ^in+pl+++=off
sideways ^nn++++=sideways
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
towards ^in++++=towards
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
the ^ati++++=the
moving ^jj+atrb++xvbg+=moving
staircases ^nns++++=staircases
at ^in++++=at
Harrod ^np++++=Harrod's
's ^$++++=EXTRAWORD
and ^cc++++=and
Earl ^np++++=Earl's
's ^$++++=EXTRAWORD
Court ^nn++++=Court,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
began ^vbd+++xvbn+=began
to ^to++++=to
glide ^vbi++++=glide
off ^in+pl+++=off
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
horrible ^jj+pred+++=horrible.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
a ^at++++=a
violent ^jj+atrb+++=violent
effort ^nn++++=effort
to ^to+ncmp+++=to
get ^vbi++++=get
down ^rp++++=down
before ^cs+sub+++=before
it ^pp3+it+++=it
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
feet ^nns++++=feet
became ^vbd+++xvbn+=became
entangled ^vbd+++xvbn+=entangled
with ^in++++=with
the ^ati++++=the
bars ^nns++++=bars
and ^cc++++=and
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
heavily ^rb++++=heavily
upon ^in++++=upon
the ^ati++++=the
farther ^rbr++++=farther
side ^nn++++=side,
, ^zz++++=EXTRAWORD
arms ^nns++++=arms
spread ^vbd+++xvbn+=spread
across ^in+pl+++=across
the ^ati++++=the
grass ^nn++++=grass
and ^cc++++=and
nettles ^nns++++=nettles,
, ^zz++++=EXTRAWORD
boots ^nns++++=boots
clutched ^vbd+++xvbn+=clutched
between ^in++++=between
the ^ati++++=the
first ^od++++=first
and ^cc++++=and
second ^od++++=second
bars ^nns++++=bars.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lay ^vbd+++xvbnx+=lay
there ^rn+pl+++=there
a ^at++++=a
moment ^nn++++=moment
like ^in++++=like
a ^at++++=a
man ^nn++++=man
crucified ^vwbn+++xvbn+=crucified
upside ^nn++++=upside
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
struggled ^vbd+++xvbnx+=struggled
to ^to+vcmp+++=to
get ^vbi++++=get
disentangled ^jj+atrb++xvbn+=disentangled
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
umbrella ^vb++++=umbrella
formed ^vbd+++xvbn+=formed
a ^at++++=a
regular ^jj++++=regular
net ^jjb++++=net
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
in ^in++++=in
browny ^nn+++??+=browny
green ^nn++++=green
go ^vb++++=go
past ^nn++++=past
him ^pp3o+pp3+++=him
with ^in++++=with
extreme ^jj+atrb+++=extreme
rapidity ^nn+nom+++=rapidity
through ^in++++=through
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+aux++=was
laughing ^vbg+++xvbgx+=laughing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
passed ^vbd+++xvbnx+=passed
across ^in+pl+++=across
the ^ati++++=the
glade ^nn++++=glade
some ^dti++++=some
fifty ^cd++++=fifty
yards ^nns++++=yards
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
alone ^rb++++=alone
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
A ^at++++=A
companion ^nn++++=companion
like ^in++++=like
himself ^ppl+pp3+++=himself
went ^vbd+++xvbn+=went
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
upon ^in++++=upon
his ^pp$+pp3+++=his
feet ^nns++++=feet
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
watched ^j+++xvbn+=watched
them ^pp3o+pp3+++=them
disappear ^vb+seem+++=disappear
into ^in++++=into
the ^ati++++=the
gloom ^nn++++=gloom
of ^in++++=of
green ^nn++++=green
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
tramps ^nns+++??+=tramps,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
gamekeepers ^nns+nom+++=gamekeepers,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
half ^abn++++=half
mortified ^jj+++xvbn+=mortified,
, ^zz++++=EXTRAWORD
half ^abn++++=half
angry ^jj++++=angry.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+aux++=was
thumping ^vbg+++xvbgx+=thumping
dreadfully ^rb+cnj+++=dreadfully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
dared ^vb+vbd+vrb+xvbnx+=dared
not ^xnot++not++=not
utter ^jjb++++=utter
all ^abn++++=all
his ^pp$+pp3+++=his
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
wicket ^nn++++=wicket
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
convinced ^vpbn+v++xvbn+=convinced
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
trick ^nn++++=trick
gate ^nn++++=gate
somehow ^rb++++=somehow
then ^rn+tm+++=then
went ^vbd+++xvbn+=went
hurriedly ^rb++++=hurriedly
on ^in++++=on
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
disturbed ^j+++xvbn+=disturbed
beyond ^in++++=beyond
belief ^nn++++=belief
to ^to++++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
glade ^nn++++=glade
no ^at++++=no
longer ^rbr++++=longer
opened ^vbd+++xvbn+=opened
into ^in++++=into
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
curved ^jj++++=curved
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
right ^nn++++=right.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sight ^nn++++=sight
was ^vbd+bedz+vrb++=was
so ^ql++++=so
utterly ^rb+amp+++=utterly
at ^rb++++=at
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
sun ^nn++++=sun
flamed ^vbd+++xvbn+=flamed
out ^rp+pl+++=out
abruptly ^rb++++=abruptly
and ^cc+phrs+++=and
lit ^rb+++xvbn+=lit
the ^ati++++=the
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood
with ^in++++=with
pools ^nns++++=pools
of ^in++++=of
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
moment ^nn++++=moment
a ^at++++=a
violent ^jj+atrb+++=violent
gust ^nn++++=gust
of ^in++++=of
wind ^nn++++=wind
passed ^vbd+++xvbn+=passed
shouting ^vbg+vpub++xvbg+=shouting
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
Drops ^nns++++=Drops
fell ^vbd+++xvbn+=fell
clattering ^vbg+++xvbg+=clattering
everywhere ^rb++++=everywhere
upon ^in++++=upon
the ^ati++++=the
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
a ^at++++=a
sharp ^jj++++=sharp
pattering ^jj+++xvbg+=pattering
as ^in++++=as
of ^in"++++=of
many ^ap++++=many
footsteps ^nns++++=footsteps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
copse ^nn+++??+=copse
shuddered ^vbd+++xvbn+=shuddered
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
moving ^jj+++xvbg+=moving.
. ^zz++++=EXTRAWORD
" ^zz++++="Rain,
rain ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
by ^in++++=by
George ^np++++=George,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
the ^ati++++=the
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
feeling ^nvbg+++xvbg+=feeling
for ^in++++=for
his ^pp$+pp3+++=his
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
discovered ^j+++xvbn+=discovered
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
back ^rb+phrv+++=back
to ^in++++=to
the ^ati++++=the
gate ^nn++++=gate
and ^cc++++=and
found ^vbd+vprv+tht0+xvbn+=found
it ^pp3+it+++=it
lying ^vbg+++xvbg+=lying
on ^in++++=on
the ^ati++++=the
farther ^rbr++++=farther
side ^nn++++=side.
. ^zz++++=EXTRAWORD
To ^in++++=To
his ^pp$+pp3+++=his
amazement ^nn+nom+++=amazement
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
fields ^nns++++=fields
at ^in++++=at
the ^ati++++=the
far ^rb+pl+++=far
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
glade ^nn++++=glade,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
house ^npl++++=house,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
ashine ^nn+++??+=ashine
in ^in++++=in
the ^ati++++=the
sunset ^nn++++=sunset.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
struggle ^nn++++=struggle
with ^in++++=with
the ^ati++++=the
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
somehow ^rb++splt++=somehow
got ^vprf+++xvbnx+=got
turned ^vbd+++xvbn+=turned
round ^rb+phrv+++=round
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
back ^jjb++++=back
instead ^rb+cnj+++=instead
of ^in++++=of
forwards ^nns++++=forwards.
. ^zz++++=EXTRAWORD
Climbing ^nvbg+++xvbg+=Climbing
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
time ^nn++++=time
quite ^rb++++=quite
easily ^rb+cnj+++=easily,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
retraced ^vbd+++xvbnx+=retraced
his ^pp$+pp3+++=his
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
