This ^dt+pdem+++=This
smiled ^vbd+++xvbn+=smiled
a ^at++++=a
daughterly ^jj+atrb+++=daughterly
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
Ivy ^np++++=Ivy's
's ^$++++=EXTRAWORD
father ^nn++++=father
was ^vbd+bedz+vrb++=was
an ^at++++=an
insurance ^nn+nom+++=insurance
man ^nn++++=man,
, ^zz++++=EXTRAWORD
alderman ^nn+nom+++=alderman
of ^in++++=of
his ^pp$+pp3+++=his
ward ^nn++++=ward,
, ^zz++++=EXTRAWORD
president ^npt++++=president
of ^in++++=of
the ^ati++++=the
Civic ^jj+atrb+++=Civic
Improvement ^nn+nom+++=Improvement
Club ^nn++++=Club,
, ^zz++++=EXTRAWORD
member ^nn++++=member
of ^in++++=of
five ^cd++++=five
lodges ^nns+++??+=lodges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
habitual ^jj+atrb+++=habitual
delegate ^nn+nom+++=delegate.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
generally ^rb+down+++=generally
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
who ^whp+who+++=who
introduced ^vbd+++xvbn+=introduced
distinguished ^vbd+++xvbn+=distinguished
guests ^nns++++=guests
who ^whp+rel+subj++=who
spoke ^vbd+++xvbn+=spoke
at ^in++++=at
the ^ati++++=the
opera ^nn++++=opera
house ^npl++++=house
on ^in++++=on
Decoration ^nn+nom+++=Decoration
Day ^nn++++=Day.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
called ^vbd+++xvbnx+=called
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Keller ^np++++=Keller
" ^zz++++="Mother,"
mother ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
above ^jjb++++=above
noticing ^jj+++xvbg+=noticing
the ^ati++++=the
fit ^nn++++=fit
of ^in++++=of
a ^at++++=a
gown ^nn++++=gown
on ^in++++=on
a ^at++++=a
pretty ^rb++++=pretty
feminine ^jj+atrb+++=feminine
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
Ivy ^nn++++=Ivy
was ^vbd+bedz+vrb++=was
an ^at++++=an
expurgated ^jj+atrb++xvbn+=expurgated
edition ^nn+nom+++=edition
of ^in++++=of
Lillian ^np+++??+=Lillian
Russell ^np++++=Russell,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
De ^&fw++++=De
Stael ^np+++??+=Stael,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pankburst ^np++++=Pankburst.
. ^zz++++=EXTRAWORD
" ^zz++++="Aren't
are ^vb+ber+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
feeling ^vbg+nom++xvbg+=feeling
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Looking
looking ^vbg+++xvbg+=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
pale ^jj++++=pale.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose.
. ^zz++++=EXTRAWORD
Gosh ^np+++??+=Gosh!
! ^zz++++=EXTRAWORD
Something ^pn++++=Something
smells ^nns++++=smells
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Run ^j+++xvbn+=Run
in ^in++++=in
and ^cc++++=and
tell ^vb++++=tell
Mother ^nn++++=Mother
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
kept ^vbd+++xvbn+=kept
one ^cd1++++=one
slender ^jj+atrb+++=slender
finger ^nn++++=finger
between ^in++++=between
the ^ati++++=the
leaves ^nns++++=leaves
of ^in++++=of
her ^pp$+pp3+++=her
book ^nn++++=book.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
perfectly ^rb+amp+++=perfectly
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
beefsteak ^nn+++??+=beefsteak
and ^cc++++=and
onions ^nns++++=onions.
. ^zz++++=EXTRAWORD
Ugh ^uh++++=Ugh!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
shuddered ^vbd+++xvbnx+=shuddered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
indoors ^rn+pl+++=indoors.
. ^zz++++=EXTRAWORD
Dad ^npt++++=Dad
Keller ^np+++??+=Keller
looked ^vbd+++xvbn+=looked
after ^in+ppvb+++=after
her ^pp$+pp3+++=her
thoughtfully ^rb++++=thoughtfully.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
washed ^xvbn+++xvbn+=washed
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
at ^rb++++=at
table ^nn++++=table
with ^in++++=with
Ivy ^nn++++=Ivy
and ^cc++++=and
her ^pp3o+pp3+++=her
mother ^npt++++=mother.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
a ^at++++=a
sliver ^nn++++=sliver
for ^in++++=for
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ivy ^nn++++=Ivy,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
no ^at++++=no
onions ^nns++++=onions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
knife ^nn++++=knife
and ^cc++++=and
fork ^nn++++=fork,
, ^zz++++=EXTRAWORD
cleared ^xvbn+++xvbn+=cleared
his ^pp$+pp3+++=his
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spake ^nn+++??+=spake,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
get ^vb++++=get
on ^in++++=on
your ^pp$+pp2+++=your
hat ^nn++++=hat
and ^cc++++=and
meet ^vb++++=meet
me ^pp1o+pp1+++=me
at ^in++++=at
the ^ati++++=the
2:45 ^cd++++=2:45
inter ^rb++++=inter-urban.
- ^zz++++=EXTRAWORD
urban ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
to ^in++++=to
the ^ati++++=the
ball ^nn++++=ball
game ^nn++++=game
with ^in++++=with
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ball
ball ^nn++++=EXTRAWORD
game ^nn++++=game!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^xvbn+++xvbn+=repeated
Ivy ^np++++=Ivy.
. ^zz++++=EXTRAWORD
" ^zz++++="I?
i ^pp1a+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I'd----"
'd----" ^nn+++??+=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interrupted ^jj+++xvbn+=interrupted
her ^pp3o+pp3+++=her
father ^npt++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
moping ^vbg+++xvbgx+=moping
around ^rp++++=around
here ^rn+pl+++=here
looking ^vbg+++xvbg+=looking
a ^at++++=a
cross ^nn++++=cross
between ^in++++=between
Saint ^nn++++=Saint
Cecilia ^np+++??+=Cecilia
and ^cc++++=and
Little ^jj+atrb+++=Little
Eva ^np+++??+=Eva
long ^rb++++=long
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
a ^at++++=a
spitball ^nn+++??+=spitball
from ^in++++=from
a ^at++++=a
fadeaway ^nn+++??+=fadeaway
when ^wrb+who+++=when
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
all ^rb++++=all
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
some ^dti++++=some
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
girls ^nns++++=girls
go ^vb++++=go.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
like ^vb++++=like
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They're
're ^vb+ber+aux++0=EXTRAWORD
playing ^vbg+++xvbgx+=playing
Marshalltown ^np+++??+=Marshalltown."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
the ^ati++++=the
sacrificial ^jj+atrb+++=sacrificial
lamb ^nn++++=lamb.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
minutes ^nns++++=minutes
after ^cs+sub+++=after
the ^ati++++=the
game ^nn++++=game
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
she ^pp3a+pp3+++=she
pointed ^vbd+++xvbnx+=pointed
one ^cd1++++=one
tapering ^vbg+++xvbg+=tapering
white ^jj+atrb+++=white
finger ^nn++++=finger
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
pitcher ^nn++++=pitcher's
's ^$++++=EXTRAWORD
mound ^nn+++??+=mound.
. ^zz++++=EXTRAWORD
" ^zz++++="Who's
who ^whp+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Pitcher,"
pitcher ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
Papa ^npt++++=Papa
Keller ^np+++??+=Keller,
, ^zz++++=EXTRAWORD
laconically ^rb++++=laconically.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
patiently ^rb++++=patiently:
: ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
throws ^vbz++++=throws
the ^ati++++=the
ball ^nn++++=ball."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,"
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ivy ^nn++++=Ivy.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
his ^pp$+pp3+++=his
name ^nn++++=name
was ^vbd+bedz+vrb++=was?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
Rudie ^np+++??+=Rudie
Schlachweiler ^np+nom++??+=Schlachweiler.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys
call ^nn++++=call
him ^pp3o+pp3+++=him
Dutch ^jj++++=Dutch.
. ^zz++++=EXTRAWORD
Kind ^rb+hdg+++=Kind
of ^rb"+hdg"+++=of
a ^at++++=a
pet ^nn++++=pet,
, ^zz++++=EXTRAWORD
Dutch ^nn++++=Dutch
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rudie
rudie ^nn+++??+=EXTRAWORD
Schlachweiler ^np+nom++??+=Schlachweiler!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Ivy ^nn++++=Ivy,
, ^zz++++=EXTRAWORD
dreamily ^rb++++=dreamily.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
strong ^jj+atrb+++=strong
name ^nn++++=name!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Want
want ^vb++++=EXTRAWORD
some ^dti++++=some
peanuts ^nns++++=peanuts?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
her ^pp3o+pp3+++=her
father ^npt++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
one ^cd1++++=one
eat ^vb++++=eat
peanuts ^nns++++=peanuts
at ^in++++=at
a ^at++++=a
ball ^nn++++=ball
game ^nn++++=game?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
hardly ^rb+down+++=hardly
legal ^jj++++=legal
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pa ^npt++++=Pa
Keller ^np+++??+=Keller
assured ^vwbn+vpub++xvbn+=assured
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Two
two ^cd++++=EXTRAWORD
sacks ^nns++++=sacks,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ivy ^nn++++=Ivy.
. ^zz++++=EXTRAWORD
" ^zz++++="Papa,
papa ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
do ^vb+do+vrb++=do
they ^pp3a+pp3+++=they
call ^vb++++=call
it ^pp3+it+++=it
a ^at++++=a
diamond ^nn++++=diamond,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
those ^dt+dem+++=those
brown ^jj+atrb+++=brown
bags ^nns++++=bags
at ^in++++=at
the ^ati++++=the
corners ^nns+nom+++=corners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
it ^pp3+it+++=it
count ^npt++++=count
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
hit ^vbd+++xvbn+=hit
the ^ati++++=the
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
why ^wrb+who+whq++=why
do ^vb+do+vrb++=do
they ^pp3a+pp3+++=they
rub ^vb++++=rub
their ^pp$+pp3+++=their
hands ^nns++++=hands
in ^in++++=in
the ^ati++++=the
dust ^nn++++=dust
and ^cc++++=and
then ^rn+tm+++=then--er--spit
-- ^--+clp+++=EXTRAWORD
er ^&fw++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
spit ^nn++++=EXTRAWORD
on ^in++++=on
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
salary ^nn++++=salary
does ^vbz+doz+vrb++=does
a ^at++++=a
pitcher ^nn++++=pitcher
get ^vb++++=get,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
why ^wrb+who+whq++=why
does ^vbz+doz+aux++=does
the ^ati++++=the
red ^jj++++=red-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
man ^nn++++=man
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
dance ^nn++++=dance
around ^rp++++=around
like ^in++++=like
that ^dt+dem+++=that
between ^in++++=between
the ^ati++++=the
second ^od++++=second
and ^cc++++=and
third ^od++++=third
brown ^jj+atrb+++=brown
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
pitcher ^nn++++=pitcher
do ^vb+do+vrb++=do
anything ^rb++++=anything
but ^rb"++++=but
pitch ^nn++++=pitch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wh ^nn+++??+=wh----?"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
on ^in+strn+++=on,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
papa ^npt++++=papa.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
Ivy ^nn++++=Ivy
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
miss ^npt++++=miss
a ^at++++=a
game ^nn++++=game
during ^in++++=during
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time
that ^tht+rel+obj++=that
the ^ati++++=the
team ^nn++++=team
played ^vbd+++xvbn+=played
in ^in++++=in
the ^ati++++=the
home ^nr++++=home
town ^nn++++=town.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
without ^in++++=without
a ^at++++=a
new ^jj+atrb+++=new
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
care ^vb+vprv+++=care
whether ^cs+who+++=whether
Jean ^np++++=Jean
Valjean ^np+++??+=Valjean
got ^vbd+++xvbn+=got
away ^rb+phrv+++=away
with ^in+ppvb+++=with
the ^ati++++=the
goods ^nns++++=goods
or ^cc++++=or
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forgot ^vbd+vprv++xvbn+=forgot
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
played ^vbd+++xvbn+=played
third ^od++++=third
hand ^nn++++=hand
high ^jj++++=high
or ^cc+phrs+++=or
low ^jj++++=low
in ^in++++=in
bridge ^nn++++=bridge.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
even ^rb++++=even
became ^vbd+++xvbn+=became
chummy ^jj++++=chummy
with ^in++++=with
Undine ^np+++??+=Undine
Meyers ^np+++??+=Meyers,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
her ^pp$+pp3+++=her
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
girl ^nn++++=girl
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Undine ^np+++??+=Undine
was ^vbd+bedz+vrb++=was
thin ^jj+pred+++=thin
in ^in++++=in
a ^at++++=a
voluptuous ^jj++++=voluptuous
kind ^rb++++=kind
of ^rb"++++=of
way ^nn++++=way,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
such ^abl++++=such
a ^at++++=a
paradox ^nn++++=paradox
can ^md+pos+++=can
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
red ^jj+atrb+++=red
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
roving ^jj+atrb+++=roving
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran
around ^in++++=around
downtown ^rn++++=downtown
without ^in++++=without
a ^at++++=a
hat ^nn++++=hat
more ^rbr++++=more
than ^in++++=than
was ^vbd+bedz+vrb++=was
strictly ^rb++++=strictly
necessary ^jj+pred+++=necessary.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Undine ^np+++??+=Undine
and ^cc++++=and
Ivy ^nn++++=Ivy
had ^vb+hv+vrb++=had
two ^cd++++=two
subjects ^nns++++=subjects
in ^rb++++=in
common ^rb"++++=common.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
baseball ^nn++++=baseball
and ^cc++++=and
love ^nn++++=love.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
queer ^jj+pred+++=queer
how ^wrb+who+++=how
the ^ati++++=the
limelight ^nn++++=limelight
will ^md+prd+++=will
make ^vb++++=make
heroes ^nns++++=heroes
of ^in++++=of
us ^pp1o+pp1+++=us
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
" ^zz++++="Pug"
pug ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
Coulan ^np+++??+=Coulan,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
red ^jj+pred+++=red-haired,
- ^zz++++=EXTRAWORD
haired ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
shoulders ^nns+nom+++=shoulders
like ^in++++=like
an ^at++++=an
ox ^nn++++=ox,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
arms ^nns++++=arms
that ^tht+rel+subj++=that
hung ^vwbn+++xvbn+=hung
down ^rp++++=down
to ^in++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
like ^in++++=like
those ^dt+dem+++=those
of ^in++++=of
an ^at++++=an
orang ^nn+++??+=orang-outang,
- ^zz++++=EXTRAWORD
outang ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
slaughtered ^xvbn+++xvbn+=slaughtered
beeves ^nns+++??+=beeves
at ^rb++++=at
the ^ati++++=the
Chicago ^np++++=Chicago
stockyards ^nns+++??+=stockyards
in ^in++++=in
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
summer ^nn++++=summer
he ^pp3a+pp3+++=he
slaughtered ^vbd+++xvbnx+=slaughtered
hearts ^nns++++=hearts.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
mustard ^nn++++=mustard
colored ^vbd+++xvbn+=colored
shirts ^nns++++=shirts
that ^tht+rel+subj++=that
matched ^vprf+++xvbn+=matched
his ^pp$+pp3+++=his
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
baseball ^nn++++=baseball
stockings ^nns++++=stockings
generally ^rb+down+++=generally
had ^vb+hv+vrb++=had
a ^at++++=a
rip ^nn++++=rip
in ^in++++=in
them ^pp3o+pp3+++=them
somewhere ^rb+cnj+++=somewhere,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
diamond ^nn++++=diamond
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
almost ^rb+hdg+++=almost
ashamed ^jj+pred+++=ashamed
to ^to+jcmp+++=to
look ^vbi++++=look
at ^in++++=at
Undine ^np+++??+=Undine,
, ^zz++++=EXTRAWORD
so ^ql++++=so
wholly ^rb++++=wholly
did ^vbd+dod+vrb++=did
her ^pp$+pp3+++=her
heart ^nn++++=heart
shine ^vb++++=shine
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
just ^rb+emph+++=just
another ^dt++++=another
dash ^nn++++=dash
or ^cc++++=or
two ^cd++++=two
of ^in++++=of
local ^jj+atrb+++=local
color ^nn++++=color.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
small ^jj+atrb+++=small
town ^nn++++=town
the ^ati++++=the
chances ^nns+nom+++=chances
for ^in++++=for
hero ^nn++++=hero
worship ^nn+nom+++=worship
are ^vb+ber+vrb++=are
few ^ap++++=few.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+vrb++=weren't
n't ^xnot++not++0=EXTRAWORD
for ^in++++=for
the ^ati++++=the
traveling ^nn+nom+++=traveling
men ^nns++++=men
our ^pp$+pp1+++=our
girls ^nns++++=girls
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
whether ^cs+who+++=whether
stripes ^nns++++=stripes
or ^cc++++=or
checks ^nns++++=checks
were ^vbd+bed+vrb++=were
the ^ati++++=the
thing ^nn++++=thing
in ^in++++=in
gents ^nns+++??+=gents'
' ^zz++++=EXTRAWORD
suitings ^nns++++=suitings.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
baseball ^nn++++=baseball
season ^nn++++=season
opened ^vbd+++xvbn+=opened
the ^ati++++=the
girls ^nns++++=girls
