As ^ql++++=As
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Maynard ^np++++=Maynard
is ^vbz+bez+vrb++=is
a ^at++++=a
Plymouth ^np++++=Plymouth
Brother ^nn++++=Brother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
William ^np++++=William
thinks ^vbz+vprv+++=thinks
it ^pp3+it+++=it
Policy ^nn++++=Policy,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
to ^to++++=to
go ^vbi++++=go
there ^rn+pl+++=there
too ^ql++++=too.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Maynard ^np++++=Maynard
comes ^vbz++++=comes
and ^cc++++=and
talks ^nns++++=talks
to ^in++++=to
him ^pp3o+pp3+++=him
quite ^rb++++=quite
friendly ^jj++++=friendly
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
busy ^jj++++=busy,
, ^zz++++=EXTRAWORD
about ^in++++=about
using ^xvbg+++xvbg+=using
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
ends ^nns++++=ends
of ^in++++=of
string ^nn++++=string,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
his ^pp$+pp3+++=his
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
takes ^vbz++++=takes
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
notice ^nn++++=notice,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Maynard ^np++++=Maynard,
, ^zz++++=EXTRAWORD
of ^in++++=of
William ^np++++=William,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
saves ^nns++++=saves
his ^pp$+pp3+++=his
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
Presently ^rb+tm+++=Presently
we ^pp1a+pp1+++=we
heard ^vbd+vprv++xvbn+=heard
that ^tht+vcmp+++=that
the ^ati++++=the
head ^jjb+atrb+++=head
porter ^nn++++=porter
at ^rb++++=at
Maynard ^np++++=Maynard's
's ^$++++=EXTRAWORD
'd ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
William ^np++++=William
was ^vbd+bedz+vrb++=was
head ^jjb+atrb+++=head
porter ^nn++++=porter
at ^rb++++=at
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
shillings ^nns+nom+++=shillings
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
really ^rb+emph+++=really
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
over ^in++++=over
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
drives ^vbz++++=drives
the ^ati++++=the
van ^nn++++=van,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
him ^pp3o+pp3+++=him
married ^vbd+++xvbn+=married,
, ^zz++++=EXTRAWORD
with ^in++++=with
three ^cd++++=three
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
promised ^vbd+vpub++xvbnx+=promised
in ^in++++=in
the ^ati++++=the
pride ^nn++++=pride
of ^in++++=of
her ^pp$+pp3+++=her
heart ^nn++++=heart
to ^to++++=to
make ^vbi++++=make
interest ^nn++++=interest
for ^in++++=for
us ^pp1o+pp1+++=us
with ^in++++=with
William ^np++++=William
to ^in++++=to
favour ^nn++++=favour
us ^pp1o+pp1+++=us
so ^ql++++=so
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
might ^md+pos+++=might
get ^vb++++=get
our ^pp$+pp1+++=our
parcels ^nns++++=parcels
of ^in++++=of
drapery ^nn+nom+++=drapery
from ^in++++=from
Maynard ^np++++=Maynard's
's ^vbz+bez+vrb++0=EXTRAWORD
with ^in++++=with
exceptional ^jj+atrb+++=exceptional
promptitude ^nn+++??+=promptitude.
. ^zz++++=EXTRAWORD
After ^in++++=After
this ^dt+dem+++=this
promotion ^nn+nom+++=promotion
a ^at++++=a
rapidly ^rb++++=rapidly-increasing
- ^zz++++=EXTRAWORD
increasing ^jj+atrb++xvbg+=EXTRAWORD
prosperity ^nn+nom+++=prosperity
came ^vbd+++xvbn+=came
upon ^in+ppvb+++=upon
Jane ^np++++=Jane's
's ^$++++=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
we ^pp1a+pp1+++=we
learned ^vbd+vprv++xvbn+=learned
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Maynard ^np++++=Maynard
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
William ^np++++=William
a ^at++++=a
book ^nn++++=book.
. ^zz++++=EXTRAWORD
" ^zz++++="'Smiles'
' ^zz++++=EXTRAWORD
smiles ^nns++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Elp
elp ^nn+++??+=EXTRAWORD
Yourself ^ppl+pp2+++=Yourself,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
called ^vpsv++agls+xvbnx+=called,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
comic ^jj++++=comic.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
tells ^vbz++++=tells
you ^pp2+pp2+++=you
how ^wrb+who+++=how
to ^to++++=to
get ^vbi++++=get
on ^in++++=on
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
what ^wdt+who+++=what
William ^np++++=William
read ^vbd+vprv++xvbn+=read
to ^in++++=to
me ^pp1o+pp1+++=me
was ^vbd+bedz+vrb++=was
_lovely_ ^nn+++??+=_lovely_,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
Euphemia ^np+++??+=Euphemia
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
suddenly ^rb++++=suddenly
grave ^jj++++=grave.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Jane
jane ^np++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^cd1++++=one
thing ^nn++++=thing
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
like ^vb++++=like.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
quiet ^nn++++=quiet
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
suddenly ^rb++++=suddenly
remarked ^vbd+vpub++xvbn+=remarked,
, ^zz++++=EXTRAWORD
' ^zz++++='William
william ^np++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
lot ^nn++++=lot
above ^rb++++=above
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
he? ^nn+++??+=he?'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
anything ^pn++++=anything
in ^cs+sub+++=in
that ^cs"++++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
later ^rbr+tm+++=later
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi+vbi+aux++=be
opened ^vpsv++agls+xvbnx+=opened.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
Sunday ^nr++++=Sunday
afternoon ^nn++++=afternoon
about ^in++++=about
that ^dt+dem+++=that
time ^nn++++=time
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
at ^rb++++=at
my ^pp$+pp1+++=my
writing ^vbg+++xvbg+=writing-desk-possibly
- ^zz++++=EXTRAWORD
desk ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
possibly ^rb++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
reading ^vbg+++xvbgx+=reading
a ^at++++=a
good ^jj+atrb+++=good
book ^nn++++=book--when
-- ^--+clp+++=EXTRAWORD
when ^wrb+who+++=EXTRAWORD
a ^at++++=a
something ^pn++++=something
went ^vpsv++by+xvbn+=went
by ^in++++=by
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
startled ^jj+atrb++xvbn+=startled
exclamation ^nn+nom+++=exclamation
behind ^in+pl+++=behind
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
Euphemia ^np+++??+=Euphemia
with ^in++++=with
her ^pp$+pp3+++=her
hands ^nns++++=hands
clasped ^vbd+++xvbn+=clasped
together ^nn+nom+++=together
and ^cc++++=and
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
dilated ^vwbn+++xvbn+=dilated.
. ^zz++++=EXTRAWORD
" ^zz++++="George,"
george ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
in ^in++++=in
an ^at++++=an
awe ^nn++++=awe-stricken
- ^zz++++=EXTRAWORD
stricken ^jj+atrb+++=EXTRAWORD
whisper ^nn++++=whisper,
, ^zz++++=EXTRAWORD
" ^zz++++="did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
we ^pp1a+pp1+++=we
both ^abx++++=both
spoke ^vbd+++xvbn+=spoke
to ^to++++=to
one ^cd1++++=one
another ^dt++++=another
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
slowly ^rb++++=slowly
and ^cc+phrs+++=and
solemnly ^rb++++=solemnly:
: ^zz++++=EXTRAWORD
" ^zz++++="_A
_a ^nn+++??+=EXTRAWORD
silk ^nn++++=silk
hat ^nn++++=hat!
! ^zz++++=EXTRAWORD
Yellow ^jj+atrb+++=Yellow
gloves ^nns++++=gloves!
! ^zz++++=EXTRAWORD
A ^at++++=A
new ^jj+atrb+++=new
umbrella!_ ^nn+++??+=umbrella!_"
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
fancy ^nn++++=fancy,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Euphemia ^np+++??+=Euphemia;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
his ^pp$+pp3+++=his
tie ^nn++++=tie
was ^vbd+bedz+aux++=was
very ^ql+amp+++=very
like ^vb++++=like
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
Jane ^np++++=Jane
keeps ^vbz++++=keeps
him ^pp3o+pp3+++=him
in ^in++++=in
ties ^nns++++=ties.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
way ^nn++++=way
that ^tht+rel+subj++=that
implied ^vbd+vprv++xvbn+=implied
volumes ^nns++++=volumes
about ^in++++=about
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
your ^pp$+pp2+++=your
costume ^nn++++=costume,
, ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
master ^nn++++=master
_do_ ^nn+++??+=_do_
wear ^vb++++=wear
pretty ^rb++++=pretty
ties ^nns++++=ties,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.'
'am.' ^nn+++??+=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
echoes ^nns++++=echoes
all ^abn++++=all
your ^pp$+pp2+++=your
novelties ^nns++++=novelties."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
couple ^nn++++=couple
passed ^vbd+++xvbn+=passed
our ^pp$+pp1+++=our
window ^nn++++=window
again ^rb+tm+++=again
on ^in++++=on
their ^pp$+pp3+++=their
way ^nn++++=way
to ^in++++=to
their ^pp$+pp3+++=their
customary ^jj+atrb+++=customary
walk ^nn++++=walk.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
arm ^vb++++=arm
in ^in++++=in
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
Jane ^np++++=Jane
looked ^vbd+++xvbn+=looked
exquisitely ^rb++++=exquisitely
proud ^jj++++=proud,
, ^zz++++=EXTRAWORD
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
uncomfortable ^jj++++=uncomfortable,
, ^zz++++=EXTRAWORD
with ^in++++=with
new ^jj+atrb+++=new
white ^jj+atrb+++=white
cotton ^np++++=cotton
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
William ^np++++=William,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
silk ^nn++++=silk
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
singularly ^rb++++=singularly
genteel ^jj++++=genteel!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
culmination ^nn+nom+++=culmination
of ^in++++=of
Jane ^np++++=Jane's
's ^$++++=EXTRAWORD
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Maynard ^np++++=Maynard
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
talking ^vbg+++xvbgx+=talking
to ^in++++=to
William ^np++++=William,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,"
'am," ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
to ^to++++=to
serve ^vbi++++=serve
customers ^nns+nom+++=customers,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
like ^in++++=like
the ^ati++++=the
young ^jj+atrb+++=young
shop ^nn++++=shop
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
next ^ap++++=next
sale ^nn++++=sale.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
gets ^vbz++++=gets
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
made ^vpsv++agls+xvbnx+=made
an ^at++++=an
assistant ^nn+nom+++=assistant,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
first ^od++++=first
opportunity ^nn+nom+++=opportunity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^md"++pmd"++=has
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
as ^ql++++=as
gentlemanly ^jj++++=gentlemanly
as ^ql++++=as
he ^pp3a+pp3+++=he
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am;
'am; ^nn+++??+=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
ai ^vb+be+++=ain't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+tht0++=says
it ^pp3+it+++=it
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
for ^in++++=for
want ^in"++++=want
of ^in"++++=of
trying ^vbg+++xvbg+=trying.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Maynard ^np++++=Maynard
has ^vbz+hvz+aux++=has
took ^vprf+++xvbnx+=took
a ^at++++=a
great ^jj++++=great
fancy ^jj++++=fancy
to ^in++++=to
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
_is_ ^nn+++??+=_is_
getting ^vwbg+++xvbg+=getting
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,"
'am," ^vb+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane
thoughtfully ^rb++++=thoughtfully;
; ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
_is_ ^nn+++??+=_is_
getting ^vwbg+++xvbg+=getting
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
sighed ^vbd+++xvbnx+=sighed.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
next ^ap++++=next
Sunday ^nr++++=Sunday
as ^ql++++=as
I ^pp1a+pp1+++=I
drank ^vbd+++xvbnx+=drank
my ^pp$+pp1+++=my
tea ^nn++++=tea
I ^pp1a+pp1+++=I
interrogated ^vbd+++xvbnx+=interrogated
my ^pp$+pp1+++=my
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
this ^dt+dem+++=this
Sunday ^nr++++=Sunday
different ^jj++++=different
from ^in++++=from
all ^abn++++=all
other ^ap++++=other
Sundays ^nrs++++=Sundays,
, ^zz++++=EXTRAWORD
little ^ap++++=little
woman ^nn++++=woman?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
has ^vbz+hvz+aux++=has
happened ^vprf+++xvbnx+=happened?
? ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
altered ^vbd+++xvbn+=altered
the ^ati++++=the
curtains ^nns++++=curtains,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
re ^in++++=re-arranged
- ^zz++++=EXTRAWORD
arranged ^vbn+vsua++xvbn+=EXTRAWORD
the ^ati++++=the
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
where ^wrb+who+whq++=where
is ^vbz+bez+aux++=is
the ^ati++++=the
indefinable ^jj+atrb+++=indefinable
difference ^nn+nom+++=difference
of ^in++++=of
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
you ^pp2+pp2+++=you
wearing ^vbg+++xvbg+=wearing
your ^pp$+pp2+++=your
hair ^nn++++=hair
in ^in++++=in
a ^at++++=a
new ^jj+atrb+++=new
way ^nn++++=way
without ^in++++=without
warning ^nn++++=warning
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
perceive ^vb+vprv+++=perceive
a ^at++++=a
change ^nn++++=change
clearly ^rb+cnj+++=clearly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
for ^in++++=for
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
me ^pp1o+pp1+++=me
say ^vb+vpub+++=say
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
my ^pp$+pp1+++=my
wife ^nn++++=wife
answered ^vbd+vpub++xvbn+=answered
in ^in++++=in
her ^pp$+pp3+++=her
most ^ql+emph+++=most
tragic ^jj+atrb+++=tragic
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
" ^zz++++="George,"
george ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
William ^np++++=William
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
come ^vprf+++xvbn+=come
near ^in+pl+++=near
the ^ati++++=the
place ^nn++++=place
to ^to++++=to-day!
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Jane ^np++++=Jane
is ^vbz+bez+aux++=is
crying ^vbg+++xvbgx+=crying
her ^pp3o+pp3+++=her
heart ^nn++++=heart
out ^rp+pl+++=out
upstairs ^jjb++++=upstairs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
followed ^vbd+vprv++xvbn+=followed
a ^at++++=a
period ^nn++++=period
of ^in++++=of
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Jane ^np++++=Jane,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
stopped ^j+++xvbn+=stopped
singing ^jj+++xvbg+=singing
about ^in++++=about
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
care ^vbi+vprv+++=care
for ^in+ppvb+++=for
our ^pp$+pp1+++=our
brittle ^jj+atrb+++=brittle
possessions ^nns++++=possessions,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
struck ^vbd+++xvbn+=struck
my ^pp$+pp1+++=my
wife ^nn++++=wife
as ^ql++++=as
being ^jj+++xvbg+=being
a ^at++++=a
very ^ql+amp+++=very
sad ^jj++++=sad
sign ^vb++++=sign
indeed ^qlp++++=indeed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane
asked ^vbd+vsua++xvbn+=asked
to ^to+vcmp+++=to
go ^vbi++++=go
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^to++++=EXTRAWORD
walk ^vbi++++=walk
with ^in++++=with
William ^np++++=William,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
my ^pp$+pp1+++=my
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
never ^rb++++=never
attempts ^vb++++=attempts
to ^to+vcmp+++=to
extort ^vbi+++??+=extort
confidences ^nns+nom+++=confidences,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
her ^pp$+pp3+++=her
permission ^nn++++=permission,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
no ^at++++=no
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
On ^in++++=On
each ^dt++++=each
occasion ^nn++++=occasion
Jane ^np++++=Jane
came ^vbd+++xvbn+=came
back ^jjb++++=back
looking ^xvbg+++xvbg+=looking
flushed ^vbd+++xvbn+=flushed
and ^cc++++=and
very ^ql+amp+++=very
determined ^jj+++xvbn+=determined.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
one ^cd1++++=one
day ^nn++++=day
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
communicative ^jj++++=communicative.
. ^zz++++=EXTRAWORD
" ^zz++++="William
william ^np++++=EXTRAWORD
is ^vbz+bez+aux++=is
being ^vbg+beg+aux+xvbg+=being
led ^vbd+++xvbn+=led
away ^rp+pl+++=away,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remarked ^vbd+vpub++xvbnx+=remarked
abruptly ^rb+cnj+++=abruptly,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
catching ^nn++++=catching
of ^in++++=of
the ^ati++++=the
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
apropos ^nns+++??+=apropos
of ^in++++=of
tablecloths ^nns++++=tablecloths.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++0=m'm.
m ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
