Old ^jj+atrb+++=OLD
old ^jj+atrb+++=old
man ^nn++++=man
left ^vbd+++xvbn+=left
the ^ati++++=the
hearth ^nn++++=hearth
and ^cc++++=and
after ^cs+sub+++=after
stumbling ^nn++++=stumbling
about ^in++++=about
the ^ati++++=the
room ^nn++++=room
returned ^vbd+++xvbn+=returned
with ^in++++=with
two ^cd++++=two
candlesticks ^nns++++=candlesticks
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
thrust ^vbd+++xvbnx+=thrust
one ^pn++++=one
after ^cs+sub+++=after
the ^ati++++=the
other ^ap++++=other
into ^in++++=into
the ^ati++++=the
fire ^nn++++=fire
and ^cc++++=and
carried ^vpsv++agls+xvbn+=carried
to ^in++++=to
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
A ^at++++=A
denuded ^jj+atrb++xvbn+=denuded
room ^nn++++=room
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
view ^nn++++=view
and ^cc++++=and
the ^ati++++=the
fire ^nn++++=fire
lost ^vbd+++xvbn+=lost
all ^abn++++=all
its ^pp$+it+++=its
cheerful ^jj+atrb+++=cheerful
colour ^nn++++=colour.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walls ^nns++++=walls
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
were ^vbd+bed+vrb++=were
bare ^jj+pred+++=bare
except ^in++++=except
for ^in"++++=for
a ^at++++=a
copy ^nn++++=copy
of ^in++++=of
an ^at++++=an
election ^nn+nom+++=election
address ^nns+nom+++=address.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small
table ^nn++++=table
on ^in++++=on
which ^whp+rel+pied++=which
papers ^nns++++=papers
were ^vbd+bed+aux++=were
heaped ^vpsv++agls+xvbnx+=heaped.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes
leaned ^vbd+++xvbn+=leaned
against ^in++++=against
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked:
: ^zz++++=EXTRAWORD
" ^zz++++="Has
has ^vbz+hvz+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
paid ^vbd+++xvbnx+=paid
you ^pp2+pp2+++=you
yet ^cc++++=yet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^vb++++=hope
to ^to+vcmp+++=to
God ^vb++++=God
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
not ^xnot++not++=not
leave ^nn++++=leave
us ^pp1o+pp1+++=us
in ^in++++=in
the ^ati++++=the
lurch ^nn++++=lurch
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
pay ^vb++++=pay
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
fear ^nn++++=fear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
look ^vb++++=look
smart ^jj++++=smart
about ^in++++=about
it ^pp3+it+++=it
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
means ^nns++++=means
business ^nns+nom+++=business,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes
satirically ^rb++++=satirically
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
seat ^nn++++=seat
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying:
: ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
but ^cc++++=but
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
like ^in++++=like
the ^ati++++=the
other ^ap++++=other
tinker ^jjr++++=tinker."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
other ^ap++++=other
tinker ^jjr++++=tinker?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes.
. ^zz++++=EXTRAWORD
" ^zz++++="Colgan,"
colgan ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
scornfully ^rb++++=scornfully.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
Colgan ^np++++=Colgan's
's ^$++++=EXTRAWORD
a ^at++++=a
working ^jj+++xvbg+=working
- ^zz++++=-man
man ^nn++++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
difference ^nn+nom+++=difference
between ^in++++=between
a ^at++++=a
good ^jj++++=good
honest ^jj++++=honest
bricklayer ^jjr++++=bricklayer
and ^cc++++=and
a ^at++++=a
publican ^nn+nom+++=publican
- ^zz++++=-eh?
eh ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Has ^vbz+hvz+vrb++=Hasn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
working ^jj+++xvbg+=working-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
as ^in++++=as
good ^jj++++=good
a ^at++++=a
right ^nn++++=right
to ^to+ncmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
the ^ati++++=the
Corporation ^nn+nom+++=Corporation
as ^in++++=as
anyone ^pn++++=anyone
else ^rb+cnj+++=else
- ^zz++++=-ay,
ay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
better ^jjr++++=better
right ^jj++++=right
than ^in++++=than
those ^dt+dem+++=those
shoneens ^nns+++??+=shoneens
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
always ^rb++++=always
hat ^nn++++=hat
in ^in++++=in
hand ^nn++++=hand
before ^in++++=before
any ^dti++++=any
fellow ^jjb++++=fellow
with ^in++++=with
a ^at++++=a
handle ^nn++++=handle
to ^in++++=to
his ^pp$+pp3+++=his
name ^nn++++=name?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Isn't
n't ^xnot++not++0=EXTRAWORD
that ^dt+dem+++=that
so ^ql++++=so,
, ^zz++++=EXTRAWORD
Mat ^nn++++=Mat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes,
, ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
right ^jj+pred+++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
man ^nn++++=man
is ^vbz+bez+vrb++=is
a ^at++++=a
plain ^jj+atrb+++=plain
honest ^jj+atrb+++=honest
man ^nn++++=man
with ^in++++=with
no ^at++++=no
hunker ^jjr++++=hunker-sliding
- ^zz++++=EXTRAWORD
sliding ^jj+++xvbg+=EXTRAWORD
about ^rb++++=about
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
goes ^vbz++++=goes
in ^in++++=in
to ^to++++=to
represent ^vbi++++=represent
the ^ati++++=the
labour ^nn++++=labour
classes ^nns++++=classes.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
fellow ^jjb++++=fellow
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
working ^vbg+++xvbgx+=working
for ^in++++=for
only ^rb+down+++=only
wants ^vbz++++=wants
to ^to+vcmp+++=to
get ^vbi++++=get
some ^dti++++=some
job ^nn++++=job
or ^cc++++=or
other ^ap++++=other."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="0
0 ^zz++++=EXTRAWORD
f ^zz++++=f
course ^nn++++=course,
, ^zz++++=EXTRAWORD
the ^ati++++=the
working ^jj+++xvbg+=working-classes
- ^zz++++=EXTRAWORD
classes ^nns++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+aux++=be
represented ^vpsv++agls+xvbnx+=represented,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
working ^jj+++xvbg+=working-man,"
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes,
, ^zz++++=EXTRAWORD
" ^zz++++="gets
gets ^vbz++++=EXTRAWORD
all ^abn++++=all
kicks ^nns++++=kicks
and ^cc++++=and
no ^at++++=no
halfpence ^nns+nom+++=halfpence.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
labour ^nn++++=labour
produces ^vbz++++=produces
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
The ^ati++++=The
workingman ^nn+nom+++=workingman
is ^vbz+bez+aux++=is
not ^xnot++not++=not
looking ^vbg+++xvbg+=looking
for ^in++++=for
fat ^nn++++=fat
jobs ^nns++++=jobs
for ^in++++=for
his ^pp$+pp3+++=his
sons ^nns++++=sons
and ^cc++++=and
nephews ^nns++++=nephews
and ^cc++++=and
cousins ^nns++++=cousins.
. ^zz++++=EXTRAWORD
The ^ati++++=The
working ^jj+++xvbg+=working-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
is ^vbz+bez+aux++=is
not ^xnot++not++=not
going ^vbg+++xvbg+=going
to ^in++++=to
drag ^nn++++=drag
the ^ati++++=the
honour ^nn++++=honour
of ^in++++=of
Dublin ^np++++=Dublin
in ^in++++=in
the ^ati++++=the
mud ^nn++++=mud
to ^to++++=to
please ^uh++++=please
a ^at++++=a
German ^jj+atrb+++=German
monarch ^nn++++=monarch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How's
how ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
that ^tht+vcmp+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
they ^pp3a+pp3+++=they
want ^vb++++=want
to ^to+vcmp+++=to
present ^vbi++++=present
an ^at++++=an
address ^nns+nom+++=address
of ^in++++=of
welcome ^jj++++=welcome
to ^to+jcmp+++=to
Edward ^vb++++=Edward
Rex ^np++++=Rex
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
comes ^vbz++++=comes
here ^rn+pl+++=here
next ^ap++++=next
year ^nn++++=year?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
we ^pp1a+pp1+++=we
want ^vb++++=want
kowtowing ^jj+++xvbg+=kowtowing
to ^in++++=to
a ^at++++=a
foreign ^jj+atrb+++=foreign
king ^nn++++=king?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Our
our ^pp$+pp1+++=EXTRAWORD
man ^nn++++=man
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
vote ^vb++++=vote
for ^in++++=for
the ^ati++++=the
address ^nns+nom+++=address,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
goes ^vbz++++=goes
in ^in++++=in
on ^in++++=on
the ^ati++++=the
Nationalist ^jj+atrb+++=Nationalist
ticket ^nn++++=ticket."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Won't
will ^md+prd+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait
wait ^vb++++=EXTRAWORD
till ^cs+sub+++=till
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
will ^md+prd+++=will
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
Tricky ^jj+atrb+++=Tricky
Dicky ^np+++??+=Dicky
Tierney ^np+++??+=Tierney?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
God ^np++++=God!
! ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
right ^jj+pred+++=right,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="Anyway,
anyway ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
turn ^nn++++=turn
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
spondulics ^nns++++=spondulics."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
three ^cd++++=three
men ^nns++++=men
fell ^vbd+++xvbn+=fell
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
began ^vbd+++xvbn+=began
to ^to++++=to
rake ^vbi++++=rake
more ^rbr++++=more
cinders ^nns+nom+++=cinders
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
shook ^j+++xvbn+=shook
it ^pp3+it+++=it
and ^cc++++=and
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
down ^rb+phrv+++=down
the ^ati++++=the
collar ^nn++++=collar
of ^in++++=of
his ^pp$+pp3+++=his
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
displaying ^vbg+++xvbg+=displaying,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
an ^at++++=an
ivy ^nn++++=ivy
leaf ^nn++++=leaf
in ^in++++=in
the ^ati++++=the
lapel ^nn++++=lapel.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
this ^dt+dem+++=this
man ^nn++++=man
was ^vbd+bedz+vrb++=was
alive ^jj+pred+++=alive,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
to ^in++++=to
the ^ati++++=the
leaf ^nn++++=leaf,
, ^zz++++=EXTRAWORD
" ^zz++++="we'd
we ^pp1a+pp1+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
talk ^nn++++=talk
of ^in++++=of
an ^at++++=an
address ^nns+nom+++=address
of ^in++++=of
welcome ^nn++++=welcome."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
true ^jj++++=true,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="Musha,
musha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
God ^np++++=God
be ^vb+be+vrb++=be
with ^in++++=with
them ^pp3o+pp3+++=them
times ^nns++++=times!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
some ^dti++++=some
life ^nn++++=life
in ^in++++=in
it ^pp3+it+++=it
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
bustling ^jj+atrb+++=bustling
little ^jj+atrb+++=little
man ^nn++++=man
with ^in++++=with
a ^at++++=a
snuffling ^nn+nom+++=snuffling
nose ^nn++++=nose
and ^cc++++=and
very ^ql+amp+++=very
cold ^jj+atrb+++=cold
ears ^nns++++=ears
pushed ^vwbn+++xvbn+=pushed
in ^in++++=in
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
over ^in++++=over
quickly ^rb++++=quickly
to ^in++++=to
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
rubbing ^vbg+++xvbg+=rubbing
his ^pp$+pp3+++=his
hands ^nns++++=hands
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
produce ^vbi++++=produce
a ^at++++=a
spark ^nn++++=spark
from ^in++++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
money ^nn++++=money,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Sit
sit ^vb++++=EXTRAWORD
down ^rb+phrv+++=down
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
offering ^nvbg+++xvbg+=offering
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
stir ^vb++++=stir,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
stir ^vb++++=stir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy
He ^pp3a+pp3+++=He
nodded ^vbd+++xvbnx+=nodded
curtly ^rb++++=curtly
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes
and ^cc++++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
chair ^nn++++=chair
which ^whp+rel+obj++=which
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
vacated ^vbd+++xvbn+=vacated.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
serve ^vb++++=serve
Aungier ^np+++??+=Aungier
Street ^nn++++=Street?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor,
'connor, ^nn+++??+=EXTRAWORD
beginning ^vwbg+++xvbg+=beginning
to ^to++++=to
search ^vbi++++=search
his ^pp$+pp3+++=his
pockets ^nns++++=pockets
for ^in++++=for
memoranda ^nns++++=memoranda.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
call ^vb++++=call
on ^in+ppvb+++=on
Grimes ^np++++=Grimes?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well?
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
stand ^vb++++=stand?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
promise ^nn++++=promise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
anyone ^pn++++=anyone
what ^wdt+who+++=what
way ^nn++++=way
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
vote ^vb++++=vote.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
all ^abn++++=all
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
me ^pp1o+pp1+++=me
who ^whp+who+++=who
the ^ati++++=the
nominators ^nns++++=nominators
were ^vbd+bed+vrb++=were;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mentioned ^vbd+vpub++xvbnx+=mentioned
Father ^npt++++=Father
Burke ^np++++=Burke's
's ^$++++=EXTRAWORD
name ^nn++++=name.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
all ^abn++++=all
right ^jj++++=right."
. ^zz++++=EXTRAWORD
