I ^pp1a+pp1+++=I
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
two ^cd++++=two
years ^nns++++=years
after ^cs+sub+++=after
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
death ^nn++++=death
and ^cc++++=and
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time
after ^in++++=after
her ^pp3o+pp3+++=her
sweetheart ^nn++++=sweetheart--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
one ^cd1++++=one
we ^pp1a+pp1+++=we
believed ^vbd+vprv++xvbn+=believed
would ^md+prd+++=would
marry ^vb++++=marry
her ^pp$+pp3+++=her
-- ^--+clp+++=--had
had ^vbd+hvd+aux++=EXTRAWORD
deserted ^vprf+++xvbnx+=deserted
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
death ^nn++++=death
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
very ^ql+amp+++=very
little ^ap++++=little;
; ^zz++++=EXTRAWORD
after ^cs+sub+++=after
her ^pp3o+pp3+++=her
sweetheart ^nn++++=sweetheart
went ^vbd+++xvbn+=went
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
people ^nns++++=people
hardly ^rb+down+++=hardly
saw ^vbd+vprv++xvbn+=saw
her ^pp$+pp3+++=her
at ^in++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
had ^vb+hv+vrb++=had
the ^ati++++=the
temerity ^nn+nom+++=temerity
to ^to++++=to
call ^vbi++++=call,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
were ^vbd+bed+aux++=were
not ^xnot++not++=not
received ^vbd+++xvbn+=received,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
only ^rb+down+++=only
sign ^vb++++=sign
of ^in++++=of
life ^nn++++=life
about ^in++++=about
the ^ati++++=the
place ^nn++++=place
was ^vbd+bedz+vrb++=was
the ^ati++++=the
Negro ^nn++++=Negro
man ^nn++++=man--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man
then ^rn+tm+++=then--going
-- ^--+clp+++=EXTRAWORD
going ^vbg+++xvbg+=EXTRAWORD
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out
with ^in++++=with
a ^at++++=a
market ^nn++++=market
basket ^nn++++=basket.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
man ^nn++++=man--any
-- ^--+clp+++=EXTRAWORD
any ^dti++++=EXTRAWORD
man ^nn++++=man--could
-- ^--+clp+++=EXTRAWORD
could ^md+pos+++=EXTRAWORD
keep ^vb++++=keep
a ^at++++=a
kitchen ^nn++++=kitchen
properly ^rb+cnj+++=properly,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
ladies ^nns++++=ladies
said ^vbd+vpub++xvbn+=said;
; ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
surprised ^jj+++xvbn+=surprised
when ^wrb+who+++=when
the ^ati++++=the
smell ^nn++++=smell
developed ^vbd+++xvbn+=developed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
another ^dt++++=another
link ^nn++++=link
between ^in++++=between
the ^ati++++=the
gross ^jj++++=gross,
, ^zz++++=EXTRAWORD
teeming ^vbg+++xvbg+=teeming
world ^nn++++=world
and ^cc++++=and
the ^ati++++=the
high ^jj++++=high
and ^cc++++=and
mighty ^ql++++=mighty
Griersons ^np+++??+=Griersons.
. ^zz++++=EXTRAWORD
A ^at++++=A
neighbor ^nn++++=neighbor,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
complained ^j+++xvbn+=complained
to ^in++++=to
the ^ati++++=the
mayor ^nn++++=mayor,
, ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Stevens ^np++++=Stevens,
, ^zz++++=EXTRAWORD
eighty ^cd++++=eighty
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
will ^md+prd+++=will
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
me ^pp1o+pp1+++=me
do ^vb+do+vrb++=do
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
madam ^npt++++=madam?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
send ^vb++++=send
her ^pp$+pp3+++=her
word ^nn++++=word
to ^to++++=to
stop ^vbi++++=stop
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
woman ^nn++++=woman
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Isn't
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
there ^rn+pl+++=there
a ^at++++=a
law ^nn++++=law?
? ^zz++++=EXTRAWORD
" ^zz++++="
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
necessary ^jj+pred+++=necessary,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Stevens ^np++++=Stevens
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
probably ^rb++++=probably
just ^rb+emph+++=just
a ^at++++=a
snake ^nn++++=snake
or ^cc++++=or
a ^at++++=a
rat ^nn++++=rat
that ^tht+rel+++=that
nigger ^nn++++=nigger
of ^in++++=of
hers ^pp$$++++=hers
killed ^vprf+++xvbn+=killed
in ^in++++=in
the ^ati++++=the
yard ^nn++++=yard.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
speak ^vb++++=speak
to ^in++++=to
him ^pp3o+pp3+++=him
about ^in++++=about
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
day ^nn++++=day
he ^pp3a+pp3+++=he
received ^vbd+++xvbnx+=received
two ^cd++++=two
more ^ql++++=more
complaints ^nns++++=complaints,
, ^zz++++=EXTRAWORD
one ^pn++++=one
from ^in++++=from
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
in ^in++++=in
diffident ^jj+atrb+++=diffident
deprecation ^nn+nom+++=deprecation.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
really ^rb+emph+++=really
must ^md+nec+++=must
do ^vb+do+vrb++=do
something ^pn++++=something
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Judge ^nn++++=Judge.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+vrb++=be
the ^ati++++=the
last ^ap++++=last
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
to ^to++++=to
bother ^vbi++++=bother
Miss ^npt++++=Miss
Emily ^np++++=Emily,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
do ^vb++++=do
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
the ^ati++++=the
Board ^nn++++=Board
of ^in++++=of
Aldermen ^nns++++=Aldermen
met ^vbd+++xvbn+=met--three
-- ^--+clp+++=EXTRAWORD
three ^cd++++=EXTRAWORD
graybeards ^nns+++??+=graybeards
and ^cc++++=and
one ^cd1++++=one
younger ^jjr+atrb+++=younger
man ^nn++++=man,
, ^zz++++=EXTRAWORD
a ^at++++=a
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
rising ^jj+atrb++xvbg+=rising
generation ^nn+nom+++=generation.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
simple ^jj++++=simple
enough ^dt++++=enough,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Send
send ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
word ^nn++++=word
to ^in++++=to
have ^vbi++vrb++=have
her ^pp$+pp3+++=her
place ^nn++++=place
cleaned ^vwbn+++xvbn+=cleaned
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
her ^pp3o+pp3+++=her
a ^at++++=a
certain ^jj+atrb+++=certain
time ^nn++++=time
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
do ^vb+do+vrb++=don't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
. ^zz++++=.."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dammit,
dammit ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Stevens ^np++++=Stevens
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
accuse ^vb++++=accuse
a ^at++++=a
lady ^nn++++=lady
to ^in++++=to
her ^pp$+pp3+++=her
face ^nn++++=face
of ^in++++=of
smelling ^xvbg+++xvbg+=smelling
bad ^jj++++=bad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
next ^ap++++=next
night ^nn++++=night,
, ^zz++++=EXTRAWORD
after ^in++++=after
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
four ^cd++++=four
men ^nns++++=men
crossed ^vbd+++xvbn+=crossed
Miss ^npt++++=Miss
Emily ^np++++=Emily's
's ^$++++=EXTRAWORD
lawn ^nn++++=lawn
and ^cc++++=and
slunk ^nn+++??+=slunk
about ^in++++=about
the ^ati++++=the
house ^npl++++=house
like ^in++++=like
burglars ^nns+++??+=burglars,
, ^zz++++=EXTRAWORD
sniffing ^vbg+++xvbg+=sniffing
along ^in++++=along
the ^ati++++=the
base ^nn++++=base
of ^in++++=of
the ^ati++++=the
brickwork ^nn++++=brickwork
and ^cc++++=and
at ^in++++=at
the ^ati++++=the
cellar ^nn++++=cellar
openings ^nns++++=openings
while ^cs+sub+++=while
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
performed ^vbd+++xvbn+=performed
a ^at++++=a
regular ^jj+atrb+++=regular
sowing ^nn++++=sowing
motion ^nn++++=motion
with ^in++++=with
his ^pp$+pp3+++=his
hand ^nn++++=hand
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
sack ^nn++++=sack
slung ^vbd+++xvbn+=slung
from ^in++++=from
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
broke ^vbd+++xvbnx+=broke
open ^jj++++=open
the ^ati++++=the
cellar ^nn++++=cellar
door ^nn++++=door
and ^cc++++=and
sprinkled ^vbd+++xvbn+=sprinkled
lime ^nn++++=lime
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
outbuildings ^nns++++=outbuildings.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
recrossed ^vbd+++xvbnx+=recrossed
the ^ati++++=the
lawn ^nn++++=lawn,
, ^zz++++=EXTRAWORD
a ^at++++=a
window ^nn++++=window
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
dark ^jj++++=dark
was ^vbd+bedz+aux++=was
lighted ^vpsv++agls+xvbnx+=lighted
and ^cc++++=and
Miss ^npt++++=Miss
Emily ^np++++=Emily
sat ^vbd+++xvbn+=sat
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
light ^nn++++=light
behind ^in+pl+++=behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
upright ^jj+atrb+++=upright
torso ^nn++++=torso
motionless ^jj++++=motionless
as ^ql++++=as
that ^cs+sub+++=that
of ^in++++=of
an ^at++++=an
idol ^nn++++=idol.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
crept ^vbd+++xvbnx+=crept
quietly ^rb++++=quietly
across ^in+pl+++=across
the ^ati++++=the
lawn ^nn++++=lawn
and ^cc++++=and
into ^in++++=into
the ^ati++++=the
shadow ^nn++++=shadow
of ^in++++=of
the ^ati++++=the
locusts ^nns+++??+=locusts
that ^tht+rel+++=that
lined ^jj+++xvbn+=lined
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
week ^nn++++=week
or ^cc++++=or
two ^cd++++=two
the ^ati++++=the
smell ^nn++++=smell
went ^vbd+++xvbn+=went
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
people ^nns++++=people
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
feel ^vbi+vprv+++=feel
really ^rb+emph+++=really
sorry ^uh++++=sorry
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
People ^nns++++=People
in ^in++++=in
our ^pp$+pp1+++=our
town ^nn++++=town,
, ^zz++++=EXTRAWORD
remembering ^nc+++xvbg+=remembering
how ^wrb+who+++=how
old ^jj+atrb+++=old
lady ^nn++++=lady
Wyatt ^np+++??+=Wyatt,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
great ^jj++++=great-aunt,
- ^zz++++=EXTRAWORD
aunt ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
completely ^rb+amp+++=completely
crazy ^jj++++=crazy
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
believed ^vb+++xvbn+=believed
that ^tht+vcmp+++=that
the ^ati++++=the
Griersons ^np+++??+=Griersons
held ^vbd+vprv++xvbn+=held
themselves ^ppls+pp3+++=themselves
a ^rb++++=a
little ^rb"++++=little
too ^ql++++=too
high ^np++++=high
for ^in++++=for
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
really ^rb+emph+++=really
were ^vbd+bed+vrb++=were.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
were ^vbd+bed+vrb++=were
quite ^rb++++=quite
good ^jj+pred+++=good
enough ^dt++++=enough
for ^in++++=for
Miss ^npt++++=Miss
Emily ^np++++=Emily
and ^cc++++=and
such ^abl++++=such.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
long ^rb++splt++=long
thought ^vprf+++xvbnx+=thought
of ^in++++=of
them ^pp3o+pp3+++=them
as ^in++++=as
a ^at++++=a
tableau ^nn+++??+=tableau,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Emily ^np++++=Emily
a ^at++++=a
slender ^jj+atrb+++=slender
figure ^nn++++=figure
in ^in++++=in
white ^nn++++=white
in ^in++++=in
the ^ati++++=the
background ^nn++++=background,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
father ^npt++++=father
a ^at++++=a
spraddled ^jj+atrb++xvbn+=spraddled
silhouette ^nn+nom+++=silhouette
in ^in++++=in
the ^ati++++=the
foreground ^nn++++=foreground,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
back ^jjb++++=back
to ^in++++=to
her ^pp$+pp3+++=her
and ^cc++++=and
clutching ^vbg+++xvbg+=clutching
a ^at++++=a
horsewhip ^nn+++??+=horsewhip,
, ^zz++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
of ^in++++=of
them ^pp3o+pp3+++=them
framed ^vpsv++by+xvbn+=framed
by ^in++++=by
the ^ati++++=the
back ^rp++++=back-flung
- ^zz++++=EXTRAWORD
flung ^vbd+++xvbn+=EXTRAWORD
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
So ^ql++++=So
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
be ^vbi++vrb++=be
thirty ^cd++++=thirty
and ^cc++++=and
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
single ^jj+pred+++=single,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
pleased ^jj+++xvbn+=pleased
exactly ^rb+cnj+++=exactly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
vindicated ^np++++=vindicated;
; ^zz++++=EXTRAWORD
even ^rb++++=even
with ^in++++=with
insanity ^nn+nom+++=insanity
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
she ^pp3a+pp3+++=she
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
turned ^vprf+++xvbnx+=turned
down ^rb+phrv+++=down
all ^abn++++=all
of ^in++++=of
her ^pp$+pp3+++=her
chances ^nns+nom+++=chances
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
really ^rb+emph+splt++=really
materialized ^vprf+++xvbnx+=materialized.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
her ^pp3o+pp3+++=her
father ^npt++++=father
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
got ^vbd+++xvbn+=got
about ^in++++=about
that ^dt+dem+++=that
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
to ^in++++=to
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
way ^nn++++=way,
, ^zz++++=EXTRAWORD
people ^nns++++=people
were ^vbd+bed+vrb++=were
glad ^jj+pred+++=glad.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
they ^pp3a+pp3+++=they
could ^md+pos+++=could
pity ^vb++++=pity
Miss ^npt++++=Miss
Emily ^np++++=Emily.
. ^zz++++=EXTRAWORD
Being ^xvbg+++xvbg+=Being
left ^vbd+++xvbn+=left
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pauper ^nn++++=pauper,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
humanized ^vbd+++xvbn+=humanized.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
too ^ql++++=too
would ^md+prd+++=would
know ^vb+vprv+++=know
the ^ati++++=the
old ^jj+atrb+++=old
thrill ^nn++++=thrill
and ^cc++++=and
the ^ati++++=the
old ^jj+atrb+++=old
despair ^nn++++=despair
of ^in++++=of
a ^at++++=a
penny ^nn++++=penny
more ^rbr++++=more
or ^cc+phrs+++=or
less ^rbr++++=less.
. ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
after ^cs+sub+++=after
his ^pp$+pp3+++=his
death ^nn++++=death
all ^rb++++=all
the ^ati++++=the
ladies ^nns++++=ladies
prepared ^jj+++xvbn+=prepared
to ^to+jcmp+++=to
call ^vbi++++=call
at ^in++++=at
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
offer ^nn++++=offer
condolence ^nn+nom+++=condolence
and ^cc++++=and
aid ^nn++++=aid,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
custom ^nn++++=custom
Miss ^npt++++=Miss
Emily ^np++++=Emily
met ^vbd+++xvbn+=met
them ^pp3o+pp3+++=them
at ^in++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
as ^ql++++=as
usual ^jj++++=usual
and ^cc++++=and
with ^in++++=with
no ^at++++=no
trace ^nn++++=trace
of ^in++++=of
grief ^nn++++=grief
on ^rp++++=on
her ^pp3o+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub++xvbnx+=told
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
father ^npt++++=father
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
that ^dt+dem+++=that
for ^in++++=for
three ^cd++++=three
days ^nns++++=days,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
ministers ^nns+nom+++=ministers
calling ^vwbg+++xvbg+=calling
on ^in++++=on
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
doctors ^nns++++=doctors,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
persuade ^vbi++++=persuade
her ^pp$+pp3+++=her
to ^to++++=to
let ^vbi++++=let
them ^pp3o+pp3+++=them
dispose ^vb++++=dispose
of ^in+ppvb+++=of
the ^ati++++=the
body ^nn++++=body.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
as ^ql++++=as
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
about ^md"++pmd"++=about
to ^md+prd+++=to
resort ^vb++++=resort
to ^in++++=to
law ^nn++++=law
and ^cc++++=and
force ^nn++++=force,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
broke ^vbd+++xvbnx+=broke
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
buried ^vbd+++xvbnx+=buried
her ^pp3o+pp3+++=her
father ^npt++++=father
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+aux++=did
not ^xnot++not++=not
say ^vb+vpub+tht0++=say
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
crazy ^jj+pred+++=crazy
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
believed ^vbd+vprv+tht0+xvbn+=believed
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
do ^vb++++=do
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
remembered ^vbd+vprv++xvbn+=remembered
all ^abn++++=all
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
her ^pp3o+pp3+++=her
father ^npt++++=father
had ^vbd+hvd+aux++=had
driven ^vprf+++xvbnx+=driven
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
with ^in++++=with
nothing ^pn++++=nothing
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
cling ^vb++++=cling
to ^in++++=to
that ^dt+pdem+++=that
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
robbed ^vprf+++xvbnx+=robbed
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
as ^ql++++=as
people ^nns++++=people
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
Iii ^np+++??+=III
She ^pp3a+pp3+++=SHE
Was ^vbd+bedz+vrb++=WAS
Sick ^jj+pred+++=SICK
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
saw ^vbd+vprv+tht0+xvbn+=saw
her ^pp$+pp3+++=her
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hair ^nn++++=hair
was ^vbd+bedz+aux++=was
cut ^vpsv++agls+xvbnx+=cut
short ^jj++++=short,
, ^zz++++=EXTRAWORD
making ^jj+++xvbg+=making
her ^pp3o+pp3+++=her
look ^vb++++=look
like ^in++++=like
a ^at++++=a
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
vague ^jj+atrb+++=vague
resemblance ^nn+nom+++=resemblance
to ^in++++=to
those ^dt+dem+++=those
angels ^nns++++=angels
in ^in++++=in
colored ^vbd+++xvbn+=colored
church ^npl++++=church
windows ^nns++++=windows--sort
-- ^--+clp+++=EXTRAWORD
sort ^rb+hdg+++=EXTRAWORD
of ^rb"+hdg"+++=of
tragic ^jj++++=tragic
and ^cc+phrs+++=and
serene ^jj++++=serene.
. ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
let ^vprf+++xvbnx+=let
the ^ati++++=the
contracts ^nns++++=contracts
for ^in++++=for
paving ^xvbg+++xvbg+=paving
the ^ati++++=the
sidewalks ^nns+++??+=sidewalks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
summer ^nn++++=summer
after ^cs+sub+++=after
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
death ^nn++++=death
they ^pp3a+pp3+++=they
began ^vbd+++xvbnx+=began
the ^ati++++=the
work ^nn++++=work.
. ^zz++++=EXTRAWORD
The ^ati++++=The
construction ^nn+nom+++=construction
company ^nn++++=company
came ^vbd+++xvbn+=came
with ^in++++=with
niggers ^nns+nom+++=niggers
and ^cc++++=and
mules ^nns++++=mules
and ^cc++++=and
machinery ^nn+nom+++=machinery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
foreman ^nn++++=foreman
named ^vbd+++xvbn+=named
Homer ^np++++=Homer
