B.c ^rb++++=B.C.
ranged ^vbd+++xvbn+=ranged
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
clouds ^nns++++=clouds
of ^in++++=of
horsemen ^nns++++=horsemen
hovering ^vwbg+++xvbg+=hovering
on ^in++++=on
the ^ati++++=the
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Romans ^nn++++=Romans
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
learnt ^vprf+++xvbn+=learnt
the ^ati++++=the
best ^jjt+atrb+++=best
mode ^nn++++=mode
of ^in++++=of
fighting ^xvbg+++xvbg+=fighting
with ^in++++=with
elephants ^nns+nom+++=elephants,
, ^zz++++=EXTRAWORD
namely ^rb+cnj+++=namely,
, ^zz++++=EXTRAWORD
to ^to++++=to
leave ^vbi++++=leave
lanes ^nns++++=lanes
in ^in++++=in
their ^pp$+pp3+++=their
columns ^nns++++=columns
where ^wrb+who+++=where
these ^dt+dem+++=these
huge ^jj+atrb+++=huge
beasts ^nns++++=beasts
might ^md+pos+++=might
advance ^nn+nom+++=advance
harmlessly ^rb++++=harmlessly;
; ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ranks ^nns++++=ranks
were ^vbd+bed+aux++=were
thrust ^vpsv++agls+xvbnx+=thrust
and ^cc+phrs+++=and
trampled ^xvbn+++xvbn+=trampled
down ^rp++++=down
by ^in++++=by
the ^ati++++=the
creatures ^nns++++=creatures'
' ^zz++++=EXTRAWORD
bulk ^nn++++=bulk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
suffered ^vbd+++xvbnx+=suffered
a ^at++++=a
terrible ^jj+atrb+++=terrible
defeat ^nn++++=defeat;
; ^zz++++=EXTRAWORD
Regulus ^nn++++=Regulus
himself ^ppl+pp3+++=himself
was ^vbd+bedz+aux++=was
seized ^vpsv++by+xvbnx+=seized
by ^in++++=by
the ^ati++++=the
horsemen ^nns++++=horsemen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragged ^vpsv++agls+xvbn+=dragged
into ^in++++=into
Carthage ^np+nom++??+=Carthage,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
victors ^nns++++=victors
feasted ^vbd+++xvbn+=feasted
and ^cc+phrs+++=and
rejoiced ^vbd+++xvbn+=rejoiced
through ^in++++=through
half ^abn++++=half
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
testified ^vbd+vpub++xvbn+=testified
their ^pp$+pp3+++=their
thanks ^rb+dspt+++=thanks
to ^in++++=to
Moloch ^np+++??+=Moloch
by ^in++++=by
offering ^xvbg+++xvbg+=offering
in ^in++++=in
his ^pp$+pp3+++=his
fires ^nns++++=fires
the ^ati++++=the
bravest ^nn++++=bravest
of ^in++++=of
their ^pp$+pp3+++=their
captives ^nns++++=captives.
. ^zz++++=EXTRAWORD
Regulus ^nn++++=Regulus
himself ^ppl+pp3+++=himself
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
victims ^nns++++=victims.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept
a ^at++++=a
close ^jj+atrb+++=close
prisoner ^nn+nom+++=prisoner
for ^in++++=for
two ^cd++++=two
years ^nns++++=years,
, ^zz++++=EXTRAWORD
pining ^vbg+++xvbg+=pining
and ^cc++++=and
sickening ^jj++++=sickening
in ^in++++=in
his ^pp$+pp3+++=his
loneliness ^nns+nom+++=loneliness,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
in ^in++++=in
the ^ati++++=the
meantime ^nn++++=meantime
the ^ati++++=the
war ^nn++++=war
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
a ^at++++=a
victory ^nn++++=victory
so ^rb+emph+++=so
decisive ^jj++++=decisive
was ^vbd+bedz+aux++=was
gained ^vpsv++by+xvbnx+=gained
by ^in++++=by
the ^ati++++=the
Romans ^nn++++=Romans,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Carthage ^np+nom++??+=Carthage
were ^vbd+bed+aux++=were
discouraged ^vpsv++agls+xvbnx+=discouraged,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
resolved ^vb+++xvbn+=resolved
to ^to+vcmp+++=to
ask ^vbi++++=ask
terms ^nns++++=terms
of ^in++++=of
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that
no ^at++++=no
one ^cd1++++=one
would ^md+prd+++=would
be ^vb+be+aux++=be
so ^ql++++=so
readily ^rb++++=readily
listened ^vbd+++xvbn+=listened
to ^in++++=to
at ^rb++++=at
Rome ^vb++++=Rome
as ^in++++=as
Regulus ^nn++++=Regulus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
therefore ^rb+cnj+++=therefore
sent ^vbd+++xvbn+=sent
him ^pp3o+pp3+++=him
there ^rn+pl+++=there
with ^in++++=with
their ^pp$+pp3+++=their
envoys ^nns++++=envoys,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
first ^od++++=first
made ^vprf+++xvbn+=made
him ^pp3o+pp3+++=him
swear ^vbd+++xvbn+=swear
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
come ^vb++++=come
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
prison ^nn++++=prison
if ^cs+cnd+++=if
there ^ex+pex+++=there
should ^md+nec+++=should
neither ^rb++neg++=neither
be ^vb+be+vrb++=be
peace ^nn++++=peace
nor ^cc++neg++=nor
an ^at++++=an
exchange ^nn++++=exchange
of ^in++++=of
prisoners ^nns+nom+++=prisoners.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
little ^rb++++=little
knew ^vbd+vprv++xvbn+=knew
how ^wrb+who+whcl++=how
much ^ap++++=much
more ^rbr++++=more
a ^at++++=a
truehearted ^jj+++xvbn+=truehearted
Roman ^jj++++=Roman
cared ^jj+++xvbn+=cared
for ^in++++=for
his ^pp$+pp3+++=his
city ^nn++++=city
than ^in++++=than
for ^in++++=for
himself ^ppl+pp3+++=himself--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
his ^pp$+pp3+++=his
word ^nn++++=word
than ^in++++=than
for ^in++++=for
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Worn ^j+++xvbn+=Worn
and ^cc+phrs+++=and
dejected ^jj++++=dejected,
, ^zz++++=EXTRAWORD
the ^ati++++=the
captive ^jj+atrb+++=captive
warrior ^nn++++=warrior
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
outside ^nn++++=outside
of ^in++++=of
the ^ati++++=the
gates ^nns++++=gates
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
paused ^vbd+++xvbn+=paused,
, ^zz++++=EXTRAWORD
refusing ^vbg+++xvbg+=refusing
to ^to+vcmp+++=to
enter ^vbi++++=enter.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
no ^at++++=no
longer ^rbr++++=longer
a ^at++++=a
Roman ^jj+atrb+++=Roman
citizen ^nn++++=citizen,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
but ^cc++++=but
the ^ati++++=the
barbarian ^jj+atrb+++=barbarian's
's ^vbz+bez+vrb++0=EXTRAWORD
slave ^nn++++=slave,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Senate ^np++++=Senate
may ^md+pos+++=may
not ^xnot++not++=not
give ^vb++++=give
audience ^nn+nom+++=audience
to ^in++++=to
strangers ^nns+nom+++=strangers
within ^in++++=within
the ^ati++++=the
walls ^nns++++=walls.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
Marcia ^np+++??+=Marcia
ran ^vbd+++xvbn+=ran
out ^rp+pl+++=out
to ^to++++=to
greet ^vbi++++=greet
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
two ^cd++++=two
sons ^nns++++=sons,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
look ^vb++++=look
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
received ^vbd+++xvbn+=received
their ^pp$+pp3+++=their
caresses ^nns+nom+++=caresses
as ^ql++++=as
one ^pn++++=one
beneath ^in+pl+++=beneath
their ^pp$+pp3+++=their
notice ^nn++++=notice,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
mere ^jjb+atrb+++=mere
slave ^nn++++=slave,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
all ^abn++++=all
entreaty ^nn++++=entreaty,
, ^zz++++=EXTRAWORD
to ^to++++=to
remain ^vbi++++=remain
outside ^jjb++++=outside
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
not ^xnot++not++=not
even ^rb++++=even
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
little ^ap++++=little
farm ^nn++++=farm
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
so ^ql++++=so
well ^rb++++=well.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Roman ^jj+atrb+++=Roman
Senate ^np++++=Senate,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
come ^vb++++=come
in ^in++++=in
to ^in++++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
out ^rp+pl+++=out
to ^to++++=to
hold ^vbi+vprv+++=hold
their ^pp$+pp3+++=their
meeting ^nvbg+++xvbg+=meeting
in ^in++++=in
the ^ati++++=the
Campagna ^np+++??+=Campagna.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ambassadors ^nns++++=ambassadors
spoke ^vbd+++xvbn+=spoke
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Regulus ^nn++++=Regulus,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
up ^rp++++=up,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
one ^cd1++++=one
repeating ^vbg+vpub++xvbg+=repeating
a ^at++++=a
task ^nn++++=task,
, ^zz++++=EXTRAWORD
' ^zz++++='Conscript
conscript ^nn++++=EXTRAWORD
fathers ^nns+nom+++=fathers,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
a ^at++++=a
slave ^nn++++=slave
to ^in++++=to
the ^ati++++=the
Carthaginians ^np+++??+=Carthaginians,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vprf+++xvbn+=come
on ^in+cmpx+++=on
the ^in"++++=the
part ^in"++++=part
of ^in"++++=of
my ^pp$+pp1+++=my
masters ^nns+nom+++=masters
to ^to++++=to
treat ^vbi++++=treat
with ^in++++=with
you ^pp2+pp2+++=you
concerning ^in++++=concerning
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
exchange ^nn++++=exchange
of ^in++++=of
prisoners ^nns+nom+++=prisoners.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
to ^to++++=to
go ^vbi++++=go
away ^rp+pl+++=away
with ^in++++=with
the ^ati++++=the
ambassadors ^nns++++=ambassadors,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
stranger ^nn+nom+++=stranger
might ^md+pos+++=might
not ^xnot++not++=not
be ^vb+be+aux++=be
present ^vb++++=present
at ^rb++++=at
the ^ati++++=the
deliberations ^nns+nom+++=deliberations
of ^in++++=of
the ^ati++++=the
Senate ^np++++=Senate.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
old ^jj+atrb+++=old
friends ^nns++++=friends
pressed ^vbd+++xvbn+=pressed
him ^pp3o+pp3+++=him
to ^to++++=to
stay ^vbi++++=stay
and ^cc+phrs+++=and
give ^vb++++=give
his ^pp$+pp3+++=his
opinion ^nn++++=opinion
as ^in++++=as
a ^at++++=a
senator ^nn++++=senator
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
twice ^rb++splt++=twice
been ^vprf+ben+vrb+xvbnx+=been
consul ^np++++=consul;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
degrade ^vb+++??+=degrade
that ^tht+rel+++=that
dignity ^nn+nom+++=dignity
by ^in++++=by
claiming ^xvbg+++xvbg+=claiming
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
slave ^nn++++=slave
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
command ^nn++++=command
of ^in++++=of
his ^pp$+pp3+++=his
Carthaginian ^np+++??+=Carthaginian
masters ^nns+nom+++=masters,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
taking ^vbg+++xvbg+=taking
his ^pp$+pp3+++=his
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
senators ^nns++++=senators
to ^to++++=to
persevere ^vbi++++=persevere
in ^in++++=in
the ^ati++++=the
war ^nn++++=war.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
distress ^nns+nom+++=distress
of ^in++++=of
Carthage ^np+nom++??+=Carthage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
a ^at++++=a
peace ^nn++++=peace
would ^md+prd+++=would
only ^rb+down+++=only
be ^vb+be+vrb++=be
to ^in++++=to
her ^pp$+pp3+++=her
advantage ^nn+nom+++=advantage,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^in++++=to
that ^dt+dem+++=that
of ^in++++=of
Rome ^np++++=Rome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
he ^pp3a+pp3+++=he
strongly ^rb+amp+++=strongly
advised ^vprf+++xvbn+=advised
that ^tht+vcmp+++=that
the ^ati++++=the
war ^nn++++=war
should ^md+nec+++=should
continue ^vb++++=continue.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
as ^in++++=as
to ^in++++=to
the ^ati++++=the
exchange ^nn++++=exchange
of ^in++++=of
prisoners ^nns+nom+++=prisoners,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Carthaginian ^np+++??+=Carthaginian
generals ^nns+nom+++=generals,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
hands ^nns++++=hands
of ^in++++=of
the ^ati++++=the
Romans ^nn++++=Romans,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
in ^in++++=in
full ^jj+atrb+++=full
health ^nn++++=health
and ^cc++++=and
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
whilst ^cs+sub+++=whilst
he ^pp3a+pp3+++=he
himself ^ppl+pp3+++=himself
was ^vbd+bedz+vrb++=was
too ^ql++++=too
much ^ap++++=much
broken ^jj+++xvbn+=broken
down ^rp++++=down
to ^to++++=to
be ^vbi++vrb++=be
fit ^nn++++=fit
for ^in++++=for
service ^nn++++=service
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^rb++++=indeed
he ^pp3a+pp3+++=he
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
enemies ^nns++++=enemies
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
a ^at++++=a
slow ^jj+atrb+++=slow
poison ^nn++++=poison,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
live ^vb++++=live
long ^rb++++=long.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
he ^pp3a+pp3+++=he
insisted ^vbd+vpub++xvbnx+=insisted
that ^tht+vcmp+++=that
no ^at++++=no
exchange ^nn++++=exchange
of ^in++++=of
prisoners ^nns+nom+++=prisoners
should ^md+nec+++=should
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
wonderful ^jj+pred+++=wonderful,
, ^zz++++=EXTRAWORD
even ^rb++++=even
to ^in++++=to
Romans ^nn++++=Romans,
, ^zz++++=EXTRAWORD
to ^to++++=to
hear ^vbi+vprv+++=hear
a ^at++++=a
man ^nn++++=man
thus ^rb+cnj+++=thus
pleading ^nvbg+++xvbg+=pleading
against ^in++++=against
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
chief ^jjb+atrb+++=chief
priest ^nn++++=priest
came ^vbd+++xvbn+=came
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
declared ^vprf++tht0+xvbn+=declared
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
as ^ql++++=as
his ^pp$+pp3+++=his
oath ^nn++++=oath
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
wrested ^vpsv++agls+xvbnx+=wrested
from ^in++++=from
him ^pp3o+pp3+++=him
by ^in++++=by
force ^nn++++=force,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
bound ^jj+++xvbn+=bound
to ^to+jcmp+++=to
return ^vbi++++=return
to ^in++++=to
his ^pp$+pp3+++=his
captivity ^nn+nom+++=captivity.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Regulus ^nn++++=Regulus
was ^vbd+bedz+vrb++=was
too ^ql++++=too
noble ^jj++++=noble
to ^to++++=to
listen ^vbi++++=listen
to ^in++++=to
this ^dt+dem+++=this
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
' ^zz++++='Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
resolved ^vbd+vsua++xvbn+=resolved
to ^to+vcmp+++=to
dishonor ^vb++++=dishonor
me ^pp1o+pp1+++=me?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
ignorant ^jj++++=ignorant
that ^cs+sub+++=that
death ^nn++++=death
and ^cc++++=and
the ^ati++++=the
extremest ^nn++++=extremest
tortures ^nns++++=tortures
are ^vb+ber+aux++=are
preparing ^vbg+++xvbgx+=preparing
for ^in++++=for
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
these ^dt+dem+++=these
to ^in++++=to
the ^ati++++=the
shame ^nn++++=shame
of ^in++++=of
an ^at++++=an
infamous ^jj+atrb+++=infamous
action ^nn++++=action,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
wounds ^nns++++=wounds
of ^in++++=of
a ^at++++=a
guilty ^jj+atrb+++=guilty
mind ^nn++++=mind?
? ^zz++++=EXTRAWORD
Slave ^nn++++=Slave
as ^ql++++=as
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
to ^in++++=to
Carthage ^np+nom++??+=Carthage,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
still ^rb++++=still
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
a ^at++++=a
Roman ^nn++++=Roman.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
sworn ^vprf+++xvbn+=sworn
to ^to++++=to
return ^vbi++++=return.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
duty ^nn++++=duty
to ^to+ncmp+++=to
go ^vbi++++=go;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
the ^ati++++=the
gods ^nns++++=gods
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
rest ^nn++++=rest.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
Senate ^np++++=Senate
decided ^vbd+vprv++xvbn+=decided
to ^to+vcmp+++=to
follow ^vbi+vprv+++=follow
the ^ati++++=the
advice ^nn++++=advice
of ^in++++=of
Regulus ^nn++++=Regulus,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
bitterly ^rb++++=bitterly
regretted ^vbd+vprv+tht0+xvbn+=regretted
his ^pp$+pp3+++=his
sacrifice ^nn++++=sacrifice.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
wept ^vbd+++xvbn+=wept
and ^cc+phrs+++=and
entreated ^vbd+++xvbn+=entreated
in ^rb++++=in
vain ^rb"++++=vain
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
detain ^vb++++=detain
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
merely ^rb+down+splt++=merely
repeat ^vb++++=repeat
their ^pp$+pp3+++=their
permission ^nn++++=permission
to ^to+ncmp+++=to
him ^pp3o+pp3+++=him
to ^to++++=to
remain ^vbi++++=remain;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
could ^md+pos+++=could
prevail ^vb++++=prevail
with ^in++++=with
him ^pp3o+pp3+++=him
to ^to++++=to
break ^vbi++++=break
his ^pp$+pp3+++=his
word ^nn++++=word,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
back ^rb+phrv+++=back
to ^in++++=to
the ^ati++++=the
chains ^nns++++=chains
and ^cc++++=and
death ^nn++++=death
he ^pp3a+pp3+++=he
expected ^vbd+vprv++xvbnx+=expected
so ^ql++++=so
calmly ^rb++++=calmly
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
returning ^vbg+++xvbgx+=returning
to ^in++++=to
his ^pp$+pp3+++=his
home ^nr++++=home.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
B.c ^rb++++=B.C.
. ^zz++++=EXTRAWORD
249 ^cd++++=249.
. ^zz++++=EXTRAWORD
' ^zz++++='Let
let ^vb+++xvbn+=EXTRAWORD
the ^ati++++=the
gods ^nns++++=gods
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
rest ^nn++++=rest,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Roman ^jj++++=Roman;
; ^zz++++=EXTRAWORD
the ^ati++++=the
gods ^nns++++=gods
whom ^whp+rel+obj++=whom
alone ^rb++++=alone
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^rp++++=through
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
ignorantly ^jj++++=ignorantly
worshipped ^jj+++xvbn+=worshipped
the ^ati++++=the
true ^jj+atrb+++=true
God ^nn++++=God,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
Light ^nn++++=Light
was ^vbd+bedz+aux++=was
shining ^vbg+++xvbgx+=shining
out ^rp+pl+++=out
even ^rb++++=even
in ^in++++=in
this ^dt+dem+++=this
heathen ^jj+atrb+++=heathen's
's ^vbz+bez+vrb++0=EXTRAWORD
truth ^nn++++=truth
and ^cc++++=and
constancy ^nn++++=constancy.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
his ^pp$+pp3+++=his
trust ^nn++++=trust
was ^vbd+bedz+aux++=was
fulfilled ^vpsv++agls+xvbnx+=fulfilled
is ^vbz+bez+aux++=is
not ^xnot++not++=not
known ^vbd+vprv++xvbn+=known.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Senate ^np++++=Senate,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
next ^ap++++=next
victory ^nn++++=victory,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
two ^cd++++=two
Carthaginian ^np+++??+=Carthaginian
generals ^nns+nom+++=generals
to ^in++++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
sons ^nns++++=sons
to ^to++++=to
hold ^vbi+vprv+++=hold
as ^ql++++=as
pledges ^vbz++++=pledges
for ^in++++=for
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
treatment ^nn+nom+++=treatment;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
tidings ^nns++++=tidings
arrived ^vbd+++xvbn+=arrived
that ^dt+dem+++=that
Regulus ^nn++++=Regulus
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
Marcia ^np+++??+=Marcia
