Not ^xnot++not++=Not
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
do ^vb+do+vrb++=do
as ^ql++++=as
I ^pp1a+pp1+++=I
commanded ^vbd+vpub++xvbnx+=commanded;
; ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
in ^in++++=in
the ^ati++++=the
pump ^nn++++=pump,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
get ^vb++++=get
water ^nn++++=water
I ^pp1a+pp1+++=I
promise ^nn++++=promise
you ^pp2+pp2+++=you
something ^pn++++=something
still ^rb++++=still
more ^rbr++++=more
precious ^jj++++=precious."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Saying ^vbg+++xvbg+=Saying
which ^whp+who+++=which,
, ^zz++++=EXTRAWORD
the ^ati++++=the
beetle ^nn++++=beetle
swiftly ^rb++++=swiftly
slid ^vbd+++xvbn+=slid
from ^in++++=from
the ^ati++++=the
stone ^nn++++=stone
and ^cc++++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her
husband ^nn++++=husband
what ^wdt+who+++=what
the ^ati++++=the
bug ^nn++++=bug
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
simple ^jj++++=simple
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
can ^md+pos+++=can
be ^vb+be+vrb++=be
no ^at++++=no
harm ^nn++++=harm
in ^in++++=in
trying ^nn++++=trying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
the ^ati++++=the
pump ^nn++++=pump
from ^in++++=from
the ^ati++++=the
barn ^nn++++=barn
and ^cc++++=and
placed ^vbd+++xvbn+=placed
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
hold ^nn++++=hold
of ^in++++=of
the ^ati++++=the
handle ^nn++++=handle
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
pump ^vbi++++=pump,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
his ^pp$+pp3+++=his
wife ^nn++++=wife
stood ^vwbn+++xvbn+=stood
by ^in++++=by
to ^to++++=to
watch ^vbi++++=watch
what ^wdt+who+++=what
would ^md+prd+++=would
happen ^vb+++??+=happen.
. ^zz++++=EXTRAWORD
No ^at++++=No
water ^nn++++=water
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^cs+sub+++=after
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
a ^at++++=a
gold ^nn++++=gold
piece ^nn++++=piece
dropped ^vbd+++xvbn+=dropped
from ^in++++=from
the ^ati++++=the
spout ^nn++++=spout
of ^in++++=of
the ^ati++++=the
pump ^nn++++=pump,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
several ^ap++++=several
handfuls ^nns+nom+++=handfuls
of ^in++++=of
gold ^nn++++=gold
lay ^vbd+++xvbn+=lay
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
heap ^nn++++=heap
upon ^in++++=upon
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
stopped ^vbd+++xvbn+=stopped
pumping ^nvbg+++xvbg+=pumping
then ^rn+tm+++=then
and ^cc++++=and
ran ^vbd+++xvbn+=ran
to ^to++++=to
help ^vbi++++=help
his ^pp$+pp3+++=his
wife ^nn++++=wife
gather ^vb+vprv+++=gather
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces
into ^in++++=into
her ^pp$+pp3+++=her
apron ^nn++++=apron;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
their ^pp$+pp3+++=their
hands ^nns++++=hands
trembled ^vbd+++xvbn+=trembled
so ^pn++++=so
greatly ^rb+amp+++=greatly
through ^in++++=through
excitement ^nn+nom+++=excitement
and ^cc++++=and
joy ^nn++++=joy
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
pick ^vb++++=pick
up ^rp++++=up
the ^ati++++=the
sparkling ^jj+atrb+++=sparkling
coins ^nns++++=coins.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
gathered ^vbd+++xvbnx+=gathered
them ^pp3o+pp3+++=them
close ^in+cmpx+++=close
to ^in"++++=to
her ^pp$+pp3+++=her
bosom ^nn++++=bosom
and ^cc++++=and
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
emptied ^vbd+++xvbnx+=emptied
the ^ati++++=the
precious ^jj+atrb+++=precious
gold ^nn++++=gold
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
counted ^vbd+++xvbn+=counted
the ^ati++++=the
pieces ^nns++++=pieces.
. ^zz++++=EXTRAWORD
All ^abn++++=All
were ^vbd+bed+aux++=were
stamped ^vpsv++agls+xvbnx+=stamped
with ^in++++=with
the ^ati++++=the
design ^nn++++=design
of ^in++++=of
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
mint ^nn++++=mint
and ^cc++++=and
were ^vbd+bed+vrb++=were
worth ^in++++=worth
five ^cd++++=five
dollars ^nns++++=dollars
each ^dt++++=each.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+aux++=were
worn ^vpsv++agls+xvbnx+=worn
and ^cc++++=and
somewhat ^rb+down+++=somewhat
discolored ^jj+++xvbn+=discolored
from ^in++++=from
use ^nn++++=use,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
others ^aps++++=others
seemed ^jj+++xvbn+=seemed
bright ^jj++++=bright
and ^cc+phrs+++=and
new ^jj++++=new,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
much ^ap++++=much
handled ^jj+++xvbn+=handled.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
the ^ati++++=the
pieces ^nns++++=pieces
was ^vbd+bedz+aux++=was
added ^vpsv++agls+xvbnx+=added
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found
to ^to+vcmp+++=to
be ^vbi++vrb++=be
worth ^in++++=worth
three ^cd++++=three
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
the ^ati++++=the
woman ^nn++++=woman
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="Husband,
husband ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
beetle ^nn++++=beetle
said ^vbd+vpub++xvbn+=said
truly ^rb++++=truly
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
declared ^vbd+vpub+tht0+xvbnx+=declared
we ^pp1a+pp1+++=we
should ^md+nec+++=should
get ^vb++++=get
something ^pn++++=something
more ^rbr++++=more
precious ^jj++++=precious
than ^in++++=than
water ^nn++++=water
from ^in++++=from
the ^ati++++=the
well ^rb++++=well.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
run ^nn+++xvbn+=run
at ^rb++++=at
once ^rb"+tm+++=once
and ^cc++++=and
take ^vb++++=take
away ^rb+phrv+++=away
the ^ati++++=the
handle ^nn++++=handle
from ^in++++=from
the ^ati++++=the
pump ^nn++++=pump,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
anyone ^pn++++=anyone
should ^md+nec+++=should
pass ^vb++++=pass
this ^dt+dem+++=this
way ^nn++++=way
and ^cc++++=and
discover ^nn+nom+++=discover
our ^pp$+pp1+++=our
secret ^nn++++=secret."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
man ^nn++++=man
ran ^vbd+++xvbn+=ran
to ^in+ppvb+++=to
the ^ati++++=the
pump ^nn++++=pump
and ^cc++++=and
removed ^vbd+++xvbn+=removed
the ^ati++++=the
handle ^nn++++=handle,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
hid ^vpsv++agls+xvbn+=hid
underneath ^in+pl+++=underneath
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
hardly ^rb+down+++=hardly
slept ^vbd+++xvbn+=slept
a ^at++++=a
wink ^nn++++=wink
that ^tht+rel+++=that
night ^nn++++=night,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
awake ^jj++++=awake
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
their ^pp$+pp3+++=their
good ^jj+atrb+++=good
fortune ^nn++++=fortune
and ^cc+cls+++=and
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
should ^md+nec+++=should
do ^vb+do+vrb++=do
with ^in++++=with
their ^pp$+pp3+++=their
store ^nn++++=store
of ^in++++=of
yellow ^jj+atrb+++=yellow
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
In ^in++++=In
all ^abn++++=all
their ^pp$+pp3+++=their
former ^ap++++=former
lives ^nns++++=lives
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
never ^rb++splt++=never
possessed ^vprf+++xvbnx+=possessed
more ^rbr++++=more
than ^in++++=than
a ^ap++++=a
few ^ap"++++=few
dollars ^nns++++=dollars
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
the ^ati++++=the
cracked ^jj+atrb++xvbn+=cracked
teapot ^nn++++=teapot
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
full ^jj+pred+++=full
of ^in++++=of
gold ^nn++++=gold
coins ^nns++++=coins.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
day ^nn++++=day
was ^vbd+bedz+vrb++=was
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
arose ^vbd+++xvbnx+=arose
early ^jj++++=early
and ^cc++++=and
ran ^vbd+++xvbn+=ran
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
their ^pp$+pp3+++=their
treasure ^nn++++=treasure
was ^vbd+bedz+vrb++=was
safe ^jj+pred+++=safe.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay,
, ^zz++++=EXTRAWORD
heaped ^j+++xvbn+=heaped
snugly ^rb++++=snugly
within ^in++++=within
the ^ati++++=the
teapot ^nn++++=teapot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
willing ^jj++++=willing
to ^to+jcmp+++=to
feast ^vb++++=feast
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
upon ^in++++=upon
it ^pp3+it+++=it
that ^cs+sub+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
long ^rb++++=long
before ^cs+sub+++=before
the ^ati++++=the
man ^nn++++=man
could ^md+pos+++=could
leave ^vb++++=leave
it ^pp3+it+++=it
to ^to++++=to
build ^vbi++++=build
the ^ati++++=the
fire ^nn++++=fire
or ^cc++++=or
the ^ati++++=the
woman ^nn++++=woman
to ^to++++=to
cook ^vbi++++=cook
the ^ati++++=the
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
they ^pp3a+pp3+++=they
ate ^vbd+++xvbnx+=ate
their ^pp$+pp3+++=their
simple ^jj+atrb+++=simple
meal ^nn++++=meal
the ^ati++++=the
woman ^nn++++=woman
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
to ^in++++=to
church ^nn++++=church
today ^nr+tm+++=to-day
and ^cc++++=and
return ^vb++++=return
thanks ^rb+dspt+++=thanks
for ^in++++=for
the ^ati++++=the
riches ^nns++++=riches
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^in++++=to
us ^pp1o+pp1+++=us
so ^rb++++=so
suddenly ^rb++++=suddenly.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
will ^md+prd+++=will
give ^vb++++=give
the ^ati++++=the
pastor ^nn++++=pastor
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
well ^rb++++=well
enough ^qlp++++=enough
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
church ^nn++++=church,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
also ^rb++++=also
to ^to++++=to
return ^vbi++++=return
thanks ^rb+dspt+++=thanks.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
night ^nn++++=night
I ^pp1a+pp1+++=I
decided ^vbd+vprv++xvbnx+=decided
how ^wrb+who+whcl++=how
we ^pp1a+pp1+++=we
will ^md+prd+++=will
spend ^vb++++=spend
all ^abn++++=all
our ^pp$+pp1+++=our
money ^nn++++=money;
; ^zz++++=EXTRAWORD
so ^ql++++=so
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+aux++=be
none ^pn++++=none
left ^vwbn+++xvbn+=left
for ^in++++=for
the ^ati++++=the
pastor ^nn++++=pastor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
pump ^vb++++=pump
more ^rbr++++=more,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps;
perhaps ^rb++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
cautiously ^rb++++=cautiously.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
we ^pp1a+pp1+++=we
can ^md+pos+++=can
depend ^vb++++=depend
upon ^in+strn+++=upon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whether ^cs+who+++=whether
or ^cc++++=or
not ^xnot++not++=not
there ^ex+pex+++=there
be ^vb+be+vrb++=be
more ^rbr++++=more
in ^in++++=in
the ^ati++++=the
well ^rb++++=well
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
go ^vb++++=go
and ^cc+phrs+++=and
find ^vb+vprv+++=find
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
anxious ^jj+pred+++=anxious
to ^to+jcmp+++=to
give ^vbi++++=give
something ^pn++++=something
to ^in++++=to
the ^ati++++=the
pastor ^nn++++=pastor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
a ^at++++=a
poor ^jj+atrb+++=poor
man ^nn++++=man
and ^cc++++=and
deserving ^jj+++xvbg+=deserving."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
man ^nn++++=man
got ^vbd+++xvbn+=got
the ^ati++++=the
pump ^nn++++=pump
handle ^nn++++=handle
from ^in++++=from
beneath ^in+pl+++=beneath
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
the ^ati++++=the
pump ^nn++++=pump,
, ^zz++++=EXTRAWORD
fitted ^xvbn+++xvbn+=fitted
it ^pp3+it+++=it
in ^in++++=in
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
set ^vbd+++xvbnx+=set
a ^at++++=a
large ^jj+atrb+++=large
wooden ^jj+atrb+++=wooden
bucket ^nn++++=bucket
under ^in++++=under
the ^ati++++=the
spout ^nn++++=spout
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
pump ^vbi++++=pump.
. ^zz++++=EXTRAWORD
To ^in++++=To
their ^pp$+pp3+++=their
joy ^nn++++=joy
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces
soon ^rb+tm+++=soon
began ^vbd+++xvbn+=began
flowing ^nvbg+++xvbg+=flowing
into ^in++++=into
the ^ati++++=the
pail ^nn++++=pail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv+tht0+xvbg+=seeing
it ^pp3+it+++=it
about ^md"++pmd"++=about
to ^md+prd+++=to
run ^vb+++xvbn+=run
over ^rb+phrv+++=over
the ^ati++++=the
brim ^nn++++=brim,
, ^zz++++=EXTRAWORD
the ^ati++++=the
woman ^nn++++=woman
brought ^vbd+++xvbn+=brought
another ^dt++++=another
pail ^nn++++=pail.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
the ^ati++++=the
stream ^nn++++=stream
suddenly ^rb++++=suddenly
stopped ^vbd+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
man ^nn++++=man
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
cheerfully ^rb++++=cheerfully:
: ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough
for ^in++++=for
to ^to++++=to-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
wife ^nn++++=wife!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
added ^vprf+++xvbnx+=added
greatly ^rb+amp+++=greatly
to ^in++++=to
our ^pp$+pp1+++=our
treasure ^nn++++=treasure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
parson ^nn++++=parson
shall ^md+prd+++=shall
have ^vb+hv+vrb++=have
his ^pp$+pp3+++=his
gold ^nn++++=gold
piece ^nn++++=piece.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
also ^rb++splt++=also
put ^vb+++xvbn+=put
a ^at++++=a
coin ^nn++++=coin
into ^in++++=into
the ^ati++++=the
contribution ^nn+nom+++=contribution
box ^nn++++=box."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
teapot ^nn++++=teapot
would ^md+prd+++=would
hold ^vb++++=hold
no ^at++++=no
more ^rbr++++=more
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
the ^ati++++=the
farmer ^nn++++=farmer
emptied ^vwbn+++xvbn+=emptied
the ^ati++++=the
pail ^nn++++=pail
into ^in++++=into
the ^ati++++=the
wood ^nn++++=wood-box,
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
covering ^vbg+++xvbg+=covering
the ^ati++++=the
money ^nn++++=money
with ^in++++=with
dried ^xvbn+++xvbn+=dried
leaves ^nns++++=leaves
and ^cc++++=and
twigs ^nns++++=twigs,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
no ^at++++=no
one ^cd1++++=one
might ^md+pos+++=might
suspect ^vb+vprv+++=suspect
what ^wdt+who+whcl++=what
lay ^jjb+++xvbn+=lay
underneath ^in+strn+++=underneath.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
they ^pp3a+pp3+++=they
dressed ^vbd+++xvbnx+=dressed
themselves ^ppls+pp3+++=themselves
in ^in++++=in
their ^pp$+pp3+++=their
best ^jjt+atrb+++=best
clothing ^nn++++=clothing
and ^cc++++=and
started ^vpsv++agls+xvbn+=started
for ^in++++=for
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
each ^dt++++=each
taking ^jj+++xvbg+=taking
a ^at++++=a
bright ^jj+atrb+++=bright
gold ^nn++++=gold
piece ^nn++++=piece
from ^in++++=from
the ^ati++++=the
teapot ^nn++++=teapot
as ^in++++=as
a ^at++++=a
gift ^nn++++=gift
to ^in++++=to
the ^ati++++=the
pastor ^nn++++=pastor.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
the ^ati++++=the
hill ^nn++++=hill
and ^cc++++=and
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
valley ^nn++++=valley
beyond ^in++++=beyond
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
so ^ql++++=so
gay ^np++++=gay
and ^cc++++=and
light ^nn++++=light-hearted
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
mind ^vb+++??+=mind
the ^ati++++=the
distance ^nn+nom+++=distance
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
country ^nn++++=country
church ^nn++++=church
and ^cc++++=and
entered ^vbd+++xvbn+=entered
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
services ^nns++++=services
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
Being ^vbg+beg++xvbg+=Being
proud ^jj++++=proud
of ^in++++=of
their ^pp$+pp3+++=their
wealth ^nn++++=wealth
and ^cc++++=and
of ^in++++=of
the ^ati++++=the
gifts ^nns++++=gifts
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
for ^in++++=for
the ^ati++++=the
pastor ^nn++++=pastor,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
wait ^vb++++=wait
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment
when ^wrb+who+++=when
the ^ati++++=the
deacon ^np++++=deacon
passed ^vbd+++xvbn+=passed
the ^ati++++=the
contribution ^nn+nom+++=contribution
box ^nn++++=box.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
time ^nn++++=time
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
farmer ^nn++++=farmer
held ^vbd+vprv+tht0+xvbn+=held
his ^pp$+pp3+++=his
hand ^nn++++=hand
high ^jj++++=high
over ^in++++=over
the ^ati++++=the
box ^nn++++=box
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
gold ^nn++++=gold
piece ^nn++++=piece
so ^ql++++=so
that ^cs+sub+++=that
all ^abn++++=all
the ^ati++++=the
congregation ^nn+nom+++=congregation
could ^md+pos+++=could
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
did ^vbd+dod+vrb++=did
likewise ^rb+cnj+++=likewise,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
important ^jj++++=important
and ^cc+phrs+++=and
happy ^jj++++=happy
at ^rb++++=at
being ^vbg+beg++xvbg+=being
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
give ^vb++++=give
the ^ati++++=the
good ^jj+atrb+++=good
parson ^nn++++=parson
so ^ql++++=so
much ^ap++++=much.
. ^zz++++=EXTRAWORD
The ^ati++++=The
parson ^nn++++=parson,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
from ^in++++=from
the ^ati++++=the
pulpit ^nn++++=pulpit,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
the ^ati++++=the
gold ^nn++++=gold
drop ^nn++++=drop
into ^in++++=into
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
did ^vbd+dod+aux++=did
not ^xnot++not++=not
deceive ^vb++++=deceive
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
box ^nn++++=box
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
upon ^in++++=upon
