1 ^zz++++=1
added ^vbd+vpub++xvbn+=added
to ^in++++=to
the ^ati++++=the
rent ^nn++++=rent
of ^in++++=of
my ^pp$+pp1+++=my
barber ^nn++++=barber
shop ^nn++++=shop,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stated ^vbd+vpub++xvbnx+=stated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
passion ^nn++++=passion
seething ^jj++++=seething
in ^in++++=in
his ^pp$+pp3+++=his
ordinarily ^rb++++=ordinarily
amiable ^jj+atrb+++=amiable
bosom ^nn++++=bosom,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
fine ^jj+atrb+++=fine
lot ^nn++++=lot,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
snubbing ^vbg+++xvbgx+=snubbing
a ^at++++=a
self ^nn++++=self-made
- ^zz++++=EXTRAWORD
made ^vprf+++xvbn+=EXTRAWORD
man ^nn++++=man
like ^in++++=like
Felix ^np++++=Felix
Winterbottom ^np+++??+=Winterbottom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turning ^nvbg+++xvbg+=turning
up ^rp++++=up
their ^pp$+pp3+++=their
thin ^jj+atrb+++=thin,
, ^zz++++=EXTRAWORD
blue ^jj+atrb+++=blue
noses ^nns++++=noses
at ^in++++=at
Felix ^np++++=Felix
Winterbottom ^np++++=Winterbottom's
's ^$++++=EXTRAWORD
tannery ^nn+nom+++=tannery."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ambrose,"
ambrose ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
with ^in++++=with
lifted ^jj+atrb++xvbn+=lifted
blonde ^jj+atrb+++=blonde
eyebrows ^nns++++=eyebrows,
, ^zz++++=EXTRAWORD
" ^zz++++="please
please ^uh++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
suggestive ^jj+atrb+++=suggestive
jokes ^nns++++=jokes
in ^in++++=in
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Honey
honey ^nn++++=EXTRAWORD
swat ^nn+++??+=swat
key ^jjb++++=key
Molly ^np++++=Molly
pants ^nns++++=pants,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
with ^in++++=with
a ^at++++=a
touch ^nn++++=touch
of ^in++++=of
bellicosity ^nn+nom+++=bellicosity.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
worse ^nn++++=worse
than ^in++++=than
other ^ap++++=other
tanneries ^nns+nom+++=tanneries;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
biggest ^nn++++=biggest
in ^in++++=in
the ^ati++++=the
state ^nn++++=state.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
Gulicks ^np+++??+=Gulicks
give ^vb++++=give
me ^pp1o+pp1+++=me
a ^at++++=a
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
pick ^vb++++=pick
up ^rp++++=up
a ^at++++=a
paper ^nn++++=paper
without ^in++++=without
reading ^xvbg+++xvbg+=reading,
, ^zz++++=EXTRAWORD
' ^zz++++='Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Bradley ^np+++??+=Bradley
Gulick ^np+++??+=Gulick,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
our ^pp$+pp1+++=our
leading ^jj+atrb++xvbg+=leading
citizens ^nns++++=citizens,
, ^zz++++=EXTRAWORD
unveiled ^j+++xvbn+=unveiled
a ^at++++=a
tablet ^nn++++=tablet
in ^in++++=in
the ^ati++++=the
Gulick ^np+++??+=Gulick
Hook ^nn++++=Hook
and ^cc++++=and
Ladder ^nn++++=Ladder
Company ^nn++++=Company
building ^vwbg+++xvbg+=building
yesterday ^nr+tm+++=yesterday
in ^in++++=in
honor ^nn++++=honor
of ^in++++=of
his ^pp$+pp3+++=his
ancestor ^nn++++=ancestor,
, ^zz++++=EXTRAWORD
Saul ^np+++??+=Saul
Gulick ^np+++??+=Gulick,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
pioneers ^nns+nom+++=pioneers
who ^whp+rel+subj++=who
hewed ^vbd+++xvbn+=hewed
our ^pp$+pp1+++=our
great ^jj+atrb+++=great
state ^nn++++=state
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
wilderness ^nns+nom+++=wilderness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whose ^whp+rel+obj++=whose
cider ^nn++++=cider-press
- ^zz++++=EXTRAWORD
press ^nn++++=EXTRAWORD
stood ^vbd+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
now ^rn+tm+++=now
occupied ^vpsv++by+xvbn+=occupied
by ^in++++=by
the ^ati++++=the
hook ^nn++++=hook
and ^cc++++=and
ladder ^nn++++=ladder
company ^nn++++=company.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Or ^cc++++=Or
' ^zz++++='Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Wendell ^np++++=Wendell
Gulick ^np+++??+=Gulick
read ^vbd+vprv++xvbn+=read
a ^at++++=a
paper ^nn++++=paper
before ^in++++=before
the ^ati++++=the
Society ^nn++++=Society
of ^in++++=of
Descendants ^nns+nom+++=Descendants
of ^in++++=of
Officers ^nns+nom+++=Officers
Above ^jjb++++=Above
the ^ati++++=the
Rank ^nn++++=Rank
of ^in++++=of
Captain ^npt++++=Captain
on ^in++++=on
General ^jj+atrb+++=General
Washington ^np++++=Washington's
's ^$++++=EXTRAWORD
Staff ^nn++++=Staff
on ^in++++=on
the ^ati++++=the
heroic ^jj+atrb+++=heroic
part ^nn++++=part
played ^vwbn+++xvbn+=played
by ^in++++=by
her ^pp$+pp3+++=her
ancestor ^nn++++=ancestor,
, ^zz++++=EXTRAWORD
Major ^jj+atrb+++=Major
Noah ^np++++=Noah
Gulick ^np+++??+=Gulick,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
battle ^nn++++=battle
of ^in++++=of
Saratoga ^np+++??+=Saratoga.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
Spinning ^nn++++=Spinning
Wheel ^vb++++=Wheel
Club ^nn++++=Club
met ^vbd+++xvbn+=met
at ^rb++++=at
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gulick ^np++++=Gulick's
's ^$++++=EXTRAWORD
palatial ^jj+atrb+++=palatial
residence ^nn+nom+++=residence
to ^to++++=to
observe ^vbi+vprv+++=observe
the ^ati++++=the
anniversary ^nn+nom+++=anniversary
of ^in++++=of
the ^ati++++=the
birth ^nn++++=birth
of ^in++++=of
Phineas ^np+++??+=Phineas
Gulick ^np+++??+=Gulick,
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
red ^jj++++=red-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
baby ^nn++++=baby
born ^vwbn+++xvbn+=born
in ^in++++=in
Massachusetts ^np+++??+=Massachusetts.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Bah ^np+++??+=Bah,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
Bah ^np+++??+=Bah!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seethed ^vbd+++xvbnx+=seethed
and ^cc+phrs+++=and
bubbled ^vbd+++xvbn+=bubbled
and ^cc+phrs+++=and
broke ^vbd+++xvbn+=broke
out ^rp+pl+++=out
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="You'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
think ^vb+vprv+++=think
to ^to++++=to
hear ^vbi+vprv+++=hear
them ^pp3o+pp3+++=them
blow ^nn++++=blow
that ^tht+rel+obj++=that
the ^ati++++=the
Gulicks ^np+++??+=Gulicks
discovered ^vbd+vprv++xvbn+=discovered
ancestors ^nns++++=ancestors
and ^cc++++=and
had ^vb+hv+vrb++=had
them ^pp3o+pp3+++0='em
patented ^jj++++=patented.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
the ^ati++++=the
Pottles ^np+++??+=Pottles
had ^vb+hv+vrb++=had
an ^at++++=an
ancestor ^nn++++=ancestor
or ^cc++++=or
two ^cd++++=two.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Felix ^np++++=Felix
Winterbottom ^np+++??+=Winterbottom
had ^vb+hv+vrb++=had
ancestors ^nns++++=ancestors."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Probably
probably ^rb++++=EXTRAWORD
haddocks ^nns++++=haddocks,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
coldly ^rb++++=coldly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can
keep ^vb++++=keep
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
red ^jj+atrb+++=red
cents ^nns++++=cents."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
never ^rb++++=never
fear ^nn++++=fear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
husband ^nn++++=husband
assured ^vwbn+vpub+tht0+xvbn+=assured
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^in++++=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
family ^nn++++=family
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
treated ^vpsv++by+xvbnx+=treated
by ^in++++=by
the ^ati++++=the
Gulicks ^np+++??+=Gulicks,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
blame ^vb++++=blame
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
pumped ^vbd+++xvbn+=pumped
up ^rp++++=up
a ^at++++=a
sigh ^nn++++=sigh
from ^in++++=from
the ^ati++++=the
depths ^nns++++=depths
of ^in++++=of
a ^at++++=a
deep ^jj+atrb+++=deep
bosom ^nn++++=bosom
and ^cc++++=and
sank ^vbd+++xvbn+=sank
tearfully ^rb++++=tearfully
to ^in++++=to
a ^at++++=a
divan ^nn++++=divan.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
set ^vprf+++xvbnx+=set
my ^pp$+pp1+++=my
heart ^nn++++=heart
on ^in++++=on
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sobbed ^vbd+++xvbnx+=sobbed.
. ^zz++++=EXTRAWORD
" ^zz++++="What,
what ^wdt+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Day ^nn++++=Day
Nursery ^nn+nom+++=Nursery.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
to ^to++++=to
fail ^vbi++++=fail
for ^in++++=for
want ^in"++++=want
of ^in"++++=of
a ^at++++=a
miserable ^jj++++=miserable
thousand ^cd++++=thousand
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak
disrespectfully ^jj++++=disrespectfully
of ^in++++=of
a ^at++++=a
thousand ^cd++++=thousand
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
enjoined ^vbd+vsua++xvbn+=enjoined
his ^pp$+pp3+++=his
spouse ^nn++++=spouse.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
five ^cd++++=five
thousand ^cd++++=thousand
shaves ^nns+++??+=shaves.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
expect ^vb+vprv+++=expect
me ^pp1o+pp1+++=me
to ^to++++=to
give ^vbi++++=give
anything ^pn++++=anything
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
perfectly ^rb+amp+++=perfectly
well ^rb++++=well
the ^ati++++=the
barber ^np++++=barber-business
- ^zz++++=EXTRAWORD
business ^nns+nom+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
what ^wdt+who+++=what
it ^pp3+it+++=it
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
another ^dt++++=another
red ^jj+atrb+++=red
cent ^nnu"++++=cent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
sniffed ^vbd+++xvbn+=sniffed.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
red ^jj+atrb+++=red
cents ^nns++++=cents?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
inquired ^vbd+++xvbnx+=inquired,
, ^zz++++=EXTRAWORD
with ^in++++=with
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
the ^ati++++=the
money ^nn++++=money
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You,
you ^pp2+pp2+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Me ^pp1o+pp1+++=Me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose
majestically ^rb++++=majestically;
; ^zz++++=EXTRAWORD
determination ^nn+nom+++=determination
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
pose ^nn++++=pose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
light ^nn++++=light
of ^in++++=of
inspiration ^nn+nom+++=inspiration
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
bright ^jj+atrb+++=bright
blue ^nn++++=blue
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
a ^at++++=a
pageant ^nn+nom+++=pageant,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
pageant ^nn+nom+++=pageant?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
showed ^vbd+vprv++xvbn+=showed
some ^dti++++=some
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
show ^nn++++=show,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Evidently,"
evidently ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
read ^vb+vprv++xvbn+=read
your ^pp$+pp2+++=your
encyclopedia ^nn+++??+=encyclopedia
under ^in++++=under
' ^zz++++='P.'"
p. ^nn+++??+=EXTRAWORD
'" ^nn+++??+=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
only ^rb+down+++=only
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
' ^zz++++='ostriches,'"
ostriches, ^nn+++??+=EXTRAWORD
'" ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
humbly ^jj++++=humbly.
. ^zz++++=EXTRAWORD
" ^zz++++="'A
' ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
pageant, ^nn+++??+=pageant,'"
'" ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
quoted ^vbd+++xvbnx+=quoted,
, ^zz++++=EXTRAWORD
" ^zz++++="'is
' ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
an ^at++++=an
elaborate ^jj+atrb+++=elaborate
exhibition ^nn+nom+++=exhibition
or ^cc++++=or
spectacle ^nn++++=spectacle,
, ^zz++++=EXTRAWORD
a ^at++++=a
series ^nn++++=series
of ^in++++=of
stately ^jj+atrb+++=stately
tableaux ^nns++++=tableaux
or ^cc++++=or
living ^jj+atrb++xvbg+=living
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
frequently ^rb++++=frequently
historic ^jj++++=historic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
with ^in++++=with
poetic ^nn++++=poetic
spoken ^vbd+++xvbn+=spoken
interludes. ^nn+++??+=interludes.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Ah,"
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
beamed ^vbd+++xvbn+=beamed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
nodding ^vbg+++xvbg+=nodding
understandingly ^rb+cnj+++=understandingly,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
circus ^nn++++=circus!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
least ^rbt++++=least,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
your ^pp$+pp2+++=your
mind ^nn++++=mind
never ^rb++++=never
soar ^vb++++=soar?
? ^zz++++=EXTRAWORD
A ^at++++=A
pageant ^nn+nom+++=pageant
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
beautiful ^jj+atrb+++=beautiful
and ^cc+phrs+++=and
serious ^jj+atrb+++=serious
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
with ^in++++=with
lots ^nns++++=lots
of ^in++++=of
lovely ^jj+atrb+++=lovely
costumes ^nns++++=costumes,
, ^zz++++=EXTRAWORD
hundreds ^cds++++=hundreds
of ^in++++=of
people ^nns++++=people,
, ^zz++++=EXTRAWORD
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
historic ^jj+atrb+++=historic
scenes ^nns++++=scenes----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
broke ^vbd+++xvbnx+=broke
off ^rb+phrv+++=off
suddenly ^rb++++=suddenly.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
Granville ^np++++=Granville
founded ^vbd+++xvbn+=founded?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
sparkled ^vbd+++xvbn+=sparkled.
. ^zz++++=EXTRAWORD
" ^zz++++="Wonderful,"
wonderful ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
year ^nn++++=year
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
two ^cd++++=two
hundred ^cd++++=hundred
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
an ^at++++=an
historic ^jj+atrb+++=historic
pageant ^nn+nom+++=pageant--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
Growth ^nn++++=Growth
of ^in++++=of
Civilization ^nn+nom+++=Civilization
in ^in++++=in
Granville ^np++++=Granville."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
sounds ^vbz++++=sounds
expensive ^jj++++=expensive,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
objected ^vwbn+vpub++xvbn+=objected
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
sordid ^jj+pred+++=sordid,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
sordid ^jj++++=sordid,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
practical ^jj+atrb+++=practical
man ^nn++++=man.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
these ^dt+dem+++=these
kermesses ^nns+nom++??+=kermesses
and ^cc++++=and
feats ^nns++++=feats.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
cousin ^nn++++=cousin
Julia ^np++++=Julia
Onderdonk ^np+++??+=Onderdonk
got ^vbd+++xvbn+=got
up ^rp++++=up
a ^at++++=a
pageant ^nn+nom+++=pageant
in ^in++++=in
Peoria ^np+++??+=Peoria
once ^rb+tm+++=once
and ^cc+phrs+++=and
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=hasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
friend ^nn++++=friend
in ^in++++=in
the ^ati++++=the
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Besides ^rb+cnj+++=Besides
it ^pp3+it+++=it
only ^rb+down+++=only
netted ^vbd+++xvbn+=netted
fourteen ^cd++++=fourteen
dollars ^nns++++=dollars
for ^in++++=for
the ^ati++++=the
Bide ^np+++??+=Bide-a-wee
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
wee ^jj+atrb+++=EXTRAWORD
Home ^nr++++=Home.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
honey ^nn++++=honey,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
not ^xnot++not++=not
give ^vb++++=give
a ^at++++=a
good ^jj++++=good,
, ^zz++++=EXTRAWORD
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
chicken ^nn++++=chicken
supper ^nn++++=supper
in ^in++++=in
the ^ati++++=the
church ^npl++++=church
hall ^npl++++=hall,
, ^zz++++=EXTRAWORD
with ^in++++=with
perhaps ^rb++++=perhaps
a ^at++++=a
minstrel ^nn++++=minstrel
show ^nn++++=show
afterward ^rb++++=afterward?
