They ^pp3a+pp3+++=They
apron ^nn++++=apron
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
white ^jj++++=white
nor ^cc++neg++=nor
black ^nn++++=black.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
boots ^nns++++=boots
were ^vbd+bed+vrb++=were
commodious ^jj+pred+++=commodious.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
her ^pp3o+pp3+++=her
meal ^nn++++=meal
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
putting ^vbg+++xvbgx+=putting
a ^at++++=a
hat ^nn++++=hat-pin
- ^zz++++=EXTRAWORD
pin ^np++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
purpose ^nn++++=purpose
which ^whp+rel+obj++=which
hat ^nn++++=hat-pins
- ^zz++++=EXTRAWORD
pins ^nns++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
usually ^rb+down+++=usually
serve ^vb++++=serve.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gained ^vbd+++xvbnx+=gained
an ^at++++=an
honest ^jj++++=honest
living ^jj+++xvbg+=living
by ^in++++=by
painting ^xvbg+++xvbg+=painting
green ^npl++++=green
leaves ^nns++++=leaves
on ^in++++=on
yellow ^nn++++=yellow
wash ^vb++++=wash-basins
- ^zz++++=EXTRAWORD
basins ^nns++++=EXTRAWORD
in ^in++++=in
Stephen ^np++++=Stephen's
's ^$++++=EXTRAWORD
renowned ^jj+atrb+++=renowned
earthenware ^nn++++=earthenware
manufactory ^nn++++=manufactory.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spoke ^vbd+++xvbnx+=spoke
the ^ati++++=the
dialect ^nn++++=dialect
of ^in++++=of
the ^ati++++=the
people ^nn++++=people.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
probably ^rb++splt++=probably
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
Christian ^jj+atrb+++=Christian
Science ^nn+nom+++=Science,
, ^zz++++=EXTRAWORD
bridge ^npl++++=bridge,
, ^zz++++=EXTRAWORD
Paquin ^np+++??+=Paquin,
, ^zz++++=EXTRAWORD
Panhard ^np+++??+=Panhard,
, ^zz++++=EXTRAWORD
Father ^nn++++=Father
Vaughan ^np++++=Vaughan,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fall ^nn++++=fall
of ^in++++=of
consols ^nns+++??+=consols,
, ^zz++++=EXTRAWORD
osprey ^nn+++??+=osprey
plumes ^nns+++??+=plumes,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
the ^ati++++=the
new ^jj+atrb+++=new
theology ^nn++++=theology.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
knew ^vbd+vprv++xvbn+=knew
her ^pp$+pp3+++=her
name ^nn++++=name;
; ^zz++++=EXTRAWORD
even ^rb++++=even
Stephen ^np++++=Stephen
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet
the ^ati++++=the
whole ^jj+atrb+++=whole
house ^npl++++=house
was ^vbd+bedz+vrb++=was
agog ^jj+pred+++=agog
concerning ^in++++=concerning
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fact ^nn++++=fact
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
in ^in++++=in
the ^ati++++=the
painting ^jj+++xvbg+=painting-shops
- ^zz++++=EXTRAWORD
shops ^nns++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
various ^jj+atrb+++=various
manufactories ^nns++++=manufactories
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
painted ^vprf+++xvbnx+=painted
green ^nn++++=green
leaves ^nns++++=leaves
on ^in++++=on
yellow ^nn++++=yellow
wash ^vb++++=wash-basins
- ^zz++++=EXTRAWORD
basins ^nns++++=EXTRAWORD
( ^zz++++=(for
for ^in++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
her ^pp3o+pp3+++=her
life ^nn++++=life
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
little ^ap++++=little
else ^rb+cnj+++=else)
) ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
possessed ^vbd+++xvbnx+=possessed
a ^at++++=a
reputation ^nn+nom+++=reputation
as ^in++++=as
a ^at++++=a
prophet ^nn++++=prophet,
, ^zz++++=EXTRAWORD
seer ^nn++++=seer,
, ^zz++++=EXTRAWORD
oracle ^nn++++=oracle,
, ^zz++++=EXTRAWORD
fortune-teller ^jjr++++=fortune-teller--what
-- ^--+clp+++=EXTRAWORD
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
Polite ^jj+atrb+++=Polite
persons ^nns++++=persons
would ^md+prd+++=would
perhaps ^rb++++=perhaps
never ^rb++++=never
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
of ^in++++=of
her ^pp$+pp3+++=her
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
the ^ati++++=the
toiling ^jj+++xvbg+=toiling
millions ^cds++++=millions
of ^in++++=of
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
being ^vwbg+beg++xvbg+=being
of ^in++++=of
a ^at++++=a
rather ^rb++++=rather
secretive ^jj+atrb+++=secretive
nature ^nn++++=nature
in ^in++++=in
such ^abl++++=such
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
fortune ^nn++++=fortune-telling
- ^zz++++=EXTRAWORD
telling ^xvbg+++xvbg+=EXTRAWORD
been ^vprf+ben+aux+xvbn+=been
made ^vpsv++agls+xvbnx+=made
prominent ^jj++++=prominent
in ^in++++=in
the ^ati++++=the
district ^nn++++=district
by ^in++++=by
the ^ati++++=the
celebrated ^jj+atrb++xvbn+=celebrated
incident ^nn++++=incident
of ^in++++=of
the ^ati++++=the
fashionable ^jj+atrb+++=fashionable
palmist ^nn+nom+++=palmist.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fashionable ^jj+atrb+++=fashionable
palmist ^nn+nom+++=palmist,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
thriven ^vprf+++xvbn+=thriven
enormously ^rb+amp+++=enormously
in ^in++++=in
Bond ^np++++=Bond
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
undertaken ^vprf+++xvbnx+=undertaken
a ^at++++=a
tour ^nn++++=tour
through ^in++++=through
the ^ati++++=the
provinces ^nns++++=provinces
and ^cc++++=and
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
several ^ap++++=several
days ^nns++++=days
at ^in++++=at
Hanbridge ^np+++??+=Hanbridge
( ^zz++++=(our
our ^pp$+pp1+++=EXTRAWORD
metropolis ^nn++++=metropolis),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
an ^at++++=an
immense ^jj+atrb+++=immense
vogue ^nn++++=vogue
until ^cs+sub+++=until
the ^ati++++=the
Hanbridge ^np+++??+=Hanbridge
police ^nns++++=police
hit ^vbd+++xvbn+=hit
on ^in+ppvb+++=on
the ^ati++++=the
singular ^jj+atrb+++=singular
idea ^nn++++=idea
of ^in++++=of
prosecuting ^xvbg+++xvbg+=prosecuting
him ^pp3o+pp3+++=him
for ^in++++=for
an ^at++++=an
unlawful ^jj+atrb+++=unlawful
vagabond ^nn++++=vagabond.
. ^zz++++=EXTRAWORD
Stripped ^j+++xvbn+=Stripped
of ^in++++=of
twenty ^cd++++=twenty
pounds ^nns++++=pounds
odd ^jj++++=odd
in ^in++++=in
the ^ati++++=the
guise ^nn++++=guise
of ^in++++=of
a ^at++++=a
fine ^jj++++=fine
and ^cc++++=and
costs ^nns++++=costs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
having ^vbg+hvg++xvbg+=having
narrowly ^rb++++=narrowly
missed ^vbd+++xvbn+=missed
the ^ati++++=the
rigours ^nns++++=rigours
of ^in++++=of
our ^pp$+pp1+++=our
county ^nn++++=county
jail ^nn++++=jail,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
fashionable ^jj+atrb+++=fashionable
palmist ^nn+nom+++=palmist
and ^cc++++=and
soothsayer ^jjr++++=soothsayer
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
to ^in++++=to
Bond ^np++++=Bond
Street ^nn++++=Street
full ^jj++++=full
of ^in++++=of
hate ^nn++++=hate
and ^cc++++=and
respect ^nn++++=respect
for ^in++++=for
Midland ^jjb+atrb+++=Midland
justice ^nn++++=justice,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
fears ^nns++++=fears
not ^xnot++not++=not
and ^cc++++=and
has ^vbz+hvz+vrb++=has
a ^at++++=a
fist ^nn++++=fist
like ^in++++=like
a ^at++++=a
navvy ^nn+++??+=navvy's.
's. ^nn+++??+=EXTRAWORD
The ^ati++++=The
attention ^nn+nom+++=attention
of ^in++++=of
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
had ^vb+hv+aux++=had
thus ^rb+cnj+splt++=thus
been ^vprf+ben+aux+xvbnx+=been
naturally ^rb++splt++=naturally
drawn ^vpsv++agls+xvbn+=drawn
to ^in++++=to
fortune ^nn++++=fortune-telling
- ^zz++++=EXTRAWORD
telling ^vbg+nom++xvbg+=EXTRAWORD
in ^rb++++=in
general ^rb"++++=general.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
deemed ^vpsv++agls+xvbnx+=deemed
that ^tht+vcmp+++=that
in ^in++++=in
securing ^xvbg+++xvbg+=securing
a ^at++++=a
local ^jj+atrb+++=local
celebrity ^nn+nom+++=celebrity
( ^zz++++=(quite
quite ^rb++++=EXTRAWORD
an ^at++++=an
amateur ^nn++++=amateur,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
uncertainly ^rb++splt++=uncertainly
hoped ^vpsv++agls+xvbnx+=hoped,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
windy ^jj+atrb+++=windy
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
law ^nn++++=law)
) ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
diversion ^nn++++=diversion
of ^in++++=of
his ^pp$+pp3+++=his
Christmas ^np++++=Christmas
party ^nn++++=party
Stephen ^np++++=Stephen
Cheswardine ^np+++??+=Cheswardine
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
a ^at++++=a
stylish ^jj+atrb+++=stylish
and ^cc+phrs+++=and
original ^jj+atrb+++=original
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
no ^at++++=no
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
house ^npl++++=house
believed ^vbd+vprv++xvbn+=believed
in ^in++++=in
fortune ^nn++++=fortune-telling.
- ^zz++++=EXTRAWORD
telling ^vbg+nom++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
no ^at++++=no!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^in++++=as
an ^at++++=an
amusement ^nn+nom+++=amusement
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
amusing ^jj+pred+++=amusing.
. ^zz++++=EXTRAWORD
As ^in++++=As
fun ^nn++++=fun,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
her ^pp$+pp3+++=her
business ^nns+nom+++=business
with ^in++++=with
tea ^nn++++=tea-leaves:
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
: ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
tale ^nn++++=tale
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
considered ^vbd+vprv++xvbn+=considered
to ^to+vcmp+++=to
be ^vbi++vrb++=be
very ^ql+amp+++=very
distinguished ^jj+++xvbn+=distinguished.
. ^zz++++=EXTRAWORD
A ^at++++=A
crystal ^nn++++=crystal,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
even ^rb++++=even
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
anatomy ^nn++++=anatomy
of ^in++++=of
a ^at++++=a
sacrificed ^jj+atrb++xvbn+=sacrificed
fowl ^nn+++??+=fowl,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
better ^jjr++++=better
than ^in++++=than
tea ^nn++++=tea-leaves;
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
tea ^nn++++=tea-leaves
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
were ^vbd+bed+vrb++=were
decidedly ^rb++++=decidedly
lower ^jjr+atrb+++=lower
class ^nn++++=class.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
these ^dt+dem+++=these
drawbacks ^nns++++=drawbacks,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
question ^nn+nom+++=question
arose ^vbd+++xvbn+=arose
who ^whp+who+++=who
should ^md+nec+++=should
first ^od++++=first
visit ^vb++++=visit
the ^ati++++=the
witch ^nn++++=witch
of ^in++++=of
Endor ^np+++??+=Endor,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
certain ^jj+atrb+++=certain
hesitation ^nn+nom+++=hesitation.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
go ^vb++++=go!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^vbg+++xvbg+=going,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(a
a ^at++++=EXTRAWORD
superior ^nn++++=superior
laugh ^vb++++=laugh),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
decided ^vpsv++agls+xvbnx+=decided
that ^tht+vcmp+++=that
Jack ^np++++=Jack
Hall ^nn++++=Hall
and ^cc++++=and
Cissy ^np+++??+=Cissy
Woodruff ^np++++=Woodruff
( ^zz++++=(Charlie's
charlie ^np++++=EXTRAWORD
's ^$++++=EXTRAWORD
much ^ap++++=much
younger ^jjr+atrb+++=younger
sister ^nn++++=sister),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
pair ^nn++++=pair
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
engaged ^vpsv++agls+xvbnx+=engaged
to ^to++++=to
be ^vbi+vbi+aux++=be
married ^vpsv++agls+xvbnx+=married
for ^in++++=for
exactly ^rb++++=exactly
three ^cd++++=three
days ^nns++++=days,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
make ^vb++++=make
the ^ati++++=the
first ^od++++=first
call ^vb++++=call.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ascended ^vbd+++xvbnx+=ascended,
, ^zz++++=EXTRAWORD
blushing ^vbg+++xvbg+=blushing
and ^cc++++=and
brave ^jj++++=brave.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
Jack ^np++++=Jack
Hall ^npl++++=Hall
descended ^vbd+++xvbn+=descended
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
nervously ^rb++++=nervously
playing ^jj+++xvbg+=playing
with ^in++++=with
the ^ati++++=the
silk ^nn++++=silk
handkerchief ^nn++++=handkerchief
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
lodged ^vpsv++agls+xvbnx+=lodged
in ^in++++=in
his ^pp$+pp3+++=his
beautiful ^jj+atrb+++=beautiful
white ^jj+atrb+++=white
waistcoat ^nn++++=waistcoat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
witch ^nn++++=witch
of ^in++++=of
Endor ^np+++??+=Endor
had ^vbd+hvd+aux++=had
informed ^vprf+++xvbnx+=informed
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
never ^rb++++=never
received ^vbd+++xvbn+=received
the ^ati++++=the
two ^cd++++=two
sexes ^nns++++=sexes
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
expelled ^vprf+++xvbnx+=expelled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
incident ^nn++++=incident
greatly ^rb+amp+++=greatly
enhanced ^vbd+++xvbn+=enhanced
the ^ati++++=the
witch ^nn++++=witch's
's ^$++++=EXTRAWORD
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Stephen ^np++++=Stephen
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
mention ^nn+nom+++=mention
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
that ^tht+vcmp+++=that
the ^ati++++=the
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
grandmother ^nn+nom+++=grandmother
before ^in++++=before
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
fortune ^nn++++=fortune-tellers.
- ^zz++++=EXTRAWORD
tellers ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Somehow ^rb++++=Somehow
that ^cs+sub+++=that
statement ^nn+nom+++=statement
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
strike ^vbi++++=strike
everybody ^pn++++=everybody
full ^jj++++=full
in ^in++++=in
the ^ati++++=the
face ^nn++++=face;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
set ^vbd+++xvbn+=set
a ^at++++=a
seal ^nn++++=seal
on ^in++++=on
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
the ^ati++++=the
witch ^nn++++=witch,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
her ^pp$+pp3+++=her
genuine ^jj++++=genuine.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
an ^at++++=an
uncanny ^nn++++=uncanny
feeling ^xvbg+++xvbg+=feeling
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
spread ^vbi++++=spread
through ^in++++=through
the ^ati++++=the
house ^npl++++=house
as ^ql++++=as
the ^ati++++=the
house ^npl++++=house
waited ^vbd+++xvbn+=waited
for ^in++++=for
Cissy ^np+++??+=Cissy
to ^in++++=to
reappear ^nn+++??+=reappear.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
very ^ql+amp+++=very
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cissy ^np+++??+=Cissy,
, ^zz++++=EXTRAWORD
on ^in++++=on
emerging ^nn++++=emerging.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
group ^nn++++=group
formed ^vbd+++xvbn+=formed
at ^rb++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
she ^pp3a+pp3+++=she
tell ^vb++++=tell
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
must ^md+nec+++=must
expect ^vb+vprv+++=expect
a ^at++++=a
very ^ql+amp+++=very
important ^jj+atrb+++=important
letter ^nn++++=letter
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^rb++++=much
would ^md+prd+++=would
depend ^vb++++=depend
on ^in++++=on
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
next ^ap++++=next
year ^nn++++=year
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+vrb++=be
a ^at++++=a
big ^jj+atrb+++=big
removal ^nn++++=removal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
large ^jj+atrb+++=large
lumbering ^jj+atrb++xvbg+=lumbering
piece ^nn++++=piece
of ^in++++=of
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
go ^vb++++=go
a ^at++++=a
journey ^nn++++=journey
over ^in++++=over
water ^nn++++=water.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
quite ^rb++++=quite
right ^jj++++=right,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
the ^ati++++=the
letter ^nn++++=letter's
's ^vbz+bez+vrb++0=EXTRAWORD
from ^in++++=from
grandma ^np++++=grandma;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^vb++++=hope
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
go ^vb++++=go
to ^in++++=to
France ^np++++=France--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thenceforward ^np+++??+=Thenceforward
the ^ati++++=the
witch ^nn++++=witch
without ^in++++=without
a ^at++++=a
name ^nn++++=name
held ^vbd+vprv++xvbn+=held
continuous ^jj+atrb+++=continuous
receptions ^nns+nom+++=receptions
in ^in++++=in
the ^ati++++=the
boudoir ^nn++++=boudoir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
boudoir ^nn++++=boudoir
gradually ^rb++++=gradually
grew ^vbd+++xvbn+=grew
into ^in++++=into
an ^at++++=an
abode ^nn++++=abode
of ^in++++=of
mystery ^nn+nom+++=mystery
and ^cc++++=and
strangeness ^nns+nom+++=strangeness,
, ^zz++++=EXTRAWORD
hypnotizing ^jj+++xvbg+=hypnotizing
the ^ati++++=the
entire ^jjb++++=entire
house ^npl++++=house.
. ^zz++++=EXTRAWORD
People ^nns++++=People
went ^vbd+++xvbn+=went
thither ^rb++++=thither;
; ^zz++++=EXTRAWORD
people ^nns++++=people
came ^vbd+++xvbn+=came
back ^jjb++++=back;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
pictured ^vpsv++agls+xvbnx+=pictured
to ^in++++=to
themselves ^ppls+pp3+++=themselves
something ^pn++++=something
very ^ql+amp+++=very
incantatory ^jj++++=incantatory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
little ^jj++++=little
by ^in++++=by
little ^jj++++=little
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
up ^rp++++=up
their ^pp$+pp3+++=their
minds ^nns++++=minds
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
thought ^nn+++xvbn+=thought
the ^ati++++=the
woman ^nn++++=woman
excellent ^jj++++=excellent,
, ^zz++++=EXTRAWORD
others ^aps++++=others
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
rot ^nn++++=rot.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
none ^pn++++=none
denied ^vbd+vpub++xvbn+=denied
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
interesting ^jj+pred+++=interesting.
. ^zz++++=EXTRAWORD
None ^pn++++=None
could ^md+pos+++=could
possibly ^rb++splt++=possibly
deny ^vb+vpub+++=deny
that ^tht+vcmp+++=that
the ^ati++++=the
fortune ^nn++++=fortune-telling
- ^zz++++=EXTRAWORD
telling ^vbg+nom++xvbg+=EXTRAWORD
had ^vbd+hvd+aux++=had
killed ^vprf+++xvbnx+=killed
every ^at++++=every
other ^ap++++=other
diversion ^nn++++=diversion
provided ^vwbn+vsua++xvbn+=provided
by ^in++++=by
the ^ati++++=the
hospitable ^jj+atrb+++=hospitable
Stephen ^np++++=Stephen
and ^cc++++=and
Vera ^np++++=Vera
( ^zz++++=(except
except ^in++++=EXTRAWORD
the ^ati++++=the
refreshments ^nns+nom+++=refreshments).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
scornful ^jj+atrb+++=scornful
scoffers ^nns+nom+++=scoffers
made ^vbd+++xvbn+=made
a ^at++++=a
concession ^nn++++=concession
and ^cc++++=and
kindly ^jj++++=kindly
consented ^jj+++xvbn+=consented
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
boudoir ^nn++++=boudoir.
. ^zz++++=EXTRAWORD
Stephen ^np++++=Stephen
went ^vbd+++xvbn+=went.
. ^zz++++=EXTRAWORD
Charlie ^np++++=Charlie
went ^vbd+++xvbn+=went.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
Mayor ^nn++++=Mayor
of ^in++++=of
