Being ^vbg+beg++xvbg+=Being
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
and ^cc++++=and
this ^dt+pdem+++=this
Will ^md+prd+++=Will
Shakespeare ^vb++++=Shakespeare,
, ^zz++++=EXTRAWORD
even ^rb++++=even
to ^in++++=to
the ^ati++++=the
saying ^vb+++xvbg+=saying
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
sonnets ^nns++++=sonnets
to ^in++++=to
my ^pp$+pp1+++=my
Lord ^npt++++=Lord.
. ^zz++++=EXTRAWORD
Howbeit ^np+++??+=Howbeit,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
was ^vbd+bedz+aux++=was
exceeding ^vbg+++xvbgx+=exceeding
wroth ^nn+++??+=wroth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
to ^to++++=to
beguile ^vbi++++=beguile
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
propose ^vb++++=propose
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
should ^md+nec+++=should
leave ^vb++++=leave
our ^pp$+pp1+++=our
horses ^nns++++=horses
and ^cc++++=and
cargoes ^nns++++=cargoes
of ^in++++=of
manuscript ^nn++++=manuscript
behind ^in+pl+++=behind
and ^cc++++=and
cross ^nn++++=cross
on ^in++++=on
the ^ati++++=the
ice ^nn++++=ice
afoot ^rb+cnj+++=afoot,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
conceit ^nn++++=conceit
pleased ^vbd+++xvbn+=pleased
him ^pp3o+pp3+++=him
mightily ^rb++++=mightily.
. ^zz++++=EXTRAWORD
In ^in++++=In
sooth ^np++++=sooth
it ^pp3+it+++=it
chanced ^vbd+++xvbn+=chanced
well ^jj+pred+++=well
with ^in++++=with
what ^wdt+who+++=what
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
for ^in++++=for
hardly ^rb+down+++=hardly
were ^vbd+bed+vrb++=were
we ^pp1a+pp1+++=we
on ^in++++=on
the ^ati++++=the
river ^nn++++=river
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
great ^jj+atrb+++=great
crowd ^nn++++=crowd
coming ^vwbg+++xvbg+=coming
from ^in++++=from
Westminster ^np+nom+++=Westminster,
, ^zz++++=EXTRAWORD
before ^in++++=before
a ^at++++=a
caravan ^nn++++=caravan
of ^in++++=of
strange ^jj+atrb+++=strange
animals ^nns+nom+++=animals
and ^cc++++=and
savages ^nns+nom+++=savages
in ^in++++=in
masks ^vbz++++=masks,
, ^zz++++=EXTRAWORD
capering ^jj+++xvbg+=capering
and ^cc++++=and
capricolling ^nn+nom+++=capricolling,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
after ^in++++=after
them ^pp3o+pp3+++=them
divers ^nns++++=divers
sledges ^nns+++??+=sledges
quaintly ^jj++++=quaintly
fashioned ^jj+++xvbn+=fashioned
like ^in++++=like
swannes ^nns+++??+=swannes,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
were ^vbd+bed+aux++=were
ladies ^nns++++=ladies
attired ^vbd+++xvbn+=attired
as ^ql++++=as
fairies ^nns++++=fairies
and ^cc++++=and
goddesses ^nns+nom+++=goddesses
and ^cc++++=and
such ^abl++++=such
like ^in++++=like
heathen ^jj+atrb+++=heathen
and ^cc+phrs+++=and
wanton ^jj+atrb+++=wanton
trumpery ^nn+nom+++=trumpery,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
blunt ^np++++=blunt
man ^nn++++=man,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
fallen ^vprf+++xvbn+=fallen
to ^to++++=to
cursing ^vbi++++=cursing,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
not ^xnot++not++=not
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
himself ^ppl+pp3+++=himself
damned ^vbd+++xvbn+=damned
me ^pp1o+pp1+++=me
under ^in++++=under
his ^pp$+pp3+++=his
breath ^nn++++=breath
to ^to++++=to
hold ^vbi+vprv+++=hold
my ^pp$+pp1+++=my
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
recognized ^vprf++tht0+xvbnx+=recognized
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
of ^in++++=of
Leicester ^np+nom+++=Leicester's
's ^$++++=EXTRAWORD
colours ^nns++++=colours
and ^cc++++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
no ^at++++=no
doubt ^nn++++=doubt
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
of ^in++++=of
the ^ati++++=the
Court ^nn++++=Court.
. ^zz++++=EXTRAWORD
As ^ql++++=As
forsooth ^vb+++??+=forsooth
this ^dt+pdem+++=this
did ^vbd+dod+aux++=did
presently ^rb+tm+splt++=presently
appear ^vb+seem+++=appear;
; ^zz++++=EXTRAWORD
also ^rb++++=also
that ^cs+sub+++=that
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
Gracious ^jj+atrb+++=Gracious
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
self ^nn++++=self--masked
-- ^--+clp+++=EXTRAWORD
masked ^xvbn+++xvbn+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
general ^jj+atrb+++=general
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
the ^ati++++=the
better ^jjr++++=better
to ^to+jcmp+++=to
enjoy ^vbi++++=enjoy
these ^dt+dem+++=these
miscalled ^jj+atrb++xvbn+=miscalled
festivities ^nns+nom+++=festivities.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
miscalled ^jj+++xvbn+=miscalled,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
a ^at++++=a
loyal ^jj+atrb+++=loyal
subject ^nn++++=subject
of ^in++++=of
her ^pp$+pp3+++=her
Majesty ^nn++++=Majesty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
who ^whp+rel+subj++=who
hath ^vbz+hvz+aux++=hath
borne ^vprf+++xvbnx+=borne
arms ^nns++++=arms
at ^in++++=at
Tilbury ^np++++=Tilbury
Fort ^nn++++=Fort
in ^in++++=in
defence ^nn+nom+++=defence
of ^in++++=of
her ^pp$+pp3+++=her
Majesty ^nn++++=Majesty,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
inflamed ^jj++++=inflamed
my ^pp$+pp1+++=my
choler ^jjr++++=choler,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
plain ^nn++++=plain
and ^cc++++=and
blunt ^jj+atrb+++=blunt
man ^nn++++=man,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
Mightiness ^nns+nom++??+=Mightiness
should ^md+nec+++=should
so ^ql++++=so
degrade ^vb+++??+=degrade
her ^pp$+pp3+++=her
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
Howbeit ^np+++??+=Howbeit,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
hath ^vbz+hvz+vrb++=hath
his ^pp$+pp3+++=his
way ^nn++++=way
to ^to++++=to
make ^vbi++++=make
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
mine ^nn++++=mine
eyes ^nns++++=eyes
well ^rb++++=well
upon ^in++++=upon
the ^ati++++=the
anticks ^nns+++??+=anticks
of ^in++++=of
the ^ati++++=the
Great ^jj++++=Great,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
joined ^vbd+++xvbn+=joined
the ^ati++++=the
group ^nn++++=group
of ^in++++=of
maskers ^nns+nom+++=maskers
and ^cc++++=and
their ^pp$+pp3+++=their
follies ^nns++++=follies.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recognized ^vbd+++xvbnx+=recognized
her ^pp3o+pp3+++=her
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
presence ^nn+nom+++=presence
by ^in++++=by
her ^pp$+pp3+++=her
discourse ^nn++++=discourse
in ^in++++=in
three ^cd++++=three
languages ^nns+nom+++=languages
to ^to++++=to
as ^cs+sub+++=as
many ^ap++++=many
Ambassadors ^npt++++=Ambassadors
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
present ^jj+pred+++=present--though
-- ^--+clp+++=EXTRAWORD
though ^cs+sub+++=EXTRAWORD
I ^pp1a+pp1+++=I
marked ^vbd+++xvbnx+=marked
well ^jj+pred+++=well
that ^tht+jcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
not ^xnot++not++=not
forgotten ^jj+++xvbn+=forgotten
her ^pp3o+pp3+++=her
own ^ap++++=own
tongue ^nn++++=tongue,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
one ^pn++++=one
of ^in++++=of
her ^pp$+pp3+++=her
ladies ^nns++++=ladies
" ^zz++++="a
a ^at++++=EXTRAWORD
sluttish ^jj+atrb+++=sluttish
wench ^nn+++??+=wench,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
nor ^cc++neg++=nor
her ^pp$+pp3+++=her
English ^jj+atrb+++=English
spirit ^nn++++=spirit
in ^in++++=in
cuffing ^xvbg+++xvbg+=cuffing
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
of ^in++++=of
Essex ^np++++=Essex's
's ^$++++=EXTRAWORD
ears ^nns++++=ears
for ^in++++=for
some ^dti++++=some
indecorum ^nn+++??+=indecorum--which,
-- ^--+clp+++=EXTRAWORD
which ^whp+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
plain ^jj+atrb+++=plain
man ^nn++++=man
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
curt ^jj++++=curt
in ^in++++=in
speech ^nn++++=speech
and ^cc++++=and
action ^nn++++=action,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
rejoice ^vb++++=rejoice
me ^pp1o+pp1+++=me
greatly ^rb+amp+++=greatly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
must ^md+nec+++=must
relate ^vb++++=relate
one ^cd1++++=one
feat ^nn++++=feat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
like ^in++++=like
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
in ^in++++=in
England ^np++++=England
before ^in++++=before
or ^cc++++=or
since ^in++++=since.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
dance ^nn++++=dance
of ^in++++=of
the ^ati++++=the
maskers ^nns+nom+++=maskers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
it ^pp3+it+++=it
her ^pp$+pp3+++=her
Majesty ^nn++++=Majesty
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
Ambassador ^nn++++=Ambassador
from ^in++++=from
Spayne ^np+++??+=Spayne
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
latest ^jjt+atrb+++=latest
French ^jj+atrb+++=French
dance ^nn++++=dance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
replied ^vbd+vpub++xvbnx+=replied
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Whereupon ^cs+sub+++=Whereupon
Her ^pp$+pp3+++=Her
Most ^ql+emph+++=Most
Excellent ^jj+atrb+++=Excellent
Majesty ^nn++++=Majesty
skipt ^vbd+++xvbn+=skipt
back ^jjb++++=back
a ^at++++=a
pace ^nn++++=pace
and ^cc++++=and
forward ^rb++++=forward
a ^at++++=a
pace ^nn++++=pace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lifting ^nvbg+++xvbg+=lifting
her ^pp3o+pp3+++=her
hoop ^nn++++=hoop,
, ^zz++++=EXTRAWORD
delivered ^xvbn+++xvbn+=delivered
a ^at++++=a
kick ^vb++++=kick
at ^rb++++=at
his ^pp$+pp3+++=his
Excellency ^np++++=Excellency's
's ^$++++=EXTRAWORD
hat ^nn++++=hat
which ^whp+rel+subj++=which
sent ^vbd+++xvbn+=sent
it ^pp3+it+++=it
flying ^jj+++xvbg+=flying
the ^ati++++=the
space ^nn++++=space
of ^in++++=of
a ^at++++=a
good ^jj+atrb+++=good
English ^jj+atrb+++=English
ell ^nn+++??+=ell
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head!
! ^zz++++=EXTRAWORD
Howbeit ^np+++??+=Howbeit
so ^ql++++=so
great ^np++++=great
was ^vbd+bedz+vrb++=was
the ^ati++++=the
acclamation ^nn+nom+++=acclamation
that ^tht+rel+obj++=that
her ^pp3o+pp3+++=her
Majesty ^nn++++=Majesty
was ^vbd+bedz+aux++=was
graciously ^rb++splt++=graciously
moved ^vpsv++agls+xvbnx+=moved
to ^to++++=to
repeat ^vbi++++=repeat
it ^pp3+it+++=it
to ^in++++=to
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
of ^in++++=of
Leicester ^np+nom+++=Leicester,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
tripping ^vbg+++xvbg+=tripping
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
high ^jj+atrb+++=high
heels ^nns++++=heels
caught ^vbd+++xvbn+=caught
in ^in++++=in
her ^pp$+pp3+++=her
farthingale ^nn++++=farthingale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
would ^md+prd+++=would
have ^vb+hv+aux++=have
fallen ^vprf+++xvbn+=fallen
on ^in+ppvb+++=on
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
that ^dt+dem+++=that
my ^pp$+pp1+++=my
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
with ^in++++=with
exceeding ^xvbg+++xvbg+=exceeding
swiftness ^nns+nom+++=swiftness
and ^cc++++=and
dexterity ^nn+nom+++=dexterity,
, ^zz++++=EXTRAWORD
whisked ^xvbn+++xvbn+=whisked
his ^pp$+pp3+++=his
cloak ^nn++++=cloak
from ^in++++=from
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
spreading ^vbg+++xvbg+=spreading
it ^pp3+it+++=it
under ^in++++=under
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql+emph+++=so
received ^jj+++xvbn+=received
her ^pp$+pp3+++=her
body ^nn++++=body
in ^in++++=in
its ^pp$+it+++=its
folds ^nns++++=folds
on ^in++++=on
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
without ^in++++=without
himself ^ppl+pp3+++=himself
touching ^jj+++xvbg+=touching
her ^pp3o+pp3+++=her
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
person ^nn++++=person.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
Majesty ^nn++++=Majesty
was ^vbd+bedz+aux++=was
greatly ^rb+amp+splt++=greatly
pleased ^vpsv++agls+xvbnx+=pleased
at ^rb++++=at
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bade ^vbd+++xvbn+=bade
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
buy ^vb++++=buy
another ^dt++++=another
cloak ^nn++++=cloak
at ^rb++++=at
her ^pp3o+pp3+++=her
cost ^nn++++=cost,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
swallowed ^vbd+++xvbn+=swallowed
an ^at++++=an
estate ^nn++++=estate;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
replyed ^vbd+++xvbn+=replyed,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
lying ^jj+atrb++xvbg+=lying
fashion ^nn++++=fashion
of ^in++++=of
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
honour ^vb++++=honour
enough ^qlp++++=enough
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
be ^vbi+vbi+aux++=be
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
keep ^vbi++++=keep
it ^pp3+it+++=it
after ^cs+sub+++=after
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
her ^pp$+pp3+++=her
Royal ^jj+atrb+++=Royal
person ^nn++++=person."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
this ^dt+dem+++=this
hap ^nn+++??+=hap
hath ^vbz+hvz+aux++=hath
been ^vprf+ben+aux+xvbnx+=been
partly ^rb+down+splt++=partly
related ^vpsv++agls+xvbn+=related
of ^in++++=of
another ^dt++++=another
person ^nn++++=person--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
shipman ^nn++++=shipman
Raleigh ^np++++=Raleigh--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
such ^abl++++=such
as ^ql++++=as
deny ^vb+vpub+++=deny
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
lie ^vb++++=lie
in ^in++++=in
their ^pp$+pp3+++=their
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
John ^np++++=John
Longbowe ^np+++??+=Longbowe,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
cause ^nn++++=cause--miserable
-- ^--+clp+++=EXTRAWORD
miserable ^jj++++=EXTRAWORD
cause ^vb++++=cause
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
warrant ^nn+nom+++=warrant--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
remember ^nn+nom+++=remember
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
can ^md+pos+++=can
bear ^vb+vprv+++=bear
me ^pp1o+pp1+++=me
out ^rp+pl+++=out!
! ^zz++++=EXTRAWORD
For ^in+strn+++=For,
, ^zz++++=EXTRAWORD
spite ^in"++++=spite
of ^in++++=of
his ^pp$+pp3+++=his
fair ^jj+atrb+++=fair
speeches ^nns++++=speeches,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
quit ^vb++++=quit
of ^in++++=of
the ^ati++++=the
Royal ^jj+atrb+++=Royal
presence ^nn+nom+++=presence,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
threw ^vbd+++xvbnx+=threw
me ^pp1o+pp1+++=me
his ^pp$+pp3+++=his
wet ^nn++++=wet
and ^cc++++=and
bedraggled ^jj+atrb++xvbn+=bedraggled
cloak ^nn++++=cloak
and ^cc++++=and
bade ^vbd+++xvbn+=bade
me ^pp1o+pp1+++=me
change ^vb++++=change
it ^pp3+it+++=it
with ^in++++=with
him ^pp3o+pp3+++=him
for ^in++++=for
mine ^pp$$++++=mine
own ^ap++++=own,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry
and ^cc+phrs+++=and
warm ^jj++++=warm.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
simple ^jj+atrb+++=simple
act ^nn++++=act
which ^whp+rel+subj++=which
wrought ^vwbn+++xvbn+=wrought
the ^ati++++=the
lamentable ^jj+atrb+++=lamentable
and ^cc+phrs+++=and
cruel ^jj+atrb+++=cruel
deed ^nn++++=deed
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
the ^ati++++=the
victim ^nn++++=victim,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
followed ^vbd+vprv+tht0+xvbnx+=followed
my ^pp$+pp1+++=my
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
apparelled ^jj+++xvbn+=apparelled,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
suddenly ^rb++splt++=suddenly
set ^vpsv++agls+xvbnx+=set
upon ^in++++=upon
and ^cc++++=and
seized ^vbd+++xvbn+=seized,
, ^zz++++=EXTRAWORD
a ^at++++=a
choke ^vb++++=choke-pear
- ^zz++++=EXTRAWORD
pear ^nn++++=EXTRAWORD
clapt ^vbd+++xvbn+=clapt
into ^in++++=into
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
cry ^vb++++=cry
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
mine ^nn++++=mine
eyes ^nns++++=eyes
bandaged ^vbd+++xvbn+=bandaged,
, ^zz++++=EXTRAWORD
mine ^nn++++=mine
elbows ^nns++++=elbows
pinioned ^vbd+++xvbn+=pinioned
at ^rb++++=at
my ^pp$+pp1+++=my
side ^nn++++=side
in ^cs+sub+++=in
that ^cs"++++=that
fatall ^jj+atrb++??+=fatall
cloak ^nn++++=cloak
like ^vb++++=like
to ^to+vcmp+++=to
a ^at++++=a
trussed ^jj+atrb++xvbn+=trussed
fowl ^nn+++??+=fowl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbnx+=carried
to ^to++++=to
where ^wrb+who+++=where
the ^ati++++=the
ice ^nn++++=ice
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thrust ^vpsv++agls+xvbn+=thrust
into ^in++++=into
a ^at++++=a
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
Thence ^rb++++=Thence
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
conveyed ^vpsv++agls+xvbnx+=conveyed
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
rude ^jj+atrb+++=rude
sort ^nn++++=sort
to ^in++++=to
a ^at++++=a
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
dragged ^j+++xvbn+=dragged
up ^rp++++=up
her ^pp$+pp3+++=her
smooth ^jj+atrb+++=smooth,
, ^zz++++=EXTRAWORD
wet ^jj+atrb+++=wet
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clapt ^vpsv++agls+xvbn+=clapt
under ^in++++=under
hatches ^nns++++=hatches.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
helpless ^jj++++=helpless
as ^in++++=as
in ^in"++++=in
a ^at++++=a
swoon ^nn++++=swoon.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
with ^in++++=with
a ^at++++=a
great ^nn++++=great
trampling ^vwbg+++xvbg+=trampling
on ^in++++=on
the ^ati++++=the
decks ^nns++++=decks
above ^jjb++++=above
and ^cc++++=and
the ^ati++++=the
washing ^jj+++xvbg+=washing
of ^in++++=of
waves ^nns++++=waves
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
that ^dt+dem+++=that
the ^ati++++=the
ship ^nn++++=ship
was ^vbd+bedz+aux++=was
moving ^vbg+++xvbgx+=moving--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^rb++++=a
little ^rb"++++=little
space ^nn++++=space
the ^ati++++=the
hatch ^nn++++=hatch
was ^vbd+bedz+aux++=was
lifted ^vpsv++agls+xvbnx+=lifted
from ^in++++=from
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay,
, ^zz++++=EXTRAWORD
the ^ati++++=the
choke ^vb++++=choke-pear
- ^zz++++=EXTRAWORD
pear ^nn++++=EXTRAWORD
taken ^vwbn+++xvbn+=taken
from ^in++++=from
my ^pp$+pp1+++=my
mouth ^nn++++=mouth;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
the ^ati++++=the
bandage ^nn+nom+++=bandage
from ^in++++=from
mine ^nn++++=mine
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
nought ^vbd+++xvbn+=nought
around ^rp++++=around
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
a ^at++++=a
strange ^jj+atrb+++=strange
voice ^nn++++=voice
say ^vb+vpub+++=say:
: ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
coil ^nn++++=coil
is ^vbz+bez+vrb++=is
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
Lord ^np++++=Lord's
's ^$++++=EXTRAWORD
cloak ^nn++++=cloak
in ^in++++=in
sooth ^np++++=sooth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
that ^tht+rel+subj++=that
lieth ^vbz++++=lieth
