Many ^ap++++=Many
agreeable ^jj+atrb+++=agreeable
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
Suddenly ^rb+cnj+++=Suddenly,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
pause ^nn++++=pause
of ^in++++=of
the ^ati++++=the
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
dead ^jj+atrb+++=dead
silence ^nn+nom+++=silence
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
startling ^jj+pred+++=startling
by ^in++++=by
contrast ^nn++++=contrast
with ^in++++=with
the ^ati++++=the
previous ^jj+atrb+++=previous
uproar ^nn++++=uproar,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
gentle ^nn++++=gentle
tapping ^vwbg+++xvbg+=tapping,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
come ^vbi++++=come
from ^in+ppvb+++=from
the ^ati++++=the
wall ^nn++++=wall
behind ^in+pl+++=behind
my ^pp$+pp1+++=my
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
was ^vbd+bedz+vrb++=was
such ^abl++++=such
as ^ql++++=as
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++by+xvbnx+=made
by ^in++++=by
a ^at++++=a
human ^jj+atrb+++=human
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
as ^in++++=as
upon ^in++++=upon
a ^at++++=a
door ^nn++++=door
by ^in++++=by
one ^cd1++++=one
asking ^jj+atrb++xvbg+=asking
admittance ^nn+nom+++=admittance,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
as ^in++++=as
an ^at++++=an
agreed ^jj+atrb++xvbn+=agreed
signal ^nn++++=signal,
, ^zz++++=EXTRAWORD
an ^at++++=an
assurance ^nn+nom+++=assurance
of ^in++++=of
someone ^pn++++=someone's
's ^vbz+bez+vrb++0=EXTRAWORD
presence ^nn+nom+++=presence
in ^in++++=in
an ^at++++=an
adjoining ^jj+atrb++xvbg+=adjoining
room ^nn++++=room;
; ^zz++++=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancy ^jj++++=fancy,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
more ^rbr++++=more
experience ^nn+nom+++=experience
of ^in++++=of
such ^abl++++=such
communications ^nns+nom+++=communications
than ^cs+sub+++=than
we ^pp1a+pp1+++=we
should ^md+nec+++=should
care ^vb+vprv+++=care
to ^to+vcmp+++=to
relate ^vbi++++=relate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
Dampier ^np+++??+=Dampier.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
possibly ^rb++++=possibly
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
of ^in++++=of
amusement ^nn+nom+++=amusement
in ^in++++=in
the ^ati++++=the
look ^nn++++=look
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
observe ^vb+vprv+++=observe
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
appeared ^vbd+seem++xvbnx+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
forgotten ^vprf+++xvbn+=forgotten
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
staring ^vbg+++xvbgx+=staring
at ^rb++++=at
the ^ati++++=the
wall ^nn++++=wall
behind ^rp+pl+++=behind
me ^pp1o+pp1+++=me
with ^in++++=with
an ^at++++=an
expression ^nn++++=expression
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
name ^vb++++=name,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
my ^pp$+pp1+++=my
memory ^nn++++=memory
of ^in++++=of
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
as ^ql++++=as
vivid ^jj+atrb+++=vivid
today ^nr+tm+++=to-day
as ^ql++++=as
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
sense ^nn++++=sense
of ^in++++=of
it ^pp3+it+++=it
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
The ^ati++++=The
situation ^nn+nom+++=situation
was ^vbd+bedz+aux++=was
embarrassing ^vbg+++xvbgx+=embarrassing!
! ^zz++++=EXTRAWORD
; ^zz++++=;
I ^pp1a+pp1+++=I
rose ^vbd+++xvbnx+=rose
to ^to++++=to
take ^vbi++++=take
my ^pp$+pp1+++=my
leave ^nn++++=leave.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
recover ^vbi++++=recover
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
' ^zz++++='Please
please ^uh++++=EXTRAWORD
be ^vb+be+aux++=be
seated ^vpsv++agls+xvbnx+=seated,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
no ^at++++=no
one ^cd1++++=one
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
tapping ^nvbg+++xvbg+=tapping
was ^vbd+bedz+aux++=was
repeated ^vpsv++agls+xvbnx+=repeated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
gentle ^jj+atrb+++=gentle,
, ^zz++++=EXTRAWORD
slow ^jj+atrb+++=slow
insistence ^nn+nom+++=insistence
as ^ql++++=as
before ^in++++=before.
. ^zz++++=EXTRAWORD
' ^zz++++='Pardon
pardon ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
late ^jj+pred+++=late.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
I ^pp1a+pp1+++=I
call ^vb++++=call
tomorrow ^nr+tm+++=tomorrow?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled
a ^rb++++=a
little ^rb"++++=little
mechanically ^rb+cnj+++=mechanically,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
delicate ^jj++++=delicate
of ^in++++=of
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
quite ^rb++++=quite
needless ^jj++++=needless.
. ^zz++++=EXTRAWORD
Really ^rb+cnj+++=Really,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^ap+down+++=only
room ^nn++++=room
in ^in++++=in
the ^ati++++=the
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
one ^cd1++++=one
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
At ^rb++++=At
least ^rb"++++=least
- ^zz++++=-'
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
left ^vbd+++xvbnx+=left
the ^ati++++=the
sentence ^nn+nom+++=sentence
incomplete ^jj++++=incomplete,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
up ^rp++++=up
a ^at++++=a
window ^nn++++=window,
, ^zz++++=EXTRAWORD
the ^ati++++=the
only ^rb+down+++=only
opening ^nvbg+++xvbg+=opening
in ^in++++=in
the ^ati++++=the
wall ^nn++++=wall
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
sound ^nn++++=sound
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
come ^vbi++++=come.
. ^zz++++=EXTRAWORD
' ^zz++++='See.'
see ^vb+vprv+++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
clearly ^rb++++=clearly
knowing ^vbg+vprv++xvbg+=knowing
what ^wdt+who+whcl++=what
else ^rb+cnj+++=else
to ^to++++=to
do ^vbi++++=do
I ^pp1a+pp1+++=I
followed ^vbd+vprv++xvbnx+=followed
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
A ^at++++=A
street ^npl++++=street-lamp
- ^zz++++=EXTRAWORD
lamp ^nn++++=EXTRAWORD
some ^dti++++=some
little ^jj+atrb+++=little
distance ^nn+nom+++=distance
away ^rp+pl+++=away
gave ^vbd+++xvbn+=gave
enough ^qlp++++=enough
light ^jj++++=light
through ^in++++=through
the ^ati++++=the
murk ^nn++++=murk
of ^in++++=of
the ^ati++++=the
rain ^nn++++=rain
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
again ^rb+tm+splt++=again
falling ^nvbg+++xvbg+=falling
in ^in++++=in
torrents ^nns+++??+=torrents
to ^to++++=to
make ^vbi++++=make
it ^pp3+it+++=it
entirely ^rb+amp+++=entirely
plain ^jj++++=plain
that ^tht+jcmp+++=that
' ^zz++++='no
no ^at++++=EXTRAWORD
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
In ^in++++=In
truth ^nn++++=truth
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
but ^cc++++=but
the ^ati++++=the
sheer ^jjb+atrb+++=sheer
blank ^jj+atrb+++=blank
wall ^nn++++=wall
of ^in++++=of
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Dampier ^np+++??+=Dampier
closed ^vbd+++xvbn+=closed
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
signing ^nvbg+++xvbg+=signing
me ^pp1o+pp1+++=me
to ^in++++=to
my ^pp$+pp1+++=my
seat ^nn++++=seat
resumed ^vbd+++xvbn+=resumed
his ^pp$+pp3+++=his
own ^ap++++=own.
. ^zz++++=EXTRAWORD
The ^ati++++=The
incident ^nn++++=incident
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
in ^in++++=in
itself ^ppl++++=itself
particularly ^rb++++=particularly
mysterious ^jj++++=mysterious;
; ^zz++++=EXTRAWORD
any ^dti++++=any
one ^pn++++=one
of ^in++++=of
a ^at++++=a
dozen ^cd++++=dozen
explanations ^nns+nom+++=explanations
was ^vbd+bedz+vrb++=was
possible ^jj+pred+++=possible
( ^zz++++=(though
though ^cs+sub+++=EXTRAWORD
none ^pn++++=none
has ^vbz+hvz+aux++=has
occured ^vprf+++xvbnx+=occured
to ^in++++=to
me ^pp1o+pp1+++=me),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
it ^pp3+it+++=it
impressed ^vbd+++xvbn+=impressed
me ^pp1o+pp1+++=me
strangely ^rb+cnj+++=strangely,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
from ^in++++=from
my ^pp$+pp1+++=my
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
effort ^nn++++=effort
to ^to+ncmp+++=to
reassure ^vbi++++=reassure
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
dignify ^vbi++++=dignify
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
certain ^jj+atrb+++=certain
significance ^nn+nom+++=significance
and ^cc++++=and
importance ^nn+nom+++=importance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
proved ^jj+++xvbnx+=proved
that ^tht+jcmp+++=that
no ^at++++=no
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^cs+sub+++=in
that ^cs"++++=that
fact ^nn++++=fact
lay ^vbd+++xvbn+=lay
all ^abn++++=all
the ^ati++++=the
interest ^nn++++=interest;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
proffered ^vbd+++xvbnx+=proffered
no ^at++++=no
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
silence ^nn+nom+++=silence
was ^vbd+bedz+vrb++=was
irritating ^jj+pred+++=irritating
and ^cc++++=and
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
resentful ^jj++++=resentful.
. ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
good ^jj+atrb+++=good
friend ^nn++++=friend,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
somewhat ^rb+down+++=somewhat
ironically ^rb+cnj+++=ironically,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
disposed ^jj+++xvbn+=disposed
to ^to+jcmp+++=to
question ^nn+nom+++=question
your ^pp$+pp2+++=your
right ^nn++++=right
to ^to+ncmp+++=to
harbor ^vb++++=harbor
as ^in++++=as
many ^ap++++=many
spooks ^nns+++??+=spooks
as ^ql++++=as
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
agreeable ^jj++++=agreeable
to ^in++++=to
your ^pp$+pp2+++=your
taste ^nn++++=taste
and ^cc++++=and
consistent ^jj++++=consistent
with ^in++++=with
your ^pp$+pp2+++=your
notions ^nns+nom+++=notions
of ^in++++=of
companionship ^nn+nom+++=companionship;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
no ^at++++=no
business ^nns+nom+++=business
of ^in++++=of
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
being ^vbg+beg++xvbg+=being
just ^rb+emph+++=just
a ^at++++=a
plain ^jj+atrb+++=plain
man ^nn++++=man
of ^in++++=of
affairs ^nns++++=affairs,
, ^zz++++=EXTRAWORD
mostly ^rb++++=mostly
of ^in++++=of
this ^dt+dem+++=this
world ^nn++++=world,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
find ^vb+vprv+++=find
spooks ^nns+++??+=spooks
needless ^vb++++=needless
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
peace ^nn++++=peace
and ^cc++++=and
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^vbg+++xvbgx+=going
to ^in++++=to
my ^pp$+pp1+++=my
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
my ^pp$+pp1+++=my
fellow ^jjb++++=fellow-guests
- ^zz++++=EXTRAWORD
guests ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
still ^rb++++=still
in ^in++++=in
the ^ati++++=the
flesh ^nn++++=flesh.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
very ^ql+amp+++=very
civil ^jj+atrb+++=civil
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
manifested ^vbd+++xvbnx+=manifested
no ^at++++=no
feeling ^jj+++xvbg+=feeling
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='Kindly
kindly ^rb++++=EXTRAWORD
remain ^vb++++=remain',
', ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
grateful ^jj+pred+++=grateful
for ^in++++=for
your ^pp$+pp2+++=your
presence ^nn+nom+++=presence
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
to ^to+vcmp+++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
myself ^ppl+pp1+++=myself
to ^to++++=to
have ^vbi+vbi+aux++=have
heard ^vprf+++xvbnx+=heard
twice ^rb++++=twice
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
illusion ^nn++++=illusion.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
much ^ap++++=much
to ^in++++=to
me ^pp1o+pp1+++=me
more ^ql++++=more
than ^cs+sub+++=than
you ^pp2+pp2+++=you
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Have
a ^at++++=a
fresh ^jj+atrb+++=fresh
cigar ^nn++++=cigar
and ^cc++++=and
a ^at++++=a
good ^jj+atrb+++=good
stock ^nn++++=stock
of ^in++++=of
patience ^nn+nom+++=patience
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
the ^ati++++=the
story ^nn++++=story.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
falling ^nvbg+++xvbg+=falling
more ^rbr++++=more
steadily ^rb+cnj+++=steadily,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
low ^jj+atrb+++=low,
, ^zz++++=EXTRAWORD
monotonous ^jj+atrb+++=monotonous
susurration ^nn+nom+++=susurration,
, ^zz++++=EXTRAWORD
interrupted ^j+++xvbn+=interrupted
at ^rb++++=at
long ^rb++++=long
intervals ^nns+nom+++=intervals
by ^in++++=by
the ^ati++++=the
sudden ^jj++++=sudden
slashing ^jj++++=slashing
of ^in++++=of
the ^ati++++=the
boughs ^nns++++=boughs
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees
as ^in++++=as
the ^ati++++=the
wind ^nn++++=wind
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+aux++=was
well ^rb++++=well
advanced ^vbd+vsua++xvbn+=advanced,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
both ^abx++++=both
sympathy ^nn++++=sympathy
and ^cc++++=and
curiosity ^nn+nom+++=curiosity
held ^vbd+vprv++xvbn+=held
me ^pp1o+pp1+++=me
a ^at++++=a
willing ^jj+atrb+++=willing
listener ^nn+nom+++=listener
to ^in++++=to
my ^pp$+pp1+++=my
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
monologue ^nn+++??+=monologue,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
interrupt ^vb++++=interrupt
by ^in++++=by
a ^at++++=a
single ^jj+atrb+++=single
word ^nn++++=word
from ^in++++=from
beginning ^xvbg+++xvbg+=beginning
to ^in++++=to
end ^nn++++=end.
. ^zz++++=EXTRAWORD
' ^zz++++='Ten
ten ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb+cnj+++=ago,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
occupied ^vbd+++xvbnx+=occupied
a ^at++++=a
ground ^nn++++=ground-floor
- ^zz++++=EXTRAWORD
floor ^nn++++=EXTRAWORD
apartment ^nn+nom+++=apartment
in ^in++++=in
one ^pn++++=one
of ^in++++=of
a ^at++++=a
row ^nn++++=row
of ^in++++=of
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
all ^abn++++=all
alike ^rb+cnj+++=alike,
, ^zz++++=EXTRAWORD
away ^rp+pl+++=away
at ^in++++=at
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
on ^in++++=on
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
call ^vb++++=call
Rincon ^np+++??+=Rincon
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
best ^jjt+atrb+++=best
quarter ^nn++++=quarter
of ^in++++=of
San ^np++++=San
Francisco ^np++++=Francisco,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
neglect ^nn++++=neglect
and ^cc++++=and
decay ^nn++++=decay,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
because ^cs+cos+++=because
the ^ati++++=the
primitive ^jj+atrb+++=primitive
character ^nn+nom+++=character
of ^in++++=of
its ^pp$+it+++=its
domestic ^jj+atrb+++=domestic
architecture ^nn++++=architecture
no ^at++++=no
longer ^rbr++++=longer
suited ^vbd+++xvbn+=suited
the ^ati++++=the
maturing ^jj+atrb++xvbg+=maturing
tastes ^nns++++=tastes
of ^in++++=of
our ^pp$+pp1+++=our
wealthy ^jj+atrb+++=wealthy
citizens ^nns++++=citizens,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
because ^cs+cos+++=because
certain ^jj+atrb+++=certain
public ^nn++++=public
improvements ^nns+nom+++=improvements
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
a ^at++++=a
wreck ^nn++++=wreck
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
row ^nn++++=row
of ^in++++=of
dwellings ^nns+nom+++=dwellings
in ^in++++=in
one ^pn++++=one
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived
stood ^vprf+++xvbn+=stood
a ^rb++++=a
little ^rb"++++=little
way ^nn++++=way
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
each ^dt++++=each
having ^jj+++xvbg+=having
a ^at++++=a
miniature ^nn++++=miniature
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
separated ^j+++xvbn+=separated
from ^in++++=from
its ^pp$+it+++=its
neighbors ^nns++++=neighbors
by ^in++++=by
low ^jj+atrb+++=low
iron ^nn++++=iron
fences ^nns++++=fences
and ^cc++++=and
bisected ^vpsv++agls+xvbn+=bisected
with ^in++++=with
mathematical ^jj+atrb+++=mathematical
precision ^nn++++=precision
by ^in++++=by
a ^at++++=a
box ^nn++++=box-bordered
- ^zz++++=EXTRAWORD
bordered ^vwbn+++xvbn+=EXTRAWORD
gravel ^nn++++=gravel
walk ^nn++++=walk
from ^in++++=from
gate ^nn++++=gate
to ^in++++=to
door ^nn++++=door.
. ^zz++++=EXTRAWORD
' ^zz++++='One
one ^cd1++++=EXTRAWORD
morning ^nn++++=morning
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
leaving ^vbg+++xvbgx+=leaving
my ^pp$+pp1+++=my
lodging ^nn++++=lodging
I ^pp1a+pp1+++=I
observed ^vbd+vprv++xvbnx+=observed
a ^at++++=a
young ^jj+atrb+++=young
girl ^nn++++=girl
entering ^vwbg+++xvbg+=entering
the ^ati++++=the
adjoining ^jj+++xvbg+=adjoining
garden ^npl++++=garden
on ^in++++=on
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
warm ^jj+atrb+++=warm
day ^nn++++=day
in ^in++++=in
June ^nr++++=June,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
lightly ^rb++splt++=lightly
gowned ^vpsv++agls+xvbnx+=gowned
in ^in++++=in
white ^nn++++=white.
. ^zz++++=EXTRAWORD
From ^in++++=From
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders
hung ^vbd+++xvbn+=hung
a ^at++++=a
broad ^jj+atrb+++=broad
straw ^nn++++=straw
hat ^nn++++=hat
profusely ^rb++++=profusely
decorated ^vbd+++xvbn+=decorated
with ^in++++=with
flowers ^nns+nom+++=flowers
and ^cc++++=and
wonderfully ^rb++++=wonderfully
beribboned ^jj++++=beribboned
in ^in++++=in
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
attention ^nn+nom+++=attention
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
long ^jj++++=long
held ^vpsv++by+xvbn+=held
by ^in++++=by
the ^ati++++=the
exquisite ^jj+atrb+++=exquisite
simplicity ^nn+nom+++=simplicity
of ^in++++=of
her ^pp$+pp3+++=her
costume ^nn++++=costume,
, ^zz++++=EXTRAWORD
for ^in++++=for
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
look ^vb++++=look
at ^rb++++=at
her ^pp$+pp3+++=her
face ^nn++++=face
and ^cc++++=and
think ^vb+vprv+++=think
of ^in++++=of
anything ^pn++++=anything
earthly ^jj++++=earthly.
. ^zz++++=EXTRAWORD
