All ^abn++++=All
to ^in"++++=to
who ^whp+who+++=who
is ^vbz+bez+aux++=is
to ^to++++=to
pay ^vb++++=pay
the ^ati++++=the
fare ^nn++++=fare.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
theater ^jjr++++=theater,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be
members ^nns+nom+++=members
of ^in++++=of
a ^at++++=a
box ^nn++++=box-party,
- ^zz++++=EXTRAWORD
party ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
who ^whp+rel+subj++=who
insist ^vb+vpub+++=insist
on ^in++++=on
occupying ^xvbg+++xvbg+=occupying
the ^ati++++=the
rear ^jjb+atrb+++=rear
chairs ^nns++++=chairs;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
seats ^nns++++=seats
are ^vb+ber+vrb++=are
in ^in++++=in
the ^ati++++=the
orchestra ^nn++++=orchestra,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
worry ^vb+vprv+++=worry
audibly ^jj++++=audibly,
, ^zz++++=EXTRAWORD
all ^abn++++=all
through ^in++++=through
the ^ati++++=the
performance ^nn+nom+++=performance,
, ^zz++++=EXTRAWORD
about ^in++++=about
their ^pp$+pp3+++=their
being ^vbg+beg++xvbg+=being
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
see ^vb+vprv+++=see
better ^jjr++++=better
than ^cs+sub+++=than
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
finally ^rb++++=finally
in ^in++++=in
desperation ^nn+nom+++=desperation
you ^pp2+pp2+++=you
grant ^vb+vsua+tht0++=grant
their ^pp$+pp3+++=their
plea ^nn++++=plea
and ^cc++++=and
change ^nn++++=change
seats ^nns++++=seats
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If,
, ^zz++++=EXTRAWORD
by ^in++++=by
so ^ql++++=so
doing ^nvbg+++xvbg+=doing,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
can ^md+pos+++=can
bring ^vb++++=bring
a ^rb++++=a
little ^rb"++++=little
discomfort ^nn++++=discomfort
on ^in++++=on
themselves ^ppls+pp3+++=themselves--sit
-- ^--+clp+++=EXTRAWORD
sit ^vb++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
draught ^nn++++=draught,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
behind ^in+pl+++=behind
a ^at++++=a
pillar ^nn++++=pillar--than
-- ^--+clp+++=EXTRAWORD
than ^in++++=EXTRAWORD
their ^pp$+pp3+++=their
happiness ^nns+nom+++=happiness
is ^vbz+bez+vrb++=is
complete ^jj+pred+++=complete.
. ^zz++++=EXTRAWORD
To ^to++++=To
feel ^vbi+vprv+++=feel
the ^ati++++=the
genial ^jj+atrb+++=genial
glow ^nn++++=glow
of ^in++++=of
martyrdom ^nn+nom+++=martyrdom--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
all ^abn++++=all
they ^pp3a+pp3+++=they
ask ^vb++++=ask
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
are ^vb+ber+vrb++=are
punctilious ^jj+pred+++=punctilious
in ^in++++=in
their ^pp$+pp3+++=their
observation ^nn+nom+++=observation
of ^in++++=of
correct ^jj++++=correct
little ^ap++++=little
ceremonies ^nns++++=ceremonies.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
borrow ^vb++++=borrow
a ^at++++=a
postage ^nn+nom+++=postage
stamp ^nn++++=stamp,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
immediately ^rb+tm+++=immediately
offer ^vb++++=offer
two ^cd++++=two
pennies ^nns++++=pennies
in ^in++++=in
return ^in"++++=return
for ^in"++++=for
it ^pp3+it+++=it--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
insist ^vb+vpub+++=insist
upon ^in++++=upon
this ^dt+dem+++=this
business ^nns+nom+++=business
transaction ^nn+nom+++=transaction.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
never ^rb++++=never
fail ^vb++++=fail
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
birthdays ^nns++++=birthdays--their
-- ^--+clp+++=EXTRAWORD
their ^pp$+pp3+++=EXTRAWORD
little ^jj+atrb+++=little
gift ^nn++++=gift
always ^rb++++=always
brings ^vbz++++=brings
with ^in++++=with
it ^pp3+it+++=it
a ^at++++=a
sharp ^jj+atrb+++=sharp
stab ^nn++++=stab
of ^in++++=of
remembrance ^nn+nom+++=remembrance
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
blissfully ^rb++splt++=blissfully
ignored ^vprf+++xvbnx+=ignored
their ^pp$+pp3+++=their
own ^ap++++=own
natal ^np++++=natal
day ^nn++++=day.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
last ^jj+atrb+++=last
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
on ^in++++=on
Christmas ^np++++=Christmas
Eve ^nn++++=Eve,
, ^zz++++=EXTRAWORD
comes ^vbz++++=comes
a ^at++++=a
present ^nn++++=present
from ^in++++=from
some ^dti++++=some
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
whose ^whp+rel+obj++=whose
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
rush ^nn++++=rush
of ^in++++=of
holiday ^nn++++=holiday
shopping ^vwbg+++xvbg+=shopping
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
completely ^rb+amp+splt++=completely
overlooked ^vprf+++xvbnx+=overlooked.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
go ^vb++++=go
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
it ^pp3+it+++=it
only ^rb+down+++=only
for ^in++++=for
an ^at++++=an
overnight ^jjb+atrb+++=overnight
stay ^nn++++=stay,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
never ^rb++++=never
neglect ^vb++++=neglect
to ^to++++=to
send ^vbi++++=send
postcards ^nns++++=postcards
bearing ^vwbg+++xvbg+=bearing
views ^nns++++=views
of ^in++++=of
the ^ati++++=the
principal ^jjb+atrb+++=principal
buildings ^nns++++=buildings
of ^in++++=of
the ^ati++++=the
place ^nn++++=place
to ^in++++=to
all ^abn++++=all
their ^pp$+pp3+++=their
acquaintances ^nns+nom+++=acquaintances;
; ^zz++++=EXTRAWORD
to ^in++++=to
their ^pp$+pp3+++=their
intimates ^nns+nom+++=intimates,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
always ^rb++++=always
bring ^vb++++=bring
back ^rb+phrv+++=back
some ^dti++++=some
local ^jj+atrb+++=local
souvenir ^nn+++??+=souvenir--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
tiny ^jj+atrb+++=tiny
dish ^nn++++=dish,
, ^zz++++=EXTRAWORD
featuring ^vbg+++xvbg+=featuring
the ^ati++++=the
gold ^nn++++=gold-lettered
- ^zz++++=EXTRAWORD
lettered ^jj+atrb++xvbn+=EXTRAWORD
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
town ^nn++++=town;
; ^zz++++=EXTRAWORD
a ^at++++=a
thimble ^nn+++??+=thimble
in ^in++++=in
an ^at++++=an
appropriate ^jj+atrb+++=appropriate
case ^nn++++=case,
, ^zz++++=EXTRAWORD
both ^abx++++=both
bearing ^jj+++xvbg+=bearing
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
their ^pp$+pp3+++=their
native ^jj+atrb+++=native
city ^nn++++=city;
; ^zz++++=EXTRAWORD
a ^at++++=a
tie ^nn++++=tie-rack
- ^zz++++=EXTRAWORD
rack ^nn++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
its ^pp$+it+++=its
place ^nn++++=place
of ^in++++=of
residence ^nn+nom+++=residence
burned ^vbd+++xvbn+=burned
decoratively ^jj++++=decoratively
on ^in++++=on
its ^pp$+it+++=its
wood ^nn++++=wood;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
such ^abl++++=such
useful ^jj+atrb+++=useful
novelty ^nn++++=novelty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lives ^nns++++=lives
of ^in++++=of
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
are ^vb+ber+aux++=are
crowded ^vpsv++agls+xvbnx+=crowded
with ^in++++=with
Occasions ^nns++++=Occasions,
, ^zz++++=EXTRAWORD
each ^dt++++=each
with ^in++++=with
its ^pp$+it+++=its
own ^ap++++=own
ritual ^jjb++++=ritual
which ^whp+who+++=which
must ^md+nec+++=must
be ^vb+be+aux++=be
solemnly ^rb++splt++=solemnly
followed ^vpsv++agls+xvbnx+=followed.
. ^zz++++=EXTRAWORD
On ^in++++=On
Mother ^np++++=Mother's
's ^$++++=EXTRAWORD
Day ^nn++++=Day,
, ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
conscientiously ^rb++++=conscientiously
wear ^vb++++=wear
carnations ^nns+nom+++=carnations;
; ^zz++++=EXTRAWORD
on ^rp++++=on
St ^npl++++=St.
. ^zz++++=EXTRAWORD
Patrick ^np++++=Patrick's
's ^$++++=EXTRAWORD
Day ^nn++++=Day,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
faithfully ^rb++++=faithfully
don ^npt++++=don
boutonnieres ^nns+nom++??+=boutonnieres
of ^in++++=of
shamrocks ^nns+++??+=shamrocks;
; ^zz++++=EXTRAWORD
on ^in++++=on
Columbus ^np+++??+=Columbus
Day ^nn++++=Day,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
carefully ^rb++++=carefully
pin ^nn++++=pin
on ^rp++++=on
miniature ^nn++++=miniature
Italian ^jj+atrb+++=Italian
flags ^nns++++=flags.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
feast ^nn++++=feast
must ^md+nec+++=must
be ^vb+be+aux++=be
celebrated ^vpsv++by+xvbnx+=celebrated
by ^in++++=by
the ^ati++++=the
sending ^jj+++xvbg+=sending
out ^rp+pl+++=out
of ^in++++=of
cards--valentine ^nn+++??+=cards--Valentine's
's ^$++++=EXTRAWORD
Day ^nn++++=Day,
, ^zz++++=EXTRAWORD
Arbor ^np+++??+=Arbor,
, ^zz++++=EXTRAWORD
Groundhog ^np+++??+=Groundhog
Day ^nn++++=Day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
other ^ap++++=other
important ^jj+atrb+++=important
festivals ^nns+nom+++=festivals,
, ^zz++++=EXTRAWORD
each ^dt++++=each
is ^vbz+bez+aux++=is
duly ^rb++splt++=duly
observed ^vpsv++agls+xvbnx+=observed.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
a ^at++++=a
perfect ^jj+atrb+++=perfect
genius ^nn++++=genius
for ^in++++=for
discovering ^xvbg+++xvbg+=discovering
appropriate ^jj+atrb+++=appropriate
cards ^nns++++=cards
of ^in++++=of
greeting ^xvbg+++xvbg+=greeting
for ^in++++=for
the ^ati++++=the
event ^nn++++=event.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
take ^vb++++=take
hours ^nns++++=hours
of ^in++++=of
research ^nn++++=research.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
long ^rb++++=long
a ^at++++=a
time ^nn++++=time
between ^in++++=between
holidays ^nns++++=holidays,
, ^zz++++=EXTRAWORD
than ^in++++=than
the ^ati++++=the
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
will ^md+prd+++=will
send ^vb++++=send
little ^jj+atrb+++=little
cards ^nns++++=cards
or ^cc++++=or
little ^jj+atrb+++=little
mementoes ^nns++++=mementoes,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
surprises ^nns++++=surprises.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
strong ^jj+pred+++=strong
on ^in++++=on
surprises ^nns++++=surprises
anyway ^rb++++=anyway.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
delights ^nns++++=delights
him ^pp3o+pp3+++=him
to ^to++++=to
drop ^vbi++++=drop
in ^in++++=in
unexpectedly ^rb++++=unexpectedly
on ^in++++=on
his ^pp$+pp3+++=his
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
known ^vbd+vprv++xvbn+=known
the ^ati++++=the
joy ^nn++++=joy
of ^in++++=of
those ^dt+dem+++=those
evenings ^nns++++=evenings
when ^wrb+who+++=when
some ^dti++++=some
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
just ^rb+emph+++=just
runs ^vbz++++=runs
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
surprise ^nn++++=surprise?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
particularly ^rb++++=particularly
effective ^jj+pred+++=effective
when ^wrb+who+++=when
a ^at++++=a
chosen ^jj+atrb++xvbn+=chosen
company ^nn++++=company
of ^in++++=of
other ^ap++++=other
guests ^nns++++=guests
happens ^vbz+vsua+++=happens
to ^to+vcmp+++=to
be ^vbi++vrb++=be
present ^jj+pred+++=present--enough
-- ^--+clp+++=EXTRAWORD
enough ^qlp++++=EXTRAWORD
for ^in++++=for
two ^cd++++=two
tables ^nns++++=tables
of ^in++++=of
bridge ^nn++++=bridge,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
means ^vbz++++=means
that ^tht+rel+obj++=that
the ^ati++++=the
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
must ^md+nec+++=must
cut ^vb+++xvbn+=cut
in ^in++++=in
at ^in++++=at
intervals ^nns+nom+++=intervals,
, ^zz++++=EXTRAWORD
volubly ^jj++++=volubly
voicing ^jj+++xvbg+=voicing
his ^pp$+pp3+++=his
desolation ^nn+nom+++=desolation
at ^rb++++=at
causing ^vbg+++xvbg+=causing
so ^ql++++=so
much ^ap++++=much
inconvenience ^nn+nom+++=inconvenience,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
apologizing ^nvbg+++xvbg+=apologizing
constantly ^rb++++=constantly
during ^in++++=during
the ^ati++++=the
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
admirable ^jj++++=admirable
though ^cs+sub+++=though
it ^pp3+it+++=it
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
never ^rb++++=never
receives ^vbz++++=receives
its ^pp$+it+++=its
just ^rb+emph+++=just
due ^jj++++=due
of ^in++++=of
attention ^nn+nom+++=attention
and ^cc++++=and
appreciation ^nn+nom+++=appreciation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
believe ^vb+vprv+++=believe
and ^cc++++=and
frequently ^rb++++=frequently
quote ^vb++++=quote
the ^ati++++=the
exemplary ^jj+atrb+++=exemplary
precept ^nn++++=precept
that ^tht+ncmp+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
in ^in++++=in
everybody ^pn++++=everybody;
; ^zz++++=EXTRAWORD
hanging ^vbg+++xvbg+=hanging
in ^in++++=in
his ^pp$+pp3+++=his
bedchamber ^jjr++++=bedchamber
is ^vbz+bez+aux++=is
the ^ati++++=the
whimsically ^rb++++=whimsically
phrased ^vbd+++xvbn+=phrased,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
vital ^jj++++=vital,
, ^zz++++=EXTRAWORD
statement ^nn+nom+++=statement,
, ^zz++++=EXTRAWORD
done ^xvbn+++xvbn+=done
in ^in++++=in
burned ^vbd+++xvbn+=burned
leather ^nn++++=leather--"There
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
so ^ql++++=so
much ^ap++++=much
good ^jj++++=good
in ^in++++=in
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
us ^pp1o+pp1+++=us
and ^cc++++=and
so ^ql++++=so
much ^ap++++=much
bad ^jj++++=bad
in ^in++++=in
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
us ^pp1o+pp1+++=us
that ^cs+sub+++=that
it ^pp3+it+++=it
hardly ^rb+down+++=hardly
behooves ^vbz+++??+=behooves
any ^dti++++=any
of ^in++++=of
us ^pp1o+pp1+++=us
to ^to++++=to
talk ^vbi++++=talk
about ^in++++=about
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
archly ^rb++++=archly
quotes ^vbz++++=quotes
on ^in++++=on
appropriate ^jj+atrb+++=appropriate
occasions ^nns++++=occasions.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
or ^cc++++=or
three ^cd++++=three
may ^md+pos+++=may
be ^vb+be+aux++=be
gathered ^vpsv++agls+xvbnx+=gathered
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
intimately ^rb++++=intimately
discussing ^vbg+++xvbg+=discussing
some ^dti++++=some
mutual ^jj+atrb+++=mutual
acquaintance ^nn+nom+++=acquaintance.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
just ^rb+emph+splt++=just
getting ^vbg+++xvbgx+=getting
really ^rb+emph+++=really
absorbing ^jj+++xvbg+=absorbing,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
comes ^vbz++++=comes
the ^ati++++=the
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul,
, ^zz++++=EXTRAWORD
to ^to++++=to
utter ^vbi++++=utter
his ^pp$+pp3+++=his
dutiful ^jj++++=dutiful.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
judge ^vb++++=judge
harshly ^rb++++=harshly--after
-- ^--+clp+++=EXTRAWORD
after ^in++++=EXTRAWORD
all ^abn++++=all,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
always ^rb++splt++=always
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
many ^ap++++=many
times ^nns++++=times
our ^pp$+pp1+++=our
own ^ap++++=own
actions ^nns+nom+++=actions
may ^md+pos+++=may
be ^vb+be+aux++=be
misconstrued ^vpsv++agls+xvbnx+=misconstrued."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Somehow ^rb+cnj+++=Somehow,
, ^zz++++=EXTRAWORD
after ^in++++=after
several ^ap++++=several
of ^in++++=of
these ^dt+dem+++=these
little ^ap++++=little
reminders ^nns+nom+++=reminders,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
general ^jj++++=general
waning ^jj++++=waning
of ^in++++=of
interest ^nn++++=interest;
; ^zz++++=EXTRAWORD
the ^ati++++=the
little ^ap++++=little
gathering ^xvbg+++xvbg+=gathering
breaks ^vbz++++=breaks
up ^rp++++=up,
, ^zz++++=EXTRAWORD
inventing ^vbg+++xvbg+=inventing
quaint ^jj+atrb+++=quaint
excuses ^nns++++=excuses
to ^to++++=to
get ^vbi++++=get
away ^rb+phrv+++=away
and ^cc++++=and
discuss ^vb++++=discuss
the ^ati++++=the
thing ^nn++++=thing
more ^rbr++++=more
fully ^rb+cnj+++=fully,
, ^zz++++=EXTRAWORD
adding ^vbg+vpub++xvbg+=adding
a ^ap++++=a
few ^ap"++++=few
really ^rb+emph+++=really
good ^jj+atrb+++=good
details ^nns++++=details,
, ^zz++++=EXTRAWORD
some ^dti++++=some
place ^nn++++=place
where ^wrb+who+++=where
the ^ati++++=the
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
will ^md+prd+++=will
not ^xnot++not++=not
follow ^vb+vprv+++=follow.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
pitifully ^rb++++=pitifully
ignorant ^jj++++=ignorant
of ^in++++=of
their ^pp$+pp3+++=their
evil ^jj+atrb+++=evil
purpose ^nn++++=purpose
glows ^nns+++??+=glows
with ^in++++=with
the ^ati++++=the
warmth ^nn++++=warmth
of ^in++++=of
conscious ^jj+atrb+++=conscious
virtue ^nn++++=virtue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
settles ^vbz++++=settles
himself ^ppl+pp3+++=himself
to ^to++++=to
read ^vbn+vprv++xvbn+=read
the ^ati++++=the
Contributors ^nns++++=Contributors'
' ^zz++++=EXTRAWORD
Club ^nn++++=Club,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Atlantic ^np++++=Atlantic
Monthly ^jj++++=Monthly,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
duty ^nn++++=duty
well ^rb++++=well
done ^vbd+++xvbn+=done.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
it ^pp3+it+++=it
must ^md+nec+++=must
not ^xnot++not++=not
be ^vb+be+aux++=be
thought ^vpsv++agls+xvbnx+=thought
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
virtue ^nn++++=virtue
lifts ^vbz++++=lifts
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
above ^in+pl+++=above
the ^ati++++=the
enjoyment ^nn+nom+++=enjoyment
of ^in++++=of
popular ^jj+atrb+++=popular
pastimes ^nns++++=pastimes.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does
not ^xnot++not++=not;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
enthusiasts ^nns++++=enthusiasts
on ^in++++=on
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
good ^jj+atrb+++=good,
, ^zz++++=EXTRAWORD
wholesome ^jj+atrb+++=wholesome
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
lavishly ^rb++++=lavishly
patronize ^vb++++=patronize
the ^ati++++=the
drama ^nn++++=drama,
, ^zz++++=EXTRAWORD
in ^in++++=in
its ^pp$+it+++=its
cleaner ^jjr+atrb+++=cleaner
forms ^nns++++=forms.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
flock ^vb++++=flock
to ^in++++=to
the ^ati++++=the
plays ^nns++++=plays
of ^in++++=of
Miss ^npt++++=Miss
Rachel ^np++++=Rachel
Crothers ^nns+nom++??+=Crothers,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Eleanor ^np++++=Eleanor
Porter ^nn++++=Porter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
Childs ^np+++??+=Childs
Carpenter ^nn+nom+++=Carpenter.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
passionate ^jj+atrb+++=passionate
admireres ^nns+nom++??+=admireres
of ^in++++=of
the ^ati++++=the
art ^nn++++=art
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
William ^np++++=William
Hodge ^np+++??+=Hodge.
. ^zz++++=EXTRAWORD
In ^in++++=In
literature ^nn++++=literature,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
worship ^nn+nom+++=worship
at ^rb++++=at
the ^ati++++=the
chaste ^jj+atrb+++=chaste
shrines ^nns++++=shrines
of ^in++++=of
Harold ^np++++=Harold
Bell ^np++++=Bell
Wright ^np++++=Wright,
, ^zz++++=EXTRAWORD
Gene ^np++++=Gene
Stratton ^np+++??+=Stratton-Porter,
- ^zz++++=EXTRAWORD
porter ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor
Hallowell ^np+++??+=Hallowell
Abbott ^np+++??+=Abbott,
, ^zz++++=EXTRAWORD
Alice ^np++++=Alice
Hegan ^np+++??+=Hegan
Rice ^np++++=Rice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
triple ^jj++++=triple-named
- ^zz++++=EXTRAWORD
named ^xvbn+++xvbn+=EXTRAWORD
apostles ^nns++++=apostles
of ^in++++=of
optimism ^nn+nom+++=optimism.
. ^zz++++=EXTRAWORD
The ^ati++++=The
have ^vb+hv+aux++=have
never ^rb++splt++=never
felt ^vprf+++xvbnx+=felt
the ^ati++++=the
same ^ap++++=same
towards ^in++++=towards
Arnold ^np++++=Arnold
Bennett ^np++++=Bennett
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
sprung ^vbd+++xvbnx+=sprung
" ^zz++++="The
the ^ati++++=EXTRAWORD
Pretty ^rb++++=Pretty
Lady ^npt++++=Lady"
" ^zz++++=EXTRAWORD
on ^in++++=on
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
no ^at++++=no
longer ^rbr++++=longer
give ^vb++++=give
" ^zz++++="The
the ^ati++++=EXTRAWORD
Human ^jj+atrb+++=Human
Machine ^nn++++=Machine"
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
to ^to++++=to
Live ^vbi++++=Live
on ^in++++=on
Twenty ^cd++++=Twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
Hours ^nns++++=Hours
a ^at++++=a
Day ^nn++++=Day"
" ^zz++++=EXTRAWORD
as ^in++++=as
birthday ^nn++++=birthday
offerings ^nns++++=offerings
to ^in++++=to
their ^pp$+pp3+++=their
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
In ^in++++=In
poetry ^nn++++=poetry,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
Tennyson ^np+++??+=Tennyson,
, ^zz++++=EXTRAWORD
Whittier ^np+nom++??+=Whittier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Longfellow ^np++++=Longfellow
stand ^nn++++=stand
for ^in++++=for
the ^ati++++=the
highest ^jjt++++=highest,
, ^zz++++=EXTRAWORD
