Many ^ap++++=Many
telling ^jj+++xvbg+=telling
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
much ^ap++++=much
better ^jjr++++=better
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+aux++=be
to ^to++++=to
stick ^vbi++++=stick
with ^in++++=with
the ^ati++++=the
reform ^nn++++=reform
fellows ^nns++++=fellows;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
boy ^nn++++=boy
got ^vbd+++xvbn+=got
his ^pp$+pp3+++=his
courage ^nn+nom+++=courage
screwed ^vbd+++xvbn+=screwed
up ^rp++++=up
to ^to++++=to
speaking ^vbi++++=speaking
point ^nn++++=point,
, ^zz++++=EXTRAWORD
Senator ^npt++++=Senator
Stacy ^np+++??+=Stacy
got ^vbd+++xvbn+=got
off ^rb+phrv+++=off.
. ^zz++++=EXTRAWORD
About ^in++++=About
ten ^cd++++=ten
minutes ^nns++++=minutes
later ^rbr+tm+++=later
Freckles ^np+++??+=Freckles
had ^vb+hv+vrb++=had
the ^ati++++=the
elevator ^nn++++=elevator
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
there ^rn+pl+++=there
reading ^nvbg+++xvbg+=reading
a ^at++++=a
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
step ^vb++++=step
that ^dt+dem+++=that
made ^vwbn+++xvbn+=made
him ^pp3o+pp3+++=him
prick ^nn+++??+=prick
up ^rp++++=up
his ^pp$+pp3+++=his
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
minute ^nn++++=minute
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow
turned ^vbd+++xvbn+=turned
the ^ati++++=the
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
immaculately ^rb++splt++=immaculately
dressed ^vpsv++agls+xvbnx+=dressed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
iron ^nn++++=iron-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
moustache ^nn++++=moustache
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
stand ^vbi++++=stand
out ^rp+pl+++=out
just ^rb+emph+++=just
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more
pompously ^rb++++=pompously
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
sneering ^nn++++=sneering
look ^vb++++=look
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
as ^ql++++=as
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped
into ^in++++=into
the ^ati++++=the
car ^nn++++=car.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
saying ^vbg+++xvbgx+=saying:
: ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
they ^pp3a+pp3+++=they
could ^md+pos+++=could
beat ^vb+++xvbn+=beat
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
they ^pp3a+pp3+++=they?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
easy ^jj+pred+++=easy,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
Mcgrath ^np+++??+=McGrath
slammed ^vbd+++xvbn+=slammed
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage
and ^cc++++=and
started ^vbd+++xvbn+=started
the ^ati++++=the
car ^nn++++=car
up ^rp++++=up.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
an ^at++++=an
idea ^nn++++=idea
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
any ^dti++++=any
other ^ap++++=other
passenger ^nn+nom+++=passenger.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
half ^rb++++=half
way ^rb"++++=way
between ^in++++=between
the ^ati++++=the
basement ^nn+nom+++=basement
and ^cc++++=and
the ^ati++++=the
first ^od++++=first
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped
the ^ati++++=the
elevator ^nn++++=elevator.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
have ^vb+hv+vrb++=have
time ^nn++++=time
to ^to++++=to
think ^vbi+vprv+++=think.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
that ^cs+sub+++=that
man ^nn++++=man
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
Senate ^np++++=Senate
Chamber ^nn++++=Chamber,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
simply ^rb++splt++=simply
strike ^vb++++=strike
the ^ati++++=the
death ^nn++++=death-blow
- ^zz++++=EXTRAWORD
blow ^nn++++=EXTRAWORD
to ^in++++=to
reform ^nn++++=reform!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql++++=so
he ^pp3a+pp3+++=he
knelt ^vbd+++xvbnx+=knelt
and ^cc+phrs+++=and
pretended ^vbd+vprv++xvbn+=pretended
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
fixing ^vbg+++xvbgx+=fixing
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
fast ^rb++++=fast
and ^cc++++=and
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
" ^zz++++="Something
something ^pn++++=EXTRAWORD
broke ^vbd+++xvbn+=broke?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
an ^at++++=an
anxious ^jj+atrb+++=anxious
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
looked ^vbd+++xvbn+=looked
around ^rp++++=around
into ^in++++=into
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
eminent ^jj+atrb+++=eminent
lobbyist ^nn+nom+++=lobbyist
was ^vbd+bedz+vrb++=was
nervous ^jj+pred+++=nervous.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
acting ^vbg+++xvbgx+=acting
queer ^jj++++=queer.
. ^zz++++=EXTRAWORD
Something ^np++++=Something's
's ^$++++=EXTRAWORD
all ^abn++++=all
out ^rp+pl+++=out
of ^in++++=of
whack ^nn++++=whack."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
drop ^vb++++=drop
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
basement ^nn+nom+++=basement
and ^cc++++=and
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
drop ^vb++++=drop
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
responded ^vbd+++xvbn+=responded
Freckles ^np+++??+=Freckles.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
stuck ^vpsv++agls+xvbnx+=stuck."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked
things ^nns++++=things
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
knowledge ^nn++++=knowledge
did ^vbd+dod+aux++=did
not ^xnot++not++=not
extend ^vb++++=extend
to ^in++++=to
the ^ati++++=the
mechanism ^nn+nom+++=mechanism
of ^in++++=of
elevators ^nns++++=elevators.
. ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
call ^vb++++=call
someone ^pn++++=someone
to ^to++++=to
come ^vbi++++=come
and ^cc+phrs+++=and
take ^vb++++=take
us ^pp1o+pp1+++=us
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
nervously ^rb++++=nervously.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
straightened ^vbd+++xvbn+=straightened
himself ^ppl+pp3+++=himself
up ^rp++++=up.
. ^zz++++=EXTRAWORD
A ^at++++=A
glitter ^nn++++=glitter
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
small ^jj+atrb+++=small
grey ^jj+atrb+++=grey
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
red ^jj++++=red
spots ^vbz++++=spots
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning
in ^in++++=in
his ^pp$+pp3+++=his
freckled ^jj+atrb+++=freckled
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
she ^pp3a+pp3+++=she'll
'll ^md+prd+++0=EXTRAWORD
run ^vb+++xvbn+=run
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
run ^nn+++xvbn+=run.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
in ^in++++=in
all ^abn++++=all
its ^pp$+it+++=its
history ^nn++++=history
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
State ^nn++++=State-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
elevator ^nn++++=elevator
run ^vbd+++xvbn+=run
as ^ql++++=as
it ^pp3+it+++=it
ran ^vbd+++xvbn+=ran
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rushed ^vbd+++xvbn+=rushed
past ^jjb++++=past
the ^ati++++=the
first ^od++++=first
and ^cc++++=and
second ^od++++=second
floors ^nns++++=floors
like ^in++++=like
a ^at++++=a
thing ^nn++++=thing
let ^vbd+++xvbn+=let
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
utter ^jjb+atrb+++=utter
abandonment ^nn+nom+++=abandonment
that ^tht+rel+subj++=that
caused ^vprf+++xvbn+=caused
the ^ati++++=the
blood ^nn++++=blood
to ^in++++=to
forsake ^nn+++??+=forsake
the ^ati++++=the
eminent ^jj+atrb+++=eminent
lobbyist ^nn+nom+++=lobbyist's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop
stop ^vb++++=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
boy ^nn++++=boy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
in ^in++++=in
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't!"
ca ^np++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
responded ^vbd+++xvbn+=responded
Freckles ^np+++??+=Freckles,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
thick ^jj++++=thick
with ^in++++=with
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
" ^zz++++="Running
running ^jj+++xvbg+=EXTRAWORD
away ^rp+pl+++=away!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gasped ^vbd+++xvbnx+=gasped.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
it ^pp3+it+++=it--fall?"
-- ^--+clp+++=EXTRAWORD
fall ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
the ^ati++++=the
lobbyist ^nn+nom+++=lobbyist.
. ^zz++++=EXTRAWORD
" ^zz++++="I--I
i ^pp1a+pp1+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think
so ^ql++++=so!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
blubbered ^jj+++xvbn+=blubbered
Freckles ^np+++??+=Freckles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
central ^jj+atrb+++=central
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
State ^nn++++=State-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
high ^np++++=high.
. ^zz++++=EXTRAWORD
Above ^jjb++++=Above
that ^dt+dem+++=that
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
building ^jj+++xvbg+=building
which ^whp+who+++=which
was ^vbd+bedz+vrb++=was
in ^in++++=in
use ^nn++++=use
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
long ^rb++++=long
stretch ^nn++++=stretch
leading ^vwbg+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shaft ^nn++++=shaft
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
built ^vpsv++agls+xvbnx+=built
clear ^jj++++=clear
up ^rp++++=up,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
practically ^rb+down+++=practically
unused ^jj++++=unused.
. ^zz++++=EXTRAWORD
Past ^jjb+atrb+++=Past
floors ^nns++++=floors
used ^vwbn+++xvbn+=used
for ^in++++=for
store ^nn++++=store-rooms,
- ^zz++++=EXTRAWORD
rooms ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
past ^jjb+atrb+++=past
floors ^nns++++=floors
used ^vwbn+++xvbn+=used
for ^in++++=for
nothing ^pn++++=nothing
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
man ^nn++++=man's
's ^$++++=EXTRAWORD
face ^nn++++=face
white ^jj++++=white,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boy ^nn++++=boy
wailing ^vwbg+++xvbg+=wailing
out ^rp+pl+++=out
incoherent ^jj+atrb+++=incoherent
supplications ^nns+nom+++=supplications.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
within ^in++++=within
ten ^cd++++=ten
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
within ^in++++=within
a ^at++++=a
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
top ^jjb+atrb+++=top
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
the ^ati++++=the
elevator ^nn++++=elevator
came ^vbd+++xvbn+=came
to ^in++++=to
a ^at++++=a
rickety ^nn+++??+=rickety
stop ^vb++++=stop.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
wabbled ^vbd+++xvbn+=wabbled
back ^jjb++++=back
and ^cc++++=and
forth ^rb++++=forth;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
strange ^jj+atrb+++=strange
and ^cc+phrs+++=and
terrible ^jj+atrb+++=terrible
things ^nns++++=things.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
falling ^nvbg+++xvbg+=falling!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
panted ^vbd+++xvbn+=panted
Freckles ^np+++??+=Freckles.
. ^zz++++=EXTRAWORD
" ^zz++++="Climb!"
climb ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Henry ^np++++=Henry
Ludlow ^np+++??+=Ludlow
climbed ^vbd+++xvbn+=climbed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
got ^vbd+++xvbnx+=got
the ^ati++++=the
door ^nn++++=door
open ^nn++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
clambered ^vbd+++xvbnx+=clambered
up ^rp++++=up.
. ^zz++++=EXTRAWORD
No ^at++++=No
sooner ^rbr++++=sooner
had ^vb+hv+vrb++=had
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
feet ^nns++++=feet
touched ^vbd+++xvbn+=touched
the ^ati++++=the
solid ^jj+atrb+++=solid
floor ^nn++++=floor
than ^in++++=than
Freckles ^np+++??+=Freckles
reached ^vbd+++xvbn+=reached
up ^rp++++=up
and ^cc++++=and
slammed ^vbd+++xvbn+=slammed
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
sure ^jj++++=sure
at ^in++++=at
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
something ^pn++++=something
had ^vbd+hvd+aux++=had
warned ^vprf+++xvbnx+=warned
him ^pp3o+pp3+++=him
not ^xnot++not++=not
to ^to++++=to
give ^vbi++++=give
his ^pp$+pp3+++=his
prisoner ^nn+nom+++=prisoner's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
a ^at++++=a
full ^jj+atrb+++=full
sweep ^nn++++=sweep
down ^rp++++=down
the ^ati++++=the
shaft ^nn++++=shaft.
. ^zz++++=EXTRAWORD
Henry ^np++++=Henry
Ludlow ^np+++??+=Ludlow
was ^vbd+bedz+vrb++=was
far ^rb+pl+++=far
from ^rb"++++=from
dull ^jj++++=dull.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
quick ^jj++++=quick
but ^cc++++=but
even ^rb++++=even
descent ^nn++++=descent
of ^in++++=of
the ^ati++++=the
car ^nn++++=car,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
tricked ^vpsv++agls+xvbnx+=tricked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
more ^rbr++++=more
than ^in++++=than
human ^jj++++=human
had ^vb+hv+aux++=had
there ^rn+pl+++=there
not ^xnot++not++=not
burst ^vb+++xvbn+=burst
from ^in++++=from
him ^pp3o+pp3+++=him
furious ^jj+atrb+++=furious
and ^cc+phrs+++=and
threatening ^jj+atrb+++=threatening
words ^nns++++=words.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
the ^ati++++=the
use ^nn++++=use?
? ^zz++++=EXTRAWORD
The ^ati++++=The
car ^nn++++=car
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
down ^rp++++=down--down--down,
-- ^--+clp+++=EXTRAWORD
down ^rp++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
down ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
hundreds ^cds++++=hundreds
of ^in++++=of
feet ^nns++++=feet
above ^jjb++++=above
any ^dti++++=any
one ^cd1++++=one
else ^rb+cnj+++=else
in ^in++++=in
the ^ati++++=the
building ^nvbg+++xvbg+=building--alone,
-- ^--+clp+++=EXTRAWORD
alone ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
tricked ^xvbn+++xvbn+=tricked,
, ^zz++++=EXTRAWORD
beaten ^j+++xvbn+=beaten!
! ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
the ^ati++++=the
door ^nn++++=door
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
winding ^jj+atrb++xvbg+=winding
stairway ^nn++++=stairway,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
full ^jj++++=full
well ^rb++++=well
that ^cs+sub+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+aux++=be
locked ^vpsv++agls+xvbnx+=locked.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
always ^rb++++=always
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
locked ^vbd+++xvbn+=locked;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
janitors ^nns++++=janitors
asking ^vwbg+vsua++xvbg+=asking
for ^in++++=for
the ^ati++++=the
keys ^nns++++=keys
to ^to++++=to
take ^vbi++++=take
a ^at++++=a
party ^nn++++=party
up ^rp++++=up
just ^rb+emph+++=just
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
he ^pp3a+pp3+++=he
could ^md+pos+++=could
get ^vb++++=get
out ^rb+phrv+++=out
on ^in++++=on
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
building ^jj+++xvbg+=building
and ^cc++++=and
make ^vb++++=make
signals ^nns+nom+++=signals
of ^in++++=of
distress ^nns+nom+++=distress.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
door ^nn++++=door
leading ^vwbg+++xvbg+=leading
outside ^jjb++++=outside
was ^vbd+bedz+aux++=was
locked ^vpsv++agls+xvbnx+=locked
also ^rb++++=also.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was--helpless.
-- ^--+clp+++=EXTRAWORD
helpless ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
below ^in+strn+++=below--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
below ^rb++++=below
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
passing ^vbg+++xvbgx+=passing
the ^ati++++=the
Kelley ^np+++??+=Kelley
Bill ^nn++++=Bill!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rattled ^vbd+++xvbnx+=rattled
the ^ati++++=the
grating ^nn++++=grating
of ^in++++=of
the ^ati++++=the
elevator ^nn++++=elevator
shaft ^nn++++=shaft.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
strange ^jj+atrb+++=strange,
, ^zz++++=EXTRAWORD
loud ^jj+atrb+++=loud
noises ^nns++++=noises,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
all ^rb++++=all
the ^ati++++=the
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
make ^vb++++=make
himself ^ppl+pp3+++=himself
heard ^vbd+vprv++xvbn+=heard.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
State ^nn++++=State-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
attic ^nn++++=attic,
, ^zz++++=EXTRAWORD
Henry ^np++++=Henry
Ludlow ^np+++??+=Ludlow,
, ^zz++++=EXTRAWORD
eminent ^jj+atrb+++=eminent
lobbyist ^nn+nom+++=lobbyist,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
down ^rp++++=down
on ^in++++=on
a ^at++++=a
box ^nn++++=box
and ^cc++++=and
nursed ^vbd+++xvbn+=nursed
his ^pp$+pp3+++=his
fury ^nn++++=fury.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below,
