As ^ql++++=As
got ^vbd+++xvbnx+=got
up ^rp++++=up
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
towards ^in++++=towards
the ^ati++++=the
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
whence ^wrb+who+++=whence
the ^ati++++=the
sound ^jj++++=sound
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
gunshots ^vbz+++??+=gunshots
followed ^vbd+vprv++xvbn+=followed
at ^rb++++=at
irregular ^nn++++=irregular
intervals ^nns+nom+++=intervals,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
closer ^rbr++++=closer
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
path ^nn++++=path
leading ^vwbg+++xvbg+=leading
from ^in++++=from
the ^ati++++=the
plain ^nn++++=plain
to ^in++++=to
Mateo ^np++++=Mateo's
's ^$++++=EXTRAWORD
house ^npl++++=house,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
appeared ^vprf+++xvbn+=appeared
a ^at++++=a
man ^nn++++=man
in ^in++++=in
a ^at++++=a
pointed ^jj+atrb++xvbn+=pointed
cap ^nn++++=cap
of ^in++++=of
the ^ati++++=the
sort ^nn++++=sort
worn ^vwbn+++xvbn+=worn
by ^in++++=by
the ^ati++++=the
mountain ^nn++++=mountain
folk ^jjb++++=folk,
, ^zz++++=EXTRAWORD
bearded ^jj++++=bearded,
, ^zz++++=EXTRAWORD
in ^in++++=in
rags ^nns++++=rags,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragging ^vbg+++xvbg+=dragging
himself ^ppl+pp3+++=himself
along ^in++++=along
with ^in"++++=with
great ^jj+atrb+++=great
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
on ^in++++=on
his ^pp$+pp3+++=his
gun ^nn++++=gun.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
been ^vprf+ben+aux+xvbnx+=been
shot ^vpsv++agls+xvbnx+=shot
in ^in++++=in
the ^ati++++=the
thigh ^nn++++=thigh.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
man ^nn++++=man
was ^vbd+bedz+vrb++=was
an ^at++++=an
outlaw ^nn++++=outlaw
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
by ^in++++=by
night ^nn++++=night
to ^to++++=to
buy ^vbi++++=buy
gunpowder ^nn+nom+++=gunpowder
in ^in++++=in
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
ambushed ^vpsv++agls+xvbnx+=ambushed
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
by ^in++++=by
Corsican ^nn+nom+++=Corsican
voltigeurs ^nns+++??+=voltigeurs.
. ^zz++++=EXTRAWORD
After ^in++++=After
putting ^xvbg+++xvbg+=putting
up ^rp++++=up
a ^at++++=a
tremendous ^jj+atrb+++=tremendous
defence ^nn+nom+++=defence
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
managed ^vprf+++xvbnx+=managed
to ^to+vcmp+++=to
get ^vbi++++=get
away ^rb+cnj+++=away,
, ^zz++++=EXTRAWORD
hotly ^rb++++=hotly
pursued ^vwbn+++xvbn+=pursued
and ^cc++++=and
taking ^jj+atrb++xvbg+=taking
shots ^nns++++=shots
at ^in++++=at
his ^pp$+pp3+++=his
pursuers ^nns+nom+++=pursuers
from ^in++++=from
behind ^in+pl+++=behind
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
were ^vbd+bed+vrb++=were
close ^jj+pred+++=close
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
wound ^vbd+++xvbn+=wound
meant ^vbd+vprv++xvbn+=meant
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
impossible ^jj+pred+++=impossible
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
reach ^vbi++++=reach
safety ^nn++++=safety
of ^in++++=of
the ^ati++++=the
maquis ^nn++++=maquis
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
caught ^vbd+++xvbnx+=caught
up ^rb+phrv+++=up
with ^in+ppvb+++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
up ^in+cmpx+++=up
to ^in++++=to
Fortunato ^np+++??+=Fortunato
and ^cc++++=and
said ^vpsv++agls+xvbn+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
Mateo ^np+++??+=Mateo
Falcone ^np++++=Falcone's
's ^$++++=EXTRAWORD
son ^nn++++=son?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Gianetto ^np+++??+=Gianetto
Sanpiero ^np+++??+=Sanpiero.
. ^zz++++=EXTRAWORD
The ^ati++++=The
yellow ^jj++++=yellow-collars
- ^zz++++=EXTRAWORD
collars ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
after ^in++++=after
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Hide ^nn++++=Hide
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
any ^dti++++=any
further ^jjb++++=further."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
will ^md+prd+++=will
my ^pp$+pp1+++=my
father ^nn++++=father
say ^vb+vpub+++=say
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
hide ^vb++++=hide
you ^pp2+pp2+++=you
without ^in++++=without
his ^pp$+pp3+++=his
permission ^nn++++=permission?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did
the ^ati++++=the
right ^jj+atrb+++=right
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hide
hide ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+aux++0=EXTRAWORD
coming ^vbg+++xvbgx+=coming."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wait
wait ^vb++++=EXTRAWORD
till ^cs+sub+++=till
my ^pp$+pp1+++=my
father ^nn++++=father
comes ^vbz++++=comes
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wait?
wait ^vb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Damn ^vb++++=Damn
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
here ^rn+pl+++=here
in ^in++++=in
five ^cd++++=five
minutes ^nns++++=minutes!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
hide ^nn++++=hide
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
kill ^vb++++=kill
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
perfect ^jj+atrb+++=perfect
composure ^nn++++=composure,
, ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
replied ^vbd+vpub++xvbn+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
gun ^nn++++=gun
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
loaded ^jj+++xvbn+=loaded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
no ^at++++=no
cartridges ^nn++++=cartridges
left ^vbd+++xvbn+=left
in ^in++++=in
your ^pp$+pp2+++=your
carchera ^nn+++??+=carchera."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
still ^rb++splt++=still
got ^vprf+++xvbnx+=got
my ^pp$+pp1+++=my
stiletto ^nn+++??+=stiletto."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
run ^vbd+++xvbn+=run
as ^ql++++=as
fast ^jj++++=fast
as ^cs+sub+++=as
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
bound ^vbd+++xvbn+=bound,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
of ^in++++=of
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
no ^at++++=no
son ^nn++++=son
of ^in++++=of
Mateo ^np+++??+=Mateo
Falcone ^np+++??+=Falcone!
! ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
me ^pp1o+pp1+++=me
arrested ^vpsv++by+xvbn+=arrested
by ^in++++=by
the ^ati++++=the
yellow ^jj++++=yellow-collars
- ^zz++++=EXTRAWORD
collars ^nns++++=EXTRAWORD
on ^in++++=on
your ^pp$+pp2+++=your
very ^ap+amp+++=very
doorstep ^nn++++=doorstep?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
seemed ^vbd+seem++xvbn+=seemed
agitated ^vbd+++xvbn+=agitated.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
hide ^vb++++=hide
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bandit ^nn++++=bandit
rummaged ^vbd+++xvbn+=rummaged
through ^in++++=through
his ^pp$+pp3+++=his
carchera ^nn+++??+=carchera,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vpsv++agls+xvbn+=took
from ^in++++=from
it ^pp3+it+++=it
a ^at++++=a
five ^cd++++=five-franc
- ^zz++++=EXTRAWORD
franc ^nn+++??+=EXTRAWORD
piece ^nn++++=piece,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
doubt ^nn++++=doubt
set ^vbd+++xvbn+=set
aside ^rb+phrv+++=aside
for ^in++++=for
buying ^xvbg+++xvbg+=buying
gunpowder ^nn+nom+++=gunpowder.
. ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
smiled ^vbd+++xvbn+=smiled
at ^in++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
silver ^nn++++=silver
coin ^nn++++=coin.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seized ^vbd+++xvbnx+=seized
it ^pp3+it+++=it
and ^cc++++=and
said ^vpsv++agls+xvbn+=said
to ^to+vcmp+++=to
Gianetto ^vb+++??+=Gianetto,
, ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
no ^at++++=no
fear ^nn++++=fear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
a ^at++++=a
large ^jj+atrb+++=large
hole ^nn++++=hole
in ^in++++=in
a ^at++++=a
pile ^nn++++=pile
of ^in++++=of
hay ^nn++++=hay
which ^whp+rel+subj++=which
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Gianetto ^np+++??+=Gianetto
hid ^vbd+++xvbn+=hid
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
child ^nn++++=child
covered ^vbd+++xvbn+=covered
him ^pp3o+pp3+++=him
over ^in++++=over
so ^ql++++=so
as ^in++++=as
to ^in"++++=to
allow ^vb++++=allow
him ^pp3o+pp3+++=him
to ^to++++=to
breathe ^vbi++++=breathe,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
so ^ql++++=so
that ^dt+dem+++=that
no ^at++++=no
one ^cd1++++=one
would ^md+prd+++=would
suspect ^vb+vprv+++=suspect
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
concealed ^vbd+++xvbn+=concealed
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
also ^rb++++=also
thought ^nn+++xvbn+=thought
of ^in++++=of
a ^at++++=a
most ^ql+emph+++=most
ingenious ^jj+atrb+++=ingenious
strategy ^nn++++=strategy,
, ^zz++++=EXTRAWORD
worthy ^jj++++=worthy
of ^in++++=of
a ^at++++=a
true ^jj+atrb+++=true
renegade ^nn+++??+=renegade.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
and ^cc+phrs+++=and
fetched ^vbd+++xvbn+=fetched
a ^at++++=a
cat ^nn++++=cat
and ^cc++++=and
her ^pp$+pp3+++=her
kittens ^vbz+++??+=kittens
and ^cc+phrs+++=and
placed ^vwbn+++xvbn+=placed
them ^pp3o+pp3+++=them
on ^in++++=on
the ^ati++++=the
pile ^nn++++=pile
of ^in++++=of
hay ^nn++++=hay,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
it ^pp3+it+++=it
look ^vb++++=look
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
disturbed ^vpsv++agls+xvbnx+=disturbed
recently ^rb+tm+++=recently.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
noticing ^vbg+++xvbg+=noticing
drops ^nns++++=drops
of ^in++++=of
blood ^nn++++=blood
on ^in++++=on
the ^ati++++=the
path ^nn++++=path
near ^in+pl+++=near
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
carefully ^rb++++=carefully
covered ^vwbn+++xvbn+=covered
them ^pp3o+pp3+++=them
with ^in++++=with
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
and ^cc+phrs+++=and
lay ^vbd+++xvbn+=lay
down ^rb+phrv+++=down
again ^rb+tm+++=again
quite ^rb++++=quite
calmly ^rb++++=calmly
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
minutes ^nns++++=minutes
later ^rbr+tm+++=later
six ^cd++++=six
men ^nns++++=men
in ^in++++=in
brown ^jj+atrb+++=brown
uniforms ^nns++++=uniforms
with ^in++++=with
yellow ^jj+atrb+++=yellow
collars ^nns++++=collars,
, ^zz++++=EXTRAWORD
led ^xvbn+++xvbn+=led
by ^in++++=by
a ^at++++=a
high ^jj++++=high-ranking
- ^zz++++=EXTRAWORD
ranking ^nvbg+++xvbg+=EXTRAWORD
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
arrived ^j+++xvbn+=arrived
at ^rb++++=at
Mateo ^np++++=Mateo's
's ^$++++=EXTRAWORD
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adjutant ^nn+nom+++=adjutant
was ^vbd+bedz+vrb++=was
a ^at++++=a
distant ^jj+atrb+++=distant
relative ^nn++++=relative
of ^in++++=of
Falcone ^np+++??+=Falcone.
. ^zz++++=EXTRAWORD
( ^zz++++=(It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^jj+atrb++xvbn+=EXTRAWORD
fact ^nn++++=fact
that ^tht+ncmp+++=that
in ^in++++=in
Corsica ^np++++=Corsica
degrees ^nns+nom+++=degrees
of ^in++++=of
kinship ^nn+nom+++=kinship
are ^vb+ber+aux++=are
traced ^vpsv++agls+xvbnx+=traced
much ^ap++++=much
further ^jjb++++=further
back ^rp++++=back
than ^in++++=than
is ^vbz+bez+vrb++=is
the ^ati++++=the
case ^nn++++=case
elsewhere ^rb++++=elsewhere.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Tiodoro ^np+++??+=Tiodoro
Gamba ^np++++=Gamba.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
zealous ^jj+atrb+++=zealous
man ^nn++++=man,
, ^zz++++=EXTRAWORD
much ^ap++++=much
feared ^vpsv++by+xvbn+=feared
by ^in++++=by
the ^ati++++=the
bandits ^nns++++=bandits,
, ^zz++++=EXTRAWORD
several ^ap++++=several
of ^in++++=of
whom ^whp+rel+pied++=whom
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
already ^rb++splt++=already
tracked ^vprf+++xvbnx+=tracked
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
day ^nn++++=day,
, ^zz++++=EXTRAWORD
little ^ap++++=little
cousin ^nn++++=cousin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Fortunato ^vb+++??+=Fortunato,
, ^zz++++=EXTRAWORD
accosting ^jj+++xvbg+=accosting
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
tall ^jj++++=tall
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
grown ^vprf+++xvbnx+=grown!
! ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
a ^at++++=a
man ^nn++++=man
pass ^vb++++=pass
this ^dt+dem+++=this
way ^nn++++=way
just ^rb+emph+++=just
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
as ^in++++=as
tall ^jj++++=tall
as ^ql++++=as
you ^pp2+pp2+++=you
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
cousin ^nn++++=cousin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child
replied ^vbd+vpub++xvbn+=replied
with ^in++++=with
seeming ^xvbg+seem++xvbg+=seeming
naivety ^nn+++??+=naivety.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
soon ^rb+tm+++=soon
will ^md+prd+++=will
be ^vb+be+aux++=be.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
a ^at++++=a
man ^nn++++=man
pass ^nn++++=pass
by ^in+strn+++=by?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
a ^at++++=a
man ^nn++++=man
pass ^nn++++=pass
by ^in+strn+++=by?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
wearing ^vwbg+++xvbg+=wearing
a ^at++++=a
pointed ^jj+++xvbn+=pointed
black ^jj++++=black-velvet
- ^zz++++=EXTRAWORD
velvet ^nn++++=EXTRAWORD
hat ^nn++++=hat
and ^cc++++=and
a ^at++++=a
jacket ^nn++++=jacket
with ^in++++=with
red ^jj+atrb+++=red
and ^cc+phrs+++=and
yellow ^jj+atrb+++=yellow
embroidery ^nn+nom+++=embroidery."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
with ^in++++=with
a ^at++++=a
pointed ^jj+atrb++xvbn+=pointed
hat ^nn++++=hat
and ^cc++++=and
a ^at++++=a
jacket ^nn++++=jacket
with ^in++++=with
red ^jj+atrb+++=red
and ^cc+phrs+++=and
yellow ^jj+atrb+++=yellow
embroidery ^nn+nom+++=embroidery?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Answer ^nn++++=Answer
me ^pp1o+pp1+++=me
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
stop ^nn++++=stop
repeating ^vwbg+vpub++xvbg+=repeating
my ^pp$+pp1+++=my
questions ^nns+nom+++=questions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
morning ^nn++++=morning
the ^ati++++=the
priest ^nn++++=priest
came ^vbd+++xvbn+=came
past ^jjb++++=past
our ^pp$+pp1+++=our
house ^npl++++=house
on ^in++++=on
his ^pp$+pp3+++=his
horse ^nn++++=horse-Piero.
- ^zz++++=EXTRAWORD
piero ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
me ^pp1o+pp1+++=me
how ^wrb+who+++=how
Papa ^npt++++=Papa
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
that ^dt+pdem+++=that
. ^zz++++=..."
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
be ^vbi++vrb++=be
clever ^jj+pred+++=clever,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
little ^jj+atrb+++=little
devil ^nn++++=devil!
! ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
quickly ^rb++++=quickly
which ^whp+who+++=which
way ^nn++++=way
Gianetto ^np+++??+=Gianetto
went ^vbd+++xvbn+=went.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
certain ^jj+pred+++=certain
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
this ^dt+dem+++=this
path ^nn++++=path."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
knows ^vbz+vprv+++=knows?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
knows ^vbz+vprv+++=knows?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf++tht0+xvbnx+=seen
someone ^pn++++=someone
pass ^vb++++=pass
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=weren't
n't ^xnot++not++0=EXTRAWORD
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
little ^rb++++=little
wippersnapper ^jjr++++=wippersnapper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shots ^nns++++=shots
woke ^vbd+++xvbn+=woke
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
makes ^vbz++++=makes
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
your ^pp$+pp2+++=your
guns ^nns++++=guns
are ^vb+ber+vrb++=are
so ^ql+emph+++=so
noisy ^jj++++=noisy,
, ^zz++++=EXTRAWORD
cousin ^nn++++=cousin?
