We ^pp1a+pp1+++=We
besieged ^nn++++=besieged.
. ^zz++++=EXTRAWORD
The ^ati++++=The
British ^jj+atrb+++=British
commander ^nn+nom+++=commander
then ^rn+tm+++=then
summoned ^vbd+++xvbn+=summoned
the ^ati++++=the
fort ^nn++++=fort
to ^in++++=to
surrender ^nn+nom+++=surrender,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Harrison ^np+++??+=Harrison
answered ^vbd+vpub++xvbn+=answered
his ^pp$+pp3+++=his
messenger ^nn+nom+++=messenger,
, ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
General ^npt++++=General
Proctor ^np+++??+=Proctor
did ^vbd+dod+aux++=did
not ^xnot++not++=not
send ^vb++++=send
me ^pp1o+pp1+++=me
a ^at++++=a
summons ^nn++++=summons
on ^in++++=on
his ^pp$+pp3+++=his
first ^od++++=first
arrival ^nn++++=arrival,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
supposed ^vprf+++xvbnx+=supposed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
believed ^vbd+vprv+tht0+xvbnx+=believed
me ^pp1o+pp1+++=me
determined ^jj+++xvbn+=determined
to ^to+jcmp+++=to
do ^vbi++++=do
my ^pp$+pp1+++=my
duty ^nn++++=duty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
dismissed ^vbd+++xvbnx+=dismissed
the ^ati++++=the
envoy ^np++++=envoy
with ^in++++=with
the ^ati++++=the
assurance ^nn+nom+++=assurance
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
the ^ati++++=the
post ^nn++++=post
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
Proctor ^np++++=Proctor's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
to ^to++++=to
do ^vbi++++=do
him ^pp3o+pp3+++=him
more ^ql++++=more
honor ^np++++=honor
than ^in++++=than
any ^dti++++=any
surrender ^nn+nom+++=surrender
could ^md+pos+++=could
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fight ^nn++++=fight
then ^rn+tm+++=then
continued ^vbd+++xvbn+=continued
until ^cs+sub+++=until
the ^ati++++=the
British ^jj+atrb+++=British
general ^npt++++=general
found ^vbd+vprv++xvbn+=found
his ^pp$+pp3+++=his
fickle ^jj+atrb+++=fickle
savage ^jj+atrb+++=savage
friends ^nns++++=friends
deserting ^vwbg+++xvbg+=deserting
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
12 ^cd++++=12
th ^zz++++=th
day ^nn++++=day
raised ^vbd+++xvbn+=raised
the ^ati++++=the
siege ^nn++++=siege.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
probable ^jj+pred+++=probable
that ^tht+jcmp+++=that
the ^ati++++=the
Indians ^nn++++=Indians
were ^vbd+bed+aux++=were
following ^vbg+++xvbgx+=following
their ^pp$+pp3+++=their
old ^jj+atrb+++=old
custom ^nn++++=custom
of ^in++++=of
leaving ^nn++++=leaving
off ^in+pl+++=off
fighting ^xvbg+++xvbg+=fighting
to ^to++++=to
enjoy ^vbi++++=enjoy
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
victory ^nn++++=victory
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
large ^jj+atrb+++=large
body ^nn++++=body
of ^in++++=of
Kentucky ^np+++??+=Kentucky
horse ^nn++++=horse
had ^vb+hv+vrb++=had
by ^in++++=by
Harrison ^np++++=Harrison's
's ^$++++=EXTRAWORD
orders ^vbz++++=orders
attacked ^vbd+++xvbn+=attacked
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
British ^jj+atrb+++=British
positions ^nns+nom+++=positions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
spiking ^xvbg+++xvbg+=spiking
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
guns ^nns++++=guns
they ^pp3a+pp3+++=they
pursued ^vbd+++xvbnx+=pursued
the ^ati++++=the
flying ^jj+++xvbg+=flying
British ^jj++++=British,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suddenly ^rb++++=suddenly
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
an ^at++++=an
ambush ^nn+++??+=ambush
of ^in++++=of
Indians ^nn++++=Indians.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
of ^in++++=of
eight ^cd++++=eight
hundred ^cd++++=hundred
only ^rb+down+++=only
one ^cd1++++=one
hundred ^cd++++=hundred
escaped ^vprf+++xvbn+=escaped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
murdering ^xvbg+++xvbg+=murdering
the ^ati++++=the
prisoners ^nns+nom+++=prisoners
at ^rb++++=at
once ^rb"+tm+++=once
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
this ^dt+dem+++=this
occasion ^nn++++=occasion
that ^tht+rel+obj++=that
Tecumseh ^np+++??+=Tecumseh
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
save ^vbi++++=save
the ^ati++++=the
lives ^nns++++=lives
of ^in++++=of
the ^ati++++=the
helpless ^jj+atrb+++=helpless
Americans ^nns+nom+++=Americans,
, ^zz++++=EXTRAWORD
appealing ^vbg+nom++xvbg+=appealing
to ^in++++=to
the ^ati++++=the
British ^jj++++=British
general ^jj++++=general
to ^to++++=to
support ^vbi++++=support
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
tomahawking ^jj+++xvbg+=tomahawking
with ^in++++=with
his ^pp$+pp3+++=his
own ^ap++++=own
hatchet ^nn++++=hatchet
a ^at++++=a
disobedient ^jj++++=disobedient
chief ^jjb++++=chief
who ^whp+who+++=who
would ^md+prd+++=would
not ^xnot++not++=not
give ^vb++++=give
up ^rb+phrv+++=up
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
allies ^nn++++=allies
made ^vbd+++xvbn+=made
a ^at++++=a
second ^od++++=second
attempt ^nn++++=attempt
on ^in++++=on
Fort ^nn++++=Fort
Meigs ^np+++??+=Meigs,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
foiled ^vpsv++agls+xvbnx+=foiled
in ^in++++=in
this ^dt+pdem+++=this
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned
their ^pp$+pp3+++=their
attention ^nn+nom+++=attention
to ^in++++=to
Fort ^nn++++=Fort
Sandusky ^np+++??+=Sandusky,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Fremont ^np+++??+=Fremont
now ^rn+tm+++=now
stands ^vbz++++=stands.
. ^zz++++=EXTRAWORD
General ^jj+atrb+++=General
Harrison ^np+++??+=Harrison
held ^vbd+vprv++xvbn+=held
a ^at++++=a
council ^nn++++=council
of ^in++++=of
war ^nn++++=war,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
decided ^vpsv++agls+xvbnx+=decided
that ^tht+vcmp+++=that
Fort ^nn++++=Fort
Sandusky ^np+++??+=Sandusky
could ^md+pos+++=could
not ^xnot++not++=not
resist ^vb++++=resist
an ^at++++=an
attack ^nn++++=attack
and ^cc++++=and
must ^md+nec+++=must
be ^vb+be+aux++=be
abandoned ^vpsv++agls+xvbnx+=abandoned.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
order ^vb++++=order
to ^to+vcmp+++=to
retire ^vbi++++=retire
reached ^vprf+++xvbn+=reached
the ^ati++++=the
gallant ^jj+atrb+++=gallant
young ^jj+atrb+++=young
officer ^nn++++=officer
in ^in++++=in
command ^nn++++=command
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
too ^ql++++=too
late ^jj++++=late,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
Indians ^nn++++=Indians
were ^vbd+bed+vrb++=were
already ^rb++++=already
in ^in++++=in
force ^nn++++=force
around ^in++++=around
the ^ati++++=the
post ^nn++++=post.
. ^zz++++=EXTRAWORD
Major ^jj+atrb+++=Major
Croghan ^np+++??+=Croghan
therefore ^rb+cnj+++=therefore
wrote ^vbd+vprv++xvbn+=wrote
a ^at++++=a
reply ^nn++++=reply
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
might ^md+pos+++=might
fall ^vb++++=fall
into ^in+ppvb+++=into
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
worded ^jj++++=worded
for ^in++++=for
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
rather ^rb++++=rather
than ^in++++=than
his ^pp$+pp3+++=his
general ^jj+atrb+++=general's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="Sir,
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
received ^vprf+++xvbnx+=received
yours ^pp$$++++=yours
of ^in++++=of
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
10 ^cd++++=10
o'clock ^rb++++=o'clock
p.m ^rb++++=p.m.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ordering ^nvbg+++xvbg+=ordering
me ^pp1o+pp1+++=me
to ^to++++=to
destroy ^vbi++++=destroy
this ^dt+dem+++=this
place ^nn++++=place
and ^cc++++=and
make ^vb++++=make
good ^jj++++=good
my ^pp$+pp1+++=my
retreat ^nn++++=retreat,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
received ^vpsv++agls+xvbnx+=received
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
be ^vbi+vbi+aux++=be
carried ^vpsv++agls+xvbnx+=carried
into ^in++++=into
execution ^nn+nom+++=execution.
. ^zz++++=EXTRAWORD
_we ^nn+++??+=_We
have ^vb+hv+aux++=have
determined ^jj+++xvbnx+=determined
to ^to+jcmp+++=to
maintain ^vbi+vpub+++=maintain
this ^dt+dem+++=this
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
heavens ^nns++++=heavens
we ^pp1a+pp1+++=we
can!_ ^nn+++??+=can!_"
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
answer ^nn++++=answer
got ^vbd+++xvbn+=got
safely ^rb++++=safely
through ^in++++=through
to ^in++++=to
General ^jj+atrb+++=General
Harrison ^np+++??+=Harrison,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
promptly ^rb++++=promptly
resented ^vbd+++xvbn+=resented
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
its ^pp$+it+++=its
presumption ^nn+nom+++=presumption
and ^cc++++=and
sent ^vbd+++xvbn+=sent
to ^to++++=to
remove ^vbi++++=remove
Major ^jj+atrb+++=Major
Croghan ^np+++??+=Croghan
from ^in++++=from
his ^pp$+pp3+++=his
command ^nn++++=command.
. ^zz++++=EXTRAWORD
Croghan ^np+++??+=Croghan
went ^vbd+++xvbn+=went
to ^to++++=to
explain ^vbi+vpub+++=explain
in ^in++++=in
person ^nn++++=person
and ^cc++++=and
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
return ^vb++++=return
to ^in++++=to
his ^pp$+pp3+++=his
post ^nn++++=post.
. ^zz++++=EXTRAWORD
The ^ati++++=The
British ^jj++++=British
and ^cc++++=and
Indians ^nn++++=Indians
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
force ^nn++++=force
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day,
, ^zz++++=EXTRAWORD
July ^nr++++=July
31 ^cd++++=31
st ^npt++++=st,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
2 ^zz++++=2
d ^zz++++=d
of ^in++++=of
August ^nr++++=August
made ^vbd+++xvbn+=made
their ^pp$+pp3+++=their
first ^od++++=first
and ^cc++++=and
last ^jj+atrb+++=last
assault ^nn++++=assault.
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Short ^jj++++=Short
of ^in++++=of
the ^ati++++=the
British ^jj+atrb+++=British
regulars ^nns++++=regulars
led ^vbd+++xvbn+=led
a ^at++++=a
force ^nn++++=force
of ^in++++=of
350 ^cd++++=350
men ^nns++++=men
against ^in++++=against
the ^ati++++=the
fort ^nn++++=fort,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
them ^pp3o+pp3+++=them
the ^ati++++=the
example ^nn++++=example
of ^in++++=of
leaping ^nn++++=leaping
into ^in++++=into
the ^ati++++=the
ditch ^nn++++=ditch
before ^in++++=before
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
ditch ^nn++++=ditch
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full,
, ^zz++++=EXTRAWORD
Croghan ^np+++??+=Croghan
opened ^vbd+++xvbn+=opened
upon ^in++++=upon
them ^pp3o+pp3+++=them
from ^in++++=from
a ^at++++=a
masked ^jj+atrb++xvbn+=masked
porthole ^nn++++=porthole
with ^in++++=with
a ^at++++=a
six ^cd++++=six
pounder ^jjr++++=pounder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
raked ^vprf+++xvbn+=raked
them ^pp3o+pp3+++=them
from ^in++++=from
the ^ati++++=the
distance ^nn+nom+++=distance
of ^in++++=of
thirty ^cd++++=thirty-feet.
- ^zz++++=EXTRAWORD
feet ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Short ^jj++++=Short,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
ordered ^vprf+++xvbnx+=ordered
his ^pp$+pp3+++=his
men ^nns++++=men
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
Americans ^nns+nom+++=Americans
no ^at++++=no
quarter ^nn++++=quarter,
, ^zz++++=EXTRAWORD
fell ^j+++xvbn+=fell
mortally ^rb++++=mortally
wounded ^jj+++xvbn+=wounded;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
tied ^vbd+++xvbnx+=tied
his ^pp$+pp3+++=his
handkerchief ^nn++++=handkerchief
to ^in++++=to
his ^pp$+pp3+++=his
sword ^nn++++=sword
and ^cc++++=and
waved ^vbd+++xvbn+=waved
it ^pp3+it+++=it
in ^in++++=in
prayer ^nn++++=prayer
for ^in++++=for
mercy ^nn++++=mercy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
in ^rb++++=in
vain ^rb"++++=vain.
. ^zz++++=EXTRAWORD
Croghan ^np+++??+=Croghan
did ^vbd+dod+vrb++=did
all ^rb++++=all
in ^in++++=in
his ^pp$+pp3+++=his
power ^nn++++=power
to ^to+ncmp+++=to
relieve ^vbi++++=relieve
his ^pp$+pp3+++=his
disabled ^jj+atrb+++=disabled
foes ^nns++++=foes;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
buckets ^nns+++??+=buckets
of ^in++++=of
water ^nn++++=water
to ^in++++=to
them ^pp3o+pp3+++=them
over ^in++++=over
the ^ati++++=the
pickets ^nns++++=pickets,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
a ^at++++=a
space ^nn++++=space
under ^in++++=under
the ^ati++++=the
pickets ^nns++++=pickets
that ^tht+rel+obj++=that
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
could ^md+pos+++=could
might ^md+pos+++=might
creep ^vb++++=creep
through ^in++++=through
into ^in++++=into
the ^ati++++=the
fort ^nn++++=fort
out ^rp+pl+++=out
of ^in++++=of
their ^pp$+pp3+++=their
comrades ^nns++++=comrades'
' ^zz++++=EXTRAWORD
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
night ^nn++++=night
the ^ati++++=the
whole ^jj+atrb+++=whole
force ^nn++++=force
of ^in++++=of
the ^ati++++=the
enemy ^nn++++=enemy
retreated ^vwbn+++xvbn+=retreated
in ^in++++=in
such ^abl++++=such
haste ^nn++++=haste
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
left ^vbd+++xvbnx+=left
many ^ap++++=many
stores ^nns++++=stores
and ^cc++++=and
munitions ^nns+nom+++=munitions
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
commanded ^vpsv++by+xvbnx+=commanded
by ^in++++=by
General ^jj+atrb+++=General
Proctor ^np+++??+=Proctor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
already ^rb++splt++=already
failed ^vprf+++xvbnx+=failed
at ^rb++++=at
Fort ^nn++++=Fort
Meigs ^np+++??+=Meigs
against ^in++++=against
Harrison ^np+++??+=Harrison,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
now ^rn+tm+++=now
dreaded ^vbd+++xvbn+=dreaded
an ^at++++=an
attack ^nn++++=attack
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
None ^pn++++=None
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Harrison ^np+++??+=Harrison
had ^vb+hv+vrb++=had
the ^ati++++=the
pleasure ^nn++++=pleasure
of ^in++++=of
writing ^xvbg+++xvbg+=writing
in ^in++++=in
his ^pp$+pp3+++=his
report ^nn++++=report
of ^in++++=of
the ^ati++++=the
victory ^nn++++=victory
won ^vwbn+++xvbn+=won
by ^in++++=by
Major ^jj+atrb+++=Major
Croghan ^np+++??+=Croghan
at ^in++++=at
Fort ^nn++++=Fort
Stephenson ^np++++=Stephenson:
: ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+vrb++=be
among ^in++++=among
the ^ati++++=the
least ^rbt++++=least
of ^in++++=of
General ^jj+atrb+++=General
Proctor ^np++++=Proctor's
's ^$++++=EXTRAWORD
mortifications ^nns+nom+++=mortifications
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
baffled ^vprf+++xvbn+=baffled
by ^in++++=by
a ^at++++=a
youth ^nn++++=youth
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
passed ^vprf+++xvbnx+=passed
his ^pp$+pp3+++=his
twenty ^cd++++=twenty-first
- ^zz++++=EXTRAWORD
first ^rb++++=EXTRAWORD
year ^nn++++=year."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
month ^nn++++=month
after ^cs+sub+++=after
this ^dt+dem+++=this
repulse ^nn++++=repulse
the ^ati++++=the
British ^jj++++=British
were ^vbd+bed+aux++=were
defeated ^vpsv++agls+xvbnx+=defeated
in ^in++++=in
the ^ati++++=the
battle ^nn++++=battle
of ^in++++=of
Lake ^nn++++=Lake
Erie ^np+++??+=Erie
by ^in++++=by
Commodore ^npt++++=Commodore
Perry ^np+++??+=Perry,
, ^zz++++=EXTRAWORD
at ^in++++=at
Put ^vb+++xvbn+=Put-in-Bay.
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bay ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
action ^nn++++=action
itself ^ppl++++=itself
is ^vbz+bez+vrb++=is
by ^in++++=by
no ^at++++=no
means ^nns++++=means
the ^ati++++=the
most ^ql+emph+++=most
impressive ^jj+atrb+++=impressive
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
story ^nn++++=story
of ^in++++=of
that ^dt+dem+++=that
great ^jj+atrb+++=great
victory ^nn++++=victory.
. ^zz++++=EXTRAWORD
Perry ^np+++??+=Perry
had ^vb+hv+vrb++=had
not ^xnot++not++=not
only ^rb+down+++=only
to ^to++++=to
cope ^vbi++++=cope
with ^in++++=with
the ^ati++++=the
British ^nn++++=British
in ^in++++=in
waters ^nns++++=waters
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
undisputed ^jj+atrb+++=undisputed
masters ^nns+nom+++=masters,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
create ^vb++++=create
the ^ati++++=the
means ^nn++++=means
of ^in++++=of
doing ^xvbg+++xvbg+=doing
so ^ql++++=so.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
brought ^vbd+++xvbnx+=brought
ship ^nn++++=ship
builders ^nns+nom+++=builders,
, ^zz++++=EXTRAWORD
naval ^jj+atrb+++=naval
stores ^nns++++=stores,
, ^zz++++=EXTRAWORD
guns ^nns++++=guns
and ^cc++++=and
ammunition ^nn+nom+++=ammunition,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
sailors ^nns++++=sailors
for ^in++++=for
his ^pp$+pp3+++=his
fleet ^nn++++=fleet,
, ^zz++++=EXTRAWORD
four ^cd++++=four
hundred ^cd++++=hundred
miles ^nns++++=miles
through ^in++++=through
the ^ati++++=the
wilderness ^nns+nom+++=wilderness
of ^in++++=of
New ^jj+atrb+++=New
York ^np++++=York
to ^in++++=to
the ^ati++++=the
wilderness ^nns+nom+++=wilderness
at ^rb++++=at
Erie ^np+++??+=Erie,
, ^zz++++=EXTRAWORD
Pennsylvania ^np+++??+=Pennsylvania,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
hewed ^vbd+++xvbnx+=hewed
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest
the ^ati++++=the
stuff ^nn++++=stuff
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
wrought ^vbd+++xvbnx+=wrought
almost ^rb+hdg+++=almost
alive ^jj++++=alive
into ^in++++=into
his ^pp$+pp3+++=his
ships ^nns++++=ships.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
1 ^zz++++=1
st ^npt++++=st
of ^in++++=of
August ^nr++++=August
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
sail ^vbi++++=sail
with ^in++++=with
two ^cd++++=two
large ^jj+atrb+++=large
vessels ^nns++++=vessels
of ^in++++=of
twenty ^cd++++=twenty
guns ^nns++++=guns
each ^dt++++=each,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seven ^cd++++=seven
smaller ^jjr+atrb+++=smaller
craft ^nn++++=craft
carrying ^vwbg+++xvbg+=carrying
fourteen ^cd++++=fourteen
guns ^nns++++=guns
in ^in++++=in
all ^abn++++=all.
. ^zz++++=EXTRAWORD
With ^in++++=With
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
force ^nn++++=force
of ^in++++=of
six ^cd++++=six
vessels ^nns++++=vessels
carrying ^vwbg+++xvbg+=carrying
sixty ^cd++++=sixty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
guns ^nns++++=guns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
sunny ^jj+atrb+++=sunny
morning ^nn++++=morning
of ^in++++=of
the ^ati++++=the
10 ^cd++++=10
th ^zz++++=th
of ^in++++=of
September ^nr+nom+++=September
the ^ati++++=the
famous ^jj+atrb+++=famous
fight ^nn++++=fight
took ^vbd+++xvbn+=took
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Americans ^nns+nom+++=Americans
at ^rb++++=at
first ^rb"++++=first
had ^vb+hv+vrb++=had
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
the ^ati++++=the
British ^jj+atrb+++=British
guns ^nns++++=guns
were ^vbd+bed+vrb++=were
of ^in++++=of
longer ^rbr++++=longer
range ^nn++++=range,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Perry ^np++++=Perry's
's ^$++++=EXTRAWORD
flag ^nn++++=flag-ship,
- ^zz++++=EXTRAWORD
ship ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
_lawrence_ ^nn+++??+=_Lawrence_,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
so ^ql++++=so
badly ^rb++++=badly
disabled ^vprf+++xvbn+=disabled
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
abandon ^vb++++=abandon
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
_niagara_ ^nn+++??+=_Niagara_,
, ^zz++++=EXTRAWORD
The ^ati++++=The
_lawrence_ ^nn+++??+=_Lawrence_
was ^vbd+bedz+vrb++=was
in ^in++++=in
fact ^nn++++=fact
an ^at++++=an
unmanageable ^jj+atrb+++=unmanageable
wreck ^nn++++=wreck;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
decks ^nns++++=decks
were ^vbd+bed+aux++=were
streaming ^vbg+++xvbgx+=streaming
with ^in++++=with
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
broke ^vbd+++xvbn+=broke
the ^ati++++=the
awful ^jj+atrb+++=awful
order ^nn++++=order
of ^in++++=of
the ^ati++++=the
carnage ^nn+nom+++=carnage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
fell ^vbd+++xvbn+=fell
at ^rb++++=at
their ^pp$+pp3+++=their
guns ^nns++++=guns;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
wounded ^jj+++xvbn+=wounded,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
