For ^in++++=FOR
to ^to+jcmp+++=to
get ^vbi++++=get
really ^rb+emph+++=really
polite ^jj+atrb+++=polite
furniture ^nn++++=furniture."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+vrb++=was
evidently ^rb++++=evidently
stark ^jj+pred+++=stark,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
mad ^jj++++=mad.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb++++=still
affected ^vbd+++xvbn+=affected
not ^xnot++not++=not
to ^to++++=to
observe ^vbi+vprv+++=observe
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
if ^cs+cnd+++=if
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
why ^wrb+who+++=why
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
Simla ^np+++??+=Simla.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
were ^vbd+bed+vrb++=were
Simla ^np+++??+=Simla
reasons ^nns++++=reasons,
, ^zz++++=EXTRAWORD
certainly ^rb+cnj+++=certainly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
here ^rn+pl+++=here
for ^in++++=for
solitude ^nn++++=solitude!
! ^zz++++=EXTRAWORD
Solitude ^nn++++=SOLITUDE!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hold ^nn++++=hold
daily ^jj+atrb+++=daily
conversations ^nns+nom+++=conversations
with ^in++++=with
any ^dti++++=any
blessed ^jj+atrb++xvbn+=blessed
thing ^nn++++=thing
in ^in++++=in
this ^dt+dem+++=this
house ^nn++++=house,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
veranda ^nn++++=veranda
to ^in++++=to
the ^ati++++=the
chimney ^nn++++=chimney-stack,
- ^zz++++=EXTRAWORD
stack ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
any ^dti++++=any
stick ^nn++++=stick
of ^in++++=of
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
footstool ^nn+++??+=footstool
to ^in++++=to
the ^ati++++=the
towel ^nn++++=towel-horse.
- ^zz++++=EXTRAWORD
horse ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
get ^vb++++=get
more ^rbr++++=more
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
than ^in++++=than
the ^ati++++=the
gabble ^nn++++=gabble
at ^in++++=at
the ^ati++++=the
Club ^nn++++=Club.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
look ^vb++++=look
surprised ^vbd+++xvbn+=surprised.
. ^zz++++=EXTRAWORD
Listen ^vb++++=Listen!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
this ^dt+dem+++=this
thing ^nn++++=thing
up ^rp++++=up
in ^in++++=in
my ^pp$+pp1+++=my
leisure ^nn++++=leisure
hours ^nns++++=hours
in ^in++++=in
the ^ati++++=the
Department ^nn+nom+++=Department.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
much ^ap++++=much
about ^in++++=about
the ^ati++++=the
conversation ^nn+nom+++=conversation
of ^in++++=of
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
argued ^vbd+vpub++xvbnx+=argued
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
animals ^nns+nom+++=animals
conversed ^vbd+++xvbn+=conversed,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
inanimate ^jj+atrb+++=inanimate
things ^nns++++=things
communicate ^nn+nom+++=communicate
with ^in++++=with
each ^dt++++=each
other ^ap++++=other?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
cannot ^md+pos+not++=cannot
prove ^vb+vprv+++=prove
that ^tht+vcmp+++=that
animals ^nns+nom+++=animals
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
converse ^nn++++=converse--neither
-- ^--+clp+++=EXTRAWORD
neither ^dt++neg++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
prove ^vb+vprv+++=prove
that ^tht+vcmp+++=that
inanimate ^jj++++=inanimate
objects ^vbz+vpub+++=objects
Do ^vb+do+vrb++=DO
Not ^xnot++not++=NOT.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
thunderstruck ^jj+pred+++=thunderstruck
with ^in++++=with
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
his ^pp$+pp3+++=his
logic ^nn++++=logic.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
degrees ^nns+nom+++=degrees
of ^in++++=of
intelligence ^nn+nom+++=intelligence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
makes ^vbz++++=makes
it ^pp3+it+++=it
difficult ^jj++++=difficult.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
a ^at++++=a
mahogany ^nn++++=mahogany
table ^nn++++=table
would ^md+prd+++=would
not ^xnot++not++=not
talk ^nn++++=talk
like ^in++++=like
a ^at++++=a
rush ^nn++++=rush-bottomed
- ^zz++++=EXTRAWORD
bottomed ^jj+atrb++xvbn+=EXTRAWORD
kitchen ^nn++++=kitchen
chair ^nn++++=chair."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
listened ^j+++xvbn+=listened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
replied ^vbd+vpub++xvbn+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
really ^rb+emph+++=really
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
You ^pp2+pp2+++=YOU
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
your ^pp$+pp2+++=your
chair ^nn++++=chair
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
' ^zz++++='how
how ^wrb+who+++=EXTRAWORD
long ^rb++++=long
that ^dt+dem+++=that
fool ^jjb++++=fool
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
stay ^vb++++=stay.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied
as ^ql++++=as
you ^pp2+pp2+++=you
heard ^vbd+vprv++xvbn+=heard.
. ^zz++++=EXTRAWORD
Pray ^vb+vsua+++=Pray
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
move ^vb++++=move--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
intend ^vb++++=intend
to ^to+vcmp+++=to
change ^vb++++=change
that ^tht+rel+++=that
chair ^nn++++=chair
for ^in++++=for
one ^cd1++++=one
more ^rbr++++=more
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
polite ^jj+atrb+++=polite
society ^nn++++=society.
. ^zz++++=EXTRAWORD
To ^to++++=To
continue ^vbi++++=continue:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
perfected ^vbd+++xvbnx+=perfected
myself ^ppl+pp1+++=myself
in ^in++++=in
the ^ati++++=the
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
awfully ^ql++++=awfully
jolly ^rb++++=jolly
at ^rb++++=at
first ^rb"++++=first.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
by ^in++++=by
train ^nn++++=train,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
not ^xnot++not++=not
only ^ap+down+++=only
all ^abn++++=all
the ^ati++++=the
engines ^nns++++=engines
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what
every ^at++++=every
blessed ^jj+atrb++xvbn+=blessed
carriage ^nn+nom+++=carriage
thought ^vbd+++xvbn+=thought,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
joined ^vbd+++xvbn+=joined
in ^in++++=in
the ^ati++++=the
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
chaps ^nns++++=chaps
only ^rb+down+++=only
knew ^vbd+vprv++xvbn+=knew
what ^wdt+who+whcl++=what
rot ^nn++++=rot
those ^dt+dem+++=those
whistles ^nns++++=whistles
can ^md+pos+++=can
get ^vb++++=get
off ^rb+phrv+++=off!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^in++++=as
for ^in"++++=for
the ^ati++++=the
brakes ^nns++++=brakes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
can ^md+pos+++=can
beat ^vb+++xvbn+=beat
any ^dti++++=any
mule ^nn++++=mule
driver ^nn++++=driver
in ^in++++=in
cursing ^nn++++=cursing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
after ^in++++=after
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
got ^vbd+++xvbn+=got
rather ^rb++++=rather
monotonous ^jj++++=monotonous,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
a ^at++++=a
short ^jj+atrb+++=short
sea ^nn++++=sea
trip ^nn++++=trip
for ^in++++=for
my ^pp$+pp1+++=my
health ^nn++++=health.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
by ^in++++=by
Jove ^nn++++=Jove,
, ^zz++++=EXTRAWORD
every ^at++++=every
blessed ^jj+atrb++xvbn+=blessed
inch ^nn++++=inch
of ^in++++=of
the ^ati++++=the
whole ^jj+atrb+++=whole
ship ^nn++++=ship--from
-- ^--+clp+++=EXTRAWORD
from ^in++++=EXTRAWORD
the ^ati++++=the
screw ^nn++++=screw
to ^in++++=to
the ^ati++++=the
bowsprit ^nn+++??+=bowsprit--had
-- ^--+clp+++=EXTRAWORD
had ^vb+hv+vrb++=EXTRAWORD
something ^pn++++=something
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bad ^jj+atrb+++=bad
language ^nn+nom+++=language
used ^vwbn+++xvbn+=used
by ^in++++=by
the ^ati++++=the
garboard ^nn+++??+=garboard
strake ^nn+++??+=strake
when ^wrb+who+++=when
the ^ati++++=the
ship ^nn++++=ship
rolled ^vbd+++xvbn+=rolled
was ^vbd+bedz+vrb++=was
something ^pn++++=something
too ^rb++++=too
awful ^jj++++=awful!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
happen ^vb+++??+=happen
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
the ^ati++++=the
garboard ^nn+++??+=garboard
strake ^nn+++??+=strake
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
more ^ql++++=more
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
dreadful ^jj+atrb+++=dreadful
thing ^nn++++=thing
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
listen ^vb++++=listen
to ^in++++=to
chaps ^nns++++=chaps
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
home ^nr++++=home
on ^in++++=on
my ^pp$+pp1+++=my
bicycle ^nn++++=bicycle
the ^ati++++=the
other ^ap++++=other
day ^nn++++=day
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
awful ^jj+atrb+++=awful
row ^nn++++=row
between ^in++++=between
some ^dti++++=some
infernal ^jj++++=infernal
' ^zz++++='sprocket'
sprocket ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
' ^zz++++='ball
ball ^nn++++=EXTRAWORD
bearings ^nns++++=bearings'
' ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
machine ^nn++++=machine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
before ^cs+sub+++=before
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
such ^abl++++=such
things ^nns++++=things
in ^in++++=in
the ^ati++++=the
whole ^jj+atrb+++=whole
concern ^nn++++=concern.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
at ^in+ppvb+++=at
his ^pp$+pp3+++=his
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said
carelessly ^rb++++=carelessly:
: ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
reason ^nn++++=reason
why ^wrb+who+++=why
you ^pp2+pp2+++=you
broke ^vbd+++xvbn+=broke
off ^rb+phrv+++=off
your ^pp$+pp2+++=your
engagement ^nn+nom+++=engagement
with ^in++++=with
Miss ^npt++++=Miss
Millikens ^np++++=Millikens?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
coolly ^rb++++=coolly.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
quite ^rb++++=quite
another ^dt++++=another
affair ^nn++++=affair.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
queer ^jj+atrb+++=queer
story ^nn++++=story;
; ^zz++++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you
like ^vb++++=like
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
all ^abn++++=all
means ^nns++++=means."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
out ^rp+pl+++=out
my ^pp$+pp1+++=my
notebook ^nn++++=notebook.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
Amateur ^nn++++=Amateur
Theatricals ^nns+nom+++=Theatricals,
, ^zz++++=EXTRAWORD
got ^j+++xvbn+=got
up ^rp++++=up
by ^in++++=by
the ^ati++++=the
White ^jj+atrb+++=White
Hussars ^np+++??+=Hussars,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
lights ^nns++++=lights
suddenly ^rb++++=suddenly
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
heard ^vbd+vprv++xvbnx+=heard
about ^in++++=about
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
down ^rp++++=down
there ^rn+pl+++=there
that ^cs+sub+++=that
evening ^nn++++=evening
with ^in++++=with
the ^ati++++=the
determination ^nn+nom+++=determination
of ^in++++=of
proposing ^nn++++=proposing
to ^in++++=to
Mary ^np++++=Mary
Millikens ^np+++??+=Millikens
the ^ati++++=the
first ^od++++=first
chance ^nn++++=chance
that ^tht+rel+subj++=that
offered ^vbd+++xvbn+=offered.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
just ^rb+emph+++=just
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
sister ^npt++++=sister
Jane ^np++++=Jane
next ^rb+cnj+++=next,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
smart ^jj+atrb+++=smart
Widow ^nn++++=Widow
Millikens, ^np+++??+=Millikens,--who
-- ^--+clp+++=EXTRAWORD
who ^whp+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
a ^at++++=a
bit ^nn++++=bit
larky ^nn+++??+=larky
on ^in++++=on
her ^pp$+pp3+++=her
own ^ap++++=own
account ^nn++++=account,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
remember, ^nn+++??+=remember,--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
next ^ap++++=next
on ^in++++=on
the ^ati++++=the
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
lights ^nns++++=lights
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
and ^cc++++=and
the ^ati++++=the
panic ^nn++++=panic
and ^cc++++=and
tittering ^xvbg+++xvbg+=tittering
began ^vbd+++xvbn+=began,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
my ^pp$+pp1+++=my
chance ^nn++++=chance!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
leaned ^vbd+++xvbnx+=leaned
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
that ^tht+rel+subj++=that
would ^md+prd+++=would
just ^rb+emph+splt++=just
reach ^vb++++=reach
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
ear ^nn++++=ear
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
long ^rb++splt++=long
wished ^vprf+++xvbnx+=wished
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
how ^wrb+who+++=how
my ^pp$+pp1+++=my
life ^nn++++=life
is ^vbz+bez+aux++=is
bound ^vpsv++agls+xvbnx+=bound
up ^rb+phrv+++=up
with ^in+ppvb+++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
never ^rb+cnj+++=never,
, ^zz++++=EXTRAWORD
never ^rb++++=never
can ^md+pos+++=can
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy
without ^in++++=without
you ^pp2+pp2+++=you'--when
'--when ^vbd+++xvbn+0=EXTRAWORD
just ^rb+emph+++=just
then ^rn+tm+++=then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
mighty ^jj+atrb+++=mighty
big ^jj+atrb+++=big
shove ^nn++++=shove
down ^in++++=down
my ^pp$+pp1+++=my
bench ^nn++++=bench
from ^in++++=from
the ^ati++++=the
fellows ^nns++++=fellows
beyond ^in++++=beyond
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
get ^vbi++++=get
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
held ^vbd+vprv++xvbnx+=held
on ^in++++=on
like ^in++++=like
grim ^jj+atrb+++=grim
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
struggled ^vbd+++xvbn+=struggled
back ^jjb++++=back
again ^rb+tm+++=again
into ^in++++=into
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
on ^in+strn+++=on:
: ^zz++++=EXTRAWORD
' ^zz++++='You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
forgive ^vb++++=forgive
my ^pp$+pp1+++=my
taking ^jj+++xvbg+=taking
a ^at++++=a
chance ^nn++++=chance
like ^in++++=like
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
I ^pp1a+pp1+++=I
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
conceal ^vb++++=conceal
my ^pp$+pp1+++=my
love ^nn++++=love
for ^in++++=for
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
blest ^jjt+pred+++=blest
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
another ^dt++++=another
shove ^nn++++=shove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
got ^vprf+++xvbnx+=got
hold ^nn++++=hold
of ^in++++=of
her ^pp$+pp3+++=her
little ^ap++++=little
hand ^nn++++=hand
and ^cc++++=and
had ^vb+hv+vrb++=had
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
squeeze ^vb++++=squeeze
in ^in++++=in
return ^nn++++=return,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
drifted ^vpsv++agls+xvbnx+=drifted
away ^rp+pl+++=away
again ^rb+tm+++=again
and ^cc++++=and
had ^md"++pmd"++=had
to ^md+nec+++=to
fight ^vb++++=fight
my ^pp$+pp1+++=my
way ^nn++++=way
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
finish ^vbi++++=finish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='If
if ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
devotion ^nn+nom+++=devotion
of ^in++++=of
a ^at++++=a
lifetime ^nn++++=lifetime
will ^md+prd+++=will
atone ^vb++++=atone
for ^in++++=for
this ^dt+dem+++=this
hurried ^jj+atrb++xvbn+=hurried
avowal ^nn++++=avowal
of ^in++++=of
my ^pp$+pp1+++=my
love ^nn++++=love
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
hope ^vb++++=hope
for ^in++++=for
a ^at++++=a
response ^nn++++=response,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
just ^rb+emph+++=just
then ^rn+tm+++=then
the ^ati++++=the
infernal ^jj+atrb+++=infernal
lights ^nns++++=lights
were ^vbd+bed+aux++=were
turned ^vpsv++agls+xvbnx+=turned
on ^rb+cnj+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
