Mrs ^npt++++=Mrs.
annihilated ^vpsv++by+xvbn+=annihilated
by ^in++++=by
terror ^nn++++=terror
in ^cs+sub+++=in
that ^cs"++++=that
heartbeat ^nn+++??+=heartbeat,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
herself ^ppl+pp3+++=herself
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^jj+atrb+++=last
thing ^nn++++=thing
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
Light ^jj++++=Light
and ^cc++++=and
electricity ^nn+nom+++=electricity
are ^vb+ber+vrb++=are
swift ^np++++=swift,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
thought ^nn+++xvbn+=thought
is ^vbz+bez+vrb++=is
swifter ^jjr+pred+++=swifter.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
all ^abn++++=all
in ^in++++=in
the ^ati++++=the
fraction ^nn+nom+++=fraction
of ^in++++=of
a ^at++++=a
second ^od++++=second.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Laughton ^np++++=Laughton
was ^vbd+bedz+vrb++=was
on ^rp++++=on
her ^pp3o+pp3+++=her
feet ^nns++++=feet
again ^rb+tm+++=again
and ^cc++++=and
before ^cs+sub+++=before
a ^at++++=a
pendulum ^nn++++=pendulum
could ^md+pos+++=could
have ^vb+hv+vrb++=have
more ^ql++++=more
than ^in++++=than
swung ^vbd+++xvbn+=swung
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
must ^md+nec+++=must
know ^vb+vprv+tht0++=know
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
the ^ati++++=the
light ^nn++++=light
brass ^nn++++=brass
bedstead ^nn++++=bedstead
and ^cc++++=and
sent ^vbd+++xvbn+=sent
it ^pp3+it+++=it
rolling ^jj+++xvbg+=rolling
away ^in+pl+++=away
from ^in"++++=from
her ^pp$+pp3+++=her
with ^in++++=with
all ^abn++++=all
her ^pp$+pp3+++=her
might ^md+pos+++=might
and ^cc++++=and
main ^jjb++++=main
leaving ^jj+++xvbg+=leaving
the ^ati++++=the
creature ^nn++++=creature
uncovered ^vbd+++xvbn+=uncovered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lay ^vbd+++xvbnx+=lay
easily ^rb++++=easily
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side,
, ^zz++++=EXTRAWORD
a ^at++++=a
stout ^jj++++=stout
little ^ap++++=little
club ^nn++++=club
like ^in++++=like
a ^at++++=a
policeman ^nn+nom+++=policeman's
's ^$++++=EXTRAWORD
billy ^np++++=billy
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
some ^dti++++=some
weapons ^nns++++=weapons
gleaming ^vwbg+++xvbg+=gleaming
in ^in++++=in
his ^pp$+pp3+++=his
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
putting ^vbg+++xvbg+=putting
up ^rb+phrv+++=up
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand
to ^to++++=to
grasp ^vbi+vprv+++=grasp
the ^ati++++=the
bedstead ^nn++++=bedstead
as ^ql++++=as
it ^pp3+it+++=it
rolled ^vbd+++xvbn+=rolled
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
look ^vb++++=look
pretty ^rb+cnj+++=pretty,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
as ^ql++++=as
much ^ap++++=much
of ^in++++=of
a ^at++++=a
shock ^nn++++=shock
to ^in++++=to
the ^ati++++=the
man ^nn++++=man
as ^in++++=as
his ^pp$+pp3+++=his
appearance ^nn+nom+++=appearance
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
the ^ati++++=the
saying ^vb+++xvbg+=saying
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
the ^ati++++=the
unexpected ^jj++++=unexpected
that ^dt+pdem+++=that
happens ^vbz+vsua+++=happens.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
up ^rp++++=up,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
man ^nn++++=man
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
hurt ^vb+++xvbn+=hurt
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
intruder ^nn+nom+++=intruder
had ^vb+hv+vrb++=had
any ^dti++++=any
sense ^nn++++=sense
of ^in++++=of
humor ^nn++++=humor,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
might ^md+pos+++=might
have ^vb+hv+aux++=have
touched ^vprf+++xvbnx+=touched
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
this ^dt+dem+++=this
little ^jj+atrb+++=little
fairy ^nn++++=fairy-queen
- ^zz++++=EXTRAWORD
queen ^npt++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
small ^jj++++=small
enough ^qlp++++=enough
to ^in++++=to
have ^vbi+vbi+aux++=have
stepped ^vprf+++xvbnx+=stepped
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
rain ^nn++++=rain-lily,
- ^zz++++=EXTRAWORD
lily ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
hurting ^vbg+++xvbg+=hurting
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
different ^jj++++=different
from ^in++++=from
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
awaiting ^vbg+++xvbgx+=awaiting
that ^cs+sub+++=that
it ^pp3+it+++=it
startled ^vbd+++xvbn+=startled
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
superstition ^nn+nom+++=superstition
that ^tht+rel+++=that
usually ^rb+down+++=usually
haunts ^nns++++=haunts
the ^ati++++=the
evil ^nn++++=evil
and ^cc++++=and
ignorant ^jj++++=ignorant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vprf+++xvbn+=felt
that ^tht+vcmp+++=that
such ^abl++++=such
small ^jj+atrb+++=small
women ^nns++++=women
were ^vbd+bed+vrb++=were
uncanny ^jj+pred+++=uncanny.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
towering ^jj+++xvbg+=towering
over ^in++++=over
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
gruffly ^jj++++=gruffly;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
hurt ^vb+++xvbn+=hurt
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
hurt ^vb+++xvbn+=hurt
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
hand ^nn++++=hand
over ^in++++=over
that ^dt+dem+++=that
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
money ^nn++++=money?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
a ^at++++=a
wide ^jj+atrb+++=wide
sort ^nn++++=sort
of ^in++++=of
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
" ^zz++++="Come!
come ^vprf+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
your ^pp$+pp2+++=your
lip ^nn++++=lip.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
that ^dt+dem+++=that
money ^nn++++=money!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
any ^dti++++=any
money ^nn++++=money!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
remember ^nn+nom+++=remember
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
too ^ql++++=too!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
any ^dti++++=any
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
reasoned ^vbd+vprv++xvbnx+=reasoned.
. ^zz++++=EXTRAWORD
" ^zz++++="Fifteen
fifteen ^cd++++=EXTRAWORD
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
money ^nn++++=money
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
in ^rb+phrv+++=in
the ^ati++++=the
world ^nn++++=world!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
no ^at++++=no
fifteen ^cd++++=fifteen
dollars ^nns++++=dollars,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
none ^pn++++=none
of ^in++++=of
your ^pp$+pp2+++=your
chinning ^nvbg+++xvbg+=chinning.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
the ^ati++++=the
money ^nn++++=money
your ^pp$+pp2+++=your
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
pay ^vb++++=pay
off ^rp+pl+++=off
with ^in++++=with
" ^zz++++="
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
money ^nn++++=money!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
in ^in++++=in
quite ^rb++++=quite
a ^at++++=a
tone ^nn++++=tone
of ^in++++=of
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
anything ^pn++++=anything
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
money ^nn++++=money.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
can ^md+pos+++=can
get ^vb++++=get
any ^dti++++=any
money ^nn++++=money
out ^rp+pl+++=out
of ^in++++=of
Tom ^np++++=Tom
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
more ^ql++++=more
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
advise ^vb+vpub+++=advise
you ^pp2+pp2+++=you
to ^to++++=to
try ^vbi++++=try,
, ^zz++++=EXTRAWORD
either ^dtx++++=either;
; ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
always ^rb++++=always
carries ^vbz++++=carries
a ^at++++=a
pistol ^nn++++=pistol
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
pocket ^nn++++=pocket
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
covered ^vpsv++agls+xvbnx+=covered
all ^abn++++=all
over ^in++++=over
with ^in++++=with
knives ^nns++++=knives
and ^cc++++=and
derringers ^nns+nom+++=derringers
and ^cc++++=and
bull ^nn++++=bull-dogs,
- ^zz++++=EXTRAWORD
dogs ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
sometimes ^rb++++=sometimes
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
go ^vbi++++=go
near ^in+pl+++=near
him ^pp3o+pp3+++=him
till ^cs+sub+++=till
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
unloaded ^vpsv++agls+xvbnx+=unloaded.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
country ^nn++++=country
of ^in++++=of
desperadoes ^nns++++=desperadoes.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see
" ^zz++++="
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
little ^jj+atrb+++=little
hen ^nn++++=hen-sparrer,"
- ^zz++++=EXTRAWORD
sparrer ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
coming ^vwbg+++xvbg+=coming
back ^jjb++++=back
to ^in++++=to
her ^pp$+pp3+++=her
from ^in++++=from
a ^at++++=a
survey ^nn++++=survey
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
money ^nn++++=money
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
throw ^vbi++++=throw
me ^pp1o+pp1+++=me
off ^in+pl+++=off
the ^ati++++=the
scent ^nn++++=scent!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="you'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
only ^rb+down+splt++=only
get ^vb++++=get
it ^pp3+it+++=it
across ^in+pl+++=across
my ^pp$+pp1+++=my
dead ^jj+atrb+++=dead
body ^nn++++=body!
! ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Hadn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
better ^jjr+atrb+++=better
look ^nn++++=look
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
me ^pp1o+pp1+++=me
tell ^vb++++=tell
you ^pp2+pp2+++=you
when ^wrb+who+++=when
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
hot ^jj+pred+++=hot
and ^cc+cls+++=and
when ^wrb+who+++=when
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
cold ^jj+pred+++=cold?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Come!"
come ^vprf+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
enough ^qlp++++=enough
of ^in++++=of
your ^pp$+pp2+++=your
slack ^jj+atrb+++=slack
" ^zz++++="
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
very ^ql+amp+++=very
polite ^jj++++=polite,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
something ^pn++++=something
like ^in++++=like
a ^at++++=a
pout ^nn++++=pout.
. ^zz++++=EXTRAWORD
" ^zz++++="People
people ^nns++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
line ^nn++++=line
ai ^vb+be+++=ain't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
grimly ^rb++++=grimly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
that ^dt+dem+++=that
money ^nn++++=money!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
want ^vb++++=want
it ^pp3+it+++=it
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
no ^at++++=no
time ^nn++++=time
to ^to++++=to
lose ^vbi++++=lose.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
rather ^rb++splt++=rather
come ^vb++++=come
by ^in++++=by
it ^pp3+it+++=it
peaceable ^jj++++=peaceable,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
growled ^vbd+++xvbnx+=growled,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
" ^zz++++="
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
take ^vb++++=take
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
the ^ati++++=the
stronger ^nn++++=stronger.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
very ^ql+amp+++=very
particular ^jj+atrb+++=particular
use ^nn++++=use
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
just ^rb+emph+++=just
sit ^vb++++=sit
down ^rb+phrv+++=down!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
really ^rb+emph+++=really
having ^xvbg+++xvbg+=having
been ^vprf+ben+vrb+xvbn+=been
alone ^rb++++=alone
so ^ql++++=so
long ^rb++++=long
in ^in++++=in
these ^dt+dem+++=these
desolate ^jj+atrb+++=desolate
regions ^nns++++=regions
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
glad ^jj+pred+++=glad
of ^in++++=of
having ^xvbg+++xvbg+=having
some ^dti++++=some
one ^cd1++++=one
to ^to++++=to
talk ^vbi++++=talk
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
throwing ^vbg+++xvbg+=throwing
herself ^ppl+pp3+++=herself
into ^in++++=into
the ^ati++++=the
big ^jj+atrb+++=big
one ^cd1++++=one
opposite ^jj++++=opposite,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
in ^in++++=in
truth ^nn++++=truth
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
stand ^vb++++=stand
up ^rp++++=up
another ^dt++++=another
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
perhaps ^rb++++=perhaps
feeling ^nvbg+++xvbg+=feeling
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
wren ^nn++++=wren
were ^vbd+bed+aux++=were
expostulating ^vbg+++xvbgx+=expostulating
with ^in++++=with
him ^pp3o+pp3+++=him
about ^in++++=about
robbing ^xvbg+++xvbg+=robbing
her ^pp$+pp3+++=her
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
angry ^jj+atrb+++=angry
arm ^nn++++=arm
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
threatened ^vprf+++xvbnx+=threatened
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaned ^vpsv++agls+xvbn+=leaned
over ^in++++=over
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="right
right ^jj++++=EXTRAWORD
under ^in++++=under
your ^pp$+pp2+++=your
hand ^nn++++=hand
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
