Two ^cd++++=Two
Latin ^jj+atrb+++=Latin
grammar ^nn++++=grammar
with ^in++++=with
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
his ^pp$+pp3+++=his
favourite ^jjb+atrb+++=favourite
methods ^nns++++=methods
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
rather ^rb++++=rather
a ^at++++=a
good ^jj+atrb+++=good
one ^cd1++++=one
was ^vbd+bedz+aux++=was
to ^to++++=to
make ^vbi++++=make
us ^pp1o+pp1+++=us
construct ^vb++++=construct
sentences ^nns+nom+++=sentences
out ^rp+pl+++=out
of ^in++++=of
our ^pp$+pp1+++=our
own ^ap++++=own
heads ^nns++++=heads
to ^to++++=to
illustrate ^nn+nom+++=illustrate
the ^ati++++=the
rules ^nns++++=rules
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
make ^vbi++++=make
us ^pp1o+pp1+++=us
learn ^vb+vprv+++=learn.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
a ^at++++=a
thing ^nn++++=thing
which ^whp+rel+subj++=which
gives ^vbz++++=gives
a ^at++++=a
silly ^jj+atrb+++=silly
boy ^nn++++=boy
a ^at++++=a
chance ^nn++++=chance
of ^in++++=of
being ^xvbg+++xvbg+=being
impertinent ^jj++++=impertinent:
: ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
lots ^nns++++=lots
of ^in++++=of
school ^nn++++=school
stories ^nns++++=stories
in ^in++++=in
which ^whp+rel+pied++=which
that ^dt+pdem+++=that
happens ^vbz+vsua+++=happens
or ^cc++++=or
anyhow ^rb++++=anyhow
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Sampson ^np+++??+=Sampson
was ^vbd+bedz+vrb++=was
too ^ql++++=too
good ^jj++++=good
a ^at++++=a
disciplinarian ^nn++++=disciplinarian
for ^in++++=for
us ^pp1o+pp1+++=us
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
trying ^xvbg+++xvbg+=trying
that ^dt+dem+++=that
on ^rp++++=on
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
on ^in++++=on
this ^dt+dem+++=this
occasion ^nn++++=occasion
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
telling ^nvbg+++xvbg+=telling
us ^pp1o+pp1+++=us
how ^wrb+who+++=how
to ^to++++=to
express ^nns+nom+++=express
remembering ^vbg+vprv++xvbg+=remembering
in ^in++++=in
Latin ^nn++++=Latin:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
ordered ^vbd+++xvbnx+=ordered
us ^pp1o+pp1+++=us
each ^dt++++=each
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
sentence ^nn+nom+++=sentence
bringing ^vwbg+++xvbg+=bringing
in ^in++++=in
the ^ati++++=the
verb ^nn++++=verb
memini ^nn+++??+=memini,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
remember ^nn+nom+++=remember.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
us ^pp1o+pp1+++=us
made ^vbd+++xvbn+=made
up ^rp++++=up
some ^dti++++=some
ordinary ^jj+atrb+++=ordinary
sentence ^nn+nom+++=sentence
such ^abl++++=such
as ^in++++=as
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
remember ^nn+nom+++=remember
my ^pp$+pp1+++=my
father ^nn++++=father,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
or ^cc++++=or
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
remembers ^nns+nom+++=remembers
his ^pp$+pp3+++=his
book ^nn++++=book,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
or ^cc++++=or
something ^pn++++=something
equally ^rb++++=equally
uninteresting ^jj++++=uninteresting:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+++=say
a ^ap++++=a
good ^ap"++++=good
many ^ap"++++=many
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
memino ^np++++=memino
librum ^nn+++??+=librum
meum ^nn+++??+=meum,
, ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
forth ^rb"++++=forth:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
boy ^nn++++=boy
I ^pp1a+pp1+++=I
mentioned ^vbd+vpub+tht0+xvbnx+=mentioned
Mcleod ^np+++??+=McLeod
was ^vbd+bedz+aux++=was
evidently ^rb++splt++=evidently
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
something ^pn++++=something
more ^rbr++++=more
elaborate ^jj++++=elaborate
than ^in++++=than
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
have ^vbi++++=have
our ^pp$+pp1+++=our
sentences ^nns+nom+++=sentences
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
get ^vb++++=get
on ^in+cmpx+++=on
to ^in"++++=to
something ^pn++++=something
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
so ^ql++++=so
some ^dti++++=some
kicked ^jj+++xvbn+=kicked
him ^pp3o+pp3+++=him
under ^in++++=under
the ^ati++++=the
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
next ^in+cmpx+++=next
to ^in"++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
poked ^j+++xvbn+=poked
him ^pp3o+pp3+++=him
and ^cc++++=and
whispered ^vpsv++agls+xvbn+=whispered
to ^in++++=to
him ^pp3o+pp3+++=him
to ^to++++=to
look ^vbi++++=look
sharp ^jj++++=sharp.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
attend ^vbi++++=attend.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
paper ^nn++++=paper
and ^cc++++=and
saw ^vbd+vprv+tht0+xvbn+=saw
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
put ^vprf+++xvbnx+=put
down ^rb+phrv+++=down
nothing ^pn++++=nothing
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
jogged ^vbd+++xvbnx+=jogged
him ^pp3o+pp3+++=him
again ^rb+tm+++=again
harder ^jjr++++=harder
than ^in++++=than
before ^in++++=before
and ^cc++++=and
upbraided ^jj+++xvbn+=upbraided
him ^pp3o+pp3+++=him
sharply ^rb++++=sharply
for ^in++++=for
keeping ^xvbg+++xvbg+=keeping
us ^pp1o+pp1+++=us
all ^abn++++=all
waiting ^nvbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
did ^vbd+dod+aux++=did
have ^vb+hv+vrb++=have
some ^dti++++=some
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
started ^vbd+++xvbnx+=started
and ^cc+phrs+++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
wake ^vbi++++=wake
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
very ^ql+amp+++=very
quickly ^rb++++=quickly
he ^pp3a+pp3+++=he
scribbled ^vbd+++xvbnx+=scribbled
about ^in++++=about
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
lines ^nns++++=lines
on ^in++++=on
his ^pp$+pp3+++=his
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
showed ^vbd+vprv+tht0+xvbn+=showed
it ^pp3+it+++=it
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^ap++++=last,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
nearly ^rb+down+++=nearly
the ^ati++++=the
last ^ap++++=last,
, ^zz++++=EXTRAWORD
to ^to++++=to
come ^vbi++++=come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
Sampson ^np+++??+=Sampson
had ^vb+hv+vrb++=had
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
to ^to+ncmp+++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
the ^ati++++=the
boys ^nns++++=boys
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
meminiscimus ^nns+++??+=meminiscimus
patri ^nn+++??+=patri
meo ^nn+++??+=meo
and ^cc++++=and
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
that ^cs+sub+++=that
the ^ati++++=the
clock ^nn++++=clock
struck ^vbd+++xvbn+=struck
twelve ^cd++++=twelve
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
Mcleod ^vb+++??+=McLeod,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mcleod ^np+++??+=McLeod
had ^md"++pmd"++=had
to ^md+nec+++=to
wait ^vb++++=wait
afterwards ^rb+tm+++=afterwards
to ^in++++=to
have ^vbi++vrb++=have
his ^pp$+pp3+++=his
sentence ^nn+nom+++=sentence
corrected ^vwbn+++xvbn+=corrected.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+aux++=was
nothing ^pn++++=nothing
much ^rb++++=much
going ^vbg+++xvbg+=going
on ^in++++=on
outside ^jjb++++=outside
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
come ^vbi++++=come.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
very ^ql+amp+++=very
slowly ^rb++++=slowly
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
arrive ^vb++++=arrive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
guessed ^vbd+vprv++xvbnx+=guessed
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,'
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='what
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
get ^vb++++=get?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mcleod ^np+++??+=McLeod,
, ^zz++++=EXTRAWORD
' ^zz++++='nothing
nothing ^pn++++=EXTRAWORD
much ^rb++++=much:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
Sampson ^np++++=Sampson's
's ^$++++=EXTRAWORD
rather ^rb++++=rather
sick ^jj++++=sick
with ^in++++=with
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
show ^nn++++=show
him ^pp3o+pp3+++=him
up ^rp++++=up
some ^dti++++=some
rot ^nn++++=rot?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='No
no ^at++++=EXTRAWORD
fear ^vb++++=fear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
all ^abn++++=all
right ^jj++++=right
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
like ^in++++=like
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
Memento ^nn++++=Memento
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
right ^jj++++=right
enough ^qlp++++=enough
for ^in++++=for
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
takes ^vbz++++=takes
a ^at++++=a
genitive ^jj++++=genitive,
, ^zz++++=EXTRAWORD
memento ^nn++++=memento
putei ^nn+++??+=putei
inter ^rb++++=inter
quatuor ^nn++++=quatuor
taxos ^nns+++??+=taxos.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
silly ^jj+atrb+++=silly
rot ^nn++++=rot!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
made ^vwbn+++xvbn+=made
you ^pp2+pp2+++=you
shove ^nn++++=shove
that ^tht+rel+++=that
down ^rp++++=down?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
does ^vbz+doz+aux++=does
it ^pp3+it+++=it
mean ^vb+vprv+++=mean?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
funny ^jj+atrb+++=funny
part ^nn++++=part,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mcleod ^np+++??+=McLeod.
. ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
quite ^rb++++=quite
sure ^jj++++=sure
what ^wdt+who+++=what
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
mean ^vb+vprv+++=mean.
. ^zz++++=EXTRAWORD
All ^abn++++=All
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
just ^rb+emph+++=just
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
head ^nn++++=head
and ^cc++++=and
I ^pp1a+pp1+++=I
corked ^vbd+++xvbnx+=corked
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
means ^vbz+vprv+++=means,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
just ^rb+emph+++=just
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
wrote ^vbd+vprv+tht0+xvbnx+=wrote
it ^pp3+it+++=it
down ^rp++++=down
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
picture ^nn++++=picture
of ^in++++=of
it ^pp3+it+++=it
in ^in++++=in
my ^pp$+pp1+++=my
head ^nn++++=head:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
it ^pp3+it+++=it
means ^nns++++=means
' ^zz++++='Remember
remember ^nn+nom+++=EXTRAWORD
the ^ati++++=the
well ^rb++++=well
among ^in++++=among
the ^ati++++=the
four ^cd++++=four'
' ^zz++++=EXTRAWORD
what ^wdt+who+++=what
are ^vb+ber+vrb++=are
those ^dt+dem+++=those
dark ^jj+atrb+++=dark
sort ^nn++++=sort
of ^in++++=of
trees ^nns++++=trees
that ^tht+rel+subj++=that
have ^vb+hv+vrb++=have
red ^jj+atrb+++=red
berries ^nns++++=berries
on ^in++++=on
them ^pp3o+pp3+++=them?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Mountain
mountain ^nn++++=EXTRAWORD
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
s ^zz++++=s'pose
'pose ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
them ^pp3o+pp3+++=them,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mcleod ^np+++??+=McLeod;
; ^zz++++=EXTRAWORD
' ^zz++++='no,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
yews ^nns+++??+=yews.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
Sampson ^np+++??+=Sampson
say ^vb+vpub+++=say?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
jolly ^jj++++=jolly
odd ^jj++++=odd
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
up ^rp++++=up
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece
and ^cc++++=and
stopped ^vbd+++xvbn+=stopped
quite ^rb++++=quite
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
without ^in++++=without
saying ^xvbg+++xvbg+=saying
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
without ^in++++=without
turning ^xvbg+++xvbg+=turning
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rather ^rb++++=rather
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
that ^tht+vcmp+++=that
means ^vbz+vprv+++=means?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
silly ^jj+atrb+++=silly
tree ^nn++++=tree:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
why ^wrb+who+whcl++=why
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
say ^vb+vpub+tht0++=say
something ^pn++++=something
or ^cc++++=or
other ^ap++++=other.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^cs+sub+++=after
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
off ^in+pl+++=off
talking ^nn++++=talking
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
how ^wrb+who+++=how
long ^rb++++=long
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
my ^pp$+pp1+++=my
people ^nns++++=people
lived ^vbd+++xvbn+=lived,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
things ^nns++++=things
like ^in++++=like
that ^dt+pdem+++=that:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
away ^rp+pl+++=away:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
looking ^vbg+++xvbg+=looking
a ^at++++=a
bit ^nn++++=bit
well ^rb++++=well.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember
any ^dti++++=any
more ^ql++++=more
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
said ^vpsv++by+xvbnx+=said
by ^in++++=by
either ^dtx++++=either
of ^in++++=of
us ^pp1o+pp1+++=us
about ^in++++=about
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
day ^nn++++=day
Mcleod ^np+++??+=McLeod
took ^vbd+++xvbn+=took
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
bed ^nn++++=bed
with ^in++++=with
a ^at++++=a
chill ^nn++++=chill
or ^cc++++=or
something ^pn++++=something
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
week ^nn++++=week
or ^cc++++=or
more ^ql++++=more
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
school ^nn++++=school
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
month ^nn++++=month
went ^vwbn+++xvbn+=went
by ^in++++=by
without ^in++++=without
anything ^pn++++=anything
happening ^vbg+++xvbg+=happening
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
noticeable ^jj+pred+++=noticeable.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
or ^cc++++=or
not ^xnot++not++=not
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Sampson ^np++++=Sampson
was ^vbd+bedz+aux++=was
really ^rb+emph+splt++=really
startled ^vpsv++agls+xvbnx+=startled,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Mcleod ^np+++??+=McLeod
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
show ^vb+vprv+++=show
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
pretty ^rb++++=pretty
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
very ^ql+amp+++=very
curious ^jj++++=curious
in ^in++++=in
his ^pp$+pp3+++=his
past ^jjb+atrb+++=past
history ^nn++++=history,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
pretend ^vb+vprv+++=pretend
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
boys ^nns++++=boys
were ^vbd+bed+vrb++=were
sharp ^np++++=sharp
enough ^qlp++++=enough
to ^to++++=to
guess ^vbi++++=guess
any ^dti++++=any
such ^abl++++=such
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
' ^zz++++='There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
other ^ap++++=other
incident ^nn++++=incident
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
kind ^nn++++=kind
as ^in++++=as
the ^ati++++=the
last ^ap++++=last
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
