Towards ^in++++=Towards
house ^npl++++=house,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
peaceful ^jj+atrb+++=peaceful
girlish ^jj+atrb+++=girlish
life.. ^nn+++??+=life....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
in ^in++++=in
the ^ati++++=the
courtyard ^nn++++=courtyard
the ^ati++++=the
snow ^nn++++=snow
was ^vbd+bedz+aux++=was
falling ^nvbg+++xvbg+=falling
heavily ^rb++++=heavily;
; ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
howled ^vbd+++xvbn+=howled,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shutters ^nns+nom+++=shutters
shook ^vbd+++xvbn+=shook
and ^cc+phrs+++=and
rattled ^vbd+++xvbn+=rattled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everything ^pn++++=everything
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
to ^in++++=to
portend ^nn+++??+=portend
misfortune ^nn++++=misfortune.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
all ^rb++++=all
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet
in ^in++++=in
the ^ati++++=the
house ^nn++++=house:
: ^zz++++=EXTRAWORD
everyone ^pn++++=everyone
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep.
. ^zz++++=EXTRAWORD
Masha ^np+++??+=Masha
wrapped ^vbd+++xvbn+=wrapped
herself ^ppl+pp3+++=herself
in ^in++++=in
a ^at++++=a
shawl ^nn++++=shawl,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
on ^in++++=on
a ^at++++=a
warm ^jj+atrb+++=warm
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
her ^pp$+pp3+++=her
small ^jj+atrb+++=small
box ^nn++++=box
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
down ^in++++=down
the ^ati++++=the
back ^jjb+atrb+++=back
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
maid ^np++++=maid
followed ^vbd+vprv++xvbn+=followed
her ^pp$+pp3+++=her
with ^in++++=with
two ^cd++++=two
bundles ^nns++++=bundles.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
descended ^vbd+++xvbnx+=descended
into ^in++++=into
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
The ^ati++++=The
snowstorm ^nn++++=snowstorm
had ^vb+hv+aux++=had
not ^xnot++not++=not
subsided ^vprf+++xvbn+=subsided;
; ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
blew ^vbd+++xvbn+=blew
in ^in++++=in
their ^pp$+pp3+++=their
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
stop ^vbi++++=stop
the ^ati++++=the
young ^jj+atrb+++=young
criminal ^nn+nom+++=criminal.
. ^zz++++=EXTRAWORD
With ^in++++=With
difficulty ^nn++++=difficulty
they ^pp3a+pp3+++=they
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
road ^nn++++=road
a ^at++++=a
sledge ^nn+++??+=sledge
awaited ^vbd+++xvbn+=awaited
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
half ^abn++++=half-frozen
- ^zz++++=EXTRAWORD
frozen ^vwbn+++xvbn+=EXTRAWORD
with ^in++++=with
the ^ati++++=the
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
not ^xnot++not++=not
keep ^vb++++=keep
still ^jj+pred+++=still;
; ^zz++++=EXTRAWORD
Vladimir ^np++++=Vladimir's
's ^$++++=EXTRAWORD
coachman ^nn+nom+++=coachman
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
restrain ^vbi++++=restrain
their ^pp$+pp3+++=their
impatience ^nn+nom+++=impatience.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
helped ^vbd+++xvbnx+=helped
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady
and ^cc++++=and
her ^pp$+pp3+++=her
maid ^np++++=maid
into ^in++++=into
the ^ati++++=the
sledge ^nn+++??+=sledge,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
the ^ati++++=the
box ^nn++++=box
and ^cc++++=and
the ^ati++++=the
bundles ^nns++++=bundles
in ^in++++=in
the ^ati++++=the
vehicle ^nn++++=vehicle,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
the ^ati++++=the
reins ^nns++++=reins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
horses ^nns++++=horses
dashed ^vwbn+++xvbn+=dashed
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
intrusted ^vprf+++xvbn+=intrusted
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady
to ^in++++=to
the ^ati++++=the
care ^nn++++=care
of ^in++++=of
fate ^nn++++=fate
and ^cc++++=and
to ^in++++=to
the ^ati++++=the
skill ^nn++++=skill
of ^in++++=of
Tereshka ^np+++??+=Tereshka
the ^ati++++=the
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
return ^vb++++=return
to ^in++++=to
our ^pp$+pp1+++=our
young ^jj+atrb+++=young
lover ^nn++++=lover.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
in ^in++++=in
driving ^xvbg+++xvbg+=driving
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
morning ^nn++++=morning
he ^pp3a+pp3+++=he
paid ^vbd+++xvbnx+=paid
a ^at++++=a
visit ^nn++++=visit
to ^in++++=to
the ^ati++++=the
priest ^nn++++=priest
of ^in++++=of
Jadrino ^np+++??+=Jadrino,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
having ^xvbg+++xvbg+=having
come ^vprf+++xvbn+=come
to ^in++++=to
an ^at++++=an
agreement ^nn+nom+++=agreement
with ^in++++=with
him ^pp3o+pp3+++=him
after ^in++++=after
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
then ^rn+tm+++=then
set ^vb+++xvbn+=set
out ^rb+phrv+++=out
to ^to++++=to
seek ^vbi++++=seek
for ^in++++=for
witnesses ^nns+nom+++=witnesses
among ^in++++=among
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
landowners ^nns+nom+++=landowners.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
to ^to++++=to
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
presented ^vbd+++xvbnx+=presented
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
a ^at++++=a
retired ^jj+atrb++xvbn+=retired
cornet ^nn++++=cornet
of ^in++++=of
about ^in++++=about
forty ^cd++++=forty
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whose ^whp+rel+obj++=whose
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Dravin ^np+++??+=Dravin,
, ^zz++++=EXTRAWORD
consented ^j+++xvbn+=consented
with ^in++++=with
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adventure ^nn++++=adventure,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared,
, ^zz++++=EXTRAWORD
reminded ^j+++xvbn+=reminded
him ^pp3o+pp3+++=him
of ^in++++=of
his ^pp$+pp3+++=his
young ^jj+atrb+++=young
days ^nns++++=days
and ^cc++++=and
his ^pp$+pp3+++=his
pranks ^nns+++??+=pranks
in ^in++++=in
the ^ati++++=the
Hussars ^np+++??+=Hussars.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
persuaded ^vbd+vsua++xvbnx+=persuaded
Vladimir ^np+++??+=Vladimir
to ^to++++=to
stay ^vbi++++=stay
to ^in++++=to
dinner ^nn++++=dinner
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
assured ^jj+++xvbn+=assured
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+vrb++=have
no ^at++++=no
difficulty ^nn++++=difficulty
in ^in++++=in
finding ^xvbg+++xvbg+=finding
the ^ati++++=the
other ^ap++++=other
two ^cd++++=two
witnesses ^nns+nom+++=witnesses.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
immediately ^rb+tm+++=immediately
after ^in++++=after
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
appeared ^j+++xvbn+=appeared
the ^ati++++=the
surveyor ^nn++++=surveyor
Schmidt ^np+++??+=Schmidt,
, ^zz++++=EXTRAWORD
with ^in++++=with
moustache ^nn++++=moustache
and ^cc++++=and
spurs ^nps++++=spurs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
captain ^nn++++=captain
of ^in++++=of
police ^nns++++=police,
, ^zz++++=EXTRAWORD
a ^at++++=a
lad ^nn++++=lad
of ^in++++=of
sixteen ^cd++++=sixteen
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
recently ^rb+tm+splt++=recently
entered ^vprf+++xvbnx+=entered
the ^ati++++=the
Uhlans ^np+++??+=Uhlans.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
not ^xnot++not++=not
only ^rb+down+++=only
accepted ^vbn+vprv++xvbn+=accepted
Vladimir ^np++++=Vladimir's
's ^$++++=EXTRAWORD
proposal ^nn+nom+++=proposal,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
even ^rb++++=even
vowed ^vbd+++xvbn+=vowed
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
sacrifice ^vbi++++=sacrifice
their ^pp$+pp3+++=their
lives ^nns++++=lives
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
embraced ^vbd+++xvbn+=embraced
them ^pp3o+pp3+++=them
with ^in++++=with
rapture ^nn++++=rapture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
home ^nr++++=home
to ^to++++=to
get ^vbi++++=get
everything ^pn++++=everything
ready ^jj++++=ready.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dark ^jj++++=dark
for ^in++++=for
some ^dti++++=some
time ^nn++++=time.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dispatched ^vbd+++xvbnx+=dispatched
his ^pp$+pp3+++=his
faithful ^jj+atrb+++=faithful
Tereshka ^np+++??+=Tereshka
to ^in++++=to
Nenaradova ^np+++??+=Nenaradova
with ^in++++=with
his ^pp$+pp3+++=his
sledge ^nn+++??+=sledge
and ^cc++++=and
with ^in++++=with
detailed ^jj+atrb+++=detailed
instructions ^nns+nom+++=instructions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ordered ^vpsv++agls+xvbn+=ordered
for ^in++++=for
himself ^ppl+pp3+++=himself
the ^ati++++=the
small ^jj+atrb+++=small
sledge ^nn+++??+=sledge
with ^in++++=with
one ^cd1++++=one
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
out ^rp+pl+++=out
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
without ^in++++=without
any ^dti++++=any
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
for ^in++++=for
Jadrino ^np+++??+=Jadrino,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
arrive ^vb++++=arrive
in ^in++++=in
about ^in++++=about
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
road ^npl++++=road
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
journey ^nn++++=journey
would ^md+prd+++=would
only ^rb+down+splt++=only
occupy ^vb++++=occupy
about ^in++++=about
twenty ^cd++++=twenty
minutes ^nns++++=minutes
altogether ^nn+nom+++=altogether.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
scarcely ^rb+down+++=scarcely
had ^vb+hv+aux++=had
Vladimir ^np+++??+=Vladimir
issued ^vbd+++xvbn+=issued
from ^in++++=from
the ^ati++++=the
paddock ^nn++++=paddock
into ^in++++=into
the ^ati++++=the
open ^jj+atrb+++=open
field ^nn++++=field,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
wind ^nn++++=wind
rose ^vbd+++xvbn+=rose
and ^cc++++=and
such ^abl++++=such
a ^at++++=a
snowstorm ^nn++++=snowstorm
came ^vbd+++xvbn+=came
on ^in++++=on
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^cd1++++=one
minute ^nn++++=minute
the ^ati++++=the
road ^nn++++=road
was ^vbd+bedz+aux++=was
completely ^rb+amp+splt++=completely
hidden ^vpsv++agls+xvbnx+=hidden;
; ^zz++++=EXTRAWORD
all ^abn++++=all
surrounding ^xvbg+++xvbg+=surrounding
objects ^vbz+vpub+++=objects
disappeared ^vprf+++xvbn+=disappeared
in ^in++++=in
a ^at++++=a
thick ^jj+atrb+++=thick
yellow ^jj+atrb+++=yellow
fog ^nn++++=fog,
, ^zz++++=EXTRAWORD
through ^in++++=through
which ^whp+rel+pied++=which
fell ^vbd+++xvbn+=fell
the ^ati++++=the
white ^jj+atrb+++=white
flakes ^nns++++=flakes
of ^in++++=of
snow ^nn++++=snow;
; ^zz++++=EXTRAWORD
earth ^nn++++=earth
and ^cc++++=and
sky ^nn++++=sky
became ^vbd+++xvbn+=became
confounded ^jj++++=confounded.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
found ^vbd+vprv++xvbn+=found
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
field ^nn++++=field,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tried ^vbd+++xvbn+=tried
in ^rb++++=in
vain ^rb"++++=vain
to ^to++++=to
find ^vbi+vprv+++=find
the ^ati++++=the
road ^nn++++=road
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
horse ^nn++++=horse
went ^vbd+++xvbn+=went
on ^in++++=on
at ^rb++++=at
random ^rb"++++=random,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
every ^at++++=every
moment ^nn++++=moment;
; ^zz++++=EXTRAWORD
kept ^j+++xvbn+=kept
either ^dtx++++=either
stepping ^jj+++xvbg+=stepping
into ^in++++=into
a ^at++++=a
snowdrift ^nn+++??+=snowdrift
or ^cc++++=or
stumbling ^nn+nom+++=stumbling
into ^in++++=into
a ^at++++=a
hole ^nn++++=hole,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
sledge ^nn+++??+=sledge
was ^vbd+bedz+aux++=was
constantly ^rb++splt++=constantly
being ^vbg+beg+aux+xvbg+=being
overturned ^jj+++xvbn+=overturned..
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
endeavoured ^vbd+++xvbn+=endeavoured
not ^xnot++not++=not
to ^to++++=to
lose ^vbi++++=lose
the ^ati++++=the
right ^jj+atrb+++=right
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
that ^cs+sub+++=that
more ^rbr++++=more
than ^in++++=than
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour
had ^vb+hv+aux++=had
already ^rb++splt++=already
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
reached ^vprf+++xvbn+=reached
the ^ati++++=the
Jadrino ^np+++??+=Jadrino
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
ten ^cd++++=ten
minutes ^nns++++=minutes
elapsed ^vwbn+++xvbn+=elapsed
still ^jj+pred+++=still
no ^at++++=no
wood ^nn++++=wood
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
drove ^vbd+++xvbn+=drove
across ^in+pl+++=across
a ^at++++=a
field ^nn++++=field
intersected ^vwbn+++xvbn+=intersected
by ^in++++=by
deep ^jj+atrb+++=deep
ditches ^nns++++=ditches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
snowstorm ^nn++++=snowstorm
did ^vbd+dod+aux++=did
not ^xnot++not++=not
abate ^vb++++=abate,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sky ^nn++++=sky
did ^vbd+dod+aux++=did
not ^xnot++not++=not
become ^vb++++=become
any ^dti++++=any
clearer ^jjr++++=clearer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horse ^nn++++=horse
began ^vbd+++xvbn+=began
to ^to++++=to
grow ^vbi++++=grow
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
perspiration ^nn+nom+++=perspiration
rolled ^vbd+++xvbn+=rolled
from ^in++++=from
him ^pp3o+pp3+++=him
in ^in++++=in
great ^jj+atrb+++=great
drops ^nns++++=drops,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
constantly ^rb++splt++=constantly
being ^vbg+beg++xvbg+=being
half ^abn++++=half-buried
- ^zz++++=EXTRAWORD
buried ^jj+++xvbn+=EXTRAWORD
in ^in++++=in
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
Vladimir ^np+++??+=Vladimir
perceived ^vwbn+vprv++xvbn+=perceived
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
in ^in++++=in
the ^ati++++=the
wrong ^jj+atrb+++=wrong
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
think ^vbi+vprv+++=think,
, ^zz++++=EXTRAWORD
to ^to++++=to
recollect ^vbi+vprv+++=recollect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
compare ^vb++++=compare,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
convinced ^jj+v++xvbn+=convinced
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
turned ^vprf+++xvbn+=turned
to ^in++++=to
the ^ati++++=the
right ^nn++++=right.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
horse ^nn++++=horse
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
move ^vb++++=move
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
been ^vprf+ben+vrb+xvbnx+=been
on ^in++++=on
the ^ati++++=the
road ^nn++++=road
for ^in++++=for
more ^rbr++++=more
than ^in++++=than
an ^at++++=an
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Jadrino ^np+++??+=Jadrino
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be
far ^rb+pl+++=far
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
on ^in++++=on
and ^cc++++=and
on ^in++++=on
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb++++=still
no ^at++++=no
end ^nn++++=end
to ^in++++=to
the ^ati++++=the
field ^nn++++=field
nothing ^pn++++=nothing
but ^cc++++=but
snowdrifts ^nns+++??+=snowdrifts
and ^cc++++=and
ditches ^nns++++=ditches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sledge ^nn+++??+=sledge
was ^vbd+bedz+aux++=was
constantly ^rb++splt++=constantly
being ^vbg+beg+aux+xvbg+=being
overturned ^jj+++xvbn+=overturned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
constantly ^rb++++=constantly
being ^xvbg+++xvbg+=being
set ^vbd+++xvbn+=set
right ^jj++++=right
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
time ^nn++++=time
was ^vbd+bedz+aux++=was
passing ^vbg+++xvbgx+=passing:
: ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
began ^vbd+++xvbn+=began
to ^to++++=to
grow ^vbi++++=grow
seriously ^rb++++=seriously
uneasy ^jj++++=uneasy.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
something ^pn++++=something
dark ^jj++++=dark
appeared ^jj+++xvbn+=appeared
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
directed ^vwbn+++xvbn+=directed
his ^pp$+pp3+++=his
course ^nn++++=course
towards ^in++++=towards
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
drawing ^xvbg+++xvbg+=drawing
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
perceived ^vbd+vprv++xvbnx+=perceived
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
Heaven ^nn++++=Heaven!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
far ^rb+pl+++=far
off ^in+pl+++=off
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drove ^vbd+++xvbnx+=drove
along ^in++++=along
by ^in++++=by
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping
by ^in++++=by-and-by
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
to ^to++++=to
fall ^vbi++++=fall
upon ^in++++=upon
the ^ati++++=the
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^vbd+vprv++xvbn+=EXTRAWORD
road ^npl++++=road
or ^cc++++=or
to ^to++++=to
pass ^vbi++++=pass
round ^rb+phrv+++=round
the ^ati++++=the
wood ^nn++++=wood:
: ^zz++++=EXTRAWORD
Jadrino ^np+++??+=Jadrino
was ^vbd+bedz+aux++=was
situated ^vpsv++agls+xvbnx+=situated
just ^rb+emph+++=just
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
soon ^rb+tm+++=soon
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plunged ^vpsv++agls+xvbn+=plunged
into ^in++++=into
the ^ati++++=the
darkness ^nns+nom+++=darkness
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
denuded ^vbd+++xvbn+=denuded
of ^in++++=of
leaves ^nns++++=leaves
by ^in++++=by
the ^ati++++=the
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
could ^md+pos+++=could
not ^xnot++not++=not
rage ^vb++++=rage
here ^rn+pl+++=here;
; ^zz++++=EXTRAWORD
the ^ati++++=the
road ^nn++++=road
was ^vbd+bedz+vrb++=was
smooth ^jj+pred+++=smooth;
; ^zz++++=EXTRAWORD
the ^ati++++=the
horse ^nn++++=horse
recovered ^vbd+++xvbn+=recovered
courage ^np+nom+++=courage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Vladimir ^np+++??+=Vladimir
felt ^vbd+vprv++xvbn+=felt
reassured ^xvbn+++xvbn+=reassured.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
drove ^vbd+++xvbnx+=drove
on ^in++++=on
and ^cc++++=and
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jadrino ^np+++??+=Jadrino
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
to ^to++++=to
