Chapter ^nn++++=CHAPTER
expressive ^jj++++=expressive:
: ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
lofty ^np++++=lofty
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
shaded ^xvbn+++xvbn+=shaded
by ^in++++=by
dark ^jj+atrb+++=dark
locks ^npl++++=locks
of ^in++++=of
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
black ^nn++++=black,
, ^zz++++=EXTRAWORD
sparkling ^jj+atrb+++=sparkling
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
aquiline ^nn+++??+=aquiline
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thick ^jj+atrb+++=thick
beard ^nn++++=beard
surrounding ^vwbg+++xvbg+=surrounding
his ^pp$+pp3+++=his
sunken ^jj+atrb+++=sunken,
, ^zz++++=EXTRAWORD
tawny ^jj+atrb+++=tawny
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
indicated ^j+++xvbn+=indicated
him ^pp3o+pp3+++=him
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
foreigner ^nn+nom+++=foreigner.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
attired ^vpsv++agls+xvbnx+=attired
in ^in++++=in
a ^at++++=a
black ^jj+atrb+++=black
dress ^nn++++=dress-coat,
- ^zz++++=EXTRAWORD
coat ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
already ^rb++++=already
whitened ^jj++++=whitened
at ^in++++=at
the ^ati++++=the
seams ^nns++++=seams,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
summer ^nn++++=summer
trousers ^nns+nom+++=trousers
( ^zz++++=(although
although ^cs+con+++=EXTRAWORD
the ^ati++++=the
season ^nn++++=season
was ^vbd+bedz+vrb++=was
well ^rb++++=well
into ^in++++=into
the ^ati++++=the
autumn ^nn++++=autumn);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
under ^in++++=under
his ^pp$+pp3+++=his
tattered ^jj+atrb+++=tattered
black ^jj+atrb+++=black
cravat ^nn++++=cravat,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
a ^at++++=a
yellowish ^jj+atrb+++=yellowish
shirt ^nn++++=shirt-front,
- ^zz++++=EXTRAWORD
front ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
glittered ^j+++xvbn+=glittered
a ^at++++=a
false ^jj+atrb+++=false
diamond ^nn++++=diamond;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
shaggy ^jj+atrb+++=shaggy
hat ^nn++++=hat
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
seen ^vprf+++xvbn+=seen
rain ^nn++++=rain
and ^cc++++=and
bad ^jj+atrb+++=bad
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
Meeting ^nvbg+++xvbg+=Meeting
such ^abl++++=such
a ^at++++=a
man ^nn++++=man
in ^in++++=in
a ^at++++=a
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
robber ^nn++++=robber;
; ^zz++++=EXTRAWORD
in ^in++++=in
society ^nn++++=society
for ^in++++=for
a ^at++++=a
political ^jj+atrb+++=political
conspirator ^nn++++=conspirator;
; ^zz++++=EXTRAWORD
in ^in++++=in
an ^at++++=an
ante ^nn+++??+=ante-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
charlatan ^nn+nom+++=charlatan,
, ^zz++++=EXTRAWORD
a ^at++++=a
seller ^nn++++=seller
of ^in++++=of
elixirs ^nns+++??+=elixirs
and ^cc++++=and
arsenic ^nn++++=arsenic.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Charsky ^np+++??+=Charsky
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
in ^in++++=in
French ^nn++++=French.
. ^zz++++=EXTRAWORD
" ^zz++++="Signor,"
signor ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
foreigner ^nn+nom+++=foreigner
in ^in++++=in
Italian ^nn++++=Italian,
, ^zz++++=EXTRAWORD
with ^in++++=with
several ^ap++++=several
profound ^jj+atrb+++=profound
bows ^nns++++=bows:
: ^zz++++=EXTRAWORD
" ^zz++++="Lei
lei ^nn+++??+=EXTRAWORD
voglia ^nn+++??+=voglia
perdonar ^nn+++??+=perdonar
mi ^nn+++??+=mi,
, ^zz++++=EXTRAWORD
si ^&fw++++=si
. ^zz++++=..."
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(Please
please ^uh++++=EXTRAWORD
pardon ^nn++++=pardon
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
if... ^nn+++??+=if....)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Charsky ^np+++??+=Charsky
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
offer ^nn++++=offer
him ^pp3o+pp3+++=him
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
himself ^ppl+pp3+++=himself:
: ^zz++++=EXTRAWORD
the ^ati++++=the
conversation ^nn+nom+++=conversation
was ^vbd+bedz+aux++=was
continued ^vpsv++agls+xvbnx+=continued
in ^in++++=in
Italian ^nn++++=Italian.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
Neapolitan ^np+nom++??+=Neapolitan
artist ^nn++++=artist,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
unknown ^jj++++=unknown:
: ^zz++++=EXTRAWORD
" ^zz++++="circumstances
circumstances ^nns+nom+++=EXTRAWORD
compelled ^vwbn+++xvbn+=compelled
me ^pp1o+pp1+++=me
to ^to++++=to
leave ^vbi++++=leave
my ^pp$+pp1+++=my
native ^jj+atrb+++=native
land ^nn++++=land;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
to ^in++++=to
Russia ^np++++=Russia,
, ^zz++++=EXTRAWORD
trusting ^vbg+++xvbg+=trusting
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
talent ^nn++++=talent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Charsky ^np+++??+=Charsky
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
the ^ati++++=the
Italian ^nn++++=Italian
was ^vbd+bedz+aux++=was
preparing ^vbg+++xvbgx+=preparing
to ^to+vcmp+++=to
give ^vbi++++=give
some ^dti++++=some
violoncello ^nn+++??+=violoncello
concerts ^nns++++=concerts
and ^cc++++=and
was ^vbd+bedz+aux++=was
disposing ^vbg+++xvbgx+=disposing
of ^in+ppvb+++=of
his ^pp$+pp3+++=his
tickets ^nns++++=tickets
from ^in++++=from
house ^npl++++=house
to ^in++++=to
house ^npl++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
about ^md"++pmd"++=about
to ^md+prd+++=to
give ^vb++++=give
him ^pp3o+pp3+++=him
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
roubles ^nns++++=roubles
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
get ^vb++++=get
rid ^xvbn+++xvbn+=rid
of ^in++++=of
him ^pp3o+pp3+++=him
as ^in++++=as
quickly ^rb++++=quickly
as ^in++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
unknown ^jj++++=unknown
added ^jj+++xvbn+=added:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
signor ^npt++++=signor,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=will
give ^vb++++=give
a ^at++++=a
friendly ^jj+atrb+++=friendly
support ^nn++++=support
to ^in++++=to
your ^pp$+pp2+++=your
confr ^nn+++??+=confr
re ^in+strn+++=re,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
introduce ^vb++++=introduce
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
houses ^nns++++=houses
to ^to++++=to
which ^whp+who+++=which,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
access ^nn++++=access."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
offer ^vbi++++=offer
a ^at++++=a
greater ^nn++++=greater
affront ^vb++++=affront
to ^in++++=to
Charsky ^np++++=Charsky's
's ^$++++=EXTRAWORD
vanity ^nn++++=vanity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
haughtily ^rb++++=haughtily
at ^in++++=at
the ^ati++++=the
individual ^nn+nom+++=individual
who ^whp+rel+subj++=who
called ^vbd+++xvbn+=called
himself ^ppl+pp3+++=himself
his ^pp$+pp3+++=his
confr ^nn+++??+=confr
re ^in+strn+++=re.
. ^zz++++=EXTRAWORD
" ^zz++++="Allow
allow ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
to ^to++++=to
ask ^vbi++++=ask,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
whom ^whp+rel+pied++=whom
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
take ^vb++++=take
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
difficulty ^nn++++=difficulty
restraining ^jj++++=restraining
his ^pp$+pp3+++=his
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Neapolitan ^np+nom++??+=Neapolitan
observed ^vbd+vprv+tht0+xvbn+=observed
his ^pp$+pp3+++=his
vexation ^nn+nom+++=vexation.
. ^zz++++=EXTRAWORD
" ^zz++++="Signor,"
signor ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
stammering ^jj+++xvbg+=stammering:
: ^zz++++=EXTRAWORD
" ^zz++++="Ho
ho ^uh++++=EXTRAWORD
creduto ^nn+++??+=creduto
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
ho ^uh++++=ho
sentito ^nn+++??+=sentito
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
la ^&fw++++=la
vostra ^vb+++??+=vostra
Eccelenza ^np+++??+=Eccelenza
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
mi ^nn+++??+=mi
ferdonera.. ^nn+++??+=ferdonera..."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(I
i ^pp1a+pp1+++=EXTRAWORD
believed ^vbd+vprv++xvbnx+=believed
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
will ^md+prd+++=will
pardon ^vb++++=pardon
me... ^nn+++??+=me....)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^xvbn+++xvbn+=repeated
Charsky ^np+++??+=Charsky
drily ^jj++++=drily.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
your ^pp$+pp2+++=your
wonderful ^jj+atrb+++=wonderful
talent ^nn++++=talent;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that
the ^ati++++=the
gentlemen ^nns++++=gentlemen
of ^in++++=of
this ^dt+dem+++=this
place ^nn++++=place
esteem ^nn++++=esteem
it ^pp3+it+++=it
an ^at++++=an
honour ^nn++++=honour
to ^to++++=to
extend ^vbi++++=extend
every ^at++++=every
possible ^jj+atrb+++=possible
protection ^nn+nom+++=protection
to ^in++++=to
such ^abl++++=such
an ^at++++=an
excellent ^jj+atrb+++=excellent
poet ^nn++++=poet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Italian ^nn++++=Italian:
: ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
ventured ^vprf+++xvbnx+=ventured
to ^to+vcmp+++=to
present ^vb++++=present
myself ^ppl+pp1+++=myself
to ^in++++=to
you... ^nn+++??+=you...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
mistaken ^vpsv++agls+xvbnx+=mistaken,
, ^zz++++=EXTRAWORD
signor ^npt++++=signor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interrupted ^xvbn+++xvbn+=interrupted
Charsky ^np+++??+=Charsky.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
calling ^jj+++xvbg+=calling
of ^in++++=of
poet ^nn++++=poet
does ^vbz+doz+aux++=does
not ^xnot++not++=not
exist ^vb++++=exist
among ^in++++=among
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
poets ^nns++++=poets
do ^vb+do+aux++=do
not ^xnot++not++=not
solicit ^vb+++??+=solicit
the ^ati++++=the
protection ^nn+nom+++=protection
of ^in++++=of
gentlemen ^nns++++=gentlemen;
; ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
poets ^nns++++=poets
are ^vb+ber+vrb++=are
gentlemen ^nns++++=gentlemen
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
our ^pp$+pp1+++=our
Maecenases ^np+++??+=Maecenases
( ^zz++++=(devil
devil ^nn++++=EXTRAWORD
take ^vb++++=take
them ^pp3o+pp3+++=them!)
! ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
the ^ati++++=the
worse ^nn++++=worse
for ^in++++=for
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
us ^pp1o+pp1+++=us
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
no ^at++++=no
ragged ^jj+atrb+++=ragged
abb ^nn+++??+=abb
s ^zz++++=s,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
a ^at++++=a
musician ^nn++++=musician
would ^md+prd+++=would
take ^vb++++=take
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
streets ^nns++++=streets
to ^to++++=to
compose ^vbi++++=compose
a ^at++++=a
libretto ^nn++++=libretto.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
poets ^nns++++=poets
do ^vb+do+aux++=do
not ^xnot++not++=not
go ^vb++++=go
on ^in++++=on
foot ^nn++++=foot
from ^in++++=from
house ^npl++++=house
to ^in++++=to
house ^npl++++=house,
, ^zz++++=EXTRAWORD
begging ^vbg+++xvbg+=begging
for ^in++++=for
help ^nn++++=help.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
joking ^vbg+++xvbgx+=joking,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
once ^rb+tm+++=once
wrote ^vbd+vprv++xvbn+=wrote
some ^dti++++=some
wretched ^jj+atrb+++=wretched
epigrams ^nns++++=epigrams,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
thank ^vb++++=thank
God ^nn++++=God,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
anything ^pn++++=anything
in ^rb++++=in
common ^rb"++++=common
with ^in++++=with
messieurs ^nns+++??+=messieurs
les ^&fw++++=les
po ^np++++=po
tes ^&fw++++=tes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
do ^vb+do+aux++=do
not ^xnot++not++=not
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
have ^vbi++vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
Italian ^nn++++=Italian
became ^vbd+++xvbn+=became
confused ^jj+++xvbn+=confused.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
marble ^nn++++=marble
statues ^nns+++??+=statues,
, ^zz++++=EXTRAWORD
bronzes ^nns++++=bronzes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
costly ^jj+atrb+++=costly
baubles ^nns+++??+=baubles
on ^in++++=on
Gothic ^jj++++=Gothic
what ^wdt+who+++=what-nots,
- ^zz++++=EXTRAWORD
nots ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
understood ^vbd+vprv++xvbnx+=understood
that ^tht+vcmp+++=that
between ^in++++=between
the ^ati++++=the
haughty ^jj+atrb+++=haughty
dandy ^np++++=dandy,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
tufted ^nn++++=tufted
brocaded ^vbd+++xvbn+=brocaded
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
gold ^nn++++=gold-embroidered
- ^zz++++=EXTRAWORD
embroidered ^jj+++xvbn+=EXTRAWORD
nankeen ^jj+++xvbn+=nankeen
dressing ^jj+++xvbg+=dressing-gown
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
and ^cc++++=and
Turkish ^jj+atrb+++=Turkish
sash ^nn++++=sash,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
a ^at++++=a
poor ^jj+atrb+++=poor
wandering ^jj+atrb++xvbg+=wandering
artist ^nn++++=artist,
, ^zz++++=EXTRAWORD
in ^in++++=in
tattered ^jj+atrb+++=tattered
cravat ^nn++++=cravat
and ^cc++++=and
shabby ^jj+atrb+++=shabby
dress ^nn++++=dress-coat
- ^zz++++=EXTRAWORD
coat ^nn++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
in ^rb++++=in
common ^rb"++++=common.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stammered ^vbd+++xvbnx+=stammered
out ^rp+pl+++=out
some ^dti++++=some
unintelligible ^jj+atrb+++=unintelligible
excuses ^nns++++=excuses,
, ^zz++++=EXTRAWORD
bowed ^j+++xvbn+=bowed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wished ^vbd+vprv++xvbn+=wished
to ^to+vcmp+++=to
retire ^vbi++++=retire.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
pitiable ^jj+atrb+++=pitiable
appearance ^nn+nom+++=appearance
touched ^vbd+++xvbn+=touched
Charsky ^np+++??+=Charsky,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
defects ^nns++++=defects
in ^in++++=in
his ^pp$+pp3+++=his
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
good ^jj+atrb+++=good
and ^cc+phrs+++=and
noble ^jj+atrb+++=noble
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
ashamed ^jj++++=ashamed
of ^in++++=of
his ^pp$+pp3+++=his
irritated ^jj+atrb++xvbn+=irritated
vanity ^nn++++=vanity.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
Italian ^nn++++=Italian.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait
wait ^vb++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
decline ^vbi++++=decline
an ^at++++=an
unmerited ^jj+atrb+++=unmerited
title ^nn++++=title
and ^cc++++=and
confess ^nns+nom+++=confess
to ^in++++=to
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
speak ^vb++++=speak
about ^in++++=about
your ^pp$+pp2+++=your
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
serve ^vbi++++=serve
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
be ^vb+be+vrb++=be
in ^in++++=in
my ^pp$+pp1+++=my
power ^nn++++=power
to ^to+ncmp+++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
a ^at++++=a
musician ^nn++++=musician?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Eccelenza ^np+++??+=Eccelenza,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Italian ^jj++++=Italian;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
poor ^jj+atrb+++=poor
improvisatore ^nn+++??+=improvisatore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
improvisatore ^nn+++??+=improvisatore!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Charsky ^np+++??+=Charsky,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
all ^abn++++=all
the ^ati++++=the
cruelty ^nn++++=cruelty
of ^in++++=of
his ^pp$+pp3+++=his
reception ^nn+nom+++=reception.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
sooner ^rbr++++=sooner
that ^dt+dem+++=that
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
an ^at++++=an
improvisatore ^nn+++??+=improvisatore?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Charsky ^np+++??+=Charsky
grasped ^vwbn+vprv++xvbn+=grasped
his ^pp$+pp3+++=his
hand ^nn++++=hand
with ^in++++=with
a ^at++++=a
feeling ^jj+++xvbg+=feeling
of ^in++++=of
sincere ^jj+atrb+++=sincere
regret ^nn++++=regret.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
friendly ^jj+atrb+++=friendly
manner ^nn++++=manner
encouraged ^vwbn+++xvbn+=encouraged
the ^ati++++=the
Italian ^nn++++=Italian.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
na ^xnot++not++=na
vely ^rb++++=vely
of ^in++++=of
his ^pp$+pp3+++=his
plans ^nns++++=plans.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
exterior ^nn++++=exterior
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
deceptive ^jj++++=deceptive.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
need ^in"++++=need
of ^in"++++=of
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
