1440 ^cd++++=1440
a ^at++++=a
hole ^nn++++=hole
burnt ^vbd+++xvbn+=burnt
in ^in++++=in
the ^ati++++=the
blue ^jj+atrb+++=blue
velvet ^nn++++=velvet
cushion ^nn++++=cushion
that ^tht+rel+++=that
lay ^jjb+++xvbn+=lay
on ^in++++=on
the ^ati++++=the
top ^nn++++=top.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lords ^npt++++=lords
had ^vbd+hvd+aux++=had
caused ^vprf+++xvbnx+=caused
the ^ati++++=the
chest ^nn++++=chest
to ^to++++=to
be ^vbi+vbi+aux++=be
taken ^vpsv++agls+xvbnx+=taken
down ^rb+phrv+++=down
again ^rb+tm+++=again
into ^in++++=into
the ^ati++++=the
vault ^nn++++=vault,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
fastened ^vprf+++xvbnx+=fastened
the ^ati++++=the
doors ^nns++++=doors
with ^in++++=with
many ^ap++++=many
locks ^nns++++=locks
and ^cc++++=and
with ^in++++=with
seals ^nns++++=seals.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Castle ^nn++++=Castle
had ^vb+hv+aux++=had
further ^jjb++++=further
been ^jj+jj+aux+xvbn+=been
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
the ^ati++++=the
charge ^nn++++=charge
of ^in++++=of
Ladislas ^np+++??+=Ladislas
von ^&fw++++=von
Gara ^np+++??+=Gara,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Queen ^np++++=Queen's
's ^$++++=EXTRAWORD
cousin ^nn++++=cousin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ban ^nn++++=Ban,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
hereditary ^jj+atrb+++=hereditary
commander ^nn+nom+++=commander,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
border ^nn++++=border
troops ^nns++++=troops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
it ^pp3+it+++=it
over ^rb++++=over
to ^in++++=to
a ^at++++=a
Burggraf ^np+++??+=Burggraf,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
seneschal ^nn+nom+++=seneschal,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
his ^pp$+pp3+++=his
bed ^nn++++=bed
in ^in++++=in
the ^ati++++=the
chamber ^nn++++=chamber
where ^wrb+who+++=where
was ^vbd+bedz+vrb++=was
the ^ati++++=the
door ^nn++++=door
leading ^vwbg+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
vaults ^nns++++=vaults.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Queen ^npt++++=Queen
removed ^vwbn+++xvbn+=removed
to ^in++++=to
Komorn ^np+++??+=Komorn,
, ^zz++++=EXTRAWORD
a ^at++++=a
castle ^npl++++=castle
higher ^jjr++++=higher
up ^rp++++=up
the ^ati++++=the
Danube ^np++++=Danube,
, ^zz++++=EXTRAWORD
in ^in++++=in
charge ^in"++++=charge
of ^in"++++=of
her ^pp$+pp3+++=her
faithful ^jj+atrb+++=faithful
cousin ^nn++++=cousin,
, ^zz++++=EXTRAWORD
Count ^npt++++=Count
Ulric ^np+++??+=Ulric
of ^in++++=of
Eily ^np+++??+=Eily,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
with ^in++++=with
her ^pp$+pp3+++=her
her ^pp$+pp3+++=her
little ^ap++++=little
daughter ^nn+nom+++=daughter
Elizabeth ^np++++=Elizabeth,
, ^zz++++=EXTRAWORD
Helen ^np++++=Helen
Kottenner ^np+nom++??+=Kottenner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
other ^ap++++=other
ladies ^nns++++=ladies.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
stage ^nn++++=stage
on ^in++++=on
the ^ati++++=the
journey ^nn++++=journey
to ^in++++=to
Presburg ^np+++??+=Presburg,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
nobles ^nns++++=nobles
had ^vbd+hvd+aux++=had
wished ^vprf+++xvbnx+=wished
to ^to+vcmp+++=to
lodge ^vbi++++=lodge
the ^ati++++=the
Queen ^nn++++=Queen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
thence ^rb++++=thence
she ^pp3a+pp3+++=she
sent ^vbd+++xvbnx+=sent
back ^jjb++++=back
Helen ^np++++=Helen
to ^to++++=to
bring ^vbi++++=bring
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
maids ^nns++++=maids
of ^in++++=of
honor ^nn++++=honor
and ^cc++++=and
her ^pp$+pp3+++=her
goods ^nns++++=goods
to ^to++++=to
join ^vbi++++=join
her ^pp$+pp3+++=her
at ^in++++=at
Komorn ^np+++??+=Komorn.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
early ^jj+pred+++=early
spring ^vb++++=spring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
snow ^nn++++=snow
was ^vbd+bedz+vrb++=was
still ^rb++++=still
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Lady ^nn++++=Lady
of ^in++++=of
Kottenner ^np+nom++??+=Kottenner
and ^cc++++=and
her ^pp$+pp3+++=her
faithful ^jj+atrb+++=faithful
nameless ^jj+atrb+++=nameless
assistant ^nn+nom+++=assistant
travelled ^vbd+++xvbn+=travelled
in ^in++++=in
a ^at++++=a
sledge ^nn+++??+=sledge;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
two ^cd++++=two
Hungarian ^jj+atrb+++=Hungarian
noblemen ^nns++++=noblemen
went ^vbd+++xvbn+=went
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi++vrb++=be
most ^ql+emph+++=most
careful ^jj++++=careful
in ^in++++=in
concealing ^xvbg+++xvbg+=concealing
their ^pp$+pp3+++=their
arrangements ^nns+nom+++=arrangements.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen
had ^vb+hv+vrb++=had
with ^in++++=with
her ^pp3o+pp3+++=her
the ^ati++++=the
Queen ^np++++=Queen's
's ^$++++=EXTRAWORD
signet ^nn++++=signet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keys ^nns++++=keys;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
friend ^nn++++=friend
had ^vb+hv+vrb++=had
a ^at++++=a
file ^nn++++=file
in ^in++++=in
each ^ppls++++=each
shoe ^np++++=shoe,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keys ^nns++++=keys
under ^in++++=under
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
velvet ^nn++++=velvet
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
On ^in++++=On
arriving ^nn++++=arriving
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
the ^ati++++=the
Burggraf ^np+++??+=Burggraf
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
ill ^jj++++=ill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
not ^xnot++not++=not
sleep ^vb++++=sleep
in ^in++++=in
the ^ati++++=the
chamber ^nn++++=chamber
leading ^vwbg+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
vault ^nn++++=vault,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
ladies ^nns++++=ladies'
' ^zz++++=EXTRAWORD
chambers ^nns+nom+++=chambers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
therefore ^rb+cnj+splt++=therefore
put ^vprf+++xvbnx+=put
a ^at++++=a
cloth ^nn++++=cloth
over ^in++++=over
the ^ati++++=the
padlock ^nn++++=padlock
of ^in++++=of
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
sealed ^jj+++xvbn+=sealed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
stove ^nn++++=stove
in ^in++++=in
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
maidens ^nns++++=maidens
began ^vbd+++xvbn+=began
to ^to++++=to
pack ^vbi++++=pack
up ^rp++++=up
their ^pp$+pp3+++=their
clothes ^nns++++=clothes
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
an ^at++++=an
operation ^nn+nom+++=operation
that ^tht+rel+subj++=that
lasted ^vprf+++xvbn+=lasted
till ^cs+sub+++=till
eight ^cd++++=eight
o ^zz++++=o'clock;
'clock; ^nn+++??+=EXTRAWORD
while ^cs+sub+++=while
Helen ^np++++=Helen's
's ^$++++=EXTRAWORD
friend ^nn++++=friend
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
and ^cc+phrs+++=and
jesting ^vbg+++xvbg+=jesting
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
all ^rb++++=all
the ^ati++++=the
while ^cs+sub+++=while
to ^to++++=to
hide ^vbi++++=hide
the ^ati++++=the
files ^nns++++=files,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contriving ^vbg+++xvbg+=contriving
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
Helen ^vb++++=Helen:
: ^zz++++=EXTRAWORD
' ^zz++++='Take
take ^vb++++=EXTRAWORD
care ^nn++++=care
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
light ^nn++++=light.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
begged ^vbd+++xvbnx+=begged
the ^ati++++=the
old ^jj+atrb+++=old
housekeeper ^nn+nom+++=housekeeper
to ^to++++=to
give ^vbi++++=give
her ^pp$+pp3+++=her
plenty ^nn++++=plenty
of ^in++++=of
wax ^nn++++=wax
tapers ^nns++++=tapers,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
many ^ap++++=many
prayers ^nns+nom+++=prayers
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
everyone ^pn++++=everyone
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone
to ^in++++=to
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
only ^ap+down+++=only
remained ^jj+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
with ^in++++=with
Helen ^np++++=Helen,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
no ^at++++=no
German ^jj++++=German,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
fast ^rb++++=fast
asleep ^jj+pred+++=asleep.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
accomplice ^nn++++=accomplice
came ^vbd+++xvbn+=came
back ^jjb++++=back
through ^in++++=through
the ^ati++++=the
chapel ^nn++++=chapel,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
opened ^vbd+++xvbn+=opened
into ^in++++=into
this ^dt+dem+++=this
same ^ap++++=same
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
on ^in++++=on
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
velvet ^nn++++=velvet
gown ^nn++++=gown
and ^cc++++=and
felt ^vbd+vprv++xvbn+=felt
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
a ^at++++=a
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
Helen ^np++++=Helen
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
him ^pp3o+pp3+++=him
by ^in++++=by
oath ^nn++++=oath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
the ^ati++++=the
same ^ap++++=same
Christian ^jj+atrb+++=Christian
name ^nn++++=name
as ^ql++++=as
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
being ^jj+++xvbg+=being
evidently ^rb++++=evidently
an ^at++++=an
additional ^jj+atrb+++=additional
bond ^nn++++=bond
of ^in++++=of
fidelity ^nn+nom+++=fidelity.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
from ^in++++=from
the ^ati++++=the
Queen ^npt++++=Queen
all ^abn++++=all
the ^ati++++=the
keys ^nns++++=keys
to ^in++++=to
this ^dt+dem+++=this
outer ^jjb+atrb+++=outer
room ^nn++++=room,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
them ^pp3o+pp3+++=them
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
Burggraf ^np++++=Burggraf's
's ^$++++=EXTRAWORD
cloth ^nn++++=cloth
and ^cc++++=and
seal ^nn++++=seal
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
removed ^vpsv++agls+xvbnx+=removed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
unlocked ^vbd+++xvbnx+=unlocked
the ^ati++++=the
padlock ^nn++++=padlock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
two ^cd++++=two
locks ^nns++++=locks
of ^in++++=of
the ^ati++++=the
outer ^jjb+atrb+++=outer
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
vault ^nn++++=vault,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
men ^nns++++=men
descended ^vbd+++xvbn+=descended
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
several ^ap++++=several
other ^ap++++=other
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
chains ^nns++++=chains
required ^vbd+++xvbn+=required
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
filed ^vpsv++agls+xvbnx+=filed
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
seals ^nns++++=seals
and ^cc++++=and
locks ^npl++++=locks
broken ^vbd+++xvbn+=broken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
the ^ati++++=the
ears ^nns++++=ears
of ^in++++=of
the ^ati++++=the
waiting ^jj+++xvbg+=waiting
Helen ^np++++=Helen
the ^ati++++=the
noise ^nn++++=noise
appeared ^vbd+seem++xvbn+=appeared
fatally ^rb++++=fatally
loud ^jj++++=loud.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
devoutly ^rb++++=devoutly
prayed ^vbd+vsua++xvbn+=prayed
to ^in++++=to
God ^np++++=God
and ^cc++++=and
the ^ati++++=the
Holy ^jj++++=Holy
Virgin ^jjb++++=Virgin,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
support ^vb++++=support
and ^cc++++=and
help ^nn++++=help
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
greater ^jjr+atrb+++=greater
anxiety ^nn++++=anxiety
for ^in++++=for
my ^pp$+pp1+++=my
soul ^nn++++=soul
than ^in++++=than
for ^in++++=for
my ^pp$+pp1+++=my
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
prayed ^vbd+vsua++xvbnx+=prayed
to ^in++++=to
God ^np++++=God
that ^tht+rel+obj++=that
He ^pp3a+pp3+++=He
would ^md+prd+++=would
be ^vb+be+vrb++=be
merciful ^jj+pred+++=merciful
to ^in++++=to
my ^pp$+pp1+++=my
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rather ^rb++++=rather
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
die ^vb++++=die
at ^rb++++=at
once ^rb"+tm+++=once
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
than ^cs+sub+++=than
that ^dt+dem+++=that
anything ^pn++++=anything
should ^md+nec+++=should
happen ^vb+++??+=happen
against ^in++++=against
his ^pp$+pp3+++=his
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^dt+pdem+++=that
should ^md+nec+++=should
bring ^vb++++=bring
misfortune ^nn++++=misfortune
on ^in++++=on
my ^pp$+pp1+++=my
country ^nn++++=country
and ^cc++++=and
people ^nns++++=people.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fancied ^vbd+++xvbnx+=fancied
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
noise ^nn++++=noise
of ^in++++=of
armed ^xvbn+++xvbn+=armed
men ^nns++++=men
at ^in++++=at
the ^ati++++=the
chapel ^nn++++=chapel
door ^nn++++=door,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
finding ^nvbg+++xvbg+=finding
nothing ^pn++++=nothing
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
believed ^j+++xvbn+=believed--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
own ^ap++++=own
nervous ^jj+atrb+++=nervous
agitation ^nn+nom+++=agitation,
, ^zz++++=EXTRAWORD
a ^at++++=a
thing ^nn++++=thing
not ^xnot++not++=not
yet ^rb++++=yet
invented ^vbd+++xvbn+=invented--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returning ^jj+++xvbg+=returning
to ^in++++=to
her ^pp$+pp3+++=her
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
vowed ^jj+atrb++xvbn+=vowed,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
pilgrimage ^nn+nom+++=pilgrimage
to ^in++++=to
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Zell ^np+++??+=Zell,
, ^zz++++=EXTRAWORD
in ^in++++=in
Styria ^np+++??+=Styria,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Virgin ^np++++=Virgin's
's ^$++++=EXTRAWORD
intercessions ^vbz+++??+=intercessions
obtained ^vbd+++xvbn+=obtained
their ^pp$+pp3+++=their
success ^nns+nom+++=success,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
till ^in++++=till
the ^ati++++=the
pilgrimage ^nn+nom+++=pilgrimage
could ^md+pos+++=could
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made,
, ^zz++++=EXTRAWORD
' ^zz++++='to
to ^in++++=EXTRAWORD
forego ^nn+++??+=forego
every ^at++++=every
Saturday ^nr++++=Saturday
night ^nn++++=night
my ^pp$+pp1+++=my
feather ^nn++++=feather
bed ^nn++++=bed!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
After ^cs+sub+++=After
another ^ppls++++=another
false ^jj++++=false
alarm ^vb++++=alarm
at ^rb++++=at
a ^at++++=a
supposed ^jj+atrb++xvbn+=supposed
noise ^nn++++=noise
at ^in++++=at
the ^ati++++=the
maiden ^jjb+atrb+++=maiden's
's ^vbz+bez+vrb++0=EXTRAWORD
door ^nn++++=door,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
ventured ^vbd+++xvbnx+=ventured
into ^in++++=into
the ^ati++++=the
vault ^nn++++=vault
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
her ^pp$+pp3+++=her
companions ^nns++++=companions
were ^vbd+bed+aux++=were
getting ^vbg+++xvbgx+=getting
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
filed ^vprf+++xvbnx+=filed
away ^rp+pl+++=away
all ^rb++++=all
the ^ati++++=the
locks ^nns++++=locks,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
of ^in++++=of
the ^ati++++=the
case ^nn++++=case
containing ^vwbg+++xvbg+=containing
the ^ati++++=the
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
burn ^vbi++++=burn,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
their ^pp$+pp3+++=their
apprehension ^nn++++=apprehension
that ^tht+rel+obj++=that
the ^ati++++=the
smell ^nn++++=smell
and ^cc++++=and
smoke ^nn++++=smoke
might ^md+pos+++=might
be ^vb+be+aux++=be
observed ^vpsv++agls+xvbnx+=observed.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
then ^rn+tm+++=then
shut ^vb+++xvbn+=shut
up ^rp++++=up
the ^ati++++=the
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
replaced ^xvbn+++xvbn+=replaced
the ^ati++++=the
padlocks ^nns+++??+=padlocks
and ^cc++++=and
chains ^nns++++=chains
with ^in++++=with
those ^dt+dem+++=those
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
for ^in++++=for
the ^ati++++=the
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
renewed ^vbd+++xvbn+=renewed
the ^ati++++=the
seals ^nns++++=seals
with ^in++++=with
the ^ati++++=the
Queen ^np++++=Queen's
's ^$++++=EXTRAWORD
signet ^nn++++=signet,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
bearing ^nvbg+++xvbg+=bearing
the ^ati++++=the
royal ^jj+atrb+++=royal
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
baffle ^vb++++=baffle
detection ^nn+nom+++=detection
that ^tht+vcmp+obj++=that
the ^ati++++=the
seals ^nns++++=seals
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
tampered ^vpsv++agls+xvbnx+=tampered
with ^in+ppvb+++=with.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
then ^rn+tm+++=then
took ^vbd+++xvbn+=took
the ^ati++++=the
crown ^nn++++=crown
into ^in++++=into
the ^ati++++=the
chapel ^nn++++=chapel,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
red ^jj+atrb+++=red
velvet ^nn++++=velvet
cushion ^nn++++=cushion,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
large ^jj++++=large
that ^cs+sub+++=that
by ^in++++=by
taking ^xvbg+++xvbg+=taking
out ^rp+pl+++=out
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
stuffing ^nn++++=stuffing
a ^at++++=a
hiding ^jj+atrb++xvbg+=hiding
place ^nn++++=place
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
crown ^nn++++=crown
was ^vbd+bedz+aux++=was
deposited ^vpsv++agls+xvbnx+=deposited,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cushion ^nn++++=cushion
sewn ^vprf+++xvbn+=sewn
up ^rp++++=up
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
time ^nn++++=time
day ^nn++++=day
was ^vbd+bedz+aux++=was
dawning ^vbg+++xvbgx+=dawning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
maidens ^nns++++=maidens
were ^vbd+bed+aux++=were
dressing ^vbg+++xvbgx+=dressing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
hour ^nn++++=hour
for ^in++++=for
setting ^xvbg+++xvbg+=setting
off ^in+pl+++=off
for ^in++++=for
Komorn ^np+++??+=Komorn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
on ^in+ppvb+++=on
them ^pp3o+pp3+++=them
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
Lady ^nn++++=Lady
of ^in++++=of
Kottenner ^np+nom++??+=Kottenner
to ^in++++=to
have ^vbi++vrb++=have
her ^pp$+pp3+++=her
wages ^nns++++=wages
paid ^vbd+++xvbn+=paid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+aux++=be
dismissed ^vpsv++agls+xvbnx+=dismissed
to ^in++++=to
Buda ^np++++=Buda.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting,
