As ^ql++++=AS
let ^vb+++xvbn+=let
the ^ati++++=the
jackanapes ^nns+++??+=jackanapes
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
mistaken ^vpsv++agls+xvbnx+=mistaken.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes!
! ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
much ^rb++++=much
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
mistaken ^vpsv++agls+xvbnx+=mistaken,
, ^zz++++=EXTRAWORD
the ^ati++++=the
puppy ^nn+++??+=puppy!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He,
, ^zz++++=EXTRAWORD
Touch ^nn++++=Touch-and-go
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
go ^vb++++=EXTRAWORD
Bullet ^nn++++=Bullet-head,
- ^zz++++=EXTRAWORD
head ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
Frogpondium ^np+++??+=Frogpondium,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
let ^vb+++xvbn+=let
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
John ^np++++=John
Smith ^np++++=Smith
perceive ^vb+vprv+++=perceive
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
Bullet ^nn++++=Bullet-head,
- ^zz++++=EXTRAWORD
head ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
indite ^vb++++=indite,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
so ^ql+emph+++=so
pleased ^jj+++xvbn+=pleased
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
a ^at++++=a
whole ^jj+atrb+++=whole
paragraph ^nn++++=paragraph
- ^zz++++=-aye!
aye ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
a ^at++++=a
whole ^jj+atrb+++=whole
article ^nn++++=article
- ^zz++++=-in
in ^in++++=EXTRAWORD
which ^whp+rel+pied++=which
that ^dt+dem+++=that
contemptible ^jj+atrb+++=contemptible
vowel ^nn+++??+=vowel
should ^md+nec+++=should
not ^xnot++not++=not
once ^rb+tm+++=once
- ^zz++++=-not
not ^xnot++not++=EXTRAWORD
even ^rb++++=even
once ^rb+tm+++=once
- ^zz++++=-make
make ^vb++++=EXTRAWORD
its ^pp$+it+++=its
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no;
; ^zz++++=EXTRAWORD
- ^zz++++=-that
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+aux++=be
yielding ^vbg+++xvbgx+=yielding
a ^at++++=a
point ^nn++++=point
to ^in++++=to
the ^ati++++=the
said ^vbd+vpub++xvbn+=said
John ^np++++=John
Smith ^np++++=Smith.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He,
, ^zz++++=EXTRAWORD
Bullet ^nn++++=Bullet-head,
- ^zz++++=EXTRAWORD
head ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
make ^vb++++=make
no ^at++++=no
alteration ^nn+nom+++=alteration
in ^in++++=in
his ^pp$+pp3+++=his
style ^nn++++=style,
, ^zz++++=EXTRAWORD
to ^to++++=to
suit ^vbi++++=suit
the ^ati++++=the
caprices ^nns+++??+=caprices
of ^in++++=of
any ^dti++++=any
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
in ^in++++=in
Christendom ^nn+nom+++=Christendom.
. ^zz++++=EXTRAWORD
Perish ^vb++++=Perish
so ^rb+emph+++=so
vile ^jj++++=vile
a ^at++++=a
thought ^nn+++xvbn+=thought!
! ^zz++++=EXTRAWORD
The ^ati++++=The
O ^zz++++=O
forever ^rb++++=forever;
; ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
persist ^nn+nom+++=persist
in ^in++++=in
the ^ati++++=the
O ^zz++++=O.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
be ^vb+be+vrb++=be
as ^in++++=as
O ^zz++++=O-wy
- ^zz++++=EXTRAWORD
wy ^nn+++??+=EXTRAWORD
as ^ql++++=as
O ^zz++++=O-wy
- ^zz++++=EXTRAWORD
wy ^nn+++??+=EXTRAWORD
could ^md+pos+++=could
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
Burning ^jj+++xvbg+=Burning
with ^in++++=with
the ^ati++++=the
chivalry ^nn++++=chivalry
of ^in++++=of
this ^dt+dem+++=this
determination ^nn+nom+++=determination,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
Touch ^nn++++=Touch-and-go,
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
go ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
' ^zz++++='Tea-Pot,'
tea ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pot ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
merely ^rb+down+++=merely
with ^in++++=with
this ^dt+dem+++=this
simple ^jj+atrb+++=simple
but ^cc+phrs+++=but
resolute ^jj+atrb+++=resolute
paragraph ^nn++++=paragraph,
, ^zz++++=EXTRAWORD
in ^in++++=in
reference ^nn+nom+++=reference
to ^in++++=to
this ^dt+dem+++=this
unhappy ^jj+atrb+++=unhappy
affair ^nn++++=affair:
: ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
editor ^nn++++=editor
of ^in++++=of
the ^ati++++=the
" ^zz++++="Tea-Pot"
tea ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pot ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
the ^ati++++=the
honor ^nn++++=honor
of ^in++++=of
advising ^xvbg+++xvbg+=advising
the ^ati++++=the
editor ^nn++++=editor
of ^in++++=of
the ^ati++++=the
" ^zz++++="Gazette"
gazette ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Tea-Pot")
tea ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pot ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
will ^md+prd+++=will
take ^vb++++=take
an ^at++++=an
opportunity ^nn+nom+++=opportunity
in ^in++++=in
tomorrow ^nr+tm+++=tomorrow
morning ^nn++++=morning's
's ^$++++=EXTRAWORD
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
of ^in++++=of
convincing ^jj++++=convincing
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Gazette")
gazette ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Tea-Pot")
tea ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pot ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
both ^abx++++=both
can ^md+pos+++=can
and ^cc++++=and
will ^md+prd+++=will
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
own ^ap++++=own
master ^nn++++=master,
, ^zz++++=EXTRAWORD
as ^in++++=as
regards ^in"++++=regards
style ^nn++++=style;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Tea-Pot")
tea ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pot ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
intending ^vb+++xvbg+=intending
to ^to+vcmp+++=to
show ^vbi+vprv+++=show
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Gazette")
gazette ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
the ^ati++++=the
supreme ^jj++++=supreme,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^rb++++=indeed
the ^ati++++=the
withering ^jj+atrb+++=withering
contempt ^nn++++=contempt
with ^in++++=with
which ^whp+rel+pied++=which
the ^ati++++=the
criticism ^nn+nom+++=criticism
of ^in++++=of
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Gazette")
gazette ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
inspires ^vbz++++=inspires
the ^ati++++=the
independent ^jj+atrb+++=independent
bosom ^nn++++=bosom
of ^in++++=of
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="TeaPot")
teapot ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
by ^in++++=by
composing ^xvbg+++xvbg+=composing
for ^in++++=for
the ^ati++++=the
especial ^jj+atrb+++=especial
gratification ^nn+nom+++=gratification
( ^zz++++=(?)
? ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
of ^in++++=of
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Gazette")
gazette ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
a ^at++++=a
leading ^jj+atrb++xvbg+=leading
article ^nn++++=article,
, ^zz++++=EXTRAWORD
of ^in++++=of
some ^dti++++=some
extent ^nn++++=extent,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
vowel ^nn+++??+=vowel
- ^zz++++=-the
the ^ati++++=EXTRAWORD
emblem ^nn++++=emblem
of ^in++++=of
Eternity ^nn+nom+++=Eternity
- ^zz++++=-yet
yet ^rb++++=EXTRAWORD
so ^ql+emph+++=so
offensive ^jj++++=offensive
to ^in++++=to
the ^ati++++=the
hyper ^jjr++++=hyper-exquisite
- ^zz++++=EXTRAWORD
exquisite ^nn++++=EXTRAWORD
delicacy ^nn+nom+++=delicacy
of ^in++++=of
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Gazette")
gazette ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
most ^ql+emph+++=most
certainly ^rb++++=certainly
not ^xnot++not++=not
be ^vb+be+aux++=be
avoided ^vpsv++by+xvbnx+=avoided
by ^in++++=by
his ^pp$+pp3+++=his
( ^zz++++=(the
the ^ati++++=EXTRAWORD
" ^zz++++="Gazette's")
gazette ^nn+nom+++=EXTRAWORD
's") ^nn+++??+=EXTRAWORD
most ^ql+emph+++=most
obedient ^jj+atrb+++=obedient,
, ^zz++++=EXTRAWORD
humble ^jj+atrb+++=humble
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
the ^ati++++=the
" ^zz++++="Tea-Pot."
tea ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pot ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
much ^ap++++=much
for ^in++++=for
Buckingham! ^np+++??+=Buckingham!"'
" ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
In ^in++++=In
fulfilment ^nn+nom+++=fulfilment
of ^in++++=of
the ^ati++++=the
awful ^jj+atrb+++=awful
threat ^nn++++=threat
thus ^rb+cnj+++=thus
darkly ^rb++++=darkly
intimated ^vbd+vpub++xvbn+=intimated
rather ^rb++++=rather
than ^in++++=than
decidedly ^rb++++=decidedly
enunciated ^vbd+++xvbn+=enunciated,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
Bullet ^nn++++=Bullet-head,
- ^zz++++=EXTRAWORD
head ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
a ^at++++=a
deaf ^jj+atrb+++=deaf
ear ^nn++++=ear
to ^in++++=to
all ^abn++++=all
entreaties ^nns+++??+=entreaties
for ^in++++=for
' ^zz++++='copy,'
copy ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
simply ^rb++++=simply
requesting ^vbg+++xvbg+=requesting
his ^pp$+pp3+++=his
foreman ^nn++++=foreman
to ^to++++=to
' ^zz++++='go
go ^vb++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
d ^zz++++=d-l,'
- ^zz++++=EXTRAWORD
l ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
( ^zz++++=(the
the ^ati++++=EXTRAWORD
foreman ^nn++++=foreman)
) ^zz++++=EXTRAWORD
assured ^jj+++xvbn+=assured
him ^pp3o+pp3+++=him
( ^zz++++=(the
the ^ati++++=EXTRAWORD
' ^zz++++='Tea-Pot'!)
tea-pot ^nn+++??+=EXTRAWORD
'!) ^nn+++??+=EXTRAWORD
that ^tht+rel+obj++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
high ^jj+atrb+++=high
time ^nn++++=time
to ^to++++=to
' ^zz++++='go
go ^vb++++=EXTRAWORD
to ^in++++=to
press ^nn++++=press':
': ^nn+++??+=EXTRAWORD
turning ^vwbg+++xvbg+=turning
a ^at++++=a
deaf ^jj+atrb+++=deaf
ear ^nn++++=ear
to ^in++++=to
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
Bullet ^nn++++=Bullet-head
- ^zz++++=EXTRAWORD
head ^nn++++=EXTRAWORD
sat ^vbd+++xvbn+=sat
up ^rp++++=up
until ^cs+sub+++=until
day ^nn++++=day-break,
- ^zz++++=EXTRAWORD
break ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
consuming ^vbg+++xvbg+=consuming
the ^ati++++=the
midnight ^nn++++=midnight
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
absorbed ^vpsv++agls+xvbn+=absorbed
in ^in++++=in
the ^ati++++=the
composition ^nn+nom+++=composition
of ^in++++=of
the ^ati++++=the
really ^rb+emph+++=really
unparalleled ^jj+atrb+++=unparalleled
paragraph ^nn++++=paragraph,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
follows: ^nn+++??+=follows:'So
'so ^nn+++??+=EXTRAWORD
ho ^uh++++=ho,
, ^zz++++=EXTRAWORD
John ^np++++=John!
! ^zz++++=EXTRAWORD
how ^wrb+who+++=how
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Told ^j+++xvbn+=Told
you ^pp2+pp2+++=you
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
crow ^nn++++=crow,
, ^zz++++=EXTRAWORD
another ^dt++++=another
time ^nn++++=time,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
woods ^nns++++=woods!
! ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
your ^pp$+pp2+++=your
mother ^nn++++=mother
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
out ^rp+pl+++=out?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
no ^at++++=no!
! ^zz++++=EXTRAWORD
- ^zz++++=-so
so ^ql++++=EXTRAWORD
go ^vb++++=go
home ^nr++++=home
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
John ^np++++=John,
, ^zz++++=EXTRAWORD
to ^in++++=to
your ^pp$+pp2+++=your
odious ^jj+atrb+++=odious
old ^jj+atrb+++=old
woods ^nns++++=woods
of ^in++++=of
Concord ^nn++++=Concord!
! ^zz++++=EXTRAWORD
Go ^vb++++=Go
home ^nr++++=home
to ^in++++=to
your ^pp$+pp2+++=your
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
owl ^nn++++=owl
- ^zz++++=-go!
go ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wo ^&fw++++=won't!
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
poh ^nn+++??+=poh,
, ^zz++++=EXTRAWORD
poh ^nn+++??+=poh,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
so ^ql++++=so!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
go ^vb++++=go,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know!
! ^zz++++=EXTRAWORD
So ^ql++++=So
go ^vb++++=go
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
slow ^jj++++=slow,
, ^zz++++=EXTRAWORD
for ^in++++=for
nobody ^pn++++=nobody
owns ^vbz++++=owns
you ^pp2+pp2+++=you
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
John ^np++++=John,
, ^zz++++=EXTRAWORD
John ^np++++=John,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
no ^at++++=no
homo ^nn+++??+=homo
- ^zz++++=-no!
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
fowl ^nn+++??+=fowl,
, ^zz++++=EXTRAWORD
an ^at++++=an
owl ^nn++++=owl,
, ^zz++++=EXTRAWORD
a ^at++++=a
cow ^nn++++=cow,
, ^zz++++=EXTRAWORD
a ^at++++=a
sow ^vb++++=sow,
, ^zz++++=EXTRAWORD
- ^zz++++=-a
a ^at++++=EXTRAWORD
doll ^nn++++=doll,
, ^zz++++=EXTRAWORD
a ^at++++=a
poll ^nn++++=poll;
; ^zz++++=EXTRAWORD
a ^at++++=a
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
old ^jj++++=old,
, ^zz++++=EXTRAWORD
good ^jj++++=good-for-nothing-to-nobody,
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
nothing ^pn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
nobody ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
log ^&fo++++=log,
, ^zz++++=EXTRAWORD
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
hog ^nn++++=hog,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
frog ^nn+++??+=frog,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
out ^rb+phrv+++=out
of ^in+ppvb+++=of
a ^at++++=a
Concord ^nn++++=Concord
bog ^nn++++=bog.
. ^zz++++=EXTRAWORD
Cool ^vb++++=Cool,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
- ^zz++++=-cool!
cool ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
be ^vb+be+aux++=be
cool ^vb++++=cool,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
fool ^jjb++++=fool!
! ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
your ^pp$+pp2+++=your
crowing ^nvbg+++xvbg+=crowing,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
cock ^nn++++=cock!
! ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
frown ^nn++++=frown
so ^ql++++=so
- ^zz++++=-don't!
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
hollo ^nn+++??+=hollo,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
howl ^nn++++=howl
nor ^cc++neg++=nor
growl ^nn++++=growl,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
bow ^nn++++=bow-wow-wow!
- ^zz++++=EXTRAWORD
wow ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
wow ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
John ^np++++=John,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
look ^vb++++=look!
! ^zz++++=EXTRAWORD
Told ^j+++xvbn+=Told
you ^pp2+pp2+++=you
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
- ^zz++++=-but
but ^cc++++=EXTRAWORD
stop ^vb++++=stop
rolling ^vbg+nom++xvbg+=rolling
your ^pp$+pp2+++=your
goose ^nn++++=goose
of ^in++++=of
an ^at++++=an
old ^jj+atrb+++=old
poll ^nn++++=poll
about ^in++++=about
so ^ql++++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
go ^vb++++=go
and ^cc+phrs+++=and
drown ^vb++++=drown
your ^pp$+pp2+++=your
sorrows ^nns++++=sorrows
in ^in++++=in
a ^at++++=a
bowl ^nn++++=bowl!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Exhausted ^jj+++xvbn+=Exhausted,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
naturally ^rb+cnj+++=naturally,
, ^zz++++=EXTRAWORD
by ^in++++=by
so ^rb+emph+++=so
stupendous ^jj++++=stupendous
an ^at++++=an
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
Touch ^nn++++=Touch-and-go
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
go ^vb++++=EXTRAWORD
could ^md+pos+++=could
attend ^vb++++=attend
to ^in++++=to
nothing ^pn++++=nothing
farther ^rbr++++=farther
that ^dt+dem+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Firmly ^rb+cnj+++=Firmly,
, ^zz++++=EXTRAWORD
composedly ^jj++++=composedly,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
conscious ^jj+atrb+++=conscious
power ^nn++++=power,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
handed ^vbd+++xvbnx+=handed
his ^pp$+pp3+++=his
Ms ^nn++++=MS.
. ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
devil ^nn++++=devil
in ^in++++=in
waiting ^xvbg+++xvbg+=waiting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
walking ^vbg+++xvbg+=walking
leisurely ^jj+atrb+++=leisurely
home ^nr++++=home,
, ^zz++++=EXTRAWORD
retired ^j+++xvbn+=retired,
, ^zz++++=EXTRAWORD
with ^in++++=with
ineffable ^jj+atrb+++=ineffable
dignity ^nn+nom+++=dignity
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Meantime ^nn++++=Meantime
the ^ati++++=the
devil ^nn++++=devil,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
the ^ati++++=the
copy ^nn++++=copy
was ^vbd+bedz+aux++=was
entrusted ^vpsv++agls+xvbnx+=entrusted,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
up ^rp++++=up
stairs ^nns++++=stairs
to ^in++++=to
his ^pp$+pp3+++=his
' ^zz++++='case,'
case ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
in ^in++++=in
an ^at++++=an
unutterable ^jj+atrb+++=unutterable
hurry ^nn++++=hurry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forthwith ^rb++++=forthwith
made ^vbd+++xvbn+=made
a ^at++++=a
commencement ^nn+nom+++=commencement
at ^in++++=at
' ^zz++++='setting'
setting ^nvbg+++xvbg+=EXTRAWORD
' ^zz++++=EXTRAWORD
the ^ati++++=the
Ms ^nn++++=MS.
. ^zz++++=EXTRAWORD
' ^zz++++='up.'
up ^rp++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
first ^od++++=first
place ^nn++++=place,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
- ^zz++++=-as
as ^in++++=EXTRAWORD
the ^ati++++=the
opening ^jj+atrb++xvbg+=opening
word ^nn++++=word
was ^vbd+bedz+vrb++=was
' ^zz++++='So,'
so ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
- ^zz++++=-he
he ^pp3a+pp3+++=EXTRAWORD
made ^vbd+++xvbnx+=made
a ^at++++=a
plunge ^nn++++=plunge
into ^in++++=into
the ^ati++++=the
capital ^nn++++=capital
S ^zz++++=S
hole ^nn++++=hole
and ^cc++++=and
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
in ^in+ppvb+++=in
triumph ^nn++++=triumph
with ^in++++=with
a ^at++++=a
capital ^nn++++=capital
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Elated ^jj++++=Elated
by ^in++++=by
this ^dt+dem+++=this
success ^nns+nom+++=success,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
immediately ^rb+tm+++=immediately
threw ^vbd+++xvbn+=threw
