As ^ql++++=As
but ^cc+cls+++=but
nothing ^pn++++=nothing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drove ^vbd+++xvbnx+=drove
to ^to+vcmp+++=to
the ^ati++++=the
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
installed ^vpsv++agls+xvbnx+=installed
in ^in++++=in
a ^at++++=a
seat ^nn++++=seat
with ^in++++=with
a ^at++++=a
rug ^nn++++=rug
over ^in++++=over
his ^pp$+pp3+++=his
knees ^nns++++=knees
and ^cc++++=and
a ^at++++=a
cushion ^nn++++=cushion
at ^in++++=at
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
hung ^vbd+++xvbnx+=hung
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
waving ^vwbg+++xvbg+=waving
unregretful ^jj+atrb+++=unregretful
farewells ^nns++++=farewells
to ^in++++=to
the ^ati++++=the
acquaintances ^nns+nom+++=acquaintances
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
really ^rb+emph+splt++=really
never ^rb++++=never
liked ^vbd+++xvbn+=liked
till ^cs+sub+++=till
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^rb++++=first
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hours ^nns++++=hours
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
off ^rp+pl+++=off
well ^rb++++=well.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
revived ^vbd+++xvbnx+=revived
a ^rb++++=a
little ^rb"++++=little
and ^cc++++=and
it ^pp3+it+++=it
amused ^vbd+++xvbn+=amused
him ^pp3o+pp3+++=him
to ^to++++=to
look ^vbi++++=look
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
to ^to++++=to
observe ^vbi+vprv+++=observe
the ^ati++++=the
humours ^nns+++??+=humours
of ^in++++=of
the ^ati++++=the
car ^nn++++=car.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
day ^nn++++=day
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
grow ^vbi++++=grow
weary ^jj++++=weary
and ^cc++++=and
to ^in++++=to
chafe ^nn++++=chafe
under ^in++++=under
the ^ati++++=the
dispassionate ^jj+atrb+++=dispassionate
stare ^nn++++=stare
of ^in++++=of
the ^ati++++=the
freckled ^jj+atrb+++=freckled
child ^nn++++=child
with ^in++++=with
the ^ati++++=the
lump ^nn++++=lump
of ^in++++=of
chewing ^xvbg+++xvbg+=chewing-gum.
- ^zz++++=EXTRAWORD
gum ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^md"++pmd"++=had
to ^md+nec+++=to
explain ^vb+vpub+++=explain
to ^in++++=to
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
that ^tht+rel+obj++=that
her ^pp3o+pp3+++=her
husband ^nn++++=husband
was ^vbd+bedz+vrb++=was
too ^ql++++=too
ill ^jj++++=ill
to ^to++++=to
be ^vbi+vbi+aux++=be
disturbed ^vpsv++agls+xvbnx+=disturbed:
: ^zz++++=EXTRAWORD
a ^at++++=a
statement ^nn+nom+++=statement
received ^vwbn+++xvbn+=received
by ^in++++=by
that ^dt+dem+++=that
lady ^npt++++=lady
with ^in++++=with
a ^at++++=a
resentment ^nn+nom+++=resentment
visibly ^rb++++=visibly
supported ^vpsv++by+xvbn+=supported
by ^in++++=by
the ^ati++++=the
maternal ^jj+atrb+++=maternal
sentiment ^nn+nom+++=sentiment
of ^in++++=of
the ^ati++++=the
whole ^jj+atrb+++=whole
car.. ^nn+++??+=car....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
he ^pp3a+pp3+++=he
slept ^vbd+++xvbnx+=slept
badly ^rb++++=badly
and ^cc++++=and
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning
his ^pp$+pp3+++=his
temperature ^nn++++=temperature
frightened ^vbd+++xvbn+=frightened
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
worse ^jjr++++=worse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
passed ^vbd+++xvbn+=passed
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
punctuated ^xvbn+++xvbn+=punctuated
by ^in++++=by
the ^ati++++=the
small ^jj+atrb+++=small
irritations ^nns+nom+++=irritations
of ^in++++=of
travel ^nn++++=travel.
. ^zz++++=EXTRAWORD
Watching ^vbg+++xvbg+=Watching
his ^pp$+pp3+++=his
tired ^jj+atrb++xvbn+=tired
face ^nn++++=face,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
traced ^vbd+++xvbnx+=traced
in ^in++++=in
its ^pp$+it+++=its
contractions ^nns+nom+++=contractions
every ^at++++=every
rattle ^vb++++=rattle
and ^cc++++=and
jolt ^nn++++=jolt
of ^in++++=of
the ^ati++++=the
tram ^nn+++??+=tram,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
her ^pp3o+pp3+++=her
own ^ap++++=own
body ^nn++++=body
vibrated ^vbd+++xvbn+=vibrated
with ^in++++=with
sympathetic ^jj+atrb+++=sympathetic
fatigue ^nn++++=fatigue.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
others ^aps++++=others
observing ^jj+++xvbg+=observing
him ^pp3o+pp3+++=him
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hovered ^vbd+++xvbn+=hovered
restlessly ^rb++++=restlessly
between ^in++++=between
him ^pp3o+pp3+++=him
and ^cc++++=and
the ^ati++++=the
line ^nn++++=line
of ^in++++=of
interrogative ^jj+atrb+++=interrogative
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
freckled ^jj+atrb+++=freckled
child ^nn++++=child
hung ^vbd+++xvbn+=hung
about ^rb++++=about
him ^pp3o+pp3+++=him
like ^in++++=like
a ^at++++=a
fly ^nn++++=fly;
; ^zz++++=EXTRAWORD
offers ^vbz++++=offers
of ^in++++=of
candy ^nn++++=candy
and ^cc++++=and
picturebooks ^vbz+++??+=picturebooks
failed ^vprf+++xvbn+=failed
to ^to+vcmp+++=to
dislodge ^vbi++++=dislodge
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
twisted ^vbd+++xvbnx+=twisted
one ^cd1++++=one
leg ^nn++++=leg
around ^in++++=around
the ^ati++++=the
other ^ap++++=other
and ^cc++++=and
watched ^vbd+++xvbn+=watched
him ^pp3o+pp3+++=him
imperturbably ^rb++++=imperturbably.
. ^zz++++=EXTRAWORD
The ^ati++++=The
porter ^nn++++=porter,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
lingered ^j+++xvbn+=lingered
with ^in++++=with
vague ^jj+atrb+++=vague
proffers ^nns+nom+++=proffers
of ^in++++=of
help ^nn++++=help,
, ^zz++++=EXTRAWORD
probably ^rb++++=probably
inspired ^vpsv++by+xvbn+=inspired
by ^in++++=by
philanthropic ^jj+atrb+++=philanthropic
passengers ^nns+nom+++=passengers
swelling ^nn+nom+++=swelling
with ^in++++=with
the ^ati++++=the
sense ^nn++++=sense
that ^tht+ncmp+++=that
" ^zz++++="something
something ^pn++++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
done ^vprf+++xvbn+=done;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
one ^cd1++++=one
nervous ^jj+atrb+++=nervous
man ^nn++++=man
in ^in++++=in
a ^at++++=a
skull ^nn++++=skull-cap
- ^zz++++=EXTRAWORD
cap ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
audibly ^jj++++=audibly
concerned ^jj+++xvbn+=concerned
as ^in++++=as
to ^in++++=to
the ^ati++++=the
possible ^jj+atrb+++=possible
effect ^nn++++=effect
on ^in++++=on
his ^pp$+pp3+++=his
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
health ^nn++++=health.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hours ^nns++++=hours
dragged ^vbd+++xvbn+=dragged
on ^in++++=on
in ^in++++=in
a ^at++++=a
dreary ^jj+atrb+++=dreary
inoccupation ^nn+nom+++=inoccupation.
. ^zz++++=EXTRAWORD
Towards ^in++++=Towards
dusk ^nn++++=dusk
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
and ^cc++++=and
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
his ^pp$+pp3+++=his
hand ^nn++++=hand
on ^in++++=on
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
touch ^nn++++=touch
startled ^vbd+++xvbn+=startled
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
calling ^nvbg+++xvbg+=calling
her ^pp$+pp3+++=her
from ^in++++=from
far ^rb+pl+++=far
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
helplessly ^rb++++=helplessly
and ^cc++++=and
his ^pp$+pp3+++=his
smile ^nn++++=smile
went ^vbd+++xvbn+=went
through ^rp++++=through
her ^pp3o+pp3+++=her
like ^in++++=like
a ^at++++=a
physical ^jj+atrb+++=physical
pang ^nn++++=pang.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
very ^ql+amp+++=very
tired ^jj+++xvbn+=tired?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
very ^ap+amp+++=very."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
there ^rn+pl+++=there
soon ^rb+tm+++=soon
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
soon ^rb+tm+++=soon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
time ^nn++++=time
to-morrow ^nr++++=to-morrow--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
nodded ^vbd+++xvbnx+=nodded
and ^cc++++=and
they ^pp3a+pp3+++=they
sat ^vbd+++xvbnx+=sat
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
put ^vprf+++xvbnx+=put
him ^pp3o+pp3+++=him
to ^in++++=to
bed ^nn++++=bed
and ^cc++++=and
crawled ^vprf+++xvbn+=crawled
into ^in++++=into
her ^pp$+pp3+++=her
own ^ap++++=own
berth ^nn+++??+=berth
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
cheer ^vbi++++=cheer
herself ^ppl+pp3+++=herself
with ^in++++=with
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
in ^in++++=in
less ^rbr++++=less
than ^in++++=than
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hours ^nns++++=hours
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
people ^nns++++=people
would ^md+prd+++=would
all ^rb++++=all
be ^vb+be+vrb++=be
at ^rb++++=at
the ^ati++++=the
station ^nn+nom+++=station
to ^to++++=to
meet ^vbi++++=meet
her ^pp$+pp3+++=her--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
pictured ^vbd+++xvbnx+=pictured
their ^pp$+pp3+++=their
round ^in++++=round
unanxious ^jj+atrb+++=unanxious
faces ^nns++++=faces
pressing ^vwbg+++xvbg+=pressing
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
only ^ap+down+++=only
hoped ^jj+++xvbn+=hoped
they ^pp3a+pp3+++=they
would ^md+prd+++=would
not ^xnot++not++=not
tell ^vb++++=tell
him ^pp3o+pp3+++=him
too ^rb++++=too
loudly ^rb++++=loudly
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
splendidly ^rb++++=splendidly
and ^cc++++=and
would ^md+prd+++=would
be ^vb+be+vrb++=be
all ^abn++++=all
right ^jj++++=right
in ^in++++=in
no ^at++++=no
time ^nn++++=time:
: ^zz++++=EXTRAWORD
the ^ati++++=the
subtler ^jjr+atrb+++=subtler
sympathies ^nns++++=sympathies
developed ^vwbn+++xvbn+=developed
by ^in++++=by
long ^jj+atrb+++=long
contact ^nn++++=contact
with ^in++++=with
suffering ^xvbg+++xvbg+=suffering
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
her ^pp3o+pp3+++=her
aware ^jj++++=aware
of ^in++++=of
a ^at++++=a
certain ^jj+atrb+++=certain
coarseness ^nns+nom+++=coarseness
of ^in++++=of
texture ^nn++++=texture
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
sensibilities ^nns+nom+++=sensibilities.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
him ^pp3o+pp3+++=him
call ^nn++++=call.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
parted ^vbd+++xvbnx+=parted
the ^ati++++=the
curtains ^nns++++=curtains
and ^cc++++=and
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
man ^nn++++=man
snoring ^vwbg+++xvbg+=snoring
at ^rb++++=at
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
car ^nn++++=car.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
snores ^nns+++??+=snores
had ^vb+hv+vrb++=had
a ^at++++=a
greasy ^jj+atrb+++=greasy
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed
through ^in++++=through
tallow ^nn+++??+=tallow.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lay ^vbd+++xvbnx+=lay
down ^rb+phrv+++=down
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
sleep. ^vbi+++??+=sleep...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
she ^pp3a+pp3+++=she
not ^xnot++not++=not
heard ^vprf+++xvbn+=heard
him ^pp3o+pp3+++=him
move ^nn++++=move?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
started ^vbd+++xvbnx+=started
up ^rp++++=up
trembling. ^nn+++??+=trembling...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn++++=silence
frightened ^vbd+++xvbn+=frightened
her ^pp$+pp3+++=her
more ^rbr++++=more
than ^in++++=than
any ^dti++++=any
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
not ^xnot++not++=not
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
make ^vb++++=make
her ^pp3o+pp3+++=her
hear ^vb+vprv+++=hear--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+aux++=be
calling ^nvbg+++xvbg+=calling
her ^pp3o+pp3+++=her
now. ^nn+++??+=now...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
think ^vb+vprv+++=think
of ^in++++=of
such ^abl++++=such
things ^nns++++=things?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
merely ^rb+down+++=merely
the ^ati++++=the
familiar ^jj+atrb+++=familiar
tendency ^nn++++=tendency
of ^in++++=of
an ^at++++=an
over ^in++++=over-tired
- ^zz++++=EXTRAWORD
tired ^jj+atrb++xvbn+=EXTRAWORD
mind ^nn++++=mind
to ^to++++=to
fasten ^vbi++++=fasten
itself ^ppl++++=itself
on ^in++++=on
the ^ati++++=the
most ^ql+emph+++=most
intolerable ^jj+atrb+++=intolerable
chance ^nn++++=chance
within ^in++++=within
the ^ati++++=the
range ^nn++++=range
of ^in++++=of
its ^pp$+it+++=its
forebodings.. ^nn+++??+=forebodings....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Putting ^jj+++xvbg+=Putting
her ^pp3o+pp3+++=her
head ^jjb++++=head
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
listened ^vbd+++xvbnx+=listened;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
distinguish ^vb++++=distinguish
his ^pp$+pp3+++=his
breathing ^nvbg+++xvbg+=breathing
from ^in++++=from
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
pairs ^nns++++=pairs
of ^in++++=of
lungs ^nns++++=lungs
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
longed ^vbd+++xvbnx+=longed
to ^to+vcmp+++=to
get ^vbi++++=get
up ^rp++++=up
and ^cc++++=and
look ^vb++++=look
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
knew ^vbd+vprv+tht0+xvbnx+=knew
the ^ati++++=the
impulse ^nn++++=impulse
was ^vbd+bedz+vrb++=was
a ^at++++=a
mere ^jjb+atrb+++=mere
vent ^nn++++=vent
for ^in++++=for
her ^pp$+pp3+++=her
restlessness ^nns+nom+++=restlessness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fear ^nn++++=fear
of ^in++++=of
disturbing ^xvbg+++xvbg+=disturbing
him ^pp3o+pp3+++=him
restrained ^vbd+++xvbn+=restrained
her.. ^nn+++??+=her....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
regular ^jj+atrb+++=regular
movement ^nn+nom+++=movement
of ^in++++=of
his ^pp$+pp3+++=his
curtain ^nn++++=curtain
reassured ^vbd+++xvbn+=reassured
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
not ^xnot++not++=not
why ^wrb+who+++=why;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
wished ^vprf+++xvbnx+=wished
her ^pp3o+pp3+++=her
a ^at++++=a
cheerful ^jj++++=cheerful
good ^jj++++=good-night;
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sheer ^jjb+atrb+++=sheer
inability ^nn+nom+++=inability
to ^to+ncmp+++=to
endure ^vbi++++=endure
her ^pp$+pp3+++=her
fears ^vbz+vprv+++=fears
a ^at++++=a
moment ^nn++++=moment
longer ^rbr++++=longer
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
put ^vbd+++xvbn+=put
them ^pp3o+pp3+++=them
from ^in++++=from
her ^pp$+pp3+++=her
with ^in++++=with
an ^at++++=an
effort ^nn++++=effort
of ^in++++=of
her ^pp$+pp3+++=her
whole ^jj+atrb+++=whole
sound ^jj+atrb+++=sound
tired ^jj+atrb++xvbn+=tired
body ^nn++++=body.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
on ^rb+phrv+++=on
her ^pp$+pp3+++=her
side ^nn++++=side
and ^cc++++=and
slept ^vbd+++xvbn+=slept.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
up ^rp++++=up
stiffly ^rb+cnj+++=stiffly,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
was ^vbd+bedz+aux++=was
rushing ^vbg+++xvbgx+=rushing
through ^rb+phrv+++=through
a ^at++++=a
region ^nn++++=region
of ^in++++=of
bare ^jj+atrb+++=bare
hillocks ^nns++++=hillocks
huddled ^vbd+++xvbn+=huddled
against ^in++++=against
a ^at++++=a
lifeless ^jj+atrb+++=lifeless
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
looked ^vbd+++xvbn+=looked
like ^in++++=like
the ^ati++++=the
first ^rb++++=first
day ^nn++++=day
of ^in++++=of
creation ^nn+nom+++=creation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
was ^vbd+bedz+vrb++=was
close ^jj+pred+++=close,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
pushed ^vbd+++xvbnx+=pushed
up ^rp++++=up
her ^pp$+pp3+++=her
window ^nn++++=window
to ^to++++=to
let ^vbi++++=let
in ^rb+phrv+++=in
the ^ati++++=the
keen ^jj+atrb+++=keen
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
watch ^vb++++=watch:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
seven ^cd++++=seven
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
and ^cc++++=and
soon ^rb+tm+++=soon
the ^ati++++=the
people ^nns++++=people
about ^in++++=about
her ^pp$+pp3+++=her
would ^md+prd+++=would
be ^vb+be+aux++=be
stirring ^vbg+++xvbgx+=stirring.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
slipped ^vbd+++xvbnx+=slipped
into ^in++++=into
her ^pp$+pp3+++=her
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
smoothed ^j+++xvbn+=smoothed
her ^pp3o+pp3+++=her
dishevelled ^jj+atrb+++=dishevelled
hair ^nn++++=hair
and ^cc++++=and
crept ^vpsv++agls+xvbn+=crept
to ^in++++=to
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
washed ^vprf+++xvbnx+=washed
her ^pp$+pp3+++=her
face ^nn++++=face
and ^cc++++=and
adjusted ^jj+++xvbn+=adjusted
her ^pp3o+pp3+++=her
dress ^nn++++=dress
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
more ^rbr++++=more
hopeful ^jj++++=hopeful.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
always ^rb++++=always
a ^at++++=a
struggle ^nn++++=struggle
for ^in++++=for
her ^pp$+pp3+++=her
not ^xnot++not++=not
to ^to++++=to
be ^vbi++vrb++=be
cheerful ^jj+pred+++=cheerful
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
cheeks ^nns++++=cheeks
burned ^vbd+++xvbn+=burned
deliciously ^rb++++=deliciously
under ^in++++=under
the ^ati++++=the
coarse ^jj+atrb+++=coarse
towel ^nn++++=towel
and ^cc++++=and
the ^ati++++=the
wet ^jj+atrb+++=wet
hair ^nn++++=hair
about ^rb++++=about
her ^pp3o+pp3+++=her
temples ^nns++++=temples
broke ^vbd+++xvbn+=broke
into ^in+ppvb+++=into
strong ^jj+atrb+++=strong
upward ^jjb+atrb+++=upward
tendrils ^nns+++??+=tendrils.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
inch ^nn++++=inch
of ^in++++=of
her ^pp$+pp3+++=her
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
life ^nn++++=life
and ^cc++++=and
elasticity ^nn+nom+++=elasticity.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^in++++=in
ten ^cd++++=ten
hours ^nns++++=hours
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+vrb++=be
at ^rb++++=at
home ^nr++++=home!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stepped ^vbd+++xvbnx+=stepped
to ^in++++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
berth ^nn+++??+=berth:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
early ^jj+atrb+++=early
glass ^nn++++=glass
of ^in++++=of
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
The ^ati++++=The
window ^nn++++=window-shade
- ^zz++++=EXTRAWORD
shade ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
dusk ^nn++++=dusk
of ^in++++=of
the ^ati++++=the
curtained ^jj+atrb++xvbn+=curtained
enclosure ^nn++++=enclosure
she ^pp3a+pp3+++=she
could ^md+pos+++=could
