I ^pp1a+pp1+++=I.
's ^$++++=EXTRAWORD
secretary ^npt+nom+++=secretary
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
in ^rb+phrv+++=in
and ^cc++++=and
witnessed ^xvbn+++xvbn+=witnessed
the ^ati++++=the
signatures ^nns++++=signatures,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gates ^nns++++=Gates
thrust ^vbd+++xvbn+=thrust
the ^ati++++=the
contract ^nn++++=contract
into ^in++++=into
his ^pp$+pp3+++=his
Gladstone ^np++++=Gladstone
bag ^nn++++=bag
and ^cc++++=and
stood ^vbd+++xvbn+=stood
up ^rp++++=up,
, ^zz++++=EXTRAWORD
smoothing ^nvbg+++xvbg+=smoothing
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
deliver ^vb++++=deliver
the ^ati++++=the
warehouse ^nn++++=warehouse
receipts ^nns++++=receipts
for ^in++++=for
the ^ati++++=the
grain ^nn++++=grain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Gates ^nns++++=Gates.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
send ^vb++++=send
a ^at++++=a
messenger ^nn+nom+++=messenger
to ^in++++=to
Truslow ^np++++=Truslow's
's ^$++++=EXTRAWORD
office ^nn++++=office
before ^in++++=before
noon ^nn++++=noon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interrupted ^xvbn+++xvbn+=interrupted
Hornung ^np+++??+=Hornung.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
pay ^vb++++=pay
by ^in++++=by
certified ^nn++++=certified
check ^vb+vprv+++=check
through ^in++++=through
the ^ati++++=the
Illinois ^np+++??+=Illinois
Trust ^vb+vprv+++=Trust
people ^nns++++=people."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
other ^ap++++=other
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
himself ^ppl+pp3+++=himself
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
sat ^vbd+++xvbn+=sat
for ^in++++=for
some ^dti++++=some
moments ^nns+nom+++=moments
gazing ^vwbg+++xvbg+=gazing
abstractedly ^rb++++=abstractedly
toward ^in++++=toward
his ^pp$+pp3+++=his
office ^nn++++=office
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
over ^in++++=over
the ^ati++++=the
whole ^jj+atrb+++=whole
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
agreed ^vprf+++xvbnx+=agreed
to ^in++++=to
release ^nn++++=release
to ^in++++=to
Truslow ^np+++??+=Truslow,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
rate ^nn++++=rate
of ^in++++=of
one ^cd1++++=one
dollar ^nn++++=dollar
and ^cc++++=and
ten ^cd++++=ten
cents ^nns++++=cents
per ^nnu++++=per
bushel ^nn+++??+=bushel,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hundred ^cd++++=hundred
thousand ^cd++++=thousand
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
million ^cd++++=million
and ^cc++++=and
odd ^jj+atrb+++=odd
bushels ^nns+++??+=bushels
of ^in++++=of
wheat ^nn++++=wheat
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung,
, ^zz++++=EXTRAWORD
controlled ^xvbn+++xvbn+=controlled,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
actually ^rb+amp+++=actually
owned ^vbd+++xvbn+=owned.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
wondering ^vbg+++xvbgx+=wondering
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
wisely ^rb++++=wisely
in ^in++++=in
not ^xnot++not++=not
goring ^np++++=goring
the ^ati++++=the
Great ^nn++++=Great
Bear ^vb+vprv+++=Bear
to ^in+vcmp+++=to
actual ^jj+atrb+++=actual
financial ^jj+atrb+++=financial
death ^nn++++=death.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
pay ^vb++++=pay
one ^cd1++++=one
hundred ^cd++++=hundred
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Truslow ^np+++??+=Truslow
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
for ^in++++=for
this ^dt+dem+++=this
amount ^nn++++=amount.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
it ^pp3+it+++=it
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
better ^jjr++++=better
to ^to+jcmp+++=to
have ^vbi+vbi+aux++=have
put ^vprf+++xvbnx+=put
a ^at++++=a
prohibitive ^jj+atrb+++=prohibitive
figure ^nn++++=figure
on ^in++++=on
the ^ati++++=the
grain ^nn++++=grain
and ^cc++++=and
forced ^vbd+++xvbn+=forced
the ^ati++++=the
Bear ^nn++++=Bear
into ^in++++=into
bankruptcy ^nn++++=bankruptcy?
? ^zz++++=EXTRAWORD
True ^jj++++=True,
, ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
would ^md+prd+++=would
then ^rn+tm+++=then
be ^vb+be+vrb++=be
without ^in++++=without
his ^pp$+pp3+++=his
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
money ^nn++++=money,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Truslow ^np+++??+=Truslow
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
eliminated ^vpsv++agls+xvbnx+=eliminated
from ^in++++=from
the ^ati++++=the
situation ^nn+nom+++=situation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
so ^ql++++=so
Hornung ^np+++??+=Hornung
told ^vbd+vpub+tht0+xvbn+=told
himself ^ppl+pp3+++=himself
was ^vbd+bedz+vrb++=was
always ^rb++++=always
a ^at++++=a
consummation ^nn+nom+++=consummation
most ^ql+emph+++=most
devoutly ^jj++++=devoutly,
, ^zz++++=EXTRAWORD
strenuously ^jj++++=strenuously
and ^cc++++=and
diligently ^rb++++=diligently
to ^to++++=to
be ^vbi+vbi+aux++=be
striven ^vprf+++xvbn+=striven
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
Truslow ^np+++??+=Truslow
once ^rb+tm+++=once
dead ^jj++++=dead
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Bear ^nn++++=Bear
was ^vbd+bedz+vrb++=was
never ^rb++++=never
more ^rbr++++=more
dangerous ^jj++++=dangerous
than ^in++++=than
when ^wrb+who+++=when
desperate ^jj++++=desperate.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
wheat ^nn++++=wheat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
Hornung ^np+++??+=Hornung
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
reflections ^nns+nom+++=reflections,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
hurt ^xvbn+++xvbn+=hurt
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
Hornung ^np+++??+=Hornung
controlled ^vwbn+++xvbn+=controlled
the ^ati++++=the
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
So ^ql++++=So
far ^rb+pl+++=far
back ^jjb++++=back
as ^in++++=as
the ^ati++++=the
February ^nr+nom+++=February
of ^in++++=of
that ^dt+dem+++=that
year ^nn++++=year
an ^at++++=an
" ^zz++++="unknown
unknown ^jj+atrb+++=EXTRAWORD
bull ^nn++++=bull"
" ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
making ^vbg+++xvbgx+=making
his ^pp$+pp3+++=his
presence ^nn+nom+++=presence
felt ^vbd+vprv++xvbn+=felt
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
Board ^nn++++=Board
of ^in++++=of
Trade ^nn++++=Trade.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
March ^nn++++=March
the ^ati++++=the
commercial ^jj+atrb+++=commercial
reports ^nns++++=reports
of ^in++++=of
the ^ati++++=the
daily ^jj+atrb+++=daily
press ^nn++++=press
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
speak ^vbi++++=speak
of ^in++++=of
" ^zz++++="the
the ^ati++++=EXTRAWORD
powerful ^jj+atrb+++=powerful
bull ^nn++++=bull
clique ^nn++++=clique";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
weeks ^nns++++=weeks
later ^rbr+tm+++=later
that ^cs+sub+++=that
legendary ^jj+atrb+++=legendary
condition ^nn+nom+++=condition
of ^in++++=of
affairs ^nns++++=affairs
implied ^vbd+++xvbn+=implied
and ^cc+phrs+++=and
epitomized ^vbd+++xvbn+=epitomized
in ^in++++=in
the ^ati++++=the
magic ^jj+atrb+++=magic
words ^nns++++=words
" ^zz++++="Dollar
dollar ^nn++++=EXTRAWORD
Wheat ^nn++++=Wheat"
" ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
attained ^vpsv++agls+xvbnx+=attained,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
the ^ati++++=the
first ^rb++++=first
of ^in++++=of
April ^nr++++=April,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
price ^nn++++=price
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
boosted ^vpsv++agls+xvbnx+=boosted
to ^to++++=to
one ^cd1++++=one
dollar ^nn++++=dollar
and ^cc++++=and
ten ^cd++++=ten
cents ^nns++++=cents
a ^at++++=a
bushel ^nn+++??+=bushel,
, ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
had ^vbd+hvd+aux++=had
disclosed ^vprf+++xvbnx+=disclosed
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
place ^in"++++=place
of ^in"++++=of
mere ^jjb+atrb+++=mere
rumours ^nns++++=rumours,
, ^zz++++=EXTRAWORD
the ^ati++++=the
definite ^jj+atrb+++=definite
and ^cc+phrs+++=and
authoritative ^jj+atrb+++=authoritative
news ^nn++++=news
that ^tht+ncmp+++=that
May ^md+pos+++=May
wheat ^vb++++=wheat
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cornered ^vpsv++agls+xvbnx+=cornered
in ^in++++=in
the ^ati++++=the
Chicago ^np++++=Chicago
pit ^nn++++=pit
went ^vbd+++xvbn+=went
flashing ^vbg+++xvbg+=flashing
around ^rp++++=around
the ^ati++++=the
world ^nn++++=world
from ^in++++=from
Liverpool ^np++++=Liverpool
to ^in++++=to
Odessa ^np+++??+=Odessa
and ^cc++++=and
from ^in++++=from
Duluth ^np+++??+=Duluth
to ^in++++=to
Buenos ^np+++??+=Buenos
Ayres ^np++++=Ayres.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
so ^cs+sub+++=so
the ^ati++++=the
veteran ^nn++++=veteran
operators ^nns++++=operators
were ^vbd+bed+aux++=were
persuaded ^vpsv++agls+xvbnx+=persuaded
Truslow ^np+++??+=Truslow
himself ^ppl+pp3+++=himself
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
corner ^npl++++=corner
possible ^jj++++=possible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Great ^nn++++=Great
Bear ^vb+vprv+++=Bear
had ^vb+hv+vrb++=had
for ^rb++++=for
once ^rb"+tm+++=once
over ^in++++=over-reached
- ^zz++++=EXTRAWORD
reached ^vprf+++xvbn+=EXTRAWORD
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv++xvbg+=believing
himself ^ppl+pp3+++=himself
all ^abn++++=all-powerful,
- ^zz++++=EXTRAWORD
powerful ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
hammered ^vprf+++xvbnx+=hammered
the ^ati++++=the
price ^nn++++=price
just ^rb+emph+++=just
the ^ati++++=the
fatal ^jj+atrb+++=fatal
fraction ^nn+nom+++=fraction
too ^rb++++=too
far ^rb+pl+++=far
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
Wheat ^nn++++=Wheat
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^to++++=to
sixty ^cd++++=sixty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
the ^ati++++=the
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
an ^at++++=an
abnormal ^jj+atrb+++=abnormal
price ^nn++++=price.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
reaction ^nn+nom+++=reaction
came ^vbd+++xvbn+=came
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
tremendous ^jj+pred+++=tremendous.
. ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
saw ^vbd+vprv++xvbn+=saw
his ^pp$+pp3+++=his
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
months ^nns++++=months
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
the ^ati++++=the
tables ^nns++++=tables,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
cornered ^vprf+++xvbnx+=cornered
the ^ati++++=the
product ^nn++++=product,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
virtually ^rb+down+++=virtually
driven ^vbd+++xvbn+=driven
the ^ati++++=the
bear ^nn++++=bear
clique ^nn++++=clique
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
same ^ap++++=same
day ^nn++++=day
that ^tht+rel+obj++=that
the ^ati++++=the
delivery ^nn+nom+++=delivery
of ^in++++=of
the ^ati++++=the
hundred ^cd++++=hundred
thousand ^cd++++=thousand
bushels ^nns+++??+=bushels
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to
Truslow ^vb+++??+=Truslow,
, ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
met ^vbd+++xvbn+=met
his ^pp$+pp3+++=his
broker ^nn++++=broker
at ^in++++=at
his ^pp$+pp3+++=his
lunch ^nn++++=lunch
club ^nn++++=club.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
latter ^ap++++=latter,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
go ^vb++++=go
that ^dt+dem+++=that
line ^nn++++=line
of ^in++++=of
stuff ^nn++++=stuff
to ^in++++=to
Truslow ^np+++??+=Truslow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
nodded ^vbd+++xvbn+=nodded;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
broker ^nn++++=broker
added ^vbd+vpub++xvbn+=added:
: ^zz++++=EXTRAWORD
" ^zz++++="Remember,
remember ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
against ^in++++=against
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
beginning ^nvbg+++xvbg+=beginning.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
we ^pp1a+pp1+++=we've
've ^vb+hv+aux++0=EXTRAWORD
cleared ^vprf+++xvbnx+=cleared
up ^rp++++=up
over ^in++++=over
a ^at++++=a
hundred ^cd++++=hundred
thou ^pp2+pp2+++=thou'.
'. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+vrb++=have
fifty ^cd++++=fifty
times ^nns++++=times
preferred ^vbd+++xvbn+=preferred
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
lost ^vprf+++xvbnx+=lost
twice ^rb++++=twice
that ^dt+pdem+++=that
and ^cc++++=and
smashed ^jj+++xvbn+=smashed
Truslow ^np+++??+=Truslow
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
Bet ^j+++xvbn+=Bet
you ^pp2+pp2+++=you
what ^wdt+who+++=what
you ^pp2+pp2+++=you
like ^vb++++=like
he ^pp3a+pp3+++=he
makes ^vbz++++=makes
us ^pp1o+pp1+++=us
pay ^vb++++=pay
for ^in++++=for
it ^pp3+it+++=it
somehow ^rb++++=somehow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Huh!"
huh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
grunted ^vbd+++xvbn+=grunted
his ^pp$+pp3+++=his
principal ^jjb++++=principal.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
about ^in++++=about
insurance ^nn+nom+++=insurance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
warehouse ^nn++++=warehouse
charges ^nns++++=charges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carrying ^jj+atrb++xvbg+=carrying
expenses ^nns++++=expenses
on ^in++++=on
that ^dt+dem+++=that
lot ^nn++++=lot?
? ^zz++++=EXTRAWORD
Guess ^vb++++=Guess
we ^pp1a+pp1+++=we'd
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+aux++=have
had ^md"++pmd"++=had
to ^md+nec+++=to
pay ^vb++++=pay
those ^dt+pdem+++=those,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we'd
'd ^vbd+hvd+aux++0=EXTRAWORD
held ^vprf+++xvbnx+=held
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
other ^ap++++=other
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
unwilling ^jj++++=unwilling
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
persuaded ^vpsv++agls+xvbnx+=persuaded.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
sleep ^vb++++=sleep
easy ^jj++++=easy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared,
, ^zz++++=EXTRAWORD
" ^zz++++="till
till ^cs+sub+++=EXTRAWORD
Truslow ^np+++??+=Truslow
is ^vbz+bez+aux++=is
busted ^vpsv++agls+xvbnx+=busted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Pit ^nn++++=PIT
Just ^rb+emph+++=Just
as ^ql++++=as
Going ^xvbg+++xvbg+=Going
mounted ^vwbn+++xvbn+=mounted
the ^ati++++=the
steps ^nns++++=steps
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit
the ^ati++++=the
great ^jj+atrb+++=great
gong ^nn++++=gong
struck ^vbd+++xvbn+=struck,
, ^zz++++=EXTRAWORD
a ^at++++=a
roar ^nn++++=roar
of ^in++++=of
a ^at++++=a
hundred ^cd++++=hundred
voices ^nns++++=voices
developed ^vbd+++xvbn+=developed
with ^in++++=with
the ^ati++++=the
swiftness ^nns+nom+++=swiftness
of ^in++++=of
successive ^jj+atrb+++=successive
explosions ^nns++++=explosions,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rush ^nn++++=rush
of ^in++++=of
a ^at++++=a
hundred ^cd++++=hundred
men ^nns++++=men
surging ^nn++++=surging
downward ^jjb++++=downward
to ^in++++=to
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit
filled ^vbd+++xvbn+=filled
the ^ati++++=the
air ^nn++++=air
with ^in++++=with
the ^ati++++=the
stamp ^nn++++=stamp
and ^cc++++=and
grind ^nn+++??+=grind
of ^in++++=of
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
a ^at++++=a
hundred ^cd++++=hundred
hands ^nns++++=hands
in ^in++++=in
eager ^jj+atrb+++=eager
strenuous ^jj+atrb+++=strenuous
gestures ^nns++++=gestures
tossed ^vbd+++xvbn+=tossed
upward ^jjb++++=upward
from ^in++++=from
out ^rp+pl+++=out
the ^ati++++=the
brown ^nn++++=brown
of ^in++++=of
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
the ^ati++++=the
official ^jj+atrb+++=official
reporter ^nn+nom+++=reporter
in ^in++++=in
his ^pp$+pp3+++=his
cage ^nn++++=cage
on ^in++++=on
the ^ati++++=the
margin ^nn++++=margin
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit
leaned ^vbd+++xvbn+=leaned
far ^rb+pl+++=far
forward ^rb++++=forward
with ^in++++=with
straining ^xvbg+++xvbg+=straining
ear ^nn++++=ear
to ^to++++=to
catch ^vbi++++=catch
the ^ati++++=the
opening ^nn++++=opening
bid ^vprf+++xvbn+=bid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^ppls++++=another
day ^np++++=day
of ^in++++=of
battle ^nn++++=battle
was ^vbd+bedz+aux++=was
begun ^vpsv++agls+xvbnx+=begun.
. ^zz++++=EXTRAWORD
Since ^in++++=Since
the ^ati++++=the
sale ^nn++++=sale
of ^in++++=of
the ^ati++++=the
hundred ^cd++++=hundred
thousand ^cd++++=thousand
bushels ^nns+++??+=bushels
of ^in++++=of
wheat ^nn++++=wheat
to ^in++++=to
Truslow ^np+++??+=Truslow
the ^ati++++=the
" ^zz++++="Hornung
hornung ^nn+++??+=EXTRAWORD
crowd ^nn++++=crowd"
" ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
steadily ^rb++splt++=steadily
shouldered ^vprf+++xvbnx+=shouldered
the ^ati++++=the
price ^nn++++=price
higher ^jjr++++=higher
until ^cs+sub+++=until
on ^in++++=on
this ^dt+dem+++=this
particular ^jj+atrb+++=particular
morning ^nn++++=morning
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood
at ^rb++++=at
one ^cd1++++=one
dollar ^nn++++=dollar
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
price ^nn++++=price.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
else ^rb+cnj+++=else
had ^vb+hv+vrb++=had
any ^dti++++=any
grain ^nn++++=grain
to ^to++++=to
sell ^vbi++++=sell.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
ten ^cd++++=ten
minutes ^nns++++=minutes
after ^in++++=after
the ^ati++++=the
opening ^nvbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
Going ^vbg+++xvbg+=Going
was ^vbd+bedz+aux++=was
surprised ^vpsv++agls+xvbnx+=surprised
out ^rp+pl+++=out
of ^in++++=of
all ^abn++++=all
countenance ^nn+nom+++=countenance
to ^to++++=to
hear ^vbi+vprv+++=hear
shouted ^vbd+vpub++xvbn+=shouted
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit
these ^dt+dem+++=these
words ^nns++++=words:
: ^zz++++=EXTRAWORD
" ^zz++++="Sell
sell ^vb++++=EXTRAWORD
May ^md+pos+++=May
at ^rb++++=at
one ^cd1++++=one-fifty."
- ^zz++++=EXTRAWORD
fifty ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Going ^vbg+++xvbg+=Going
was ^vbd+bedz+vrb++=was
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment
touching ^vwbg+++xvbg+=touching
elbows ^nns++++=elbows
with ^in++++=with
Kimbark ^np+++??+=Kimbark
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
and ^cc++++=and
with ^in++++=with
Merriam ^np+++??+=Merriam
on ^in++++=on
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
all ^abn++++=all
three ^cd++++=three
belonging ^vbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
" ^zz++++="Hornung
hornung ^nn+++??+=EXTRAWORD
crowd ^nn++++=crowd."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
answering ^xvbg+++xvbg+=answering
challenge ^vb++++=challenge
of ^in++++=of
" ^zz++++="Sold"
sold ^vbd+++xvbn+=EXTRAWORD
