My ^pp$+pp1+++=My
amusement ^nn+nom+++=amusement.
. ^zz++++=EXTRAWORD
Seated ^j+++xvbn+=Seated
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
down ^rb+phrv+++=down
on ^in+ppvb+++=on
his ^pp$+pp3+++=his
gigantic ^jj+atrb+++=gigantic
frame ^nn++++=frame
in ^in++++=in
all ^abn++++=all
her ^pp3o+pp3+++=her
tiny ^jj+atrb+++=tiny
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini
would ^md+prd+++=would
ripple ^vb++++=ripple
her ^pp3o+pp3+++=her
face ^nn++++=face
with ^in++++=with
laughter ^nn+nom+++=laughter
and ^cc++++=and
begin ^vb++++=begin:
: ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah!
! ^zz++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah!
! ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
in ^rb+phrv+++=in
your ^pp$+pp2+++=your
bag ^nn++++=bag?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
would ^md+prd+++=would
reply ^vb++++=reply,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
nasal ^jj+atrb+++=nasal
accents ^nns++++=accents
of ^in++++=of
the ^ati++++=the
mountaineer ^nn+nom+++=mountaineer:
: ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
elephant ^nn+nom+++=elephant!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
much ^ap++++=much
cause ^nn++++=cause
for ^in++++=for
merriment ^nn+nom+++=merriment,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
both ^abx++++=both
enjoyed ^jj+++xvbn+=enjoyed
the ^ati++++=the
fun ^nn++++=fun!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
child ^nn++++=child's
's ^$++++=EXTRAWORD
talk ^nn++++=talk
with ^in++++=with
a ^at++++=a
grown ^vprf+++xvbn+=grown-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
man ^nn++++=man
had ^vb+hv+vrb++=had
always ^rb++++=always
in ^in++++=in
it ^pp3+it+++=it
something ^pn++++=something
strangely ^rb++++=strangely
fascinating ^jj++++=fascinating.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
be ^vbi++vrb++=be
behindhand ^rb+cnj+++=behindhand,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
take ^vb++++=take
his ^pp$+pp3+++=his
turn ^nn++++=turn:
: ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
little ^ap++++=little
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+whq++=when
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going
to ^in++++=to
the ^ati++++=the
father-in-law ^nn++++=father-in-law's
's ^$++++=EXTRAWORD
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
most ^ql+emph+++=most
small ^jj+atrb+++=small
Bengali ^np+++??+=Bengali
maidens ^nns++++=maidens
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
long ^rb++++=long
ago ^rb++++=ago
about ^in++++=about
the ^ati++++=the
father-in-law ^nn++++=father-in-law's
's ^$++++=EXTRAWORD
house ^nn++++=house;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
a ^rb++++=a
little ^rb"++++=little
new ^jj++++=new-fangled,
- ^zz++++=EXTRAWORD
fangled ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
these ^dt+dem+++=these
things ^nns++++=things
from ^in++++=from
our ^pp$+pp1+++=our
child ^nn++++=child,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mini ^np+++??+=Mini
at ^in++++=at
this ^dt+dem+++=this
question ^nn+nom+++=question
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
trifle ^nn++++=trifle
bewildered ^vbd+++xvbn+=bewildered.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
show ^vb+vprv+++=show
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
ready ^jj+atrb+++=ready
tact ^nn++++=tact
replied ^vbd+vpub++xvbn+=replied:
: ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Amongst ^in++++=Amongst
men ^nns++++=men
of ^in++++=of
the ^ati++++=the
Cabuliwallah ^np++++=Cabuliwallah's
's ^$++++=EXTRAWORD
class ^nn++++=class,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
well ^rb++splt++=well
known ^vpsv++agls+xvbnx+=known
that ^tht+vcmp+++=that
the ^ati++++=the
words ^nns++++=words
father-in-law ^nn++++=father-in-law's
's ^$++++=EXTRAWORD
house ^nn++++=house
have ^vb+hv+vrb++=have
a ^at++++=a
double ^jj+atrb+++=double
meaning ^nvbg+++xvbg+=meaning.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
euphemism ^nn+nom+++=euphemism
for ^in++++=for
jail ^nn++++=jail,
, ^zz++++=EXTRAWORD
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
well ^rb++++=well
cared ^vbd+++xvbn+=cared
for ^in+ppvb+++=for,
, ^zz++++=EXTRAWORD
at ^rb++++=at
no ^at++++=no
expense ^nn++++=expense
to ^in++++=to
ourselves ^ppls+pp1+++=ourselves.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
sense ^nn++++=sense
would ^md+prd+++=would
the ^ati++++=the
sturdy ^jj+atrb+++=sturdy
pedlar ^nn+++??+=pedlar
take ^vb++++=take
my ^pp$+pp1+++=my
daughter ^nn+nom+++=daughter's
's ^$++++=EXTRAWORD
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,"
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
his ^pp$+pp3+++=his
fist ^nn++++=fist
at ^in++++=at
an ^at++++=an
invisible ^jj+atrb+++=invisible
policeman ^nn+nom+++=policeman,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
thrash ^vb+++??+=thrash
my ^pp$+pp1+++=my
father ^nn++++=father-in-law!"
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hearing ^vbg+vprv+tht0+xvbg+=Hearing
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
picturing ^nvbg+++xvbg+=picturing
the ^ati++++=the
poor ^jj++++=poor
discomfited ^jj+++xvbn+=discomfited
relative ^jj++++=relative,
, ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini
would ^md+prd+++=would
go ^vb++++=go
off ^rp+pl+++=off
into ^in++++=into
peals ^nn++++=peals
of ^in++++=of
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
her ^pp$+pp3+++=her
formidable ^jj+atrb+++=formidable
friend ^nn++++=friend
would ^md+prd+++=would
join ^vb++++=join.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
were ^vbd+bed+vrb++=were
autumn ^nn++++=autumn
mornings ^nns++++=mornings,
, ^zz++++=EXTRAWORD
the ^ati++++=the
very ^ap+amp+++=very
time ^nn++++=time
of ^in++++=of
year ^nn++++=year
when ^wrb+who+++=when
kings ^nns++++=kings
of ^in++++=of
old ^nn++++=old
went ^vbd+++xvbn+=went
forth ^rp++++=forth
to ^in++++=to
conquest ^nn++++=conquest;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
never ^rb++++=never
stirring ^nvbg+++xvbg+=stirring
from ^in++++=from
my ^pp$+pp1+++=my
little ^ap++++=little
corner ^npl++++=corner
in ^in++++=in
Calcutta ^np++++=Calcutta,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
let ^vb+++xvbn+=let
my ^pp$+pp1+++=my
mind ^nn++++=mind
wander ^vb++++=wander
over ^in++++=over
the ^ati++++=the
whole ^jj+atrb+++=whole
world ^nn++++=world.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
very ^ap+amp+++=very
name ^nn++++=name
of ^in++++=of
another ^dt++++=another
country ^nn++++=country,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
heart ^nn++++=heart
would ^md+prd+++=would
go ^vb++++=go
out ^rp+pl+++=out
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
foreigner ^nn+nom+++=foreigner
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
fall ^vb++++=fall
to ^to++++=to
weaving ^vbi++++=weaving
a ^at++++=a
network ^nn++++=network
of ^in++++=of
dreams ^nps++++=dreams,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
the ^ati++++=the
glens ^nns++++=glens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
forests ^nns++++=forests
of ^in++++=of
his ^pp$+pp3+++=his
distant ^jj+atrb+++=distant
home ^nr++++=home,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
cottage ^nn+nom+++=cottage
in ^in++++=in
its ^pp$+it+++=its
setting ^nvbg+++xvbg+=setting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
free ^jj+atrb+++=free
and ^cc+phrs+++=and
independent ^jj+atrb+++=independent
life ^nn++++=life
of ^in++++=of
far ^rb+pl+++=far-away
- ^zz++++=EXTRAWORD
away ^rp+pl+++=EXTRAWORD
wilds ^nns+++??+=wilds.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
scenes ^nns++++=scenes
of ^in++++=of
travel ^vb++++=travel
conjure ^nn+++??+=conjure
themselves ^ppls+pp3+++=themselves
up ^rp++++=up
before ^cs+sub+++=before
me ^pp1o+pp1+++=me
and ^cc++++=and
pass ^nn++++=pass
and ^cc++++=and
repass ^nns+++??+=repass
in ^in++++=in
my ^pp$+pp1+++=my
imagination ^nn+nom+++=imagination
all ^rb++++=all
the ^ati++++=the
more ^rbr++++=more
vividly ^rb+cnj+++=vividly,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
lead ^nn++++=lead
such ^abl++++=such
a ^at++++=a
vegetable ^jj+atrb+++=vegetable
existence ^nn+nom+++=existence
that ^tht+rel+obj++=that
a ^at++++=a
call ^nn++++=call
to ^to++++=to
travel ^vbi++++=travel
would ^md+prd+++=would
fall ^vb++++=fall
upon ^in++++=upon
me ^pp1o+pp1+++=me
like ^in++++=like
a ^at++++=a
thunder ^nn++++=thunder-bolt.
- ^zz++++=EXTRAWORD
bolt ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
this ^dt+dem+++=this
Cabuliwallah ^np+++??+=Cabuliwallah
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
immediately ^rb+tm+splt++=immediately
transported ^vpsv++agls+xvbnx+=transported
to ^in++++=to
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
arid ^jj+atrb+++=arid
mountain ^nn++++=mountain
peaks ^nns++++=peaks,
, ^zz++++=EXTRAWORD
with ^in++++=with
narrow ^jj++++=narrow
little ^ap++++=little
defiles ^nns+++??+=defiles
twisting ^vwbg+++xvbg+=twisting
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out
amongst ^in++++=amongst
their ^pp$+pp3+++=their
towering ^jj+atrb++xvbg+=towering
heights ^nns++++=heights.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
string ^nn++++=string
of ^in++++=of
camels ^nns+++??+=camels
bearing ^vwbg+++xvbg+=bearing
the ^ati++++=the
merchandise ^nn++++=merchandise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
company ^nn++++=company
of ^in++++=of
turbanned ^jj+atrb+++=turbanned
merchants ^nns+nom+++=merchants
carrying ^vwbg+++xvbg+=carrying
some ^dti++++=some
their ^pp$+pp3+++=their
queer ^jj+atrb+++=queer
old ^jj+atrb+++=old
firearms ^nns++++=firearms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
their ^pp$+pp3+++=their
spears ^nns++++=spears,
, ^zz++++=EXTRAWORD
journeying ^vbg+++xvbg+=journeying
downward ^jjb++++=downward
towards ^in++++=towards
the ^ati++++=the
plains ^npls++++=plains.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
. ^zz++++=.
But ^cc+cls+++=But
at ^in++++=at
some ^dti++++=some
such ^abl++++=such
point ^nn++++=point
Mini ^np++++=Mini's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
would ^md+prd+++=would
intervene ^vb++++=intervene,
, ^zz++++=EXTRAWORD
imploring ^vbg+++xvbg+=imploring
me ^pp1o+pp1+++=me
to ^to++++=to
" ^zz++++="beware
beware ^vb++++=EXTRAWORD
of ^in++++=of
that ^dt+dem+++=that
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mini ^np++++=Mini's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
is ^vbz+bez+vrb++=is
unfortunately ^rb++++=unfortunately
a ^at++++=a
very ^ql+amp+++=very
timid ^jj+atrb+++=timid
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
she ^pp3a+pp3+++=she
hears ^vbz+vprv+++=hears
a ^at++++=a
noise ^nn++++=noise
in ^in++++=in
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
sees ^vbz+vprv+++=sees
people ^nns++++=people
coming ^vwbg+++xvbg+=coming
towards ^in++++=towards
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
always ^rb++++=always
jumps ^nns++++=jumps
to ^in++++=to
the ^ati++++=the
conclusion ^nn++++=conclusion
that ^tht+ncmp+++=that
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
either ^dtx++++=either
thieves ^nns++++=thieves,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
drunkards ^nns+++??+=drunkards,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
snakes ^nns++++=snakes,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
tigers ^nn++++=tigers,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
malaria ^nn+++??+=malaria,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
cockroaches ^nns+++??+=cockroaches,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
caterpillars ^nns++++=caterpillars.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
after ^in++++=after
all ^abn++++=all
these ^dt+dem+++=these
years ^nns++++=years
of ^in++++=of
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
overcome ^vb+++xvbn+=overcome
her ^pp$+pp3+++=her
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
doubts ^nns++++=doubts
about ^in++++=about
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
used ^md"++pmd"++=used
to ^to++++=to
beg ^vb++++=beg
me ^pp1o+pp1+++=me
to ^to++++=to
keep ^vbi++++=keep
a ^at++++=a
watchful ^jj+atrb+++=watchful
eye ^nn++++=eye
on ^in++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
laugh ^vbi++++=laugh
her ^pp$+pp3+++=her
fear ^vb++++=fear
gently ^rb++++=gently
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
would ^md+prd+++=would
turn ^vb++++=turn
round ^in++++=round
on ^rp++++=on
me ^pp1o+pp1+++=me
seriously ^rb+cnj+++=seriously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
me ^pp1o+pp1+++=me
solemn ^jj+atrb+++=solemn
questions ^nns+nom+++=questions:
: ^zz++++=EXTRAWORD
Were ^vbd+bed+aux++=Were
children ^nns++++=children
never ^rb++++=never
kidnapped ^vbd+++xvbn+=kidnapped?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
true ^jj++++=true
that ^tht+jcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
slavery ^nn+nom+++=slavery
in ^in++++=in
Cabul ^np+++??+=Cabul?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
so ^ql++++=so
very ^ql+amp+++=very
absurd ^jj++++=absurd
that ^cs+sub+++=that
this ^dt+dem+++=this
big ^jj+atrb+++=big
man ^nn++++=man
should ^md+nec+++=should
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
carry ^vb++++=carry
off ^rb+phrv+++=off
a ^at++++=a
tiny ^jj+atrb+++=tiny
child ^nn++++=child?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
urged ^vbd+vsua+tht0+xvbnx+=urged
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
impossible ^jj++++=impossible,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
highly ^rb+amp+++=highly
improbable ^jj+pred+++=improbable.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
dread ^nn++++=dread
persisted ^vbd+++xvbn+=persisted.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
indefinite ^jj+pred+++=indefinite,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
right ^nn++++=right
to ^to+ncmp+++=to
forbid ^vbi+vsua+++=forbid
the ^ati++++=the
man ^nn++++=man
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
intimacy ^nn+nom+++=intimacy
went ^vbd+++xvbn+=went
on ^in++++=on
unchecked ^nn++++=unchecked.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
a ^at++++=a
year ^nn++++=year
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
January ^nr+nom+++=January
Rahmun ^np+++??+=Rahmun,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
returning ^nn++++=returning
to ^in++++=to
his ^pp$+pp3+++=his
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
time ^nn++++=time
approached ^vbd+++xvbn+=approached
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
very ^ql+amp+++=very
busy ^jj++++=busy,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
from ^in++++=from
house ^npl++++=house
to ^in++++=to
house ^npl++++=house
collecting ^vwbg+++xvbg+=collecting
his ^pp$+pp3+++=his
debts ^nns++++=debts.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
year ^nn++++=year,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
always ^rb++splt++=always
find ^vb+vprv+++=find
time ^nn++++=time
to ^to++++=to
come ^vbi++++=come
and ^cc+phrs+++=and
see ^vb+vprv+++=see
Mini ^np+++??+=Mini.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
have ^vb+hv+aux++=have
seemed ^vprf+++xvbnx+=seemed
to ^to+vcmp+++=to
an ^vbi++++=an
outsider ^nn+nom+++=outsider
that ^tht+rel+obj++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
some ^dti++++=some
conspiracy ^nn+nom+++=conspiracy
between ^in++++=between
the ^ati++++=the
two ^cd++++=two,
, ^zz++++=EXTRAWORD
for ^in++++=for
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
come ^vb++++=come
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
appear ^vb+seem+++=appear
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
to ^in++++=to
me ^pp1o+pp1+++=me
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
startling ^jj++++=startling
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
a ^at++++=a
dark ^jj+atrb+++=dark
room ^nn++++=room,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
to ^in++++=to
surprise ^nn++++=surprise
this ^dt+dem+++=this
tall ^jj++++=tall,
, ^zz++++=EXTRAWORD
loose ^jj++++=loose-garmented,
- ^zz++++=EXTRAWORD
garmented ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
much ^ap++++=much
bebagged ^jj+atrb++xvbn+=bebagged
man ^nn++++=man;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
Mini ^np+++??+=Mini
would ^md+prd+++=would
run ^vb+++xvbn+=run
in ^in++++=in
smiling ^xvbg+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
" ^zz++++="O
o ^zz++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah!
! ^zz++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
two ^cd++++=two
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
so ^ql++++=so
far ^rb+pl+++=far
apart ^in++++=apart
in ^in++++=in
age ^nn++++=age,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
subside ^vb++++=subside
into ^in++++=into
their ^pp$+pp3+++=their
old ^jj+atrb+++=old
laughter ^nn+nom+++=laughter
and ^cc++++=and
their ^pp$+pp3+++=their
old ^jj+atrb+++=old
jokes ^nns++++=jokes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
reassured ^xvbn+++xvbn+=reassured.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
up ^rp++++=up
his ^pp$+pp3+++=his
mind ^nn++++=mind
to ^to++++=to
go ^vbi++++=go,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
correcting ^vbg+++xvbgx+=correcting
my ^pp$+pp1+++=my
proof ^nn++++=proof
sheets ^nns++++=sheets
in ^in++++=in
my ^pp$+pp1+++=my
study ^nn++++=study.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
chilly ^jj+atrb+++=chilly
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
window ^nn++++=window
the ^ati++++=the
rays ^nns++++=rays
of ^in++++=of
the ^ati++++=the
sun ^nn++++=sun
touched ^vbd+++xvbn+=touched
my ^pp$+pp1+++=my
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
slight ^jj+atrb+++=slight
warmth ^nn++++=warmth
was ^vbd+bedz+aux++=was
very ^ql+amp+++=very
welcome ^vb++++=welcome.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
eight ^cd++++=eight
o ^zz++++=o'clock,
