Being ^vbg+beg++xvbg+=Being
sure ^jj+pred+++=sure
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
spalpeen ^vbd+++xvbn+=spalpeen,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jim ^np++++=Jim,
, ^zz++++=EXTRAWORD
roarin ^nn+++??+=roarin'
' ^zz++++=EXTRAWORD
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
' ^zz++++='what
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
wid ^in++++=wid
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
time ^nn++++=time
a ^at++++=a-day?'
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
me ^pp1o+pp1+++=me?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
gossoon ^nn+++??+=gossoon,
, ^zz++++=EXTRAWORD
' ^zz++++='it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Mick ^np++++=Mick
Hanlon ^np+++??+=Hanlon
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
blur ^nn++++=blur
an ^at++++=an
agers ^nn++++=agers,
, ^zz++++=EXTRAWORD
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
welcome ^nn++++=welcome
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
Micky ^np+++??+=Micky
asthore ^nn+++??+=asthore,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jim ^np++++=Jim;
; ^zz++++=EXTRAWORD
' ^zz++++='how
how ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
all ^abn++++=all
wid ^in++++=wid
the ^ati++++=the
man ^nn++++=man
and ^cc++++0=an'
the ^ati++++=the
woman ^nn++++=woman
beyant ^nn++++=beyant?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh!'
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Micky ^np+++??+=Micky,
, ^zz++++=EXTRAWORD
' ^zz++++='bad
bad ^jj++++=EXTRAWORD
enough ^dt++++=enough,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
ould ^np++++=ould
man ^nn++++=man's
's ^$++++=EXTRAWORD
jist ^nn++++=jist
aff ^nn+++??+=aff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
hurry ^np++++=hurry
like ^in++++=like
shot ^vbd+++xvbn+=shot,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='he'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
in ^in++++=in
glory ^nn++++=glory
before ^cs+sub+++=before
you ^pp2+pp2+++=you
get ^vb++++=get
there ^rn+pl+++=there,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
jokin ^nn+++??+=jokin'
' ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
are ^vb+ber+vrb++=are,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jim ^np++++=Jim,
, ^zz++++=EXTRAWORD
sorrowful ^jj++++=sorrowful
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
mighty ^jj++++=mighty
partial ^jj++++=partial
to ^in++++=to
his ^pp$+pp3+++=his
uncle ^nn++++=uncle
intirely ^jj++++=intirely.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
taste ^nn++++=taste,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Micky ^np+++??+=Micky;
; ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
breath ^nn++++=breath
was ^vbd+bedz+vrb++=was
jist ^nn++++=jist
out ^rp+pl+++=out
iv ^nn+++??+=iv
him ^pp3o+pp3+++=him,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='when
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
the ^ati++++=the
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
" ^zz++++="An',"
an ^at++++=EXTRAWORD
'," ^nn+++??+=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="take
take ^vb++++=EXTRAWORD
the ^ati++++=the
ould ^np++++=ould
black ^jj+atrb+++=black
horse ^nn++++=horse,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
shure ^nn+++??+=shure-footed
- ^zz++++=EXTRAWORD
footed ^jj+++xvbn+=EXTRAWORD
for ^in++++=for
the ^ati++++=the
road ^nn++++=road,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="an'
and ^cc++++0=EXTRAWORD
bring ^vb++++=bring,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
die ^vb++++=die
asy ^nn+++??+=asy
af ^nn+++??+=af
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
onst ^nn+++??+=onst,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Well,'
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jim ^np++++=Jim,
, ^zz++++=EXTRAWORD
' ^zz++++='will
will ^md+prd+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
time ^nn++++=time,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='to
to ^to++++=EXTRAWORD
go ^vbi++++=go
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
consolation ^nn+nom+++=consolation,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='to
to ^to++++=EXTRAWORD
tell ^vbi++++=tell
the ^ati++++=the
bad ^jj+atrb+++=bad
news ^nn++++=news
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
late ^jj++++=late
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
already ^rb+cnj+++=already,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Micky ^np+++??+=Micky,
, ^zz++++=EXTRAWORD
' ^zz++++='so
so ^ql++++=EXTRAWORD
come ^vb++++=come
up ^rp++++=up
behind ^in+pl+++=behind
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
for ^in++++=for
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='an'
and ^cc++++0=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
waste ^jj+atrb+++=waste
time ^nn++++=time;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++0=an'
with ^in++++=with
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
the ^ati++++=the
horse ^nn++++=horse
up ^rp++++=up
beside ^in+pl+++=beside
the ^ati++++=the
ditch ^nn++++=ditch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan
mounted ^vbd+++xvbn+=mounted
up ^rp++++=up
behind ^in+pl+++=behind
Micky ^np+++??+=Micky,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they
rode ^vbd+++xvbnx+=rode
off ^rp+pl+++=off;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
tin ^nn++++=tin
good ^jj+atrb+++=good
miles ^nns++++=miles
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
iv ^nn+++??+=iv
a ^at++++=a
road ^nn++++=road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
at ^in++++=at
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
iv ^nn+++??+=iv
Keeper ^nn++++=Keeper
intirely ^jj++++=intirely;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
snowin ^nn+++??+=snowin'
' ^zz++++=EXTRAWORD
so ^ql++++=so
fast ^rb++++=fast
that ^dt+dem+++=that
the ^ati++++=the
ould ^np++++=ould
baste ^vb++++=baste
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
go ^vb++++=go
an ^at++++=an
at ^rb++++=at
all ^abn++++=all
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
the ^ati++++=the
two ^cd++++=two
bys ^nns+++??+=bys
an ^at++++=an
his ^pp$+pp3+++=his
back ^jjb++++=back
was ^vbd+bedz+vrb++=was
jist ^nn++++=jist
like ^in++++=like
a ^at++++=a
snowball ^nn+++??+=snowball
all ^abn++++=all
as ^ql++++=as
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
almost ^rb+hdg+++=almost
fruz ^jj+++??+=fruz
and ^cc+phrs+++0=an'
smothered ^jj+++xvbn+=smothered
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honour ^nn++++=honour;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they
wor ^nn++++=wor
both ^abx++++=both
mighty ^jj++++=mighty
sorrowful ^jj++++=sorrowful
intirely ^jj++++=intirely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
their ^pp$+pp3+++=their
toes ^nns++++=toes
almost ^rb+hdg+++=almost
dhroppin ^nn+++??+=dhroppin'
' ^zz++++=EXTRAWORD
aff ^nn+++??+=aff
wid ^in++++=wid
the ^ati++++=the
could ^nn++++=could.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
Jim ^np++++=Jim
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
the ^ati++++=the
farm ^npl++++=farm
his ^pp$+pp3+++=his
uncle ^nn++++=uncle
was ^vbd+bedz+vrb++=was
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
an ^at++++=an
illegantly ^jj++++=illegantly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sittin ^nn+++??+=sittin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
sthrong ^nn+++??+=sthrong
and ^cc++++0=an'
warm ^jj++++=warm
in ^in++++=in
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
improvin ^nn+++??+=improvin'
' ^zz++++=EXTRAWORD
every ^at++++=every
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
no ^at++++=no
signs ^nns++++=signs
av ^nn++++=av
dyin ^nn+++??+=dyin'
' ^zz++++=EXTRAWORD
an ^at++++=an
him ^pp3o+pp3+++=him
at ^rb++++=at
all ^abn++++=all
at ^rb++++=at
all ^abn++++=all;
; ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
all ^abn++++=all
his ^pp$+pp3+++=his
throuble ^jj++++=throuble
for ^in++++=for
nothin ^nn+++??+=nothin'.
'. ^nn+++??+=EXTRAWORD
But ^cc++++=But
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
snow ^nn++++=snow
kem ^nn+++??+=kem
so ^ql+emph+++=so
thick ^jj++++=thick
that ^cs+sub+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
impassible ^jj+pred+++=impassible
to ^to++++=to
get ^vbi++++=get
along ^in++++=along
the ^ati++++=the
roads ^nns++++=roads
at ^rb++++=at
all ^abn++++=all
at ^rb++++=at
all ^abn++++=all;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
faix ^nn+++??+=faix,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
iv ^nn+++??+=iv
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
betther ^jjr++++=betther,
, ^zz++++=EXTRAWORD
next ^ap++++=next
mornin ^nn+++??+=mornin'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
tin ^nn++++=tin
times ^nns++++=times
worse ^jjr++++=worse;
; ^zz++++=EXTRAWORD
so ^ql++++=so
Jim ^np++++=Jim
had ^vb+hv+vrb++=had
jist ^nn++++=jist
to ^to++++=to
take ^vbi++++=take
it ^pp3+it+++=it
asy ^nn+++??+=asy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
stay ^nn++++=stay
wid ^in++++=wid
his ^pp$+pp3+++=his
uncle ^nn++++=uncle
antil ^nn+++??+=antil
such ^abl++++=such
times ^nns++++=times
as ^ql++++=as
the ^ati++++=the
snow ^nn++++=snow
id ^nn+++??+=id
melt ^vb++++=melt.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
evenin ^nn+++??+=evenin'
' ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan
wint ^vbd+++xvbn+=wint
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
whin ^nn+++??+=whin
the ^ati++++=the
dark ^nn++++=dark
was ^vbd+bedz+vrb++=was
closin ^nn+++??+=closin'
' ^zz++++=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
Nell ^np++++=Nell
Gorman ^np+++??+=Gorman,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
beginned ^j+++xvbn+=beginned
to ^to++++=to
get ^vbi++++=get
mighty ^ql++++=mighty
anasy ^vb+++??+=anasy
in ^in++++=in
herself ^ppl+pp3+++=herself
whin ^nn+++??+=whin
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
back ^jjb++++=back
at ^in++++=at
all ^abn++++=all;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
more ^rbr++++=more
and ^cc+phrs+++0=an'
more ^rbr++++=more
frightful ^jj++++=frightful
in ^in++++=in
herself ^ppl+pp3+++=herself
every ^at++++=every
minute ^nn++++=minute
till ^cs+sub+++=till
the ^ati++++=the
dark ^jj+atrb+++=dark
kem ^nn+++??+=kem
an ^at++++=an,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
divil ^nn+++??+=divil
a ^at++++=a
taste ^nn++++=taste
iv ^nn+++??+=iv
her ^pp3o+pp3+++=her
husband ^nn++++=husband
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
at ^rb++++=at
all ^abn++++=all
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh!'
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='there's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
in ^in++++=in
purtendin ^nn+++??+=purtendin',
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
kilt ^nn++++=kilt
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
committed ^vprf+++xvbnx+=committed
infantycide ^nn+++??+=infantycide
an ^at++++=an
himself ^ppl+pp3+++=himself,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='like
like ^in++++=EXTRAWORD
a ^at++++=a
dissipated ^jj+atrb++xvbn+=dissipated
bliggard ^nn+++??+=bliggard
as ^ql++++=as
he ^pp3a+pp3+++=he
always ^rb++++=always
was ^vbd+bedz+vrb++=was,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='God
god ^np++++=EXTRAWORD
rest ^nn++++=rest
his ^pp$+pp3+++=his
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
me ^pp1o+pp1+++=me
and ^cc++++0=an'
not ^xnot++not++=not
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
unforthunate ^nn+nom+++=unforthunate
woman ^nn++++=woman,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='for
for ^in++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
cryin ^nn+++??+=cryin'
' ^zz++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
in ^in++++=in
heaven ^nn++++=heaven,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bliggard ^nn+++??+=bliggard,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
voh ^nn+++??+=voh,
, ^zz++++=EXTRAWORD
voh ^nn+++??+=voh,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
at ^in++++=at
home ^nr++++=home
comfortable ^jj++++=comfortable
with ^in++++=with
your ^pp$+pp2+++=your
wife ^nn++++=wife
and ^cc++++0=an'
family ^nn++++=family
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
other ^ap++++=other
world ^nn++++=world,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
aumathaun ^nn+++??+=aumathaun,
, ^zz++++=EXTRAWORD
in ^in++++=in
glory ^nn++++=glory
wid ^in++++=wid
the ^ati++++=the
saints ^nns++++=saints
I ^pp1a+pp1+++=I
hope ^nn++++=hope,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
I ^pp1a+pp1+++=I
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
unforthunate ^nn+nom+++=unforthunate
famale ^nn+++??+=famale,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='an'
and ^cc++++0=EXTRAWORD
not ^xnot++not++=not
yourself ^ppl+pp2+++=yourself,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
this ^dt+dem+++=this
way ^nn++++=way
she ^pp3a+pp3+++=she
kep ^nn+++??+=kep'
' ^zz++++=EXTRAWORD
an ^at++++=an
till ^cs+sub+++=till
mornin ^nn+++??+=mornin',
', ^nn+++??+=EXTRAWORD
cryin ^nn+++??+=cryin'
' ^zz++++=EXTRAWORD
and ^cc++++=and
lamintin ^nn+++??+=lamintin;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
wid ^in++++=wid
the ^ati++++=the
first ^rb++++=first
light ^jj++++=light
she ^pp3a+pp3+++=she
called ^vbd+++xvbnx+=called
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
sarvint ^jj+atrb++xvbn+=sarvint
bys ^nns+++??+=bys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
she ^pp3a+pp3+++=she
tould ^nn+++??+=tould
them ^pp3o+pp3+++=them
to ^to++++=to
go ^vbi++++=go
out ^rp+pl+++=out
and ^cc++++0=an'
to ^in++++=to
sarch ^nn+++??+=sarch
every ^at++++=every
inch ^nn++++=inch
iv ^nn+++??+=iv
ground ^nn++++=ground
to ^to++++=to
find ^vbi+vprv+++=find
the ^ati++++=the
corpse ^nn++++=corpse,
, ^zz++++=EXTRAWORD
' ^zz++++='for
for ^in++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
go ^vbi++++=go
hide ^vb++++=hide
himself ^ppl+pp3+++=himself
he ^pp3a+pp3+++=he
would ^md+prd+++=would,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
they ^pp3a+pp3+++=they
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
rummagin ^nn+++??+=rummagin'
' ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
