Old ^jj+atrb+++=Old
's ^$++++=EXTRAWORD
ideas ^nns++++=ideas
regarding ^in++++=regarding
the ^ati++++=the
way ^nn++++=way
a ^at++++=a
child ^nn++++=child
should ^md+nec+++=should
be ^vb+be+aux++=be
brought ^vpsv++agls+xvbnx+=brought
up ^rb+phrv+++=up.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Dick ^np++++=Dick
had ^vb+hv+vrb++=had
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
admiration ^nn+nom+++=admiration
for ^in++++=for
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
many ^ap++++=many
good ^jj+atrb+++=good
qualities ^nns+nom+++=qualities
were ^vbd+bed+aux++=were
somewhat ^rb+down+splt++=somewhat
overshadowed ^vpsv++by+xvbnx+=overshadowed
by ^in++++=by
his ^pp$+pp3+++=his
brutal ^jj+atrb+++=brutal
temper ^nn++++=temper.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Richard ^np++++=Richard
came ^vbd+++xvbn+=came
home ^nr++++=home
that ^tht+rel+++=that
evening ^nn++++=evening
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
supper ^nn++++=supper
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
as ^ql++++=as
was ^vbd+bedz+vrb++=was
usual ^jj+pred+++=usual
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Saunders ^nns+nom+++=Saunders
drew ^vbd+++xvbn+=drew
her ^pp$+pp3+++=her
chair ^nn++++=chair
near ^in+pl+++=near
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
while ^cs+sub+++=while
the ^ati++++=the
meal ^nn++++=meal
went ^vbd+++xvbn+=went
on ^in++++=on
she ^pp3a+pp3+++=she
talked ^vbd+++xvbnx+=talked
of ^in++++=of
many ^ap++++=many
things ^nns++++=things,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
avoided ^vbd+++xvbn+=avoided
the ^ati++++=the
subject ^nn++++=subject
uppermost ^jj++++=uppermost
in ^in++++=in
her ^pp$+pp3+++=her
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
postponed ^vbd+++xvbnx+=postponed
until ^in++++=until
the ^ati++++=the
last ^jj+atrb+++=last
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
after ^cs+sub+++=after
all ^abn++++=all
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
ask ^vb++++=ask
him ^pp3o+pp3+++=him
to ^to++++=to
stay ^vbi++++=stay;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
remain ^vb++++=remain
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
accord ^nn++++=accord.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
watched ^vbd+++xvbnx+=watched
him ^pp3o+pp3+++=him
narrowly ^rb++++=narrowly
as ^ql++++=as
she ^pp3a+pp3+++=she
talked ^vbd+++xvbnx+=talked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vpsv++agls+xvbn+=saw
with ^in++++=with
alarm ^vb++++=alarm
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
anxiety ^nn++++=anxiety
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
care ^nn++++=care
was ^vbd+bedz+aux++=was
worrying ^vbg+++xvbgx+=worrying
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
yearned ^vbd+++xvbnx+=yearned
to ^to++++=to
have ^vbi+vbi+aux++=have
him ^pp3o+pp3+++=him
confide ^vb+vpub+++=confide
his ^pp$+pp3+++=his
trouble ^nn++++=trouble
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet
she ^pp3a+pp3+++=she
talked ^vbd+++xvbnx+=talked
and ^cc+phrs+++=and
talked ^vbd+++xvbn+=talked
of ^in++++=of
other ^ap++++=other
things ^nns++++=things.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
but ^cc++++=but
a ^at++++=a
poor ^jj+atrb+++=poor
pretence ^nn+nom+++=pretence
of ^in++++=of
eating ^xvbg+++xvbg+=eating,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
allowed ^vbd+++xvbnx+=allowed
her ^pp$+pp3+++=her
to ^to++++=to
talk ^vbi++++=talk
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
few ^ap++++=few
replies ^vbz+vpub+++=replies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
absent ^jj++++=absent-mindedly.
- ^zz++++=EXTRAWORD
mindedly ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
pushed ^vbd+++xvbnx+=pushed
back ^jjb++++=back
his ^pp$+pp3+++=his
chair ^nn++++=chair
with ^in++++=with
a ^at++++=a
laugh ^nn++++=laugh
that ^tht+rel+++=that
sounded ^jj+++xvbn+=sounded
forced ^jj+++xvbn+=forced.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
mother ^nn++++=mother,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
a ^at++++=a
row ^nn++++=row
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
is ^vbz+bez+aux++=is
it ^pp3+it+++=it
merely ^rb+down+++=merely
looming ^vbg+++xvbg+=looming
in ^in++++=in
the ^ati++++=the
horizon ^nn++++=horizon?
? ^zz++++=EXTRAWORD
Has ^vbz+hvz+vrb++=Has
the ^ati++++=the
Lord ^npt++++=Lord
of ^in++++=of
Creation ^nn+nom+++=Creation----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hush,
hush ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
talk ^vb++++=talk
in ^cs+sub+++=in
that ^cs"++++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
much ^rb++++=much
the ^ati++++=the
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
speak ^vbi++++=speak
with ^in++++=with
you ^pp2+pp2+++=you
about ^in++++=about
your ^pp$+pp2+++=your
club ^nn++++=club."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
looked ^vbd+++xvbn+=looked
sharply ^rb++++=sharply
at ^in++++=at
his ^pp$+pp3+++=his
mother ^nn++++=mother
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
father ^nn++++=father
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
about ^in++++=about
the ^ati++++=the
club ^nn++++=club?
? ^zz++++=EXTRAWORD
Does ^vbz+doz+aux++=Does
he ^pp3a+pp3+++=he
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
join ^vbi++++=join?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
your ^pp$+pp2+++=your
father ^nn++++=father----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^uh++++=dear
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
as ^ql++++=as
transparent ^jj++++=transparent
as ^in++++=as
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
see ^vb+vprv+++=see
right ^jj++++=right
through ^in++++=through
you ^pp2+pp2+++=you
and ^cc++++=and
away ^rp+pl+++=away
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
somebody ^pn++++=somebody
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
talking ^vbg+++xvbgx+=talking
to ^in++++=to
father ^nn++++=father
about ^in++++=about
the ^ati++++=the
club ^nn++++=club,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
on ^in++++=on
the ^ati++++=the
war ^nn++++=war-path.
- ^zz++++=EXTRAWORD
path ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
gambling ^nn+nom+++=gambling
club ^nn++++=club."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Right
right ^jj++++=EXTRAWORD
for ^rb++++=for
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
clubs ^nns++++=clubs
are ^vb+ber+vrb++=are
gambling ^nn+nom+++=gambling
clubs ^nns++++=clubs
and ^cc++++=and
drinking ^nvbg+++xvbg+=drinking
clubs ^nns++++=clubs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
the ^ati++++=the
True ^jj+atrb+++=True
Blues ^nn++++=Blues
gamble ^vb++++=gamble
more ^rbr++++=more
than ^in++++=than
others ^aps++++=others,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
bet ^vb+vpub+tht0+xvbn+=bet
they ^pp3a+pp3+++=they
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
gamble ^vb++++=gamble
any ^dti++++=any
less ^rbr++++=less."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^jj++++=sorry
to ^to+jcmp+++=to
hear ^vbi+vprv+tht0++=hear
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
darling ^jj+atrb+++=darling
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
I ^pp1a+pp1+++=I
gamble ^vb++++=gamble,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother?
? ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
wo ^&fw++++=won't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
true ^jj++++=true,
, ^zz++++=EXTRAWORD
nevertheless ^rb+cnj+++=nevertheless.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
afford ^vb++++=afford
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
takes ^vbz++++=takes
money ^nn++++=money
to ^to++++=to
gamble ^vbi++++=gamble,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
as ^ql++++=as
rich ^np++++=rich
as ^ql++++=as
old ^jj+atrb+++=old
Hammond ^np++++=Hammond
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh
oh ^uh++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
reminds ^vbz++++=reminds
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
thing ^nn++++=thing
your ^pp$+pp2+++=your
father ^npt++++=father
feared ^vbd+vprv++xvbn+=feared
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
might ^md+pos+++=might
come ^vb++++=come
to ^to++++=to
know ^vbi+vprv+tht0++=know
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
a ^at++++=a
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
club ^nn++++=club.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
hurt ^vbd+++xvbn+=hurt
your ^pp$+pp2+++=your
prospects ^nns++++=prospects
in ^in++++=in
the ^ati++++=the
bank ^nn++++=bank,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
wishing ^vbg+++xvbg+=wishing
to ^to+vcmp+++=to
frighten ^vbi++++=frighten
the ^ati++++=the
boy ^nn++++=boy
with ^in++++=with
the ^ati++++=the
threat ^nn++++=threat
of ^in++++=of
the ^ati++++=the
dismissal ^nn+nom+++=dismissal
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
sure ^jj++++=sure
would ^md+prd+++=would
follow ^vb+vprv+++=follow
the ^ati++++=the
revelation ^nn+nom+++=revelation.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
threw ^vbd+++xvbn+=threw
back ^jjb++++=back
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
roared ^vbd+++xvbn+=roared.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
that ^tht+rel+++=that
evening ^nn++++=evening
the ^ati++++=the
lines ^nns++++=lines
of ^in++++=of
care ^nn++++=care
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
brow ^nn++++=brow.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
seeing ^vbg+vprv++xvbg+=seeing
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
look ^nn++++=look
of ^in++++=of
incomprehension ^nn++++=incomprehension,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sobered ^vbd+++xvbnx+=sobered
down ^rp++++=down,
, ^zz++++=EXTRAWORD
repressing ^jj+++xvbg+=repressing
his ^pp$+pp3+++=his
mirth ^nn++++=mirth
with ^in++++=with
some ^dti++++=some
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
" ^zz++++="Mother,"
mother ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
" ^zz++++="things
things ^nns++++=EXTRAWORD
have ^vb+hv+aux++=have
changed ^vprf+++xvbnx+=changed
since ^cs+sub+++=since
father ^nn++++=father
was ^vbd+bedz+vrb++=was
a ^at++++=a
boy ^nn++++=boy;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
he ^pp3a+pp3+++=he
hardly ^rb+down+++=hardly
appreciates ^nns+nom+++=appreciates
how ^wrb+who+++=how
much ^rb++++=much.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
terrifying ^jj+atrb+++=terrifying
relations ^nns+nom+++=relations
between ^in++++=between
employer ^nn+nom+++=employer
and ^cc++++=and
employee ^nn+nom+++=employee
do ^vb+do+aux++=do
not ^xnot++not++=not
exist ^vb++++=exist
now ^rn+tm+++=now--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
experience ^nn+nom+++=experience."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Still
still ^rb++++=EXTRAWORD
if ^cs+cnd+++=if
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
came ^vbd+++xvbn+=came
to ^to++++=to
know ^vbi+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
spent ^vbd+++xvbn+=spent
your ^pp$+pp2+++=your
evenings ^nns++++=evenings
at ^in+strn+++=at----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mother,
mother ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
listen ^vb++++=listen
to ^in++++=to
me ^pp1o+pp1+++=me
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Julius ^np++++=Julius
Hammond ^np++++=Hammond
proposed ^vbd+++xvbn+=proposed
me ^pp1o+pp1+++=me
for ^in++++=for
membership ^nn+nom+++=membership
in ^in++++=in
the ^ati++++=the
club ^nn++++=club--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
employer ^nn+nom+++=employer!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
never ^rb++++=never
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
of ^in++++=of
joining ^xvbg+++xvbg+=joining
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
my ^pp$+pp1+++=my
last ^rb++++=last
raise ^vb++++=raise
in ^in++++=in
salary ^nn++++=salary?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
for ^in++++=for
merit ^nn++++=merit,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
father ^npt++++=father
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
luck ^nn++++=luck.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
both ^abx++++=both,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
confidential ^jj+pred+++=confidential
and ^cc++++=and
to ^in++++=to
yourself ^ppl+pp2+++=yourself
only ^rb+down+++=only.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
it ^pp3+it+++=it
to ^in++++=to
any ^dti++++=any
one ^cd1++++=one
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond
called ^vbd+++xvbn+=called
me ^pp1o+pp1+++=me
into ^in++++=into
his ^pp$+pp3+++=his
private ^jj+atrb+++=private
office ^nn++++=office
one ^cd1++++=one
afternoon ^nn++++=afternoon
when ^wrb+who+++=when
the ^ati++++=the
bank ^nn++++=bank
was ^vbd+bedz+aux++=was
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Saunders,
saunders ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
join ^vbi++++=join
the ^ati++++=the
Athletic ^jj+atrb+++=Athletic
Club ^nn++++=Club;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
propose ^vb++++=propose
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
amazed ^vpsv++agls+xvbnx+=amazed
and ^cc+phrs+++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
afford ^vb++++=afford
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
raise ^vb++++=raise
your ^pp$+pp2+++=your
salary ^nn++++=salary
double ^nn++++=double
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
entrance ^nn+nom+++=entrance
fee ^nn++++=fee
and ^cc++++=and
annual ^jj++++=annual.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
join ^vb++++=join
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
cut ^vb+++xvbn+=cut
it ^pp3+it+++=it
down ^rp++++=down.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
joined ^vbd+++xvbnx+=joined.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
fool ^jjb++++=fool
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=hadn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dick,
dick ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
join ^vbi++++=join
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
mother ^nn++++=mother,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
