Many ^ap++++=Many
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(Pratt
pratt ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
about ^in++++=about
half ^abn++++=half
heeled ^jj+++xvbn+=heeled
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
as ^ql++++=as
usual ^jj++++=usual
with ^in++++=with
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
time ^nn++++=time
of ^in++++=of
day ^nn++++=day.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="Lobscouse!
lobscouse ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
thank ^vb++++=thank
you ^pp2+pp2+++=you
not ^xnot++not++=not
to ^to++++=to
mention ^nn+nom+++=mention
that ^tht+vcmp+++=that
abominable ^jj+atrb+++=abominable
mixture ^nn++++=mixture
in ^in++++=in
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
passes ^vbz++++=passes
my ^pp$+pp1+++=my
comprehension ^nn++++=comprehension
how ^wrb+who+++=how
you ^pp2+pp2+++=you
can ^md+pos+++=can
eat ^vb++++=eat
such ^abl++++=such
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
like ^vb++++=like
this ^dt+dem+++=this
flippant ^jj+atrb+++=flippant
reference ^nn+nom+++=reference
to ^to++++=to
so ^ql++++=so
august ^nr++++=august
a ^at++++=a
day ^nn++++=day
as ^ql++++=as
Thanksgiving ^np+++??+=Thanksgiving.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
a ^at++++=a
plum ^nn++++=plum-pudding
- ^zz++++=EXTRAWORD
pudding ^nn++++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
excellent ^jj+pred+++=excellent
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
darkey ^nn+++??+=darkey
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
ruin ^vb++++=ruin
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
making ^nvbg+++xvbg+=making.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
splendid ^jj+atrb+++=splendid
recipe ^nn++++=recipe
in ^in++++=in
my ^pp$+pp1+++=my
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
necessary ^jj+atrb+++=necessary
ingredients ^nns++++=ingredients
are ^vb+ber+aux++=are
probably ^rb++splt++=probably
lacking ^vbg+++xvbgx+=lacking,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
produce ^vbi++++=produce
a ^at++++=a
very ^ql+amp+++=very
fair ^jj+atrb+++=fair
pudding ^nn++++=pudding."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Anything
anything ^pn++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
change ^nn++++=change
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
sentiments ^nns+nom+++=sentiments."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Darkeys
darkeys ^nns+++??+=EXTRAWORD
usually ^rb+down+++=usually
have ^vb+hv+vrb++=have
quite ^rb++++=quite
a ^at++++=a
knack ^nn++++=knack
for ^in++++=for
cooking ^xvbg+++xvbg+=cooking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
if ^cs+cnd+++=if
the ^ati++++=the
recipe ^nn++++=recipe
is ^vbz+bez+aux++=is
placed ^vpsv++agls+xvbnx+=placed
before ^cs+sub+++=before
Cornwallis ^np+++??+=Cornwallis
he ^pp3a+pp3+++=he
will ^md+prd+++=will
do ^vb+do+vrb++=do
the ^ati++++=the
subject ^nn++++=subject
justice ^nn++++=justice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
get ^vb++++=get
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Lord ^npt++++=Lord
only ^rb+down+++=only
knows ^vbz+vprv+++=knows,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Warriner ^np+nom+++=Warriner.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
ever ^rb++++=ever
hear ^vb+vprv+++=hear
a ^at++++=a
certain ^jj+atrb+++=certain
proverb ^nn++++=proverb
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
common ^jj++++=common
at ^rb++++=at
sea ^nn++++=sea:
: ^zz++++=EXTRAWORD
' ^zz++++='God
god ^np++++=EXTRAWORD
sends ^vbz++++=sends
meat ^nn++++=meat
and ^cc++++=and
the ^ati++++=the
devil ^nn++++=devil
sends ^vbz++++=sends
cooks ^vbz++++=cooks?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
astonishing ^jj++++=astonishing
how ^wrb+who+++=how
good ^jj+atrb+++=good
provisions ^nns++++=provisions
can ^md+pos+++=can
be ^vb+be+aux++=be
changed ^vpsv++agls+xvbnx+=changed
into ^in++++=into
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
queer ^jj+atrb+++=queer
shapes ^nns++++=shapes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
get ^vb++++=get
your ^pp$+pp2+++=your
directions ^nns+nom+++=directions
and ^cc++++=and
take ^vb++++=take
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
galley ^nn++++=galley.
. ^zz++++=EXTRAWORD
The ^ati++++=The
black ^jj+atrb+++=black
imp ^nn++++=imp
may ^md+pos+++=may
surprise ^vb++++=surprise
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pratt ^np+++??+=Pratt
went ^vbd+++xvbn+=went
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
Warriner ^np+nom++??+=Warriner
and ^cc++++=and
me ^pp1o+pp1+++=me
went ^vbd+++xvbn+=went
forward ^rb++++=forward
with ^in++++=with
the ^ati++++=the
directions ^nns+nom+++=directions
for ^in++++=for
the ^ati++++=the
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
cook ^nn++++=cook
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
wanted ^vpsv++agls+xvbnx+=wanted
and ^cc++++=and
then ^rn+tm+++=then
read ^vb+vprv++xvbn+=read
off ^in+pl+++=off
the ^ati++++=the
recipe ^nn++++=recipe,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure
and ^cc++++=and
have ^vb+hv+vrb++=have
no ^at++++=no
mistake ^nn++++=mistake.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
of ^in++++=of
such ^abl++++=such
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
truck ^nn++++=truck
being ^xvbg+++xvbg+=being
put ^vbd+++xvbn+=put
together ^rb+cnj+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
the ^ati++++=the
cook ^nn++++=cook
did ^vbd+dod+vrb++=did
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
got ^vbd+++xvbn+=got
bigger ^jjr++++=bigger
and ^cc+phrs+++=and
bigger ^jjr++++=bigger
as ^ql++++=as
Warriner ^np+nom++??+=Warriner
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
list ^nn++++=list
of ^in++++=of
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
" ^zz++++="ingredients."
ingredients ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My!
! ^zz++++=EXTRAWORD
that ^dt+dem+++=that
pudding ^nn++++=pudding
took ^vbd+++xvbn+=took
some ^dti++++=some
of ^in++++=of
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
raisins ^nns++++=raisins,
, ^zz++++=EXTRAWORD
currants ^nns+nom+++=currants,
, ^zz++++=EXTRAWORD
brown ^jj+atrb+++=brown
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
beef ^nn++++=beef-suet,
- ^zz++++=EXTRAWORD
suet ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
bread ^nn++++=bread-crumbs,
- ^zz++++=EXTRAWORD
crumbs ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
citron ^nn+++??+=citron,
, ^zz++++=EXTRAWORD
candied ^jj+atrb+++=candied
lemon ^nn++++=lemon-peel,
- ^zz++++=EXTRAWORD
peel ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
nutmeg ^nn++++=nutmeg
and ^cc++++=and
salt ^nn++++=salt!
! ^zz++++=EXTRAWORD
" ^zz++++="Boil
boil ^vb++++=EXTRAWORD
seven ^cd++++=seven
hours ^nns++++=hours
in ^in++++=in
a ^at++++=a
buttered ^jj+atrb+++=buttered
mould ^nn++++=mould.
. ^zz++++=EXTRAWORD
A ^at++++=A
sprig ^nn+++??+=sprig
of ^in++++=of
holly ^nn++++=holly
should ^md+nec+++=should
be ^vb+be+aux++=be
stuck ^vpsv++agls+xvbnx+=stuck
in ^in++++=in
the ^ati++++=the
center ^nn++++=center.
. ^zz++++=EXTRAWORD
Pour ^&fw++++=Pour
brandy ^nn++++=brandy
around ^in++++=around
the ^ati++++=the
pudding ^nn++++=pudding
when ^wrb+who+++=when
ready ^jj++++=ready
to ^to+jcmp+++=to
serve ^vbi++++=serve,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
it ^pp3+it+++=it
on ^in++++=on
fire ^nn++++=fire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Holy ^jj+atrb+++=Holy
Moses ^np++++=Moses!
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
sauce ^nn++++=sauce
with ^in++++=with
brandy ^nn++++=brandy
and ^cc++++=and
other ^ap++++=other
things ^nns++++=things
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cook ^nn++++=cook
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Warriner ^np+nom++??+=Warriner.
. ^zz++++=EXTRAWORD
" ^zz++++="Golly!
golly ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
done ^vbd+++xvbn+=done
took ^vbd+++xvbn+=took
my ^pp$+pp1+++=my
bref ^nn+++??+=bref
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
boss ^nn++++=boss.
. ^zz++++=EXTRAWORD
Bile ^nn++++=Bile
seben ^vbd+++xvbn+=seben
hour ^nn++++=hour!
! ^zz++++=EXTRAWORD
Whar ^np+++??+=Whar
we ^pp1a+pp1+++=we
gwine ^nn+++??+=gwine
to ^in++++=to
git ^np++++=git
dese ^nn++++=dese
yere ^nn+++??+=yere
tings ^vbz+++??+=tings?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
' ^zz++++='low
low ^jj+atrb+++=EXTRAWORD
dere ^nns++++=dere
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
brandy ^nn++++=brandy
on ^in++++=on
dis ^np++++=dis
craf ^nn+++??+=craf',
', ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
as ^in++++=as
fur ^nn++++=fur
ten ^cd++++=ten
eggs ^nns++++=eggs
waal ^nn++++=waal,
, ^zz++++=EXTRAWORD
de ^&fw++++=de
hens ^nns++++=hens
is ^vbz+bez+vrb++=is
completely ^rb+amp+++=completely
gi ^nn++++=gi'n
'n ^nn+++??+=EXTRAWORD
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
eben ^&fw++++=eben
ef ^nn+++??+=ef
I ^pp1a+pp1+++=I
does ^vbz+doz+vrb++=does
feed ^nn++++=feed
them ^pp3o+pp3+++0='em
on ^in++++=on
de ^&fw++++=de
Champyun ^np+++??+=Champyun
Egg ^nn++++=Egg
Food ^nn++++=Food."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
the ^ati++++=the
poor ^jj+atrb+++=poor
things ^nns++++=things
lay ^vbd+++xvbn+=lay,
, ^zz++++=EXTRAWORD
shut ^j+++xvbn+=shut
up ^rp++++=up
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
coop ^nn+++??+=coop?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^in++++=as
for ^in"++++=for
the ^ati++++=the
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
furnish ^vb++++=furnish
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
also ^rb++++=also
some ^dti++++=some
nice ^jj+atrb+++=nice
layer ^nn++++=layer
raisins ^nns++++=raisins.
. ^zz++++=EXTRAWORD
Currants ^nns+nom+++=Currants,
, ^zz++++=EXTRAWORD
lemon ^nn++++=lemon-peel
- ^zz++++=EXTRAWORD
peel ^np++++=EXTRAWORD
and ^cc++++=and
citron ^nn+++??+=citron
we ^pp1a+pp1+++=we
must ^md+nec+++=must
do ^vb+do+vrb++=do
without ^in+strn+++=without,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ten ^cd++++=ten
eggs ^nns++++=eggs
are ^vb+ber+vrb++=are
a ^at++++=a
necessity ^nn+nom+++=necessity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
things ^nns++++=things
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
jes ^nns+++??+=jes'
' ^zz++++=EXTRAWORD
got ^vbd+++xvbn+=got
' ^zz++++='leben
leben ^vb+++xvbn+=EXTRAWORD
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
ef ^nn+++??+=ef
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
takes ^vbz++++=takes
ten ^cd++++=ten
from ^in++++=from
' ^zz++++='leben,
leben ^vb+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
dar ^nn+++??+=dar
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
but ^cc++++=but
bery ^nn++++=bery
few ^ap++++=few
lef ^nn+++??+=lef'.
'. ^nn+++??+=EXTRAWORD
Where ^wrb+who+++=Where
we ^pp1a+pp1+++=we
gwine ^nn+++??+=gwine
to ^to++++=to
get ^vbi++++=get
moah ^nn+++??+=moah?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
neither ^rb++neg++=neither
know ^vb+vprv+++=know
nor ^cc++neg++=nor
care ^nn++++=care,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
reach ^vb++++=reach
Vera ^np++++=Vera
Cruz ^np++++=Cruz
sometime ^rb++++=sometime
I ^pp1a+pp1+++=I
devoutly ^jj+atrb+++=devoutly
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ten ^cd++++=ten
eggs ^nns++++=eggs
go ^vb++++=go
into ^in++++=into
this ^dt+dem+++=this
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
make ^vb++++=make
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
make ^vb++++=make
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
the ^ati++++=the
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
him ^pp3o+pp3+++=him
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
could ^md+pos+++=could
breathe ^vb++++=breathe.
. ^zz++++=EXTRAWORD
" ^zz++++="Waal,
waal ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sah ^nn+++??+=sah,
, ^zz++++=EXTRAWORD
dere ^nns++++=dere
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
dish ^nn++++=dish
knowed ^vbd+++xvbn+=knowed
to ^to+vcmp+++=to
man ^vb++++=man
or ^cc++++=or
debil ^nn+++??+=debil
dat ^nn+++??+=dat
dis ^np++++=dis
chile ^np++++=chile
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make,
, ^zz++++=EXTRAWORD
Mistah ^npt++++=Mistah
Warmer ^jjr++++=Warmer.
. ^zz++++=EXTRAWORD
Must ^md+nec+++=Must
I ^pp1a+pp1+++=I
bile ^nn++++=bile
de ^&fw++++=de
sass ^vbz+++??+=sass
seben ^vprf+++xvbn+=seben
hour ^nn++++=hour
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sauce ^nn++++=sauce
must ^md+nec+++=must
not ^xnot++not++=not
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
until ^in++++=until
tomorrow ^nr+tm+++=to-morrow
morning ^nn++++=morning
just ^rb+emph+++=just
before ^in++++=before
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
to ^to++++=to
be ^vbi+vbi+aux++=be
boiled ^vpsv++agls+xvbnx+=boiled
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
read ^vbd+vprv++xvbn+=read?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Me
me ^pp1o+pp1+++=EXTRAWORD
read ^vbd+vprv++xvbn+=read?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
boss ^nn++++=boss.
. ^zz++++=EXTRAWORD
I ^np++++=I's
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
all ^abn++++=all
my ^pp$+pp1+++=my
receipts ^nns++++=receipts
in ^in++++=in
my ^pp$+pp1+++=my
head ^nn++++=head.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++0=o'
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
new ^jj++++=new-fangled
- ^zz++++=EXTRAWORD
fangled ^jj+atrb++xvbn+=EXTRAWORD
notions ^nns+nom+++=notions
fur ^nn++++=fur
dis ^np++++=dis
niggah ^nn+++??+=niggah."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
laugh ^vb++++=laugh,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
Warriner ^np+nom++??+=Warriner
looked ^vbd+++xvbn+=looked
so ^pn++++=so
disgusted ^vbd+++xvbn+=disgusted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
just ^rb+emph+++=just
all ^rb++++=all
gave ^vbd+++xvbn+=gave
up ^rb+phrv+++=up
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute
and ^cc++++=and
thought ^nn+++xvbn+=thought
the ^ati++++=the
pudding ^nn++++=pudding
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
stamped ^vbd+++xvbnx+=stamped
his ^pp$+pp3+++=his
foot ^nn++++=foot
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
thwarted ^vpsv++by+xvbnx+=thwarted
by ^in++++=by
trifles ^nns++++=trifles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
weigh ^vb++++=weigh
out ^rp+pl+++=out
everything ^pn++++=everything
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
you ^pp2+pp2+++=you
can ^md+pos+++=can
mix ^vb++++=mix
the ^ati++++=the
articles ^nns++++=articles
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Warriner ^np+nom++??+=Warriner
fetched ^vbd+++xvbn+=fetched
the ^ati++++=the
raisins ^nns++++=raisins
and ^cc++++=and
brandy ^nn++++=brandy
if ^cs+cnd+++=if
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
smart ^jj++++=smart
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
the ^ati++++=the
brandy ^nn++++=brandy
till ^in++++=till
the ^ati++++=the
last ^rb++++=last
minute ^nn++++=minute
and ^cc++++=and
between ^in++++=between
them ^pp3o+pp3+++0='em
they ^pp3a+pp3+++=they
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
mix ^vbi++++=mix
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
truck ^nn++++=truck
and ^cc++++=and
get ^vb++++=get
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
mould ^nn++++=mould.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
about ^in++++=about
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
afternoon ^nn++++=afternoon
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got
it ^pp3+it+++=it
on ^in++++=on
to ^to++++=to
boil ^vbi++++=boil.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
day ^nn++++=day
was ^vbd+bedz+vrb++=was
fine ^jj+pred+++=fine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Warriner ^np+nom++??+=Warriner
was ^vbd+bedz+vrb++=was
up ^rp++++=up
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
finished ^vbd+++xvbn+=finished
washing ^nvbg+++xvbg+=washing
down ^rp++++=down
the ^ati++++=the
decks ^nns++++=decks.
. ^zz++++=EXTRAWORD
Pratt ^np+++??+=Pratt
and ^cc++++=and
me ^pp1o+pp1+++=me
were ^vbd+bed+vrb++=were
curious ^jj+pred+++=curious
about ^in++++=about
the ^ati++++=the
plum ^nn++++=plum-pudding,
- ^zz++++=EXTRAWORD
pudding ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we'd
'd ^md+prd+aux++0=EXTRAWORD
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
sort ^nn++++=sort
of ^in++++=of
idees ^nn++++=idees
the ^ati++++=the
passenger ^nn+nom+++=passenger
had ^vb+hv+vrb++=had
about ^in++++=about
cookery ^nn+nom+++=cookery.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kept ^vbd+++xvbnx+=kept
telling ^vbg+nom++xvbg+=telling
all ^abn++++=all
the ^ati++++=the
morning ^nn++++=morning
what ^wdt+who+++=what
fine ^jj+atrb+++=fine
ones ^cd1s++++=ones
his ^pp$+pp3+++=his
wife ^nn++++=wife
used ^md"++pmd"++=used
to ^to++++=to
make ^vb++++=make,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
show ^nn++++=show
us ^pp1o+pp1+++=us
a ^at++++=a
thing ^nn++++=thing
or ^cc++++=or
two ^cd++++=two.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
to ^in++++=to
dinner ^nn++++=dinner
our ^pp$+pp1+++=our
Thanksgiving ^np+++??+=Thanksgiving
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Honorable ^np+++??+=Honorable
looked ^vbd+++xvbn+=looked
more ^rbr++++=more
self ^nn++++=self-satisfied
- ^zz++++=EXTRAWORD
satisfied ^jj+++xvbn+=EXTRAWORD
