What ^wdt+who+++=What
academic ^jj+atrb+++=academic
career ^nn++++=career,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
infer ^vb++++=infer
from ^in++++=from
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
his ^pp$+pp3+++=his
handkerchiefs ^nns+++??+=handkerchiefs
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
apparent ^jj+atrb+++=apparent
unconsciousness ^nns+nom+++=unconsciousness,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
used ^vbd+++xvbnx+=used
as ^ql++++=as
pen ^nn++++=pen-wipers
- ^zz++++=EXTRAWORD
wipers ^nn++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
final ^jj+atrb+++=final
test ^nn++++=test.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
conduct ^vb++++=conduct
throughout ^in++++=throughout
the ^ati++++=the
examination ^nn+nom+++=examination
bore ^vbd+++xvbn+=bore
witness ^nns+nom+++=witness
to ^in++++=to
the ^ati++++=the
moral ^jj+atrb+++=moral
development ^nn+nom+++=development
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
place ^nn++++=place
in ^in++++=in
his ^pp$+pp3+++=his
character ^nn+nom+++=character
during ^in++++=during
his ^pp$+pp3+++=his
career ^nn++++=career
as ^in++++=as
an ^at++++=an
undergraduate ^nn+nom+++=undergraduate;
; ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
notes ^nns++++=notes
upon ^in++++=upon
his ^pp$+pp3+++=his
cuffs ^nns++++=cuffs
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
copious ^jj++++=copious
at ^in++++=at
his ^pp$+pp3+++=his
earlier ^jjr+atrb+++=earlier
examinations ^nns+nom+++=examinations
were ^vbd+bed+aux++=were
limited ^vpsv++agls+xvbnx+=limited
now ^rn+tm+++=now
to ^in++++=to
a ^ap++++=a
few ^ap"++++=few
hints ^nns++++=hints,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
upon ^in++++=upon
topics ^nns++++=topics
so ^rb+emph+++=so
intricate ^jj++++=intricate
as ^in++++=as
to ^in"++++=to
defy ^vb++++=defy
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
with ^in++++=with
a ^at++++=a
thrill ^nn++++=thrill
of ^in++++=of
joy ^nn++++=joy
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
at ^rb++++=at
last ^rb"++++=last
received ^vbd+++xvbn+=received
in ^in++++=in
his ^pp$+pp3+++=his
laundry ^nn++++=laundry
bundle ^nn++++=bundle
one ^cd1++++=one
Saturday ^nr++++=Saturday
early ^jj++++=early
in ^in++++=in
June ^nr++++=June,
, ^zz++++=EXTRAWORD
a ^at++++=a
ruffled ^jj+atrb++xvbn+=ruffled
dress ^nn++++=dress
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bosom ^nn++++=bosom
of ^in++++=of
which ^whp+rel+pied++=which
was ^vbd+bedz+aux++=was
thickly ^rb++splt++=thickly
spattered ^vwbn+++xvbn+=spattered
with ^in++++=with
the ^ati++++=the
spillings ^nns+nom+++=spillings
of ^in++++=of
the ^ati++++=the
wine ^nn++++=wine-cup,
- ^zz++++=EXTRAWORD
cup ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
realized ^vprf+++xvbn+=realized
that ^tht+vcmp+++=that
Fifty ^cd++++=Fifty-Six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
had ^vbd+hvd+aux++=had
banqueted ^vprf+++xvbnx+=banqueted
as ^ql++++=as
a ^at++++=a
Bachelor ^nn++++=Bachelor
of ^in++++=of
Arts ^nns++++=Arts.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
following ^jj+atrb++xvbg+=following
winter ^nn++++=winter
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
wiping ^xvbg+++xvbg+=wiping
his ^pp$+pp3+++=his
pen ^nn++++=pen
upon ^in++++=upon
his ^pp$+pp3+++=his
handkerchief ^nn++++=handkerchief,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
remarked ^vprf+++xvbnx+=remarked
during ^in++++=during
his ^pp$+pp3+++=his
final ^jj+atrb+++=final
examination ^nn+nom+++=examination,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
chronic ^jj++++=chronic
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
upon ^in++++=upon
the ^ati++++=the
study ^nn++++=study
of ^in++++=of
law ^nn++++=law.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
hard ^jj++++=hard
during ^in++++=during
that ^dt+dem+++=that
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dress ^nn++++=dress
shirts ^nns++++=shirts
almost ^rb+hdg+++=almost
disappeared ^vbd+seem++xvbn+=disappeared
from ^in++++=from
his ^pp$+pp3+++=his
weekly ^jj+atrb+++=weekly
bundle ^nn++++=bundle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
following ^jj+atrb++xvbg+=following
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
year ^nn++++=year
of ^in++++=of
his ^pp$+pp3+++=his
legal ^jj+atrb+++=legal
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
tragedy ^nn++++=tragedy
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
that ^tht+jcmp+++=that
a ^at++++=a
change ^nn++++=change
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
over ^in++++=over
his ^pp$+pp3+++=his
laundry ^nn++++=laundry;
; ^zz++++=EXTRAWORD
from ^in++++=from
one ^pn++++=one,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
at ^in++++=at
most ^ql+emph+++=most
two ^cd++++=two
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
dress ^nn++++=dress
shirts ^nns++++=shirts
rose ^vbd+++xvbn+=rose
to ^to++++=to
four ^cd++++=four,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
silk ^nn++++=silk
handkerchiefs ^nns+++??+=handkerchiefs
began ^vbd+++xvbn+=began
to ^to++++=to
replace ^vbi++++=replace
his ^pp$+pp3+++=his
linen ^nn++++=linen
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
dawned ^vbd+++xvbn+=dawned
upon ^in++++=upon
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
Fifty ^cd++++=Fifty-Six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
was ^vbd+bedz+aux++=was
abandoning ^vbg+++xvbgx+=abandoning
the ^ati++++=the
rigorous ^jj+atrb+++=rigorous
tenor ^nn++++=tenor
of ^in++++=of
his ^pp$+pp3+++=his
student ^nn++++=student
life ^nn++++=life
and ^cc++++=and
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
into ^in++++=into
society ^nn++++=society.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
presently ^rb+tm+++=presently
perceived ^vbd+vprv+tht0+xvbn+=perceived
something ^pn++++=something
more ^ql++++=more;
; ^zz++++=EXTRAWORD
Fifty ^cd++++=Fifty-Six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
love ^nn++++=love.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
soon ^rb+tm+++=soon
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
doubt ^vb++++=doubt
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
wearing ^vbg+++xvbgx+=wearing
seven ^cd++++=seven
shirts ^nns++++=shirts
a ^at++++=a
week ^nn++++=week;
; ^zz++++=EXTRAWORD
linen ^nn++++=linen
handkerchiefs ^vbz+++??+=handkerchiefs
disappeared ^vprf+++xvbn+=disappeared
from ^in++++=from
his ^pp$+pp3+++=his
laundry ^nn++++=laundry;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
collars ^nns++++=collars
rose ^vbd+++xvbn+=rose
from ^in++++=from
two ^cd++++=two
inches ^nns++++=inches
to ^to++++=to
two ^cd++++=two
and ^cc++++=and
a ^at++++=a
quarter ^nn++++=quarter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
to ^to++++=to
two ^cd++++=two
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
in ^in++++=in
my ^pp$+pp1+++=my
possession ^nn++++=possession
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
laundry ^nn++++=laundry
lists ^nns++++=lists
of ^in++++=of
that ^dt+dem+++=that
period ^nn++++=period;
; ^zz++++=EXTRAWORD
a ^at++++=a
glance ^nn++++=glance
at ^in++++=at
it ^pp3+it+++=it
will ^md+prd+++=will
show ^vb+vprv+++=show
the ^ati++++=the
scrupulous ^jj+atrb+++=scrupulous
care ^nn++++=care
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
bestowed ^vbd+++xvbnx+=bestowed
upon ^in++++=upon
his ^pp$+pp3+++=his
person ^nn++++=person.
. ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
the ^ati++++=the
dawning ^jj+atrb++xvbg+=dawning
hopes ^nns++++=hopes
of ^in++++=of
those ^dt+dem+++=those
days ^nns++++=days,
, ^zz++++=EXTRAWORD
alternating ^jj++++=alternating
with ^in++++=with
the ^ati++++=the
gloomiest ^nn++++=gloomiest
despair ^vb++++=despair.
. ^zz++++=EXTRAWORD
Each ^ppls++++=Each
Saturday ^nr++++=Saturday
I ^pp1a+pp1+++=I
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
bundle ^nn++++=bundle
with ^in++++=with
a ^at++++=a
trembling ^jj+atrb++xvbg+=trembling
eagerness ^nns+nom+++=eagerness
to ^to++++=to
catch ^vbi++++=catch
the ^ati++++=the
first ^od++++=first
signs ^nns++++=signs
of ^in++++=of
a ^at++++=a
return ^nn++++=return
of ^in++++=of
his ^pp$+pp3+++=his
love ^nn++++=love.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
helped ^vbd+++xvbnx+=helped
my ^pp$+pp1+++=my
friend ^nn++++=friend
in ^in++++=in
every ^at++++=every
way ^nn++++=way
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shirts ^nns++++=shirts
and ^cc++++=and
collars ^nns++++=collars
were ^vbd+bed+vrb++=were
masterpieces ^nns++++=masterpieces
of ^in++++=of
my ^pp$+pp1+++=my
art ^nn++++=art,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
my ^pp$+pp1+++=my
hand ^nn++++=hand
often ^rb++++=often
shook ^vbd+++xvbn+=shook
with ^in++++=with
agitation ^nn+nom+++=agitation
as ^ql++++=as
I ^pp1a+pp1+++=I
applied ^vbd+++xvbnx+=applied
the ^ati++++=the
starch ^nn++++=starch.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
brave ^jj+atrb+++=brave
noble ^jj+atrb+++=noble
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
influence ^nn+nom+++=influence
was ^vbd+bedz+aux++=was
elevating ^vbg+++xvbgx+=elevating
the ^ati++++=the
whole ^jj+atrb+++=whole
nature ^nn++++=nature
of ^in++++=of
Fifty ^cd++++=Fifty-Six;
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
; ^zz++++=EXTRAWORD
until ^cs+sub+++=until
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
in ^in++++=in
his ^pp$+pp3+++=his
possession ^nn++++=possession
a ^at++++=a
certain ^jj+atrb+++=certain
number ^nn++++=number
of ^in++++=of
detached ^jj+atrb++xvbn+=detached
cuffs ^nns++++=cuffs
and ^cc++++=and
false ^jj+atrb+++=false
shirt ^nn++++=shirt-fronts.
- ^zz++++=EXTRAWORD
fronts ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
he ^pp3a+pp3+++=he
discarded ^vbd+++xvbnx+=discarded
now, ^nn+++??+=now,--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
first ^rb"++++=first
the ^ati++++=the
false ^jj+atrb+++=false
shirt ^nn++++=shirt-fronts,
- ^zz++++=EXTRAWORD
fronts ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
scorning ^jj+++xvbg+=scorning
the ^ati++++=the
very ^ap+amp+++=very
idea ^nn++++=idea
of ^in++++=of
fraud ^nn++++=fraud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^in++++=after
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
enthusiasm ^nn++++=enthusiasm,
, ^zz++++=EXTRAWORD
abandoning ^vbg+++xvbg+=abandoning
even ^rb++++=even
the ^ati++++=the
cuffs ^nns++++=cuffs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
look ^vb++++=look
back ^jjb++++=back
upon ^in++++=upon
those ^dt+dem+++=those
bright ^jj+atrb+++=bright
happy ^jj+atrb+++=happy
days ^nns++++=days
of ^in++++=of
courtship ^nn+nom+++=courtship
without ^in++++=without
a ^at++++=a
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
happiness ^nns+nom+++=happiness
of ^in++++=of
Fifty ^cd++++=Fifty-Six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
enter ^vbi++++=enter
into ^in+ppvb+++=into
and ^cc++++=and
fill ^vb++++=fill
my ^pp$+pp1+++=my
whole ^jj+atrb+++=whole
life ^nn++++=life.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived
but ^cc++++=but
from ^in++++=from
Saturday ^nr++++=Saturday
to ^in++++=to
Saturday ^nr++++=Saturday.
. ^zz++++=EXTRAWORD
The ^ati++++=The
appearance ^nn+nom+++=appearance
of ^in++++=of
false ^jj+atrb+++=false
shirt ^nn++++=shirt-fronts
- ^zz++++=EXTRAWORD
fronts ^nns++++=EXTRAWORD
would ^md+prd+++=would
cast ^vb+++xvbn+=cast
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
depths ^nns++++=depths
of ^in++++=of
despair ^nn++++=despair;
; ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
absence ^nn+nom+++=absence
raised ^vbd+++xvbn+=raised
me ^pp1o+pp1+++=me
to ^in++++=to
a ^at++++=a
pinnacle ^nn++++=pinnacle
of ^in++++=of
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
till ^in++++=till
winter ^nn++++=winter
softened ^vbd+++xvbn+=softened
into ^in++++=into
spring ^vb++++=spring
that ^dt+dem+++=that
Fifty ^cd++++=Fifty-Six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
nerved ^vbd+++xvbn+=nerved
himself ^ppl+pp3+++=himself
to ^to++++=to
learn ^vbi+vprv+++=learn
his ^pp$+pp3+++=his
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
Saturday ^nr++++=Saturday
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
me ^pp1o+pp1+++=me
a ^at++++=a
new ^jj+atrb+++=new
white ^jj+atrb+++=white
waistcoat ^nn++++=waistcoat,
, ^zz++++=EXTRAWORD
a ^at++++=a
garment ^nn+nom+++=garment
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
hitherto ^rb++splt++=hitherto
been ^vprf+ben+aux+xvbnx+=been
shunned ^vpsv++by+xvbnx+=shunned
by ^in++++=by
his ^pp$+pp3+++=his
modest ^jj+atrb+++=modest
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
to ^to++++=to
prepare ^vbi++++=prepare
for ^in++++=for
his ^pp$+pp3+++=his
use ^nn++++=use.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bestowed ^vbd+++xvbnx+=bestowed
upon ^in++++=upon
it ^pp3+it+++=it
all ^rb++++=all
the ^ati++++=the
resources ^nns++++=resources
of ^in++++=of
my ^pp$+pp1+++=my
art ^nn++++=art;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv+tht0+xvbnx+=read
his ^pp$+pp3+++=his
purpose ^nn++++=purpose
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
Saturday ^nr++++=Saturday
following ^vwbg+++xvbg+=following
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
returned ^vpsv++agls+xvbnx+=returned
to ^in++++=to
me ^pp1o+pp1+++=me
and ^cc++++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
tears ^nns++++=tears
of ^in++++=of
joy ^nn++++=joy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
marked ^vbd+++xvbnx+=marked
where ^wrb+who+++=where
a ^at++++=a
warm ^jj++++=warm
little ^ap++++=little
hand ^nn++++=hand
had ^vbd+hvd+aux++=had
rested ^vprf+++xvbnx+=rested
fondly ^jj++++=fondly
on ^in++++=on
the ^ati++++=the
right ^jj+atrb+++=right
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
Fifty ^cd++++=Fifty-Six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
accepted ^jj+++xvbn+=accepted
lover ^np++++=lover
of ^in++++=of
his ^pp$+pp3+++=his
sweetheart ^nn++++=sweetheart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
paused ^vbd+++xvbn+=paused
and ^cc+phrs+++=and
sat ^vbd+++xvbn+=sat
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
silent ^jj++++=silent;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
had ^vbd+hvd+aux++=had
sputtered ^vprf+++xvbnx+=sputtered
out ^rp+pl+++=out
and ^cc++++=and
lay ^jjb+atrb++xvbn+=lay
cold ^nn++++=cold
in ^in++++=in
the ^ati++++=the
hollow ^nn++++=hollow
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eye ^nn++++=eye
was ^vbd+bedz+aux++=was
fixed ^vpsv++agls+xvbnx+=fixed
upon ^in++++=upon
the ^ati++++=the
wall ^nn++++=wall
where ^wrb+who+++=where
the ^ati++++=the
light ^nn++++=light
and ^cc++++=and
shadows ^nps++++=shadows
shifted ^vbd+++xvbn+=shifted
in ^in++++=in
the ^ati++++=the
dull ^jj++++=dull
flickering ^jj++++=flickering
of ^in++++=of
the ^ati++++=the
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
again ^rb+tm+++=again:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
dwell ^vb++++=dwell
upon ^in++++=upon
the ^ati++++=the
happy ^jj+atrb+++=happy
days ^nns++++=days
that ^tht+rel+subj++=that
ensued ^vbd+++xvbn+=ensued--days
-- ^--+clp+++=EXTRAWORD
days ^nns++++=EXTRAWORD
of ^in++++=of
gaudy ^jj+atrb+++=gaudy
summer ^nn++++=summer
neckties ^nns+++??+=neckties
and ^cc++++=and
white ^jj+atrb+++=white
waistcoats ^nns+++??+=waistcoats,
, ^zz++++=EXTRAWORD
of ^in++++=of
spotless ^jj+atrb+++=spotless
shirts ^nns++++=shirts
and ^cc++++=and
lofty ^np++++=lofty
collars ^nns++++=collars
worn ^vbd+++xvbn+=worn
but ^cc++++=but
a ^at++++=a
single ^jj+atrb+++=single
day ^nn++++=day
by ^in++++=by
the ^ati++++=the
fastidious ^jj+atrb+++=fastidious
lover ^nn++++=lover.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
happiness ^nns+nom+++=happiness
seemed ^vbd+seem++xvbn+=seemed
complete ^jj++++=complete
and ^cc++++=and
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
no ^at++++=no
more ^rbr++++=more
from ^in++++=from
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
Alas ^uh++++=Alas!
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
destined ^vbd+++xvbn+=destined
to ^to++++=to
continue ^vbi++++=continue!
! ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
bright ^jj+atrb+++=bright
days ^nns++++=days
of ^in++++=of
summer ^nn++++=summer
were ^vbd+bed+aux++=were
fading ^vbg+++xvbgx+=fading
into ^in++++=into
autumn ^nn++++=autumn,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
grieved ^vpsv++agls+xvbnx+=grieved
to ^in++++=to
notice ^nn++++=notice
an ^at++++=an
occasional ^jj+atrb+++=occasional
quarrel ^nn++++=quarrel--only
-- ^--+clp+++=EXTRAWORD
only ^rb+down+++=EXTRAWORD
four ^cd++++=four
shirts ^nns++++=shirts
instead ^rb+cnj+++=instead
of ^in++++=of
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
reappearance ^nn+nom+++=reappearance
of ^in++++=of
the ^ati++++=the
abandoned ^jj+atrb++xvbn+=abandoned
cuffs ^nns++++=cuffs
and ^cc++++=and
shirt ^nn++++=shirt-fronts.
- ^zz++++=EXTRAWORD
fronts ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Reconciliations ^nns+nom++??+=Reconciliations
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
with ^in++++=with
tears ^nns++++=tears
of ^in++++=of
penitence ^nn+nom+++=penitence
upon ^in++++=upon
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
of ^in++++=of
the ^ati++++=the
white ^jj+atrb+++=white
waistcoat ^nn++++=waistcoat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
seven ^cd++++=seven
shirts ^nns++++=shirts
came ^vbd+++xvbn+=came
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
quarrels ^nns++++=quarrels
grew ^vbd+++xvbn+=grew
more ^rbr++++=more
frequent ^jj++++=frequent
and ^cc++++=and
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
at ^rb++++=at
times ^nns++++=times
stormy ^jj+atrb+++=stormy
scenes ^nns++++=scenes
of ^in++++=of
passionate ^jj+atrb+++=passionate
emotion ^nn+nom+++=emotion
that ^tht+rel+subj++=that
left ^vprf+++xvbn+=left
a ^at++++=a
track ^nn++++=track
of ^in++++=of
broken ^xvbn+++xvbn+=broken
buttons ^nns++++=buttons
down ^in++++=down
the ^ati++++=the
waistcoat ^nn++++=waistcoat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shirts ^nns++++=shirts
went ^vbd+++xvbn+=went
slowly ^rb++++=slowly
down ^rp++++=down
to ^to++++=to
three ^cd++++=three,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
fell ^vbd+++xvbn+=fell
to ^to++++=to
two ^cd++++=two,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
collars ^nns++++=collars
of ^in++++=of
my ^pp$+pp1+++=my
unhappy ^jj+atrb+++=unhappy
friend ^nn++++=friend
subsided ^vprf+++xvbn+=subsided
to ^in++++=to
an ^at++++=an
inch ^nn++++=inch
and ^cc++++=and
three ^cd++++=three-quarters.
- ^zz++++=EXTRAWORD
quarters ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^rb++++=In
vain ^rb"++++=vain
I ^pp1a+pp1+++=I
lavished ^vbd+++xvbnx+=lavished
my ^pp$+pp1+++=my
utmost ^jjb+atrb+++=utmost
care ^nn++++=care
upon ^in++++=upon
Fifty ^cd++++=Fifty-Six.
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
tortured ^vbd+++xvbn+=tortured
mind ^vb++++=mind
that ^tht+vcmp+obj++=that
the ^ati++++=the
gloss ^nn++++=gloss
upon ^in++++=upon
his ^pp$+pp3+++=his
shirts ^nns++++=shirts
and ^cc++++=and
collars ^nns++++=collars
would ^md+prd+++=would
have ^vb+hv+aux++=have
melted ^vprf+++xvbnx+=melted
a ^at++++=a
heart ^nn++++=heart
of ^in++++=of
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
Alas ^uh++++=Alas!
! ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
every ^at++++=every
effort ^nn++++=effort
at ^in++++=at
reconciliation ^nn+nom+++=reconciliation
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fail ^vbi++++=fail.
. ^zz++++=EXTRAWORD
An ^at++++=An
awful ^jj+atrb+++=awful
month ^nn++++=month
passed ^vbd+++xvbn+=passed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
false ^jj+atrb+++=false
fronts ^nns++++=fronts
and ^cc++++=and
detached ^jj+atrb++xvbn+=detached
cuffs ^nns++++=cuffs
were ^vbd+bed+vrb++=were
all ^abn++++=all
