One ^cd1++++=One
answered ^j+++xvbn+=answered
Ja ^np+++??+=Ja
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I
acquainted ^vbd+++xvbnx+=acquainted
with ^in++++=with
things ^nns++++=things
hidden ^vbd+++xvbn+=hidden
from ^in++++=from
the ^ati++++=the
senses ^nns++++=senses,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
should ^md+nec+++=should
know ^vb+vprv+++=know
who ^whp+who+++=who
is ^vbz+bez+vrb++=is
her ^pp$+pp3+++=her
murderer ^nn+nom+++=murderer?
? ^zz++++=EXTRAWORD
The ^ati++++=The
Khaleefeh ^np+++??+=Khaleefeh,
, ^zz++++=EXTRAWORD
incensed ^j+++xvbn+=incensed
at ^rb++++=at
this ^dt+dem+++=this
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
gave ^jj+atrb++xvbn+=gave
orders ^vb++++=orders
to ^to+vcmp+++=to
crucify ^vbi++++=crucify
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
gate ^nn++++=gate
of ^in++++=of
his ^pp$+pp3+++=his
palace ^nn++++=palace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
commanded ^vbd+vpub++xvbn+=commanded
a ^at++++=a
crier ^jjr++++=crier
to ^to++++=to
proclaim ^vbi++++=proclaim
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets
of ^in++++=of
Baghd ^np+++??+=Baghd
d ^zz++++=d,
, ^zz++++=EXTRAWORD
Whosoever ^np+nom++??+=Whosoever
desireth ^vbz++++=desireth
to ^to+vcmp+++=to
amuse ^vbi++++=amuse
himself ^ppl+pp3+++=himself
by ^in++++=by
seeing ^xvbg+++xvbg+=seeing
the ^ati++++=the
crucifixion ^nn++++=crucifixion
of ^in++++=of
Ja ^np+++??+=Ja
far ^rb+pl+++=far
El ^np++++=El-Barmekee,
- ^zz++++=EXTRAWORD
barmekee ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Wezeer ^np+++??+=Wezeer
of ^in++++=of
the ^ati++++=the
Khaleefeh ^np+++??+=Khaleefeh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
crucifixion ^nn++++=crucifixion
of ^in++++=of
his ^pp$+pp3+++=his
kinsmen ^jj+++xvbn+=kinsmen,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
gate ^nn++++=gate
of ^in++++=of
the ^ati++++=the
Khaleefeh ^np++++=Khaleefeh's
's ^$++++=EXTRAWORD
palace ^nn++++=palace,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
him ^pp3o+pp3+++=him
come ^vprf+++xvbn+=come
forth ^np++++=forth
and ^cc++++=and
amuse ^vb++++=amuse
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
people ^nn++++=people
came ^vbd+++xvbn+=came
forth ^rp++++=forth
from ^in++++=from
every ^at++++=every
quarter ^nn++++=quarter
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
crucifixion ^nn++++=crucifixion
of ^in++++=of
Ja ^np+++??+=Ja
far ^rb+pl+++=far
and ^cc++++=and
his ^pp$+pp3+++=his
kinsmen ^jj+++xvbn+=kinsmen;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
not ^xnot++not++=not
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Khaleefeh ^np+++??+=Khaleefeh
then ^rn+tm+++=then
gave ^vbd+++xvbn+=gave
orders ^vb++++=orders
to ^to+vcmp+++=to
set ^vbi++++=set
up ^rb+phrv+++=up
the ^ati++++=the
crosses ^nns++++=crosses;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vbd+++xvbn+=placed
the ^ati++++=the
Wezeer ^np+++??+=Wezeer
and ^cc++++=and
his ^pp$+pp3+++=his
kinsmen ^vb+++xvbn+=kinsmen
beneath ^in+strn+++=beneath,
, ^zz++++=EXTRAWORD
to ^to++++=to
crucify ^vbi++++=crucify
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
awaiting ^vbg+++xvbgx+=awaiting
the ^ati++++=the
Khaleefeh ^np++++=Khaleefeh's
's ^$++++=EXTRAWORD
permission ^nn++++=permission,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
people ^nns++++=people
wept ^vbd+++xvbn+=wept
for ^in++++=for
Ja ^np+++??+=Ja
far ^rb+pl+++=far
and ^cc++++=and
his ^pp$+pp3+++=his
relatives ^nns++++=relatives.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
thus ^rb+cnj+splt++=thus
waiting ^vbg+++xvbgx+=waiting,
, ^zz++++=EXTRAWORD
a ^at++++=a
handsome ^jj++++=handsome
and ^cc++++=and
neatly ^rb++++=neatly-dressed
- ^zz++++=EXTRAWORD
dressed ^xvbn+++xvbn+=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man
came ^vbd+++xvbn+=came
forward ^rb++++=forward
quickly ^rb++++=quickly
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
approaching ^jj+++xvbg+=approaching
the ^ati++++=the
Wezeer ^np+++??+=Wezeer,
, ^zz++++=EXTRAWORD
said ^vb+++xvbn+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Safety ^nn++++=Safety
to ^in++++=to
thee ^pp2+pp2+++=thee
from ^in++++=from
this ^dt+dem+++=this
predicament ^nn+nom+++=predicament,
, ^zz++++=EXTRAWORD
O ^zz++++=O
chief ^jjb++++=chief
of ^in++++=of
Emeers ^np+++??+=Emeers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
refuge ^nn++++=refuge
of ^in++++=of
the ^ati++++=the
poor ^jj++++=poor!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
who ^whp+who+++=who
killed ^vbd+++xvbn+=killed
the ^ati++++=the
woman ^nn++++=woman
whom ^whp+rel+obj++=whom
ye ^pp2+pp2+++=ye
found ^vbd+vprv++xvbn+=found
in ^in++++=in
the ^ati++++=the
chest ^nn++++=chest:
: ^zz++++=EXTRAWORD
kill ^vb++++=kill
me ^pp1o+pp1+++=me
therefore ^rb+cnj+++=therefore
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
retaliate ^nn+nom+++=retaliate
her ^pp$+pp3+++=her
death ^nn++++=death
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Ja ^np+++??+=Ja
far ^rb+pl+++=far
heard ^vbd+vprv++xvbn+=heard
these ^dt+dem+++=these
words ^nns++++=words,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rejoiced ^vbd+++xvbnx+=rejoiced
for ^in++++=for
his ^pp$+pp3+++=his
own ^ap++++=own
deliverance ^nn+nom+++=deliverance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grieved ^vpsv++agls+xvbn+=grieved
for ^in++++=for
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
speaking ^vbg+++xvbgx+=speaking
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
lo ^np++++=lo,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^nn++++=old
sheykh ^vb+++??+=sheykh
pressed ^vbd+++xvbn+=pressed
hastily ^rb++++=hastily
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd
to ^in++++=to
him ^pp3o+pp3+++=him
and ^cc++++=and
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
saluted ^vbd+++xvbn+=saluted
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Wezeer ^np+++??+=Wezeer,
, ^zz++++=EXTRAWORD
believe ^vb+vprv+++=believe
not ^xnot++not++=not
the ^ati++++=the
words ^nns++++=words
of ^in++++=of
this ^dt+dem+++=this
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
for ^in++++=for
no ^at++++=no
one ^cd1++++=one
killed ^vprf+++xvbn+=killed
the ^ati++++=the
damsel ^nn++++=damsel
but ^cc++++=but
myself ^ppl+pp1+++=myself;
; ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
retaliate ^nn+nom+++=retaliate
her ^pp$+pp3+++=her
death ^nn++++=death
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Wezeer ^np+++??+=Wezeer,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
imbecile ^nn++++=imbecile
through ^in++++=through
age ^nn++++=age;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knoweth ^vbz++++=knoweth
not ^xnot++not++=not
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
saith ^vbz++++=saith:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
who ^whp+who+++=who
killed ^vbd+++xvbn+=killed
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
avenge ^vb++++=avenge
her ^pp$+pp3+++=her
therefore ^rb+cnj+++=therefore
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
O ^zz++++=O
my ^pp$+pp1+++=my
son ^nn++++=son,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
sheykh ^nn+++??+=sheykh,
, ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
art ^nn++++=art
young ^jj++++=young,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wilt ^md+prd+++=wilt
find ^vb+vprv+++=find
pleasure ^nn++++=pleasure
in ^in++++=in
the ^ati++++=the
world ^nn++++=world;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
satiated ^vpsv++agls+xvbn+=satiated
with ^in++++=with
the ^ati++++=the
world ^nn++++=world:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
a ^at++++=a
ransom ^nn++++=ransom
for ^in++++=for
thee ^pp2+pp2+++=thee
and ^cc++++=and
for ^in++++=for
the ^ati++++=the
Wezeer ^np+++??+=Wezeer
and ^cc++++=and
his ^pp$+pp3+++=his
kinsmen ^jj+++xvbn+=kinsmen;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
one ^cd1++++=one
killed ^vprf+++xvbn+=killed
the ^ati++++=the
damsel ^nn++++=damsel
but ^cc++++=but
myself ^ppl+pp1+++=myself:
: ^zz++++=EXTRAWORD
by ^in++++=by
Allah ^np++++=Allah,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
hasten ^vb++++=hasten
to ^to++++=to
retaliate ^nn+nom+++=retaliate
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
On ^in++++=On
witnessing ^xvbg+++xvbg+=witnessing
this ^dt+dem+++=this
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Wezeer ^np+++??+=Wezeer
was ^vbd+bedz+aux++=was
astonished ^vpsv++agls+xvbnx+=astonished;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
and ^cc++++=and
the ^ati++++=the
sheykh ^nn+++??+=sheykh
to ^in++++=to
the ^ati++++=the
Khaleefeh ^np+++??+=Khaleefeh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Prince ^npt++++=Prince
of ^in++++=of
the ^ati++++=the
Faithful ^jj++++=Faithful,
, ^zz++++=EXTRAWORD
the ^ati++++=the
murderer ^nn+nom+++=murderer
of ^in++++=of
the ^ati++++=the
damsel ^nn++++=damsel
hath ^vbz+hvz+aux++=hath
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
is ^vbz+bez+vrb++=is
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
Khaleefeh ^np+++??+=Khaleefeh.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
answered ^j+++xvbn+=answered
Ja ^np+++??+=Ja
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
saith ^vbz++++=saith,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
the ^ati++++=the
murderer ^nn+nom+++=murderer;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
sheykh ^nn+++??+=sheykh
accuseth ^vbz++++=accuseth
him ^pp3o+pp3+++=him
of ^in++++=of
falsehood ^nn+nom+++=falsehood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saith ^vbz++++=saith,
, ^zz++++=EXTRAWORD
Nay ^uh++++=Nay,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
the ^ati++++=the
murderer ^nn+nom+++=murderer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Khaleefeh ^np+++??+=Khaleefeh,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
towards ^in++++=towards
the ^ati++++=the
sheykh ^nn+++??+=sheykh
and ^cc++++=and
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
Which ^whp+rel+obj++=Which
of ^in++++=of
you ^pp2+pp2+++=you
killed ^vbd+++xvbn+=killed
this ^dt+dem+++=this
damsel ^nn++++=damsel?
? ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
killed ^vprf+++xvbn+=killed
her ^pp$+pp3+++=her
but ^cc++++=but
myself ^ppl+pp1+++=myself:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sheykh ^nn++++=sheykh
said ^vbd+vpub++xvbn+=said
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
killed ^vprf+++xvbn+=killed
her ^pp$+pp3+++=her
but ^cc++++=but
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Khaleefeh ^np+++??+=Khaleefeh
therefore ^rb+cnj+++=therefore
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
Ja ^vb+++??+=Ja
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
Take ^vb++++=Take
them ^pp3o+pp3+++=them
both ^abx++++=both
and ^cc++++=and
crucify ^vb++++=crucify
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
murderer ^nn+nom+++=murderer
be ^vb+be+vrb++=be
one ^pn++++=one,
, ^zz++++=EXTRAWORD
replied ^j+++xvbn+=replied
Ja ^np+++??+=Ja
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
to ^to++++=to
kill ^vbi++++=kill
the ^ati++++=the
other ^ap++++=other
would ^md+prd+++=would
be ^vb+be+vrb++=be
unjust ^jj+pred+++=unjust.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man
then ^rn+tm+++=then
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
By ^in++++=By
Him ^pp3o+pp3+++=Him
who ^whp+who+++=who
raised ^vbd+++xvbn+=raised
the ^ati++++=the
heavens ^nns++++=heavens
and ^cc++++=and
spread ^nn+++xvbn+=spread
out ^rp+pl+++=out
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
who ^whp+who+++=who
killed ^vbd+++xvbn+=killed
the ^ati++++=the
damsel ^nn++++=damsel:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
an ^at++++=an
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
his ^pp$+pp3+++=his
killing ^nvbg+++xvbg+=killing
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
described ^vwbn+++xvbn+=described
what ^wdt+who+++=what
the ^ati++++=the
Khaleefeh ^np+++??+=Khaleefeh
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Khaleefeh ^np+++??+=Khaleefeh
therefore ^rb+cnj+++=therefore
was ^vbd+bedz+aux++=was
convinced ^jj++agls+xvbnx+=convinced
that ^tht+jcmp+++=that
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
killed ^vprf+++xvbnx+=killed
the ^ati++++=the
damsel ^nn++++=damsel;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
astonished ^vpsv++agls+xvbnx+=astonished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
thy ^pp$+pp2+++=thy
killing ^nvbg+++xvbg+=killing
this ^dt+dem+++=this
damsel ^nn++++=damsel
unjustly ^rb+cnj+++=unjustly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
thy ^pp$+pp2+++=thy
confessing ^vbg+++xvbg+=confessing
the ^ati++++=the
murder ^nn++++=murder
without ^in++++=without
being ^nn+nn+aux++=being
beaten ^vbd+++xvbn+=beaten,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thy ^pp$+pp2+++=thy
saying ^nvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
Retaliate ^nn+nom+++=Retaliate
her ^pp$+pp3+++=her
death ^nn++++=death
upon ^in++++=upon
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man
answered ^vbd+vpub++xvbn+=answered
as ^ql++++=as
follows ^vbz+vprv+++=follows:
: ^zz++++=EXTRAWORD
Know ^vb+vprv+++=Know,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Prince ^npt++++=Prince
of ^in++++=of
the ^ati++++=the
Faithful ^jj++++=Faithful,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+dem+++=this
damsel ^nn++++=damsel
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
daughter ^nn+nom+++=daughter
of ^in++++=of
my ^pp$+pp1+++=my
uncle ^nn++++=uncle:
: ^zz++++=EXTRAWORD
this ^dt+dem+++=this
sheykh ^nn+++??+=sheykh
was ^vbd+bedz+vrb++=was
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
uncle ^nn++++=uncle.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
married ^vbd+++xvbnx+=married
her ^pp$+pp3+++=her
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
virgin ^nn++++=virgin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
God ^np++++=God
blessed ^vbd+++xvbn+=blessed
me ^pp1o+pp1+++=me
with ^in++++=with
three ^cd++++=three
male ^jj+atrb+++=male
children ^nns++++=children
by ^in++++=by
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
me ^pp1o+pp1+++=me
and ^cc++++=and
served ^vbd+++xvbn+=served
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
in ^in++++=in
her ^pp$+pp3+++=her
no ^at++++=no
evil ^nn++++=evil.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
commencement ^nn+nom+++=commencement
of ^in++++=of
this ^dt+dem+++=this
month ^nn++++=month
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
attacked ^vpsv++by+xvbnx+=attacked
by ^in++++=by
a ^at++++=a
severe ^jj+atrb+++=severe
illness ^nns+nom+++=illness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
brought ^vbd+++xvbnx+=brought
to ^rb+phrv+++=to
her ^pp3o+pp3+++=her
the ^ati++++=the
physicians ^nns++++=physicians,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
attended ^vbd+++xvbn+=attended
her ^pp$+pp3+++=her
until ^cs+sub+++=until
her ^pp3o+pp3+++=her
health ^nn++++=health
returned ^vbd+++xvbn+=returned
to ^in++++=to
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
desired ^vbd+vsua++xvbnx+=desired
them ^pp3o+pp3+++=them
to ^to++++=to
send ^vbi++++=send
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
bath ^nn++++=bath;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
something ^pn++++=something
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
enter ^vb++++=enter
the ^ati++++=the
bath ^nn++++=bath,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
longing ^jj+++xvbg+=longing
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
longing ^jj+++xvbg+=longing
for ^in++++=for
an ^at++++=an
apple ^nn++++=apple,
, ^zz++++=EXTRAWORD
to ^to++++=to
smell ^vbi++++=smell
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
take ^vb++++=take
a ^at++++=a
bite ^nn++++=bite
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
immediately ^rb+tm+++=immediately
into ^in++++=into
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
searched ^vpsv++agls+xvbn+=searched
for ^in++++=for
the ^ati++++=the
apple ^nn++++=apple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
bought ^vprf+++xvbnx+=bought
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
its ^pp$+it+++=its
price ^nn++++=price
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
gold ^nn++++=gold:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
one ^pn++++=one.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
next ^ap++++=next
night ^nn++++=night
full ^jj++++=full
of ^in++++=of
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
morning ^nn++++=morning
came ^vbd+++xvbn+=came
I ^pp1a+pp1+++=I
quitted ^vprf+++xvbn+=quitted
my ^pp$+pp1+++=my
house ^nn++++=house
again ^rb+tm+++=again
and ^cc++++=and
went ^vbd+++xvbn+=went
about ^in+ppvb+++=about
to ^in++++=to
all ^abn++++=all
the ^ati++++=the
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
after ^in++++=after
another ^ppls++++=another;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
none ^pn++++=none
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
met ^vbd+++xvbn+=met
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
gardener ^nn+nom+++=gardener,
, ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom
I ^pp1a+pp1+++=I
inquired ^vbd+++xvbnx+=inquired
for ^in++++=for
the ^ati++++=the
apple ^nn++++=apple,
, ^zz++++=EXTRAWORD
