If ^cs+cnd+++=If
smile ^vbi++++=smile,
, ^zz++++=EXTRAWORD
" ^zz++++="at
at ^rb++++=EXTRAWORD
least ^rb"++++=least
not ^xnot++not++=not
too ^ql++++=too
much ^ap++++=much,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu'."
sieu ^nn+++??+=EXTRAWORD
'." ^nn+++??+=EXTRAWORD
The ^ati++++=The
accent ^nn++++=accent
of ^in++++=of
French ^jj+atrb+++=French
Canada ^np++++=Canada
is ^vbz+bez+vrb++=is
unmistakable ^jj+pred+++=unmistakable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
talk ^nn++++=talk
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
dialect ^nn++++=dialect.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
part ^nn++++=part
of ^in++++=of
Quebec ^np++++=Quebec
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
come ^vb++++=come
from ^in+ppvb+++=from?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
_trois ^nns+++??+=_Trois
Rivieres,_ ^np+++??+=Rivieres,_
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
or ^cc++++=or
rather ^rb++++=rather
from ^in++++=from
a ^at++++=a
country ^nn++++=country
back ^jjb++++=back
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Saint ^nn++++=Saint
Maurice ^np++++=Maurice
River ^nn++++=River."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
well ^rb++++=well--often
-- ^--+clp+++=EXTRAWORD
often ^rb++++=EXTRAWORD
hunted ^vbd+++xvbn+=hunted
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
made ^vwbn+++xvbn+=made
you ^pp2+pp2+++=you
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
war ^nn++++=war?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
heard ^vbd+vprv++xvbnx+=heard
that ^tht+vcmp+++=that
England ^np++++=England
fought ^vbd+++xvbn+=fought
to ^to++++=to
save ^vbi++++=save
France ^np++++=France
from ^in++++=from
the ^ati++++=the
damned ^jj+atrb++xvbn+=damned
Germans ^nns+nom+++=Germans.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
march ^nn++++=march.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
fight ^vbi++++=fight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
before ^cs+sub+++=before
you ^pp2+pp2+++=you
became ^vbd+++xvbn+=became
a ^at++++=a
soldier ^nn++++=soldier?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
lumberjack ^nn+++??+=lumberjack."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(What
what ^wdt+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
really ^rb+emph+++=really
said ^vbd+vpub++xvbn+=said
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
_"j ^nn+++??+=_"J'allais
'allais ^nns+++??+0=EXTRAWORD
en ^&fw++++=en
chantier,"_ ^nn+++??+=chantier,"_
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
went ^vbd+++xvbnx+=went
in ^in++++=in
the ^ati++++=the
shanty ^nn+++??+=shanty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
in ^in++++=in
classic ^nn++++=classic
French ^jj++++=French
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
_"j ^nn+++??+=_"J'etais
'etais ^nns+++??+0=EXTRAWORD
bucheron."_ ^nn+++??+=bucheron."_
How ^wrb+who+++=How
it ^pp3+it+++=it
brought ^vbd+++xvbn+=brought
back ^rb+phrv+++=back
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
the ^ati++++=the
big ^jj+atrb+++=big
spruce ^jj+atrb+++=spruce
forest ^nn++++=forest
to ^to++++=to
hear ^vbi+vprv+++=hear
that ^tht+vcmp+++=that
word ^nn++++=word
_chantier_ ^nn+++??+=_chantier_,
, ^zz++++=EXTRAWORD
in ^in++++=in
Oxford ^np++++=Oxford!)
! ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
will ^md+prd+++=will
return ^vb++++=return
to ^in++++=to
the ^ati++++=the
wood ^nn++++=wood-cutting
- ^zz++++=EXTRAWORD
cutting ^nvbg+++xvbg+=EXTRAWORD
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
this ^dt+dem+++=this
war ^nn++++=war
is ^vbz+bez+vrb++=is
over ^in+strn+++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
how ^wrb+who+++=how
can ^md+pos+++=can
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
with ^in++++=with
this ^dt+dem+++=this
good ^jj++++=good-for-nothing
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
nothing ^pn++++=EXTRAWORD
arm ^nn++++=arm?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
never ^rb++++=never
be ^vb+be+vrb++=be
capable ^jj+pred+++=capable
of ^in++++=of
swinging ^xvbg+++xvbg+=swinging
the ^ati++++=the
axe ^nn++++=axe
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
be ^vb+be+vrb++=be
the ^ati++++=the
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
the ^ati++++=the
cook ^nn++++=cook
gets ^vbz++++=gets
the ^ati++++=the
best ^jjt+atrb+++=best
pay ^nn++++=pay
in ^in++++=in
the ^ati++++=the
whole ^jj+atrb+++=whole
shanty ^nn+++??+=shanty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
lights ^nns++++=lights
up ^rp++++=up
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
" ^zz++++="Truly,"
truly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replies ^vbz+vpub+++=replies;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
thought ^nn+++xvbn+=thought
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
cooking ^xvbg+++xvbg+=cooking
at ^rb++++=at
the ^ati++++=the
front ^jjb++++=front
and ^cc+phrs+++=and
learned ^jj+++xvbn+=learned
some ^dti++++=some
things ^nns++++=things.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
take ^vb++++=take
up ^rb+phrv+++=up
that ^dt+dem+++=that
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
job ^nn++++=job.
. ^zz++++=EXTRAWORD
_but ^nn+++??+=_But
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
Im ^np+++??+=Im
glad ^jj++++=glad
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
war."_ ^nn+++??+=war."_
So ^ql++++=So
we ^pp1a+pp1+++=we
say ^vb+vpub+++=say
good-by ^nn+++??+=good-by--_"bonne
-- ^--+clp+++=EXTRAWORD
_"bonne ^nn+++??+=EXTRAWORD
chance!"_ ^nn+++??+=chance!"_
Since ^cs+sub+++=Since
that ^dt+dem+++=that
day ^nn++++=day
the ^ati++++=the
good ^jj+atrb+++=good
physician ^nn++++=physician
who ^whp+rel+subj++=who
guided ^vbd+++xvbn+=guided
me ^pp1o+pp1+++=me
through ^in++++=through
the ^ati++++=the
hospital ^nn+nom+++=hospital
has ^vbz+hvz+aux++=has
borne ^vprf+++xvbnx+=borne
without ^in++++=without
a ^at++++=a
murmur ^nn++++=murmur
the ^ati++++=the
greatest ^nn++++=greatest
of ^in++++=of
all ^abn++++=all
sacrifices ^nns++++=sacrifices--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
loss ^nn++++=loss
of ^in++++=of
his ^pp$+pp3+++=his
only ^ap+down+++=only
son ^nn++++=son,
, ^zz++++=EXTRAWORD
a ^at++++=a
brave ^jj+atrb+++=brave
and ^cc+phrs+++=and
lovely ^jj+atrb+++=lovely
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
killed ^j+++xvbn+=killed
in ^in++++=in
action ^nn++++=action
against ^in++++=against
the ^ati++++=the
thievish ^jj++++=thievish,
, ^zz++++=EXTRAWORD
brutal ^jj+atrb+++=brutal
German ^jj+atrb+++=German
hordes ^nns++++=hordes.
. ^zz++++=EXTRAWORD
Iii ^np+++??+=III
Sainte ^np+++??+=SAINTE
Marguerite ^np+++??+=MARGUERITE
August ^nr++++=August,
, ^zz++++=EXTRAWORD
1917 ^cd+date+++=1917
The ^ati++++=The
wild ^jj++++=wild
little ^ap++++=little
river ^nn++++=river
_sainte ^nn+++??+=_Sainte
Marguerite_ ^np+++??+=Marguerite_
runs ^vbz++++=runs
joyously ^jj++++=joyously
among ^in++++=among
the ^ati++++=the
mountains ^nns++++=mountains
and ^cc++++=and
the ^ati++++=the
green ^nn++++=green
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
back ^jjb++++=back
of ^in++++=of
the ^ati++++=the
Saguenay ^np+++??+=Saguenay,
, ^zz++++=EXTRAWORD
singing ^vbg+++xvbg+=singing
the ^ati++++=the
same ^ap++++=same
old ^jj+atrb+++=old
song ^nn++++=song
of ^in++++=of
liberty ^nn++++=liberty
and ^cc++++=and
obedience ^nn+nom+++=obedience
to ^in++++=to
law ^nn++++=law,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
world ^nn++++=world
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
vexed ^vpsv++agls+xvbnx+=vexed
and ^cc+phrs+++=and
tortured ^vpsv++by+xvbn+=tortured
by ^in++++=by
the ^ati++++=the
madness ^nns+nom+++=madness
of ^in++++=of
war ^nn++++=war-lords.
- ^zz++++=EXTRAWORD
lords ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
tired ^jj+atrb++xvbn+=tired
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
a ^at++++=a
brief ^jj+atrb+++=brief
furlough ^nn++++=furlough
from ^in++++=from
active ^jj+atrb+++=active
service ^nn++++=service
is ^vbz+bez+vrb++=is
lucky ^jj+pred+++=lucky
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
can ^md+pos+++=can
spend ^vb++++=spend
it ^pp3+it+++=it
among ^in++++=among
the ^ati++++=the
big ^jj+atrb+++=big
trees ^nns++++=trees
and ^cc++++=and
beside ^in+pl+++=beside
a ^at++++=a
flowing ^jj+atrb++xvbg+=flowing
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trees ^nns++++=trees
are ^vb+ber+vrb++=are
ministers ^nns+nom+++=ministers
of ^in++++=of
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stream ^nn++++=stream
is ^vbz+bez+vrb++=is
full ^jj+pred+++=full
of ^in++++=of
courage ^nn+nom+++=courage
and ^cc++++=and
adventure ^nn++++=adventure
as ^ql++++=as
it ^pp3+it+++=it
rushes ^vbz++++=rushes
toward ^in++++=toward
the ^ati++++=the
big ^jj+atrb+++=big
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+aux++=are
coming ^vbg+++xvbgx+=coming
back ^jjb++++=back
to ^in++++=to
camp ^nn++++=camp
from ^in++++=from
the ^ati++++=the
morning ^nn++++=morning's
's ^vbz+bez+aux++0=EXTRAWORD
fishing ^vbg+++xvbgx+=fishing,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
brace ^nn++++=brace
of ^in++++=of
good ^jj+atrb+++=good
salmon ^nn++++=salmon
in ^in++++=in
the ^ati++++=the
canoe ^nn+++??+=canoe.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Iside ^np+++??+=Iside,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask
of ^in++++=of
the ^ati++++=the
wiry ^jj+atrb+++=wiry
little ^jj+atrb+++=little
bowman ^np++++=bowman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
hunter ^nn++++=hunter
and ^cc++++=and
fisher ^np++++=fisher
on ^in++++=on
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
that ^cs+sub+++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not
at ^in++++=at
the ^ati++++=the
war ^nn++++=war?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
too ^ql++++=too
old ^jj++++=old.
. ^zz++++=EXTRAWORD
A ^at++++=A
father ^nn++++=father
of ^in++++=of
family ^nn++++=family--almost
-- ^--+clp+++=EXTRAWORD
almost ^rb+hdg+++=EXTRAWORD
a ^at++++=a
grandfather ^nn+nom+++=grandfather--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
war ^nn++++=war
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
for ^in++++=for
men ^nns++++=men
of ^in++++=of
that ^dt+dem+++=that
age ^nn++++=age.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
concern ^nn++++=concern
us ^pp1o+pp1+++=us
here ^rn+pl+++=here
in ^in++++=in
Quebec ^np++++=Quebec."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
concerns ^vbz++++=concerns
the ^ati++++=the
whole ^jj+atrb+++=whole
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Who ^whp+who+++=Who
told ^vbd+vpub++xvbn+=told
you ^pp2+pp2+++=you
that ^cs+sub+++=that
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
not ^xnot++not++=not
concern ^vb++++=concern
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
priest ^nn++++=priest
at ^in++++=at
our ^pp$+pp1+++=our
village ^nn+nom+++=village
of ^in++++=of
_sacre ^nn+++??+=_Sacre
Coeur,_ ^np+++??+=Coeur,_
My ^pp$+pp1+++0=M'sieu'.
sieu ^nn+++??+=EXTRAWORD
'. ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
says ^vbz+vpub+++=says
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
right ^jj+pred+++=right
and ^cc+phrs+++=and
needful ^jj++++=needful
for ^in++++=for
a ^at++++=a
good ^jj+atrb+++=good
Christian ^nn++++=Christian
to ^to++++=to
fight ^vbi++++=fight
in ^in++++=in
defense ^nn+++??+=defense
of ^in++++=of
his ^pp$+pp3+++=his
home ^nr++++=home
and ^cc++++=and
his ^pp$+pp3+++=his
church ^nn++++=church.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
those ^dt+dem+++=those
Germans ^nns+nom+++=Germans
attack ^nn++++=attack
us ^pp1o+pp1+++=us
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
_chez ^nn+++??+=_chez
nous_ ^nn+++??+=nous_,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
the ^ati++++=the
men ^nns++++=men
of ^in++++=of
_sacre ^nn+++??+=_Sacre
Coeur_ ^np+++??+=Coeur_
will ^md+prd+++=will
stand ^vb++++=stand
up ^rp++++=up
and ^cc++++=and
fight ^nn++++=fight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
amazing ^jj+atrb+++=amazing
revelation ^nn+nom+++=revelation
of ^in++++=of
a ^at++++=a
state ^nn++++=state
of ^in++++=of
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
absolutely ^rb+amp+++=absolutely
simple ^jj++++=simple,
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly
sincere ^jj++++=sincere,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strictly ^rb++++=strictly
imprisoned ^vpsv++by+xvbn+=imprisoned
by ^in++++=by
the ^ati++++=the
limitations ^nns+nom+++=limitations
of ^in++++=of
its ^pp$+it+++=its
only ^rb+down+++=only
recognized ^vbd+vprv++xvbn+=recognized
teacher ^nn++++=teacher.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
Iside ^np+++??+=Iside,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
England ^np++++=England
and ^cc++++=and
France ^np++++=France
should ^md+nec+++=should
be ^vb+be+aux++=be
beaten ^vpsv++agls+xvbnx+=beaten
down ^rp++++=down
by ^in++++=by
Germany ^np++++=Germany,
, ^zz++++=EXTRAWORD
over ^in++++=over
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
happen ^vb+++??+=happen
to ^in+vcmp+++=to
French ^jj+atrb+++=French
Canada ^np++++=Canada?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
could ^md+pos+++=could
stand ^vb++++=stand
alone ^rb++++=alone
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
to ^to++++=to
defend ^vbi++++=defend
your ^pp$+pp2+++=your
home ^nr++++=home
and ^cc++++=and
your ^pp$+pp2+++=your
church ^nn++++=church?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
big ^jj++++=big
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
French ^jj++++=French-Canadians?"
- ^zz++++=EXTRAWORD
canadians ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="M'sieu',
my ^pp$+pp1+++0=EXTRAWORD
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
thought ^vprf+++xvbnx+=thought
of ^in++++=of
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
million ^cd++++=million
people ^nns++++=people--many
-- ^--+clp+++=EXTRAWORD
many ^ap++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them
children ^nns++++=children,
, ^zz++++=EXTRAWORD
for ^in++++=for
you ^pp2+pp2+++=you
understand ^vb+vprv+tht0++=understand
we ^pp1a+pp1+++=we
French ^jj++++=French-Canadians
- ^zz++++=EXTRAWORD
canadians ^nn++++=EXTRAWORD
have ^vb+hv+vrb++=have
large ^jj+atrb+++=large
families ^nns++++=families--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
the ^ati++++=the
children ^nns++++=children
could ^md+pos+++=could
not ^xnot++not++=not
fight ^vb++++=fight.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
should ^md+nec+++=should
not ^xnot++not++=not
like ^vb++++=like
to ^to+vcmp+++=to
have ^vbi++++=have
them ^pp3o+pp3+++=them
subject ^nn++++=subject
to ^in++++=to
a ^at++++=a
German ^jj+atrb+++=German
Emperor ^npt++++=Emperor.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
would ^md+prd+++=would
fight ^vb++++=fight
against ^in++++=against
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
war ^nn++++=war
came ^vbd+++xvbn+=came
to ^in++++=to
us ^pp1o+pp1+++=us
here ^rn+pl+++=here
on ^in++++=on
our ^pp$+pp1+++=our
own ^ap++++=own
soil ^nn++++=soil."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
only ^ap+down+++=only
way ^nn++++=way
to ^to++++=to
keep ^vbi++++=keep
it ^pp3+it+++=it
from ^in++++=from
coming ^xvbg+++xvbg+=coming
to ^in++++=to
you ^pp2+pp2+++=you
on ^in++++=on
your ^pp$+pp2+++=your
own ^ap++++=own
soil ^nn++++=soil
is ^vbz+bez+vrb++=is
to ^in++++=to
fight ^nn++++=fight
against ^in++++=against
it ^pp3+it+++=it
over ^in++++=over
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
Has ^vbz+hvz+vrb++=Hasn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
English ^jj+atrb+++=English
Government ^nn+nom+++=Government
given ^vwbn+++xvbn+=given
you ^pp2+pp2+++=you
all ^rb++++=all
your ^pp$+pp2+++=your
liberties ^nns++++=liberties,
, ^zz++++=EXTRAWORD
for ^in++++=for
home ^nr++++=home
and ^cc++++=and
church ^nn++++=church?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
especially ^rb++++=especially
since ^in++++=since
Sir ^npt++++=Sir
Wilfred ^np++++=Wilfred
Laurier ^np++++=Laurier.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj+atrb+++=great
man ^nn++++=man!
! ^zz++++=EXTRAWORD
A ^at++++=A
true ^jj++++=true
French ^jj++++=French-Canadian!"
- ^zz++++=EXTRAWORD
canadian ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
against ^in++++=against
Germany ^np++++=Germany.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he
believes ^vbz+vprv+++=believes
the ^ati++++=the
freedom ^nn+nom+++=freedom
of ^in++++=of
Canada ^np++++=Canada
depends ^vbz++++=depends
on ^in++++=on
the ^ati++++=the
defeat ^nn++++=defeat
of ^in++++=of
Germany ^np++++=Germany,
, ^zz++++=EXTRAWORD
over ^in++++=over
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
would ^md+prd+++=would
not ^xnot++not++=not
like ^in++++=like
a ^at++++=a
German ^jj+atrb+++=German
Canada ^np++++=Canada,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
that ^tht+rel+subj++=that
would ^md+prd+++=would
be ^vb+be+vrb++=be
intolerable ^jj+pred+++=intolerable.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
