My ^pp$+pp1+++=My
had ^vbd+hvd+aux++=had
pouted ^vprf+++xvbnx+=pouted
temptingly ^jj++++=temptingly;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
spinsterhood ^nn+nom+++=spinsterhood
does ^vbz+doz+aux++=does
not ^xnot++not++=not
sweeten ^vb++++=sweeten
the ^ati++++=the
juices ^nns++++=juices
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strong ^jj+atrb+++=strong
country ^nn++++=country
air ^nn++++=air,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
like ^in++++=like
old ^jj+atrb+++=old
ale ^nn++++=ale,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
when ^wrb+who+++=when
taken ^vbd+++xvbn+=taken
occasionally ^rb+cnj+++=occasionally,
, ^zz++++=EXTRAWORD
dulls ^nns+++??+=dulls
the ^ati++++=the
brain ^nn++++=brain
if ^cs+cnd+++=if
lived ^vprf+++xvbn+=lived
upon ^in+strn+++=upon.
. ^zz++++=EXTRAWORD
A ^at++++=A
narrow ^jj+atrb+++=narrow,
, ^zz++++=EXTRAWORD
uninteresting ^jj+atrb+++=uninteresting
woman ^nn++++=woman
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
troubled ^j+++xvbn+=troubled
with ^in++++=with
a ^at++++=a
shyness ^nns+nom+++=shyness
that ^tht+rel+subj++=that
sat ^vbd+++xvbn+=sat
ludicrously ^rb++++=ludicrously
upon ^in++++=upon
her ^pp$+pp3+++=her
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
yet ^cc++++=yet
failed ^vprf+++xvbn+=failed
to ^to+vcmp+++=to
save ^vbi++++=save
her ^pp$+pp3+++=her
from ^in++++=from
the ^ati++++=the
landlady ^nn++++=landlady's
's ^vbz+bez+vrb++0=EXTRAWORD
customary ^jj++++=customary
failing ^jj+++xvbg+=failing
of ^in++++=of
loquacity ^nn+nom+++=loquacity
concerning ^in++++=concerning
" ^zz++++="better
better ^jjr+atrb+++=EXTRAWORD
days ^nns++++=days,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
an ^at++++=an
irritating ^jj++++=irritating,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
harmless ^jj++++=harmless,
, ^zz++++=EXTRAWORD
affectation ^nn+nom+++=affectation
of ^in++++=of
youthfulness ^nns+nom+++=youthfulness.
. ^zz++++=EXTRAWORD
All ^abn++++=All
other ^ap++++=other
details ^nns++++=details
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
satisfactory ^jj++++=satisfactory;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
window ^nn++++=window
commanding ^vwbg+++xvbg+=commanding
the ^ati++++=the
road ^npl++++=road
that ^tht+rel+subj++=that
leads ^vbz++++=leads
through ^in++++=through
the ^ati++++=the
valley ^nn++++=valley
towards ^in++++=towards
the ^ati++++=the
distant ^jj+atrb+++=distant
world ^nn++++=world
I ^pp1a+pp1+++=I
settled ^vbd+++xvbnx+=settled
down ^rp++++=down
to ^to++++=to
face ^vbi++++=face
my ^pp$+pp1+++=my
work ^nn++++=work.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
industry ^nn++++=industry,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
driven ^vwbn+++xvbn+=driven
forth ^np++++=forth,
, ^zz++++=EXTRAWORD
returns ^nns++++=returns
with ^in++++=with
coy ^jj+atrb+++=coy
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote
for ^in++++=for
perhaps ^rb++++=perhaps
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
throwing ^vbg+++xvbg+=throwing
down ^rp++++=down
my ^pp$+pp1+++=my
halting ^jj+atrb++xvbg+=halting
pen ^nn++++=pen
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
about ^in++++=about
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
distraction ^nn+nom+++=distraction.
. ^zz++++=EXTRAWORD
A ^at++++=A
Chippendale ^np++++=Chippendale
book ^nn++++=book-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
stood ^vbd+++xvbn+=stood
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall
and ^cc++++=and
I ^pp1a+pp1+++=I
strolled ^vbd+++xvbnx+=strolled
over ^in++++=over
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
key ^jjb++++=key
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
lock ^nn++++=lock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opening ^nvbg+++xvbg+=opening
its ^pp$+it+++=its
glass ^nn++++=glass
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
well ^rb++++=well-filled
- ^zz++++=EXTRAWORD
filled ^xvbn+++xvbn+=EXTRAWORD
shelves ^nns++++=shelves.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
held ^vbd+vprv++xvbnx+=held
a ^at++++=a
curious ^jj+atrb+++=curious
collection ^nn+nom+++=collection:
: ^zz++++=EXTRAWORD
miscellanies ^nns+++??+=miscellanies
with ^in++++=with
quaint ^jj+atrb+++=quaint,
, ^zz++++=EXTRAWORD
glazed ^jj+atrb++xvbn+=glazed
bindings ^nns++++=bindings;
; ^zz++++=EXTRAWORD
novels ^nns++++=novels
and ^cc++++=and
poems ^nns++++=poems;
; ^zz++++=EXTRAWORD
whose ^whp+who+++=whose
authors ^nns++++=authors
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
of ^in+strn+++=of;
; ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
magazines ^nns++++=magazines
long ^rb++++=long
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
very ^ql+amp+++=very
names ^nns++++=names
forgotten ^vwbn+++xvbn+=forgotten;
; ^zz++++=EXTRAWORD
" ^zz++++="keepsakes"
keepsakes ^nns+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
annuals ^nns+nom+++=annuals,
, ^zz++++=EXTRAWORD
redolent ^jj++++=redolent
of ^in++++=of
an ^at++++=an
age ^nn++++=age
of ^in++++=of
vastly ^rb++++=vastly
pretty ^jj+atrb+++=pretty
sentiments ^nns+nom+++=sentiments
and ^cc++++=and
lavender ^nn+nom+++=lavender-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
silks ^nns++++=silks.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
top ^jjb+atrb+++=top
shelf ^nn++++=shelf,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
volume ^nn++++=volume
of ^in++++=of
Keats ^np+++??+=Keats
wedged ^vwbn+++xvbn+=wedged
between ^in++++=between
a ^at++++=a
number ^nn++++=number
of ^in++++=of
the ^ati++++=the
Evangelical ^jj+atrb+++=Evangelical
Rambler ^nn++++=Rambler
and ^cc++++=and
Young ^np++++=Young's
's ^$++++=EXTRAWORD
Night ^nn++++=Night
Thoughts ^nns++++=Thoughts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
standing ^vbg+++xvbg+=standing
on ^in++++=on
tip ^nn++++=tip-toe,
- ^zz++++=EXTRAWORD
toe ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sought ^vbd+++xvbnx+=sought
to ^to++++=to
draw ^vbi++++=draw
it ^pp3+it+++=it
from ^in++++=from
its ^pp$+it+++=its
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
book ^nn++++=book
was ^vbd+bedz+aux++=was
jambed ^vpsv++agls+xvbnx+=jambed
so ^pn++++=so
tightly ^rb++++=tightly
that ^cs+sub+++=that
my ^pp$+pp1+++=my
efforts ^nns++++=efforts
brought ^vbd+++xvbn+=brought
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
others ^aps++++=others
tumbling ^jj+++xvbg+=tumbling
about ^rb++++=about
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
covering ^nvbg+++xvbg+=covering
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
cloud ^nn++++=cloud
of ^in++++=of
fine ^jj+atrb+++=fine
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
my ^pp$+pp1+++=my
feet ^nns++++=feet
there ^rn+pl+++=there
fell ^nn+++xvbn+=fell,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
rattle ^nn++++=rattle
of ^in++++=of
glass ^nn++++=glass
and ^cc++++=and
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
miniature ^nn++++=miniature
painting ^vwbg+++xvbg+=painting,
, ^zz++++=EXTRAWORD
framed ^j+++xvbn+=framed
in ^in++++=in
black ^jj+atrb+++=black
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
picked ^vbd+++xvbnx+=picked
it ^pp3+it+++=it
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
picture ^nn++++=picture
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
in ^in++++=in
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
thirty ^cd++++=thirty
years ^nns++++=years
ago ^rb++++=ago
I ^pp1a+pp1+++=I
mean ^jj++++=mean
thirty ^cd++++=thirty
years ^nns++++=years
ago ^rb++++=ago
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be
nearer ^rbr++++=nearer
fifty ^cd++++=fifty,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
as ^in++++=as
from ^in"++++=from
now ^rn+tm+++=now
when ^wrb+who+++=when
our ^pp$+pp1+++=our
grandmothers ^nns+nom+++=grandmothers
wore ^vbd+++xvbn+=wore
corkscrew ^jj+atrb++??+=corkscrew
curls ^nns++++=curls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
low ^jj++++=low-cut
- ^zz++++=EXTRAWORD
cut ^xvbn+++xvbn+=EXTRAWORD
bodices ^nns++++=bodices
that ^tht+rel+++=that
one ^cd1++++=one
wonders ^nns+nom+++=wonders
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
kept ^vbd+++xvbnx+=kept
from ^in++++=from
slipping ^xvbg+++xvbg+=slipping
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
was ^vbd+bedz+vrb++=was
beautiful ^jj+pred+++=beautiful,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
merely ^rb+down+++=merely
with ^in++++=with
the ^ati++++=the
conventional ^jj+atrb+++=conventional
beauty ^nn++++=beauty
of ^in++++=of
tiresome ^jj+atrb+++=tiresome
regularity ^nn+nom+++=regularity
and ^cc++++=and
impossible ^jj++++=impossible
colouring ^jj+++xvbg+=colouring
such ^abl++++=such
as ^ql++++=as
one ^cd1++++=one
finds ^vbz+vprv+++=finds
in ^in++++=in
all ^abn++++=all
miniatures ^nns++++=miniatures,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
soul ^nn++++=soul
behind ^in+pl+++=behind
the ^ati++++=the
soft ^jj+atrb+++=soft
deep ^jj+atrb+++=deep
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
gazed ^vbd+++xvbnx+=gazed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sweet ^jj+atrb+++=sweet
lips ^nns++++=lips
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
laugh ^vbi++++=laugh
at ^in+ppvb+++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
there ^ex+pex+++=there
lurked ^vprf+++xvbn+=lurked
a ^at++++=a
sadness ^nns+nom+++=sadness
in ^in++++=in
the ^ati++++=the
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
artist ^nn++++=artist,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
rare ^jj+atrb+++=rare
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
coming ^jj+atrb++xvbg+=coming
shadow ^nn++++=shadow
of ^in++++=of
life ^nn++++=life
across ^in+pl+++=across
the ^ati++++=the
sunshine ^nn++++=sunshine
of ^in++++=of
the ^ati++++=the
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
my ^pp$+pp1+++=my
small ^jj+atrb+++=small
knowledge ^nn++++=knowledge
of ^in++++=of
Art ^nn++++=Art
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
the ^ati++++=the
work ^nn++++=work
was ^vbd+bedz+vrb++=was
clever ^jj+pred+++=clever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
wondered ^vbd+vprv++xvbnx+=wondered
why ^wrb+who+whcl++=why
it ^pp3+it+++=it
should ^md+nec+++=should
have ^vb+hv+aux++=have
lain ^vprf+++xvbn+=lain
so ^ql++++=so
long ^rb++++=long
neglected ^vprf+++xvbn+=neglected,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
as ^in++++=as
a ^at++++=a
mere ^jjb+atrb+++=mere
ornament ^nn+nom+++=ornament
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
valuable ^jj+pred+++=valuable.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
placed ^vpsv++agls+xvbnx+=placed
in ^in++++=in
the ^ati++++=the
book ^nn++++=book-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago
by ^in++++=by
someone ^pn++++=someone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forgotten ^jj+++xvbn+=forgotten.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replaced ^vbd+++xvbnx+=replaced
it ^pp3+it+++=it
among ^in++++=among
its ^pp$+it+++=its
dusty ^jj+atrb+++=dusty
companions ^nns++++=companions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
once ^rb+tm+++=once
more ^rbr++++=more
to ^in++++=to
my ^pp$+pp1+++=my
work ^nn++++=work.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
between ^in++++=between
me ^pp1o+pp1+++=me
and ^cc++++=and
the ^ati++++=the
fading ^jj+atrb++xvbg+=fading
light ^nn++++=light
came ^vbd+++xvbn+=came
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
miniature ^nn++++=miniature,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+aux++=be
banished ^vpsv++agls+xvbnx+=banished.
. ^zz++++=EXTRAWORD
Wherever ^nn+nom+++=Wherever
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
at ^in++++=at
me ^pp1o+pp1+++=me
from ^in++++=from
the ^ati++++=the
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
naturally ^rb++++=naturally
fanciful ^jj++++=fanciful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
work ^nn++++=work
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
engaged ^vpsv++agls+xvbnx+=engaged
upon ^in++++=upon
the ^ati++++=the
writing ^jj+++xvbg+=writing
of ^in++++=of
a ^at++++=a
farcical ^jj+atrb+++=farcical
comedy ^nn++++=comedy
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind
to ^to++++=to
excite ^vbi++++=excite
the ^ati++++=the
dreamy ^jj+atrb+++=dreamy
side ^nn++++=side
of ^in++++=of
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
grew ^vbd+++xvbnx+=grew
angry ^jj++++=angry
with ^in++++=with
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
a ^at++++=a
further ^jjb+atrb+++=further
effort ^nn++++=effort
to ^to+ncmp+++=to
fix ^vbi++++=fix
my ^pp$+pp1+++=my
mind ^nn++++=mind
upon ^in++++=upon
the ^ati++++=the
paper ^nn++++=paper
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
thoughts ^nns++++=thoughts
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
return ^vbi++++=return
from ^in++++=from
their ^pp$+pp3+++=their
wanderings ^nns++++=wanderings.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
back ^jjb++++=back
over ^in++++=over
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
sworn ^vprf+++xvbn+=sworn
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
original ^nn+nom+++=original
of ^in++++=of
the ^ati++++=the
picture ^nn++++=picture
sitting ^vwbg+++xvbg+=sitting
in ^in++++=in
the ^ati++++=the
big ^jj+atrb+++=big
chintz ^nn++++=chintz-covered
- ^zz++++=EXTRAWORD
covered ^jj+atrb++xvbn+=EXTRAWORD
chair ^nn++++=chair
in ^in++++=in
the ^ati++++=the
far ^rb+pl+++=far
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
in ^in++++=in
a ^at++++=a
faded ^jj+atrb++xvbn+=faded
lilac ^jj+atrb+++=lilac
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
trimmed ^j+++xvbn+=trimmed
with ^in++++=with
some ^dti++++=some
old ^jj+atrb+++=old
lace ^nn++++=lace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
noticing ^vbg+++xvbg+=noticing
the ^ati++++=the
beauty ^nn++++=beauty
of ^in++++=of
the ^ati++++=the
folded ^jj+atrb++xvbn+=folded
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
in ^in++++=in
the ^ati++++=the
portrait ^nn++++=portrait
only ^rb+down+++=only
the ^ati++++=the
head ^nn++++=head
and ^cc++++=and
shoulders ^nns+nom+++=shoulders
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
drawn ^vpsv++agls+xvbnx+=drawn.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
morning ^nn++++=morning
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
the ^ati++++=the
incident ^nn++++=incident,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
the ^ati++++=the
lighting ^nn++++=lighting
of ^in++++=of
the ^ati++++=the
lamp ^nn++++=lamp
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
it ^pp3+it+++=it
awoke ^vbd+++xvbn+=awoke
within ^in++++=within
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
interest ^nn++++=interest
grew ^vbd+++xvbn+=grew
so ^rb+emph+++=so
strong ^jj++++=strong
that ^cs+sub+++=that
again ^rb+tm+++=again
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
the ^ati++++=the
miniature ^nn++++=miniature
from ^in++++=from
its ^pp$+it+++=its
hiding ^vbg+++xvbg+=hiding-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
the ^ati++++=the
knowledge ^nn++++=knowledge
suddenly ^rb++++=suddenly
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
had ^vb+hv+vrb++=had
I ^pp1a+pp1+++=I
seen ^vbd+vprv++xvbnx+=seen
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
her ^pp$+pp3+++=her
and ^cc++++=and
spoken ^vpsv++agls+xvbn+=spoken
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
picture ^nn++++=picture
smiled ^vbd+++xvbn+=smiled
at ^in++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
rallying ^nvbg+++xvbg+=rallying
me ^pp1o+pp1+++=me
on ^in++++=on
my ^pp$+pp1+++=my
forgetfulness ^nns+nom+++=forgetfulness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
back ^jjb++++=back
upon ^in++++=upon
its ^pp$+it+++=its
shelf ^nn++++=shelf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
racking ^vbg+++xvbg+=racking
my ^pp$+pp1+++=my
brains ^nns++++=brains
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
recollect ^vbi+vprv+++=recollect.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
somewhere ^rb++++=somewhere
in ^in++++=in
the ^ati++++=the
country ^nn++++=country
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
talked ^vprf+++xvbnx+=talked
of ^in++++=of
common ^jj++++=common-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
things ^nns++++=things.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
vision ^nn++++=vision
of ^in++++=of
her ^pp$+pp3+++=her
clung ^vbd+++xvbn+=clung
the ^ati++++=the
scent ^nn++++=scent
of ^in++++=of
roses ^nns++++=roses
and ^cc++++=and
the ^ati++++=the
murmuring ^jj+atrb++xvbg+=murmuring
voices ^nns++++=voices
of ^in++++=of
haymakers ^nns+nom+++=haymakers.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
had ^vb+hv+vrb++=had
I ^pp1a+pp1+++=I
never ^rb++++=never
seen ^vprf+++xvbn+=seen
her ^pp$+pp3+++=her
again ^rb+tm+++=again?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
had ^vb+hv+vrb++=had
she ^pp3a+pp3+++=she
passed ^vbd+++xvbnx+=passed
so ^pn++++=so
completely ^rb+amp+++=completely
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
mind ^nn++++=mind?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
landlady ^nn++++=landlady
entered ^vbd+++xvbn+=entered
to ^to++++=to
lay ^vbi++++=lay
my ^pp$+pp1+++=my
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
questioned ^vbd+vpub+tht0+xvbnx+=questioned
her ^pp$+pp3+++=her
assuming ^vbg+vprv++xvbg+=assuming
a ^at++++=a
careless ^jj+atrb+++=careless
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
Reason ^nn++++=Reason
with ^in++++=with
or ^cc++++=or
laugh ^nn++++=laugh
at ^rb++++=at
myself ^ppl+pp1+++=myself
as ^ql++++=as
I ^pp1a+pp1+++=I
would ^md+prd+++=would,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
shadowy ^jj+atrb+++=shadowy
memory ^nn++++=memory
was ^vbd+bedz+aux++=was
becoming ^vbg+++xvbgx+=becoming
a ^at++++=a
romance ^nn+nom+++=romance
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
were ^vbd+bed+aux++=were
talking ^vbg+++xvbgx+=talking
of ^in++++=of
some ^dti++++=some
loved ^jj+atrb++xvbn+=loved,
, ^zz++++=EXTRAWORD
dead ^jj+atrb+++=dead
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
even ^rb++++=even
to ^to++++=to
speak ^vbi++++=speak
of ^in++++=of
whom ^whp+rel+pied++=whom
to ^in++++=to
commonplace ^jj+atrb+++=commonplace
people ^nns++++=people
was ^vbd+bedz+vrb++=was
a ^at++++=a
sacrilege ^nn++++=sacrilege.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
the ^ati++++=the
woman ^nn++++=woman
to ^in++++=to
