Even ^rb++++=Even
, ^zz++++=EXTRAWORD
mine ^pp$$++++=mine!
! ^zz++++=EXTRAWORD
shrieked ^j+++xvbn+=shrieked
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Ours ^pp$$++++=Ours,
, ^zz++++=EXTRAWORD
ours ^pp$$++++=ours!
! ^zz++++=EXTRAWORD
shrieked ^j+++xvbn+=shrieked
the ^ati++++=the
chorus ^nn++++=chorus.
. ^zz++++=EXTRAWORD
The ^ati++++=The
din ^nn+++??+=din
of ^in++++=of
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
the ^ati++++=the
crash ^nn++++=crash
of ^in++++=of
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
the ^ati++++=the
conflict ^nn++++=conflict,
, ^zz++++=EXTRAWORD
the ^ati++++=the
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fight ^nn++++=fight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
war ^nn++++=war.
. ^zz++++=EXTRAWORD
All ^abn++++=All
of ^in++++=of
it ^pp3+it+++=it
exploding ^jj+++xvbg+=exploding,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mind ^nn++++=mind
fiercely ^rb++++=fiercely
torn ^vbd+++xvbn+=torn
apart ^rb+phrv+++=apart!
! ^zz++++=EXTRAWORD
Eeeeeeeeeeeeee ^np+nom++??+=Eeeeeeeeeeeeee!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaped ^vbd+++xvbnx+=leaped
up ^rp++++=up,
, ^zz++++=EXTRAWORD
screaming ^jj+++xvbg+=screaming.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landscape ^nn++++=landscape
melted ^vbd+++xvbn+=melted
and ^cc+phrs+++=and
flowed ^vbd+++xvbn+=flowed.
. ^zz++++=EXTRAWORD
A ^at++++=A
voice ^nn++++=voice
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Tylle ^np+++??+=Tylle
of ^in++++=of
Rathalar ^np+++??+=Rathalar.
. ^zz++++=EXTRAWORD
Proud ^jj+atrb+++=Proud
Tylle ^np+++??+=Tylle,
, ^zz++++=EXTRAWORD
Tylle ^np+++??+=Tylle
of ^in++++=of
the ^ati++++=the
Blood ^nn++++=Blood
Mound ^np+++??+=Mound
and ^cc++++=and
the ^ati++++=the
Death ^nn++++=Death
Drum ^nn++++=Drum.
. ^zz++++=EXTRAWORD
Tylle ^np+++??+=Tylle
of ^in++++=of
Rathalar ^np+++??+=Rathalar,
, ^zz++++=EXTRAWORD
Killer ^nn++++=Killer
of ^in++++=of
Men ^nns++++=Men!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Another ^dt++++=Another
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Iorr ^np+++??+=Iorr
of ^in++++=of
Wendillo ^np+++??+=Wendillo,
, ^zz++++=EXTRAWORD
Wise ^jj+atrb+++=Wise
Iorr ^np+++??+=Iorr,
, ^zz++++=EXTRAWORD
Destroyer ^nn+nom+++=Destroyer
of ^in++++=of
Infidels ^np+++??+=Infidels!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
chorus ^nn++++=chorus
chanted ^vbd+++xvbn+=chanted.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
the ^ati++++=the
warriors ^nns++++=warriors,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
the ^ati++++=the
steel ^nn++++=steel,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
the ^ati++++=the
warriors ^nns++++=warriors,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
the ^ati++++=the
red ^jj+atrb+++=red
blood ^nn++++=blood
rushing ^vwbg+++xvbg+=rushing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
blood ^nn++++=blood
falling ^vwbg+++xvbg+=falling,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
blood ^nn++++=blood
Steaming ^vwbg+++xvbg+=Steaming
the ^ati++++=the
sun ^nn++++=sun
" ^zz++++="
Leonard ^np++++=Leonard
Sale ^nn++++=Sale
staggered ^vbd+++xvbn+=staggered
under ^in++++=under
the ^ati++++=the
burden ^nn++++=burden.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
away ^rp+pl+++=away!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Leave
leave ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
in ^in++++=in
God ^np++++=God's
's ^$++++=EXTRAWORD
name ^nn++++=name,
, ^zz++++=EXTRAWORD
leave ^nn++++=leave
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eeeeeeeeeee ^np+nom++??+=Eeeeeeeeeee,
, ^zz++++=EXTRAWORD
shrieked ^j+++xvbn+=shrieked
the ^ati++++=the
high ^jj++++=high
sound ^jj++++=sound
of ^in++++=of
steel ^nn++++=steel
hot ^jj++++=hot
on ^in++++=on
steel ^nn++++=steel.
. ^zz++++=EXTRAWORD
Silence ^nn+nom+++=Silence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
with ^in++++=with
the ^ati++++=the
sweat ^nn++++=sweat
boiling ^vwbg+++xvbg+=boiling
out ^rp+pl+++=out
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
trembling ^nvbg+++xvbg+=trembling
so ^ql++++=so
violently ^rb++++=violently
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
stand ^vb++++=stand.
. ^zz++++=EXTRAWORD
Insane ^jj++++=Insane,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
Absolutely ^rb+amp+++=Absolutely
insane ^jj++++=insane.
. ^zz++++=EXTRAWORD
Raving ^jj++++=Raving
insane ^jj++++=insane.
. ^zz++++=EXTRAWORD
Insane ^jj++++=Insane.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
jerked ^vbd+++xvbnx+=jerked
the ^ati++++=the
food ^nn++++=food
kit ^nn++++=kit
open ^nn++++=open,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
something ^pn++++=something
to ^in++++=to
a ^at++++=a
chemical ^jj+atrb+++=chemical
packet ^nn++++=packet.
. ^zz++++=EXTRAWORD
Hot ^jj+atrb+++=Hot
coffee ^nn++++=coffee
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
in ^in++++=in
an ^at++++=an
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
mouthed ^vbd+++xvbnx+=mouthed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
spilled ^jj+atrb++xvbn+=spilled
gushes ^nns+++??+=gushes
of ^in++++=of
it ^pp3+it+++=it
down ^in++++=down
his ^pp$+pp3+++=his
shirt ^nn++++=shirt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shivered ^vbd+++xvbnx+=shivered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sucked ^vbd+++xvbnx+=sucked
in ^in++++=in
raw ^jj+atrb+++=raw
gulps ^nns++++=gulps
of ^in++++=of
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
be ^vb+be+vrb++=be
logical ^jj+pred+++=logical,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
down ^rb+phrv+++=down
heavily ^rb++++=heavily.
. ^zz++++=EXTRAWORD
The ^ati++++=The
coffee ^nn++++=coffee
seared ^vprf+++xvbn+=seared
his ^pp$+pp3+++=his
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
No ^at++++=No
record ^nn++++=record
of ^in++++=of
insanity ^nn+nom+++=insanity
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
for ^in++++=for
two ^cd++++=two
hundred ^cd++++=hundred
years ^nns++++=years.
. ^zz++++=EXTRAWORD
All ^abn++++=All
healthy ^jj++++=healthy,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well-balanced.
- ^zz++++=EXTRAWORD
balanced ^jj+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
No ^at++++=No
reason ^nn++++=reason
for ^in++++=for
insanity ^nn+nom+++=insanity
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Shock ^nn++++=Shock?
? ^zz++++=EXTRAWORD
Silly ^jj++++=Silly.
. ^zz++++=EXTRAWORD
No ^at++++=No
shock ^nn++++=shock.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
rescued ^vpsv++agls+xvbnx+=rescued
in ^in++++=in
six ^cd++++=six
days ^nns++++=days.
. ^zz++++=EXTRAWORD
No ^at++++=No
shock ^nn++++=shock
to ^in++++=to
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
No ^at++++=No
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
planetoid ^nn+++??+=planetoid.
. ^zz++++=EXTRAWORD
Ordinary ^jj+atrb+++=Ordinary,
, ^zz++++=EXTRAWORD
ordinary ^jj+atrb+++=ordinary
place ^nn++++=place.
. ^zz++++=EXTRAWORD
No ^at++++=No
reason ^nn++++=reason
for ^in++++=for
insanity ^nn+nom+++=insanity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sane ^jj+pred+++=sane.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh?
? ^zz++++=EXTRAWORD
cried ^j+++xvbn+=cried
a ^at++++=a
small ^jj+atrb+++=small
metal ^nn++++=metal
voice ^nn++++=voice
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
An ^at++++=An
echo ^nn++++=echo.
. ^zz++++=EXTRAWORD
Fading ^vbg+++xvbg+=Fading.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes!"
yes ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
beating ^nvbg+++xvbg+=beating
his ^pp$+pp3+++=his
fists ^nns++++=fists
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="Sane!"
sane ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hahahahahahahahahah ^np+++??+=Hahahahahahahahahah.
. ^zz++++=EXTRAWORD
Somewhere ^rb++++=Somewhere
a ^at++++=a
vanishing ^jj+atrb++xvbg+=vanishing
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
whirled ^vbd+++xvbnx+=whirled
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
" ^zz++++="Shut
shut ^vbd+++xvbn+=EXTRAWORD
up ^rp++++=up,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
wreckage ^nn+nom+++=wreckage.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
swaying ^vbg+++xvbg+=swaying.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
was ^vbd+bedz+vrb++=was
normal ^jj+pred+++=normal.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
a ^at++++=a
routine ^nn++++=routine.
. ^zz++++=EXTRAWORD
From ^in++++=From
nine ^cd++++=nine
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
until ^in++++=until
twelve ^cd++++=twelve,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
walk ^vb++++=walk
around ^rp++++=around
and ^cc++++=and
see ^vb+vprv+++=see
the ^ati++++=the
planetoid ^nn+++??+=planetoid.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
write ^vb++++=write
on ^in++++=on
a ^at++++=a
pad ^nn++++=pad
with ^in++++=with
a ^at++++=a
yellow ^jj+atrb+++=yellow
pencil ^nn++++=pencil
everything ^pn++++=everything
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
would ^md+prd+++=would
sit ^vb++++=sit
down ^rb+phrv+++=down
and ^cc++++=and
open ^vb++++=open
a ^at++++=a
can ^nn++++=can
of ^in++++=of
oily ^jj+atrb+++=oily
sardines ^nns+++??+=sardines
and ^cc++++=and
some ^dti++++=some
canned ^jj+atrb++xvbn+=canned
fresh ^jj+atrb+++=fresh
bread ^nn++++=bread
with ^in++++=with
good ^jj+atrb+++=good
butter ^nn++++=butter
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
From ^in++++=From
twelve ^cd++++=twelve-thirty
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
until ^cs+sub+++=until
four ^cd++++=four
he ^pp3a+pp3+++=he
would ^md+prd+++=would
read ^vb+vprv++xvbn+=read
nine ^cd++++=nine
chapters ^nns+nom+++=chapters
of ^in++++=of
War ^nn++++=War
and ^cc++++=and
Peace ^nn++++=Peace.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
the ^ati++++=the
book ^nn++++=book
from ^in++++=from
the ^ati++++=the
wreckage ^nn+nom+++=wreckage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vbd+++xvbn+=laid
it ^pp3+it+++=it
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
might ^md+pos+++=might
find ^vb+vprv+tht0++=find
it ^pp3+it+++=it
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
book ^nn++++=book
of ^in++++=of
T ^zz++++=T.
. ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Eliot ^np++++=Eliot's
's ^$++++=EXTRAWORD
poetry ^nn++++=poetry,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
might ^md+pos+++=might
be ^vb+be+vrb++=be
nice ^jj+pred+++=nice.
. ^zz++++=EXTRAWORD
Supper ^nn++++=Supper
would ^md+prd+++=would
come ^vprf+++xvbn+=come
at ^rb++++=at
five ^cd++++=five-thirty
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
and ^cc++++=and
then ^rn+tm+++=then
from ^in++++=from
six ^cd++++=six
until ^cs+sub+++=until
ten ^cd++++=ten
he ^pp3a+pp3+++=he
would ^md+prd+++=would
listen ^vb++++=listen
to ^in++++=to
the ^ati++++=the
radio ^nn++++=radio
from ^in++++=from
Earth ^nn++++=Earth.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
bad ^jj+atrb+++=bad
comedians ^nns++++=comedians
telling ^vwbg+++xvbg+=telling
jokes ^nns++++=jokes
and ^cc++++=and
a ^at++++=a
bad ^jj+atrb+++=bad
singer ^nn++++=singer
singing ^vwbg+++xvbg+=singing
some ^dti++++=some
song ^nn++++=song,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
latest ^jjt+atrb+++=latest
news ^nn++++=news
flashes ^nns++++=flashes,
, ^zz++++=EXTRAWORD
signing ^vbg+++xvbg+=signing
off ^in+pl+++=off
at ^rb++++=at
midnight ^nn++++=midnight
with ^in++++=with
the ^ati++++=the
Un ^&fw++++=UN
anthem ^nn++++=anthem.
. ^zz++++=EXTRAWORD
After ^in++++=After
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
sick ^jj++++=sick.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
play ^vb++++=play
solitaire ^&fw++++=solitaire
until ^in++++=until
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
sit ^vb++++=sit
up ^rp++++=up
and ^cc++++=and
drink ^nn++++=drink
hot ^jj+atrb+++=hot
black ^jj+atrb+++=black
coffee ^nn++++=coffee
and ^cc++++=and
play ^nn++++=play
solitaire ^&fw++++=solitaire,
, ^zz++++=EXTRAWORD
no ^at++++=no
cheating ^nvbg+++xvbg+=cheating,
, ^zz++++=EXTRAWORD
until ^in++++=until
sunrise ^nn++++=sunrise.
. ^zz++++=EXTRAWORD
Ho ^uh++++=Ho,
, ^zz++++=EXTRAWORD
ho ^uh++++=ho,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Ha
ha ^uh++++=EXTRAWORD
ha ^uh++++=ha,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
time ^nn++++=time,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
sleep ^vb++++=sleep."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
wide ^jj++++=wide
awake ^jj++++=awake,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Liar,"
liar ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
retorted ^vbd+++xvbnx+=retorted,
, ^zz++++=EXTRAWORD
enjoying ^vbg+++xvbg+=enjoying
the ^ati++++=the
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
feel ^vb+vprv+++=feel
fine ^jj++++=fine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Hypocrite,"
hypocrite ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
afraid ^jj++++=afraid
of ^in++++=of
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
anything ^pn++++=anything,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
funny ^jj++++=funny,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
sleep ^nn++++=sleep
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
want ^vb++++=want
to ^to+vcmp+++=to
lie ^vbi++++=lie
down ^rp++++=down
all ^abn++++=all
the ^ati++++=the
more ^rbr++++=more
and ^cc++++=and
shut ^vb+++xvbn+=shut
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
curl ^nn++++=curl
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Comfy-cozy?"
comfy ^vb++++=EXTRAWORD
- ^zz++++=EXTRAWORD
cozy ^np++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
his ^pp$+pp3+++=his
ironic ^jj+atrb+++=ironic
censor ^nn++++=censor.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
just ^rb+emph+++=just
walk ^nn++++=walk
and ^cc++++=and
look ^vb++++=look
at ^rb++++=at
the ^ati++++=the
rocks ^nns++++=rocks
and ^cc++++=and
the ^ati++++=the
geological ^jj+atrb+++=geological
formations ^nns+nom+++=formations
and ^cc++++=and
think ^vb+vprv+++=think
how ^wrb+who+whcl++=how
good ^jj++++=good
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi++vrb++=be
alive ^jj+pred+++=alive,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Ye
ye ^pp2+pp2+++=EXTRAWORD
gods ^nns++++=gods,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
his ^pp$+pp3+++=his
censor ^nn++++=censor.
. ^zz++++=EXTRAWORD
" ^zz++++="William
william ^np++++=EXTRAWORD
Saroyan ^np+++??+=Saroyan!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
one ^cd1++++=one
night ^nn++++=night,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what
about ^in++++=about
the ^ati++++=the
next ^ap++++=next
night ^nn++++=night
and ^cc++++=and
the ^ati++++=the
next ^ap++++=next,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next?
? ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
stay ^vb++++=stay
awake ^jj++++=awake
all ^abn++++=all
that ^dt+dem+++=that
time ^nn++++=time,
, ^zz++++=EXTRAWORD
for ^in++++=for
six ^cd++++=six
nights ^nns++++=nights?
? ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
the ^ati++++=the
rescue ^nn++++=rescue
ship ^nn++++=ship
comes ^vbz++++=comes?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
that ^cs+sub+++=that
good ^jj++++=good,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
strong ^jj++++=strong?
? ^zz++++=EXTRAWORD
The ^ati++++=The
answer ^nn++++=answer
was ^vbd+bedz+vrb++=was
no ^at++++=no.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
afraid ^jj++++=afraid
of ^in+strn+++=of?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
