My ^pp$+pp1+++=My
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
surely ^rb++++=surely
as ^ql++++=as
on ^in++++=on
the ^ati++++=the
stars ^nns++++=stars--God
-- ^--+clp+++=EXTRAWORD
god ^np++++=EXTRAWORD
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not
infinite ^jj+atrb+++=infinite
pains ^nns++++=pains,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
least ^rb"++++=least
so ^rb+emph+++=so
superlative ^jj++++=superlative
a ^at++++=a
wisdom ^nn++++=wisdom
that ^tht+rel+++=that
to ^to++++=to
conceive ^vbi+vprv+++=conceive
of ^in++++=of
them ^pp3o+pp3+++=them
as ^in++++=as
wastage ^nn+nom+++=wastage
was ^vbd+bedz+aux++=was
to ^to++++=to
deny ^vbi+vpub+++=deny
the ^ati++++=the
mind ^nn++++=mind
which ^whp+rel+subj++=which
called ^vwbn+++xvbn+=called
them ^pp3o+pp3+++=them
forth ^rb++++=forth.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
He ^pp3a+pp3+++=He
who ^whp+who+++=who
had ^vb+hv+vrb++=had
skill ^nn++++=skill
to ^to++++=to
create ^vbi++++=create
them ^pp3o+pp3+++=them
could ^md+pos+++=could
blunder ^vb++++=blunder
in ^in++++=in
using ^xvbg+++xvbg+=using
them ^pp3o+pp3+++=them
was ^vbd+bedz+vrb++=was
simply ^rb++++=simply
incredible ^jj+pred+++=incredible.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
led ^jj+++xvbn+=led
to ^in++++=to
worse ^jjr++++=worse:
: ^zz++++=EXTRAWORD
for ^in++++=for
having ^xvbg+++xvbg+=having
to ^to++++=to
admit ^vbi+vpub+++=admit
the ^ati++++=the
infallible ^jj+atrb+++=infallible
design ^nn++++=design,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
now ^rn+tm+++=now
began ^vbd+++xvbn+=began
to ^to++++=to
admire ^vbi++++=admire
it ^pp3+it+++=it
as ^in++++=as
an ^at++++=an
exquisite ^jj+atrb+++=exquisite
scheme ^nn++++=scheme
of ^in++++=of
evil ^nn++++=evil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
accuse ^vbi++++=accuse
God ^np++++=God
of ^in++++=of
employing ^xvbg+++xvbg+=employing
supreme ^jj+atrb+++=supreme
knowledge ^nn++++=knowledge
and ^cc++++=and
skill ^nn++++=skill
to ^to++++=to
gratify ^vbi++++=gratify
a ^at++++=a
royal ^jj+atrb+++=royal
lust ^nn++++=lust
of ^in++++=of
cruelty ^nn++++=cruelty.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
month ^nn++++=month
and ^cc++++=and
more ^ql++++=more
this ^dt+dem+++=this
horrible ^jj+atrb+++=horrible
theory ^nn++++=theory
justified ^vwbn+++xvbn+=justified
itself ^ppl++++=itself
in ^in++++=in
all ^rb++++=all
innocent ^jj+atrb+++=innocent
daily ^jj+atrb+++=daily
sights ^nns++++=sights.
. ^zz++++=EXTRAWORD
Throughout ^in++++=Throughout
my ^pp$+pp1+++=my
country ^nn++++=country
walks ^nns++++=walks
I ^pp1a+pp1+++=I
" ^zz++++="saw
saw ^vbd+vprv++xvbn+=EXTRAWORD
blood ^nn++++=blood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
the ^ati++++=the
rabbit ^nn++++=rabbit
run ^vbd+++xvbn+=run
squeaking ^jj++++=squeaking
before ^in++++=before
the ^ati++++=the
weasel ^nn++++=weasel;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
butcher ^nn++++=butcher
crow ^nn++++=crow
working ^vwbg+++xvbg+=working
steadily ^rb++++=steadily
down ^in++++=down
the ^ati++++=the
hedge ^nn++++=hedge.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
seaward ^jjb++++=seaward
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
beneath ^in+pl+++=beneath
the ^ati++++=the
blue ^nn++++=blue
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
dog ^nn++++=dog-fish
- ^zz++++=EXTRAWORD
fish ^nns++++=EXTRAWORD
gnawing ^jj++++=gnawing
on ^in++++=on
the ^ati++++=the
whiting ^nn++++=whiting.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden
I ^pp1a+pp1+++=I
surprised ^vbd+++xvbnx+=surprised
the ^ati++++=the
thrush ^nn+++??+=thrush
dragging ^vwbg+++xvbg+=dragging
worms ^nns++++=worms
from ^in++++=from
the ^ati++++=the
turf ^nn++++=turf,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cat ^nn++++=cat
slinking ^vwbg+++xvbg+=slinking
on ^in++++=on
the ^ati++++=the
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spider ^nn++++=spider
squatting ^vwbg+++xvbg+=squatting
in ^in++++=in
ambush ^nn+++??+=ambush.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
rosy ^jj+atrb+++=rosy
face ^nn++++=face
of ^in++++=of
every ^at++++=every
well ^rb++++=well-nourished
- ^zz++++=EXTRAWORD
nourished ^vprf+++xvbn+=EXTRAWORD
child ^nn++++=child
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
lamb ^nn++++=lamb
gazing ^vwbg+++xvbg+=gazing
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
butcher ^nn++++=butcher's
's ^$++++=EXTRAWORD
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
dear ^uh++++=dear
Violet ^nn++++=Violet,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
a ^at++++=a
hideous ^jj+atrb+++=hideous
time ^nn++++=time!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
just ^rb+emph+++=just
then ^rn+tm+++=then
by ^in++++=by
chance ^nn++++=chance
a ^at++++=a
book ^nn++++=book
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
hands--lamartine ^nn+++??+=hands--Lamartine's
's ^$++++=EXTRAWORD
Chute ^np+++??+=Chute
d ^zz++++=d'un
'un ^nn+++??+=EXTRAWORD
Ange ^np+++??+=Ange.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
the ^ati++++=the
Seventh ^nn++++=Seventh
and ^cc++++=and
Tenth ^nn++++=Tenth
Visions ^nns++++=Visions
of ^in++++=of
that ^dt+dem+++=that
poem ^nn++++=poem,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
describe ^vb++++=describe
the ^ati++++=the
favourite ^jjb+atrb+++=favourite
amusements ^nns+nom+++=amusements
of ^in++++=of
the ^ati++++=the
Men ^nns++++=Men-gods?
- ^zz++++=EXTRAWORD
gods ^nns++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Before ^in++++=Before
the ^ati++++=the
Deluge ^nn++++=Deluge,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
rude ^jj+atrb+++=rude
tents ^nns++++=tents
of ^in++++=of
the ^ati++++=the
nomad ^nn++++=nomad
shepherds ^nns++++=shepherds,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
rose ^nn+++xvbn+=rose
city ^nn++++=city
upon ^in++++=upon
city ^nn++++=city
of ^in++++=of
palaces ^npl++++=palaces
built ^vbd+++xvbn+=built
of ^in++++=of
jasper ^np++++=jasper
and ^cc++++=and
porphyry ^nn++++=porphyry,
, ^zz++++=EXTRAWORD
splendid ^jj++++=splendid
and ^cc++++=and
utterly ^rb+amp+++=utterly
corrupt ^jj++++=corrupt;
; ^zz++++=EXTRAWORD
inhabited ^xvbn+++xvbn+=inhabited
by ^in++++=by
men ^nns++++=men
who ^whp+rel+subj++=who
called ^vbd+++xvbn+=called
themselves ^ppls+pp3+++=themselves
gods ^nns++++=gods
and ^cc++++=and
explored ^vbd+++xvbn+=explored
the ^ati++++=the
subtleties ^nns++++=subtleties
of ^in++++=of
all ^abn++++=all
sciences ^nns+nom+++=sciences
to ^in++++=to
minister ^npt+nom+++=minister
to ^in++++=to
their ^pp$+pp3+++=their
vicious ^jj+atrb+++=vicious
pleasures ^nns++++=pleasures.
. ^zz++++=EXTRAWORD
At ^rb++++=At
ease ^nn++++=ease
on ^in++++=on
soft ^jj+atrb+++=soft
couches ^nns++++=couches,
, ^zz++++=EXTRAWORD
in ^in++++=in
hanging ^xvbg+++xvbg+=hanging
gardens ^nns++++=gardens
set ^vbd+++xvbn+=set
with ^in++++=with
fountains ^nns++++=fountains,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
beings ^nns++++=beings
feasted ^vbd+++xvbn+=feasted
with ^in++++=with
every ^at++++=every
refinement ^nn+nom+++=refinement
of ^in++++=of
cruelty ^nn++++=cruelty.
. ^zz++++=EXTRAWORD
Kneeling ^vbg+nom++xvbg+=Kneeling
slaves ^nns++++=slaves
were ^vbd+bed+vrb++=were
their ^pp$+pp3+++=their
living ^nvbg+++xvbg+=living
tables ^nns++++=tables;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
for ^in++++=for
their ^pp$+pp3+++=their
food ^nn++++=food-Tous
- ^zz++++=EXTRAWORD
tous ^&fw++++=EXTRAWORD
les ^&fw++++=les
oiseaux ^nn+++??+=oiseaux
de ^&fw++++=de
l ^zz++++=l'air,
'air, ^nn+++??+=EXTRAWORD
tous ^&fw++++=tous
les ^&fw++++=les
poissons ^nns+++??+=poissons
de ^&fw++++=de
l ^zz++++=l'onde,
'onde, ^nn+++??+=EXTRAWORD
Tout ^&fw++++=Tout
ce ^&fw++++=ce
qui ^&fw++++=qui
vole ^nn+++??+=vole
ou ^&fw++++=ou
nage ^nn++++=nage
ou ^&fw++++=ou
rampe ^nn+++??+=rampe
dans ^&fw++++=dans
le ^&fw++++=le
monde ^&fw++++=monde,
, ^zz++++=EXTRAWORD
Mourant ^np+nom++??+=Mourant
pour ^&fw++++=pour
leur ^&fw++++=leur
plaisir ^nn+++??+=plaisir
des ^&fw++++=des
plus ^in++++=plus
cruels ^nns+++??+=cruels
trepas ^nns+++??+=trepas
De ^&fw++++=De
sanglantes ^nns+nom++??+=sanglantes
savours ^nns+++??+=savours
composent ^jj++++=composent
leurs ^&fw++++=leurs
repas ^nns+++??+=repas.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
In ^in++++=In
these ^dt+dem+++=these
lines ^nns++++=lines
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
discerned ^vbd+++xvbnx+=discerned
the ^ati++++=the
very ^ql+amp+++=very
God ^np++++=God
of ^in++++=of
the ^ati++++=the
universe ^nn++++=universe,
, ^zz++++=EXTRAWORD
the ^ati++++=the
God ^nn++++=God
whom ^whp+rel+obj++=whom
men ^nns++++=men
worship ^nn+nom+++=worship-Dans
- ^zz++++=EXTRAWORD
dans ^&fw++++=EXTRAWORD
les ^&fw++++=les
infames ^nns+++??+=infames
jeux ^nn+++??+=jeux
de ^&fw++++=de
leur ^&fw++++=leur
divin ^nn+++??+=divin
loisir ^nn+++??+=loisir
Le ^&fw++++=Le
supplice ^nn+++??+=supplice
de ^&fw++++=de
l ^zz++++=l'homme
'homme ^nn+++??+=EXTRAWORD
est ^&fw++++=est
leur ^&fw++++=leur
premier ^npt++++=premier
plaisir ^nn+++??+=plaisir.
. ^zz++++=EXTRAWORD
Pour ^&fw++++=Pour
que ^&fw++++=que
leur ^&fw++++=leur
oeil ^nn+++??+=oeil
feroce ^nn+++??+=feroce
a ^at++++=a
l ^zz++++=l'envi
'envi ^nn+++??+=EXTRAWORD
s ^zz++++=s'en
'en ^vbd+++xvbn+0=EXTRAWORD
repaisse ^nn+++??+=repaisse
Des ^&fw++++=Des
bourreaux ^nn+++??+=bourreaux
devant ^nn++++=devant
eux ^&fw++++=eux
en ^&fw++++=en
immolent ^jj++++=immolent
sans ^&fw++++=sans
cesse ^nn+++??+=cesse.
. ^zz++++=EXTRAWORD
Tantot ^np+++??+=Tantot
ils ^vbz+++??+=ils
font ^vbd+++xvbn+=font
lutter ^jjr++++=lutter,
, ^zz++++=EXTRAWORD
dans ^&fw++++=dans
des ^&fw++++=des
combats ^nns+++??+=combats
affreux ^nn+++??+=affreux,
, ^zz++++=EXTRAWORD
L ^zz++++=L'homme
'homme ^nn+++??+=EXTRAWORD
contre ^nn+++??+=contre
la ^&fw++++=la
brute ^jjb++++=brute
et ^&fw++++=et
les ^&fw++++=les
hommes ^&fw++++=hommes
entre ^&fw++++=entre
eux ^&fw++++=eux,
, ^zz++++=EXTRAWORD
Aux ^&fw++++=Aux
longs ^vbz++++=longs
ruisseaux ^nn+++??+=ruisseaux
de ^&fw++++=de
sang ^vbd+++xvbn+=sang
qui ^&fw++++=qui
coulent ^jj++++=coulent
de ^&fw++++=de
la ^&fw++++=la
veine ^nn+++??+=veine,
, ^zz++++=EXTRAWORD
Aux ^&fw++++=Aux
palpitations ^nns+nom+++=palpitations
des ^&fw++++=des
membres ^nns+++??+=membres
sur ^&fw++++=sur
l ^zz++++=l'arene,
'arene, ^nn+++??+=EXTRAWORD
Se ^&fw++++=Se
levant ^nn++++=levant
a ^at++++=a
demi ^nn+++??+=demi
de ^&fw++++=de
leurs ^&fw++++=leurs
lits ^nns+++??+=lits
de ^&fw++++=de
repos ^nns+++??+=repos
Des ^&fw++++=Des
frissons ^nns+++??+=frissons
de ^&fw++++=de
plaisir ^nn+++??+=plaisir
fremissent ^jj++++=fremissent
sur ^&fw++++=sur
leurs ^&fw++++=leurs
peaux ^nn+++??+=peaux.
. ^zz++++=EXTRAWORD
Le ^&fw++++=Le
cri ^nn+++??+=cri
de ^&fw++++=de
la ^&fw++++=la
torture ^nn++++=torture
est ^&fw++++=est
leur ^&fw++++=leur
douce ^jj+atrb+++=douce
harmonie ^nn+++??+=harmonie,
, ^zz++++=EXTRAWORD
Et ^&fw++++=Et
leur ^&fw++++=leur
oeil ^nn+++??+=oeil
dans ^&fw++++=dans
son ^nn++++=son
oeil ^nn+++??+=oeil
boit ^nn+++??+=boit
sa ^nn+++??+=sa
lente ^nn+++??+=lente
agonie ^nn+++??+=agonie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
charged ^vbd+vpub++xvbnx+=charged
the ^ati++++=the
Supreme ^jj+atrb+++=Supreme
Power ^nn++++=Power
with ^in++++=with
a ^at++++=a
cruelty ^nn++++=cruelty
deliberate ^jj++++=deliberate,
, ^zz++++=EXTRAWORD
ruthless ^jj++++=ruthless,
, ^zz++++=EXTRAWORD
serene ^jj++++=serene.
. ^zz++++=EXTRAWORD
Nero ^np+++??+=Nero
the ^ati++++=the
tyrant ^nn++++=tyrant
once ^cs+tm+++=once
commanded ^vprf+++xvbn+=commanded
a ^at++++=a
representation ^nn+nom+++=representation
in ^in++++=in
grim ^jj+atrb+++=grim
earnest ^nn++++=earnest
of ^in++++=of
the ^ati++++=the
Flight ^nn++++=Flight
of ^in++++=of
Icarus ^np+++??+=Icarus;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
unhappy ^jj+atrb+++=unhappy
boy ^nn++++=boy
who ^whp+rel+subj++=who
took ^vbd+++xvbn+=took
the ^ati++++=the
part ^nn++++=part,
, ^zz++++=EXTRAWORD
at ^in++++=at
his ^pp$+pp3+++=his
first ^od++++=first
attempt ^vb++++=attempt
to ^to+vcmp+++=to
fly ^vbi++++=fly,
, ^zz++++=EXTRAWORD
fell ^j+++xvbn+=fell
headlong ^jjb++++=headlong
beside ^in+pl+++=beside
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
couch ^nn++++=couch
and ^cc++++=and
spattered ^vwbn+++xvbn+=spattered
him ^pp3o+pp3+++=him
with ^in++++=with
blood ^nn++++=blood
and ^cc++++=and
brains ^nns++++=brains.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
Emperor ^nn++++=Emperor,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Suetonius ^np+++??+=Suetonius,
, ^zz++++=EXTRAWORD
perraro ^nn+++??+=perraro
praesidere ^nn+++??+=praesidere,
, ^zz++++=EXTRAWORD
ceterum ^nn+++??+=ceterum
accubans ^nns+nom+++=accubans,
, ^zz++++=EXTRAWORD
parvis ^nns+++??+=parvis
primum ^nn+++??+=primum
foraminibus ^nns+++??+=foraminibus,
, ^zz++++=EXTRAWORD
deinde ^nn+++??+=deinde
toto ^nn+++??+=toto
podio ^nn+++??+=podio
adaperto ^nn+++??+=adaperto,
, ^zz++++=EXTRAWORD
spectare ^nn+++??+=spectare
consuerat ^nn+++??+=consuerat.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
on ^rp++++=on
the ^ati++++=the
stage ^nn++++=stage
of ^in++++=of
this ^dt+dem+++=this
world ^nn++++=world
men ^nns++++=men
agonised ^vbd+++xvbn+=agonised
for ^in++++=for
the ^ati++++=the
delight ^nn++++=delight
of ^in++++=of
one ^cd1++++=one
cruel ^jj+atrb+++=cruel
intelligence ^nn+nom+++=intelligence
which ^whp+rel+subj++=which
watched ^vbd+++xvbn+=watched
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
curtain ^nn++++=curtain
of ^in++++=of
a ^at++++=a
private ^jj+atrb+++=private
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II
In ^in++++=In
this ^dt+dem+++=this
unhappy ^jj+atrb+++=unhappy
condition ^nn+nom+++=condition
of ^in++++=of
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying
in ^in++++=in
my ^pp$+pp1+++=my
library ^nn+nom+++=library
chair ^nn++++=chair
here ^rn+pl+++=here
at ^in++++=at
Sevenhays ^np+++??+=Sevenhays,
, ^zz++++=EXTRAWORD
at ^rb++++=at
two ^cd++++=two
o'clock ^rb++++=o'clock
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
January ^nr+nom+++=January
4 ^zz++++=4
th ^zz++++=th.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
finished ^vprf+++xvbnx+=finished
another ^ppls++++=another
reading ^np+++xvbg+=reading
of ^in++++=of
the ^ati++++=the
Tenth ^nn++++=Tenth
Vision ^nn++++=Vision
and ^cc++++=and
had ^vbd+hvd+aux++=had
tossed ^vprf+++xvbnx+=tossed
my ^pp$+pp1+++=my
book ^nn++++=book
into ^in++++=into
the ^ati++++=the
lap ^nn++++=lap
of ^in++++=of
an ^at++++=an
armchair ^nn++++=armchair
opposite ^nn++++=opposite.
. ^zz++++=EXTRAWORD
Fire ^nn++++=Fire
and ^cc++++=and
lamp ^nn++++=lamp
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning
brightly ^rb++++=brightly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
outside ^jjb++++=outside
was ^vbd+bedz+vrb++=was
still ^rb++++=still
and ^cc++++=and
soundless ^jj++++=soundless,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
touch ^nn++++=touch
of ^in++++=of
frost ^nn++++=frost.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
retracing ^jj+++xvbg+=retracing
in ^in++++=in
thought ^nn+++xvbn+=thought
the ^ati++++=the
circumstances ^nns+nom+++=circumstances
of ^in++++=of
Harry ^np++++=Harry's
's ^$++++=EXTRAWORD
last ^rb++++=last
parting ^nvbg+++xvbg+=parting
from ^in++++=from
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
repeating ^vbg+vpub++xvbg+=repeating
to ^in++++=to
myself ^ppl+pp1+++=myself
a ^at++++=a
scrap ^nn++++=scrap
here ^rn+pl+++=here
and ^cc+phrs+++=and
there ^rn+pl+++=there
from ^in++++=from
the ^ati++++=the
three ^cd++++=three
letters ^nns+nom+++=letters
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
on ^in++++=on
his ^pp$+pp3+++=his
way ^nn++++=way--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
last ^ap++++=last
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
high ^jj+atrb+++=high
spirits ^nns++++=spirits,
, ^zz++++=EXTRAWORD
received ^j+++xvbn+=received
a ^at++++=a
full ^jj++++=full
three ^cd++++=three
weeks ^nns++++=weeks
after ^cs+sub+++=after
the ^ati++++=the
telegram ^nn++++=telegram
which ^whp+rel+subj++=which
announced ^vbd+vpub++xvbn+=announced
his ^pp$+pp3+++=his
death ^nn++++=death.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
passage ^nn+nom+++=passage
in ^in++++=in
this ^dt+dem+++=this
last ^jj+atrb+++=last
letter ^nn++++=letter
describing ^vwbg+++xvbg+=describing
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
ride ^nn++++=ride
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
alone ^rb++++=alone
and ^cc++++=and
by ^in++++=by
moonlight ^nn++++=moonlight
on ^in++++=on
the ^ati++++=the
desert ^nn++++=desert;
; ^zz++++=EXTRAWORD
a ^at++++=a
ride ^nn++++=ride
( ^zz++++=(he
he ^pp3a+pp3+++=EXTRAWORD
protested ^vbd+vpub++xvbnx+=protested)
) ^zz++++=EXTRAWORD
which ^whp+who+++=which
wanted ^vbd+++xvbn+=wanted
nothing ^pn++++=nothing
of ^in++++=of
perfect ^jj+atrb+++=perfect
happiness ^nns+nom+++=happiness
but ^cc++++=but
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
riding ^nvbg+++xvbg+=riding
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
to ^to++++=to
share ^vbi++++=share
his ^pp$+pp3+++=his
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
sentence ^nn+nom+++=sentence
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
recall ^vb+vprv+++=recall
precisely ^rb+cnj+++=precisely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
my ^pp$+pp1+++=my
chair ^nn++++=chair
and ^cc++++=and
was ^vbd+bedz+aux++=was
crossing ^vbg+++xvbgx+=crossing
the ^ati++++=the
room ^nn++++=room
towards ^in++++=towards
the ^ati++++=the
drawer ^nn++++=drawer
in ^in++++=in
the ^ati++++=the
writing ^jj+++xvbg+=writing-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
his ^pp$+pp3+++=his
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
trampling ^nn++++=trampling
of ^in++++=of
hoofs ^nns++++=hoofs
on ^in++++=on
the ^ati++++=the
gravel ^nn++++=gravel
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
my ^pp$+pp1+++=my
Christian ^jj+atrb+++=Christian
name ^nn++++=name
called ^vbd+++xvbn+=called--with
-- ^--+clp+++=EXTRAWORD
with ^in++++=EXTRAWORD
distinctness ^nns+nom+++=distinctness,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
unshuttered ^jj+pred+++=unshuttered;
; ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
up ^rp++++=up
the ^ati++++=the
blind ^jj++++=blind
and ^cc++++=and
flung ^vbd+++xvbn+=flung
up ^rp++++=up
the ^ati++++=the
sash ^nn++++=sash.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^nn++++=moon,
, ^zz++++=EXTRAWORD
in ^in++++=in
its ^pp$+it+++=its
third ^nn++++=third
quarter ^nn++++=quarter
and ^cc++++=and
about ^in++++=about
an ^at++++=an
hour ^nn++++=hour
short ^jj++++=short
of ^in++++=of
its ^pp$+it+++=its
meridian ^jj++++=meridian,
, ^zz++++=EXTRAWORD
shone ^j+++xvbn+=shone
over ^in++++=over
the ^ati++++=the
deodars ^nns+++??+=deodars
upon ^in++++=upon
the ^ati++++=the
white ^jj+atrb+++=white
gravel ^nn++++=gravel.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
Harry ^np++++=Harry
on ^in++++=on
his ^pp$+pp3+++=his
sorrel ^nn+++??+=sorrel
mare ^nn++++=mare
Vivandiere ^np+++??+=Vivandiere,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
my ^pp$+pp1+++=my
own ^ap++++=own
Grey ^jj+atrb+++=Grey
Sultan ^npt++++=Sultan
ready ^jj++++=ready
bridled ^jj+++xvbn+=bridled
and ^cc+phrs+++=and
saddled ^jj+++xvbn+=saddled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
in ^in++++=in
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
khaki ^nn++++=khaki
riding ^vwbg+++xvbg+=riding
suit ^nn++++=suit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
askew ^rb++++=askew
in ^in++++=in
