Old ^jj+atrb+++=Old
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
success ^nns+nom+++=success
gratifies ^vbz++++=gratifies
her ^pp$+pp3+++=her
ambition ^nn+nom+++=ambition
and ^cc++++=and
places ^nns++++=places
her ^pp$+pp3+++=her
in ^in++++=in
a ^at++++=a
distinguished ^jj+atrb++xvbn+=distinguished
public ^jj+atrb+++=public
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
pay ^vb++++=pay
something ^pn++++=something
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+atrb+++=sure
Billy ^np++++=Billy
Wren ^np++++=Wren's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
would ^md+prd+++=would
give ^vb++++=give
her ^pp$+pp3+++=her
very ^ql+amp+++=very
bill ^np++++=bill
to ^to++++=to
see ^vbi+vprv+tht0++=see
her ^pp$+pp3+++=her
husband ^nn++++=husband
in ^in++++=in
the ^ati++++=the
circles ^nns++++=circles
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
quite ^rb++++=quite
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
To ^to++++=To
say ^vbi+vpub+++=say
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
wife ^nn++++=wife
was ^vbd+bedz+vrb++=was
all ^abn++++=all
well ^rb++++=well
enough ^qlp++++=enough
content ^jj+atrb+++=content
till ^cs+sub+++=till
old ^jj+atrb+++=old
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie
interfered ^vbd+++xvbn+=interfered.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
quite ^rb++++=quite
my ^pp$+pp1+++=my
duty ^nn++++=duty
to ^to+ncmp+++=to
take ^vbi++++=take
strong ^jj+atrb+++=strong
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
show ^vb+vprv+++=show
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
dictated ^vpsv++agls+xvbnx+=dictated
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
after ^in++++=after
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
Oriole ^np+++??+=Oriole
went ^vbd+++xvbn+=went
to ^in++++=to
rather ^rb++++=rather
more ^ql++++=more
concerts ^nns++++=concerts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spent ^vbd+++xvbn+=spent
less ^rbr++++=less
time ^nn++++=time
at ^in++++=at
home ^nr++++=home
than ^in++++=than
ever ^rb++++=ever
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
all ^abn++++=all
that ^dt+dem+++=that
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie
effected ^vwbn+++xvbn+=effected
in ^cs+sub+++=in
that ^cs"++++=that
quarter ^nn++++=quarter.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
bad ^jj++++=bad
in ^in++++=in
Tommy ^np++++=Tommy;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
birds ^nns++++=birds
are ^vb+ber+vrb++=are
no ^at++++=no
better ^nn++++=better
than ^in++++=than
men ^nns++++=men
in ^in++++=in
domestic ^jj+atrb+++=domestic
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
will ^md+prd+++=will
take ^vb++++=take
the ^ati++++=the
most ^ql+emph+++=most
unreasonable ^jj+atrb+++=unreasonable
courses ^nns++++=courses,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
a ^at++++=a
meddlesome ^jj+atrb+++=meddlesome
Magpie ^np+++??+=Magpie
gets ^vbz++++=gets
her ^pp$+pp3+++=her
claw ^nn++++=claw
into ^in++++=into
their ^pp$+pp3+++=their
nest ^nn++++=nest.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
old ^jj+atrb+++=old
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
got ^vprf+++xvbnx+=got
a ^at++++=a
new ^jj+atrb+++=new
business ^nns+nom+++=business
in ^in++++=in
hand ^nn++++=hand
in ^in++++=in
another ^dt++++=another
quarter ^nn++++=quarter.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bustled ^vbd+++xvbnx+=bustled
off ^in+pl+++=off
down ^rp++++=down
to ^in++++=to
Water ^nn++++=Water-Dock
- ^zz++++=EXTRAWORD
dock ^nn++++=EXTRAWORD
Lane ^nn++++=Lane,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
said ^vbd+vpub++xvbn+=said
in ^in++++=in
a ^at++++=a
former ^ap++++=former
narrative ^nn++++=narrative,
, ^zz++++=EXTRAWORD
lived ^j+++xvbn+=lived
the ^ati++++=the
old ^jj+atrb+++=old
music ^nn++++=music-teacher,
- ^zz++++=EXTRAWORD
teacher ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
doctor ^nn++++=doctor
was ^vbd+bedz+vrb++=was
a ^at++++=a
simple ^jj++++=simple-minded,
- ^zz++++=EXTRAWORD
minded ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good,
, ^zz++++=EXTRAWORD
amiable ^jj+atrb+++=amiable
creature ^nn++++=creature,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
played ^vprf+++xvbnx+=played
the ^ati++++=the
double ^jj++++=double-bass
- ^zz++++=EXTRAWORD
bass ^np++++=EXTRAWORD
and ^cc++++=and
led ^vbd+++xvbn+=led
the ^ati++++=the
forest ^nn++++=forest
choir ^nn++++=choir
on ^in++++=on
all ^abn++++=all
public ^jj+atrb+++=public
occasions ^nns++++=occasions
since ^cs+sub+++=since
nobody ^pn++++=nobody
knows ^vbz+vprv+++=knows
when ^wrb+who+whcl++=when.
. ^zz++++=EXTRAWORD
Latterly ^rb++++=Latterly
some ^dti++++=some
youngsters ^nns+nom+++=youngsters
had ^vbd+hvd+aux++=had
arisen ^vprf+++xvbn+=arisen
who ^whp+who+++=who
sneered ^vbd+++xvbn+=sneered
at ^in++++=at
his ^pp$+pp3+++=his
performances ^nns+nom+++=performances
as ^ql++++=as
behind ^in+pl+++=behind
the ^ati++++=the
age ^nn++++=age.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
a ^at++++=a
great ^jj+atrb+++=great
city ^nn++++=city
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
vicinity ^nn+nom+++=vicinity
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
tribes ^nns++++=tribes
of ^in++++=of
wandering ^xvbg+++xvbg+=wandering
boys ^nns++++=boys
broke ^vbd+++xvbn+=broke
up ^rp++++=up
the ^ati++++=the
simple ^jj+atrb+++=simple
tastes ^nns++++=tastes
and ^cc++++=and
quiet ^jj+atrb+++=quiet
habits ^nns++++=habits
which ^whp+rel+obj++=which
old ^jj+atrb+++=old
Mother ^nn++++=Mother
Nature ^nn++++=Nature
had ^vb+hv+aux++=had
always ^rb++splt++=always
kept ^vprf+++xvbnx+=kept
up ^rb+phrv+++=up
in ^in++++=in
those ^dt+dem+++=those
parts ^nns++++=parts.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
pulled ^vbd+++xvbnx+=pulled
the ^ati++++=the
young ^jj+atrb+++=young
checkerberry ^nn++++=checkerberry
before ^cs+sub+++=before
it ^pp3+it+++=it
even ^rb++++=even
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^to++++=to
blossom ^vbi++++=blossom,
, ^zz++++=EXTRAWORD
rooted ^j+++xvbn+=rooted
up ^rp++++=up
the ^ati++++=the
sassafras ^nns+++??+=sassafras
shrubs ^nns++++=shrubs
and ^cc++++=and
gnawed ^vbd+++xvbn+=gnawed
their ^pp$+pp3+++=their
roots ^nns++++=roots,
, ^zz++++=EXTRAWORD
fired ^j+++xvbn+=fired
off ^in+pl+++=off
guns ^nns++++=guns
at ^in++++=at
the ^ati++++=the
birds ^nns++++=birds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
several ^ap++++=several
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
old ^jj+atrb+++=old
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog
was ^vbd+bedz+aux++=was
leading ^vbg+++xvbgx+=leading
a ^at++++=a
concert ^nn++++=concert,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
dashed ^vprf+++xvbnx+=dashed
in ^in++++=in
and ^cc++++=and
broken ^vbd+++xvbn+=broken
up ^rp++++=up
the ^ati++++=the
choir ^nn++++=choir
by ^in++++=by
throwing ^xvbg+++xvbg+=throwing
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
varlets ^nns+nom+++=varlets
had ^vb+hv+vrb++=had
a ^at++++=a
way ^nn++++=way
of ^in++++=of
jeering ^nn++++=jeering
at ^in++++=at
the ^ati++++=the
simple ^jj+atrb+++=simple
old ^jj+atrb+++=old
doctor ^nn++++=doctor
and ^cc++++=and
his ^pp$+pp3+++=his
concerts ^nns++++=concerts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mimicking ^nvbg+++xvbg+=mimicking
the ^ati++++=the
tones ^nns++++=tones
of ^in++++=of
his ^pp$+pp3+++=his
bass ^nn++++=bass-viol.
- ^zz++++=EXTRAWORD
viol ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^rn+pl+++=EXTRAWORD
you ^pp2+pp2+++=you
go ^vb++++=go,
, ^zz++++=EXTRAWORD
Paddy ^np++++=Paddy-go-donk,
- ^zz++++=EXTRAWORD
go ^vb++++=EXTRAWORD
- ^zz++++=EXTRAWORD
donk ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Paddy-go-donk-umph ^np+++??+=Paddy-go-donk-umph--chunk,"
-- ^--+clp+++=EXTRAWORD
chunk ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
some ^dti++++=some
rascal ^nn++++=rascal
of ^in++++=of
a ^at++++=a
boy ^nn++++=boy
would ^md+prd+++=would
shout ^vb++++=shout,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
Bullfrog ^np++++=Bullfrog's
's ^$++++=EXTRAWORD
yellow ^jj+atrb+++=yellow
spectacles ^nns++++=spectacles
would ^md+prd+++=would
be ^vb+be+aux++=be
bedewed ^vpsv++agls+xvbnx+=bedewed
with ^in++++=with
tears ^nns++++=tears
of ^in++++=of
honest ^jj+atrb+++=honest
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
In ^in++++=In
time ^nn++++=time,
, ^zz++++=EXTRAWORD
the ^ati++++=the
jeers ^nns++++=jeers
of ^in++++=of
these ^dt+dem+++=these
little ^jj+atrb+++=little
savages ^nns+nom+++=savages
began ^vbd+++xvbn+=began
to ^to++++=to
tell ^vbi++++=tell
on ^in++++=on
the ^ati++++=the
society ^nn++++=society
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
corrupt ^vbi++++=corrupt
their ^pp$+pp3+++=their
simple ^jj+atrb+++=simple
manners ^nns+nom+++=manners;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
whispered ^vpsv++agls+xvbnx+=whispered
among ^in++++=among
the ^ati++++=the
younger ^jjr++++=younger
and ^cc++++=and
more ^rbr++++=more
heavy ^jj+atrb+++=heavy
birds ^nns++++=birds
and ^cc++++=and
squirrels ^nns++++=squirrels
that ^tht+rel+++=that
old ^jj+atrb+++=old
Bullfrog ^np+++??+=Bullfrog
was ^vbd+bedz+vrb++=was
a ^at++++=a
bore ^nn+++xvbn+=bore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time
to ^to++++=to
get ^vbi++++=get
up ^rp++++=up
a ^at++++=a
new ^jj+atrb+++=new
style ^nn++++=style
of ^in++++=of
music ^nn++++=music
in ^in++++=in
the ^ati++++=the
parish ^nn++++=parish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
charge ^nn++++=charge
of ^in++++=of
it ^pp3+it+++=it
to ^in++++=to
some ^dti++++=some
more ^rbr++++=more
modern ^jj+atrb+++=modern
performer ^nn+nom+++=performer.
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
old ^jj+atrb+++=old
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog
knew ^vbd+vprv++xvbn+=knew
nothing ^pn++++=nothing
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
his ^pp$+pp3+++=his
simple ^jj++++=simple
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
in ^in++++=in
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie
called ^vbd+++xvbn+=called
in ^rb+phrv+++=in
upon ^in++++=upon
him ^pp3o+pp3+++=him
one ^cd1++++=one
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
neighbour ^nn++++=neighbour,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
unreasonable ^jj+atrb+++=unreasonable
people ^nns++++=people
are ^vb+ber+vrb++=are!
! ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
would ^md+prd+++=would
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
that ^tht+vcmp+++=that
the ^ati++++=the
youth ^nn++++=youth
of ^in++++=of
our ^pp$+pp1+++=our
generation ^nn+nom+++=generation
should ^md+nec+++=should
have ^vb+hv+vrb++=have
no ^at++++=no
more ^rbr++++=more
consideration ^nn+nom+++=consideration
for ^in++++=for
established ^nn++++=established
merit ^vb++++=merit?
? ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
for ^in++++=for
my ^pp$+pp1+++=my
part ^nn++++=part,
, ^zz++++=EXTRAWORD
_i_ ^nn+++??+=_I_
think ^vb+vprv+++=think
your ^pp$+pp2+++=your
music ^nn++++=music-teaching
- ^zz++++=EXTRAWORD
teaching ^vbg+vsua++xvbg+=EXTRAWORD
never ^rb++++=never
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
for ^in"++++=for
our ^pp$+pp1+++=our
choir ^nn++++=choir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
maintain ^vb+vpub+++=maintain
constantly ^rb++++=constantly
that ^cs+sub+++=that
it ^pp3+it+++=it
never ^rb++++=never
was ^vbd+bedz+vrb++=was
in ^in++++=in
better ^jjr+atrb+++=better
order ^nn++++=order,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but--Well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^cd1++++=one
may ^md+pos+++=may
wear ^vb++++=wear
her ^pp$+pp3+++=her
tongue ^nn++++=tongue
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^cd1++++=one
can ^md+pos+++=can
never ^rb++splt++=never
make ^vb++++=make
these ^dt+dem+++=these
young ^jj+atrb+++=young
folks ^nns++++=folks
listen ^vb++++=listen
to ^in++++=to
reason ^nn++++=reason."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
really ^rb+emph+++=really
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,"
'am," ^vb+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
poor ^jj+atrb+++=poor
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog.
. ^zz++++=EXTRAWORD
" ^zz++++="What!
what ^wdt+who+++=EXTRAWORD
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
a ^at++++=a
committee ^nn+nom+++=committee
that ^tht+rel+subj++=that
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
call ^vb++++=call
on ^in+ppvb+++=on
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
to ^to++++=to
ask ^vbi++++=ask
you ^pp2+pp2+++=you
to ^to++++=to
resign ^vbi++++=resign
the ^ati++++=the
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
parish ^nn++++=parish
music ^nn++++=music?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Madam,"
madam ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
that ^dt+dem+++=that
energy ^nn++++=energy
of ^in++++=of
tone ^nn++++=tone
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
remarkable ^jj+pred+++=remarkable,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
it, ^nn+++??+=it,--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
Can ^md+pos+++=CAN'T
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
a ^at++++=a
mistake ^nn++++=mistake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mistake ^nn++++=mistake!
! ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
friend ^nn++++=friend;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
make ^vb++++=make
mistakes ^nns++++=mistakes.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
certainly ^rb++++=certainly.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Wasn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
that ^cs+sub+++=that
said ^vprf++tht0+xvbn+=said
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
engagement ^nn+nom+++=engagement
between ^in++++=between
Tim ^np++++=Tim
Chipmunk ^np+++??+=Chipmunk
and ^cc++++=and
Nancy ^np++++=Nancy
Nibble ^nn++++=Nibble,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
married ^vpsv++agls+xvbnx+=married
this ^dt+dem+++=this
very ^ql+amp+++=very
day ^np++++=day?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
thing ^nn++++=thing
six ^cd++++=six
weeks ^nns++++=weeks
before ^in++++=before
any ^dti++++=any
bird ^nn++++=bird
or ^cc++++=or
beast ^nn++++=beast
in ^in++++=in
our ^pp$+pp1+++=our
parts ^nns++++=parts;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
can ^md+pos+++=can
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
scandalously ^rb++++=scandalously
and ^cc++++=and
ungratefully ^jj++++=ungratefully
treated ^jj+++xvbn+=treated,
, ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bless
bless ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
all ^rb++++=all
be ^vb+be+aux++=be
ruined ^vpsv++agls+xvbnx+=ruined!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog;
; ^zz++++=EXTRAWORD
" ^zz++++="my
my ^pp$+pp1+++=EXTRAWORD
poor ^jj+atrb+++=poor
husband ^nn++++=husband--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
to ^in++++=to
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
take ^vb++++=take
things ^nns++++=things
in ^in++++=in
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
listen ^vb++++=listen
to ^in++++=to
my ^pp$+pp1+++=my
advice ^nn++++=advice,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
may ^md+pos+++=may
yet ^rb++++=yet
pull ^vb++++=pull
you ^pp2+pp2+++=you
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
alter ^vb++++=alter
your ^pp$+pp2+++=your
style ^nn++++=style
a ^at++++=a
little, ^nn+++??+=little,--adapt
-- ^--+clp+++=EXTRAWORD
adapt ^vb++++=EXTRAWORD
it ^pp3+it+++=it
to ^in++++=to
modern ^jj+atrb+++=modern
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
now ^rn+tm+++=now
is ^vbz+bez+aux++=is
a ^rb++splt++=a
little ^rb"++++=little
touched ^vbd+++xvbn+=touched
with ^in++++=with
the ^ati++++=the
operatic ^jj+atrb+++=operatic
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
Tommy ^np++++=Tommy
Oriole ^np+++??+=Oriole
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
New ^jj+atrb+++=New
Orleans ^nns+nom++??+=Orleans
and ^cc++++=and
brought ^vbd+++xvbn+=brought
back ^rb+phrv+++=back
a ^at++++=a
touch ^nn++++=touch
of ^in++++=of
the ^ati++++=the
artistic ^nn++++=artistic.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
would ^md+prd+++=would
try ^vb++++=try
his ^pp$+pp3+++=his
style ^nn++++=style
a ^at++++=a
little, ^nn+++??+=little,--something
-- ^--+clp+++=EXTRAWORD
something ^pn++++=EXTRAWORD
Tyrolean ^np+nom++??+=Tyrolean,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^jj+atrb+++=EXTRAWORD
madam ^npt++++=madam,
, ^zz++++=EXTRAWORD
consider ^nn+nom+++=consider
my ^pp$+pp1+++=my
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
could ^md+pos+++=could
hit ^vb+++xvbn+=hit
the ^ati++++=the
high ^jj+atrb+++=high
notes ^nns++++=notes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
practice ^nn++++=practice;
; ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
Oriole ^np+++??+=Oriole
says ^vbz+vpub+++=says
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
try ^vb++++=try
the ^ati++++=the
scales ^nns++++=scales.
. ^zz++++=EXTRAWORD
As ^in++++=As
to ^in++++=to
your ^pp$+pp2+++=your
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
manner ^nn++++=manner
of ^in++++=of
living ^xvbg+++xvbg+=living
has ^vbz+hvz+vrb++=has
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
to ^to+ncmp+++=to
do ^vbi++++=do
with ^in++++=with
