1 ^zz++++=1
his ^pp$+pp3+++=his
multi ^nn+++??+=multi-hued
- ^zz++++=EXTRAWORD
hued ^jj+++xvbn+=EXTRAWORD
Navajo ^np+++??+=Navajo
bathrobe ^nn++++=bathrobe,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
surveyed ^vbd+++xvbnx+=surveyed
the ^ati++++=the
reflection ^nn+nom+++=reflection
of ^in++++=of
his ^pp$+pp3+++=his
torso ^nn++++=torso
in ^in++++=in
the ^ati++++=the
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
contracted ^vbd+++xvbnx+=contracted
his ^pp$+pp3+++=his
biceps ^nns+++??+=biceps
and ^cc++++=and
eyed ^vbd+++xvbn+=eyed
the ^ati++++=the
resulting ^jj+atrb++xvbg+=resulting
egg ^nn++++=egg-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
bulges ^nn++++=bulges
with ^in++++=with
some ^dti++++=some
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
Suddenly ^rb+cnj+++=Suddenly,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
ordinarily ^rb++++=ordinarily
amiable ^jj+atrb+++=amiable
face ^nn++++=face
took ^vbd+++xvbn+=took
on ^rb+phrv+++=on
a ^at++++=a
fierce ^jj+atrb+++=fierce,
, ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark
scowl ^nn++++=scowl.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crouched ^vbd+++xvbnx+=crouched
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
bent ^vpsv++agls+xvbnx+=bent
almost ^rb+hdg+++=almost
double ^jj++++=double.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lowered ^vbd+++xvbnx+=lowered
at ^rb++++=at
the ^ati++++=the
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
left ^jj+atrb++xvbn+=left
fist ^nn++++=fist
was ^vbd+bedz+aux++=was
extended ^vpsv++agls+xvbnx+=extended
and ^cc++++=and
his ^pp$+pp3+++=his
right ^jj++++=right
drawn ^vwbn+++xvbn+=drawn
back ^jjb++++=back
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
approved ^jj+atrb++xvbn+=approved
scientific ^jj+atrb+++=scientific
style ^nn++++=style
of ^in++++=of
the ^ati++++=the
prize ^nn++++=prize-ring.
- ^zz++++=EXTRAWORD
ring ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
between ^in++++=between
his ^pp$+pp3+++=his
clenched ^vwbn+++xvbn+=clenched
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
fist ^nn++++=fist
darted ^vbd+++xvbn+=darted
out ^rp+pl+++=out
rapidly ^rb+cnj+++=rapidly,
, ^zz++++=EXTRAWORD
three ^cd++++=three,
, ^zz++++=EXTRAWORD
four ^cd++++=four,
, ^zz++++=EXTRAWORD
five ^cd++++=five
times ^nns++++=times,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
shot ^vbd+++xvbnx+=shot
out ^rp+pl+++=out
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
fist ^nn++++=fist
with ^in++++=with
such ^abl++++=such
violence ^nn+nom+++=violence
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
all ^abn++++=all
but ^cc++++=but
shattered ^vbd+++xvbn+=shattered
the ^ati++++=the
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
last ^rb++++=last
blow ^nn++++=blow
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
a ^at++++=a
cataclysmic ^jj+atrb+++=cataclysmic
effect ^nn++++=effect
on ^in++++=on
Chester ^np+nom+++=Chester's
's ^$++++=EXTRAWORD
opponent ^nn++++=opponent,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
victorious ^jj+atrb+++=victorious
Chester ^np+nom+++=Chester
backed ^vbd+++xvbn+=backed
off ^in+pl+++=off
and ^cc++++=and
waited ^vbd+++xvbn+=waited,
, ^zz++++=EXTRAWORD
still ^rb++++=still
crouching ^vbg+++xvbg+=crouching
and ^cc+phrs+++=and
lowering ^vbg+++xvbg+=lowering,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
victim ^nn++++=victim
to ^to++++=to
rise ^vbi++++=rise.
. ^zz++++=EXTRAWORD
The ^ati++++=The
opponent ^nn++++=opponent
apparently ^rb++++=apparently
was ^vbd+bedz+vrb++=was
a ^at++++=a
tough ^jj+atrb+++=tough
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
the ^ati++++=the
man ^nn++++=man
to ^in++++=to
succumb ^nn+++??+=succumb
easily ^rb++++=easily.
. ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
waited ^vbd+++xvbn+=waited
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
regain ^vbi++++=regain
his ^pp$+pp3+++=his
feet ^nns++++=feet
and ^cc++++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
at ^rb++++=at
it ^pp3+it+++=it
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
let ^vbd+++xvbn+=let
loose ^jj++++=loose
a ^at++++=a
shower ^nn++++=shower
of ^in++++=of
savage ^jj+atrb+++=savage
uppercuts ^nns+++??+=uppercuts.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
leaped ^vbd+++xvbnx+=leaped
six ^cd++++=six
inches ^nns++++=inches
into ^in++++=into
the ^ati++++=the
air ^nn++++=air
to ^to++++=to
deliver ^vbi++++=deliver
his ^pp$+pp3+++=his
blows ^nns++++=blows
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
evident ^jj+pred+++=evident
that ^tht+jcmp+++=that
his ^pp$+pp3+++=his
opponent ^nn++++=opponent
was ^vbd+bedz+vrb++=was
considerably ^rb++++=considerably
bigger ^jjr+pred+++=bigger
than ^in++++=than
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
all ^rb++++=all
but ^cc++++=but
breathless ^jj++++=breathless
from ^in++++=from
his ^pp$+pp3+++=his
exertions ^nns+nom+++=exertions,
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
with ^in++++=with
one ^cd1++++=one
prodigious ^jj+atrb+++=prodigious
punch ^nn++++=punch,
, ^zz++++=EXTRAWORD
a ^at++++=a
coup ^&fw++++=coup
de ^&fw++++=de
gr ^nn+++??+=gr
ce ^&fw++++=ce
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
withstanding ^nvbg+++xvbg+=withstanding,
, ^zz++++=EXTRAWORD
knocked ^j+++xvbn+=knocked
all ^abn++++=all
the ^ati++++=the
fight ^nn++++=fight
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
foe ^nn++++=foe.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
seemingly ^rb+cnj+++=seemingly,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
satisfied ^jj+++xvbn+=satisfied
with ^in++++=with
flooring ^xvbg+++xvbg+=flooring
his ^pp$+pp3+++=his
giant ^jjb+atrb+++=giant
opponent ^nn++++=opponent;
; ^zz++++=EXTRAWORD
with ^in++++=with
stern ^nn++++=stern,
, ^zz++++=EXTRAWORD
set ^jj+atrb++xvbn+=set
face ^nn++++=face,
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
walked ^vbd+++xvbn+=walked
to ^in++++=to
the ^ati++++=the
corner ^nn++++=corner
where ^wrb+who+++=where
the ^ati++++=the
fellow ^jjb++++=fellow
was ^vbd+bedz+aux++=was
sprawling ^nvbg+++xvbg+=sprawling,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
him ^pp3o+pp3+++=him
by ^in++++=by
his ^pp$+pp3+++=his
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragged ^vbd+++xvbn+=dragged
him ^pp3o+pp3+++=him
across ^in+pl+++=across
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
him ^pp3o+pp3+++=him
fiercely ^rb+cnj+++=fiercely,
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
hissed ^vbd+++xvbn+=hissed:
: ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
cad ^nn++++=cad,
, ^zz++++=EXTRAWORD
apologize ^vb++++=apologize
to ^in++++=to
this ^dt+dem+++=this
lady ^nn++++=lady
for ^in++++=for
daring ^vb+++xvbg+=daring
to ^to+vcmp+++=to
offer ^vbi++++=offer
her ^pp3o+pp3+++=her
an ^at++++=an
affront ^nn++++=affront
by ^in++++=by
passing ^nn++++=passing
remarks ^vbz+vpub+++=remarks
about ^in++++=about
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
apology ^nn++++=apology
would ^md+prd+++=would,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
forthcoming ^jj++++=forthcoming
had ^vb+hv+vrb++=had
not ^xnot++not++=not
Chester ^np+nom+++=Chester
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
heard ^vbd+vprv++xvbn+=heard
an ^at++++=an
unmistakable ^jj+atrb+++=unmistakable
sound ^nn++++=sound
from ^in++++=from
the ^ati++++=the
bathroom ^nn++++=bathroom.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
abandoned ^vbd+++xvbnx+=abandoned
his ^pp$+pp3+++=his
prostrate ^jj+atrb+++=prostrate
foe ^nn++++=foe
and ^cc++++=and
rushed ^vpsv++agls+xvbn+=rushed
in ^in++++=in
just ^rb+emph+++=just
in ^in++++=in
time ^nn++++=time
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
his ^pp$+pp3+++=his
bath ^nn++++=bath-water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
go ^vb++++=go
gargling ^nn+nom+++=gargling
and ^cc++++=and
gurgling ^nn+nom+++=gurgling
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
tub ^nn++++=tub.
. ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
sat ^vbd+++xvbn+=sat
moodily ^rb++++=moodily
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
tub ^nn++++=tub
until ^cs+sub+++=until
enough ^qlp++++=enough
hot ^jj+atrb+++=hot
water ^nn++++=water
had ^vbd+hvd+aux++=had
bubbled ^vprf+++xvbnx+=bubbled
into ^in++++=into
it ^pp3+it+++=it
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
perform ^vbi++++=perform
ablutions ^nns+nom+++=ablutions
of ^in++++=of
appalling ^jj+atrb+++=appalling
thoroughness ^nns+nom+++=thoroughness.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
red ^jj+pred+++=red
almost ^rb+hdg+++=almost
to ^in++++=to
rawness ^nns+nom+++=rawness
from ^in++++=from
his ^pp$+pp3+++=his
efforts ^nns++++=efforts
with ^in++++=with
the ^ati++++=the
bath ^np++++=bath
brush ^nn++++=brush,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
redolent ^jj+pred+++=redolent
of ^in++++=of
scented ^jj+atrb++xvbn+=scented
soap ^nn++++=soap
and ^cc++++=and
talcum ^jj+atrb++??+=talcum
powder ^nn++++=powder
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
again ^rb+tm+++=again
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dressed ^vbd+++xvbnx+=dressed
with ^in++++=with
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
feverish ^jj+atrb+++=feverish
calmness ^nns+nom+++=calmness,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
and ^cc+phrs+++=and
again ^rb+tm+++=again
pausing ^vbg+++xvbg+=pausing
to ^in++++=to
sigh ^nn++++=sigh
gently ^rb++++=gently
and ^cc++++=and
gaze ^nn++++=gaze
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
into ^in++++=into
nothingness ^nns+nom+++=nothingness.
. ^zz++++=EXTRAWORD
By ^in++++=By
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
her ^pp$+pp3+++=her
lady ^npt++++=lady-finger-His
- ^zz++++=EXTRAWORD
finger ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
his ^pp$+pp3+++=EXTRAWORD
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
laid ^vprf+++xvbnx+=laid
his ^pp$+pp3+++=his
freshly ^rb++++=freshly
pressed ^xvbn+++xvbn+=pressed
trousers ^nns+nom+++=trousers
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
an ^at++++=an
appreciative ^jj+atrb+++=appreciative
eye ^nn++++=eye
along ^in++++=along
their ^pp$+pp3+++=their
razor ^nn++++=razor-blade
- ^zz++++=EXTRAWORD
blade ^nn++++=EXTRAWORD
crease ^nn++++=crease.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
chest ^nn++++=chest
of ^in++++=of
drawers ^nns+nom+++=drawers
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
forth ^np++++=forth
a ^at++++=a
snowy ^jj+atrb+++=snowy
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
piece ^nn++++=piece
of ^in++++=of
cardboard ^nn++++=cardboard
shoved ^vbd+++xvbn+=shoved
down ^in++++=down
its ^pp$+it+++=its
throat ^nn++++=throat
and ^cc++++=and
the ^ati++++=the
numerous ^jj+atrb+++=numerous
pins ^nns++++=pins
which ^whp+rel+obj++=which
Chester ^np+nom+++=Chester
extracted ^vwbn+++xvbn+=extracted
impatiently ^rb+cnj+++=impatiently,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
could ^md+pos+++=could
surmise ^vb++++=surmise
was ^vbd+bedz+vrb++=was
fresh ^jj+pred+++=fresh
from ^in++++=from
the ^ati++++=the
laundry ^nn++++=laundry.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
collar ^nn++++=collar-and-tie
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
tie ^nn++++=EXTRAWORD
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
halted ^vpsv++agls+xvbnx+=halted
for ^in++++=for
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
collars ^nns++++=collars
of ^in++++=of
various ^jj+atrb+++=various
shapes ^nns++++=shapes
were ^vbd+bed+aux++=were
tried ^vpsv++agls+xvbnx+=tried
and ^cc+phrs+++=and
deemed ^vbd+++xvbn+=deemed
unworthy ^jj++++=unworthy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
last ^rb++++=last
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
yielding ^vbg+++xvbg+=yielding
to ^in++++=to
a ^at++++=a
sudden ^jj+atrb+++=sudden
wild ^jj+atrb+++=wild
impulse ^nn++++=impulse,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
discarded ^vbd+++xvbnx+=discarded
the ^ati++++=the
black ^jj+atrb+++=black
tie ^nn++++=tie
in ^in++++=in
favor ^in"++++=favor
of ^in"++++=of
the ^ati++++=the
red ^jj+atrb+++=red
one ^pn++++=one.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slipped ^vbd+++xvbnx+=slipped
on ^in++++=on
a ^at++++=a
blue ^jj+atrb+++=blue
serge ^nn++++=serge
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cut ^nn+++xvbn+=cut
of ^in++++=of
which ^whp+rel+pied++=which
endeavored ^vbd+++xvbn+=endeavored
to ^to+vcmp+++=to
promote ^vbi++++=promote
his ^pp$+pp3+++=his
waist ^nn++++=waist-line
- ^zz++++=EXTRAWORD
line ^nn++++=EXTRAWORD
to ^in++++=to
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
blades ^nns++++=blades,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
all ^abn++++=all
dressed ^jj+++xvbn+=dressed
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
crowning ^jj+atrb+++=crowning
task ^nn++++=task--to
-- ^--+clp+++=EXTRAWORD
to ^in++++=EXTRAWORD
comb ^nn++++=comb
his ^pp$+pp3+++=his
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
By ^in++++=By
dint ^in"++++=dint
of ^in"++++=of
many ^ap++++=many
dismal ^jj+atrb+++=dismal
experiences ^nns+nom+++=experiences,
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
would ^md+prd+++=would
be ^vb+be+aux++=be
trying ^vbg+++xvbgx+=trying,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
abundant ^jj+pred+++=abundant
but ^cc+phrs+++=but
untamed ^jj++++=untamed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
first ^rb++++=first
to ^to++++=to
induce ^vbi++++=induce
it ^pp3+it+++=it
to ^in++++=to
part ^nn++++=part
while ^cs+sub+++=while
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
dry ^jj+pred+++=dry,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
this ^dt+dem+++=this
operation ^nn+nom+++=operation,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
feared ^vprf+++xvbnx+=feared,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
negligible ^jj+pred+++=negligible.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
attempted ^vbd+++xvbn+=attempted
to ^to+vcmp+++=to
achieve ^vbi++++=achieve
a ^at++++=a
part ^nn++++=part
with ^in++++=with
his ^pp$+pp3+++=his
hair ^nn++++=hair
slightly ^rb+down+++=slightly
moistened ^vbd+++xvbn+=moistened
with ^in++++=with
witch ^nn++++=witch
hazel ^np++++=hazel.
. ^zz++++=EXTRAWORD
For ^in++++=For
fully ^rb+amp+++=fully
five ^cd++++=five
seconds ^nns++++=seconds
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
like ^in++++=like
a ^at++++=a
success ^nns+nom+++=success,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Chester ^np+nom+++=Chester
started ^vbd+++xvbn+=started
to ^to++++=to
leave ^vbi++++=leave,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
parting ^xvbg+++xvbg+=parting
look ^vb++++=look
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
little ^ap++++=little
spikes ^nns+++??+=spikes
and ^cc++++=and
wisps ^nns++++=wisps
were ^vbd+bed+vrb++=were
rearing ^nn++++=rearing
rebellious ^jj+atrb+++=rebellious
heads ^nns++++=heads
and ^cc++++=and
quite ^abl++++=quite
ruining ^jj+++xvbg+=ruining
the ^ati++++=the
perfection ^nn+nom+++=perfection
of ^in++++=of
his ^pp$+pp3+++=his
handiwork ^nn++++=handiwork.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
sigh ^nn++++=sigh
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
back ^jjb++++=back
upon ^in++++=upon
his ^pp$+pp3+++=his
last ^rb++++=last
resort ^nn++++=resort,
, ^zz++++=EXTRAWORD
the ^ati++++=the
liberal ^jj+atrb+++=liberal
application ^nn+nom+++=application
of ^in++++=of
a ^at++++=a
sticky ^jj++++=sticky,
, ^zz++++=EXTRAWORD
jelly ^nn++++=jelly-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
substance ^nn+nom+++=substance
derived ^vbd+++xvbn+=derived
from ^in++++=from
petroleum ^nn++++=petroleum,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
imparted ^vbd+++xvbn+=imparted
to ^in++++=to
his ^pp$+pp3+++=his
brown ^jj+atrb+++=brown
hair ^nn++++=hair
an ^at++++=an
unwonted ^nn++++=unwonted
shine ^vb++++=shine.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
part ^nn++++=part
held ^vbd+vprv++xvbn+=held
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
carved ^vpsv++agls+xvbnx+=carved
in ^in++++=in
marble ^nn++++=marble.
. ^zz++++=EXTRAWORD
Arranging ^vbg+vsua++xvbg+=Arranging
his ^pp$+pp3+++=his
white ^jj+atrb+++=white
silk ^nn++++=silk
handkerchief ^nn++++=handkerchief
so ^ql++++=so
that ^cs+sub+++=that
it ^pp3+it+++=it
protruded ^vbd+++xvbn+=protruded
a ^at++++=a
modish ^jj++++=modish
eighth ^od++++=eighth
of ^in++++=of
an ^at++++=an
inch ^nn++++=inch
from ^in++++=from
his ^pp$+pp3+++=his
breast ^nn++++=breast
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
Arthur ^np++++=Arthur
Jessup ^np+++??+=Jessup,
, ^zz++++=EXTRAWORD
Jr ^np+++??+=Jr.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sallied ^j+++xvbn+=sallied
forth ^np++++=forth
to ^to++++=to
make ^vbi++++=make
his ^pp$+pp3+++=his
call ^nn++++=call.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
front ^jjb+atrb+++=front
porch ^nn++++=porch
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Chester ^np+nom+++=Chester
would ^md+prd+++=would
have ^vb+hv+aux++=have
avoided ^vprf+++xvbnx+=avoided
their ^pp$+pp3+++=their
critical ^jj+atrb+++=critical
eyes ^nns++++=eyes
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gantlet ^nn+nom+++=gantlet
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
run ^vb+++xvbn+=run,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
emerged ^vbd+++xvbnx+=emerged
into ^in++++=into
the ^ati++++=the
family ^nn++++=family
group ^nn++++=group
with ^in++++=with
a ^at++++=a
saunter ^jjr++++=saunter
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
hoped ^vbd+vprv++xvbnx+=hoped
might ^md+pos+++=might
be ^vb+be+aux++=be
described ^vpsv++agls+xvbnx+=described
as ^in++++=as
" ^zz++++="nonchalant."
nonchalant ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
privacy ^nn+nom+++=privacy
of ^in++++=of
his ^pp$+pp3+++=his
room ^nn++++=room
he ^pp3a+pp3+++=he
often ^rb++++=often
practiced ^vbd+++xvbn+=practiced
that ^dt+dem+++=that
saunter ^jjr++++=saunter;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
in ^in++++=in
the ^ati++++=the
papers ^nns++++=papers
that ^tht+rel+obj++=that
a ^at++++=a
certain ^jj++++=certain
celebrated ^jj+++xvbn+=celebrated
criminal ^jj++++=criminal
had ^vb+hv+aux++=had
" ^zz++++="sauntered
sauntered ^vbd+++xvbn+=EXTRAWORD
nonchalantly ^rb++++=nonchalantly
into ^in++++=into
the ^ati++++=the
court ^nn++++=court-room,"
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
phrase ^nn++++=phrase
had ^vbd+hvd+aux++=had
fascinated ^vprf+++xvbnx+=fascinated
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
thunder ^nn++++=thunder
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
been ^vprf+ben+aux+xvbn+=been
doing ^vbg+++xvbgx+=doing
to ^in++++=to
your ^pp$+pp2+++=your
hair ^nn++++=hair?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vbd+vsua++xvbn+=demanded
his ^pp$+pp3+++=his
father ^nn++++=father,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
up ^rp++++=up
from ^in++++=from
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
and ^cc++++=and
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
" ^zz++++="Combing
combing ^vbg+++xvbg+=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Chester ^np+nom+++=Chester,
, ^zz++++=EXTRAWORD
