They ^pp3a+pp3+++=They
On ^in++++=On
the ^ati++++=the
field ^nn++++=field
both ^abx++++=both
teams ^nns++++=teams
pranced ^vbd+++xvbn+=pranced
and ^cc+phrs+++=and
danced ^vbd+++xvbn+=danced
and ^cc+phrs+++=and
bounced ^vbd+++xvbn+=bounced
around ^rb++++=around
in ^in++++=in
practice ^nn++++=practice.
. ^zz++++=EXTRAWORD
In ^in++++=In
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
absolutely ^rb+amp+++=absolutely
last ^jj+atrb+++=last
degree ^nn++++=degree
of ^in++++=of
egotism ^nn+nom+++=egotism
manifested ^vwbn+++xvbn+=manifested
by ^in++++=by
the ^ati++++=the
Philadelphia ^np++++=Philadelphia
players ^nns+nom+++=players,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
but ^cc++++=but
admire ^vb++++=admire
such ^abl++++=such
a ^at++++=a
splendid ^jj+atrb+++=splendid
body ^nn++++=body
of ^in++++=of
men ^nns++++=men.
. ^zz++++=EXTRAWORD
` ^zz++++=``So
` ^zz++++=EXTRAWORD
so ^ql++++=EXTRAWORD
these ^dt+pdem+++=these
are ^vb+ber+vrb++=are
the ^ati++++=the
champions ^nns++++=champions
of ^in++++=of
last ^jj+atrb+++=last
season ^nn++++=season
and ^cc++++=and
of ^in++++=of
this ^dt+dem+++=this
season ^nn++++=season,
, ^zz++++=EXTRAWORD
too, ^nn+++??+=too,''
'' ^nn+++??+=EXTRAWORD
commented ^vbd+vpub++xvbn+=commented
Milly ^np+++??+=Milly.
. ^zz++++=EXTRAWORD
` ^zz++++=``I
` ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
wonder ^vb++++=wonder.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
swiftly ^rb++++=swiftly
and ^cc+phrs+++=and
cleanly ^rb++++=cleanly
they ^pp3a+pp3+++=they
play ^vb++++=play!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
appear ^vb+seem+++=appear
not ^xnot++not++=not
to ^to++++=to
exert ^vbi++++=exert
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
they ^pp3a+pp3+++=they
always ^rb++++=always
get ^vb++++=get
the ^ati++++=the
ball ^nn++++=ball
in ^in++++=in
perfect ^jj+atrb+++=perfect
time ^nn++++=time.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
all ^rb++++=all
reminds ^vbz++++=reminds
me ^pp1o+pp1+++=me
of ^in+strn+++=of--of
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
the ^ati++++=the
rhythm ^nn++++=rhythm
of ^in++++=of
music ^nn++++=music.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+dem+++=that
champion ^nn++++=champion
batter ^nn++++=batter
and ^cc++++=and
runner ^nn++++=runner--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
Lane ^npl++++=Lane
in ^in++++=in
center-is ^nns+++??+=center-isn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
just ^rb+emph+++=just
beautiful ^jj++++=beautiful?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walks ^nns++++=walks
and ^cc++++=and
runs ^vbz++++=runs
like ^in++++=like
a ^at++++=a
blue ^jj++++=blue-ribbon
- ^zz++++=EXTRAWORD
ribbon ^nn++++=EXTRAWORD
winner ^nn++++=winner
at ^in++++=at
the ^ati++++=the
horse ^nn++++=horse
show ^vb+vprv+++=show.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
one ^cd1++++=one
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
Connie ^np+++??+=Connie,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
Quakers ^nns+nom++??+=Quakers
are ^vb+ber+vrb++=are
on ^in++++=on
dress ^nn++++=dress
parade. ^nn+++??+=parade.''
'' ^nn+++??+=EXTRAWORD
` ^zz++++=``Oh,
` ^zz++++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
Quakers ^nns+nom++??+=Quakers
hate ^vb++++=hate
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
think! ^nn+++??+=think!''
'' ^nn+++??+=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
Nan ^np++++=Nan.
. ^zz++++=EXTRAWORD
Being ^vbg+beg++xvbg+=Being
a ^at++++=a
rabid ^nn+++??+=rabid
girl ^nn++++=girl-fan
- ^zz++++=EXTRAWORD
fan ^nn++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
impossible ^jj++++=impossible
for ^in++++=for
Nan ^np++++=Nan
to ^to++++=to
speak ^vbi++++=speak
baseball ^nn++++=baseball
convictions ^nns+nom+++=convictions
or ^cc++++=or
gossip ^nn++++=gossip
without ^in++++=without
characteristic ^jj+atrb+++=characteristic
baseball ^nn++++=baseball
slang ^nn++++=slang.
. ^zz++++=EXTRAWORD
` ^zz++++=``Stuck
` ^zz++++=EXTRAWORD
stuck ^vbd+++xvbn+=EXTRAWORD
on ^rp++++=on
themselves ^ppls+pp3+++=themselves!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
like ^in++++=like
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
fellow ^jjb+atrb+++=fellow
Lane ^nn++++=Lane
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
swelled ^jj+++xvbn+=swelled
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
down ^rp++++=down
off ^in+pl+++=off
his ^pp$+pp3+++=his
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
wonder ^nn++++=wonder,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
admit ^vb+vpub+tht0++=admit
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
bunch ^nn++++=bunch
of ^in++++=of
stars ^nns++++=stars.
. ^zz++++=EXTRAWORD
Easy ^jj++++=Easy,
, ^zz++++=EXTRAWORD
fast ^rb+cnj+++=fast,
, ^zz++++=EXTRAWORD
trained--they ^nn+++??+=trained--they're
're ^vb+ber+vrb++0=EXTRAWORD
machines ^nns++++=machines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
bet ^vb+vpub+tht0+xvbn+=bet
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
Indians ^nn++++=Indians
to ^to++++=to
fight ^vbi++++=fight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
sticking ^vbg+++xvbg+=sticking
out ^rp+pl+++=out
all ^abn++++=all
over ^rp++++=over
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
will ^md+prd+++=will
certainly ^rb++++=certainly
be ^vb+be+vrb++=be
some ^dti++++=some
game ^nn++++=game
with ^in++++=with
Whit ^np+++??+=Whit
handing ^vwbg+++xvbg+=handing
up ^rp++++=up
that ^dt+dem+++=that
jump ^nn++++=jump
ball ^np++++=ball
of ^in++++=of
his ^pp$+pp3+++=his
to ^in++++=to
this ^dt+dem+++=this
gang ^nn++++=gang
of ^in++++=of
champs ^np++++=champs.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
Connie ^np+++??+=Connie,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
you ^pp2+pp2+++=you
Whit ^np+++??+=Whit
beats ^nns++++=beats
them. ^nn+++??+=them.''
'' ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
laughed ^vbd+++xvbnx+=laughed
and ^cc+phrs+++=and
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
gamble ^vbi++++=gamble.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gong ^nn++++=gong
rang ^vbd+++xvbn+=rang;
; ^zz++++=EXTRAWORD
the ^ati++++=the
crowd ^nn++++=crowd
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
hum ^vbi+++??+=hum
and ^cc++++=and
rustle ^nn++++=rustle
softly ^rb++++=softly
to ^in++++=to
quiet ^jj+atrb+++=quiet
attention ^nn+nom+++=attention;
; ^zz++++=EXTRAWORD
Umpire ^np+++??+=Umpire
Mcclung ^np+++??+=McClung
called ^vbd+++xvbn+=called
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
the ^ati++++=the
batteries ^nns+nom+++=batteries;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
familiar ^jj++++=familiar
` ^zz++++=``Play!''
` ^zz++++=EXTRAWORD
play! ^nn+++??+=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
the ^ati++++=the
usual ^jj+atrb+++=usual
applause ^nn++++=applause
from ^in++++=from
the ^ati++++=the
grand ^nn++++=grand
stand ^vb++++=stand
and ^cc++++=and
welcome ^jj+atrb+++=welcome
cheers ^nns++++=cheers
from ^in++++=from
the ^ati++++=the
bleachers ^nns+nom+++=bleachers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rube ^np+++??+=Rube
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^jj+atrb+++=last
player ^nn++++=player
to ^to++++=to
go ^vbi++++=go
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Morrisey ^np+++??+=Morrisey
was ^vbd+bedz+vrb++=was
a ^at++++=a
manager ^nn++++=manager
who ^whp+rel+subj++=who
always ^rb++++=always
played ^vbd+++xvbn+=played
to ^in++++=to
the ^ati++++=the
stands ^nns++++=stands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
doubt ^nn++++=doubt
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
the ^ati++++=the
Rube ^np+++??+=Rube
back ^jjb++++=back
for ^in++++=for
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
so ^ql++++=so,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbn+=been
gratified ^vpsv++agls+xvbnx+=gratified.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
moment ^nn++++=moment
reminded ^vbd+vsua++xvbn+=reminded
me ^pp1o+pp1+++=me
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own
team ^nn++++=team
and ^cc++++=and
audience ^nn+nom+++=audience
upon ^in++++=upon
the ^ati++++=the
occasion ^nn++++=occasion
of ^in++++=of
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
debut ^nn++++=debut.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
only ^rb+down+++=only
here ^rn+pl+++=here
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
in ^in++++=in
the ^ati++++=the
big ^jj+atrb+++=big
league ^nn++++=league,
, ^zz++++=EXTRAWORD
before ^in++++=before
a ^at++++=a
championship ^nn+nom+++=championship
team ^nn++++=team
and ^cc++++=and
twenty ^cd++++=twenty
thousand ^cd++++=thousand
fans ^nns++++=fans.
. ^zz++++=EXTRAWORD
The ^ati++++=The
roar ^nn++++=roar
that ^tht+rel+subj++=that
went ^vbd+++xvbn+=went
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
bleachers ^nns+nom+++=bleachers
might ^md+pos+++=might
well ^rb++++=well
have ^vb+hv+aux++=have
scared ^vprf+++xvbnx+=scared
an ^at++++=an
unseasoned ^jj+atrb++xvbn+=unseasoned
pitcher ^nn++++=pitcher
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
wits ^nns++++=wits.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers
lined ^vbd+++xvbn+=lined
up ^rp++++=up
before ^cs+sub+++=before
their ^pp$+pp3+++=their
bench ^nn++++=bench
and ^cc++++=and
gazed ^vbd+++xvbn+=gazed
at ^rb++++=at
this ^dt+dem+++=this
newcomer ^nn+nom+++=newcomer
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
the ^ati++++=the
nerve ^nn++++=nerve
to ^to++++=to
walk ^vbi++++=walk
out ^rp+pl+++=out
there ^rn+pl+++=there
to ^in++++=to
the ^ati++++=the
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Cogswell ^np+++??+=Cogswell
stood ^vbd+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
coaching ^jj+atrb++xvbg+=coaching
line ^nn++++=line,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
Rube ^np+++??+=Rube
and ^cc++++=and
then ^rn+tm+++=then
held ^vbd+vprv++xvbn+=held
up ^rp++++=up
both ^abx++++=both
arms ^nns++++=arms
and ^cc++++=and
turned ^vpsv++agls+xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
Chicago ^np++++=Chicago
bench ^nn++++=bench
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
ask ^vbi++++=ask
Morrisey ^np+++??+=Morrisey:
: ^zz++++=EXTRAWORD
` ^zz++++=``Where
` ^zz++++=EXTRAWORD
where ^wrb+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
that? ^nn+++??+=that?''
'' ^nn+++??+=EXTRAWORD
Nan ^np++++=Nan,
, ^zz++++=EXTRAWORD
quick ^jj++++=quick
as ^in++++=as
a ^at++++=a
flash ^nn++++=flash
to ^to++++=to
catch ^vbi++++=catch
a ^at++++=a
point ^nn++++=point,
, ^zz++++=EXTRAWORD
leaned ^j+++xvbn+=leaned
over ^in++++=over
the ^ati++++=the
box ^nn++++=box-rail
- ^zz++++=EXTRAWORD
rail ^nn++++=EXTRAWORD
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
champions ^nns++++=champions
with ^in++++=with
fire ^nn++++=fire
in ^in++++=in
her ^pp$+pp3+++=her
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
` ^zz++++=``Oh,
` ^zz++++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
just ^rb+emph+++=just
wait ^vb++++=wait!
! ^zz++++=EXTRAWORD
wait! ^nn+++??+=wait!''
'' ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
bit ^nn++++=bit
out ^rp+pl+++=out
between ^in++++=between
her ^pp$+pp3+++=her
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Certain ^jj++++=Certain
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
one ^cd1++++=one
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
Rube ^np+++??+=Rube
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
I ^pp1a+pp1+++=I;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
beyond ^in++++=beyond
the ^ati++++=the
shadow ^nn++++=shadow
of ^in++++=of
a ^at++++=a
doubt ^vb++++=doubt
that ^tht+vcmp+++=that
the ^ati++++=the
hour ^nn++++=hour
before ^cs+sub+++=before
me ^pp1o+pp1+++=me
would ^md+prd+++=would
see ^vb+vprv+++=see
brightening ^nvbg+++xvbg+=brightening
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
star ^nn++++=star
pitcher ^nn++++=pitcher
on ^in++++=on
the ^ati++++=the
big ^jj+atrb+++=big
league ^nn++++=league
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
full ^jj+atrb+++=full
hour ^nn++++=hour
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
much ^ap++++=much
reason ^nn++++=reason
to ^to++++=to
be ^vbi++vrb++=be
grateful ^jj+pred+++=grateful
to ^to+jcmp+++=to
Whit ^vb+++??+=Whit
Hurtle ^np+++??+=Hurtle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
pulled ^vprf+++xvbnx+=pulled
my ^pp$+pp1+++=my
team ^nn++++=team
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
rut ^nn++++=rut
and ^cc++++=and
won ^vbd+++xvbn+=won
me ^pp1o+pp1+++=me
the ^ati++++=the
pennant ^nn+nom+++=pennant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
five ^cd++++=five
thousand ^cd++++=thousand
dollars ^nns++++=dollars
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
for ^in++++=for
his ^pp$+pp3+++=his
release ^vb++++=release
bought ^vbd+++xvbn+=bought
the ^ati++++=the
little ^ap++++=little
cottage ^nn+nom+++=cottage
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill
for ^in++++=for
Milly ^np+++??+=Milly
and ^cc++++=and
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
pride ^nn++++=pride
in ^in++++=in
having ^xvbg+++xvbg+=having
developed ^jj+++xvbn+=developed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^abn++++=all
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
needed ^vbd+++xvbnx+=needed
to ^to+vcmp+++=to
calm ^vb++++=calm
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
settle ^vb++++=settle
me ^pp1o+pp1+++=me
down ^rp++++=down
into ^in++++=into
assurance ^nn+nom+++=assurance
and ^cc++++=and
keen ^jj+atrb+++=keen
criticism ^nn+nom+++=criticism
of ^in++++=of
the ^ati++++=the
game ^nn++++=game,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
Rube ^np+++??+=Rube
pitch ^nn++++=pitch
a ^ap++++=a
few ^ap"++++=few
balls ^nns++++=balls
with ^in++++=with
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
incomparable ^jj+atrb+++=incomparable
speed ^nn++++=speed
and ^cc++++=and
control ^nn++++=control.
. ^zz++++=EXTRAWORD
Berne ^np+++??+=Berne,
, ^zz++++=EXTRAWORD
first ^od++++=first
batter ^vb++++=batter
for ^in++++=for
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers,
, ^zz++++=EXTRAWORD
walked ^j+++xvbn+=walked
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
another ^ppls++++=another
Billy ^np++++=Billy
Hamilton ^np++++=Hamilton,
, ^zz++++=EXTRAWORD
built ^j+++xvbn+=built
like ^in++++=like
a ^at++++=a
wedge ^nn++++=wedge.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
laugh ^nn++++=laugh
at ^rb++++=at
the ^ati++++=the
long ^jj+atrb+++=long
pitcher ^nn++++=pitcher.
. ^zz++++=EXTRAWORD
Whit ^np+++??+=Whit
swayed ^vwbn+++xvbn+=swayed
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
coiled ^xvbn+++xvbn+=coiled
and ^cc+phrs+++=and
uncoiled ^xvbn+++xvbn+=uncoiled.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
white ^jj++++=white,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing,
, ^zz++++=EXTRAWORD
shot ^j+++xvbn+=shot
at ^rb++++=at
Berne ^np+++??+=Berne.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ducked ^vbd+++xvbnx+=ducked,
, ^zz++++=EXTRAWORD
escaping ^vbg+++xvbg+=escaping
the ^ati++++=the
ball ^nn++++=ball
by ^in++++=by
a ^at++++=a
smaller ^jjr+atrb+++=smaller
margin ^nn++++=margin
than ^in++++=than
appeared ^vbd+seem++xvbn+=appeared
good ^jj++++=good
for ^in++++=for
his ^pp$+pp3+++=his
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
low ^jj++++=low
to ^in++++=to
the ^ati++++=the
Rube ^np+++??+=Rube,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
was ^vbd+bedz+aux++=was
probably ^rb++++=probably
not ^xnot++not++=not
flavored ^vbd+++xvbn+=flavored
with ^in++++=with
the ^ati++++=the
milk ^nn++++=milk
of ^in++++=of
friendly ^jj+atrb+++=friendly
sweetness ^nns+nom+++=sweetness.
. ^zz++++=EXTRAWORD
` ^zz++++=``Wild!
` ^zz++++=EXTRAWORD
wild ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++0=What'd
'd ^md+prd+aux++=EXTRAWORD
you ^pp2+pp2+++=you
look ^vb++++=look
for? ^nn+++??+=for?''
'' ^vb+++??+=EXTRAWORD
called ^vbd+++xvbn+=called
out ^rp+pl+++=out
Cogswell ^np+++??+=Cogswell
scornfully ^rb++++=scornfully.
. ^zz++++=EXTRAWORD
` ^zz++++=``He's
` ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
from ^in++++=from
the ^ati++++=the
woods! ^nn+++??+=woods!''
'' ^nn+++??+=EXTRAWORD
The ^ati++++=The
Rube ^np+++??+=Rube
swung ^vbd+++xvbn+=swung
his ^pp$+pp3+++=his
enormously ^rb+amp+++=enormously
long ^rb++++=long
arm ^vb++++=arm,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
an ^at++++=an
enormous ^jj+atrb+++=enormous
stride ^nn++++=stride
toward ^in++++=toward
third ^nn++++=third
base ^nn++++=base,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pitched ^vbd+++xvbn+=pitched
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
queer ^jj+atrb+++=queer
deliveries ^nns+nom+++=deliveries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ball ^nn++++=ball
cut ^vbd+++xvbn+=cut
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
` ^zz++++=``Ho!
` ^zz++++=EXTRAWORD
ho ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Ho! ^np+++??+=Ho!''
'' ^nn+++??+=EXTRAWORD
yelled ^vbd+++xvbn+=yelled
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
next ^ap++++=next
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
out ^rp+pl+++=out
curve ^nn++++=curve.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
broke ^vbd+++xvbn+=broke
toward ^in++++=toward
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
plate ^nn++++=plate
and ^cc++++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
strike ^nn++++=strike
had ^vb+hv+vrb++=had
not ^xnot++not++=not
Berne ^np+++??+=Berne
popped ^vbd+++xvbn+=popped
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Callopy ^np+++??+=Callopy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
hitter ^jjr++++=hitter,
, ^zz++++=EXTRAWORD
faced ^xvbn+++xvbn+=faced
the ^ati++++=the
Rube ^np+++??+=Rube,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
ball ^nn++++=ball
players ^nns+nom+++=players,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
some ^dti++++=some
remark ^vb++++=remark
meant ^vbd+vprv++xvbn+=meant
only ^rb+down+++=only
for ^in++++=for
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
Callopy ^np+++??+=Callopy
was ^vbd+bedz+vrb++=was
a ^at++++=a
famous ^jj+atrb+++=famous
waiter ^nn++++=waiter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drove ^vbd+++xvbnx+=drove
more ^ql++++=more
pitchers ^nns+nom+++=pitchers
mad ^jj++++=mad
with ^in++++=with
his ^pp$+pp3+++=his
implacable ^jj+atrb+++=implacable
patience ^nn+nom+++=patience
than ^in++++=than
any ^dti++++=any
hitter ^jjr++++=hitter
in ^in++++=in
the ^ati++++=the
league ^nn++++=league.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^rb++++=first
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
he ^pp3a+pp3+++=he
waited ^vbd+++xvbnx+=waited
on ^in+ppvb+++=on
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
in ^in++++=in-corner;
- ^zz++++=EXTRAWORD
corner ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
out ^rp+pl+++=out-corner
- ^zz++++=EXTRAWORD
