All ^abn++++=All
on ^rp++++=on
forty ^cd++++=forty
a ^at++++=a
week ^nn++++=week
one ^cd1++++=one
must ^md+nec+++=must
live ^vb++++=live
largely ^rb++++=largely
on ^rp++++=on
beef ^nn++++=beef
liver ^np++++=liver
and ^cc++++=and
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sometimes ^rb++++=sometimes
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Subwaying ^np+++??+=Subwaying
to ^in++++=to
his ^pp$+pp3+++=his
office ^nn++++=office,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
only ^rb+down+splt++=only
get ^vb++++=get
the ^ati++++=the
ear ^nn++++=ear
of ^in++++=of
Oren ^np+++??+=Oren
Hammer ^nn++++=Hammer
some ^dti++++=some
day ^nn++++=day
and ^cc++++=and
tell ^vb++++=tell
him ^pp3o+pp3+++=him
about ^in++++=about
that ^dt+dem+++=that
cost ^nn++++=cost-accounting
- ^zz++++=EXTRAWORD
accounting ^nvbg+++xvbg+=EXTRAWORD
system ^nn++++=system
he ^pp3a+pp3+++=he
might ^md+pos+++=might
get ^vb++++=get
his ^pp$+pp3+++=his
salary ^nn++++=salary
raised ^vbd+++xvbn+=raised
to ^to+vcmp+++=to
forty ^cd++++=forty-five.
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
President ^nn++++=President
Hammer ^nn++++=Hammer,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
office ^nn++++=office
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
above ^in+pl+++=above
the ^ati++++=the
cage ^nn++++=cage,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
as ^ql++++=as
remote ^jj++++=remote
from ^in++++=from
Horace ^np++++=Horace
as ^in++++=as
the ^ati++++=the
Pleiades ^np+++??+=Pleiades.
. ^zz++++=EXTRAWORD
To ^to++++=To
get ^vbi++++=get
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him
one ^cd1++++=one
had ^md"++pmd"++=had
to ^md+nec+++=to
run ^vb+++xvbn+=run
a ^at++++=a
gantlet ^nn+nom+++=gantlet
of ^in++++=of
superior ^nn++++=superior,
, ^zz++++=EXTRAWORD
inquisitive ^jj+atrb+++=inquisitive
secretaries ^npt++++=secretaries.
. ^zz++++=EXTRAWORD
Besides ^rb+cnj+++=Besides
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hammer ^np++++=Hammer
was ^vbd+bedz+aux++=was
reputed ^vpsv++agls+xvbnx+=reputed
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
busiest ^jjt+atrb+++=busiest
man ^nn++++=man
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York
City ^nn++++=City.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wash ^vb++++=wash
the ^ati++++=the
faces ^nns++++=faces
of ^in++++=of
forty ^cd++++=forty
million ^cd++++=million
people ^nns++++=people
every ^at++++=every
morning ^nn++++=morning,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
chief ^jjb+atrb+++=chief
reason ^nn++++=reason
why ^wrb+who+++=why
Horace ^np++++=Horace
Nimms ^np+++??+=Nimms
did ^vbd+dod+aux++=did
not ^xnot++not++=not
approach ^vb++++=approach
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hammer ^np++++=Hammer
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
Horace ^np++++=Horace
held ^vbd+vprv++xvbn+=held
him ^pp3o+pp3+++=him
in ^in++++=in
genuine ^jj+atrb+++=genuine
awe ^nn++++=awe.
. ^zz++++=EXTRAWORD
The ^ati++++=The
president ^nn++++=president
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
big ^jj++++=big,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
masterful ^jj++++=masterful,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
decisive ^jj++++=decisive.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
invariable ^jj+atrb+++=invariable
cutaway ^nn+++??+=cutaway
intimidated ^vbd+++xvbn+=intimidated
Horace ^np++++=Horace;
; ^zz++++=EXTRAWORD
the ^ati++++=the
magnificence ^nn+nom+++=magnificence
of ^in++++=of
his ^pp$+pp3+++=his
top ^jjb+atrb+++=top
hat ^nn++++=hat
dazzled ^vbd+++xvbn+=dazzled
the ^ati++++=the
little ^jj+atrb+++=little
cashier ^nn++++=cashier
and ^cc++++=and
benumbed ^vbd+++xvbn+=benumbed
his ^pp$+pp3+++=his
faculties ^nns++++=faculties
of ^in++++=of
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
in ^in++++=in
a ^at++++=a
while ^cs+sub+++=while
Horace ^np++++=Horace
rode ^vbd+++xvbn+=rode
down ^rp++++=down
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
elevator ^nn++++=elevator
with ^in++++=with
him ^pp3o+pp3+++=him
and ^cc++++=and--unobserved--admired
-- ^--+clp+++=EXTRAWORD
unobserved ^jj++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
admired ^j+++xvbn+=EXTRAWORD
his ^pp$+pp3+++=his
firm ^jj+atrb+++=firm
profile ^nn++++=profile,
, ^zz++++=EXTRAWORD
the ^ati++++=the
concentration ^nn+nom+++=concentration
of ^in++++=of
his ^pp$+pp3+++=his
brow ^nn++++=brow
and ^cc++++=and
the ^ati++++=the
jutting ^jj+atrb++xvbg+=jutting
jaw ^nn++++=jaw
that ^tht+rel+obj++=that
some ^dti++++=some
one ^cd1++++=one
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
said ^vprf+++xvbnx+=said
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
fifty ^cd++++=fifty
thousand ^cd++++=thousand
a ^at++++=a
year ^nn++++=year
in ^in++++=in
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely
as ^in++++=as
a ^at++++=a
symbol ^nn++++=symbol
of ^in++++=of
determination ^nn+nom+++=determination.
. ^zz++++=EXTRAWORD
Horace ^np++++=Horace
would ^md+prd+++=would
sooner ^rbr++++=sooner
have ^vb+hv+aux++=have
slapped ^vprf+++xvbnx+=slapped
General ^jj+atrb+++=General
Pershing ^np+++??+=Pershing
on ^in++++=on
the ^ati++++=the
back ^jjb+atrb+++=back
or ^cc+phrs+++=or
asked ^jj+++xvbn+=asked
President ^npt++++=President
Wilson ^np++++=Wilson
to ^in++++=to
dinner ^nn++++=dinner
in ^in++++=in
Flatbush ^np+++??+=Flatbush
than ^in++++=than
have ^vb+hv+aux++=have
addressed ^vprf+++xvbnx+=addressed
Oren ^np+++??+=Oren
Hammer ^nn++++=Hammer.
. ^zz++++=EXTRAWORD
An ^at++++=An
uncommendable ^jj+atrb+++=uncommendable
attitude ^nn++++=attitude?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^in++++=after
all ^abn++++=all
those ^dt+dem+++=those
years ^nns++++=years
behind ^in+pl+++=behind
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
subconsciously ^rb++++=subconsciously
his ^pp$+pp3+++=his
spirit ^nn++++=spirit
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
a ^rb++++=a
little ^rb"++++=little
caged ^jj++++=caged.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
cool ^jj+atrb+++=cool
September ^nr+nom+++=September
morning ^nn++++=morning
Horace ^np++++=Horace
entered ^vbd+++xvbn+=entered
the ^ati++++=the
cage ^nn++++=cage
humming ^vwbg+++xvbg+=humming
" ^zz++++="Annie
annie ^np++++=EXTRAWORD
Rooney ^np+++??+=Rooney."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Coming ^vbg+++xvbg+=Coming
over ^in++++=over
in ^in++++=in
the ^ati++++=the
Subway ^nn++++=Subway
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
straightened ^vprf+++xvbnx+=straightened
out ^rp+pl+++=out
a ^rb++++=a
little ^rb"++++=little
quirk ^nn+++??+=quirk
in ^in++++=in
his ^pp$+pp3+++=his
cost ^nn++++=cost-accounting
- ^zz++++=EXTRAWORD
accounting ^nvbg+++xvbg+=EXTRAWORD
system ^nn++++=system
that ^tht+rel+subj++=that
would ^md+prd+++=would
save ^vb++++=save
the ^ati++++=the
company ^nn++++=company
one ^cd1++++=one-ninety-fifth
- ^zz++++=EXTRAWORD
ninety ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fifth ^od++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
cent ^nnu"++++=cent
a ^at++++=a
cake ^nn++++=cake.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
worn ^jj+atrb++xvbn+=worn
serge ^nn++++=serge
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
momentarily ^rb+tm+splt++=momentarily
concerned ^vpsv++agls+xvbnx+=concerned
at ^rb++++=at
the ^ati++++=the
prospect ^nn++++=prospect
of ^in++++=of
having ^xvbg+++xvbg+=having
to ^to++++=to
make ^vbi++++=make
it ^pp3+it+++=it
last ^rb++++=last
another ^dt++++=another
season ^nn++++=season
and ^cc++++=and
then ^rn+tm+++=then
with ^in++++=with
a ^at++++=a
hitch ^nn++++=hitch
on ^in++++=on
his ^pp$+pp3+++=his
lavender ^nn+nom+++=lavender
sleeve ^nn++++=sleeve
garters ^nns+nom+++=garters
he ^pp3a+pp3+++=he
slipped ^vbd+++xvbnx+=slipped
into ^in++++=into
his ^pp$+pp3+++=his
alpaca ^nn+++??+=alpaca
office ^nn++++=office
coat ^nn++++=coat
and ^cc++++=and
added ^vbd+vpub++xvbn+=added
up ^rp++++=up
a ^ap++++=a
few ^ap"++++=few
numbers ^nns+nom+++=numbers
on ^in++++=on
the ^ati++++=the
adding ^jj+atrb++xvbg+=adding
machine ^nn++++=machine
for ^in++++=for
the ^ati++++=the
sheer ^jjb+atrb+++=sheer
joy ^nn++++=joy
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
sitting ^vbg+++xvbgx+=sitting
on ^in++++=on
his ^pp$+pp3+++=his
high ^jj+atrb+++=high
stool ^nn++++=stool
long ^rb++++=long
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
that ^tht+jcmp+++=that
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
a ^at++++=a
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
regarding ^in++++=regarding
him ^pp3o+pp3+++=him
fixedly ^jj++++=fixedly
through ^in++++=through
the ^ati++++=the
steel ^nn++++=steel
screen ^nn++++=screen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
had ^vb+hv+aux++=had
calmly ^rb++splt++=calmly
placed ^vprf+++xvbnx+=placed
a ^at++++=a
chair ^nn++++=chair
just ^rb+emph+++=just
outside ^jjb++++=outside
the ^ati++++=the
cage ^nn++++=cage
and ^cc++++=and
was ^vbd+bedz+aux++=was
examining ^vbg+++xvbgx+=examining
the ^ati++++=the
little ^jj+atrb+++=little
cashier ^nn++++=cashier
with ^in++++=with
the ^ati++++=the
scrutinizing ^jj+atrb++xvbg+=scrutinizing
eye ^nn++++=eye
of ^in++++=of
an ^at++++=an
ornithologist ^nn+nom+++=ornithologist
studying ^vwbg+++xvbg+=studying
a ^at++++=a
newly ^rb++++=newly
discovered ^vbd+vprv++xvbn+=discovered
species ^nns++++=species
of ^in++++=of
emu ^nn+++??+=emu.
. ^zz++++=EXTRAWORD
Horace ^np++++=Horace
was ^vbd+bedz+vrb++=was
a ^at++++=a
bit ^nn++++=bit
disconcerted ^vbd+++xvbn+=disconcerted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
his ^pp$+pp3+++=his
accounts ^nns++++=accounts
were ^vbd+bed+vrb++=were
in ^in++++=in
order ^to++++=order
and ^cc++++=and
accurate ^jj++++=accurate
to ^in++++=to
the ^ati++++=the
last ^rb++++=last
penny ^nn++++=penny.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
to ^to++++=to
fear ^vbi++++=fear
on ^in++++=on
that ^dt+dem+++=that
score ^nn++++=score.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
the ^ati++++=the
way ^nn++++=way
the ^ati++++=the
man ^nn++++=man
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
something ^pn++++=something
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Horace ^np++++=Horace,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
with ^in++++=with
glowers ^nns+nom+++=glowers?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+aux++=have
asked ^vprf+++xvbnx+=asked
the ^ati++++=the
starer ^jjr++++=starer
what ^wdt+who+++=what
the ^ati++++=the
devil ^nn++++=devil
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Horace ^np++++=Horace
was ^vbd+bedz+vrb++=was
incapable ^jj+pred+++=incapable
of ^in++++=of
incivility ^nn+nom+++=incivility.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
nervously ^rb++++=nervously
to ^in++++=to
total ^nn++++=total
up ^rp++++=up
a ^at++++=a
column ^nn++++=column
of ^in++++=of
figures ^nns++++=figures
and ^cc++++=and
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^rb++++=a
little ^rb"++++=little
upset ^jj+++xvbn+=upset
to ^to++++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
under ^in++++=under
the ^ati++++=the
cold ^jj+atrb+++=cold
gaze ^nn++++=gaze
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
his ^pp$+pp3+++=his
first ^od++++=first
mistake ^vb++++=mistake
in ^in++++=in
addition ^nn+nom+++=addition
since ^in++++=since
the ^ati++++=the
spring ^nn++++=spring
of ^in++++=of
' ^zz++++='98.
98 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cast ^vbd+++xvbnx+=cast
a ^at++++=a
furtive ^jj+atrb+++=furtive
glance ^nn++++=glance
or ^cc++++=or
two ^cd++++=two
through ^in++++=through
the ^ati++++=the
steel ^nn++++=steel
netting ^nn++++=netting
at ^in++++=at
the ^ati++++=the
stranger ^nn+nom+++=stranger
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
continued ^vbd+++xvbn+=continued
to ^to++++=to
focus ^vbi++++=focus
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
prominent ^jj+atrb+++=prominent
blue ^nn++++=blue
eyes ^nns++++=eyes
on ^in++++=on
the ^ati++++=the
self ^nn++++=self-conscious
- ^zz++++=EXTRAWORD
conscious ^jj+atrb+++=EXTRAWORD
cashier ^nn++++=cashier.
. ^zz++++=EXTRAWORD
Horace ^np++++=Horace
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
explained ^vprf+++xvbnx+=explained
why ^wrb+who+whcl++=why
those ^dt+dem+++=those
particular ^jj+atrb+++=particular
eyes ^nns++++=eyes
rattled ^vwbn+++xvbn+=rattled
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
some ^dti++++=some
mysterious ^jj+atrb+++=mysterious
power ^nn++++=power--black
-- ^--+clp+++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
art ^nn++++=art
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
staring ^jj+atrb++xvbg+=staring
man ^nn++++=man
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
bald ^jj+pred+++=bald,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
shaped ^j+++xvbn+=shaped
like ^in++++=like
a ^at++++=a
pineapple ^nn++++=pineapple
cheese ^nn++++=cheese,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
polished ^jj++++=polished
until ^cs+sub+++=until
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
almost ^rb+hdg+++=almost
to ^in++++=to
glitter ^nn++++=glitter
in ^in++++=in
the ^ati++++=the
September ^nr+nom+++=September
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
light ^jj++++=light
blue ^jj++++=blue
and ^cc+phrs+++=and
bulgy ^jj+atrb+++=bulgy,
, ^zz++++=EXTRAWORD
reminded ^j+++xvbn+=reminded
Horace ^np++++=Horace
of ^in++++=of
poached ^jj+atrb+++=poached
eggs ^nns++++=eggs
left ^vbd+++xvbn+=left
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
cold ^nn++++=cold
for ^in++++=for
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
also ^rb++++=also
a ^at++++=a
certain ^jj+atrb+++=certain
fishy ^jj+atrb+++=fishy
quality ^nn+nom+++=quality;
; ^zz++++=EXTRAWORD
impassive ^jj++++=impassive,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
hungry ^jj++++=hungry,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
shark ^nn+++??+=shark's.
's. ^nn+++??+=EXTRAWORD
Without ^in++++=Without
being ^xvbg+++xvbg+=being
actually ^rb+amp+++=actually
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mysterious ^jj++++=mysterious
starer ^jjr++++=starer
had ^vb+hv+vrb++=had
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
being ^xvbg+++xvbg+=being
plump ^jj++++=plump
and ^cc+phrs+++=and
soft ^jj++++=soft;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
clasped ^vbd+++xvbnx+=clasped
two ^cd++++=two
small ^jj++++=small,
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly
manicured ^jj+atrb++xvbn+=manicured
hands ^nns++++=hands
over ^in++++=over
a ^at++++=a
perceptible ^jj+atrb+++=perceptible
rotundity ^nn+nom+++=rotundity
at ^in++++=at
his ^pp$+pp3+++=his
middle ^jjb++++=middle,
, ^zz++++=EXTRAWORD
an ^at++++=an
unexpected ^jj+atrb+++=unexpected
protuberance ^nn+nom+++=protuberance,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
attempting ^vbg+++xvbgx+=attempting
to ^to+vcmp+++=to
conceal ^vbi++++=conceal
a ^at++++=a
honeydew ^nn+++??+=honeydew
melon ^nn++++=melon
under ^in++++=under
his ^pp$+pp3+++=his
vest ^nn++++=vest.
. ^zz++++=EXTRAWORD
Horace ^np++++=Horace
Nimms ^np+++??+=Nimms
did ^vbd+dod+vrb++=did
his ^pp$+pp3+++=his
best ^jjt++++=best
to ^to+jcmp+++=to
concentrate ^nn+nom+++=concentrate
on ^in++++=on
the ^ati++++=the
little ^jj+atrb+++=little
columns ^nns++++=columns
of ^in++++=of
figures ^nns++++=figures
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
fond ^jj++++=fond
of ^in++++=of
drilling ^xvbg+++xvbg+=drilling
and ^cc++++=and
parading ^xvbg+++xvbg+=parading,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
glance ^nn++++=glance
strayed ^vbd+++xvbn+=strayed,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
against ^in++++=against
his ^pp$+pp3+++=his
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
bald ^jj++++=bald-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
fishy ^jj+atrb+++=fishy
blue ^nn++++=blue
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
continued ^vbd+++xvbn+=continued
to ^to++++=to
fasten ^vbi++++=fasten
on ^in++++=on
Horace ^np++++=Horace
the ^ati++++=the
glance ^nn++++=glance
a ^at++++=a
python ^np++++=python
aims ^nns++++=aims
at ^rb++++=at
a ^at++++=a
rabbit ^nn++++=rabbit
before ^in++++=before
he ^pp3a+pp3+++=he
bolts ^nns++++=bolts
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length,
, ^zz++++=EXTRAWORD
after ^in++++=after
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
Horace ^np++++=Horace
could ^md+pos+++=could
stand ^vb++++=stand
it ^pp3+it+++=it
no ^at++++=no
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
addressed ^vbd+++xvbnx+=addressed
the ^ati++++=the
stranger ^jjr++++=stranger
politely ^rb++++=politely.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
anything ^pn++++=anything
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
for ^in++++=for
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Horace ^np++++=Horace
with ^in++++=with
his ^pp$+pp3+++=his
avuncular ^nn+++??+=avuncular
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
The ^ati++++=The
starer ^jjr++++=starer,
, ^zz++++=EXTRAWORD
without ^in++++=without
once ^rb+tm+++=once
taking ^vbg+++xvbg+=taking
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
off ^in+pl+++=off
Horace ^np++++=Horace,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose,
, ^zz++++=EXTRAWORD
advanced ^j+++xvbn+=advanced
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
window ^nn++++=window
and ^cc++++=and
thrust ^vpsv++agls+xvbn+=thrust
through ^in++++=through
it ^pp3+it+++=it
an ^at++++=an
oversized ^jj+atrb++xvbn+=oversized
card ^nn++++=card.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
go ^vb++++=go
on ^in++++=on
with ^in++++=with
your ^pp$+pp2+++=your
work ^nn++++=work,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="just
just ^rb+emph+++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
under ^in++++=under
observation ^nn+nom+++=observation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
here ^rn+pl+++=here
under ^in++++=under
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hammer ^np++++=Hammer's
's ^$++++=EXTRAWORD
orders ^nns++++=orders."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
peculiar ^jj+pred+++=peculiar--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
nasal ^jj+atrb+++=nasal
purr ^nn++++=purr.
. ^zz++++=EXTRAWORD
The ^ati++++=The
caged ^jj+atrb+++=caged
cashier ^nn++++=cashier
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
card ^nn++++=card.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
read ^vbd+vprv++xvbn+=read:
: ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Walmsley ^np+++??+=WALMSLEY
Cowan ^np+++??+=COWAN
Efficiency ^nn++++=EFFICIENCY
Expert ^nn++++=EXPERT
Extraordinary ^jj+atrb+++=EXTRAORDINARY
Author ^nn++++=AUTHOR
Of ^in++++=OF
" ^zz++++="PEP,
pep ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Personality ^nn+nom+++=PERSONALITY,
, ^zz++++=EXTRAWORD
Personnel ^nns++++=PERSONNEL,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="HOW
how ^wrb+who+++=EXTRAWORD
To ^to++++=TO
Enthuse ^vbi++++=ENTHUSE
Employees ^nns+nom+++=EMPLOYEES"
" ^zz++++=EXTRAWORD
Horace ^np++++=Horace
Nimms ^np+++??+=Nimms
had ^vb+hv+vrb++=had
a ^at++++=a
disquieting ^jj+atrb++xvbg+=disquieting
sensation ^nn+nom+++=sensation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
rumors ^nns++++=rumors
of ^in++++=of
a ^at++++=a
man ^nn++++=man
prowling ^jj++++=prowling
about ^in++++=about
in ^in++++=in
the ^ati++++=the
company ^nn++++=company,
, ^zz++++=EXTRAWORD
subjecting ^vbg+++xvbg+=subjecting
random ^jj+atrb+++=random
employees ^nns+nom+++=employees
